Orthogroup	s.mekongi	schistosoma_japonicum
OG0003304	KAK4476026.1	EWB00_007783.1, EWB00_007783.2
OG0003305	KAK4470635.1	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3
OG0003306	KAK4469971.1	EWB00_007821
OG0003307	KAK4472899.1	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8
OG0003309	KAK4474415.1	EWB00_005667
OG0003310	KAK4469566.1	EWB00_010716
OG0003311	KAK4468557.1	EWB00_001917
OG0003314	KAK4473083.1	EWB00_010889
OG0003315	KAK4472565.1	EWB00_007856.1, EWB00_007856.2
OG0003319	KAK4473648.1	EWB00_003912
OG0003320	KAK4469731.1, KAK4469730.1	EWB00_003563
OG0003321	KAK4472455.1	EWB00_006021.1, EWB00_006021.2
OG0003322	KAK4474853.1, KAK4474854.1	EWB00_007639
OG0003326	KAK4471641.1	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2
OG0003327	KAK4470434.1	EWB00_003890
OG0003328	KAK4470480.1	EWB00_011026
OG0003329	KAK4467772.1	EWB00_000558
OG0003330	KAK4469167.1, KAK4469165.1	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2
OG0003331	KAK4474359.1	EWB00_009188
OG0003332	KAK4472584.1, KAK4472187.1	EWB00_011211
OG0003333	KAK4475965.1	EWB00_009921.1, EWB00_009921.2
OG0003334	KAK4472912.1	EWB00_003319.1, EWB00_003319.2
OG0003335	KAK4471465.1	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3
OG0003336	KAK4471802.1	EWB00_001160.1, EWB00_001160.2
OG0003337	KAK4470702.1	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2
OG0003338	KAK4474851.1	EWB00_007637
OG0003339	KAK4475801.1	EWB00_010227
OG0003340	KAK4473706.1	EWB00_004593
OG0003341	KAK4471574.1	EWB00_006222.1, EWB00_006222.2
OG0003342	KAK4475262.1	EWB00_002304.1, EWB00_002304.2
OG0003344	KAK4473338.1	EWB00_001539
OG0003345	KAK4468751.1	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	KAK4473853.1	EWB00_000978
OG0003348	KAK4469355.1	EWB00_005383
OG0003349	KAK4472670.1	EWB00_007466
OG0003351	KAK4470586.1	EWB00_004547.1, EWB00_004547.2
OG0003352	KAK4468001.1	EWB00_006734.2, EWB00_006734.1
OG0003353	KAK4473091.1	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3
OG0003354	KAK4473041.1	EWB00_007009
OG0003355	KAK4471397.1	EWB00_010054
OG0003357	KAK4473542.1	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003361	KAK4475075.1	EWB00_010359
OG0003362	KAK4470541.1	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4
OG0003362	KAK4470542.1	EWB00_010550.1
OG0003363	KAK4472454.1	EWB00_002198
OG0003364	KAK4468078.1	EWB00_001339.1, EWB00_001339.2
OG0003365	KAK4475132.1	EWB00_001048
OG0003366	KAK4471992.1	EWB00_011157
OG0003367	KAK4469630.1	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3
OG0003368	KAK4473902.1	EWB00_007696
OG0003369	KAK4471215.1	EWB00_000917.1, EWB00_000917.2
OG0003370	KAK4472867.1	EWB00_005111
OG0003371	KAK4469637.1	EWB00_010802.1, EWB00_010802.2
OG0003372	KAK4467714.1	EWB00_003039
OG0003373	KAK4475230.1	EWB00_004807
OG0003374	KAK4467641.1	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	KAK4470085.1	EWB00_009163
OG0003376	KAK4469604.1	EWB00_010756.1, EWB00_010756.2
OG0003377	KAK4468003.1	EWB00_000138
OG0003378	KAK4468240.1	EWB00_008958
OG0003378	KAK4468207.1, KAK4468208.1	EWB00_004512
OG0003379	KAK4471270.1	EWB00_010474.2, EWB00_010474.3
OG0003380	KAK4469642.1	EWB00_005324
OG0003381	KAK4469845.1	EWB00_011174
OG0003382	KAK4470289.1	EWB00_008654.1, EWB00_008654.2
OG0003383	KAK4476102.1	EWB00_002567
OG0003384	KAK4473567.1	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	KAK4468440.1	EWB00_006712
OG0003386	KAK4475415.1	EWB00_003506.1, EWB00_003506.2
OG0003387	KAK4475308.1	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1
OG0003388	KAK4467617.1	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2
OG0003389	KAK4469143.1	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	KAK4474177.1	EWB00_003379
OG0003391	KAK4470923.1	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	KAK4469762.1	EWB00_003808, EWB00_003810
OG0003393	KAK4472526.1	EWB00_005947.1, EWB00_005947.2
OG0003394	KAK4473474.1	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	KAK4469025.1	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	KAK4472772.1	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	KAK4475464.1	EWB00_002407
OG0003398	KAK4476173.1	EWB00_008514.1, EWB00_008514.2
OG0003400	KAK4470317.1	EWB00_006634
OG0003401	KAK4472390.1	EWB00_002124
OG0003402	KAK4475331.1	EWB00_006448.1, EWB00_006448.2
OG0003403	KAK4469413.1	EWB00_004423
OG0003404	KAK4470352.1	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3
OG0003405	KAK4469634.1	EWB00_010805
OG0003406	KAK4476035.1	EWB00_007774.1, EWB00_007774.2
OG0003407	KAK4468100.1	EWB00_009604.1, EWB00_009604.2
OG0003408	KAK4473269.1	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3
OG0003409	KAK4474296.1	EWB00_006521
OG0003410	KAK4471281.1	EWB00_010097, EWB00_010096
OG0003411	KAK4473740.1	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3
OG0003412	KAK4475872.1	EWB00_008272
OG0003415	KAK4470968.1	EWB00_002257
OG0003416	KAK4471260.1	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3
OG0003417	KAK4469966.1	EWB00_005253.1, EWB00_005253.2
OG0003418	KAK4469091.1	EWB00_008966.1, EWB00_008966.2
OG0003419	KAK4470630.1, KAK4470629.1	EWB00_010931.1, EWB00_010931.2
OG0003420	KAK4473964.1	EWB00_004367.2, EWB00_004367.1
OG0003422	KAK4469073.1	EWB00_002075.1, EWB00_002075.2
OG0003423	KAK4467577.1, KAK4474677.1	EWB00_004586
OG0003424	KAK4468849.1	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2
OG0003425	KAK4468085.1, KAK4468086.1	EWB00_001350
OG0003426	KAK4471450.1	EWB00_008880
OG0003427	KAK4474015.1	EWB00_001006, EWB00_001002, EWB00_001005
OG0003428	KAK4468238.1, KAK4468237.1	EWB00_008956
OG0003429	KAK4470791.1	EWB00_004576.1, EWB00_004576.2
OG0003430	KAK4470424.1	EWB00_002024
OG0003431	KAK4475012.1	EWB00_002523, EWB00_002522
OG0003432	KAK4470852.1	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2
OG0003433	KAK4474351.1	EWB00_009567.1, EWB00_009567.2
OG0003434	KAK4471998.1	EWB00_011165
OG0003435	KAK4473820.1	EWB00_005618.1, EWB00_005618.2
OG0003436	KAK4469415.1	EWB00_004421
OG0003437	KAK4470283.1	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2
OG0003438	KAK4472694.1	EWB00_007438
OG0003439	KAK4475442.1	EWB00_002383
OG0003440	KAK4475396.1	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8
OG0003441	KAK4472935.1, KAK4467225.1	EWB00_005009.1, EWB00_005009.2
OG0003442	KAK4470265.1	EWB00_008350.1, EWB00_008350.2
OG0003443	KAK4472080.1	EWB00_011244.1, EWB00_011244.2
OG0003444	KAK4475939.1	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3
OG0003445	KAK4474179.1	EWB00_008285
OG0003446	KAK4467276.1	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2
OG0003447	KAK4475836.1	EWB00_006310.1, EWB00_006310.2
OG0003448	KAK4470129.1	EWB00_001621
OG0003449	KAK4470128.1	EWB00_001622.1, EWB00_001622.2
OG0003450	KAK4471441.1	EWB00_008870.1, EWB00_008870.3, EWB00_008870.4, EWB00_008870.2
OG0003451	KAK4468061.1	EWB00_008644, EWB00_008643
OG0003452	KAK4475988.1	EWB00_008669
OG0003453	KAK4467251.1, KAK4473565.1	EWB00_009555.1, EWB00_009555.2
OG0003454	KAK4472250.1	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3
OG0003455	KAK4471806.1	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5
OG0003456	KAK4476121.1	EWB00_008836
OG0003457	KAK4473914.1	EWB00_003158
OG0003458	KAK4473754.1	EWB00_006194
OG0003459	KAK4470622.1	EWB00_010922
OG0003460	KAK4473874.1	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003462	KAK4473716.1	EWB00_006148
OG0003463	KAK4468148.1	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	KAK4471665.1	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003466	KAK4474381.1	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4
OG0003467	KAK4470416.1	EWB00_002014
OG0003467	KAK4470417.1	EWB00_002015
OG0003468	KAK4471499.1	EWB00_008929.1, EWB00_008929.2
OG0003469	KAK4469435.1	EWB00_005218
OG0003470	KAK4469702.1	EWB00_006821
OG0003471	KAK4469558.1	EWB00_000172.1, EWB00_000172.2, EWB00_000172.3, EWB00_000172.4
OG0003472	KAK4476240.1	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	KAK4470786.1	EWB00_004571, EWB00_004572
OG0003474	KAK4469757.1	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	KAK4473147.1	EWB00_001085.1, EWB00_001085.2
OG0003476	KAK4473510.1	EWB00_006402.1, EWB00_006402.2
OG0003477	KAK4468923.1	EWB00_011377
OG0003478	KAK4476098.1	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	KAK4473118.1	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	KAK4471563.1	EWB00_006233.1, EWB00_006233.2
OG0003481	KAK4471991.1	EWB00_011156
OG0003482	KAK4468740.1	EWB00_007533
OG0003483	KAK4472499.1	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	KAK4475714.1	EWB00_004846
OG0003485	KAK4468096.1	EWB00_009592, EWB00_009595
OG0003486	KAK4473201.1	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	KAK4469159.1	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003488	KAK4474526.1	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3
OG0003489	KAK4470449.1	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	KAK4476248.1	EWB00_003071.1, EWB00_003071.2
OG0003491	KAK4472273.1	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	KAK4471927.1	EWB00_011348, EWB00_011347
OG0003493	KAK4468477.1	EWB00_003175
OG0003494	KAK4467906.1	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
OG0003495	KAK4467559.1, KAK4475695.1	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2
OG0003496	KAK4472498.1	EWB00_005978.1, EWB00_005978.2
OG0003497	KAK4469814.1	EWB00_000438, EWB00_003786
OG0003498	KAK4470172.1	EWB00_009347.1, EWB00_009347.2
OG0003500	KAK4471419.1	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3
OG0003501	KAK4470745.1	EWB00_008240.1, EWB00_008240.2
OG0003503	KAK4475886.1	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5
OG0003504	KAK4473775.1	EWB00_006216.1, EWB00_006216.2
OG0003505	KAK4469653.1	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4
OG0003506	KAK4476177.1	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3
OG0003507	KAK4475696.1	EWB00_004827, EWB00_010540
OG0003508	KAK4471156.1	EWB00_003644
OG0003509	KAK4472664.1	EWB00_000031
OG0003510	KAK4476199.1	EWB00_005690
OG0003511	KAK4472079.1	EWB00_008714
OG0003512	KAK4468250.1	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4
OG0003513	KAK4470523.1	EWB00_007160
OG0003514	KAK4472796.1	EWB00_000641
OG0003515	KAK4467615.1	EWB00_004772.1, EWB00_004772.2
OG0003516	KAK4469464.1	EWB00_010609
OG0003517	KAK4467787.1	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5
OG0003518	KAK4468848.1	EWB00_005278.1, EWB00_005278.2
OG0003519	KAK4473885.1	EWB00_007709.1, EWB00_007709.2
OG0003520	KAK4471147.1	EWB00_005566
OG0003521	KAK4474494.1	EWB00_009438
OG0003522	KAK4471013.1, KAK4471014.1	EWB00_007484
OG0003523	KAK4469869.1	EWB00_000743
OG0003524	KAK4471778.1	EWB00_004011
OG0003525	KAK4475611.1	EWB00_007344
OG0003526	KAK4472469.1	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4
OG0003527	KAK4470971.1	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3
OG0003528	KAK4475853.1	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3
OG0003529	KAK4473452.1	EWB00_003232
OG0003530	KAK4471355.1	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3
OG0003531	KAK4476277.1	EWB00_009491
OG0003532	KAK4476131.1	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8
OG0003533	KAK4469562.1	EWB00_010709
OG0003534	KAK4468777.1	EWB00_000325
OG0003535	KAK4467826.1	EWB00_006668
OG0003536	KAK4471933.1	EWB00_011353
OG0003537	KAK4472049.1	EWB00_000502
OG0003538	KAK4475438.1	EWB00_005823.2
OG0003539	KAK4470019.1	EWB00_002023
OG0003540	KAK4475716.1	EWB00_004850.1
OG0003540	KAK4467466.1	EWB00_004850.2
OG0003541	KAK4468883.1	EWB00_003020
OG0003542	KAK4471461.1, KAK4471462.1	EWB00_008893.1, EWB00_008893.2
OG0003543	KAK4469226.1	EWB00_007608
OG0003544	KAK4469321.1	EWB00_008069
OG0003545	KAK4475073.1	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3
OG0003547	KAK4475960.1	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2
OG0003548	KAK4475515.1	EWB00_005758.1, EWB00_005758.2
OG0003549	KAK4468710.1	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3
OG0003550	KAK4473867.1	EWB00_001310.1, EWB00_001310.2, EWB00_001310.3
OG0003551	KAK4471826.1	EWB00_005582.1, EWB00_005582.2
OG0003552	KAK4471182.1	EWB00_003466.1, EWB00_003466.2
OG0003553	KAK4474372.1	EWB00_000806.1, EWB00_000806.2
OG0003554	KAK4471207.1	EWB00_010077
OG0003555	KAK4470723.1	EWB00_011006
OG0003556	KAK4471925.1	EWB00_011345
OG0003557	KAK4469940.1	EWB00_002541
OG0003558	KAK4471110.1	EWB00_005180.1, EWB00_005180.2
OG0003559	KAK4468363.1	EWB00_008946.1, EWB00_008946.2
OG0003560	KAK4471683.1	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2
OG0003561	KAK4467498.1, KAK4475758.1	EWB00_000101.1, EWB00_000101.2
OG0003562	KAK4471458.1	EWB00_008889
OG0003564	KAK4472635.1	EWB00_002583.1, EWB00_002583.3, EWB00_002583.2
OG0003565	KAK4472779.1	EWB00_010138
OG0003565	KAK4472931.1	EWB00_005004
OG0003567	KAK4474450.1	EWB00_008326.1, EWB00_008326.2
OG0003568	KAK4475556.1	EWB00_007885, EWB00_007884
OG0003569	KAK4475925.1	EWB00_008985
OG0003577	KAK4473917.1, KAK4475250.1	EWB00_000986
OG0003578	KAK4467762.1	EWB00_000569
OG0003579	KAK4473991.1	EWB00_004333.3, EWB00_004333.4, EWB00_004333.5, EWB00_004333.1
OG0003580	KAK4474767.1	EWB00_010285.1, EWB00_010285.2
OG0003581	KAK4473096.1	EWB00_007670, EWB00_007671
OG0003583	KAK4475571.1	EWB00_007579.1, EWB00_007579.2
OG0003584	KAK4471994.1	EWB00_011159
OG0003585	KAK4468018.1	EWB00_008400
OG0003586	KAK4473691.1	EWB00_009705
OG0003587	KAK4474390.1	EWB00_005544
OG0003588	KAK4474798.1	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4
OG0003589	KAK4470101.1	EWB00_006084
OG0003590	KAK4476105.1	EWB00_009920
OG0003591	KAK4472040.1	EWB00_000490
OG0003592	KAK4470602.1	EWB00_008095, EWB00_008093
OG0003593	KAK4472337.1	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3
OG0003594	KAK4475234.1	EWB00_004813.1, EWB00_004813.2, EWB00_004814
OG0003595	KAK4468152.1	EWB00_001654
OG0003596	KAK4469676.1	EWB00_006790
OG0003597	KAK4470556.1	EWB00_004523
OG0003598	KAK4474030.1	EWB00_004299
OG0003599	KAK4474727.1	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3
OG0003600	KAK4475863.1, KAK4475865.1, KAK4475864.1	EWB00_008276
OG0003601	KAK4473045.1	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3
OG0003602	KAK4472101.1	EWB00_008715
OG0003603	KAK4470116.1	EWB00_006100
OG0003604	KAK4476286.1	EWB00_005678.1, EWB00_005678.2
OG0003605	KAK4474826.1	EWB00_002457
OG0003606	KAK4472540.1	EWB00_005930.1, EWB00_005930.2
OG0003607	KAK4475286.1	EWB00_002345
OG0003608	KAK4474036.1	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3
OG0003609	KAK4473159.1	EWB00_001099
OG0003610	KAK4468676.1	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3
OG0003611	KAK4469941.1	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3
OG0003612	KAK4472051.1	EWB00_000504
OG0003613	KAK4471517.1	EWB00_009760
OG0003614	KAK4472034.1	EWB00_000482
OG0003615	KAK4473788.1	EWB00_009528
OG0003616	KAK4474935.1	EWB00_006540.1, EWB00_006540.2
OG0003617	KAK4471768.1	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3
OG0003618	KAK4473051.1	EWB00_006999
OG0003619	KAK4476255.1	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2
OG0003620	KAK4469288.1	EWB00_008724.1, EWB00_008724.2
OG0003621	KAK4469901.1	EWB00_008123
OG0003622	KAK4470787.1	EWB00_008138
OG0003623	KAK4469370.1	EWB00_005368
OG0003624	KAK4474427.1	EWB00_002195
OG0003625	KAK4468892.1	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4
OG0003626	KAK4468054.1	EWB00_004936.1, EWB00_004936.2
OG0003627	KAK4468066.1	EWB00_008605, EWB00_008603
OG0003628	KAK4472310.1	EWB00_008141.1, EWB00_008141.2
OG0003629	KAK4476014.1	EWB00_009569.2, EWB00_009569.1, EWB00_010023
OG0003629	KAK4476015.1	EWB00_010020
OG0003630	KAK4474073.1	EWB00_004250
OG0003631	KAK4470868.1	EWB00_001248.1, EWB00_001248.2
OG0003632	KAK4471856.1	EWB00_005579
OG0003633	KAK4469548.1	EWB00_010695
OG0003634	KAK4470797.1	EWB00_007376.1, EWB00_007376.2
OG0003635	KAK4470719.1	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5
OG0003636	KAK4470625.1	EWB00_010927
OG0003637	KAK4471579.1	EWB00_005776
OG0003638	KAK4469171.1	EWB00_006501
OG0003639	KAK4469170.1	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4
OG0003640	KAK4467375.1, KAK4475763.1	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3
OG0003641	KAK4470529.1	EWB00_007154.1, EWB00_007154.2
OG0003642	KAK4469740.1	EWB00_003569
OG0003643	KAK4470256.1	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5
OG0003644	KAK4475284.1	EWB00_002328.1, EWB00_002328.2, EWB00_002328.3, EWB00_002328.4
OG0003645	KAK4469087.1	EWB00_000218
OG0003646	KAK4469350.1	EWB00_005389
OG0003647	KAK4475316.1	EWB00_006464
OG0003648	KAK4474379.1	EWB00_000816, EWB00_005530
OG0003649	KAK4472160.1	EWB00_005622
OG0003650	KAK4475226.1	EWB00_004802.1, EWB00_004802.2
OG0003651	KAK4469433.1	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4
OG0003652	KAK4469903.1	EWB00_008124
OG0003653	KAK4473694.1	EWB00_004601
OG0003654	KAK4471652.1	EWB00_009802.1, EWB00_009802.2
OG0003655	KAK4472474.1	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5
OG0003656	KAK4470577.1	EWB00_000957.1, EWB00_000957.2
OG0003657	KAK4475633.1, KAK4476069.1	EWB00_000874
OG0003658	KAK4470258.1	EWB00_008340.1
OG0003659	KAK4470853.1	EWB00_001232
OG0003660	KAK4470203.1	EWB00_002761.1, EWB00_002761.2
OG0003661	KAK4469716.1	EWB00_003550
OG0003662	KAK4472707.1	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2
OG0003663	KAK4470359.1	EWB00_008648, EWB00_003664
OG0003664	KAK4469810.1	EWB00_003788
OG0003665	KAK4470264.1	EWB00_008349.1, EWB00_008349.2
OG0003666	KAK4471143.1	EWB00_005562.1, EWB00_005562.2
OG0003667	KAK4474830.1	EWB00_002451
OG0003668	KAK4467223.1	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2
OG0003669	KAK4469841.1	EWB00_011178.1, EWB00_011178.2
OG0003670	KAK4471724.1	EWB00_007729.1, EWB00_007729.2
OG0003671	KAK4470531.1	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2
OG0003673	KAK4468770.1	EWB00_000316
OG0003674	KAK4472263.1	EWB00_001773
OG0003674	KAK4472262.1	EWB00_001774
OG0003675	KAK4471455.1	EWB00_008887
OG0003676	KAK4467752.1	EWB00_008425, EWB00_008426
OG0003677	KAK4470963.1	EWB00_002262.1, EWB00_002262.2
OG0003678	KAK4472663.1	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3
OG0003679	KAK4472257.1	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4
OG0003680	KAK4473856.1	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3
OG0003681	KAK4468795.1	EWB00_006933.1, EWB00_006933.2
OG0003682	KAK4470538.1	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3
OG0003683	KAK4475926.1	EWB00_004664.1, EWB00_004664.2
OG0003684	KAK4472440.1	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6
OG0003685	KAK4473933.1	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3
OG0003686	KAK4468413.1	EWB00_011413
OG0003687	KAK4468719.1	EWB00_007519.1, EWB00_007519.2
OG0003688	KAK4476166.1	EWB00_003772.1, EWB00_003772.2
OG0003689	KAK4471711.1	EWB00_009575
OG0003690	KAK4469837.1	EWB00_002226
OG0003691	KAK4467831.1	EWB00_006657.1, EWB00_006657.3, EWB00_006657.2
OG0003692	KAK4473945.1	EWB00_004391.1, EWB00_004391.2
OG0003693	KAK4469541.1	EWB00_010686.1, EWB00_010686.2
OG0003694	KAK4473280.1	EWB00_000304, EWB00_000307
OG0003695	KAK4471165.1	EWB00_003647.1, EWB00_003647.2
OG0003696	KAK4470140.1	EWB00_001602
OG0003697	KAK4474685.1	EWB00_005635, EWB00_005637
OG0003698	KAK4472394.1	EWB00_002117
OG0003699	KAK4472244.1	EWB00_003423
OG0003700	KAK4469301.1	EWB00_004032
OG0003701	KAK4468317.1	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2
OG0003702	KAK4475393.1	EWB00_003533
OG0003703	KAK4474457.1	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3
OG0003704	KAK4472329.1	EWB00_002913
OG0003705	KAK4472556.1	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4
OG0003706	KAK4468429.1	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4
OG0003707	KAK4475798.1	EWB00_009563
OG0003708	KAK4471974.1	EWB00_011137.1, EWB00_011137.2
OG0003709	KAK4475321.1	EWB00_007188.1, EWB00_007188.2
OG0003710	KAK4472324.1	EWB00_002909
OG0003711	KAK4471608.1	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2
OG0003712	KAK4474947.1	EWB00_006554
OG0003713	KAK4468784.1	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6
OG0003714	KAK4468605.1	EWB00_001967
OG0003715	KAK4473272.1	EWB00_000284
OG0003716	KAK4467727.1	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977
OG0003717	KAK4470302.1	EWB00_006610
OG0003718	KAK4470765.1	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025
OG0003719	KAK4469381.1	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2
OG0003720	KAK4471852.1	EWB00_006573
OG0003721	KAK4475976.1	EWB00_008312
OG0003722	KAK4468494.1	EWB00_009647, EWB00_009956
OG0003723	KAK4467926.1	EWB00_007414.1, EWB00_007414.2
OG0003724	KAK4475070.1	EWB00_010352
OG0003725	KAK4475815.1	EWB00_006327.2, EWB00_006327.1
OG0003726	KAK4469890.1	EWB00_008109
OG0003727	KAK4472787.1	EWB00_000633.1, EWB00_000633.2
OG0003728	KAK4475023.1	EWB00_010342.2
OG0003730	KAK4469206.1	EWB00_003610
OG0003731	KAK4468242.1	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2
