Orthogroup	schistosoma_mattheei	schistosoma_mansoni
OG0003550	SMTH1_41170.1, SMTH1_41170.2	Smp_246990.1
OG0003551	SMTH1_71600.1, SMTH1_71600.2, SMTH1_71600.3, SMTH1_71600.4	Smp_243210.1
OG0003552	SMTH1_64340.1	Smp_307730.1, Smp_307730.2
OG0003553	SMTH1_11140.2, SMTH1_11140.3, SMTH1_11150.1, SMTH1_11140.1	Smp_346090.1
OG0003554	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3	Smp_340030.1
OG0003555	SMTH1_85160.1, SMTH1_85160.3, SMTH1_85160.2, SMTH1_85160.4	Smp_334280.1
OG0003556	SMTH1_67770.1	Smp_018550.1
OG0003557	SMTH1_52030.1	Smp_021080.1
OG0003558	SMTH1_64800.2, SMTH1_64800.1, SMTH1_64800.3	Smp_176490.1, Smp_176490.2
OG0003559	SMTH1_89880.1	Smp_247640.1
OG0003560	SMTH1_69830.1	Smp_341430.1
OG0003561	SMTH1_5330.1	Smp_022870.1
OG0003562	SMTH1_71290.1	Smp_326300.1
OG0003562	SMTH1_71280.1	Smp_308760.1
OG0003562	SMTH1_71260.1, SMTH1_71270.1	Smp_308750.1, Smp_308755.1
OG0003563	SMTH1_95260.1	Smp_331180.1, Smp_331150.1, Smp_333380.1
OG0003564	SMTH1_35040.1	Smp_314730.1, Smp_315110.1
OG0003565	SMTH1_29890.5, SMTH1_29890.3, SMTH1_29890.6, SMTH1_29890.1, SMTH1_29890.2, SMTH1_29890.4, SMTH1_29890.7, SMTH1_29890.8	Smp_324050.1
OG0003566	SMTH1_5970.4, SMTH1_5970.1, SMTH1_5970.2, SMTH1_5970.3	Smp_166530.1
OG0003567	SMTH1_13550.1, SMTH1_13550.2, SMTH1_13550.4, SMTH1_13550.3	Smp_347620.1
OG0003568	SMTH1_48010.1, SMTH1_107230.8, SMTH1_107230.1, SMTH1_107230.10, SMTH1_107230.2, SMTH1_107230.3, SMTH1_107230.4, SMTH1_107230.9, SMTH1_107230.11, SMTH1_107230.6, SMTH1_107230.5, SMTH1_107230.12, SMTH1_107230.7	Smp_153220.1
OG0003569	SMTH1_7350.1	Smp_175090.1
OG0003571	SMTH1_4030.1	Smp_322230.1
OG0003572	SMTH1_74840.1, SMTH1_74860.1, SMTH1_74860.2, SMTH1_74860.3	Smp_326580.1, Smp_326580.2
OG0003577	SMTH1_49520.1	Smp_135080.1
OG0003578	SMTH1_105050.1, SMTH1_105050.2	Smp_318320.1
OG0003579	SMTH1_40510.1, SMTH1_40510.2, SMTH1_40510.3	Smp_121430.1
OG0003580	SMTH1_17630.1	Smp_054340.1
OG0003581	SMTH1_45950.1, SMTH1_45940.1	Smp_169180.1
OG0003582	SMTH1_63580.1	Smp_349410.1
OG0003583	SMTH1_3470.1	Smp_242530.1, Smp_242530.2, Smp_242530.3
OG0003584	SMTH1_68550.1, SMTH1_68550.3, SMTH1_68550.2, SMTH1_68550.4	Smp_174780.1
OG0003585	SMTH1_93090.1, SMTH1_93090.2	Smp_321250.1
OG0003586	SMTH1_50100.1, SMTH1_50100.2	Smp_075870.1
OG0003587	SMTH1_12320.1	Smp_165460.1
OG0003589	SMTH1_79130.1, SMTH1_79130.3, SMTH1_79130.2, SMTH1_79130.4	Smp_198190.1
OG0003590	SMTH1_7190.1	Smp_006195.1, Smp_342170.1
OG0003591	SMTH1_65730.1, SMTH1_65730.2	Smp_124460.1
OG0003592	SMTH1_81810.1, SMTH1_81800.1, SMTH1_81820.1	Smp_343130.1
OG0003593	SMTH1_37150.2, SMTH1_37150.1	Smp_114160.1
OG0003594	SMTH1_17280.1	Smp_024360.1
OG0003595	SMTH1_94780.1, SMTH1_94790.1	Smp_166200.1
OG0003596	SMTH1_58860.1	Smp_148400.1, Smp_148400.2
OG0003597	SMTH1_81380.1	Smp_334160.1, Smp_334160.2
OG0003598	SMTH1_107210.1, SMTH1_40180.1	Smp_000050.1
OG0003600	SMTH1_5960.1	Smp_246330.1
OG0003601	SMTH1_30520.1, SMTH1_30520.2	Smp_097730.1
OG0003602	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1	Smp_342670.1
OG0003603	SMTH1_79020.1	Smp_248170.1
OG0003604	SMTH1_1160.1	Smp_347210.1
OG0003605	SMTH1_18300.1	Smp_060170.1
OG0003606	SMTH1_38040.1	Smp_083150.1
OG0003607	SMTH1_16760.1	Smp_159450.1
OG0003608	SMTH1_40090.1	Smp_132620.1
OG0003609	SMTH1_27240.1	Smp_159570.1
OG0003610	SMTH1_98130.1	Smp_138890.3, Smp_138890.1, Smp_138890.2
OG0003611	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3	Smp_043780.1
OG0003612	SMTH1_65830.1, SMTH1_65840.1	Smp_333520.1, Smp_167470.1
OG0003613	SMTH1_75850.1	Smp_100110.1
OG0003614	SMTH1_65650.1	Smp_004440.1
OG0003615	SMTH1_43160.1, SMTH1_43160.2	Smp_332550.1, Smp_332550.2
OG0003616	SMTH1_19530.1, SMTH1_19530.2, SMTH1_19530.3, SMTH1_19520.1	Smp_323920.1
OG0003617	SMTH1_67330.1, SMTH1_67330.2, SMTH1_67330.4, SMTH1_67330.3	Smp_246900.1
OG0003618	SMTH1_27070.1, SMTH1_27070.2, SMTH1_27070.5, SMTH1_27070.3, SMTH1_27070.4	Smp_176430.1
OG0003619	SMTH1_11690.1	Smp_079920.1
OG0003621	SMTH1_60290.1	Smp_145740.1
OG0003622	SMTH1_78280.1, SMTH1_78290.1	Smp_316800.1
OG0003623	SMTH1_55860.1, SMTH1_55860.2, SMTH1_55860.3, SMTH1_55860.4, SMTH1_55860.5	Smp_004170.1
OG0003624	SMTH1_13310.3, SMTH1_13310.4, SMTH1_13310.1, SMTH1_13310.2	Smp_017890.1
OG0003625	SMTH1_95460.1	Smp_174690.1
OG0003626	SMTH1_94850.2, SMTH1_94850.3, SMTH1_94850.1	Smp_081820.1
OG0003627	SMTH1_94590.1, SMTH1_94580.1	Smp_334630.1
OG0003628	SMTH1_37410.1	Smp_025700.1
OG0003629	SMTH1_8320.1	Smp_053470.1
OG0003630	SMTH1_39690.1	Smp_332470.1
OG0003631	SMTH1_87480.1, SMTH1_87480.2	Smp_055130.1
OG0003632	SMTH1_71630.1, SMTH1_71630.2, SMTH1_71630.3	Smp_144450.1, Smp_144450.2
OG0003633	SMTH1_59370.2, SMTH1_59370.1, SMTH1_59370.3	Smp_128750.1
OG0003634	SMTH1_86700.1, SMTH1_86690.1	Smp_343750.1
OG0003635	SMTH1_85090.1	Smp_095650.1
OG0003636	SMTH1_82210.1, SMTH1_82200.1	Smp_336730.1
OG0003637	SMTH1_74910.1	Smp_000320.1
OG0003638	SMTH1_60140.1	Smp_245900.1
OG0003639	SMTH1_60150.1	Smp_044810.1
OG0003640	SMTH1_5460.1, SMTH1_5460.2	Smp_245290.1
OG0003641	SMTH1_84130.1	Smp_053640.1, Smp_053640.2
OG0003643	SMTH1_80590.1, SMTH1_80590.2	Smp_168520.1
OG0003644	SMTH1_16730.1	Smp_045730.1
OG0003645	SMTH1_52500.1, SMTH1_52500.2, SMTH1_52500.3	Smp_213020.1
OG0003646	SMTH1_59600.1	Smp_154830.1
OG0003647	SMTH1_17110.1, SMTH1_17100.1	Smp_244380.1
OG0003648	SMTH1_11260.1, SMTH1_11260.2	Smp_165840.1
OG0003649	SMTH1_42670.1	Smp_160780.1
OG0003650	SMTH1_17200.1, SMTH1_17200.2	Smp_306180.1
OG0003651	SMTH1_56470.1	Smp_001560.1
OG0003652	SMTH1_60280.1, SMTH1_60270.1	Smp_318800.1
OG0003653	SMTH1_44280.1, SMTH1_44270.1	Smp_213920.1, Smp_213930.1
OG0003654	SMTH1_74030.1, SMTH1_74030.2	Smp_138430.1
OG0003655	SMTH1_33350.1	Smp_173180.1
OG0003656	SMTH1_78560.1, SMTH1_78570.1	Smp_036020.1, Smp_036020.2
OG0003657	SMTH1_4110.1, SMTH1_4110.2, SMTH1_4110.5, SMTH1_4110.3, SMTH1_4110.4	Smp_304220.1, Smp_304210.1
OG0003658	SMTH1_80610.1, SMTH1_80610.2, SMTH1_80610.3	Smp_211060.1
OG0003659	SMTH1_87290.1	Smp_165340.1
OG0003660	SMTH1_80180.1, SMTH1_80180.2	Smp_213750.1
OG0003661	SMTH1_57980.2, SMTH1_57980.3, SMTH1_57980.1	Smp_146630.1
OG0003662	SMTH1_48910.1	Smp_085910.1
OG0003663	SMTH1_77650.1	Smp_241510.1
OG0003664	SMTH1_61830.1	Smp_213220.1, Smp_213220.2, Smp_213230.1
OG0003665	SMTH1_80700.1	Smp_146690.1
OG0003666	SMTH1_64190.1, SMTH1_64180.1	Smp_347290.1
OG0003667	SMTH1_18340.1, SMTH1_18340.2, SMTH1_18340.3, SMTH1_18340.4, SMTH1_18340.5, SMTH1_18340.6	Smp_060290.1
OG0003668	SMTH1_60060.3	Smp_146400.2
OG0003669	SMTH1_61210.1	Smp_137720.1
OG0003670	SMTH1_69450.1, SMTH1_69460.1	Smp_181490.1
OG0003671	SMTH1_84100.1, SMTH1_84090.1	Smp_247810.1
OG0003672	SMTH1_104390.1, SMTH1_104390.2, SMTH1_104380.1	Smp_140110.1
OG0003673	SMTH1_97600.1, SMTH1_97600.3, SMTH1_97600.2	Smp_165720.1, Smp_165720.2
OG0003674	SMTH1_37880.1	Smp_305430.1
OG0003675	SMTH1_71240.1	Smp_340980.1, Smp_063380.1
OG0003676	SMTH1_104470.1, SMTH1_104480.1	Smp_140040.1, Smp_140040.2
OG0003677	SMTH1_88560.1, SMTH1_88550.1	Smp_344410.1
OG0003678	SMTH1_34720.1, SMTH1_34730.1, SMTH1_34730.2	Smp_346630.1
OG0003679	SMTH1_49960.1	Smp_131770.1, Smp_131770.2
OG0003680	SMTH1_41470.1, SMTH1_41470.2	Smp_083790.1
OG0003681	SMTH1_96710.1	Smp_123280.1
OG0003682	SMTH1_83890.1	Smp_043210.1
OG0003683	SMTH1_10490.1	Smp_133800.1
OG0003685	SMTH1_42270.1	Smp_084600.1
OG0003686	SMTH1_101040.1, SMTH1_101040.2, SMTH1_101040.3, SMTH1_101040.4	Smp_147020.1
OG0003687	SMTH1_96880.1	Smp_172240.1
OG0003689	SMTH1_69590.1	Smp_106060.1
OG0003690	SMTH1_61280.1, SMTH1_61280.2, SMTH1_61280.3	Smp_316380.1
OG0003691	SMTH1_106570.1, SMTH1_106570.2	Smp_031730.1
OG0003692	SMTH1_42400.1	Smp_141680.1
OG0003693	SMTH1_59290.1, SMTH1_59290.2	Smp_012380.1
OG0003694	SMTH1_26520.1	Smp_171070.1
OG0003695	SMTH1_72030.1, SMTH1_72030.2	Smp_336330.1
OG0003696	SMTH1_77410.1	Smp_176100.1, Smp_176100.2
OG0003697	SMTH1_1860.1, SMTH1_1860.2	Smp_342820.1
OG0003698	SMTH1_36490.2, SMTH1_36490.1, SMTH1_36490.3, SMTH1_36500.1	Smp_344520.1
OG0003699	SMTH1_35990.1, SMTH1_35990.2, SMTH1_35990.3, SMTH1_35990.4	Smp_033680.1
OG0003700	SMTH1_51590.1	Smp_131700.1
OG0003701	SMTH1_90770.1	Smp_337370.1
OG0003702	SMTH1_23630.1, SMTH1_23630.2, SMTH1_23630.3, SMTH1_23630.4	Smp_342600.1
OG0003703	SMTH1_13610.1	Smp_305875.1, Smp_305875.2
OG0003704	SMTH1_37240.1	Smp_093580.1
OG0003705	SMTH1_38190.1, SMTH1_38190.2, SMTH1_38190.3	Smp_118220.1
OG0003706	SMTH1_101260.1	Smp_098450.1
OG0003708	SMTH1_68310.1	Smp_162620.1
OG0003709	SMTH1_2610.2, SMTH1_2610.1	Smp_176200.1
OG0003710	SMTH1_37270.1	Smp_347110.1
OG0003711	SMTH1_74580.1	Smp_000660.1
OG0003712	SMTH1_19650.1	Smp_037400.1, Smp_037400.2
OG0003713	SMTH1_96810.1	Smp_091740.1, Smp_091740.2
OG0003714	SMTH1_98680.1, SMTH1_98690.1	Smp_343490.1
OG0003715	SMTH1_28400.1, SMTH1_28410.1	Smp_213720.1
OG0003716	SMTH1_103380.1, SMTH1_103380.2	Smp_127620.1
OG0003717	SMTH1_81110.1, SMTH1_81110.2, SMTH1_81110.3	Smp_150080.3, Smp_150080.2, Smp_150080.1
OG0003718	SMTH1_86360.1	Smp_042390.1
OG0003719	SMTH1_55950.1	Smp_129640.1
OG0003720	SMTH1_66600.1	Smp_066330.1
OG0003721	SMTH1_102100.1	Smp_127080.1
OG0003722	SMTH1_102000.1, SMTH1_102010.1	Smp_317700.1, Smp_342300.1
OG0003723	SMTH1_103090.1	Smp_130270.2, Smp_130270.1, Smp_130270.3
OG0003724	SMTH1_21580.1	Smp_076010.1
OG0003725	SMTH1_6450.1	Smp_067540.1
OG0003726	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1	Smp_047620.1
OG0003727	SMTH1_32180.1	Smp_178710.1
OG0003728	SMTH1_22210.1	Smp_032320.2
OG0003729	SMTH1_10260.1	Smp_011860.1
OG0003730	SMTH1_55690.1	Smp_180430.1
OG0003731	SMTH1_91880.1, SMTH1_91890.1, SMTH1_91900.1	Smp_334510.1
OG0003732	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2	Smp_125670.1
OG0003733	SMTH1_8230.1, SMTH1_8230.2	Smp_311890.1, Smp_315980.1
OG0003734	SMTH1_4260.1	Smp_322280.1, Smp_022500.1
OG0003735	SMTH1_5800.1	Smp_347010.1
OG0003736	SMTH1_76800.1	Smp_000910.1
OG0003737	SMTH1_1560.1, SMTH1_1550.1	Smp_176230.1
OG0003738	SMTH1_48780.1, SMTH1_48780.2	Smp_332700.1
OG0003739	SMTH1_55640.1, SMTH1_55650.1	Smp_144870.1
OG0003740	SMTH1_29840.1	Smp_159730.1
OG0003741	SMTH1_59560.1	Smp_154850.1
OG0003742	SMTH1_65920.1, SMTH1_65930.1	Smp_167520.1
OG0003743	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4	Smp_156280.1
OG0003744	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1	Smp_161850.1
OG0003745	SMTH1_34240.1	Smp_128990.1
OG0003746	SMTH1_4140.1, SMTH1_4140.2	Smp_171670.1
OG0003747	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3	Smp_213680.1
OG0003748	SMTH1_3980.1	Smp_343160.1
OG0003749	SMTH1_23860.1, SMTH1_23860.2	Smp_162910.1
OG0003750	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3	Smp_247370.1
OG0003752	SMTH1_38180.1	Smp_167170.1
OG0003753	SMTH1_24040.1	Smp_160320.1
OG0003755	SMTH1_2770.1	Smp_153250.1
OG0003756	SMTH1_100890.1	Smp_341570.1
OG0003757	SMTH1_46190.1, SMTH1_46200.1	Smp_072440.1
OG0003758	SMTH1_36480.1	Smp_057020.1
OG0003759	SMTH1_75930.1, SMTH1_75930.2	Smp_212710.1
OG0003760	SMTH1_46480.1	Smp_157470.1
OG0003761	SMTH1_55760.1	Smp_004260.1
OG0003762	SMTH1_98090.1, SMTH1_98080.1	Smp_138920.1
OG0003763	SMTH1_46050.1	Smp_211320.2, Smp_211320.1
OG0003764	SMTH1_43470.1, SMTH1_43470.2	Smp_170340.1
OG0003765	SMTH1_13350.1, SMTH1_13350.2, SMTH1_13350.4, SMTH1_13350.3, SMTH1_13350.5, SMTH1_13350.6	Smp_017860.1
OG0003766	SMTH1_52010.1	Smp_133600.1
OG0003767	SMTH1_66880.1	Smp_074040.1
OG0003768	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3	Smp_169480.1, Smp_169480.2
OG0003769	SMTH1_27770.1, SMTH1_27770.2	Smp_124130.1
OG0003770	SMTH1_78250.1	Smp_141000.1, Smp_141000.2
OG0003771	SMTH1_7660.1, SMTH1_7650.1	Smp_096160.1
OG0003772	SMTH1_53790.1, SMTH1_53780.1	Smp_245550.2, Smp_245550.1
OG0003773	SMTH1_97960.1	Smp_036370.1
OG0003774	SMTH1_80470.1	Smp_312760.1
OG0003775	SMTH1_78760.1	Smp_050350.1
OG0003776	SMTH1_8780.1	Smp_342730.1
OG0003777	SMTH1_64670.1, SMTH1_64680.1	Smp_105690.1
OG0003778	SMTH1_103070.1	Smp_130280.3, Smp_130280.2, Smp_130280.1
OG0003779	SMTH1_15220.1, SMTH1_15230.1	Smp_153520.1
OG0003780	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2	Smp_120960.1, Smp_326430.1
OG0003781	SMTH1_29060.1, SMTH1_29060.2	Smp_168400.1
OG0003782	SMTH1_56230.1	Smp_066630.1
OG0003783	SMTH1_51380.1, SMTH1_51380.2	Smp_242220.1
OG0003784	SMTH1_51510.1	Smp_017360.1
OG0003785	SMTH1_49900.1, SMTH1_49910.1	Smp_017520.1
OG0003786	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5	Smp_197540.1
OG0003787	SMTH1_23200.1	Smp_077180.1
OG0003788	SMTH1_79470.1	Smp_148790.1
OG0003789	SMTH1_9070.1	Smp_304910.1
OG0003790	SMTH1_33030.1	Smp_097280.1
OG0003791	SMTH1_51690.1	Smp_002950.1
OG0003792	SMTH1_61600.1	Smp_142490.1
OG0003793	SMTH1_51930.1, SMTH1_51930.2	Smp_147750.1
OG0003794	SMTH1_95020.1	Smp_088310.1
OG0003795	SMTH1_280.1	Smp_337530.1
OG0003796	SMTH1_72860.1, SMTH1_72860.2	Smp_123630.1
OG0003797	SMTH1_84260.3	Smp_313320.1
OG0003798	SMTH1_16790.1	Smp_068840.1, Smp_068840.2
OG0003799	SMTH1_90080.1, SMTH1_90070.1	Smp_348340.1
OG0003800	SMTH1_25970.1	Smp_164200.1
OG0003801	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2	Smp_012410.1
OG0003802	SMTH1_87120.2, SMTH1_87120.1	Smp_015980.1
OG0003803	SMTH1_11340.1	Smp_165780.1
OG0003804	SMTH1_17170.1	Smp_024240.1
OG0003805	SMTH1_1170.1	Smp_015880.1
OG0003806	SMTH1_8930.1	Smp_066410.1
OG0003807	SMTH1_40930.1	Smp_008140.1
OG0003808	SMTH1_88430.1	Smp_337490.1, Smp_337490.2
OG0003809	SMTH1_78630.1, SMTH1_78650.1	Smp_126750.1
OG0003810	SMTH1_33360.3, SMTH1_33360.1, SMTH1_33360.2	Smp_131790.1
OG0003811	SMTH1_29770.1, SMTH1_29770.2	Smp_341730.1
OG0003812	SMTH1_27650.1, SMTH1_27660.1	Smp_213690.1
OG0003814	SMTH1_91350.1	Smp_150580.1
OG0003815	SMTH1_98900.1	Smp_149410.1
OG0003816	SMTH1_66230.1, SMTH1_66230.2, SMTH1_66230.3	Smp_121930.1, Smp_121930.2
OG0003817	SMTH1_66960.1	Smp_308260.1
OG0003818	SMTH1_33740.1, SMTH1_33750.1, SMTH1_33730.1	Smp_246240.1
OG0003819	SMTH1_30960.1, SMTH1_30950.1	Smp_035540.1
OG0003820	SMTH1_46000.1, SMTH1_46300.1, SMTH1_46310.1	Smp_341130.1, Smp_316860.1, Smp_319970.1
OG0003821	SMTH1_13440.2, SMTH1_13440.1, SMTH1_13440.3, SMTH1_13440.4	Smp_131970.1
OG0003822	SMTH1_103660.1, SMTH1_103660.2, SMTH1_103660.3	Smp_214090.1
OG0003827	SMTH1_33190.1, SMTH1_33200.1	Smp_129830.1
OG0003828	SMTH1_41040.1, SMTH1_41050.1	Smp_158480.1
OG0003829	SMTH1_8160.1, SMTH1_8160.3, SMTH1_8160.2	Smp_171940.1
OG0003830	SMTH1_12660.1, SMTH1_12660.3	Smp_061870.1
OG0003831	SMTH1_106100.1	Smp_170540.1
OG0003832	SMTH1_106060.1	Smp_125160.1
OG0003833	SMTH1_50020.1	Smp_303330.1
OG0003834	SMTH1_3600.1, SMTH1_3600.2	Smp_336830.1
OG0003835	SMTH1_17600.1	Smp_054320.1
OG0003836	SMTH1_33170.1	Smp_129870.1
OG0003837	SMTH1_44850.1	Smp_148700.1
OG0003838	SMTH1_15640.1	Smp_345410.1
OG0003839	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2	Smp_132000.1
OG0003840	SMTH1_46280.1, SMTH1_46320.1	Smp_072630.1, Smp_337020.1, Smp_337030.1
OG0003841	SMTH1_42360.1, SMTH1_42360.2	Smp_141660.1
OG0003842	SMTH1_33510.2, SMTH1_33510.1	Smp_347770.1
OG0003843	SMTH1_9370.1	Smp_145600.1
OG0003844	SMTH1_36610.1, SMTH1_36620.1	Smp_008430.1
OG0003845	SMTH1_102110.1	Smp_307070.1
OG0003846	SMTH1_5290.1, SMTH1_5290.2	Smp_241480.1
OG0003847	SMTH1_68540.1	Smp_346300.1
OG0003848	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3	Smp_133350.1
OG0003849	SMTH1_21800.1	Smp_143750.1
OG0003850	SMTH1_32690.1	Smp_196950.1, Smp_196950.2
OG0003851	SMTH1_69910.1	Smp_347810.1
OG0003852	SMTH1_103700.1, SMTH1_103710.1, SMTH1_103710.2	Smp_318140.1, Smp_318130.1
OG0003853	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3	Smp_332390.1, Smp_332390.2
OG0003854	SMTH1_74010.1	Smp_308980.1, Smp_309000.1
OG0003855	SMTH1_48590.1	Smp_172110.1
OG0003856	SMTH1_94530.1	Smp_343650.1
OG0003857	SMTH1_42770.1	Smp_160710.1
OG0003858	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3	Smp_083200.1
OG0003859	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3	Smp_243690.1
OG0003860	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1	Smp_170320.1
OG0003861	SMTH1_41680.1	Smp_068120.1
OG0003864	SMTH1_84520.6, SMTH1_84520.1, SMTH1_84520.2, SMTH1_84520.3, SMTH1_84520.4, SMTH1_84520.5	Smp_329570.3, Smp_329570.1, Smp_329570.2
OG0003865	SMTH1_103860.1	Smp_300770.1, Smp_300770.2, Smp_318150.1
OG0003866	SMTH1_45030.1, SMTH1_45030.2	Smp_093700.1
OG0003867	SMTH1_52820.2, SMTH1_52820.1	Smp_004600.1
OG0003868	SMTH1_67860.1	Smp_018640.1
OG0003869	SMTH1_46470.1	Smp_159140.1
OG0003870	SMTH1_103610.1	Smp_318110.1
OG0003871	SMTH1_33900.1	Smp_071560.1
OG0003872	SMTH1_62710.1	Smp_246110.1
OG0003873	SMTH1_91170.1, SMTH1_91160.1	Smp_334460.1
OG0003874	SMTH1_48550.1	Smp_005520.1
OG0003875	SMTH1_25980.1	Smp_077980.1
OG0003876	SMTH1_44020.1	Smp_048380.1
OG0003877	SMTH1_69200.1, SMTH1_69200.2	Smp_013610.1
OG0003878	SMTH1_69210.1, SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3	Smp_347790.1
OG0003879	SMTH1_89530.1	Smp_151070.1
OG0003880	SMTH1_100780.1	Smp_141960.1
OG0003881	SMTH1_67650.1	Smp_018400.1
OG0003882	SMTH1_103850.1	Smp_203310.1
OG0003883	SMTH1_67570.1	Smp_132210.1
OG0003884	SMTH1_26940.1, SMTH1_26940.2	Smp_056260.2, Smp_056260.1
OG0003885	SMTH1_96210.1	Smp_002080.1
OG0003886	SMTH1_42390.1, SMTH1_42380.1	Smp_343460.1
OG0003887	SMTH1_98020.1	Smp_343240.1
OG0003888	SMTH1_100480.1, SMTH1_100470.1	Smp_064250.1
OG0003889	SMTH1_84060.1	Smp_145540.1
OG0003890	SMTH1_23020.1	Smp_051300.1
OG0003891	SMTH1_15670.1	Smp_163250.1
OG0003892	SMTH1_97930.1, SMTH1_97930.2	Smp_147110.1
OG0003893	SMTH1_7330.1	Smp_346340.1
OG0003894	SMTH1_13130.2, SMTH1_13130.1	Smp_158290.1
OG0003895	SMTH1_58380.1	Smp_130160.1
OG0003896	SMTH1_58920.1, SMTH1_58920.2	Smp_148470.1
OG0003897	SMTH1_32530.1	Smp_311940.1, Smp_311150.1
OG0003899	SMTH1_58400.1, SMTH1_58410.1	Smp_130180.1
OG0003900	SMTH1_76320.1, SMTH1_76310.1	Smp_333740.1
OG0003901	SMTH1_76290.1	Smp_196220.1
OG0003902	SMTH1_97570.1	Smp_165700.1
OG0003903	SMTH1_76120.1	Smp_165870.1
OG0003904	SMTH1_75400.1	Smp_083970.1
OG0003905	SMTH1_104910.1	Smp_041190.1
OG0003906	SMTH1_9250.1	Smp_180060.1
OG0003907	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3	Smp_048620.1
OG0003908	SMTH1_24740.1, SMTH1_24750.1	Smp_337110.1
OG0003909	SMTH1_39990.1	Smp_132690.1
OG0003910	SMTH1_62390.1, SMTH1_62390.2	Smp_133940.1
OG0003911	SMTH1_45690.1	Smp_072180.1
OG0003912	SMTH1_88340.1, SMTH1_88340.2	Smp_149160.1
OG0003913	SMTH1_34190.1	Smp_129000.1
OG0003914	SMTH1_77090.1, SMTH1_77100.1	Smp_337060.1
OG0003915	SMTH1_77110.1	Smp_037230.1
OG0003916	SMTH1_92860.1	Smp_247720.1
OG0003917	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3	Smp_018220.1
OG0003918	SMTH1_55740.1, SMTH1_55740.2	Smp_124450.1
OG0003919	SMTH1_37910.1	Smp_340670.1
OG0003920	SMTH1_18550.1	Smp_176540.1
OG0003921	SMTH1_77610.1	Smp_169470.1
OG0003922	SMTH1_75320.1	Smp_167680.1
OG0003923	SMTH1_27400.1, SMTH1_27400.2	Smp_004080.1
OG0003924	SMTH1_62340.1	Smp_021830.1
OG0003925	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3	Smp_245840.2, Smp_245840.1, Smp_245840.3
OG0003926	SMTH1_28160.1	Smp_341980.1
OG0003927	SMTH1_76390.1	Smp_151570.1
OG0003928	SMTH1_45660.1	Smp_172050.1
OG0003929	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3	Smp_341520.1
OG0003930	SMTH1_89330.1	Smp_053800.1
OG0003931	SMTH1_58780.1	Smp_048970.1
OG0003932	SMTH1_16410.1, SMTH1_16410.2	Smp_337395.1
OG0003933	SMTH1_50040.1	Smp_341230.1
OG0003934	SMTH1_440.1	Smp_344090.1
OG0003935	SMTH1_16030.1	Smp_323340.1
OG0003936	SMTH1_7580.1	Smp_044530.1
OG0003937	SMTH1_53250.1, SMTH1_53240.1	Smp_245570.1
OG0003938	SMTH1_81210.1, SMTH1_81220.1	Smp_052230.1
OG0003939	SMTH1_93750.1, SMTH1_93750.2, SMTH1_93750.3	Smp_144030.1
OG0003940	SMTH1_14400.1	Smp_323540.1
OG0003941	SMTH1_4900.1	Smp_139140.1
OG0003941	SMTH1_4910.1	Smp_031390.1
OG0003942	SMTH1_51180.1, SMTH1_51190.1	Smp_001210.1
OG0003943	SMTH1_51750.1	Smp_347720.1
OG0003944	SMTH1_51740.1	Smp_095920.1
OG0003945	SMTH1_97180.1, SMTH1_97190.1	Smp_158630.1
OG0003946	SMTH1_27490.1	Smp_124320.1
OG0003947	SMTH1_45300.1, SMTH1_45310.1	Smp_154780.1
OG0003948	SMTH1_63010.1, SMTH1_63030.1, SMTH1_63000.1	Smp_170400.1
OG0003949	SMTH1_60330.1	Smp_047370.1
OG0003950	SMTH1_7430.1	Smp_006350.1
OG0003951	SMTH1_54320.1, SMTH1_54330.1	Smp_350430.1, Smp_346010.1
