Orthogroup	schistosoma_mattheei	schistosoma_bovis
OG0003453	SMTH1_48390.1	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2
OG0003454	SMTH1_37980.1, SMTH1_37980.2	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3
OG0003455	SMTH1_68670.1	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5
OG0003456	SMTH1_9290.1	SBOV2_7250.1
OG0003457	SMTH1_42010.1	SBOV2_29680.1
OG0003458	SMTH1_43540.1, SMTH1_43550.1	SBOV2_28580.1, SBOV2_28580.2
OG0003459	SMTH1_82160.1	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5
OG0003460	SMTH1_49440.1	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3
OG0003461	SMTH1_93420.1	SBOV2_83500.1
OG0003462	SMTH1_44060.1	SBOV2_28190.1
OG0003463	SMTH1_94250.1	SBOV2_84210.1
OG0003464	SMTH1_90510.1, SMTH1_90500.1	SBOV2_80590.1, SBOV2_80590.2
OG0003465	SMTH1_70000.1	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4
OG0003466	SMTH1_11210.1, SMTH1_11220.1	SBOV2_9740.1
OG0003467	SMTH1_85830.1, SMTH1_85830.2	SBOV2_76190.1
OG0003468	SMTH1_76060.3, SMTH1_76060.1, SMTH1_76060.2	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6
OG0003469	SMTH1_56510.1	SBOV2_54960.1
OG0003470	SMTH1_58180.1	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3
OG0003471	SMTH1_51260.1, SMTH1_51260.2, SMTH1_51260.3	SBOV2_45250.1, SBOV2_45250.2
OG0003472	SMTH1_10140.3, SMTH1_10140.1, SMTH1_10140.2, SMTH1_10140.4	SBOV2_8800.1
OG0003473	SMTH1_86590.1, SMTH1_86590.2	SBOV2_76900.1, SBOV2_76910.1
OG0003474	SMTH1_62910.1	SBOV2_56030.1
OG0003476	SMTH1_47650.1	SBOV2_41980.1, SBOV2_41980.2
OG0003477	SMTH1_99060.2, SMTH1_99060.3	SBOV2_88900.3
OG0003478	SMTH1_7220.1, SMTH1_7210.1	SBOV2_6230.1
OG0003479	SMTH1_31050.1, SMTH1_31050.2, SMTH1_31050.3	SBOV2_39610.1
OG0003480	SMTH1_75160.1, SMTH1_75160.2, SMTH1_75160.3, SMTH1_75160.4	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3
OG0003481	SMTH1_68520.1, SMTH1_68520.2, SMTH1_68520.3	SBOV2_61200.1
OG0003482	SMTH1_97220.1, SMTH1_97220.2	SBOV2_86760.1
OG0003483	SMTH1_33680.1, SMTH1_33680.2	SBOV2_37230.1, SBOV2_37230.2, SBOV2_37230.3
OG0003484	SMTH1_4960.1	SBOV2_4340.1
OG0003485	SMTH1_92630.1, SMTH1_92630.2	SBOV2_82620.2, SBOV2_82620.1
OG0003486	SMTH1_46060.1	SBOV2_26490.1
OG0003487	SMTH1_57580.1	SBOV2_53920.1
OG0003488	SMTH1_12930.1	SBOV2_11370.1
OG0003489	SMTH1_85340.1, SMTH1_85340.2, SMTH1_85340.3	SBOV2_75820.1
OG0003490	SMTH1_10020.1	SBOV2_8690.1
OG0003490	SMTH1_10020.2	SBOV2_8690.1
OG0003491	SMTH1_37810.1	SBOV2_33640.1, SBOV2_33640.2, SBOV2_33640.3
OG0003492	SMTH1_67790.1	SBOV2_60560.3, SBOV2_60560.1, SBOV2_60560.2
OG0003493	SMTH1_101790.1	SBOV2_90760.1, SBOV2_90760.2, SBOV2_90760.3, SBOV2_90760.4, SBOV2_90760.5, SBOV2_90760.6, SBOV2_90760.7
OG0003494	SMTH1_103330.1	SBOV2_91490.1
OG0003495	SMTH1_4750.1	SBOV2_4160.3, SBOV2_4160.1, SBOV2_4160.4, SBOV2_4160.2
OG0003496	SMTH1_33630.1	SBOV2_37270.3, SBOV2_37270.4, SBOV2_37270.5, SBOV2_37270.1, SBOV2_37270.2
OG0003497	SMTH1_107720.1, SMTH1_107720.2	SBOV2_50210.1, SBOV2_50210.2
OG0003498	SMTH1_77850.1	SBOV2_69630.1
OG0003499	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3	SBOV2_61660.1
OG0003500	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4	SBOV2_62900.1
OG0003501	SMTH1_86140.1	SBOV2_76470.1
OG0003502	SMTH1_97330.1	SBOV2_86850.1
OG0003502	SMTH1_107140.1	SBOV2_96740.1
OG0003503	SMTH1_6580.1	SBOV2_5750.1, SBOV2_5750.2
OG0003504	SMTH1_43220.1, SMTH1_43220.2, SMTH1_43220.3	SBOV2_28800.1, SBOV2_28800.2
OG0003505	SMTH1_57110.1	SBOV2_54340.1, SBOV2_54340.2
OG0003506	SMTH1_1270.1	SBOV2_1130.2, SBOV2_1130.3, SBOV2_1130.1, SBOV2_1130.4
OG0003507	SMTH1_4760.1, SMTH1_4760.2	SBOV2_4180.1, SBOV2_4180.2
OG0003508	SMTH1_72040.2, SMTH1_72040.1	SBOV2_64330.3
OG0003508	SMTH1_72040.3, SMTH1_72040.4	SBOV2_64330.1, SBOV2_64330.2, SBOV2_64330.4
OG0003509	SMTH1_48980.1	SBOV2_43210.1, SBOV2_43210.2, SBOV2_43210.3
OG0003510	SMTH1_1240.1, SMTH1_1240.2	SBOV2_1110.2, SBOV2_1110.1
OG0003511	SMTH1_71910.1	SBOV2_64230.1
OG0003512	SMTH1_91820.1	SBOV2_81880.3
OG0003513	SMTH1_84190.1	SBOV2_74790.1
OG0003514	SMTH1_32100.2, SMTH1_32100.3, SMTH1_32100.4, SMTH1_32100.6, SMTH1_32100.5	SBOV2_38690.4
OG0003514	SMTH1_32100.1	SBOV2_38690.1, SBOV2_38690.2, SBOV2_38690.3, SBOV2_38690.5
OG0003515	SMTH1_104250.1	SBOV2_92880.1
OG0003516	SMTH1_56880.1	SBOV2_54560.1, SBOV2_54560.2
OG0003517	SMTH1_105970.1	SBOV2_94490.1
OG0003518	SMTH1_96070.1	SBOV2_85740.1
OG0003519	SMTH1_41690.1	SBOV2_29980.1, SBOV2_29980.2
OG0003520	SMTH1_64250.1	SBOV2_57390.1, SBOV2_57390.2, SBOV2_57390.3
OG0003521	SMTH1_13170.1, SMTH1_13170.2	SBOV2_11610.1
OG0003522	SMTH1_89180.1	SBOV2_79230.1
OG0003523	SMTH1_60890.1	SBOV2_50910.1, SBOV2_50910.2
OG0003524	SMTH1_68950.1, SMTH1_68950.2	SBOV2_61590.1
OG0003525	SMTH1_3940.1	SBOV2_3400.2, SBOV2_3400.1, SBOV2_3400.4, SBOV2_3400.3, SBOV2_3400.5
OG0003526	SMTH1_33300.1	SBOV2_37550.1
OG0003527	SMTH1_88630.1	SBOV2_78730.1
OG0003528	SMTH1_720.1	SBOV2_670.2, SBOV2_670.1
OG0003529	SMTH1_46990.1, SMTH1_46990.2, SMTH1_46990.3	SBOV2_25700.1
OG0003530	SMTH1_73680.1	SBOV2_65940.1, SBOV2_65940.2, SBOV2_65940.3, SBOV2_65940.4
OG0003531	SMTH1_11960.1	SBOV2_10410.1
OG0003532	SMTH1_9340.1	SBOV2_7200.1
OG0003533	SMTH1_54040.1	SBOV2_47750.1, SBOV2_47750.2
OG0003534	SMTH1_96940.1	SBOV2_86510.1
OG0003535	SMTH1_106720.1	SBOV2_95560.1
OG0003536	SMTH1_67850.1	SBOV2_60610.3, SBOV2_60610.2, SBOV2_60610.1
OG0003537	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2	SBOV2_58840.1
OG0003538	SMTH1_24610.1	SBOV2_21640.1
OG0003539	SMTH1_85710.2, SMTH1_85710.1, SMTH1_85710.3, SMTH1_85710.4, SMTH1_85710.5	SBOV2_76090.1
OG0003540	SMTH1_4990.1	SBOV2_4360.1
OG0003541	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7	SBOV2_85310.1
OG0003542	SMTH1_71300.1	SBOV2_63570.1, SBOV2_63570.2, SBOV2_63570.3, SBOV2_63570.4
OG0003543	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3	SBOV2_48950.1
OG0003544	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5	SBOV2_47950.1, SBOV2_47950.2
OG0003545	SMTH1_21550.1	SBOV2_18980.2
OG0003547	SMTH1_8670.1	SBOV2_7820.1, SBOV2_7820.2, SBOV2_7820.3, SBOV2_7820.4, SBOV2_7820.5
OG0003548	SMTH1_24910.1	SBOV2_21930.1
OG0003549	SMTH1_97700.1	SBOV2_87190.1
OG0003549	SMTH1_97700.2	SBOV2_87190.1
OG0003549	SMTH1_97700.1	SBOV2_87190.2
OG0003549	SMTH1_97700.2	SBOV2_87190.2
OG0003550	SMTH1_41170.1	SBOV2_30210.3
OG0003550	SMTH1_41170.2	SBOV2_30210.1
OG0003550	SMTH1_41170.2	SBOV2_30210.2
OG0003551	SMTH1_71600.1, SMTH1_71600.2	SBOV2_63880.1, SBOV2_63890.1, SBOV2_63880.6, SBOV2_63880.2, SBOV2_63880.4, SBOV2_63880.5
OG0003551	SMTH1_71600.3, SMTH1_71600.4	SBOV2_63880.3
OG0003552	SMTH1_64340.1	SBOV2_57450.2, SBOV2_57450.1
OG0003553	SMTH1_11150.1, SMTH1_11140.1	SBOV2_9680.1
OG0003554	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3	SBOV2_68730.1, SBOV2_68730.2
OG0003555	SMTH1_85160.1, SMTH1_85160.3, SMTH1_85160.2, SMTH1_85160.4	SBOV2_75610.1, SBOV2_75610.2, SBOV2_75610.3, SBOV2_75610.4, SBOV2_75610.5
OG0003556	SMTH1_67770.1	SBOV2_60540.1, SBOV2_60540.2
OG0003557	SMTH1_52030.1	SBOV2_46040.1
OG0003558	SMTH1_64800.2, SMTH1_64800.1, SMTH1_64800.3	SBOV2_57800.1, SBOV2_57800.3, SBOV2_57800.4, SBOV2_57800.2
OG0003559	SMTH1_89880.1	SBOV2_81070.1, SBOV2_81070.2, SBOV2_81070.3, SBOV2_81070.4
OG0003560	SMTH1_69830.1	SBOV2_62390.1
OG0003561	SMTH1_5330.1	SBOV2_4670.1, SBOV2_4670.2
OG0003562	SMTH1_71290.1	SBOV2_63560.1
OG0003562	SMTH1_71280.1	SBOV2_63550.1
OG0003564	SMTH1_35040.1	SBOV2_36080.1
OG0003565	SMTH1_29890.8	SBOV2_40550.1, SBOV2_40580.1, SBOV2_40570.1
OG0003566	SMTH1_5970.4, SMTH1_5970.1, SMTH1_5970.2, SMTH1_5970.3	SBOV2_5190.1
OG0003567	SMTH1_13550.1, SMTH1_13550.2, SMTH1_13550.4	SBOV2_11950.3, SBOV2_11950.2
OG0003567	SMTH1_13550.3	SBOV2_11950.1
OG0003568	SMTH1_48010.1, SMTH1_107230.8, SMTH1_107230.1, SMTH1_107230.10, SMTH1_107230.2, SMTH1_107230.3, SMTH1_107230.4, SMTH1_107230.9, SMTH1_107230.11, SMTH1_107230.6, SMTH1_107230.5, SMTH1_107230.12, SMTH1_107230.7	SBOV2_2790.1
OG0003569	SMTH1_7350.1	SBOV2_6350.1
OG0003570	SMTH1_33640.1, SMTH1_33640.2, SMTH1_36660.1	SBOV2_6130.1, SBOV2_6130.2, SBOV2_6140.1, SBOV2_23070.2, SBOV2_23070.3, SBOV2_3970.1, SBOV2_95300.1, SBOV2_95300.2, SBOV2_95300.3, SBOV2_95300.4, SBOV2_95300.5
OG0003571	SMTH1_4030.1	SBOV2_3500.1
OG0003572	SMTH1_74860.1, SMTH1_74860.2, SMTH1_74860.3	SBOV2_66960.1
OG0003577	SMTH1_49520.1	SBOV2_43740.1
OG0003578	SMTH1_105050.1, SMTH1_105050.2	SBOV2_93600.1, SBOV2_93600.2, SBOV2_93600.3
OG0003579	SMTH1_40510.1	SBOV2_31070.1
OG0003580	SMTH1_17630.1	SBOV2_15480.1
OG0003581	SMTH1_45950.1, SMTH1_45940.1	SBOV2_26610.1
OG0003582	SMTH1_63580.1	SBOV2_56770.1
OG0003583	SMTH1_3470.1	SBOV2_2950.1, SBOV2_2950.2, SBOV2_2950.3, SBOV2_2950.4, SBOV2_2950.5
OG0003584	SMTH1_68550.1	SBOV2_61230.1, SBOV2_61230.3, SBOV2_61230.2
OG0003585	SMTH1_93090.1, SMTH1_93090.2	SBOV2_83150.1, SBOV2_83150.2, SBOV2_83160.1
OG0003586	SMTH1_50100.1, SMTH1_50100.2	SBOV2_44290.1
OG0003587	SMTH1_12320.1	SBOV2_10740.1, SBOV2_10740.2, SBOV2_10740.3, SBOV2_10740.4
OG0003589	SMTH1_79130.1, SMTH1_79130.3, SMTH1_79130.2, SMTH1_79130.4	SBOV2_70530.1
OG0003590	SMTH1_7190.1	SBOV2_6210.1
OG0003591	SMTH1_65730.1, SMTH1_65730.2	SBOV2_58760.1
OG0003592	SMTH1_81810.1	SBOV2_72740.1, SBOV2_72740.2
OG0003593	SMTH1_37150.2, SMTH1_37150.1	SBOV2_34250.1
OG0003594	SMTH1_17280.1	SBOV2_15140.1
OG0003595	SMTH1_94780.1, SMTH1_94790.1	SBOV2_84710.1
OG0003596	SMTH1_58860.1	SBOV2_52780.1
OG0003597	SMTH1_81380.1	SBOV2_72340.1
OG0003598	SMTH1_107210.1, SMTH1_40180.1	SBOV2_31410.1, SBOV2_31410.2
OG0003600	SMTH1_5960.1	SBOV2_5180.1
OG0003601	SMTH1_30520.1, SMTH1_30520.2	SBOV2_40010.1
OG0003602	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1	SBOV2_64260.1, SBOV2_64260.2
OG0003603	SMTH1_79020.1	SBOV2_70430.1
OG0003604	SMTH1_1160.1	SBOV2_1040.1, SBOV2_1040.2, SBOV2_1040.3
OG0003605	SMTH1_18300.1	SBOV2_16040.1, SBOV2_16040.2
OG0003606	SMTH1_38040.1	SBOV2_33410.1, SBOV2_33410.2
OG0003607	SMTH1_16760.1	SBOV2_14720.1
OG0003608	SMTH1_40090.1	SBOV2_31520.1, SBOV2_31520.2
OG0003609	SMTH1_27240.1	SBOV2_24010.1, SBOV2_24010.2
OG0003610	SMTH1_98130.1	SBOV2_89660.1, SBOV2_89660.2
OG0003611	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3	SBOV2_51520.1, SBOV2_51520.2, SBOV2_51520.3, SBOV2_51520.4
OG0003612	SMTH1_65830.1, SMTH1_65840.1	SBOV2_58860.1, SBOV2_58860.2
OG0003613	SMTH1_75850.1	SBOV2_67800.1, SBOV2_67800.2, SBOV2_67800.3
OG0003614	SMTH1_65650.1	SBOV2_58710.1, SBOV2_58710.2
OG0003615	SMTH1_43160.2	SBOV2_28840.2
OG0003616	SMTH1_19530.1, SMTH1_19530.2, SMTH1_19530.3, SMTH1_19520.1	SBOV2_17130.1
OG0003617	SMTH1_67330.1, SMTH1_67330.2, SMTH1_67330.4, SMTH1_67330.3	SBOV2_60150.1, SBOV2_60150.2
OG0003618	SMTH1_27070.1, SMTH1_27070.2, SMTH1_27070.5, SMTH1_27070.3, SMTH1_27070.4	SBOV2_23780.10, SBOV2_23780.9
OG0003619	SMTH1_11690.1	SBOV2_10150.1
OG0003621	SMTH1_60290.1	SBOV2_51490.1
OG0003622	SMTH1_78280.1, SMTH1_78290.1	SBOV2_69940.1
OG0003623	SMTH1_55860.1, SMTH1_55860.2, SMTH1_55860.3, SMTH1_55860.4, SMTH1_55860.5	SBOV2_49280.1
OG0003624	SMTH1_13310.3, SMTH1_13310.4, SMTH1_13310.1, SMTH1_13310.2	SBOV2_11730.1, SBOV2_11730.2
OG0003625	SMTH1_95460.1	SBOV2_85150.1, SBOV2_85260.1
OG0003626	SMTH1_94850.2	SBOV2_84770.2
OG0003626	SMTH1_94850.3	SBOV2_84770.3
OG0003626	SMTH1_94850.1	SBOV2_84770.1
OG0003627	SMTH1_94590.1, SMTH1_94580.1	SBOV2_84510.1
OG0003628	SMTH1_37410.1	SBOV2_33990.1
OG0003629	SMTH1_8320.1	SBOV2_8100.1, SBOV2_8100.2
OG0003630	SMTH1_39690.1	SBOV2_31860.1, SBOV2_31860.2
OG0003631	SMTH1_87480.1, SMTH1_87480.2	SBOV2_77720.1
OG0003632	SMTH1_71630.1, SMTH1_71630.2, SMTH1_71630.3	SBOV2_63920.1, SBOV2_63920.2
OG0003633	SMTH1_59370.2, SMTH1_59370.1, SMTH1_59370.3	SBOV2_52350.1
OG0003634	SMTH1_86700.1, SMTH1_86690.1	SBOV2_77010.1
OG0003635	SMTH1_85090.1	SBOV2_75560.1
OG0003636	SMTH1_82210.1, SMTH1_82200.1	SBOV2_73030.1
OG0003637	SMTH1_74910.1	SBOV2_67000.5, SBOV2_67000.6, SBOV2_67000.7
OG0003638	SMTH1_60140.1	SBOV2_51630.1
OG0003639	SMTH1_60150.1	SBOV2_51620.1
OG0003640	SMTH1_5460.2	SBOV2_4780.2, SBOV2_4780.3
OG0003641	SMTH1_84130.1	SBOV2_74740.2, SBOV2_74740.1, SBOV2_74740.3
OG0003643	SMTH1_80590.1, SMTH1_80590.2	SBOV2_71660.1
OG0003644	SMTH1_16730.1	SBOV2_14710.1, SBOV2_14710.2
OG0003645	SMTH1_52500.1, SMTH1_52500.2, SMTH1_52500.3	SBOV2_46450.2, SBOV2_46450.1, SBOV2_46450.4, SBOV2_46450.3
OG0003646	SMTH1_59600.1	SBOV2_52130.1, SBOV2_52130.2
OG0003647	SMTH1_17110.1, SMTH1_17100.1	SBOV2_15010.4, SBOV2_15010.2, SBOV2_15010.1, SBOV2_15010.3, SBOV2_15000.2, SBOV2_15000.3, SBOV2_15000.1
OG0003648	SMTH1_11260.1, SMTH1_11260.2	SBOV2_9770.1
OG0003649	SMTH1_42670.1	SBOV2_29210.1
OG0003650	SMTH1_17200.1, SMTH1_17200.2	SBOV2_15070.3, SBOV2_15070.2, SBOV2_15070.1
OG0003651	SMTH1_56470.1	SBOV2_54980.1
OG0003652	SMTH1_60280.1	SBOV2_51500.1
OG0003652	SMTH1_60270.1	SBOV2_51510.1
OG0003653	SMTH1_44280.1	SBOV2_28010.1
OG0003654	SMTH1_74030.1, SMTH1_74030.2	SBOV2_66210.1
OG0003655	SMTH1_33350.1	SBOV2_37510.1
OG0003656	SMTH1_78560.1, SMTH1_78570.1	SBOV2_70110.1
OG0003657	SMTH1_4110.1, SMTH1_4110.2, SMTH1_4110.5	SBOV2_3580.1
OG0003658	SMTH1_80610.1, SMTH1_80610.2, SMTH1_80610.3	SBOV2_71680.1
OG0003659	SMTH1_87290.1	SBOV2_77590.1
OG0003660	SMTH1_80180.1, SMTH1_80180.2	SBOV2_71320.1
OG0003661	SMTH1_57980.2, SMTH1_57980.3, SMTH1_57980.1	SBOV2_53530.3, SBOV2_53530.2, SBOV2_53530.1, SBOV2_53530.4
OG0003662	SMTH1_48910.1	SBOV2_43260.1, SBOV2_43260.2
OG0003663	SMTH1_77650.1	SBOV2_69480.1
OG0003664	SMTH1_61830.1	SBOV2_50180.1
OG0003665	SMTH1_80700.1	SBOV2_71770.1
OG0003666	SMTH1_64190.1, SMTH1_64180.1	SBOV2_57360.1
OG0003667	SMTH1_18340.1	SBOV2_16100.1
OG0003667	SMTH1_18340.2	SBOV2_16100.1
OG0003667	SMTH1_18340.3	SBOV2_16100.1
OG0003667	SMTH1_18340.4	SBOV2_16100.1
OG0003667	SMTH1_18340.5	SBOV2_16100.1
OG0003667	SMTH1_18340.6	SBOV2_16100.1
OG0003668	SMTH1_60060.1	SBOV2_51710.1, SBOV2_51710.2
OG0003669	SMTH1_61210.1	SBOV2_50550.1, SBOV2_50550.2
OG0003670	SMTH1_69450.1	SBOV2_61960.1, SBOV2_61960.2
OG0003671	SMTH1_84090.1	SBOV2_74720.1
OG0003672	SMTH1_104390.1, SMTH1_104390.2, SMTH1_104380.1	SBOV2_92990.1
OG0003673	SMTH1_97600.1, SMTH1_97600.3, SMTH1_97600.2	SBOV2_87100.1, SBOV2_87100.2
OG0003674	SMTH1_37880.1	SBOV2_33570.1
OG0003675	SMTH1_71240.1	SBOV2_63540.1, SBOV2_63540.2
OG0003676	SMTH1_104470.1, SMTH1_104480.1	SBOV2_93060.1
OG0003677	SMTH1_88560.1	SBOV2_78670.1
OG0003678	SMTH1_34720.1	SBOV2_36380.4, SBOV2_36380.3, SBOV2_36380.2, SBOV2_36380.1
OG0003679	SMTH1_49960.1	SBOV2_44150.1
OG0003680	SMTH1_41470.2	SBOV2_30320.1, SBOV2_30320.2
OG0003681	SMTH1_96710.1	SBOV2_86330.1
OG0003682	SMTH1_83890.1	SBOV2_74570.2, SBOV2_74570.3, SBOV2_74570.1
OG0003685	SMTH1_42270.1	SBOV2_29510.1
OG0003686	SMTH1_101040.1, SMTH1_101040.2, SMTH1_101040.3, SMTH1_101040.4	SBOV2_90070.1
OG0003687	SMTH1_96880.1	SBOV2_86460.1
OG0003689	SMTH1_69590.1	SBOV2_62060.2, SBOV2_62060.1
OG0003690	SMTH1_61280.1, SMTH1_61280.2, SMTH1_61280.3	SBOV2_50490.1, SBOV2_50490.2
OG0003691	SMTH1_106570.2	SBOV2_95020.1
OG0003692	SMTH1_42400.1	SBOV2_29410.1
OG0003693	SMTH1_59290.1, SMTH1_59290.2	SBOV2_52430.1
OG0003694	SMTH1_26520.1	SBOV2_23430.1
OG0003695	SMTH1_72030.1, SMTH1_72030.2	SBOV2_64320.1, SBOV2_64320.2
OG0003696	SMTH1_77410.1	SBOV2_69260.2, SBOV2_69260.3, SBOV2_69260.1
OG0003697	SMTH1_1860.1, SMTH1_1860.2	SBOV2_1550.1
OG0003698	SMTH1_36500.1	SBOV2_34790.1, SBOV2_34790.2
OG0003699	SMTH1_35990.1, SMTH1_35990.2, SMTH1_35990.3, SMTH1_35990.4	SBOV2_35240.1
OG0003700	SMTH1_51590.1	SBOV2_45570.2, SBOV2_45570.3, SBOV2_45570.4
OG0003701	SMTH1_90770.1	SBOV2_80280.1
OG0003702	SMTH1_23630.1, SMTH1_23630.2, SMTH1_23630.3, SMTH1_23630.4	SBOV2_20820.1, SBOV2_20820.2
OG0003703	SMTH1_13610.1	SBOV2_11990.2, SBOV2_11990.1
OG0003704	SMTH1_37240.1	SBOV2_34180.1
OG0003705	SMTH1_38190.1, SMTH1_38190.2, SMTH1_38190.3	SBOV2_33260.1
OG0003706	SMTH1_101260.1	SBOV2_90270.1
OG0003707	SMTH1_5540.1, SMTH1_5560.1, SMTH1_5570.1	SBOV2_4860.1, SBOV2_4850.1
OG0003708	SMTH1_68310.1	SBOV2_61000.1
OG0003709	SMTH1_2610.2	SBOV2_2200.2
OG0003709	SMTH1_2610.1	SBOV2_2200.1
OG0003710	SMTH1_37270.1	SBOV2_34110.1
OG0003711	SMTH1_74580.1	SBOV2_66670.1, SBOV2_66670.2, SBOV2_66670.3
OG0003712	SMTH1_19650.1	SBOV2_17250.1
OG0003713	SMTH1_96810.1	SBOV2_86410.1
OG0003714	SMTH1_98680.1	SBOV2_89210.1
OG0003714	SMTH1_98690.1	SBOV2_89200.1
OG0003715	SMTH1_28400.1, SMTH1_28410.1	SBOV2_25160.1, SBOV2_25160.2
OG0003716	SMTH1_103380.1, SMTH1_103380.2	SBOV2_92130.1, SBOV2_92130.2
OG0003717	SMTH1_81110.1, SMTH1_81110.2, SMTH1_81110.3	SBOV2_72130.1
OG0003718	SMTH1_86360.1	SBOV2_76680.1, SBOV2_76680.2
OG0003719	SMTH1_55950.1	SBOV2_49360.1, SBOV2_49360.2
OG0003720	SMTH1_66600.1	SBOV2_59460.1
OG0003721	SMTH1_102100.1	SBOV2_90980.1, SBOV2_90980.2
OG0003722	SMTH1_102000.1, SMTH1_102010.1	SBOV2_90930.1, SBOV2_90920.1
OG0003723	SMTH1_103090.1	SBOV2_91770.1, SBOV2_91770.2, SBOV2_91770.3
OG0003724	SMTH1_21580.1	SBOV2_19020.1, SBOV2_19020.2, SBOV2_19020.3, SBOV2_19020.4, SBOV2_19020.5, SBOV2_19020.6, SBOV2_19020.7
OG0003725	SMTH1_6450.1	SBOV2_5620.2, SBOV2_5620.1
OG0003726	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1	SBOV2_51230.1
OG0003727	SMTH1_32180.1	SBOV2_38620.1
OG0003729	SMTH1_10260.1	SBOV2_8930.1
OG0003730	SMTH1_55690.1	SBOV2_49150.1, SBOV2_49150.3, SBOV2_49150.2, SBOV2_49150.4
OG0003731	SMTH1_91900.1	SBOV2_81940.1, SBOV2_81940.2
OG0003732	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2	SBOV2_80730.1
OG0003733	SMTH1_8230.1, SMTH1_8230.2	SBOV2_8190.1, SBOV2_8190.2
OG0003734	SMTH1_4260.1	SBOV2_3740.1, SBOV2_3740.2, SBOV2_3740.3
OG0003735	SMTH1_5800.1	SBOV2_5060.1, SBOV2_5060.2
OG0003736	SMTH1_76800.1	SBOV2_68710.1, SBOV2_68710.3, SBOV2_68710.2, SBOV2_68710.4
OG0003737	SMTH1_1550.1	SBOV2_1340.1
OG0003738	SMTH1_48780.1, SMTH1_48780.2	SBOV2_43030.1
OG0003739	SMTH1_55650.1	SBOV2_49110.1
OG0003740	SMTH1_29840.1	SBOV2_40610.1
OG0003741	SMTH1_59560.1	SBOV2_52170.1
OG0003742	SMTH1_65920.1, SMTH1_65930.1	SBOV2_58930.1
OG0003743	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4	SBOV2_63450.1, SBOV2_63450.2, SBOV2_63450.3
OG0003744	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1	SBOV2_36260.2, SBOV2_36260.1
OG0003745	SMTH1_34240.1	SBOV2_36790.4, SBOV2_36790.5, SBOV2_36790.1, SBOV2_36790.2, SBOV2_36790.3
OG0003746	SMTH1_4140.1, SMTH1_4140.2	SBOV2_3610.1
OG0003747	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3	SBOV2_24240.1, SBOV2_24240.2
OG0003748	SMTH1_3980.1	SBOV2_3460.1
OG0003749	SMTH1_23860.1, SMTH1_23860.2	SBOV2_21130.1
OG0003750	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3	SBOV2_78640.5, SBOV2_78640.6, SBOV2_78640.1, SBOV2_78640.2, SBOV2_78640.3, SBOV2_78640.4
OG0003752	SMTH1_38180.1	SBOV2_33270.1, SBOV2_33270.2
OG0003753	SMTH1_24040.1	SBOV2_20990.3, SBOV2_20990.5
OG0003755	SMTH1_2770.1	SBOV2_2360.1
OG0003756	SMTH1_100890.1	SBOV2_89980.1
OG0003757	SMTH1_46190.1	SBOV2_26400.2, SBOV2_26400.3, SBOV2_26400.1
OG0003757	SMTH1_46200.1	SBOV2_26400.4, SBOV2_26400.5
OG0003758	SMTH1_36480.1	SBOV2_34800.1, SBOV2_34800.2
OG0003759	SMTH1_75930.1, SMTH1_75930.2	SBOV2_68010.1
OG0003760	SMTH1_46480.1	SBOV2_26180.1
OG0003761	SMTH1_55760.1	SBOV2_49200.1, SBOV2_49200.2, SBOV2_49200.3, SBOV2_49200.4
OG0003762	SMTH1_98090.1	SBOV2_87550.1
OG0003763	SMTH1_46050.1	SBOV2_26500.1
