Orthogroup	schistosoma_mattheei	fasciola_gigantica
OG0003014	SMTH1_93340.1, SMTH1_93330.1, SMTH1_93320.1	FGIG_06089
OG0003015	SMTH1_48370.1, SMTH1_48380.1	FGIG_06212
OG0003016	SMTH1_84020.1	FGIG_06238
OG0003017	SMTH1_56250.1, SMTH1_56250.2, SMTH1_56240.1	FGIG_06260
OG0003018	SMTH1_105010.6, SMTH1_105010.5, SMTH1_105010.3, SMTH1_105010.4, SMTH1_105010.1, SMTH1_105010.2	FGIG_06279, FGIG_06278
OG0003019	SMTH1_82990.1, SMTH1_82990.2	FGIG_06334
OG0003020	SMTH1_31920.1	FGIG_06382, FGIG_06381
OG0003021	SMTH1_93370.1	FGIG_06534, FGIG_06533, FGIG_12647
OG0003022	SMTH1_27610.1	FGIG_06594
OG0003023	SMTH1_93270.2, SMTH1_93270.1	FGIG_06597
OG0003024	SMTH1_86560.1, SMTH1_86560.2, SMTH1_86560.3, SMTH1_86560.4	FGIG_06988
OG0003025	SMTH1_40920.1, SMTH1_40920.2	FGIG_07082
OG0003026	SMTH1_36930.1	FGIG_07133
OG0003027	SMTH1_18510.4, SMTH1_18510.3, SMTH1_18510.2, SMTH1_18510.1	FGIG_07139, FGIG_07140
OG0003028	SMTH1_11350.1, SMTH1_11350.2	FGIG_07143
OG0003029	SMTH1_89830.1, SMTH1_89830.2, SMTH1_89830.3, SMTH1_89830.4, SMTH1_89830.5	FGIG_07244
OG0003030	SMTH1_21570.1	FGIG_07269
OG0003031	SMTH1_71760.1	FGIG_07278, FGIG_12471
OG0003032	SMTH1_65430.1	FGIG_07540
OG0003033	SMTH1_52250.1	FGIG_07592
OG0003034	SMTH1_91510.1	FGIG_07751
OG0003036	SMTH1_93480.1, SMTH1_93490.1, SMTH1_93510.1	FGIG_07780
OG0003037	SMTH1_88440.1	FGIG_07808
OG0003038	SMTH1_58140.3, SMTH1_58140.1, SMTH1_58140.2	FGIG_07992
OG0003039	SMTH1_51390.1	FGIG_08048
OG0003040	SMTH1_33270.1	FGIG_08190
OG0003041	SMTH1_36560.1	FGIG_08407
OG0003042	SMTH1_45530.1	FGIG_08421
OG0003043	SMTH1_53410.1	FGIG_11366, FGIG_08443, FGIG_11401
OG0003044	SMTH1_8840.1	FGIG_08468
OG0003045	SMTH1_57590.1	FGIG_08522
OG0003046	SMTH1_57600.1, SMTH1_57600.3, SMTH1_57600.2	FGIG_08523
OG0003047	SMTH1_14420.2, SMTH1_14420.1, SMTH1_14420.3, SMTH1_14420.4	FGIG_08578
OG0003048	SMTH1_50950.1, SMTH1_50950.2	FGIG_08685
OG0003049	SMTH1_50940.1, SMTH1_50940.2	FGIG_08686
OG0003050	SMTH1_87380.1, SMTH1_87370.1, SMTH1_87390.1	FGIG_08727
OG0003051	SMTH1_27110.1	FGIG_11595, FGIG_08733
OG0003052	SMTH1_72110.1	FGIG_08801
OG0003053	SMTH1_29380.1	FGIG_09271, FGIG_08894
OG0003054	SMTH1_9990.1	FGIG_08948
OG0003055	SMTH1_62610.1	FGIG_08993
OG0003056	SMTH1_9840.1, SMTH1_9860.1, SMTH1_9850.1	FGIG_09001
OG0003057	SMTH1_70430.1	FGIG_09030
OG0003058	SMTH1_102140.1, SMTH1_102130.1	FGIG_09112
OG0003059	SMTH1_39860.1, SMTH1_39860.2	FGIG_09121, FGIG_09120
OG0003060	SMTH1_57930.1, SMTH1_57920.1	FGIG_09243, FGIG_09244
OG0003061	SMTH1_89800.1, SMTH1_89800.2, SMTH1_89800.3, SMTH1_89800.4	FGIG_09587
OG0003062	SMTH1_99650.1	FGIG_09635, FGIG_09636
OG0003063	SMTH1_19630.1, SMTH1_19630.2	FGIG_09684, FGIG_09683
OG0003064	SMTH1_8850.1, SMTH1_8850.2	FGIG_09743
OG0003065	SMTH1_24120.1, SMTH1_24120.2, SMTH1_24120.3	FGIG_10047
OG0003066	SMTH1_104460.1	FGIG_12142, FGIG_10066
OG0003067	SMTH1_27550.1	FGIG_10345
OG0003068	SMTH1_85350.1, SMTH1_85350.2	FGIG_11486, FGIG_10373
OG0003069	SMTH1_78100.1	FGIG_10445
OG0003070	SMTH1_39220.1, SMTH1_39200.2, SMTH1_39200.1, SMTH1_39200.3	FGIG_10642
OG0003071	SMTH1_67540.1	FGIG_11658, FGIG_10650
OG0003072	SMTH1_88420.1	FGIG_10812
OG0003073	SMTH1_71220.1	FGIG_10975
OG0003074	SMTH1_65310.1	FGIG_10986, FGIG_11028
OG0003075	SMTH1_63880.3, SMTH1_63880.4, SMTH1_63880.1, SMTH1_63880.2	FGIG_10993
OG0003076	SMTH1_63830.1	FGIG_11076
OG0003077	SMTH1_83020.1	FGIG_11119
OG0003078	SMTH1_68020.1, SMTH1_68020.4	FGIG_11333
OG0003079	SMTH1_62590.1	FGIG_11502
OG0003080	SMTH1_12340.5, SMTH1_12340.2, SMTH1_12340.6, SMTH1_12340.4, SMTH1_12340.1, SMTH1_12340.3	FGIG_11951
OG0003081	SMTH1_16430.1	FGIG_12102
OG0003082	SMTH1_56040.1	FGIG_12404
OG0003107	SMTH1_62430.1, SMTH1_62420.1	FGIG_00005
OG0003108	SMTH1_29120.1	FGIG_00069
OG0003109	SMTH1_16980.1	FGIG_00104
OG0003110	SMTH1_15740.1	FGIG_00329
OG0003111	SMTH1_79760.1, SMTH1_79760.2	FGIG_00373, FGIG_00372
OG0003112	SMTH1_75330.1	FGIG_00405
OG0003114	SMTH1_96600.1	FGIG_00425
OG0003115	SMTH1_82120.1	FGIG_00440
OG0003116	SMTH1_97920.2, SMTH1_97920.1, SMTH1_97920.3	FGIG_00454
OG0003117	SMTH1_20470.1	FGIG_00573
OG0003118	SMTH1_45400.1	FGIG_00599
OG0003119	SMTH1_36740.1, SMTH1_36740.2, SMTH1_36740.5, SMTH1_36740.3, SMTH1_36740.4	FGIG_00640
OG0003120	SMTH1_78490.1	FGIG_00733
OG0003121	SMTH1_1940.1	FGIG_00832
OG0003122	SMTH1_550.1	FGIG_00834
OG0003123	SMTH1_92670.1, SMTH1_92700.1	FGIG_00870
OG0003124	SMTH1_100670.1	FGIG_00892
OG0003125	SMTH1_82780.1	FGIG_00910
OG0003126	SMTH1_21190.1	FGIG_00964
OG0003127	SMTH1_95710.1	FGIG_01018, FGIG_01019
OG0003128	SMTH1_91420.1	FGIG_01047
OG0003129	SMTH1_3450.1, SMTH1_3460.1	FGIG_01130
OG0003130	SMTH1_30980.1, SMTH1_30980.2	FGIG_06959, FGIG_06960, FGIG_01205
OG0003131	SMTH1_80560.1	FGIG_01254
OG0003132	SMTH1_26550.1, SMTH1_26550.2, SMTH1_26550.3, SMTH1_26550.4	FGIG_01271
OG0003133	SMTH1_65790.1	FGIG_01405
OG0003134	SMTH1_92740.1	FGIG_01432, FGIG_01433
OG0003135	SMTH1_40220.1, SMTH1_40220.2, SMTH1_40220.3	FGIG_01687
OG0003136	SMTH1_11490.1, SMTH1_11490.2, SMTH1_11490.3	FGIG_01720
OG0003137	SMTH1_90340.1, SMTH1_90330.1	FGIG_10091, FGIG_01742
OG0003138	SMTH1_100410.1, SMTH1_100410.2	FGIG_01803, FGIG_01804
OG0003139	SMTH1_55220.3, SMTH1_55220.1, SMTH1_55220.2	FGIG_01910, FGIG_04845
OG0003140	SMTH1_34460.1	FGIG_01963
OG0003141	SMTH1_68500.1	FGIG_02066
OG0003142	SMTH1_85170.3, SMTH1_85170.4, SMTH1_85170.5, SMTH1_85170.1, SMTH1_85170.2	FGIG_06588, FGIG_02089
OG0003143	SMTH1_84230.1	FGIG_02166
OG0003144	SMTH1_43640.1, SMTH1_43650.1	FGIG_02199
OG0003145	SMTH1_21890.1, SMTH1_21890.2	FGIG_02360, FGIG_05876
OG0003146	SMTH1_72070.1	FGIG_02362
OG0003147	SMTH1_55060.1	FGIG_11805, FGIG_02380
OG0003148	SMTH1_102820.1	FGIG_02414
OG0003149	SMTH1_62370.1	FGIG_02528
OG0003150	SMTH1_87680.1	FGIG_02558
OG0003151	SMTH1_55890.1, SMTH1_55900.1, SMTH1_55890.5, SMTH1_55890.4, SMTH1_55890.2, SMTH1_55890.3	FGIG_02577, FGIG_02578
OG0003152	SMTH1_41280.1, SMTH1_41280.2, SMTH1_41280.3, SMTH1_41280.4, SMTH1_41280.5, SMTH1_41280.6	FGIG_02705
OG0003153	SMTH1_82230.2, SMTH1_82230.1, SMTH1_82230.3, SMTH1_82230.4	FGIG_02735
OG0003154	SMTH1_39560.1, SMTH1_39560.4, SMTH1_39560.2, SMTH1_39560.3	FGIG_02742
OG0003155	SMTH1_78990.1	FGIG_02744
OG0003156	SMTH1_42250.1	FGIG_02790
OG0003157	SMTH1_58420.1, SMTH1_58420.2	FGIG_02891
OG0003158	SMTH1_98970.1, SMTH1_98990.1, SMTH1_98960.1, SMTH1_31780.1	FGIG_06749, FGIG_11417, FGIG_02904
OG0003159	SMTH1_62060.1	FGIG_04612, FGIG_02912
OG0003160	SMTH1_22840.1, SMTH1_22850.1	FGIG_02965
OG0003161	SMTH1_52520.1	FGIG_03141
OG0003162	SMTH1_10820.1, SMTH1_10830.3, SMTH1_10830.1, SMTH1_10830.2	FGIG_03155, FGIG_06192
OG0003163	SMTH1_1920.1, SMTH1_1920.2	FGIG_03160
OG0003164	SMTH1_37090.1	FGIG_03241
OG0003165	SMTH1_86340.1	FGIG_03257
OG0003167	SMTH1_104000.1	FGIG_03348
OG0003168	SMTH1_70770.1	FGIG_03363, FGIG_07368
OG0003169	SMTH1_17610.1, SMTH1_17610.2, SMTH1_17610.3	FGIG_03426
OG0003170	SMTH1_20010.1	FGIG_03444
OG0003171	SMTH1_81400.1	FGIG_03515
OG0003172	SMTH1_24550.1	FGIG_06205, FGIG_03518, FGIG_05757
OG0003173	SMTH1_35220.1, SMTH1_35220.2, SMTH1_35220.3, SMTH1_35220.4	FGIG_03614, FGIG_03616, FGIG_03615
OG0003174	SMTH1_83630.2, SMTH1_83630.1	FGIG_03638
OG0003175	SMTH1_104180.1	FGIG_03807
OG0003177	SMTH1_28540.1	FGIG_03833, FGIG_07602, FGIG_10490
OG0003178	SMTH1_37170.1	FGIG_06106, FGIG_06105, FGIG_03939
OG0003179	SMTH1_83750.1	FGIG_12448, FGIG_04250
OG0003180	SMTH1_4940.1	FGIG_04325
OG0003181	SMTH1_40580.1	FGIG_06032, FGIG_04528
OG0003183	SMTH1_14790.1	FGIG_04603
OG0003184	SMTH1_31490.1	FGIG_04609
OG0003185	SMTH1_79950.1	FGIG_04853
OG0003186	SMTH1_33010.1	FGIG_04944
OG0003187	SMTH1_82250.1	FGIG_04951
OG0003188	SMTH1_89790.1	FGIG_05117
OG0003189	SMTH1_63110.1	FGIG_05178
OG0003190	SMTH1_67240.1	FGIG_05237
OG0003191	SMTH1_52880.1	FGIG_05315
OG0003192	SMTH1_73730.1	FGIG_05388
OG0003193	SMTH1_41330.1, SMTH1_41340.1	FGIG_05396
OG0003194	SMTH1_77300.1	FGIG_05426
OG0003195	SMTH1_20050.3, SMTH1_20050.4, SMTH1_20050.1, SMTH1_20050.2	FGIG_05446
OG0003196	SMTH1_69040.1	FGIG_05473, FGIG_07358
OG0003197	SMTH1_105450.4, SMTH1_105450.2, SMTH1_105450.3, SMTH1_105450.1	FGIG_05532
OG0003198	SMTH1_56630.1, SMTH1_56630.2, SMTH1_56630.3	FGIG_05599, FGIG_06298
OG0003199	SMTH1_103820.1, SMTH1_103820.2	FGIG_05652
OG0003200	SMTH1_11830.1	FGIG_05681
OG0003201	SMTH1_16170.1, SMTH1_16170.2	FGIG_05709
OG0003202	SMTH1_20500.1	FGIG_05726
OG0003203	SMTH1_101720.1	FGIG_05925
OG0003204	SMTH1_22340.1, SMTH1_22320.1, SMTH1_22310.1	FGIG_05955, FGIG_05956
OG0003205	SMTH1_40520.1	FGIG_06364, FGIG_07276
OG0003206	SMTH1_19400.1	FGIG_06475
OG0003207	SMTH1_9460.1	FGIG_06638
OG0003208	SMTH1_75530.1, SMTH1_75540.1, SMTH1_75540.2	FGIG_06732
OG0003209	SMTH1_87780.1	FGIG_06733
OG0003210	SMTH1_14380.1	FGIG_06802, FGIG_06803, FGIG_07222
OG0003211	SMTH1_83500.1, SMTH1_83500.2	FGIG_06838
OG0003212	SMTH1_6750.1, SMTH1_6750.2	FGIG_06873
OG0003213	SMTH1_36990.1, SMTH1_36990.2	FGIG_06897
OG0003214	SMTH1_13160.1	FGIG_10827, FGIG_06937
OG0003215	SMTH1_10120.1, SMTH1_10130.1	FGIG_06944, FGIG_06943
OG0003216	SMTH1_71500.1, SMTH1_71500.2	FGIG_06947
OG0003217	SMTH1_67660.1, SMTH1_67660.2	FGIG_07015
OG0003218	SMTH1_64410.1	FGIG_07072
OG0003220	SMTH1_59130.1	FGIG_07162
OG0003221	SMTH1_44090.1	FGIG_07199
OG0003222	SMTH1_21630.1	FGIG_07209
OG0003223	SMTH1_102700.1, SMTH1_98460.1, SMTH1_98460.2	FGIG_07226, FGIG_07227
OG0003224	SMTH1_42340.1, SMTH1_42340.2	FGIG_07232
OG0003225	SMTH1_98010.1	FGIG_07237
OG0003226	SMTH1_15720.2, SMTH1_15720.1, SMTH1_15720.3	FGIG_07430
OG0003227	SMTH1_68510.1, SMTH1_68510.2	FGIG_07506
OG0003228	SMTH1_97210.1	FGIG_07512
OG0003229	SMTH1_84740.1	FGIG_07522
OG0003230	SMTH1_52380.1	FGIG_07546
OG0003231	SMTH1_19700.1, SMTH1_19700.4, SMTH1_19700.3, SMTH1_19700.2	FGIG_07630, FGIG_07631
OG0003232	SMTH1_12250.2, SMTH1_12250.4, SMTH1_12250.1, SMTH1_12250.3	FGIG_07654
OG0003233	SMTH1_24370.1	FGIG_07711
OG0003234	SMTH1_67270.1	FGIG_07721
OG0003235	SMTH1_93460.1	FGIG_07779
OG0003236	SMTH1_63630.1	FGIG_07810
OG0003237	SMTH1_28030.1, SMTH1_28030.4, SMTH1_28030.2, SMTH1_28030.3	FGIG_07852
OG0003238	SMTH1_72870.1	FGIG_07918
OG0003239	SMTH1_91250.1	FGIG_08059
OG0003240	SMTH1_9200.2, SMTH1_9200.1	FGIG_08124
OG0003241	SMTH1_41110.1, SMTH1_41120.1	FGIG_10248, FGIG_08213
OG0003242	SMTH1_59100.1	FGIG_08237
OG0003243	SMTH1_9820.1	FGIG_08291
OG0003244	SMTH1_59550.1	FGIG_10219, FGIG_08294
OG0003245	SMTH1_60130.1	FGIG_08341
OG0003247	SMTH1_22680.3, SMTH1_22680.1, SMTH1_22680.2	FGIG_08388
OG0003248	SMTH1_92350.1, SMTH1_92350.3, SMTH1_92350.2	FGIG_08413
OG0003249	SMTH1_71180.1, SMTH1_71170.1	FGIG_08451, FGIG_12637
OG0003250	SMTH1_78070.1	FGIG_08547
OG0003251	SMTH1_95920.1	FGIG_08561
OG0003252	SMTH1_47120.1	FGIG_08583
OG0003253	SMTH1_96560.4, SMTH1_96560.3, SMTH1_96560.2, SMTH1_96560.1	FGIG_08616
OG0003254	SMTH1_71510.5, SMTH1_71510.1, SMTH1_71510.2, SMTH1_71510.3, SMTH1_71510.4	FGIG_08634
OG0003255	SMTH1_102880.1	FGIG_08636, FGIG_08635
OG0003256	SMTH1_92980.1	FGIG_08649
OG0003257	SMTH1_14240.1	FGIG_08692
OG0003258	SMTH1_48360.1, SMTH1_48350.1	FGIG_08812
OG0003259	SMTH1_26400.1, SMTH1_26380.1	FGIG_08924
OG0003260	SMTH1_93200.1	FGIG_08952, FGIG_08953
OG0003261	SMTH1_38460.1	FGIG_08978
OG0003262	SMTH1_64540.1	FGIG_08995
OG0003262	SMTH1_64380.1, SMTH1_64610.1, SMTH1_64610.2, SMTH1_64400.1	FGIG_11009
OG0003263	SMTH1_5730.1	FGIG_09000
OG0003264	SMTH1_17230.1, SMTH1_17220.1	FGIG_09035
OG0003266	SMTH1_79220.1	FGIG_09132
OG0003267	SMTH1_22270.1, SMTH1_22270.2	FGIG_09140
OG0003268	SMTH1_48460.1	FGIG_10574, FGIG_09212
OG0003269	SMTH1_85010.1	FGIG_09415
OG0003270	SMTH1_69690.5, SMTH1_69690.2, SMTH1_69690.4, SMTH1_69690.3, SMTH1_69690.1, SMTH1_69690.6, SMTH1_69690.7	FGIG_09426, FGIG_09427
OG0003271	SMTH1_12780.1, SMTH1_12780.2, SMTH1_12780.3	FGIG_09434
OG0003272	SMTH1_40400.1, SMTH1_40390.1	FGIG_10872
OG0003273	SMTH1_37560.1, SMTH1_37560.3, SMTH1_37560.4, SMTH1_37560.2	FGIG_09631
OG0003274	SMTH1_20860.1, SMTH1_20860.2	FGIG_09710, FGIG_13996
OG0003275	SMTH1_27330.1, SMTH1_27330.3, SMTH1_27330.4	FGIG_09740
OG0003276	SMTH1_68570.1, SMTH1_68570.2	FGIG_09828, FGIG_09827
OG0003277	SMTH1_37280.1	FGIG_09918
OG0003278	SMTH1_61550.1	FGIG_09964
OG0003279	SMTH1_2210.1	FGIG_10006
OG0003280	SMTH1_86710.1	FGIG_10327
OG0003281	SMTH1_104860.1	FGIG_10328
OG0003282	SMTH1_58900.1, SMTH1_58900.2	FGIG_10330
OG0003283	SMTH1_105090.1	FGIG_10371
OG0003284	SMTH1_67210.1, SMTH1_67210.2	FGIG_10450
OG0003285	SMTH1_25540.1	FGIG_10621
OG0003286	SMTH1_74380.1, SMTH1_74370.1	FGIG_10657
OG0003288	SMTH1_75960.1	FGIG_10739
OG0003289	SMTH1_14770.1	FGIG_10772
OG0003290	SMTH1_11670.3, SMTH1_11670.4, SMTH1_11670.1, SMTH1_11670.2	FGIG_11006
OG0003291	SMTH1_19100.1, SMTH1_19100.2	FGIG_11157
OG0003292	SMTH1_94460.1, SMTH1_94460.2, SMTH1_94460.3	FGIG_11166
OG0003293	SMTH1_30090.1	FGIG_11234
OG0003294	SMTH1_37310.1, SMTH1_37310.2	FGIG_11258
OG0003295	SMTH1_28710.1, SMTH1_28730.1	FGIG_11269
OG0003296	SMTH1_60430.1	FGIG_12360, FGIG_11371
OG0003297	SMTH1_19590.1	FGIG_11432
OG0003298	SMTH1_51550.1, SMTH1_51520.4, SMTH1_51520.2, SMTH1_51520.3, SMTH1_51520.1	FGIG_11454, FGIG_11539
OG0003299	SMTH1_85820.1	FGIG_11644, FGIG_12619
OG0003300	SMTH1_15080.1	FGIG_11672
OG0003301	SMTH1_49070.1	FGIG_11783
OG0003302	SMTH1_9310.1, SMTH1_9310.2	FGIG_11908
OG0003303	SMTH1_60520.1	FGIG_12001
OG0003304	SMTH1_8100.1	FGIG_12346
OG0003305	SMTH1_82320.1, SMTH1_82320.2	FGIG_12365
OG0003306	SMTH1_62490.1	FGIG_12477
OG0003307	SMTH1_28920.1	FGIG_12638
OG0003326	SMTH1_74200.4, SMTH1_74200.1, SMTH1_74200.2, SMTH1_74200.3	FGIG_00027
OG0003327	SMTH1_85490.1, SMTH1_85500.1	FGIG_00066
OG0003328	SMTH1_82770.1, SMTH1_82770.2	FGIG_00138, FGIG_11210
OG0003329	SMTH1_104960.1	FGIG_00157
OG0003330	SMTH1_57630.1	FGIG_00309
OG0003331	SMTH1_11000.4, SMTH1_11000.1, SMTH1_11000.2, SMTH1_11000.3	FGIG_00333
OG0003332	SMTH1_35580.1, SMTH1_35570.1	FGIG_00348, FGIG_00349
OG0003333	SMTH1_7450.1	FGIG_00370
OG0003334	SMTH1_31480.1	FGIG_00412
OG0003335	SMTH1_71350.2, SMTH1_71350.1	FGIG_00467
OG0003336	SMTH1_68680.1	FGIG_00550
OG0003337	SMTH1_84940.1, SMTH1_84940.4, SMTH1_84940.2, SMTH1_84940.3	FGIG_00566
OG0003338	SMTH1_18560.1, SMTH1_18560.2, SMTH1_18560.3	FGIG_00567
OG0003339	SMTH1_880.1	FGIG_00577
OG0003340	SMTH1_44180.4, SMTH1_44180.3, SMTH1_44180.2, SMTH1_44180.1, SMTH1_44180.5	FGIG_11568, FGIG_00580
OG0003341	SMTH1_75050.1, SMTH1_75050.2, SMTH1_75050.3, SMTH1_75050.4	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	SMTH1_15290.1	FGIG_00621
OG0003343	SMTH1_57440.1	FGIG_00652
OG0003344	SMTH1_25860.1, SMTH1_25870.1	FGIG_00691
OG0003345	SMTH1_97360.1	FGIG_00706
OG0003346	SMTH1_104510.1	FGIG_00761
OG0003347	SMTH1_49420.1, SMTH1_49420.2, SMTH1_49420.3, SMTH1_49420.4, SMTH1_49420.5	FGIG_00787, FGIG_11412
OG0003348	SMTH1_59650.1	FGIG_00824
OG0003349	SMTH1_44830.1	FGIG_00956
OG0003350	SMTH1_76920.1	FGIG_01005
OG0003351	SMTH1_81660.1	FGIG_01029
OG0003352	SMTH1_91230.2, SMTH1_91230.3, SMTH1_91230.4, SMTH1_91230.1	FGIG_01055
OG0003353	SMTH1_30400.1	FGIG_08293, FGIG_01107
OG0003354	SMTH1_30490.3, SMTH1_30490.1, SMTH1_30490.2, SMTH1_30490.4	FGIG_01213
OG0003355	SMTH1_76630.1	FGIG_05751, FGIG_01233
OG0003357	SMTH1_48090.1	FGIG_01285, FGIG_01286
OG0003358	SMTH1_99860.1	FGIG_01317, FGIG_12690
OG0003359	SMTH1_64290.1, SMTH1_64310.1, SMTH1_64300.1	FGIG_01325
OG0003359	SMTH1_58570.1	FGIG_01326
OG0003360	SMTH1_36770.1	FGIG_01347
OG0003361	SMTH1_21520.1	FGIG_01419
OG0003362	SMTH1_83860.1, SMTH1_83860.2, SMTH1_83860.3	FGIG_01463
OG0003363	SMTH1_33140.1	FGIG_01536, FGIG_01537
OG0003364	SMTH1_94430.1	FGIG_01642
OG0003365	SMTH1_20910.1, SMTH1_20910.2	FGIG_01696
OG0003366	SMTH1_68530.1, SMTH1_68530.2, SMTH1_68530.3, SMTH1_68530.4	FGIG_01727
OG0003367	SMTH1_53150.1	FGIG_01780
OG0003368	SMTH1_41870.2, SMTH1_41870.1, SMTH1_41870.3	FGIG_01783
OG0003369	SMTH1_72400.1	FGIG_01830
OG0003370	SMTH1_28590.1, SMTH1_28590.2, SMTH1_28590.3	FGIG_01957
OG0003371	SMTH1_53070.1	FGIG_02019
OG0003372	SMTH1_104590.1, SMTH1_104580.1	FGIG_02026
OG0003373	SMTH1_17240.1, SMTH1_17240.2	FGIG_02213
OG0003374	SMTH1_105370.1, SMTH1_105380.1, SMTH1_105360.1	FGIG_10992, FGIG_02215
OG0003375	SMTH1_77240.1, SMTH1_77250.1	FGIG_02328
OG0003376	SMTH1_53460.1	FGIG_02356
OG0003377	SMTH1_90180.1	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	SMTH1_92300.1	FGIG_05882, FGIG_02455
OG0003379	SMTH1_72950.1	FGIG_02476
OG0003380	SMTH1_57230.1	FGIG_02530
OG0003381	SMTH1_61160.1, SMTH1_61150.1	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	SMTH1_77710.1	FGIG_02624
OG0003383	SMTH1_7140.1, SMTH1_7140.2, SMTH1_7140.3, SMTH1_7140.4, SMTH1_7140.5	FGIG_02627
OG0003384	SMTH1_48410.2, SMTH1_48410.1	FGIG_02644
OG0003385	SMTH1_101390.1, SMTH1_101390.2	FGIG_02658
OG0003386	SMTH1_24020.1, SMTH1_24020.2, SMTH1_24020.3	FGIG_02736
OG0003387	SMTH1_17010.1	FGIG_02791
OG0003388	SMTH1_104210.1	FGIG_02832
OG0003389	SMTH1_51790.1, SMTH1_51790.2	FGIG_02845
OG0003390	SMTH1_38480.1, SMTH1_38480.2, SMTH1_38480.3	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	SMTH1_88110.1	FGIG_02989
OG0003392	SMTH1_61580.1	FGIG_03019
OG0003393	SMTH1_36150.1, SMTH1_36150.2	FGIG_03104
OG0003394	SMTH1_47250.1	FGIG_03228, FGIG_10570
OG0003395	SMTH1_61980.1, SMTH1_61980.2, SMTH1_61980.3, SMTH1_61980.4	FGIG_03232
OG0003396	SMTH1_48830.1, SMTH1_48830.2	FGIG_03268
OG0003397	SMTH1_24320.1	FGIG_11253, FGIG_03277
OG0003398	SMTH1_10860.1, SMTH1_10860.2	FGIG_03315
OG0003399	SMTH1_39060.1	FGIG_03351
OG0003400	SMTH1_81300.1	FGIG_03383
OG0003401	SMTH1_36550.2, SMTH1_36550.1	FGIG_06798
OG0003402	SMTH1_22870.2, SMTH1_22870.4, SMTH1_22870.3, SMTH1_22870.1	FGIG_03727
OG0003403	SMTH1_56280.1	FGIG_03770
OG0003404	SMTH1_83470.1, SMTH1_83470.2	FGIG_03912
OG0003405	SMTH1_53100.3, SMTH1_53100.1, SMTH1_53100.4, SMTH1_53100.2	FGIG_09971, FGIG_03953
OG0003406	SMTH1_8010.2, SMTH1_8010.1	FGIG_03955
OG0003407	SMTH1_94170.1, SMTH1_107800.3, SMTH1_107800.1, SMTH1_107800.2, SMTH1_87310.1	FGIG_04038
OG0003408	SMTH1_28370.1	FGIG_04180
OG0003409	SMTH1_19370.1, SMTH1_19380.1, SMTH1_19360.1, SMTH1_25130.1, SMTH1_25160.1	FGIG_04283
OG0003410	SMTH1_76940.1	FGIG_04321
OG0003411	SMTH1_43760.1	FGIG_04428
OG0003412	SMTH1_5880.1	FGIG_04567
OG0003413	SMTH1_2790.3, SMTH1_2790.1, SMTH1_2790.2	FGIG_04605
OG0003414	SMTH1_43990.1	FGIG_04641
OG0003415	SMTH1_88620.1, SMTH1_88610.1	FGIG_05494, FGIG_04667
OG0003416	SMTH1_76760.1, SMTH1_76760.2	FGIG_04682
OG0003417	SMTH1_62460.1, SMTH1_62460.2, SMTH1_62460.3	FGIG_04700
OG0003418	SMTH1_52590.1, SMTH1_52590.2, SMTH1_52590.3, SMTH1_52590.4, SMTH1_52590.5, SMTH1_52590.6	FGIG_04781
OG0003419	SMTH1_82270.1, SMTH1_82260.1	FGIG_04950
OG0003420	SMTH1_40820.1	FGIG_04953
OG0003421	SMTH1_41780.1	FGIG_05044
OG0003422	SMTH1_52330.1	FGIG_05101, FGIG_11462
OG0003423	SMTH1_14620.1	FGIG_05139, FGIG_05140
OG0003424	SMTH1_96050.1, SMTH1_96040.1, SMTH1_96060.1	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	SMTH1_94340.1	FGIG_05221
OG0003426	SMTH1_71200.2, SMTH1_71200.1, SMTH1_71200.3	FGIG_05233
OG0003427	SMTH1_49630.1, SMTH1_49620.1, SMTH1_49640.1	FGIG_05263
OG0003428	SMTH1_91930.1	FGIG_05322
OG0003429	SMTH1_86630.1	FGIG_05378
OG0003430	SMTH1_85690.1, SMTH1_85690.2	FGIG_05381
OG0003431	SMTH1_22370.1	FGIG_05479
OG0003432	SMTH1_78380.1	FGIG_05497
OG0003433	SMTH1_5500.3, SMTH1_5500.1, SMTH1_5500.2, SMTH1_5500.4, SMTH1_5500.5	FGIG_05557
OG0003434	SMTH1_66370.1, SMTH1_66370.2	FGIG_05575, FGIG_05573
OG0003435	SMTH1_40860.1, SMTH1_40860.2	FGIG_05623
OG0003436	SMTH1_56300.1, SMTH1_56300.2	FGIG_05658, FGIG_05657
OG0003437	SMTH1_80950.1, SMTH1_80950.2, SMTH1_80950.3, SMTH1_80950.4	FGIG_05713
OG0003438	SMTH1_34400.1	FGIG_05722
OG0003439	SMTH1_24570.1, SMTH1_24570.2	FGIG_05729
OG0003440	SMTH1_23680.1	FGIG_05741
OG0003441	SMTH1_29790.1, SMTH1_29780.1, SMTH1_29780.2	FGIG_08834, FGIG_05805
OG0003442	SMTH1_80710.1	FGIG_05841
OG0003443	SMTH1_65400.1, SMTH1_65390.1	FGIG_05859
OG0003444	SMTH1_12090.1, SMTH1_12090.2	FGIG_05870
