Orthogroup	schistosoma_mattheei	s.mekongi
OG0003464	SMTH1_90510.1, SMTH1_90500.1	KAK4468339.1
OG0003465	SMTH1_70000.1	KAK4471665.1
OG0003466	SMTH1_11210.1, SMTH1_11220.1	KAK4474381.1
OG0003467	SMTH1_85830.1, SMTH1_85830.2	KAK4470416.1
OG0003468	SMTH1_76060.3, SMTH1_76060.1, SMTH1_76060.2	KAK4471499.1
OG0003469	SMTH1_56510.1	KAK4469435.1
OG0003470	SMTH1_58180.1	KAK4469702.1
OG0003471	SMTH1_51260.1, SMTH1_51260.2, SMTH1_51260.3	KAK4469558.1
OG0003472	SMTH1_10140.3, SMTH1_10140.1, SMTH1_10140.2, SMTH1_10140.4	KAK4476240.1
OG0003473	SMTH1_86590.1, SMTH1_86590.2	KAK4470786.1
OG0003474	SMTH1_62910.1	KAK4469757.1
OG0003475	SMTH1_27160.1	KAK4473147.1
OG0003476	SMTH1_47650.1	KAK4473510.1
OG0003477	SMTH1_99060.1, SMTH1_99060.2, SMTH1_99060.3	KAK4468923.1
OG0003478	SMTH1_7220.1, SMTH1_7210.1	KAK4476098.1
OG0003479	SMTH1_31050.1, SMTH1_31050.2, SMTH1_31050.3	KAK4473118.1
OG0003480	SMTH1_75160.1, SMTH1_75160.2, SMTH1_75160.3, SMTH1_75160.4	KAK4471563.1
OG0003481	SMTH1_68520.1, SMTH1_68520.2, SMTH1_68520.3	KAK4471991.1
OG0003482	SMTH1_97220.1, SMTH1_97220.2	KAK4468740.1
OG0003483	SMTH1_33680.1, SMTH1_33680.2	KAK4472499.1
OG0003484	SMTH1_4960.1	KAK4475714.1
OG0003485	SMTH1_92630.1, SMTH1_92630.2	KAK4468096.1
OG0003486	SMTH1_46060.1	KAK4473201.1
OG0003487	SMTH1_57580.1	KAK4469159.1
OG0003488	SMTH1_12930.2, SMTH1_12930.1	KAK4474526.1
OG0003489	SMTH1_85340.1, SMTH1_85340.2, SMTH1_85340.3	KAK4470449.1
OG0003490	SMTH1_10020.1, SMTH1_10020.2	KAK4476248.1
OG0003491	SMTH1_37810.1	KAK4472273.1
OG0003492	SMTH1_67790.1	KAK4471927.1
OG0003493	SMTH1_101790.1, SMTH1_101800.1	KAK4468477.1
OG0003494	SMTH1_103330.2, SMTH1_103330.3, SMTH1_103330.4, SMTH1_103330.5, SMTH1_103330.1	KAK4467906.1
OG0003495	SMTH1_4750.1	KAK4467559.1, KAK4475695.1
OG0003496	SMTH1_33610.1, SMTH1_33630.1	KAK4472498.1
OG0003497	SMTH1_107720.1, SMTH1_107720.2	KAK4469814.1
OG0003498	SMTH1_77850.1	KAK4470172.1
OG0003499	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3	KAK4471773.1, KAK4471774.1
OG0003500	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4	KAK4471419.1
OG0003501	SMTH1_86140.1	KAK4470745.1
OG0003503	SMTH1_6580.1	KAK4475886.1
OG0003504	SMTH1_43220.1, SMTH1_43220.2, SMTH1_43220.3	KAK4473775.1
OG0003505	SMTH1_57120.1, SMTH1_57110.1	KAK4469653.1
OG0003506	SMTH1_1270.1	KAK4476177.1
OG0003507	SMTH1_4760.1, SMTH1_4760.2	KAK4475696.1
OG0003508	SMTH1_72040.2, SMTH1_72040.1, SMTH1_72040.3, SMTH1_72040.4	KAK4471156.1
OG0003509	SMTH1_48980.1	KAK4472664.1
OG0003510	SMTH1_1240.1, SMTH1_1240.2	KAK4476199.1
OG0003511	SMTH1_71910.1	KAK4472079.1
OG0003512	SMTH1_91820.1	KAK4468250.1
OG0003513	SMTH1_84190.1	KAK4470523.1
OG0003514	SMTH1_32100.2, SMTH1_32100.3, SMTH1_32100.4, SMTH1_32100.6, SMTH1_32100.5, SMTH1_32100.1	KAK4472796.1
OG0003515	SMTH1_104250.1, SMTH1_104260.1	KAK4467615.1
OG0003516	SMTH1_56880.1	KAK4469464.1
OG0003517	SMTH1_105970.1	KAK4467787.1
OG0003518	SMTH1_96070.1	KAK4468848.1
OG0003519	SMTH1_41690.1	KAK4473885.1
OG0003520	SMTH1_64250.1	KAK4471147.1
OG0003521	SMTH1_13190.1, SMTH1_13180.1, SMTH1_13170.1, SMTH1_13170.2	KAK4474494.1
OG0003522	SMTH1_89180.1	KAK4471013.1, KAK4471014.1
OG0003523	SMTH1_60890.1	KAK4469869.1
OG0003524	SMTH1_68950.1, SMTH1_68950.2	KAK4471778.1
OG0003525	SMTH1_3940.1	KAK4475611.1
OG0003526	SMTH1_33300.2, SMTH1_33300.1	KAK4472469.1
OG0003527	SMTH1_88630.1	KAK4470971.1
OG0003528	SMTH1_720.1	KAK4475853.1
OG0003529	SMTH1_46990.1, SMTH1_46990.2, SMTH1_46990.3	KAK4473452.1
OG0003530	SMTH1_73680.1	KAK4471355.1
OG0003531	SMTH1_11960.1	KAK4476277.1
OG0003532	SMTH1_9340.1	KAK4476131.1
OG0003533	SMTH1_54040.1	KAK4469562.1
OG0003534	SMTH1_96940.1	KAK4468777.1
OG0003535	SMTH1_106730.1, SMTH1_106720.1	KAK4467826.1
OG0003536	SMTH1_67850.1	KAK4471933.1
OG0003537	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2	KAK4472049.1
OG0003538	SMTH1_24610.1	KAK4475438.1
OG0003539	SMTH1_85710.2, SMTH1_85710.1, SMTH1_85710.3, SMTH1_85710.4, SMTH1_85710.5	KAK4470019.1
OG0003540	SMTH1_4990.1	KAK4475716.1, KAK4467466.1
OG0003541	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7	KAK4468883.1
OG0003542	SMTH1_71300.1	KAK4471461.1, KAK4471462.1
OG0003543	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3	KAK4469226.1
OG0003544	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5	KAK4469321.1
OG0003545	SMTH1_21550.1	KAK4475073.1
OG0003547	SMTH1_8670.1	KAK4475960.1
OG0003548	SMTH1_24910.1	KAK4475515.1
OG0003549	SMTH1_97700.1, SMTH1_97700.2	KAK4468710.1
OG0003550	SMTH1_41170.1, SMTH1_41170.2	KAK4473867.1
OG0003551	SMTH1_71600.1, SMTH1_71600.2, SMTH1_71600.3, SMTH1_71600.4	KAK4471826.1
OG0003552	SMTH1_64340.1	KAK4471182.1
OG0003553	SMTH1_11140.2, SMTH1_11140.3, SMTH1_11150.1, SMTH1_11140.1	KAK4474372.1
OG0003554	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3	KAK4471207.1
OG0003555	SMTH1_85160.1, SMTH1_85160.3, SMTH1_85160.2, SMTH1_85160.4	KAK4470723.1
OG0003556	SMTH1_67770.1	KAK4471925.1
OG0003557	SMTH1_52030.1	KAK4469940.1
OG0003558	SMTH1_64800.2, SMTH1_64800.1, SMTH1_64800.3	KAK4471110.1
OG0003559	SMTH1_89880.1	KAK4468363.1
OG0003560	SMTH1_69830.1	KAK4471683.1
OG0003561	SMTH1_5330.1	KAK4467498.1, KAK4475758.1
OG0003562	SMTH1_71280.1, SMTH1_71260.1, SMTH1_71270.1	KAK4471459.1, KAK4471458.1
OG0003563	SMTH1_95260.1	KAK4472107.1
OG0003564	SMTH1_35040.1	KAK4472635.1
OG0003565	SMTH1_29890.5, SMTH1_29890.3, SMTH1_29890.6, SMTH1_29890.1, SMTH1_29890.2, SMTH1_29890.4, SMTH1_29890.7, SMTH1_29890.8	KAK4472779.1, KAK4472931.1
OG0003566	SMTH1_5970.4, SMTH1_5970.1, SMTH1_5970.2, SMTH1_5970.3	KAK4474213.1
OG0003567	SMTH1_13550.1, SMTH1_13550.2, SMTH1_13550.4, SMTH1_13550.3	KAK4474450.1
OG0003568	SMTH1_48010.1, SMTH1_107230.8, SMTH1_107230.1, SMTH1_107230.10, SMTH1_107230.2, SMTH1_107230.3, SMTH1_107230.4, SMTH1_107230.9, SMTH1_107230.11, SMTH1_107230.6, SMTH1_107230.5, SMTH1_107230.12, SMTH1_107230.7	KAK4475556.1
OG0003569	SMTH1_7350.1	KAK4475925.1
OG0003577	SMTH1_49520.1	KAK4473917.1, KAK4475250.1
OG0003578	SMTH1_105050.1, SMTH1_105050.2	KAK4467762.1
OG0003580	SMTH1_17630.1	KAK4474767.1
OG0003581	SMTH1_45950.1, SMTH1_45940.1	KAK4473096.1
OG0003583	SMTH1_3470.1	KAK4475571.1
OG0003584	SMTH1_68550.1, SMTH1_68550.3, SMTH1_68550.2, SMTH1_68550.4	KAK4471994.1
OG0003585	SMTH1_93090.1, SMTH1_93090.2	KAK4468018.1
OG0003586	SMTH1_50100.1, SMTH1_50100.2	KAK4473691.1
OG0003587	SMTH1_12320.1	KAK4474390.1
OG0003589	SMTH1_79130.1, SMTH1_79130.3, SMTH1_79130.2, SMTH1_79130.4	KAK4470101.1
OG0003590	SMTH1_7190.1	KAK4476105.1
OG0003591	SMTH1_65730.1, SMTH1_65730.2	KAK4472040.1
OG0003592	SMTH1_81810.1, SMTH1_81800.1, SMTH1_81820.1	KAK4470602.1
OG0003593	SMTH1_37150.2, SMTH1_37150.1	KAK4472337.1
OG0003594	SMTH1_17280.1	KAK4475234.1
OG0003595	SMTH1_94780.1, SMTH1_94790.1	KAK4468152.1
OG0003596	SMTH1_58860.1	KAK4469676.1
OG0003597	SMTH1_81380.1	KAK4470556.1
OG0003598	SMTH1_107210.1, SMTH1_40180.1	KAK4474030.1
OG0003600	SMTH1_5960.1	KAK4475863.1, KAK4475865.1, KAK4475864.1
OG0003601	SMTH1_30520.1, SMTH1_30520.2	KAK4473045.1
OG0003602	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1	KAK4472101.1
OG0003603	SMTH1_79020.1	KAK4470116.1
OG0003604	SMTH1_1160.1	KAK4476286.1
OG0003605	SMTH1_18300.1	KAK4474826.1
OG0003606	SMTH1_38040.1	KAK4472540.1
OG0003607	SMTH1_16760.1	KAK4475286.1
OG0003608	SMTH1_40090.1	KAK4474036.1
OG0003609	SMTH1_27240.1	KAK4473159.1
OG0003610	SMTH1_98130.1	KAK4468676.1
OG0003611	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3	KAK4469941.1
OG0003612	SMTH1_65830.1, SMTH1_65840.1	KAK4472051.1
OG0003613	SMTH1_75850.1	KAK4471517.1
OG0003614	SMTH1_65650.1	KAK4472034.1
OG0003615	SMTH1_43160.1, SMTH1_43160.2	KAK4473788.1
OG0003616	SMTH1_19530.1, SMTH1_19530.2, SMTH1_19530.3, SMTH1_19520.1	KAK4474935.1
OG0003617	SMTH1_67330.1, SMTH1_67330.2, SMTH1_67330.4, SMTH1_67330.3	KAK4471768.1
OG0003618	SMTH1_27070.1, SMTH1_27070.2, SMTH1_27070.5, SMTH1_27070.3, SMTH1_27070.4	KAK4473051.1
OG0003619	SMTH1_11690.1	KAK4476255.1
OG0003621	SMTH1_60290.1	KAK4469901.1
OG0003622	SMTH1_78280.1, SMTH1_78290.1	KAK4470787.1
OG0003623	SMTH1_55860.1, SMTH1_55860.2, SMTH1_55860.3, SMTH1_55860.4, SMTH1_55860.5	KAK4469370.1
OG0003624	SMTH1_13310.3, SMTH1_13310.4, SMTH1_13310.1, SMTH1_13310.2	KAK4474427.1
OG0003625	SMTH1_95460.1	KAK4468892.1
OG0003626	SMTH1_94850.2, SMTH1_94850.3, SMTH1_94850.1	KAK4468054.1
OG0003627	SMTH1_94590.1, SMTH1_94580.1	KAK4468066.1
OG0003628	SMTH1_37410.1	KAK4472310.1
OG0003629	SMTH1_8320.1	KAK4476014.1, KAK4476015.1
OG0003630	SMTH1_39690.1	KAK4474073.1
OG0003631	SMTH1_87480.1, SMTH1_87480.2	KAK4470868.1
OG0003632	SMTH1_71630.1, SMTH1_71630.2, SMTH1_71630.3	KAK4471856.1
OG0003633	SMTH1_59370.2, SMTH1_59370.1, SMTH1_59370.3	KAK4469548.1
OG0003634	SMTH1_86700.1, SMTH1_86690.1	KAK4470797.1
OG0003635	SMTH1_85090.1	KAK4470719.1
OG0003636	SMTH1_82210.1, SMTH1_82200.1	KAK4470625.1
OG0003637	SMTH1_74910.1	KAK4471579.1
OG0003638	SMTH1_60140.1	KAK4469171.1
OG0003639	SMTH1_60150.1	KAK4469170.1
OG0003640	SMTH1_5460.1, SMTH1_5460.2	KAK4467375.1, KAK4475763.1
OG0003641	SMTH1_84130.1	KAK4470529.1
OG0003643	SMTH1_80590.1, SMTH1_80590.2	KAK4470256.1
OG0003644	SMTH1_16730.1	KAK4475284.1
OG0003645	SMTH1_52500.1, SMTH1_52500.2, SMTH1_52500.3	KAK4469087.1
OG0003646	SMTH1_59600.1	KAK4469350.1
OG0003647	SMTH1_17110.1, SMTH1_17100.1	KAK4475316.1
OG0003648	SMTH1_11260.1, SMTH1_11260.2	KAK4474379.1
OG0003649	SMTH1_42670.1	KAK4472160.1
OG0003650	SMTH1_17200.1, SMTH1_17200.2	KAK4475226.1
OG0003651	SMTH1_56470.1	KAK4469433.1
OG0003652	SMTH1_60280.1, SMTH1_60270.1	KAK4469903.1
OG0003653	SMTH1_44280.1, SMTH1_44270.1	KAK4473694.1
OG0003654	SMTH1_74030.1, SMTH1_74030.2	KAK4471652.1
OG0003655	SMTH1_33350.1	KAK4472474.1
OG0003656	SMTH1_78560.1, SMTH1_78570.1	KAK4470577.1
OG0003657	SMTH1_4110.1, SMTH1_4110.2, SMTH1_4110.5, SMTH1_4110.3, SMTH1_4110.4	KAK4475633.1, KAK4476069.1
OG0003658	SMTH1_80610.1, SMTH1_80610.2, SMTH1_80610.3	KAK4470258.1
OG0003659	SMTH1_87290.1	KAK4470853.1
OG0003660	SMTH1_80180.1, SMTH1_80180.2	KAK4470203.1
OG0003661	SMTH1_57980.2, SMTH1_57980.3, SMTH1_57980.1	KAK4469716.1
OG0003662	SMTH1_48910.1	KAK4472707.1
OG0003663	SMTH1_77650.1	KAK4470359.1
OG0003664	SMTH1_61830.1	KAK4469810.1
OG0003665	SMTH1_80700.1	KAK4470264.1
OG0003666	SMTH1_64190.1, SMTH1_64180.1	KAK4471143.1
OG0003667	SMTH1_18340.1, SMTH1_18340.2, SMTH1_18340.3, SMTH1_18340.4, SMTH1_18340.5, SMTH1_18340.6	KAK4474830.1
OG0003668	SMTH1_60060.2, SMTH1_60060.3, SMTH1_60060.1	KAK4467223.1
OG0003669	SMTH1_61210.1	KAK4469841.1
OG0003670	SMTH1_69450.1, SMTH1_69460.1	KAK4471724.1
OG0003671	SMTH1_84100.1, SMTH1_84090.1	KAK4470531.1
OG0003672	SMTH1_104390.1, SMTH1_104390.2, SMTH1_104380.1	KAK4467943.1
OG0003673	SMTH1_97600.1, SMTH1_97600.3, SMTH1_97600.2	KAK4468770.1
OG0003674	SMTH1_37880.1	KAK4472263.1, KAK4472262.1
OG0003675	SMTH1_71240.1	KAK4471455.1
OG0003676	SMTH1_104470.1, SMTH1_104480.1	KAK4467752.1
OG0003677	SMTH1_88560.1, SMTH1_88550.1	KAK4470963.1
OG0003678	SMTH1_34720.1, SMTH1_34730.1, SMTH1_34730.2	KAK4472663.1
OG0003679	SMTH1_49960.1	KAK4472257.1
OG0003680	SMTH1_41470.1, SMTH1_41470.2	KAK4473856.1
OG0003681	SMTH1_96710.1	KAK4468795.1
OG0003682	SMTH1_83890.1	KAK4470538.1
OG0003683	SMTH1_10490.1	KAK4475926.1
OG0003685	SMTH1_42270.1	KAK4473933.1
OG0003686	SMTH1_101040.1, SMTH1_101040.2, SMTH1_101040.3, SMTH1_101040.4	KAK4468413.1
OG0003687	SMTH1_96880.1	KAK4468719.1
OG0003689	SMTH1_69590.1	KAK4471711.1
OG0003690	SMTH1_61280.1, SMTH1_61280.2, SMTH1_61280.3	KAK4469837.1
OG0003691	SMTH1_106570.1, SMTH1_106570.2	KAK4467831.1
OG0003692	SMTH1_42400.1	KAK4473945.1
OG0003693	SMTH1_59290.1, SMTH1_59290.2	KAK4469541.1
OG0003694	SMTH1_26520.1	KAK4473280.1
OG0003695	SMTH1_72030.1, SMTH1_72030.2	KAK4471165.1
OG0003696	SMTH1_77410.1	KAK4470140.1
OG0003697	SMTH1_1860.1, SMTH1_1860.2	KAK4474685.1
OG0003698	SMTH1_36490.2, SMTH1_36490.1, SMTH1_36490.3, SMTH1_36500.1	KAK4472394.1
OG0003699	SMTH1_35990.1, SMTH1_35990.2, SMTH1_35990.3, SMTH1_35990.4	KAK4472244.1
OG0003700	SMTH1_51590.1	KAK4469301.1
OG0003701	SMTH1_90770.1	KAK4468317.1
OG0003702	SMTH1_23630.1, SMTH1_23630.2, SMTH1_23630.3, SMTH1_23630.4	KAK4475393.1
OG0003703	SMTH1_13610.1	KAK4474457.1
OG0003704	SMTH1_37240.1	KAK4472329.1
OG0003705	SMTH1_38190.1, SMTH1_38190.2, SMTH1_38190.3	KAK4472556.1
OG0003706	SMTH1_101260.1	KAK4468429.1
OG0003707	SMTH1_5540.1, SMTH1_5560.1, SMTH1_5570.1	KAK4475798.1
OG0003708	SMTH1_68310.1	KAK4471974.1
OG0003709	SMTH1_2610.2, SMTH1_2610.1	KAK4475321.1
OG0003710	SMTH1_37270.1	KAK4472324.1
OG0003711	SMTH1_74580.1	KAK4471608.1
OG0003712	SMTH1_19650.1	KAK4474947.1
OG0003713	SMTH1_96810.1	KAK4468784.1
OG0003714	SMTH1_98680.1, SMTH1_98690.1	KAK4468605.1
OG0003715	SMTH1_28400.1, SMTH1_28410.1	KAK4473272.1
OG0003716	SMTH1_103380.1, SMTH1_103380.2	KAK4467727.1
OG0003717	SMTH1_81110.1, SMTH1_81110.2, SMTH1_81110.3	KAK4470302.1
OG0003718	SMTH1_86360.1	KAK4470765.1
OG0003719	SMTH1_55950.1	KAK4469381.1
OG0003720	SMTH1_66600.1	KAK4471852.1
OG0003721	SMTH1_102100.1	KAK4475976.1
OG0003722	SMTH1_102000.1, SMTH1_102010.1	KAK4468494.1
OG0003723	SMTH1_103090.1	KAK4467926.1
OG0003724	SMTH1_21580.1	KAK4475070.1
OG0003725	SMTH1_6450.1	KAK4475815.1
OG0003726	SMTH1_60560.2, SMTH1_60560.3, SMTH1_60560.1	KAK4469890.1
OG0003727	SMTH1_32180.1	KAK4472787.1
OG0003728	SMTH1_22210.1	KAK4475023.1
OG0003729	SMTH1_10260.1	KAK4476203.1
OG0003730	SMTH1_55690.1	KAK4469206.1
OG0003731	SMTH1_91880.1, SMTH1_91890.1, SMTH1_91900.1	KAK4468242.1
OG0003732	SMTH1_90240.1, SMTH1_90240.3, SMTH1_90240.2	KAK4467955.1, KAK4468009.1
OG0003733	SMTH1_8230.1, SMTH1_8230.2	KAK4476009.1
OG0003734	SMTH1_4260.1	KAK4475646.1, KAK4467512.1
OG0003735	SMTH1_5800.1	KAK4475807.1
OG0003736	SMTH1_76800.1	KAK4471228.1
OG0003737	SMTH1_1560.1, SMTH1_1550.1	KAK4475953.1
OG0003738	SMTH1_48780.1, SMTH1_48780.2	KAK4472846.1
OG0003739	SMTH1_55640.1, SMTH1_55650.1	KAK4469211.1
OG0003740	SMTH1_29840.1	KAK4472934.1
OG0003741	SMTH1_59560.1	KAK4469347.1
OG0003742	SMTH1_65920.1, SMTH1_65930.1	KAK4472058.1
OG0003743	SMTH1_71150.1, SMTH1_71150.2, SMTH1_71150.3, SMTH1_71150.4	KAK4471289.1
OG0003744	SMTH1_34840.3, SMTH1_34840.2, SMTH1_34840.1	KAK4472659.1
OG0003745	SMTH1_34240.1	KAK4472710.1
OG0003746	SMTH1_4140.1, SMTH1_4140.2	KAK4475636.1
OG0003747	SMTH1_27480.4, SMTH1_27480.1, SMTH1_27480.2, SMTH1_27480.3	KAK4473181.1
OG0003748	SMTH1_3980.1	KAK4475606.1
OG0003749	SMTH1_23860.1, SMTH1_23860.2	KAK4475424.1
OG0003750	SMTH1_88520.1, SMTH1_88520.2, SMTH1_88520.4, SMTH1_88520.3	KAK4470958.1
OG0003752	SMTH1_38180.1	KAK4472559.1
OG0003753	SMTH1_24040.1	KAK4475413.1
OG0003755	SMTH1_2770.1	KAK4475473.1
OG0003756	SMTH1_100890.1	KAK4468609.1
OG0003757	SMTH1_46190.1, SMTH1_46200.1	KAK4473294.1
OG0003758	SMTH1_36480.1	KAK4472396.1
OG0003759	SMTH1_75930.1, SMTH1_75930.2	KAK4471511.1
OG0003760	SMTH1_46480.1	KAK4473407.1
OG0003761	SMTH1_55760.1	KAK4469202.1
OG0003762	SMTH1_98090.1, SMTH1_98080.1	KAK4468680.1
OG0003763	SMTH1_46050.1	KAK4473190.1
OG0003764	SMTH1_43470.1, SMTH1_43470.2	KAK4473758.1
OG0003765	SMTH1_13350.1, SMTH1_13350.2, SMTH1_13350.4, SMTH1_13350.3, SMTH1_13350.5, SMTH1_13350.6	KAK4474431.1, KAK4475501.1
OG0003766	SMTH1_52010.1	KAK4469910.1
OG0003767	SMTH1_66880.1	KAK4471832.1
OG0003768	SMTH1_2220.1, SMTH1_2220.2, SMTH1_2220.3	KAK4475020.1
OG0003769	SMTH1_27770.1, SMTH1_27770.2	KAK4473211.1
OG0003770	SMTH1_78250.1	KAK4470714.1
OG0003771	SMTH1_7660.1, SMTH1_7650.1	KAK4476054.1
OG0003772	SMTH1_53790.1, SMTH1_53780.1	KAK4469583.1
OG0003773	SMTH1_97960.1	KAK4468694.1
OG0003774	SMTH1_80470.1	KAK4470246.1
OG0003775	SMTH1_78760.1	KAK4470430.1
OG0003776	SMTH1_8780.1	KAK4476078.1
OG0003777	SMTH1_64670.1, SMTH1_64680.1	KAK4471171.1
OG0003778	SMTH1_103070.1	KAK4467927.1
OG0003779	SMTH1_15220.1, SMTH1_15230.1	KAK4475255.1
OG0003780	SMTH1_74070.1, SMTH1_74070.3, SMTH1_74070.4, SMTH1_74070.2	KAK4471656.1, KAK4471657.1
OG0003781	SMTH1_29060.1, SMTH1_29060.2	KAK4472882.1
OG0003782	SMTH1_56230.1	KAK4469405.1
OG0003783	SMTH1_51380.1, SMTH1_51380.2	KAK4469448.1
OG0003784	SMTH1_51510.1	KAK4469333.1
OG0003785	SMTH1_49900.1, SMTH1_49910.1	KAK4472235.1, KAK4474201.1
OG0003786	SMTH1_70790.1, SMTH1_70790.2, SMTH1_70790.4, SMTH1_70790.6, SMTH1_70790.7, SMTH1_70790.8, SMTH1_70790.9, SMTH1_70790.3, SMTH1_70790.5	KAK4471313.1
OG0003787	SMTH1_23200.1	KAK4475361.1
OG0003788	SMTH1_79470.1	KAK4470220.1
OG0003789	SMTH1_9070.1	KAK4476144.1
OG0003790	SMTH1_33030.1	KAK4472442.1
OG0003791	SMTH1_51690.1	KAK4469217.1
OG0003792	SMTH1_61600.1	KAK4469793.1, KAK4469794.1
OG0003793	SMTH1_51930.1, SMTH1_51930.2	KAK4469847.1
OG0003794	SMTH1_95020.1	KAK4468158.1
OG0003795	SMTH1_280.1	KAK4475564.1, KAK4475553.1
OG0003796	SMTH1_72860.1, SMTH1_72860.2	KAK4471258.1
OG0003797	SMTH1_84260.3, SMTH1_84260.2, SMTH1_84260.1	KAK4470514.1
OG0003798	SMTH1_16790.1	KAK4475288.1
OG0003799	SMTH1_90080.1, SMTH1_90070.1	KAK4467992.1
OG0003800	SMTH1_25970.1	KAK4473328.1
OG0003801	SMTH1_59260.1, SMTH1_59260.3, SMTH1_59260.2	KAK4469539.1
OG0003802	SMTH1_87120.2, SMTH1_87120.1	KAK4470839.1
OG0003803	SMTH1_11340.1	KAK4476176.1
OG0003804	SMTH1_17170.1	KAK4475320.1
OG0003805	SMTH1_1170.1	KAK4476268.1, KAK4476276.1
OG0003806	SMTH1_8930.1	KAK4476090.1
OG0003807	SMTH1_40930.1	KAK4473825.1
OG0003808	SMTH1_88430.1	KAK4470952.1
OG0003809	SMTH1_78630.1, SMTH1_78650.1	KAK4470515.1
OG0003811	SMTH1_29770.1, SMTH1_29770.2	KAK4472937.1
OG0003812	SMTH1_27650.1, SMTH1_27660.1	KAK4473200.1
OG0003814	SMTH1_91350.1	KAK4468295.1
OG0003815	SMTH1_98900.1	KAK4468935.1
OG0003816	SMTH1_66230.1, SMTH1_66230.2, SMTH1_66230.3	KAK4471117.1
OG0003817	SMTH1_66960.1	KAK4471854.1
OG0003818	SMTH1_33740.1, SMTH1_33750.1, SMTH1_33730.1	KAK4472400.1
OG0003819	SMTH1_30960.1, SMTH1_30950.1	KAK4473124.1, KAK4473126.1
OG0003820	SMTH1_46000.1, SMTH1_46300.1, SMTH1_46310.1	KAK4473146.1
OG0003821	SMTH1_13440.2, SMTH1_13440.1, SMTH1_13440.3, SMTH1_13440.4	KAK4474437.1
OG0003827	SMTH1_33190.1, SMTH1_33200.1	KAK4472458.1
OG0003828	SMTH1_41040.1, SMTH1_41050.1	KAK4473877.1
OG0003830	SMTH1_12660.1, SMTH1_12660.3	KAK4474601.1
OG0003831	SMTH1_106100.1	KAK4467800.1, KAK4467802.1
OG0003832	SMTH1_106060.1	KAK4467795.1, KAK4467796.1
OG0003833	SMTH1_50020.1	KAK4472320.1
OG0003834	SMTH1_3600.1, SMTH1_3600.2	KAK4467275.1, KAK4475584.1
OG0003835	SMTH1_17600.1	KAK4474763.1
OG0003836	SMTH1_33170.1	KAK4472456.1
OG0003837	SMTH1_44850.1	KAK4473661.1
OG0003838	SMTH1_15640.1	KAK4474508.1
OG0003839	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2	KAK4474424.1
OG0003840	SMTH1_46280.1, SMTH1_46320.1	KAK4473157.1
OG0003841	SMTH1_42360.1, SMTH1_42360.2	KAK4473943.1
OG0003842	SMTH1_33510.2, SMTH1_33510.1	KAK4472487.1
OG0003843	SMTH1_9370.1	KAK4476120.1
OG0003844	SMTH1_36610.1, SMTH1_36620.1	KAK4472385.1
OG0003845	SMTH1_102110.1	KAK4475977.1
OG0003846	SMTH1_5290.1, SMTH1_5290.2	KAK4467437.1, KAK4467436.1, KAK4475754.1
OG0003847	SMTH1_68540.1	KAK4471993.1
OG0003848	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3	KAK4468052.1
OG0003849	SMTH1_21800.1	KAK4475052.1
OG0003850	SMTH1_32690.1	KAK4472741.1
OG0003851	SMTH1_69910.1	KAK4471681.1
OG0003852	SMTH1_103700.1, SMTH1_103710.1, SMTH1_103710.2	KAK4467722.1
OG0003853	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3	KAK4467824.1
OG0003854	SMTH1_74010.1	KAK4471651.1
OG0003855	SMTH1_48590.1	KAK4473610.1
OG0003856	SMTH1_94530.1	KAK4468070.1
OG0003857	SMTH1_42770.1	KAK4473810.1
OG0003858	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3	KAK4472534.1
OG0003859	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3	KAK4471409.1
OG0003860	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1	KAK4473760.1
OG0003864	SMTH1_84520.6, SMTH1_84520.1, SMTH1_84520.2, SMTH1_84520.3, SMTH1_84520.4, SMTH1_84520.5	KAK4470496.1
OG0003865	SMTH1_103860.1	KAK4467834.1
OG0003866	SMTH1_45030.1, SMTH1_45030.2	KAK4473649.1
OG0003867	SMTH1_52820.2, SMTH1_52820.1	KAK4469109.1
OG0003868	SMTH1_67860.1	KAK4471934.1
OG0003869	SMTH1_46470.1	KAK4473406.1
OG0003871	SMTH1_33900.1	KAK4472736.1
OG0003872	SMTH1_62710.1	KAK4468987.1
OG0003873	SMTH1_91170.1, SMTH1_91160.1	KAK4468080.1
