Orthogroup	schistosoma_mattheei	schistosoma_spindale
OG0002218	SMTH1_6370.1, SMTH1_6360.1	SSPN1_5470.1
OG0002219	SMTH1_19410.1	SSPN1_13260.1
OG0002220	SMTH1_1230.1	SSPN1_460.1
OG0002221	SMTH1_10810.1	SSPN1_21620.1
OG0002222	SMTH1_38660.1	SSPN1_36050.1
OG0002223	SMTH1_21350.1	SSPN1_12140.1
OG0002224	SMTH1_13800.1	SSPN1_16920.1
OG0002225	SMTH1_99780.1	SSPN1_86180.3, SSPN1_86180.1, SSPN1_86180.2
OG0002226	SMTH1_29150.1	SSPN1_25310.3, SSPN1_25310.1, SSPN1_25310.2, SSPN1_25310.4
OG0002227	SMTH1_48110.1, SMTH1_48120.1	SSPN1_41780.1
OG0002228	SMTH1_47480.1, SMTH1_47480.2, SMTH1_47480.3	SSPN1_41320.2, SSPN1_41320.1
OG0002229	SMTH1_16270.1	SSPN1_16030.1, SSPN1_16030.2
OG0002230	SMTH1_72710.1	SSPN1_59240.1
OG0002231	SMTH1_69950.1	SSPN1_61250.1
OG0002232	SMTH1_84600.5, SMTH1_84600.1, SMTH1_84600.2, SMTH1_84600.3, SMTH1_84600.4	SSPN1_73210.1, SSPN1_73210.3, SSPN1_73210.2
OG0002233	SMTH1_67160.3, SMTH1_67160.1, SMTH1_67160.2	SSPN1_63850.1, SSPN1_63850.2, SSPN1_63850.3, SSPN1_63850.4
OG0002234	SMTH1_59670.1	SSPN1_51770.1
OG0002234	SMTH1_59680.1	SSPN1_51780.1
OG0002235	SMTH1_20400.2, SMTH1_20400.3, SMTH1_20400.1	SSPN1_11290.1, SSPN1_11290.2
OG0002236	SMTH1_75680.1, SMTH1_75670.1	SSPN1_60470.1
OG0002237	SMTH1_48560.1	SSPN1_42120.4, SSPN1_42120.2, SSPN1_42120.1, SSPN1_42120.3
OG0002238	SMTH1_23270.2, SMTH1_23270.1	SSPN1_9920.1
OG0002239	SMTH1_106140.1, SMTH1_106140.2	SSPN1_92070.1
OG0002240	SMTH1_46770.1	SSPN1_40640.1
OG0002241	SMTH1_75410.1, SMTH1_75410.2	SSPN1_60300.1, SSPN1_60300.2
OG0002242	SMTH1_47010.1	SSPN1_40920.1
OG0002243	SMTH1_32770.1	SSPN1_28460.1
OG0002244	SMTH1_27210.1, SMTH1_27210.2, SMTH1_27210.3, SMTH1_27210.4, SMTH1_27190.1, SMTH1_27200.1	SSPN1_23560.1
OG0002245	SMTH1_66990.1	SSPN1_64030.1
OG0002246	SMTH1_24030.3, SMTH1_24030.2, SMTH1_24030.1	SSPN1_9590.1
OG0002247	SMTH1_28830.1, SMTH1_28830.2	SSPN1_25020.1, SSPN1_25020.3, SSPN1_25020.5, SSPN1_25020.2, SSPN1_25020.4
OG0002248	SMTH1_58990.1	SSPN1_51190.1
OG0002249	SMTH1_60920.1	SSPN1_52950.2, SSPN1_52950.5, SSPN1_52950.4
OG0002250	SMTH1_44910.2, SMTH1_44910.3, SMTH1_44910.4, SMTH1_44910.1	SSPN1_30680.1, SSPN1_30680.2
OG0002251	SMTH1_30100.1	SSPN1_26130.1, SSPN1_26130.2, SSPN1_26130.3, SSPN1_26130.4
OG0002252	SMTH1_5870.1, SMTH1_5870.2	SSPN1_5000.1, SSPN1_5000.2, SSPN1_5010.1
OG0002253	SMTH1_8480.2, SMTH1_8480.4	SSPN1_7380.1, SSPN1_7380.2, SSPN1_7380.3
OG0002254	SMTH1_57530.1	SSPN1_49860.1, SSPN1_49860.2, SSPN1_49860.3, SSPN1_49860.4
OG0002255	SMTH1_6990.1	SSPN1_5990.1
OG0002256	SMTH1_53740.5, SMTH1_53740.1, SMTH1_53740.6, SMTH1_53740.4, SMTH1_53740.3, SMTH1_53740.2, SMTH1_53740.7	SSPN1_46590.1, SSPN1_46590.2
OG0002257	SMTH1_58440.2, SMTH1_58440.3, SMTH1_58440.1, SMTH1_58440.4, SMTH1_14250.1, SMTH1_21120.1, SMTH1_58440.5	SSPN1_50720.1, SSPN1_50720.2
OG0002258	SMTH1_58530.1, SMTH1_58540.1	SSPN1_50780.1
OG0002259	SMTH1_31250.1, SMTH1_31260.1	SSPN1_27100.1
OG0002260	SMTH1_1140.6, SMTH1_1140.2, SMTH1_1140.5, SMTH1_1140.3, SMTH1_1140.4, SMTH1_1140.1	SSPN1_380.1
OG0002261	SMTH1_57250.2, SMTH1_57250.1	SSPN1_49590.1, SSPN1_49590.2, SSPN1_49590.4, SSPN1_49590.3, SSPN1_49590.5
OG0002262	SMTH1_19660.1, SMTH1_19660.2, SMTH1_19660.3	SSPN1_10560.1, SSPN1_10560.2
OG0002263	SMTH1_74450.1	SSPN1_57860.1, SSPN1_57860.2, SSPN1_57860.3, SSPN1_57860.4, SSPN1_57860.5
OG0002264	SMTH1_47900.1, SMTH1_47910.1, SMTH1_47920.1, SMTH1_47930.1	SSPN1_41650.3, SSPN1_41650.1, SSPN1_41650.2
OG0002265	SMTH1_45140.1, SMTH1_45130.1	SSPN1_39270.1
OG0002266	SMTH1_105020.1	SSPN1_91060.1
OG0002268	SMTH1_93020.1	SSPN1_80770.1, SSPN1_80770.2, SSPN1_80770.4, SSPN1_80770.3
OG0002269	SMTH1_68730.1	SSPN1_62350.1, SSPN1_62330.1, SSPN1_62350.2
OG0002270	SMTH1_98410.1	SSPN1_85530.1
OG0002271	SMTH1_90690.1, SMTH1_90690.2	SSPN1_78000.1, SSPN1_78000.2, SSPN1_78000.3
OG0002272	SMTH1_27710.1, SMTH1_27730.1, SMTH1_4830.1, SMTH1_27720.1	SSPN1_24020.1, SSPN1_24020.2, SSPN1_24010.1
OG0002273	SMTH1_86740.1, SMTH1_86740.2	SSPN1_75090.1
OG0002274	SMTH1_51940.1, SMTH1_51960.1	SSPN1_45070.1, SSPN1_45070.2, SSPN1_45070.3, SSPN1_45070.4, SSPN1_45070.5
OG0002275	SMTH1_93610.2, SMTH1_93610.1	SSPN1_81320.1, SSPN1_81320.2
OG0002276	SMTH1_58490.1, SMTH1_58490.2, SMTH1_58490.3	SSPN1_50760.1
OG0002277	SMTH1_57350.1, SMTH1_57340.1	SSPN1_49660.1
OG0002278	SMTH1_102310.1, SMTH1_102300.1	SSPN1_88710.1, SSPN1_88710.2
OG0002279	SMTH1_90150.1	SSPN1_78660.1
OG0002279	SMTH1_96300.1	SSPN1_83730.1
OG0002280	SMTH1_64980.1, SMTH1_64980.2, SMTH1_64980.3, SMTH1_64980.4, SMTH1_64980.5, SMTH1_64980.6, SMTH1_64980.7	SSPN1_56470.1
OG0002282	SMTH1_10630.1	SSPN1_21500.1
OG0002283	SMTH1_57480.1	SSPN1_49800.1, SSPN1_49800.2, SSPN1_49800.4, SSPN1_49800.3
OG0002284	SMTH1_78660.1	SSPN1_68070.2, SSPN1_68070.1, SSPN1_68070.3
OG0002285	SMTH1_9570.1	SSPN1_8330.1, SSPN1_8330.2
OG0002286	SMTH1_74640.3, SMTH1_74640.4, SMTH1_74640.6, SMTH1_74640.7, SMTH1_74640.8, SMTH1_74640.1, SMTH1_74640.2, SMTH1_74640.5	SSPN1_57690.3, SSPN1_57690.1, SSPN1_57690.2
OG0002287	SMTH1_69530.1, SMTH1_69530.3	SSPN1_61700.2, SSPN1_61700.1
OG0002288	SMTH1_82560.1	SSPN1_71410.1
OG0002289	SMTH1_36840.1	SSPN1_37810.1, SSPN1_37810.2, SSPN1_37810.3
OG0002290	SMTH1_94710.1, SMTH1_94720.1	SSPN1_81980.1, SSPN1_81980.2
OG0002292	SMTH1_83090.2, SMTH1_83090.3, SMTH1_83090.4, SMTH1_83090.1, SMTH1_83090.5	SSPN1_71890.2, SSPN1_71890.1, SSPN1_71890.3
OG0002293	SMTH1_66850.3, SMTH1_66850.4, SMTH1_66850.5, SMTH1_66850.1, SMTH1_66850.2, SMTH1_66850.6	SSPN1_64160.1, SSPN1_64160.3, SSPN1_64160.2, SSPN1_64160.4
OG0002294	SMTH1_16650.1	SSPN1_15660.1, SSPN1_15660.2, SSPN1_15660.3, SSPN1_15660.4
OG0002295	SMTH1_59460.1, SMTH1_59460.2	SSPN1_51580.4, SSPN1_51580.3, SSPN1_51580.1, SSPN1_51580.2
OG0002296	SMTH1_15750.1, SMTH1_15760.1	SSPN1_18710.1, SSPN1_18710.3, SSPN1_18710.2
OG0002297	SMTH1_32330.1, SMTH1_32320.1	SSPN1_28010.1
OG0002297	SMTH1_32340.1	SSPN1_28020.1
OG0002298	SMTH1_3200.1	SSPN1_2660.1
OG0002299	SMTH1_30060.1	SSPN1_26090.1
OG0002300	SMTH1_86770.1	SSPN1_75120.3, SSPN1_75120.1, SSPN1_75120.4, SSPN1_75120.2
OG0002301	SMTH1_99920.1, SMTH1_99910.1	SSPN1_86060.1, SSPN1_86060.2
OG0002302	SMTH1_17780.1	SSPN1_14680.1
OG0002303	SMTH1_83110.1	SSPN1_71910.1
OG0002304	SMTH1_75900.1, SMTH1_75910.1	SSPN1_65710.1
OG0002305	SMTH1_38010.1, SMTH1_38010.2, SMTH1_38010.3	SSPN1_36720.1, SSPN1_36720.2, SSPN1_36720.3
OG0002306	SMTH1_72980.1, SMTH1_72970.1	SSPN1_59010.1, SSPN1_59010.2, SSPN1_59010.4, SSPN1_59010.3, SSPN1_59010.5
OG0002307	SMTH1_82570.1	SSPN1_71420.1, SSPN1_71420.4, SSPN1_71420.2, SSPN1_71420.3, SSPN1_71430.1
OG0002308	SMTH1_57020.1, SMTH1_57020.2, SMTH1_57020.3, SMTH1_57020.4	SSPN1_49350.1
OG0002309	SMTH1_47450.1	SSPN1_41260.1
OG0002310	SMTH1_24170.5, SMTH1_24170.1, SMTH1_24170.2, SMTH1_24170.3, SMTH1_24170.4	SSPN1_20990.3, SSPN1_20990.1, SSPN1_20990.2
OG0002311	SMTH1_5700.1, SMTH1_5700.2	SSPN1_4820.1
OG0002312	SMTH1_25660.1	SSPN1_22370.1
OG0002312	SMTH1_25660.2	SSPN1_22370.1
OG0002312	SMTH1_25660.4	SSPN1_22370.1
OG0002314	SMTH1_4800.1, SMTH1_4800.2, SMTH1_4800.3, SMTH1_4800.4	SSPN1_4080.1, SSPN1_4080.2
OG0002315	SMTH1_9580.1	SSPN1_8340.2
OG0002316	SMTH1_78920.1	SSPN1_68270.1
OG0002317	SMTH1_52540.1, SMTH1_52540.2	SSPN1_45570.1, SSPN1_45570.2, SSPN1_45570.4, SSPN1_45570.3
OG0002318	SMTH1_25520.1	SSPN1_22210.10, SSPN1_22210.7, SSPN1_22210.8, SSPN1_22250.1, SSPN1_22210.11, SSPN1_22210.9
OG0002319	SMTH1_20190.1, SMTH1_20190.2, SMTH1_20190.3, SMTH1_20190.4	SSPN1_11070.1, SSPN1_11070.2
OG0002320	SMTH1_82220.1, SMTH1_82220.3, SMTH1_82220.2, SMTH1_82220.5, SMTH1_82220.4, SMTH1_82220.6, SMTH1_82220.7	SSPN1_71010.1
OG0002321	SMTH1_18610.1	SSPN1_13900.1
OG0002322	SMTH1_23060.1	SSPN1_10100.4, SSPN1_10100.5, SSPN1_10100.1, SSPN1_10100.3, SSPN1_10100.2
OG0002323	SMTH1_70280.1	SSPN1_60950.1
OG0002324	SMTH1_13920.1, SMTH1_13920.2	SSPN1_17020.1, SSPN1_17020.2
OG0002325	SMTH1_15390.2, SMTH1_15390.3, SMTH1_15390.4, SMTH1_15390.1	SSPN1_18330.1
OG0002326	SMTH1_99180.1	SSPN1_86650.1, SSPN1_86650.2, SSPN1_86650.3
OG0002327	SMTH1_86810.1, SMTH1_86810.4, SMTH1_86810.3, SMTH1_86810.2	SSPN1_75150.1
OG0002328	SMTH1_8560.1, SMTH1_8570.1	SSPN1_7460.1
OG0002329	SMTH1_2350.1, SMTH1_2350.2	SSPN1_1840.1
OG0002330	SMTH1_6800.1	SSPN1_5810.1
OG0002331	SMTH1_6350.1	SSPN1_5460.3, SSPN1_5460.5, SSPN1_5460.4, SSPN1_5460.2, SSPN1_5460.1
OG0002332	SMTH1_14170.2, SMTH1_14170.3	SSPN1_17270.2, SSPN1_17270.3
OG0002332	SMTH1_14170.1	SSPN1_17270.1
OG0002333	SMTH1_59500.1, SMTH1_59500.2	SSPN1_51620.1
OG0002334	SMTH1_10070.1, SMTH1_10070.2, SMTH1_10070.3	SSPN1_8790.1, SSPN1_8790.2, SSPN1_8790.3, SSPN1_8790.4
OG0002335	SMTH1_18710.1	SSPN1_13820.1
OG0002337	SMTH1_107010.2, SMTH1_107010.1	SSPN1_92900.1, SSPN1_92900.2, SSPN1_92900.3
OG0002338	SMTH1_10790.1	SSPN1_21600.1
OG0002339	SMTH1_99980.1, SMTH1_99980.2, SMTH1_99980.3, SMTH1_99980.4	SSPN1_85990.1
OG0002341	SMTH1_98500.1	SSPN1_85600.1
OG0002342	SMTH1_4100.1	SSPN1_3440.1
OG0002344	SMTH1_67090.1	SSPN1_63920.3, SSPN1_63920.4, SSPN1_63920.1, SSPN1_63920.2
OG0002345	SMTH1_97110.1, SMTH1_97100.1	SSPN1_84410.1, SSPN1_84410.2
OG0002346	SMTH1_28070.1, SMTH1_28070.2	SSPN1_24300.1
OG0002347	SMTH1_22540.1, SMTH1_22540.2, SMTH1_22550.1	SSPN1_13080.1
OG0002348	SMTH1_40020.1	SSPN1_34810.1
OG0002349	SMTH1_98560.1	SSPN1_85660.1, SSPN1_85660.2, SSPN1_85660.3, SSPN1_85660.4
OG0002350	SMTH1_40430.1	SSPN1_34430.1, SSPN1_34430.2
OG0002351	SMTH1_56960.1, SMTH1_56960.2	SSPN1_49410.1, SSPN1_49410.2
OG0002352	SMTH1_98050.1, SMTH1_98050.2	SSPN1_85210.1
OG0002353	SMTH1_83560.1, SMTH1_83560.2	SSPN1_72330.1, SSPN1_72330.2
OG0002354	SMTH1_9360.1	SSPN1_8180.1, SSPN1_8180.2, SSPN1_8180.3
OG0002355	SMTH1_81770.3, SMTH1_81770.1, SMTH1_81770.2, SMTH1_81770.4	SSPN1_70630.1
OG0002356	SMTH1_72790.1	SSPN1_59170.1, SSPN1_59170.4, SSPN1_59170.2, SSPN1_59170.3
OG0002357	SMTH1_30820.1, SMTH1_30820.2	SSPN1_26720.1, SSPN1_26720.2
OG0002357	SMTH1_30810.1, SMTH1_30810.2	SSPN1_26710.1, SSPN1_26710.2
OG0002358	SMTH1_19490.1	SSPN1_13190.1
OG0002359	SMTH1_15850.1	SSPN1_16360.2, SSPN1_16360.3
OG0002360	SMTH1_84870.2, SMTH1_84870.1, SMTH1_84870.3, SMTH1_84870.4, SMTH1_84870.5	SSPN1_73430.1, SSPN1_73430.2
OG0002361	SMTH1_94050.2, SMTH1_94050.1, SMTH1_94050.3, SMTH1_94050.4	SSPN1_81650.2, SSPN1_81650.1, SSPN1_81650.3
OG0002362	SMTH1_72490.1, SMTH1_72500.1	SSPN1_59430.3, SSPN1_59430.1, SSPN1_59430.2, SSPN1_59430.4
OG0002363	SMTH1_76240.1	SSPN1_66140.1, SSPN1_66140.2
OG0002364	SMTH1_48050.1	SSPN1_41730.1, SSPN1_41730.2, SSPN1_41730.3, SSPN1_41730.4
OG0002365	SMTH1_5270.1, SMTH1_5270.4, SMTH1_5270.2, SMTH1_5270.3	SSPN1_4480.3
OG0002370	SMTH1_53540.1	SSPN1_46460.1, SSPN1_47770.1
OG0002370	SMTH1_51830.1	SSPN1_44950.1
OG0002371	SMTH1_2100.1	SSPN1_1670.1
OG0002372	SMTH1_70730.2, SMTH1_70730.1, SMTH1_70730.4, SMTH1_70730.3	SSPN1_60580.1
OG0002373	SMTH1_84920.1, SMTH1_84920.2	SSPN1_73480.1, SSPN1_73480.2
OG0002374	SMTH1_6390.1, SMTH1_6390.2	SSPN1_5490.1, SSPN1_5490.2
OG0002375	SMTH1_105890.1	SSPN1_91880.1, SSPN1_91880.2, SSPN1_91880.3
OG0002376	SMTH1_80600.1	SSPN1_69560.1, SSPN1_69560.2
OG0002377	SMTH1_33000.1	SSPN1_28700.1, SSPN1_28690.1, SSPN1_28670.1
OG0002378	SMTH1_44450.1	SSPN1_31100.3, SSPN1_31100.4, SSPN1_31100.1, SSPN1_31100.2
OG0002379	SMTH1_47670.1	SSPN1_41490.1, SSPN1_93020.1
OG0002380	SMTH1_23780.1	SSPN1_9810.1
OG0002381	SMTH1_59760.1	SSPN1_51850.1, SSPN1_51860.2, SSPN1_51860.1
OG0002382	SMTH1_11170.1, SMTH1_11170.2, SMTH1_11170.3, SMTH1_11170.5, SMTH1_11170.4, SMTH1_11170.6	SSPN1_20540.1
OG0002383	SMTH1_58270.1, SMTH1_58280.1, SMTH1_58260.1	SSPN1_50540.1
OG0002384	SMTH1_89780.1, SMTH1_89780.2, SMTH1_89780.3	SSPN1_78990.1
OG0002385	SMTH1_31950.1	SSPN1_27720.1
OG0002386	SMTH1_36850.1, SMTH1_36870.1	SSPN1_37800.2, SSPN1_37800.1, SSPN1_37790.1
OG0002387	SMTH1_85950.1, SMTH1_85950.2	SSPN1_74400.1, SSPN1_74400.2
OG0002388	SMTH1_12100.1	SSPN1_19730.1, SSPN1_19730.2
OG0002389	SMTH1_98190.1	SSPN1_85340.1, SSPN1_85340.2, SSPN1_85340.3
OG0002390	SMTH1_18250.1, SMTH1_18240.1	SSPN1_14280.1, SSPN1_14280.2
OG0002391	SMTH1_20690.1, SMTH1_20690.2, SMTH1_20690.3, SMTH1_20690.4, SMTH1_20690.5	SSPN1_11570.4, SSPN1_11570.1, SSPN1_11570.2, SSPN1_11570.3
OG0002392	SMTH1_100860.1	SSPN1_87540.1
OG0002393	SMTH1_65960.1	SSPN1_64810.1
OG0002394	SMTH1_34600.1	SSPN1_30020.1, SSPN1_30020.2
OG0002395	SMTH1_92570.1, SMTH1_92560.1, SMTH1_92550.1	SSPN1_80300.1
OG0002396	SMTH1_36470.1	SSPN1_38080.1
OG0002397	SMTH1_87670.1	SSPN1_75840.1, SSPN1_75840.2
OG0002398	SMTH1_6090.1	SSPN1_5220.5, SSPN1_5220.2, SSPN1_5220.3, SSPN1_5220.6, SSPN1_5220.7, SSPN1_5220.8, SSPN1_5220.4, SSPN1_5220.1
OG0002399	SMTH1_45570.1	SSPN1_39610.1
OG0002400	SMTH1_3630.1, SMTH1_3630.2	SSPN1_2970.1
OG0002401	SMTH1_106890.1	SSPN1_92560.1
OG0002402	SMTH1_23740.1	SSPN1_9510.1
OG0002403	SMTH1_26810.1	SSPN1_23210.1, SSPN1_23210.2, SSPN1_23210.3
OG0002404	SMTH1_68890.3, SMTH1_68890.2, SMTH1_68890.1	SSPN1_62190.1, SSPN1_62230.1
OG0002405	SMTH1_2270.1	SSPN1_1790.1
OG0002406	SMTH1_9710.3, SMTH1_9710.4, SMTH1_9710.1, SMTH1_9710.2	SSPN1_8450.1
OG0002407	SMTH1_9240.1	SSPN1_8050.1
OG0002407	SMTH1_9220.1	SSPN1_8040.2, SSPN1_8040.1, SSPN1_8040.3, SSPN1_8040.4
OG0002408	SMTH1_82070.2, SMTH1_82070.1, SMTH1_82070.3	SSPN1_70890.1, SSPN1_70890.3, SSPN1_70890.2
OG0002409	SMTH1_93690.1	SSPN1_81380.1
OG0002410	SMTH1_39390.1	SSPN1_35400.1
OG0002411	SMTH1_98420.1	SSPN1_85540.1
OG0002412	SMTH1_32910.1, SMTH1_32910.2, SMTH1_32910.3	SSPN1_28590.1, SSPN1_28590.2
OG0002413	SMTH1_96780.1, SMTH1_96780.3, SMTH1_96780.2	SSPN1_84110.1
OG0002414	SMTH1_61840.1, SMTH1_61840.2	SSPN1_53510.1
OG0002416	SMTH1_45520.1	SSPN1_39560.1
OG0002417	SMTH1_18000.1	SSPN1_14460.1
OG0002418	SMTH1_36650.1, SMTH1_36650.3, SMTH1_36650.4, SMTH1_36650.2	SSPN1_37940.3, SSPN1_37940.4, SSPN1_37940.2, SSPN1_37940.1
OG0002419	SMTH1_31810.1	SSPN1_27570.1, SSPN1_27570.2, SSPN1_27570.3, SSPN1_27570.4, SSPN1_27570.5
OG0002420	SMTH1_36900.1	SSPN1_37760.1
OG0002421	SMTH1_79810.1	SSPN1_68960.1
OG0002422	SMTH1_38610.1, SMTH1_38610.2	SSPN1_36100.1
OG0002423	SMTH1_78350.1	SSPN1_67860.1
OG0002424	SMTH1_62190.1	SSPN1_54050.1
OG0002425	SMTH1_38380.1	SSPN1_36360.1, SSPN1_36360.2
OG0002426	SMTH1_40810.1	SSPN1_34060.1
OG0002427	SMTH1_9700.1	SSPN1_8440.1
OG0002428	SMTH1_14070.1, SMTH1_14070.2, SMTH1_14070.3	SSPN1_17160.1
OG0002429	SMTH1_44520.1, SMTH1_44510.1	SSPN1_31040.1
OG0002430	SMTH1_82860.1	SSPN1_71660.1
OG0002431	SMTH1_40540.1, SMTH1_40540.2	SSPN1_34320.1, SSPN1_34320.2
OG0002432	SMTH1_67530.1	SSPN1_63480.1, SSPN1_63480.2
OG0002433	SMTH1_21440.4, SMTH1_21440.5, SMTH1_21440.3, SMTH1_21440.1, SMTH1_21440.2	SSPN1_12260.5, SSPN1_12260.6, SSPN1_12260.1, SSPN1_12260.4, SSPN1_12260.7, SSPN1_12260.8, SSPN1_12260.2, SSPN1_12260.3
OG0002434	SMTH1_38710.1, SMTH1_38710.2	SSPN1_36030.1
OG0002435	SMTH1_31870.1	SSPN1_27640.1
OG0002436	SMTH1_24560.1	SSPN1_21250.1, SSPN1_21250.2, SSPN1_21250.3
OG0002437	SMTH1_58730.1, SMTH1_58730.2, SMTH1_58730.3	SSPN1_50940.1
OG0002438	SMTH1_37210.1	SSPN1_37500.1
OG0002439	SMTH1_58880.1	SSPN1_51090.1, SSPN1_51090.2
OG0002440	SMTH1_76560.1	SSPN1_66420.1
OG0002441	SMTH1_54860.4, SMTH1_54860.1, SMTH1_54860.2, SMTH1_54860.3	SSPN1_47480.1
OG0002442	SMTH1_47460.1, SMTH1_47460.2, SMTH1_47460.3, SMTH1_47460.4, SMTH1_47460.5	SSPN1_41290.1, SSPN1_41290.2
OG0002443	SMTH1_50720.1	SSPN1_44000.1, SSPN1_44000.2, SSPN1_44000.3, SSPN1_44000.4
OG0002444	SMTH1_63680.1, SMTH1_63690.1	SSPN1_55410.1
OG0002445	SMTH1_76580.1	SSPN1_66450.1, SSPN1_66450.2, SSPN1_66450.3, SSPN1_66450.4
OG0002446	SMTH1_69570.1, SMTH1_69570.2	SSPN1_61660.1, SSPN1_61660.2
OG0002447	SMTH1_8510.1, SMTH1_8510.2	SSPN1_7410.1
OG0002448	SMTH1_35810.1	SSPN1_38600.1, SSPN1_38600.2
OG0002449	SMTH1_20210.3, SMTH1_20210.1, SMTH1_20210.2	SSPN1_11100.1, SSPN1_11100.3, SSPN1_11100.2, SSPN1_11100.4
OG0002450	SMTH1_72470.2, SMTH1_72470.1, SMTH1_72470.3	SSPN1_59450.1
OG0002451	SMTH1_85410.1, SMTH1_79860.1, SMTH1_79860.2	SSPN1_68980.1
OG0002452	SMTH1_9030.1, SMTH1_9030.2, SMTH1_9030.3	SSPN1_7910.1
OG0002453	SMTH1_52560.1, SMTH1_52560.2	SSPN1_45600.1, SSPN1_45600.2, SSPN1_45600.3
OG0002454	SMTH1_74570.1, SMTH1_74560.1	SSPN1_57770.1, SSPN1_57770.2, SSPN1_57770.3, SSPN1_57770.4, SSPN1_57770.6, SSPN1_57770.5
OG0002455	SMTH1_73310.1	SSPN1_58770.1, SSPN1_58770.2, SSPN1_58770.3
OG0002456	SMTH1_36450.1	SSPN1_38100.1
OG0002457	SMTH1_78700.1	SSPN1_68090.1, SSPN1_68090.3, SSPN1_68090.2, SSPN1_68090.4
OG0002458	SMTH1_93710.1	SSPN1_81410.1
OG0002459	SMTH1_42070.5, SMTH1_42070.6, SMTH1_42230.1	SSPN1_32820.1
OG0002460	SMTH1_9400.1, SMTH1_9400.2	SSPN1_8210.1
OG0002461	SMTH1_10590.1	SSPN1_21470.1
OG0002462	SMTH1_71440.1	SSPN1_65150.5, SSPN1_65150.1, SSPN1_65150.2, SSPN1_65150.3, SSPN1_65150.4
OG0002463	SMTH1_92660.1, SMTH1_92660.2, SMTH1_92660.3	SSPN1_80340.1, SSPN1_80340.2
OG0002464	SMTH1_31130.1, SMTH1_31130.2	SSPN1_26980.1
OG0002465	SMTH1_92050.1	SSPN1_79850.3, SSPN1_79850.1, SSPN1_79850.2
OG0002466	SMTH1_104310.1	SSPN1_90430.1, SSPN1_90430.2, SSPN1_90430.3
OG0002467	SMTH1_56430.1	SSPN1_48840.1
OG0002468	SMTH1_84350.1	SSPN1_72990.1
OG0002469	SMTH1_5110.1, SMTH1_5110.2	SSPN1_4330.1
OG0002470	SMTH1_87990.1	SSPN1_76180.1
OG0002471	SMTH1_83300.1, SMTH1_83300.2	SSPN1_72090.4, SSPN1_72090.1, SSPN1_72090.2, SSPN1_72090.3
OG0002472	SMTH1_40710.1, SMTH1_40710.2	SSPN1_34160.1, SSPN1_34160.2
OG0002473	SMTH1_11010.1	SSPN1_20680.1
OG0002474	SMTH1_97650.1, SMTH1_97650.2	SSPN1_84840.2, SSPN1_84840.1, SSPN1_84840.4, SSPN1_84840.3
OG0002475	SMTH1_20720.2, SMTH1_20720.3, SMTH1_20720.1, SMTH1_20720.4	SSPN1_11600.1, SSPN1_11600.2
OG0002476	SMTH1_34370.1	SSPN1_29840.1
OG0002477	SMTH1_85060.1, SMTH1_85060.2, SMTH1_85060.3	SSPN1_73630.1
OG0002478	SMTH1_57190.2	SSPN1_49430.3
OG0002479	SMTH1_70490.1, SMTH1_70500.1	SSPN1_60760.1
OG0002480	SMTH1_30890.1, SMTH1_30900.1	SSPN1_26780.1
OG0002481	SMTH1_6930.1	SSPN1_5940.1
OG0002482	SMTH1_68610.4, SMTH1_68610.2, SMTH1_68610.3	SSPN1_62480.2
OG0002482	SMTH1_68610.1	SSPN1_62480.1
OG0002483	SMTH1_22350.1, SMTH1_22360.1	SSPN1_12960.1
OG0002484	SMTH1_26350.1, SMTH1_26340.1	SSPN1_22770.1
OG0002485	SMTH1_38050.2, SMTH1_38050.1, SMTH1_38050.3, SMTH1_38050.4	SSPN1_36680.1
OG0002486	SMTH1_26470.1	SSPN1_22970.1
OG0002487	SMTH1_88950.1, SMTH1_88960.1	SSPN1_76990.1, SSPN1_76990.2
OG0002488	SMTH1_61000.1	SSPN1_53010.1, SSPN1_53010.2
OG0002489	SMTH1_30200.3, SMTH1_30200.4, SMTH1_30200.1, SMTH1_30200.2	SSPN1_26220.1, SSPN1_26220.2
OG0002490	SMTH1_82600.3, SMTH1_82600.1, SMTH1_82600.2	SSPN1_71440.1
OG0002491	SMTH1_103240.1, SMTH1_103240.3, SMTH1_103240.4, SMTH1_103240.2	SSPN1_89430.1
OG0002492	SMTH1_83290.1, SMTH1_83290.2, SMTH1_83290.3	SSPN1_72080.5, SSPN1_72080.6, SSPN1_72080.2, SSPN1_72080.3, SSPN1_72080.1, SSPN1_72080.4
OG0002493	SMTH1_70890.1, SMTH1_70890.3, SMTH1_70890.2	SSPN1_65890.1, SSPN1_65890.3, SSPN1_65890.2
OG0002494	SMTH1_1980.1	SSPN1_1580.1, SSPN1_1580.2
OG0002495	SMTH1_16180.1, SMTH1_16180.2	SSPN1_16090.1, SSPN1_16090.2, SSPN1_16090.3
OG0002496	SMTH1_47710.1, SMTH1_47710.2, SMTH1_47710.3, SMTH1_47710.4, SMTH1_47710.5	SSPN1_41520.1
OG0002497	SMTH1_51000.1, SMTH1_51000.2	SSPN1_44270.1, SSPN1_44270.2
OG0002498	SMTH1_1050.1	SSPN1_1180.1, SSPN1_1180.2
OG0002499	SMTH1_55450.3, SMTH1_55450.1, SMTH1_55450.2	SSPN1_47970.1
OG0002500	SMTH1_160.1, SMTH1_150.1	SSPN1_560.1, SSPN1_570.1
