Orthogroup	schistosoma_curassoni	fasciola_gigantica
OG0002033	SCUR1_60070.1	FGIG_08755, FGIG_08754
OG0002034	SCUR1_67560.1, SCUR1_67560.4, SCUR1_67560.2, SCUR1_67560.3	FGIG_08831
OG0002035	SCUR1_14020.1	FGIG_08871
OG0002036	SCUR1_86430.1	FGIG_08929
OG0002037	SCUR1_54490.1, SCUR1_54490.2, SCUR1_54490.3	FGIG_09110
OG0002038	SCUR1_43950.1	FGIG_09222, FGIG_09223
OG0002039	SCUR1_49840.2, SCUR1_49840.1, SCUR1_49840.3	FGIG_09256
OG0002040	SCUR1_2580.3, SCUR1_2580.2, SCUR1_2580.1	FGIG_09293
OG0002041	SCUR1_73860.1	FGIG_09352
OG0002042	SCUR1_13870.1, SCUR1_13870.2	FGIG_09643
OG0002043	SCUR1_63150.1	FGIG_09653
OG0002044	SCUR1_7380.1, SCUR1_7380.4, SCUR1_7380.2, SCUR1_7380.3	FGIG_09704
OG0002045	SCUR1_84420.1	FGIG_09717
OG0002046	SCUR1_74180.4, SCUR1_74180.3, SCUR1_74180.1, SCUR1_74180.2	FGIG_09852
OG0002047	SCUR1_84180.1	FGIG_10163
OG0002048	SCUR1_16340.1	FGIG_10239
OG0002049	SCUR1_89380.1	FGIG_10299, FGIG_11534
OG0002050	SCUR1_53960.3, SCUR1_53960.2, SCUR1_53960.4, SCUR1_53960.5, SCUR1_53960.1	FGIG_10507
OG0002051	SCUR1_30360.3, SCUR1_30360.1, SCUR1_30360.2	FGIG_10793
OG0002052	SCUR1_43430.1	FGIG_10797
OG0002053	SCUR1_76620.1	FGIG_10820
OG0002054	SCUR1_70010.1, SCUR1_70010.2, SCUR1_70010.3	FGIG_10935
OG0002055	SCUR1_58130.1, SCUR1_58130.2, SCUR1_58130.3, SCUR1_58130.4	FGIG_10947
OG0002056	SCUR1_88500.1	FGIG_11048
OG0002057	SCUR1_49990.3, SCUR1_49990.2, SCUR1_49990.1	FGIG_11544
OG0002058	SCUR1_8060.1	FGIG_11772
OG0002059	SCUR1_44570.1, SCUR1_44570.2, SCUR1_44570.3, SCUR1_44570.4, SCUR1_44570.5, SCUR1_44570.6	FGIG_11780
OG0002060	SCUR1_7270.1, SCUR1_7270.2, SCUR1_7270.3, SCUR1_7270.4, SCUR1_7270.5, SCUR1_7270.6	FGIG_11842
OG0002061	SCUR1_4660.1, SCUR1_4660.2	FGIG_12110
OG0002062	SCUR1_97580.4, SCUR1_97580.3, SCUR1_97580.1, SCUR1_97580.2	FGIG_12184
OG0002063	SCUR1_44660.1, SCUR1_44660.2, SCUR1_96780.1, SCUR1_44660.4, SCUR1_96790.1, SCUR1_44660.3, SCUR1_44660.5, SCUR1_24400.1	FGIG_12410
OG0002073	SCUR1_93520.1	FGIG_00082
OG0002074	SCUR1_19010.1	FGIG_00101
OG0002075	SCUR1_10590.1, SCUR1_10590.2	FGIG_00132
OG0002076	SCUR1_41950.1, SCUR1_41950.2, SCUR1_41950.3, SCUR1_41950.4	FGIG_07077, FGIG_07078, FGIG_00206
OG0002077	SCUR1_13760.1, SCUR1_13770.1	FGIG_00216, FGIG_09924
OG0002078	SCUR1_37830.3, SCUR1_37830.1, SCUR1_37830.2	FGIG_00312
OG0002079	SCUR1_38020.2, SCUR1_38020.1	FGIG_00383
OG0002080	SCUR1_51140.1, SCUR1_51140.2, SCUR1_51140.3, SCUR1_51140.4, SCUR1_51140.6, SCUR1_51140.7, SCUR1_51140.5	FGIG_00484
OG0002081	SCUR1_81770.1, SCUR1_81770.2	FGIG_00552, FGIG_08298
OG0002082	SCUR1_59360.1, SCUR1_59370.1	FGIG_00579, FGIG_00578
OG0002083	SCUR1_44780.1, SCUR1_44780.2	FGIG_00658, FGIG_09985
OG0002084	SCUR1_17860.1	FGIG_00755, FGIG_00754
OG0002085	SCUR1_97130.1	FGIG_00781
OG0002086	SCUR1_41530.1	FGIG_09005, FGIG_00788
OG0002087	SCUR1_33620.4, SCUR1_33620.1, SCUR1_33620.2, SCUR1_33620.3	FGIG_00882
OG0002088	SCUR1_27720.1, SCUR1_27720.4, SCUR1_27720.2, SCUR1_27720.3	FGIG_00913
OG0002089	SCUR1_46080.1, SCUR1_46080.2, SCUR1_46080.3, SCUR1_46080.4	FGIG_00932
OG0002090	SCUR1_54480.1	FGIG_00986
OG0002091	SCUR1_52810.4, SCUR1_52810.3, SCUR1_52810.1, SCUR1_52810.2	FGIG_01070
OG0002092	SCUR1_39200.3, SCUR1_39200.4, SCUR1_39200.1, SCUR1_39200.2	FGIG_01268
OG0002093	SCUR1_25480.1, SCUR1_25480.3	FGIG_01356
OG0002094	SCUR1_5020.1	FGIG_01469
OG0002095	SCUR1_16310.1	FGIG_01632
OG0002096	SCUR1_28840.1, SCUR1_28840.3, SCUR1_28840.2, SCUR1_28840.4	FGIG_01676
OG0002097	SCUR1_5430.1, SCUR1_5430.2	FGIG_01680
OG0002098	SCUR1_64430.1, SCUR1_64430.2, SCUR1_64430.3	FGIG_01746
OG0002099	SCUR1_39080.1	FGIG_01747
OG0002100	SCUR1_28380.1	FGIG_01904
OG0002101	SCUR1_87920.1	FGIG_02032, FGIG_10566
OG0002102	SCUR1_24380.1	FGIG_02054
OG0002102	SCUR1_25170.1	FGIG_02312, FGIG_06101
OG0002103	SCUR1_43230.1, SCUR1_43230.2, SCUR1_43230.3, SCUR1_43230.4	FGIG_02069
OG0002104	SCUR1_30880.1	FGIG_02074
OG0002105	SCUR1_25770.1, SCUR1_25770.2	FGIG_02131
OG0002106	SCUR1_96880.1, SCUR1_86650.1	FGIG_02208
OG0002107	SCUR1_59820.1	FGIG_02265
OG0002108	SCUR1_89400.1	FGIG_02477
OG0002109	SCUR1_45540.1	FGIG_02633
OG0002110	SCUR1_83300.1, SCUR1_70270.1, SCUR1_70270.2	FGIG_02667
OG0002111	SCUR1_42580.1, SCUR1_42580.2	FGIG_02740, FGIG_02741
OG0002112	SCUR1_58610.1, SCUR1_97790.1	FGIG_03025
OG0002113	SCUR1_89110.1, SCUR1_89110.2, SCUR1_89110.3	FGIG_03296
OG0002114	SCUR1_24100.2, SCUR1_24100.3, SCUR1_24100.1, SCUR1_24100.4	FGIG_03896
OG0002115	SCUR1_21520.2, SCUR1_21520.1	FGIG_03962
OG0002116	SCUR1_32610.2, SCUR1_32610.1, SCUR1_32610.5, SCUR1_32610.6, SCUR1_32610.3, SCUR1_32610.4	FGIG_04721, FGIG_04077
OG0002117	SCUR1_4580.1, SCUR1_4580.2	FGIG_04173
OG0002118	SCUR1_46000.1	FGIG_04184
OG0002118	SCUR1_45990.1, SCUR1_45990.2	FGIG_04185
OG0002119	SCUR1_83330.1	FGIG_04220
OG0002120	SCUR1_6300.1, SCUR1_6300.4, SCUR1_6300.6, SCUR1_6300.3, SCUR1_6300.5, SCUR1_6300.2, SCUR1_6300.7, SCUR1_6300.8	FGIG_04231
OG0002121	SCUR1_6310.1, SCUR1_6310.2	FGIG_04233, FGIG_04232
OG0002122	SCUR1_31370.1	FGIG_04355
OG0002123	SCUR1_29370.1, SCUR1_29370.4, SCUR1_29370.5, SCUR1_29370.3, SCUR1_29370.2	FGIG_04472
OG0002124	SCUR1_20240.3, SCUR1_20240.1, SCUR1_20240.2	FGIG_04560
OG0002125	SCUR1_94640.1, SCUR1_95400.2, SCUR1_95400.1	FGIG_04585
OG0002126	SCUR1_3050.1, SCUR1_3060.1	FGIG_04673, FGIG_04675, FGIG_04674
OG0002127	SCUR1_99590.2, SCUR1_99590.3, SCUR1_99590.1, SCUR1_99590.4	FGIG_04867
OG0002128	SCUR1_6490.1	FGIG_07940, FGIG_07941, FGIG_04883
OG0002129	SCUR1_51900.1, SCUR1_51910.1	FGIG_04937
OG0002130	SCUR1_24570.1	FGIG_12658, FGIG_05062
OG0002131	SCUR1_40700.1, SCUR1_40700.2	FGIG_05119
OG0002132	SCUR1_55170.1, SCUR1_55170.2	FGIG_05232
OG0002133	SCUR1_47470.1, SCUR1_47470.2, SCUR1_47470.3, SCUR1_47470.4	FGIG_05314
OG0002134	SCUR1_37120.1	FGIG_05624
OG0002135	SCUR1_26020.1	FGIG_05765
OG0002136	SCUR1_91710.1	FGIG_05990
OG0002137	SCUR1_78050.1, SCUR1_78050.3, SCUR1_78050.5, SCUR1_78050.4, SCUR1_78050.2	FGIG_06265
OG0002138	SCUR1_31060.1, SCUR1_31060.2	FGIG_06285
OG0002139	SCUR1_62860.1	FGIG_06377
OG0002140	SCUR1_7230.1, SCUR1_7230.2, SCUR1_7230.3	FGIG_06385, FGIG_12408
OG0002141	SCUR1_58730.4, SCUR1_58730.2, SCUR1_58730.3, SCUR1_58730.1	FGIG_06397
OG0002142	SCUR1_100320.2, SCUR1_100320.1, SCUR1_84790.1	FGIG_06549
OG0002143	SCUR1_99990.1, SCUR1_98690.1, SCUR1_98690.2, SCUR1_45950.1	FGIG_06744, FGIG_06745
OG0002144	SCUR1_26330.1, SCUR1_26330.2	FGIG_06833, FGIG_12222
OG0002145	SCUR1_30480.2, SCUR1_30480.4, SCUR1_30480.1, SCUR1_30480.3	FGIG_06894
OG0002146	SCUR1_16590.1, SCUR1_16590.2	FGIG_06966
OG0002147	SCUR1_49820.3, SCUR1_49820.1, SCUR1_49820.2	FGIG_07060
OG0002148	SCUR1_6130.5, SCUR1_6130.4, SCUR1_6130.3, SCUR1_6130.1, SCUR1_6130.2	FGIG_07150
OG0002149	SCUR1_53700.1, SCUR1_53680.1	FGIG_07229, FGIG_10638
OG0002150	SCUR1_67550.1, SCUR1_67550.2	FGIG_07241, FGIG_09386
OG0002151	SCUR1_49660.1, SCUR1_80190.1	FGIG_07245
OG0002152	SCUR1_73380.1	FGIG_07252, FGIG_11124
OG0002153	SCUR1_7090.2, SCUR1_7090.3, SCUR1_7090.5, SCUR1_7090.1, SCUR1_7090.4	FGIG_07293
OG0002154	SCUR1_36600.4, SCUR1_36600.5, SCUR1_36600.6, SCUR1_36600.7, SCUR1_36600.8, SCUR1_36600.1, SCUR1_36600.2, SCUR1_36600.3	FGIG_07297, FGIG_07298
OG0002155	SCUR1_23760.1, SCUR1_23760.2, SCUR1_23760.3	FGIG_07344
OG0002156	SCUR1_87220.1	FGIG_07411, FGIG_07410
OG0002157	SCUR1_62320.1, SCUR1_62320.2, SCUR1_62320.3	FGIG_07422
OG0002158	SCUR1_76010.1, SCUR1_76010.2	FGIG_07479
OG0002159	SCUR1_73930.3, SCUR1_73930.2, SCUR1_73930.1	FGIG_07668, FGIG_13986
OG0002160	SCUR1_60960.1	FGIG_07809
OG0002161	SCUR1_45400.1, SCUR1_45400.2, SCUR1_45400.3, SCUR1_45400.4, SCUR1_45400.5	FGIG_07886
OG0002162	SCUR1_26220.1	FGIG_07893
OG0002162	SCUR1_26200.1	FGIG_09044
OG0002163	SCUR1_38760.1, SCUR1_38760.2	FGIG_07909
OG0002164	SCUR1_58440.1	FGIG_08058
OG0002165	SCUR1_28110.2, SCUR1_28110.4, SCUR1_28110.1, SCUR1_28110.3	FGIG_08102
OG0002166	SCUR1_55800.2, SCUR1_55800.3, SCUR1_55800.4, SCUR1_55800.6, SCUR1_55800.5, SCUR1_55800.1	FGIG_08113
OG0002168	SCUR1_48280.1	FGIG_08554
OG0002169	SCUR1_21510.1	FGIG_08738
OG0002170	SCUR1_71330.1, SCUR1_71330.2, SCUR1_71330.3, SCUR1_71330.4, SCUR1_71330.5, SCUR1_71330.6	FGIG_08748
OG0002171	SCUR1_2550.1, SCUR1_2560.1	FGIG_08756
OG0002172	SCUR1_30390.9, SCUR1_30390.2, SCUR1_30390.3, SCUR1_30390.4, SCUR1_30390.8, SCUR1_30390.1, SCUR1_30390.5, SCUR1_30390.6, SCUR1_30390.7	FGIG_08850
OG0002173	SCUR1_64380.1, SCUR1_64380.2	FGIG_09152
OG0002174	SCUR1_73390.1	FGIG_09162
OG0002175	SCUR1_74660.1, SCUR1_74660.2, SCUR1_74660.3, SCUR1_74660.6, SCUR1_74660.4, SCUR1_74660.5, SCUR1_74660.8, SCUR1_74660.9, SCUR1_74660.7	FGIG_09338
OG0002176	SCUR1_99070.1, SCUR1_99070.2, SCUR1_99070.3	FGIG_09375
OG0002177	SCUR1_5580.1	FGIG_09393
OG0002178	SCUR1_76240.2, SCUR1_76240.3, SCUR1_76240.1, SCUR1_76240.4	FGIG_09399
OG0002179	SCUR1_10080.1	FGIG_09419
OG0002180	SCUR1_76220.1	FGIG_09454
OG0002181	SCUR1_56580.1	FGIG_09560, FGIG_11930, FGIG_11929
OG0002182	SCUR1_74100.1	FGIG_09570
OG0002183	SCUR1_11520.3, SCUR1_11520.1, SCUR1_11520.2	FGIG_09574
OG0002184	SCUR1_90300.1	FGIG_09626
OG0002185	SCUR1_4850.1	FGIG_09640
OG0002186	SCUR1_21470.1	FGIG_09677
OG0002187	SCUR1_15070.1	FGIG_09895
OG0002188	SCUR1_66870.1, SCUR1_66870.5, SCUR1_66870.4, SCUR1_66870.2, SCUR1_66870.3	FGIG_09940
OG0002189	SCUR1_35630.1	FGIG_09969
OG0002190	SCUR1_26770.1, SCUR1_26770.2, SCUR1_26770.3, SCUR1_26770.4, SCUR1_26770.5, SCUR1_26770.6, SCUR1_26770.7, SCUR1_26770.8	FGIG_10017
OG0002191	SCUR1_11610.1, SCUR1_11630.1	FGIG_10018
OG0002192	SCUR1_45360.1, SCUR1_45350.1, SCUR1_45300.4, SCUR1_45300.1, SCUR1_45300.3, SCUR1_45300.2, SCUR1_45360.4, SCUR1_45360.2, SCUR1_45360.3, SCUR1_45360.5	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139
OG0002193	SCUR1_76400.1	FGIG_10336
OG0002194	SCUR1_30490.1, SCUR1_30490.2	FGIG_10539
OG0002195	SCUR1_53190.1, SCUR1_53190.2	FGIG_10604
OG0002196	SCUR1_100030.1, SCUR1_100030.2	FGIG_10636
OG0002197	SCUR1_58650.1	FGIG_10687
OG0002198	SCUR1_28480.3, SCUR1_28480.1, SCUR1_28480.5, SCUR1_28480.4, SCUR1_28480.2	FGIG_10743
OG0002199	SCUR1_69960.1, SCUR1_69950.1	FGIG_10871
OG0002201	SCUR1_50410.4, SCUR1_50410.3, SCUR1_50410.1, SCUR1_50410.2	FGIG_11203
OG0002202	SCUR1_42420.1, SCUR1_42420.2, SCUR1_42420.3, SCUR1_42420.4, SCUR1_42420.5, SCUR1_42420.6, SCUR1_42420.7	FGIG_11573
OG0002203	SCUR1_76990.1	FGIG_11895, FGIG_11896
OG0002204	SCUR1_25340.1, SCUR1_25340.2	FGIG_12650, FGIG_12066
OG0002205	SCUR1_4350.2, SCUR1_4350.3, SCUR1_4350.1	FGIG_12452
OG0002206	SCUR1_88000.4, SCUR1_88000.3, SCUR1_88000.2, SCUR1_88000.1	FGIG_12508
OG0002212	SCUR1_93840.1	FGIG_00064, FGIG_00063
OG0002214	SCUR1_44480.1, SCUR1_44470.1	FGIG_00154
OG0002215	SCUR1_7280.1, SCUR1_7280.2	FGIG_00249
OG0002217	SCUR1_3390.1	FGIG_00514
OG0002218	SCUR1_5600.1	FGIG_00689
OG0002219	SCUR1_17520.1, SCUR1_17520.2, SCUR1_17520.3, SCUR1_17520.4	FGIG_00868
OG0002220	SCUR1_960.1, SCUR1_960.4, SCUR1_960.2, SCUR1_960.3, SCUR1_960.5, SCUR1_960.6	FGIG_00875
OG0002221	SCUR1_9470.1	FGIG_04571
OG0002222	SCUR1_35020.4, SCUR1_35020.5, SCUR1_35020.6, SCUR1_35020.1, SCUR1_35020.2, SCUR1_35020.3	FGIG_01061
OG0002223	SCUR1_19330.2, SCUR1_19330.1	FGIG_01190, FGIG_01189, FGIG_08130
OG0002224	SCUR1_12430.1	FGIG_01217, FGIG_07046
OG0002225	SCUR1_88660.1, SCUR1_88660.4, SCUR1_88660.5, SCUR1_88660.3, SCUR1_88660.2, SCUR1_88660.6	FGIG_01235, FGIG_01236
OG0002226	SCUR1_26340.2, SCUR1_26340.1, SCUR1_26340.3	FGIG_01251
OG0002227	SCUR1_43310.2, SCUR1_43310.3, SCUR1_43310.4, SCUR1_43310.1	FGIG_01282
OG0002228	SCUR1_42760.1	FGIG_01298
OG0002229	SCUR1_14660.1	FGIG_01349
OG0002230	SCUR1_65150.1	FGIG_01359
OG0002231	SCUR1_62760.1	FGIG_01526
OG0002232	SCUR1_75480.1	FGIG_01528
OG0002233	SCUR1_60260.2, SCUR1_60260.4, SCUR1_60260.1, SCUR1_60260.3	FGIG_01619
OG0002234	SCUR1_53560.1, SCUR1_53570.1	FGIG_01755
OG0002235	SCUR1_18470.1	FGIG_01815
OG0002236	SCUR1_67590.1, SCUR1_67590.2, SCUR1_67590.3	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960
OG0002237	SCUR1_43700.1, SCUR1_43700.4, SCUR1_43700.3, SCUR1_43700.5, SCUR1_43700.2, SCUR1_43700.6	FGIG_01843, FGIG_01844
OG0002239	SCUR1_94240.1	FGIG_02021, FGIG_02022, FGIG_11904
OG0002240	SCUR1_42080.2, SCUR1_42080.1, SCUR1_42080.3, SCUR1_42080.5, SCUR1_42080.4	FGIG_02045
OG0002241	SCUR1_67420.1	FGIG_02071, FGIG_09407
OG0002242	SCUR1_42370.1	FGIG_03786, FGIG_12095, FGIG_02183
OG0002243	SCUR1_29540.1	FGIG_02190
OG0002244	SCUR1_24510.1, SCUR1_24510.2	FGIG_02421
OG0002245	SCUR1_60080.1	FGIG_02712
OG0002246	SCUR1_21700.1	FGIG_02737
OG0002247	SCUR1_25990.1, SCUR1_25990.2	FGIG_02926
OG0002248	SCUR1_52930.3, SCUR1_52930.4, SCUR1_52930.7, SCUR1_52930.6, SCUR1_52930.5, SCUR1_52930.1, SCUR1_52930.2	FGIG_02985
OG0002249	SCUR1_54790.2, SCUR1_54790.1, SCUR1_54790.3	FGIG_03295
OG0002250	SCUR1_40440.1	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265
OG0002251	SCUR1_27200.1, SCUR1_27200.2, SCUR1_27200.3	FGIG_03597
OG0002252	SCUR1_100540.1, SCUR1_100540.2, SCUR1_5130.1, SCUR1_5130.2	FGIG_03608
OG0002253	SCUR1_7330.1, SCUR1_7330.2	FGIG_03758
OG0002254	SCUR1_51520.1	FGIG_03762
OG0002255	SCUR1_6070.3, SCUR1_6070.1, SCUR1_6070.2, SCUR1_6070.4, SCUR1_6070.5	FGIG_03783
OG0002256	SCUR1_48220.1, SCUR1_48220.3, SCUR1_48220.2	FGIG_03842
OG0002257	SCUR1_52410.1, SCUR1_52410.2	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870
OG0002258	SCUR1_52500.1, SCUR1_52500.2, SCUR1_52500.3	FGIG_09563
OG0002259	SCUR1_28290.3, SCUR1_28290.4, SCUR1_28290.5, SCUR1_28290.1, SCUR1_28290.2	FGIG_04001
OG0002260	SCUR1_870.1	FGIG_04041
OG0002261	SCUR1_51260.2, SCUR1_51260.1, SCUR1_51260.3	FGIG_04091
OG0002262	SCUR1_17730.3, SCUR1_17730.5, SCUR1_17730.1, SCUR1_17730.7, SCUR1_17730.6, SCUR1_17730.2, SCUR1_17730.4	FGIG_04206
OG0002263	SCUR1_66620.1, SCUR1_66620.2, SCUR1_66620.3	FGIG_04322
OG0002264	SCUR1_43180.1, SCUR1_43180.2	FGIG_04362
OG0002265	SCUR1_40650.7, SCUR1_40650.5, SCUR1_40650.6, SCUR1_40650.1, SCUR1_40650.4, SCUR1_40650.3, SCUR1_40650.2, SCUR1_40650.8	FGIG_04389
OG0002266	SCUR1_93250.1, SCUR1_93250.4, SCUR1_93250.2, SCUR1_93250.3	FGIG_04454
OG0002267	SCUR1_13480.1	FGIG_04524
OG0002268	SCUR1_82930.1, SCUR1_82920.1	FGIG_11754
OG0002269	SCUR1_61740.1, SCUR1_61740.2	FGIG_04772, FGIG_11249
OG0002270	SCUR1_87430.7, SCUR1_87430.8, SCUR1_87430.2, SCUR1_87430.4, SCUR1_87430.5, SCUR1_87430.6, SCUR1_87430.3, SCUR1_87430.1	FGIG_05032
OG0002271	SCUR1_80800.1, SCUR1_80800.2, SCUR1_80800.3, SCUR1_80800.5, SCUR1_80800.6, SCUR1_80800.4, SCUR1_80800.7	FGIG_05054, FGIG_10761
OG0002272	SCUR1_25010.1	FGIG_05097
OG0002273	SCUR1_77400.1	FGIG_11698, FGIG_05145
OG0002274	SCUR1_46670.1, SCUR1_46670.2	FGIG_05175
OG0002275	SCUR1_83520.1, SCUR1_83520.2, SCUR1_83520.3, SCUR1_83520.4, SCUR1_83530.1	FGIG_05339
OG0002276	SCUR1_52450.2, SCUR1_52450.1, SCUR1_52450.3, SCUR1_52450.4	FGIG_05367
OG0002277	SCUR1_51330.1	FGIG_05444, FGIG_06812
OG0002278	SCUR1_90800.6, SCUR1_90800.1, SCUR1_90800.3, SCUR1_90800.4, SCUR1_90800.5, SCUR1_90800.2	FGIG_09994, FGIG_11786, FGIG_05591
OG0002279	SCUR1_80470.1	FGIG_05662
OG0002279	SCUR1_85610.1	FGIG_09598
OG0002280	SCUR1_58450.1	FGIG_05667, FGIG_09099
OG0002281	SCUR1_42110.1	FGIG_05678
OG0002282	SCUR1_9330.3, SCUR1_9330.2, SCUR1_9320.1, SCUR1_9330.1	FGIG_05703
OG0002283	SCUR1_51460.3, SCUR1_51460.1, SCUR1_51460.2	FGIG_11894, FGIG_05806
OG0002284	SCUR1_70080.1, SCUR1_70080.2, SCUR1_70080.3, SCUR1_70080.4, SCUR1_70080.5, SCUR1_70080.6	FGIG_05967
OG0002285	SCUR1_8350.1	FGIG_05994
OG0002286	SCUR1_66790.6, SCUR1_66790.1, SCUR1_66790.2, SCUR1_66790.3, SCUR1_66790.4, SCUR1_66790.5	FGIG_06042
OG0002287	SCUR1_62350.3, SCUR1_62350.2, SCUR1_62350.1	FGIG_06120
OG0002288	SCUR1_73450.2, SCUR1_73450.4, SCUR1_73450.1, SCUR1_73450.3	FGIG_06146
OG0002289	SCUR1_33210.3, SCUR1_33210.4, SCUR1_33210.5, SCUR1_33210.6, SCUR1_33210.1, SCUR1_33210.2	FGIG_06166
OG0002290	SCUR1_84360.3, SCUR1_84360.2, SCUR1_84360.1	FGIG_09267, FGIG_06359
OG0002291	SCUR1_66010.4, SCUR1_66010.3, SCUR1_66010.5, SCUR1_66010.2, SCUR1_66010.1	FGIG_06403
OG0002292	SCUR1_74000.1	FGIG_06655
OG0002293	SCUR1_59950.1	FGIG_06706
OG0002294	SCUR1_15010.1	FGIG_12343, FGIG_06716
OG0002295	SCUR1_53340.4, SCUR1_53340.3, SCUR1_53340.1, SCUR1_53340.2	FGIG_06836
OG0002296	SCUR1_14250.1	FGIG_07857, FGIG_06883
OG0002297	SCUR1_29160.1, SCUR1_29160.2	FGIG_06891, FGIG_06890
OG0002298	SCUR1_2610.1, SCUR1_2610.2, SCUR1_2620.1, SCUR1_2620.2	FGIG_06951
OG0002299	SCUR1_27160.1, SCUR1_27160.2, SCUR1_27160.3	FGIG_07092
OG0002300	SCUR1_77430.1	FGIG_09925, FGIG_07095
OG0002301	SCUR1_88790.1, SCUR1_88780.1	FGIG_07117
OG0002302	SCUR1_16040.1	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708
OG0002303	SCUR1_74020.3, SCUR1_74020.1, SCUR1_74020.2, SCUR1_74020.5, SCUR1_74020.4	FGIG_07470
OG0002304	SCUR1_67780.1	FGIG_08042
OG0002305	SCUR1_34370.1	FGIG_08091
OG0002306	SCUR1_65430.1, SCUR1_65430.3, SCUR1_65430.4, SCUR1_65430.2, SCUR1_65430.5	FGIG_08115
OG0002307	SCUR1_73460.4, SCUR1_73460.6, SCUR1_73460.1, SCUR1_73460.3, SCUR1_73460.5, SCUR1_73460.2, SCUR1_73460.7	FGIG_08189
OG0002308	SCUR1_51050.1, SCUR1_51050.2, SCUR1_51050.3, SCUR1_51050.4, SCUR1_51050.6, SCUR1_51050.7, SCUR1_51050.5	FGIG_08211
OG0002309	SCUR1_42730.1	FGIG_08287
OG0002310	SCUR1_21830.1	FGIG_08475
OG0002311	SCUR1_4950.1, SCUR1_4950.2, SCUR1_4950.3, SCUR1_4950.4, SCUR1_4950.5, SCUR1_4950.6	FGIG_08577
OG0002313	SCUR1_40540.1	FGIG_08766
OG0002314	SCUR1_4140.1	FGIG_08910
OG0002315	SCUR1_8360.1	FGIG_08928
OG0002316	SCUR1_70280.1	FGIG_09015, FGIG_09014
OG0002317	SCUR1_47200.1	FGIG_09066
OG0002318	SCUR1_22900.1, SCUR1_22900.2	FGIG_09233
OG0002319	SCUR1_18240.1	FGIG_09288, FGIG_11697
OG0002320	SCUR1_73120.1	FGIG_09337
OG0002321	SCUR1_16840.1, SCUR1_16840.2, SCUR1_16840.3, SCUR1_16840.4	FGIG_11653, FGIG_09436
OG0002322	SCUR1_20330.1, SCUR1_20330.2, SCUR1_20330.3	FGIG_09441, FGIG_09442
OG0002323	SCUR1_63060.1	FGIG_09510, FGIG_09829
OG0002324	SCUR1_12510.1	FGIG_09558
OG0002325	SCUR1_13860.3, SCUR1_13860.2, SCUR1_13860.1, SCUR1_13860.4	FGIG_09644
OG0002326	SCUR1_88120.1, SCUR1_88120.2	FGIG_09702
OG0002327	SCUR1_77460.1, SCUR1_77460.2	FGIG_12278, FGIG_09776, FGIG_09775
OG0002328	SCUR1_7410.1, SCUR1_7410.2, SCUR1_7410.3	FGIG_09778
OG0002329	SCUR1_1740.1	FGIG_09876
OG0002330	SCUR1_5920.1	FGIG_09881
OG0002331	SCUR1_5590.1	FGIG_09927, FGIG_11900
OG0002332	SCUR1_12760.3, SCUR1_12760.4, SCUR1_12760.2, SCUR1_12760.1	FGIG_09958
OG0002333	SCUR1_53380.1, SCUR1_53380.2	FGIG_10059
OG0002334	SCUR1_8800.1, SCUR1_8800.2	FGIG_10145
OG0002335	SCUR1_16930.1, SCUR1_16930.3, SCUR1_16930.2	FGIG_10281
OG0002336	SCUR1_56720.3, SCUR1_56720.1, SCUR1_56720.2, SCUR1_56720.4, SCUR1_56720.5	FGIG_12150, FGIG_10289
OG0002337	SCUR1_94920.1, SCUR1_94920.3, SCUR1_94920.2, SCUR1_94920.4	FGIG_10362
OG0002338	SCUR1_9450.1	FGIG_10458
OG0002339	SCUR1_97440.1, SCUR1_88830.1	FGIG_10531
OG0002340	SCUR1_2640.1	FGIG_10716
OG0002341	SCUR1_87520.1, SCUR1_87530.1	FGIG_10749
OG0002342	SCUR1_3510.4, SCUR1_3510.1, SCUR1_3510.2, SCUR1_3510.8, SCUR1_3510.6, SCUR1_3510.7, SCUR1_3510.3, SCUR1_3510.5, SCUR1_3510.9	FGIG_10783
OG0002343	SCUR1_43980.3, SCUR1_43980.4, SCUR1_43980.5, SCUR1_43980.1, SCUR1_43980.2	FGIG_10808
OG0002344	SCUR1_60190.1, SCUR1_60190.3, SCUR1_60190.2	FGIG_11003
OG0002345	SCUR1_86250.1	FGIG_11019
OG0002346	SCUR1_25300.1, SCUR1_25300.2	FGIG_11123, FGIG_11122
OG0002347	SCUR1_20800.1	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386
OG0002348	SCUR1_36290.1, SCUR1_36290.10, SCUR1_36290.2, SCUR1_36290.3, SCUR1_36290.4, SCUR1_36290.5, SCUR1_36290.6, SCUR1_36290.7, SCUR1_36290.8, SCUR1_36290.9, SCUR1_36290.11	FGIG_11206
OG0002349	SCUR1_87520.4, SCUR1_87520.5, SCUR1_87590.1, SCUR1_87520.6	FGIG_11271, FGIG_11398
OG0002350	SCUR1_36690.1, SCUR1_36690.3, SCUR1_36690.4, SCUR1_36690.2	FGIG_11286
