Orthogroup	schistosoma_curassoni	s.mekongi
OG0002485	SCUR1_34420.1, SCUR1_34420.2, SCUR1_34420.3, SCUR1_34400.1	KAK4472541.1
OG0002486	SCUR1_23780.3, SCUR1_23780.1, SCUR1_23780.2	KAK4473286.1
OG0002487	SCUR1_79360.2, SCUR1_79360.3, SCUR1_79360.6, SCUR1_79360.5, SCUR1_79360.4, SCUR1_79360.1, SCUR1_100090.1	KAK4470995.1
OG0002488	SCUR1_54840.1, SCUR1_54840.2	KAK4469858.1
OG0002489	SCUR1_27330.2, SCUR1_27330.1	KAK4473026.1
OG0002490	SCUR1_73470.3, SCUR1_73470.1, SCUR1_73470.2, SCUR1_73470.4	KAK4470660.1
OG0002491	SCUR1_91700.1, SCUR1_91700.2, SCUR1_91700.3	KAK4467913.1
OG0002492	SCUR1_74190.1, SCUR1_74190.2	KAK4470367.1
OG0002493	SCUR1_63580.1	KAK4471320.1
OG0002494	SCUR1_1530.1	KAK4474831.1
OG0002495	SCUR1_14580.1, SCUR1_14580.2	KAK4474575.1
OG0002496	SCUR1_43000.1	KAK4473513.1
OG0002497	SCUR1_45860.1, SCUR1_45860.2	KAK4469709.1
OG0002498	SCUR1_800.1	KAK4474394.1
OG0002499	SCUR1_49600.1	KAK4469230.1
OG0002500	SCUR1_240.1	KAK4475638.1
OG0002501	SCUR1_9620.1	KAK4474363.1
OG0002502	SCUR1_55730.1, SCUR1_55770.1	KAK4469951.1, KAK4469952.1
OG0002503	SCUR1_82560.1	KAK4467461.1
OG0002504	SCUR1_23730.4, SCUR1_23730.5, SCUR1_23730.1, SCUR1_23730.2, SCUR1_23730.3	KAK4473291.1
OG0002505	SCUR1_51530.1	KAK4469156.1
OG0002506	SCUR1_34490.1	KAK4472548.1
OG0002507	SCUR1_81930.1, SCUR1_81930.2, SCUR1_81930.3	KAK4468244.1
OG0002508	SCUR1_63930.1	KAK4471460.1
OG0002509	SCUR1_9160.1	KAK4476214.1
OG0002510	SCUR1_57670.1, SCUR1_57670.4, SCUR1_57670.2, SCUR1_57670.3	KAK4467569.1
OG0002511	SCUR1_71570.1	KAK4470253.1
OG0002512	SCUR1_62780.3, SCUR1_62780.4, SCUR1_62790.2, SCUR1_62790.4, SCUR1_62780.1, SCUR1_62780.2, SCUR1_62790.1, SCUR1_62790.3	KAK4471671.1
OG0002513	SCUR1_50620.1, SCUR1_50620.2	KAK4469436.1
OG0002514	SCUR1_15980.1	KAK4474778.1
OG0002515	SCUR1_42010.2, SCUR1_42010.3, SCUR1_42010.1, SCUR1_42010.4	KAK4473425.1
OG0002516	SCUR1_76050.2, SCUR1_76050.3, SCUR1_76050.1, SCUR1_76050.4, SCUR1_76050.5	KAK4470734.1
OG0002517	SCUR1_73720.4, SCUR1_73720.1, SCUR1_73720.2, SCUR1_73720.3, SCUR1_73720.5, SCUR1_73720.6	KAK4470474.1
OG0002518	SCUR1_42840.1	KAK4473503.1
OG0002519	SCUR1_57720.3, SCUR1_57730.1, SCUR1_57720.2, SCUR1_57720.1, SCUR1_57740.1	KAK4467565.1
OG0002520	SCUR1_73990.1	KAK4470742.1
OG0002521	SCUR1_67130.1	KAK4471067.1, KAK4471066.1
OG0002522	SCUR1_25410.1, SCUR1_25410.3, SCUR1_25410.4, SCUR1_25410.5, SCUR1_25410.6, SCUR1_25410.2	KAK4473252.1
OG0002526	SCUR1_13560.1	KAK4474740.1
OG0002527	SCUR1_41720.1, SCUR1_97100.1	KAK4473392.1, KAK4473393.1
OG0002528	SCUR1_93150.4, SCUR1_93150.5, SCUR1_93150.1, SCUR1_93150.2, SCUR1_93150.3, SCUR1_93150.6	KAK4467775.1
OG0002530	SCUR1_74070.1	KAK4470379.1
OG0002531	SCUR1_27470.1, SCUR1_27470.2	KAK4473089.1
OG0002532	SCUR1_70810.3, SCUR1_70810.4, SCUR1_70810.1, SCUR1_70810.2	KAK4470157.1
OG0002533	SCUR1_65200.1, SCUR1_65210.1	KAK4471252.1
OG0002534	SCUR1_96770.1	KAK4468563.1
OG0002535	SCUR1_35600.1	KAK4474105.1
OG0002536	SCUR1_13610.1	KAK4474745.1
OG0002537	SCUR1_81790.1, SCUR1_81790.2	KAK4468260.1
OG0002538	SCUR1_60670.1	KAK4471905.1
OG0002539	SCUR1_26370.1	KAK4472987.1
OG0002540	SCUR1_39190.1	KAK4473767.1
OG0002541	SCUR1_55560.1	KAK4469799.1
OG0002542	SCUR1_88150.1, SCUR1_88150.2, SCUR1_88150.3, SCUR1_88150.4	KAK4468510.1
OG0002543	SCUR1_29030.1	KAK4472792.1
OG0002544	SCUR1_47770.1, SCUR1_47770.2, SCUR1_47770.3	KAK4469629.1
OG0002545	SCUR1_23560.4, SCUR1_23560.2, SCUR1_23560.3, SCUR1_23560.1	KAK4473302.1
OG0002546	SCUR1_18170.1	KAK4475215.1
OG0002547	SCUR1_94500.1	KAK4467856.1
OG0002548	SCUR1_92300.1, SCUR1_92300.2, SCUR1_99720.1	KAK4467883.1
OG0002549	SCUR1_27850.1, SCUR1_27850.2	KAK4473138.1
OG0002550	SCUR1_95870.1, SCUR1_46980.1, SCUR1_46980.3, SCUR1_46980.2	KAK4469066.1
OG0002551	SCUR1_31070.1	KAK4472679.1
OG0002552	SCUR1_4260.2, SCUR1_4260.1, SCUR1_4260.3	KAK4467387.1, KAK4467506.1, KAK4475710.1
OG0002553	SCUR1_64230.2, SCUR1_64230.3, SCUR1_64230.1	KAK4471835.1
OG0002554	SCUR1_58800.3, SCUR1_58800.1, SCUR1_58800.2	KAK4472087.1
OG0002555	SCUR1_36090.1	KAK4474061.1
OG0002556	SCUR1_20860.1, SCUR1_20860.2	KAK4474301.1
OG0002557	SCUR1_42590.1, SCUR1_42590.2	KAK4473479.1
OG0002558	SCUR1_3940.1, SCUR1_3940.2	KAK4475678.1
OG0002559	SCUR1_24520.1	KAK4473156.1
OG0002560	SCUR1_87520.12, SCUR1_87780.1, SCUR1_87520.13, SCUR1_87520.14	KAK4468947.1
OG0002562	SCUR1_8870.1, SCUR1_8870.2, SCUR1_8870.3	KAK4476239.1
OG0002563	SCUR1_61400.1, SCUR1_61390.1	KAK4471980.1
OG0002564	SCUR1_76920.1	KAK4470753.1
OG0002565	SCUR1_2240.1	KAK4475513.1
OG0002565	SCUR1_2230.1	KAK4475502.1
OG0002566	SCUR1_64830.1	KAK4471213.1
OG0002567	SCUR1_35510.1	KAK4474116.1
OG0002568	SCUR1_63490.1	KAK4471310.1
OG0002569	SCUR1_65520.1	KAK4471279.1
OG0002570	SCUR1_31710.1	KAK4472620.1
OG0002571	SCUR1_40430.1	KAK4473656.1
OG0002572	SCUR1_59090.1, SCUR1_59090.2	KAK4472039.1
OG0002574	SCUR1_74630.1	KAK4470332.1
OG0002575	SCUR1_24130.1, SCUR1_23390.1, SCUR1_23470.1	KAK4473068.1
OG0002576	SCUR1_78100.1	KAK4470870.1
OG0002578	SCUR1_49330.1, SCUR1_49330.2, SCUR1_49330.3	KAK4469253.1
OG0002579	SCUR1_92530.1, SCUR1_92510.1	KAK4467904.1
OG0002580	SCUR1_59230.1	KAK4472055.1
OG0002581	SCUR1_60420.1	KAK4471767.1
OG0002582	SCUR1_35180.1, SCUR1_35180.3, SCUR1_35180.2	KAK4474148.1
OG0002583	SCUR1_86540.5, SCUR1_86540.1, SCUR1_86540.7, SCUR1_86540.4, SCUR1_86540.3, SCUR1_86540.2, SCUR1_86540.6	KAK4468752.1
OG0002584	SCUR1_39260.1	KAK4473762.1
OG0002585	SCUR1_20230.1, SCUR1_20230.2, SCUR1_20230.3, SCUR1_20230.4, SCUR1_20220.2, SCUR1_20220.3, SCUR1_20220.1	KAK4475358.1
OG0002586	SCUR1_19060.1, SCUR1_19060.2	KAK4475123.1
OG0002587	SCUR1_82000.1	KAK4468233.1
OG0002588	SCUR1_100710.3, SCUR1_61100.2, SCUR1_100710.2, SCUR1_100710.4, SCUR1_61100.3, SCUR1_100710.1, SCUR1_61100.1	KAK4471951.1
OG0002589	SCUR1_60920.1	KAK4471928.1
OG0002590	SCUR1_75820.1	KAK4470710.1
OG0002591	SCUR1_77900.1	KAK4470847.1
OG0002592	SCUR1_27520.4, SCUR1_27520.5, SCUR1_27520.6, SCUR1_27520.7, SCUR1_27520.1, SCUR1_27520.3, SCUR1_27520.2	KAK4473094.1
OG0002593	SCUR1_79300.1, SCUR1_79330.1, SCUR1_79310.1, SCUR1_79320.1	KAK4470993.1
OG0002595	SCUR1_48500.1, SCUR1_48500.2	KAK4469555.1
OG0002596	SCUR1_75520.3, SCUR1_75520.1, SCUR1_75520.2, SCUR1_75520.4, SCUR1_75520.5, SCUR1_75520.6, SCUR1_75520.7	KAK4470677.1
OG0002597	SCUR1_13060.1, SCUR1_13060.4, SCUR1_13060.2, SCUR1_13060.3	KAK4474701.1
OG0002598	SCUR1_34460.3, SCUR1_34460.4, SCUR1_34460.5, SCUR1_34460.1, SCUR1_34460.2	KAK4472544.1
OG0002599	SCUR1_66200.1, SCUR1_66200.2	KAK4471646.1, KAK4471071.1
OG0002600	SCUR1_47590.3, SCUR1_47590.1, SCUR1_47590.2	KAK4469126.1
OG0002601	SCUR1_12090.1	KAK4474432.1
OG0002602	SCUR1_21740.1	KAK4475406.1
OG0002603	SCUR1_63050.1	KAK4471396.1
OG0002604	SCUR1_2260.3, SCUR1_2260.1, SCUR1_2260.2	KAK4475522.1
OG0002605	SCUR1_49480.1	KAK4469244.1
OG0002606	SCUR1_84080.1, SCUR1_84080.2, SCUR1_84080.3, SCUR1_84080.4	KAK4468082.1
OG0002607	SCUR1_33520.1	KAK4472334.1
OG0002608	SCUR1_48350.2, SCUR1_48350.1, SCUR1_48350.3, SCUR1_48350.4, SCUR1_48350.5, SCUR1_48350.6, SCUR1_48350.7, SCUR1_48350.8	KAK4469572.1
OG0002609	SCUR1_3810.1, SCUR1_3810.2, SCUR1_3810.3, SCUR1_3810.4, SCUR1_3810.5	KAK4475663.1, KAK4475665.1
OG0002610	SCUR1_42670.1	KAK4473486.1
OG0002611	SCUR1_16890.4, SCUR1_16890.1, SCUR1_16890.2, SCUR1_16890.3	KAK4474861.1
OG0002612	SCUR1_24200.1	KAK4467481.1
OG0002612	SCUR1_56730.1, SCUR1_56730.2, SCUR1_56730.3	KAK4469751.1
OG0002613	SCUR1_45530.1	KAK4473505.1
OG0002613	SCUR1_69250.1, SCUR1_69250.2	KAK4470130.1
OG0002614	SCUR1_97720.1	KAK4475608.1
OG0002615	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3	KAK4468140.1
OG0002616	SCUR1_37450.4, SCUR1_37450.2, SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5	KAK4473848.1
OG0002617	SCUR1_41130.1	KAK4473594.1
OG0002618	SCUR1_97930.1, SCUR1_57430.1	KAK4471164.1
OG0002619	SCUR1_59920.1	KAK4471838.1
OG0002620	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1	KAK4472489.1
OG0002621	SCUR1_8300.1	KAK4475984.1
OG0002622	SCUR1_56610.1	KAK4469743.1
OG0002623	SCUR1_11280.1	KAK4474559.1
OG0002624	SCUR1_16600.1	KAK4474836.1
OG0002625	SCUR1_36200.1, SCUR1_36200.3, SCUR1_36200.2	KAK4474049.1
OG0002626	SCUR1_57700.4, SCUR1_57700.5, SCUR1_57700.2, SCUR1_57700.1, SCUR1_57700.3	KAK4467566.1
OG0002627	SCUR1_13090.12, SCUR1_13160.1	KAK4474676.1
OG0002628	SCUR1_41890.3, SCUR1_41890.1, SCUR1_41890.2	KAK4473414.1, KAK4473411.1
OG0002629	SCUR1_90130.1	KAK4468445.1
OG0002630	SCUR1_8700.1	KAK4476252.1
OG0002631	SCUR1_25100.1, SCUR1_25100.2	KAK4473217.1
OG0002632	SCUR1_83750.1	KAK4468113.1
OG0002633	SCUR1_40120.1, SCUR1_40120.2	KAK4473686.1
OG0002634	SCUR1_24920.1	KAK4473197.1
OG0002635	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1	KAK4473343.1
OG0002636	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3	KAK4471015.1
OG0002637	SCUR1_92980.1	KAK4467702.1
OG0002638	SCUR1_54220.1	KAK4469897.1
OG0002639	SCUR1_66660.1, SCUR1_66660.2	KAK4471615.1
OG0002640	SCUR1_10580.2, SCUR1_10580.4, SCUR1_10580.1, SCUR1_10580.5, SCUR1_10580.6, SCUR1_10580.3	KAK4476273.1
OG0002641	SCUR1_53590.3, SCUR1_53590.1, SCUR1_53590.2	KAK4469360.1
OG0002642	SCUR1_1370.3, SCUR1_1370.1, SCUR1_1370.2	KAK4474619.1
OG0002644	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5	KAK4471790.1
OG0002645	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4	KAK4474376.1
OG0002646	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3	KAK4472920.1
OG0002647	SCUR1_86940.1, SCUR1_86940.2, SCUR1_86940.3	KAK4468697.1
OG0002648	SCUR1_6530.1	KAK4476061.1
OG0002649	SCUR1_40500.1	KAK4473646.1
OG0002650	SCUR1_8310.1	KAK4475983.1
OG0002651	SCUR1_10610.1	KAK4476278.1
OG0002652	SCUR1_45240.1	KAK4473894.1, KAK4467542.1
OG0002653	SCUR1_87970.1	KAK4468927.1
OG0002654	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3	KAK4468318.1
OG0002655	SCUR1_57090.1	KAK4469771.1
OG0002656	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4	KAK4475330.1
OG0002657	SCUR1_16070.1, SCUR1_16070.2	KAK4474784.1
OG0002658	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3	KAK4472414.1
OG0002659	SCUR1_59880.1, SCUR1_59880.2, SCUR1_59880.5, SCUR1_59880.6, SCUR1_59880.3, SCUR1_59880.4	KAK4471842.1
OG0002660	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2	KAK4475534.1
OG0002661	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3	KAK4471307.1
OG0002662	SCUR1_82670.1, SCUR1_82670.2	KAK4468048.1
OG0002663	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3	KAK4468176.1
OG0002664	SCUR1_94690.1, SCUR1_94690.2, SCUR1_94690.3	KAK4467844.1
OG0002665	SCUR1_50300.1	KAK4469407.1
OG0002667	SCUR1_27630.1, SCUR1_27630.2, SCUR1_27630.3, SCUR1_27630.4	KAK4473048.1
OG0002668	SCUR1_68630.1	KAK4471186.1
OG0002669	SCUR1_87690.1, SCUR1_87680.1	KAK4468604.1
OG0002670	SCUR1_28790.4, SCUR1_28790.1, SCUR1_28790.2, SCUR1_28790.3	KAK4472817.1
OG0002671	SCUR1_92320.1, SCUR1_92320.3, SCUR1_92320.4, SCUR1_92320.5, SCUR1_92320.2, SCUR1_99740.1	KAK4467886.1
OG0002672	SCUR1_73160.1	KAK4470631.1
OG0002673	SCUR1_73200.4, SCUR1_73200.5, SCUR1_73290.1	KAK4470642.1
OG0002675	SCUR1_99090.1, SCUR1_99090.2, SCUR1_99090.3	KAK4474368.1
OG0002677	SCUR1_62370.1, SCUR1_62370.2	KAK4471715.1
OG0002678	SCUR1_7440.1	KAK4475957.1
OG0002679	SCUR1_79920.1	KAK4470081.1
OG0002680	SCUR1_66890.1	KAK4471593.1
OG0002681	SCUR1_27380.1, SCUR1_27380.2, SCUR1_27380.3	KAK4473081.1
OG0002683	SCUR1_93100.1, SCUR1_93100.2, SCUR1_93100.3, SCUR1_93100.4, SCUR1_93100.5, SCUR1_93100.6	KAK4467688.1
OG0002684	SCUR1_99540.1	KAK4468058.1
OG0002685	SCUR1_15950.1, SCUR1_15960.1	KAK4474773.1, KAK4474772.1
OG0002687	SCUR1_29300.1	KAK4472774.1
OG0002688	SCUR1_25800.1, SCUR1_25800.2	KAK4472913.1
OG0002689	SCUR1_25830.3, SCUR1_25830.4, SCUR1_25830.2, SCUR1_25830.1	KAK4472868.1
OG0002690	SCUR1_41000.1	KAK4473607.1
OG0002691	SCUR1_82600.1, SCUR1_82600.2	KAK4468051.1
OG0002692	SCUR1_13370.2, SCUR1_13370.1, SCUR1_13370.3	KAK4474728.1
OG0002693	SCUR1_48340.1, SCUR1_48310.1	KAK4469575.1, KAK4469576.1
OG0002694	SCUR1_97870.1, SCUR1_92080.1	KAK4467684.1
OG0002695	SCUR1_2940.1	KAK4475579.1, KAK4475580.1
OG0002696	SCUR1_34090.2, SCUR1_34090.3, SCUR1_34090.4, SCUR1_34090.1	KAK4472278.1
OG0002697	SCUR1_10820.1	KAK4475946.1
OG0002698	SCUR1_2300.1	KAK4475527.1
OG0002699	SCUR1_5380.1	KAK4475860.1, KAK4475861.1
OG0002700	SCUR1_94970.1	KAK4467881.1
OG0002701	SCUR1_54970.3, SCUR1_54970.1, SCUR1_54970.2, SCUR1_55020.1	KAK4469839.1
OG0002702	SCUR1_12780.1	KAK4474663.1
OG0002702	SCUR1_12770.1	KAK4467546.1, KAK4474661.1
OG0002703	SCUR1_54920.1	KAK4469001.1
OG0002704	SCUR1_90950.1, SCUR1_90930.1, SCUR1_56500.1, SCUR1_56500.2	KAK4469734.1
OG0002705	SCUR1_56910.1	KAK4469789.1
OG0002705	SCUR1_56980.1, SCUR1_98460.1	KAK4469788.1
OG0002706	SCUR1_45230.1	KAK4473690.1
OG0002708	SCUR1_31290.1, SCUR1_31290.2, SCUR1_31290.3, SCUR1_31290.4	KAK4472655.1
OG0002709	SCUR1_7970.1	KAK4476139.1
OG0002710	SCUR1_1100.1, SCUR1_1100.2	KAK4476073.1
OG0002711	SCUR1_89280.1	KAK4468624.1
OG0002712	SCUR1_15930.1	KAK4474770.1
OG0002713	SCUR1_47860.1	KAK4469619.1
OG0002714	SCUR1_76860.1, SCUR1_76860.2, SCUR1_76860.3, SCUR1_76860.4	KAK4470749.1
OG0002715	SCUR1_60440.2, SCUR1_60440.1, SCUR1_60440.3	KAK4471754.1
OG0002716	SCUR1_67160.1	KAK4471573.1
OG0002717	SCUR1_88110.1	KAK4468554.1
OG0002718	SCUR1_66300.1	KAK4471654.1
OG0002720	SCUR1_5200.3, SCUR1_5200.5, SCUR1_5200.1, SCUR1_5200.6	KAK4475867.1
OG0002721	SCUR1_93740.1, SCUR1_93740.3, SCUR1_93740.2, SCUR1_93740.4	KAK4467655.1
OG0002722	SCUR1_22190.1, SCUR1_22190.5, SCUR1_22190.2, SCUR1_22190.3, SCUR1_22190.4	KAK4475455.1
OG0002723	SCUR1_80950.1, SCUR1_80950.2	KAK4468312.1
OG0002724	SCUR1_80210.1, SCUR1_80210.2, SCUR1_80210.3, SCUR1_80210.4	KAK4468303.1
OG0002725	SCUR1_4370.3, SCUR1_4370.1, SCUR1_4370.2	KAK4475720.1, KAK4475723.1
OG0002726	SCUR1_30870.1	KAK4472701.1
OG0002727	SCUR1_73000.1	KAK4470614.1
OG0002728	SCUR1_8430.2, SCUR1_8430.3, SCUR1_8430.7, SCUR1_8430.1, SCUR1_8430.5, SCUR1_8430.6, SCUR1_8430.8, SCUR1_8430.4	KAK4475998.1
OG0002729	SCUR1_16220.1	KAK4474800.1
OG0002730	SCUR1_81080.1	KAK4468174.1
OG0002731	SCUR1_100230.3, SCUR1_100230.1, SCUR1_100230.2	KAK4469270.1
OG0002732	SCUR1_66820.1	KAK4471597.1
OG0002733	SCUR1_24390.1, SCUR1_24390.2	KAK4473049.1
OG0002734	SCUR1_42450.1	KAK4473463.1
OG0002735	SCUR1_30980.1	KAK4472689.1
OG0002736	SCUR1_24360.1, SCUR1_24340.2, SCUR1_24340.1, SCUR1_24330.1	KAK4473052.1
OG0002737	SCUR1_36780.1	KAK4473989.1
OG0002739	SCUR1_12850.12, SCUR1_12850.7, SCUR1_12850.1, SCUR1_12850.3, SCUR1_12850.10, SCUR1_12850.11, SCUR1_12850.2, SCUR1_12850.4, SCUR1_12850.5, SCUR1_12850.6, SCUR1_12850.8, SCUR1_12850.9	KAK4474669.1
OG0002740	SCUR1_39780.1	KAK4473717.1
OG0002741	SCUR1_17460.1	KAK4474921.1
OG0002742	SCUR1_70690.1	KAK4470147.1
OG0002743	SCUR1_42050.1, SCUR1_42050.2	KAK4473428.1
OG0002744	SCUR1_57830.1	KAK4471140.1
OG0002745	SCUR1_90900.1	KAK4468844.1
OG0002746	SCUR1_54310.1	KAK4469905.1
OG0002747	SCUR1_25700.1	KAK4473006.1
OG0002748	SCUR1_35370.1	KAK4474127.1
OG0002749	SCUR1_100770.2, SCUR1_100770.1, SCUR1_47800.1	KAK4469628.1
OG0002750	SCUR1_47140.1	KAK4469085.1
OG0002751	SCUR1_40090.1	KAK4473696.1
OG0002752	SCUR1_69520.2, SCUR1_69520.1, SCUR1_69520.3	KAK4470141.1
OG0002753	SCUR1_84370.1	KAK4468156.1
OG0002754	SCUR1_15760.1	KAK4475253.1
OG0002755	SCUR1_3820.1	KAK4475664.1, KAK4475666.1
OG0002756	SCUR1_58110.1	KAK4471179.1
OG0002757	SCUR1_31860.1	KAK4472603.1
OG0002758	SCUR1_5440.1, SCUR1_5440.2	KAK4475841.1
OG0002759	SCUR1_28270.1, SCUR1_28270.2	KAK4472998.1
OG0002760	SCUR1_3530.1	KAK4475634.1
OG0002761	SCUR1_6280.1	KAK4476099.1
OG0002762	SCUR1_94300.7, SCUR1_94300.4, SCUR1_94300.2, SCUR1_94300.5, SCUR1_94300.6, SCUR1_94300.1, SCUR1_94300.3	KAK4467811.1, KAK4467813.1
OG0002763	SCUR1_78020.2, SCUR1_78020.3, SCUR1_78020.4, SCUR1_78020.1	KAK4470861.1
OG0002764	SCUR1_31630.1, SCUR1_31630.2, SCUR1_31630.3	KAK4472628.1
OG0002765	SCUR1_68360.1, SCUR1_68360.2, SCUR1_68360.3, SCUR1_68360.4	KAK4471457.1
OG0002766	SCUR1_72220.1, SCUR1_72220.3, SCUR1_72220.2, SCUR1_72220.4	KAK4470313.1
OG0002767	SCUR1_49490.1	KAK4469243.1
OG0002768	SCUR1_2080.1	KAK4475376.1
OG0002769	SCUR1_26150.1, SCUR1_26150.2	KAK4472893.1
OG0002770	SCUR1_17980.1	KAK4475325.1
OG0002771	SCUR1_33840.1	KAK4472301.1
OG0002772	SCUR1_81190.1	KAK4468029.1
OG0002773	SCUR1_16090.1	KAK4474786.1
OG0002774	SCUR1_2630.1, SCUR1_2630.2, SCUR1_2630.3, SCUR1_2520.4, SCUR1_2520.5, SCUR1_2680.1, SCUR1_2520.6	KAK4475555.1
OG0002775	SCUR1_34220.1	KAK4472266.1
OG0002777	SCUR1_75530.1, SCUR1_75530.2	KAK4470678.1
OG0002778	SCUR1_94170.1, SCUR1_94170.2, SCUR1_98240.2, SCUR1_98240.1, SCUR1_98250.1	KAK4467794.1
OG0002779	SCUR1_33420.1	KAK4472348.1
OG0002780	SCUR1_47270.1	KAK4469094.1
OG0002781	SCUR1_26580.1, SCUR1_26580.4, SCUR1_26580.2, SCUR1_26580.3	KAK4472968.1
OG0002782	SCUR1_78380.1	KAK4470897.1
OG0002783	SCUR1_54260.1	KAK4469893.1
OG0002784	SCUR1_26160.1	KAK4472892.1
OG0002785	SCUR1_70520.2, SCUR1_70520.1, SCUR1_70520.6, SCUR1_70520.3, SCUR1_70520.4, SCUR1_70520.5	KAK4470232.1
OG0002786	SCUR1_13340.1, SCUR1_13340.2, SCUR1_13340.3	KAK4474724.1
OG0002788	SCUR1_10740.1	KAK4475935.1
OG0002789	SCUR1_18800.1	KAK4475144.1
OG0002790	SCUR1_75840.5, SCUR1_75840.1, SCUR1_75840.3, SCUR1_75840.2, SCUR1_75840.4	KAK4470712.1, KAK4470711.1
OG0002791	SCUR1_2490.1	KAK4475544.1
OG0002792	SCUR1_55900.1, SCUR1_55900.3, SCUR1_55900.2	KAK4469027.1
OG0002793	SCUR1_11420.1, SCUR1_11420.2	KAK4474592.1
OG0002794	SCUR1_92420.1, SCUR1_92420.2	KAK4467895.1
OG0002796	SCUR1_12590.1, SCUR1_12590.2	KAK4467330.1, KAK4474641.1
OG0002797	SCUR1_36570.11, SCUR1_36570.9, SCUR1_36570.2, SCUR1_36570.7, SCUR1_36570.6, SCUR1_36570.3, SCUR1_36570.1, SCUR1_36570.8, SCUR1_36570.4, SCUR1_36570.5, SCUR1_36570.10	KAK4474012.1
OG0002798	SCUR1_73520.1, SCUR1_73520.2, SCUR1_73520.3	KAK4470665.1
OG0002799	SCUR1_83230.1, SCUR1_83230.2	KAK4468172.1, KAK4468171.1
OG0002800	SCUR1_97710.1, SCUR1_99600.1, SCUR1_79030.1	KAK4470965.1
OG0002801	SCUR1_4920.1, SCUR1_4920.2	KAK4475790.1
OG0002802	SCUR1_89550.1	KAK4468614.1
OG0002803	SCUR1_26800.5, SCUR1_26800.6, SCUR1_26800.3, SCUR1_26800.2, SCUR1_26800.1, SCUR1_26800.7, SCUR1_26800.4	KAK4472944.1
OG0002804	SCUR1_39440.1	KAK4473749.1, KAK4473751.1
OG0002805	SCUR1_55720.1, SCUR1_55780.1, SCUR1_56170.1	KAK4469980.1
OG0002806	SCUR1_70130.1	KAK4470451.1
OG0002807	SCUR1_20720.1	KAK4474987.1
OG0002808	SCUR1_61940.1	KAK4471766.1
OG0002809	SCUR1_80420.2, SCUR1_80420.3, SCUR1_80420.5, SCUR1_80420.4, SCUR1_80420.1	KAK4467274.1, KAK4467991.1
OG0002810	SCUR1_34940.1, SCUR1_34950.1	KAK4474165.1
OG0002811	SCUR1_21810.1	KAK4475479.1
OG0002812	SCUR1_84670.1, SCUR1_84680.1	KAK4475762.1
OG0002813	SCUR1_77200.1, SCUR1_77200.2	KAK4470782.1
OG0002814	SCUR1_23600.1, SCUR1_23600.2	KAK4473308.1
OG0002815	SCUR1_63330.1, SCUR1_63330.2, SCUR1_63330.3, SCUR1_63330.4, SCUR1_63330.5	KAK4471427.1
OG0002816	SCUR1_19550.1	KAK4475072.1
OG0002817	SCUR1_37460.1, SCUR1_37460.3, SCUR1_37460.2	KAK4473849.1
OG0002818	SCUR1_74730.1, SCUR1_74730.3, SCUR1_74730.2, SCUR1_74730.4	KAK4470552.1
OG0002819	SCUR1_68040.1	KAK4471487.1
OG0002820	SCUR1_74030.1, SCUR1_74030.4, SCUR1_74030.2, SCUR1_74040.1, SCUR1_74030.3, SCUR1_74030.5	KAK4470384.1
OG0002821	SCUR1_4280.1	KAK4467386.1, KAK4475711.1, KAK4467376.1
OG0002823	SCUR1_15100.1	KAK4475285.1
OG0002824	SCUR1_1780.1	KAK4475091.1
OG0002825	SCUR1_48760.1	KAK4468972.1
OG0002826	SCUR1_40930.1	KAK4473615.1
OG0002827	SCUR1_27260.2, SCUR1_27260.1	KAK4473031.1
OG0002828	SCUR1_28160.2, SCUR1_28160.3, SCUR1_28160.1, SCUR1_28160.4, SCUR1_28170.1	KAK4473105.1
OG0002829	SCUR1_60540.1, SCUR1_60540.4, SCUR1_60540.2, SCUR1_60540.3	KAK4471892.1
OG0002830	SCUR1_23370.1	KAK4473315.1
OG0002831	SCUR1_15660.2, SCUR1_15660.1	KAK4475243.1
