Orthogroup	fasciola_hepatica	opisthorchis_viverrini
OG0002869	FhHiC23_g12118.t1	T265_02470
OG0002870	FhHiC23_g726.t1, FhHiC23_g726.t2	T265_02369
OG0002871	FhHiC23_g14625.t1	T265_05892
OG0002872	FhHiC23_g2022.t1	T265_06839
OG0002873	FhHiC23_g16851.t1	T265_05961
OG0002874	FhHiC23_g5390.t2, FhHiC23_g5390.t1	T265_13044
OG0002875	FhHiC23_g2011.t3, FhHiC23_g2011.t1, FhHiC23_g2011.t2	T265_08601
OG0002876	FhHiC23_g188.t1, FhHiC23_g188.t2	T265_09158
OG0002877	FhHiC23_g8089.t1, FhHiC23_g8090.t1	T265_15585
OG0002878	FhHiC23_g7204.t1	T265_09786
OG0002879	FhHiC23_g11232.t1, FhHiC23_g11233.t1, FhHiC23_g11232.t2	T265_00994
OG0002880	FhHiC23_g14996.t1	T265_15974, T265_16333, T265_16372
OG0002881	FhHiC23_g7583.t1	T265_03918
OG0002882	FhHiC23_g11897.t1, FhHiC23_g11898.t1	T265_08367, T265_08365, T265_08366
OG0002883	FhHiC23_g85.t1, FhHiC23_g85.t2	T265_00123
OG0002884	FhHiC23_g7133.t1	T265_01404
OG0002885	FhHiC23_g1946.t1, FhHiC23_g1946.t2	T265_03301, T265_03258
OG0002886	FhHiC23_g768.t1, FhHiC23_g768.t2	T265_00431
OG0002889	FhHiC23_g3622.t1	T265_09957
OG0002890	FhHiC23_g5088.t2	T265_15384
OG0002902	FhHiC23_g5846.t1	T265_10089
OG0002903	FhHiC23_g2976.t1	T265_01720, T265_16142, T265_15992
OG0002904	FhHiC23_g15693.t2, FhHiC23_g15693.t1	T265_00938, T265_12671, T265_16281
OG0002905	FhHiC23_g7418.t1	T265_13028, T265_02524
OG0002906	FhHiC23_g5701.t1	T265_10987
OG0002907	FhHiC23_g12903.t1	T265_00957
OG0002908	FhHiC23_g6811.t1	T265_13687, T265_15239
OG0002910	FhHiC23_g15159.t1	T265_13256
OG0002911	FhHiC23_g15581.t1	T265_13253
OG0002912	FhHiC23_g7643.t1, FhHiC23_g7643.t2	T265_12025, T265_15674
OG0002913	FhHiC23_g13543.t1, FhHiC23_g13543.t2	T265_08468, T265_12220
OG0002914	FhHiC23_g11692.t1, FhHiC23_g11692.t2, FhHiC23_g11691.t1	T265_10038
OG0002915	FhHiC23_g2463.t1	T265_13119
OG0002916	FhHiC23_g11297.t1	T265_02505
OG0002917	FhHiC23_g11318.t1	T265_01608
OG0002917	FhHiC23_g10294.t1	T265_10733
OG0002918	FhHiC23_g4251.t1, FhHiC23_g4251.t2	T265_06975
OG0002919	FhHiC23_g16321.t1, FhHiC23_g16322.t1, FhHiC23_g16322.t2, FhHiC23_g16322.t3, FhHiC23_g16322.t4	T265_07324
OG0002921	FhHiC23_g9310.t1, FhHiC23_g9310.t2	T265_07949
OG0002922	FhHiC23_g2670.t1	T265_02668
OG0002923	FhHiC23_g7030.t1	T265_12590
OG0002924	FhHiC23_g12432.t1, FhHiC23_g12432.t2	T265_09413
OG0002925	FhHiC23_g11417.t2, FhHiC23_g11417.t1	T265_03081
OG0002926	FhHiC23_g5229.t1, FhHiC23_g5230.t1, FhHiC23_g5229.t2	T265_01295
OG0002927	FhHiC23_g13552.t1, FhHiC23_g13556.t1	T265_03127
OG0002928	FhHiC23_g2285.t2, FhHiC23_g2285.t1	T265_13841
OG0002929	FhHiC23_g15576.t1, FhHiC23_g15576.t2	T265_00854
OG0002930	FhHiC23_g6393.t1	T265_09338
OG0002931	FhHiC23_g11585.t1, FhHiC23_g11585.t2	T265_10381
OG0002932	FhHiC23_g14086.t1	T265_12802
OG0002933	FhHiC23_g5904.t1, FhHiC23_g5904.t2	T265_13654, T265_16004, T265_13655
OG0002934	FhHiC23_g9846.t1, FhHiC23_g9846.t2	T265_07078
OG0002935	FhHiC23_g7662.t2, FhHiC23_g7662.t1	T265_01577
OG0002936	FhHiC23_g350.t1	T265_02894
OG0002938	FhHiC23_g105.t1	T265_12858
OG0002938	FhHiC23_g3011.t1	T265_04269
OG0002939	FhHiC23_g11874.t1, FhHiC23_g11874.t2	T265_03203
OG0002940	FhHiC23_g1955.t1, FhHiC23_g1955.t4, FhHiC23_g1955.t3	T265_12767, T265_01318
OG0002941	FhHiC23_g1969.t1	T265_10241
OG0002942	FhHiC23_g3045.t1	T265_02787
OG0002943	FhHiC23_g3043.t1	T265_13089
OG0002944	FhHiC23_g11914.t1	T265_10544
OG0002945	FhHiC23_g2876.t1	T265_11225
OG0002946	FhHiC23_g10625.t1	T265_11123
OG0002946	FhHiC23_g11192.t1	T265_09246
OG0002946	FhHiC23_g14924.t1, FhHiC23_g11571.t1, FhHiC23_g11571.t2	T265_02088
OG0002947	FhHiC23_g16445.t3, FhHiC23_g16445.t1, FhHiC23_g16445.t2	T265_09749
OG0002948	FhHiC23_g7907.t1, FhHiC23_g7907.t2	T265_10715
OG0002949	FhHiC23_g6272.t1, FhHiC23_g6272.t2	T265_02799
OG0002950	FhHiC23_g1361.t1	T265_04871
OG0002951	FhHiC23_g5346.t1	T265_07586
OG0002952	FhHiC23_g752.t1, FhHiC23_g752.t2	T265_12773
OG0002953	FhHiC23_g12035.t1	T265_04423, T265_15987
OG0002954	FhHiC23_g7064.t1, FhHiC23_g7064.t2	T265_06597, T265_15941
OG0002955	FhHiC23_g2790.t1, FhHiC23_g2789.t1	T265_14732
OG0002956	FhHiC23_g9232.t2, FhHiC23_g9232.t1	T265_15076
OG0002957	FhHiC23_g167.t1	T265_00422
OG0002958	FhHiC23_g7660.t1	T265_16166, T265_10751, T265_10762
OG0002959	FhHiC23_g16027.t1	T265_13472
OG0002960	FhHiC23_g1007.t1, FhHiC23_g1007.t2	T265_05712
OG0002961	FhHiC23_g15700.t1, FhHiC23_g15700.t2	T265_11252
OG0002962	FhHiC23_g7360.t1	T265_14105
OG0002964	FhHiC23_g10160.t2, FhHiC23_g10160.t1	T265_08700
OG0002965	FhHiC23_g1611.t1	T265_02144
OG0002966	FhHiC23_g14418.t1, FhHiC23_g14418.t2	T265_04442
OG0002967	FhHiC23_g7903.t1	T265_09516, T265_09515, T265_14873
OG0002968	FhHiC23_g11770.t2, FhHiC23_g11770.t1	T265_14182, T265_14181
OG0002969	FhHiC23_g6287.t2	T265_06233
OG0002969	FhHiC23_g528.t1	T265_07415
OG0002970	FhHiC23_g10995.t1	T265_12882
OG0002971	FhHiC23_g6854.t1	T265_09283
OG0002972	FhHiC23_g7678.t1	T265_00627
OG0002973	FhHiC23_g1606.t1	T265_07435
OG0002974	FhHiC23_g5575.t1, FhHiC23_g5575.t2	T265_15126
OG0002975	FhHiC23_g14863.t1	T265_01518
OG0002976	FhHiC23_g7635.t1, FhHiC23_g7636.t1	T265_03160
OG0002978	FhHiC23_g9329.t1	T265_00903, T265_09105
OG0002978	FhHiC23_g3983.t1, FhHiC23_g3979.t1, FhHiC23_g3981.t1	T265_10423, T265_12662, T265_10155, T265_10156
OG0002979	FhHiC23_g15224.t1	T265_11670
OG0002980	FhHiC23_g6345.t1	T265_00740
OG0002981	FhHiC23_g2590.t1, FhHiC23_g2589.t1	T265_14186
OG0002982	FhHiC23_g385.t1, FhHiC23_g385.t2	T265_13871
OG0002983	FhHiC23_g9279.t1, FhHiC23_g9279.t2	T265_02113, T265_15879
OG0002984	FhHiC23_g10978.t1	T265_14382
OG0002985	FhHiC23_g12581.t1	T265_15506
OG0002986	FhHiC23_g11945.t1, FhHiC23_g11945.t2, FhHiC23_g11945.t3	T265_10270
OG0002986	FhHiC23_g11951.t1	T265_10269
OG0002987	FhHiC23_g10877.t1, FhHiC23_g10877.t2, FhHiC23_g10783.t1, FhHiC23_g10786.t1, FhHiC23_g10771.t1, FhHiC23_g10772.t1, FhHiC23_g10773.t1, FhHiC23_g10768.t1, FhHiC23_g10775.t1, FhHiC23_g10776.t1, FhHiC23_g10777.t1, FhHiC23_g10777.t2, FhHiC23_g10770.t1, FhHiC23_g10779.t1, FhHiC23_g10780.t1, FhHiC23_g10782.t1, FhHiC23_g10784.t1, FhHiC23_g10785.t1, FhHiC23_g10789.t1, FhHiC23_g10769.t1, FhHiC23_g10774.t1, FhHiC23_g10788.t3, FhHiC23_g10788.t1, FhHiC23_g10788.t2	T265_09240, T265_09241, T265_12922, T265_13183, T265_14793, T265_12675, T265_04266, T265_15033
OG0002988	FhHiC23_g9926.t1	T265_08760
OG0002989	FhHiC23_g1397.t1	T265_09294
OG0002990	FhHiC23_g3880.t1	T265_11604
OG0002991	FhHiC23_g15828.t1	T265_00107
OG0002992	FhHiC23_g3366.t1	T265_12542
OG0002993	FhHiC23_g3621.t1	T265_15836, T265_09955, T265_10213
OG0002993	FhHiC23_g3920.t1, FhHiC23_g3920.t2, FhHiC23_g3920.t3	T265_07127
OG0002994	FhHiC23_g15593.t1, FhHiC23_g15593.t2	T265_14978
OG0002995	FhHiC23_g4350.t2, FhHiC23_g4350.t1	T265_10496
OG0002996	FhHiC23_g12190.t1	T265_09556
OG0002997	FhHiC23_g5621.t1, FhHiC23_g5621.t2	T265_11005
OG0002998	FhHiC23_g14661.t1, FhHiC23_g14661.t2, FhHiC23_g14661.t3	T265_01464
OG0002999	FhHiC23_g8023.t1	T265_10797
OG0003000	FhHiC23_g10461.t1	T265_13667
OG0003001	FhHiC23_g9472.t1	T265_06939
OG0003002	FhHiC23_g11344.t1	T265_06956
OG0003003	FhHiC23_g9354.t1	T265_10787
OG0003004	FhHiC23_g3128.t1	T265_02782
OG0003006	FhHiC23_g3666.t1	T265_10485
OG0003007	FhHiC23_g8319.t1	T265_14668
OG0003008	FhHiC23_g5423.t1	T265_10063
OG0003009	FhHiC23_g11072.t1	T265_04390
OG0003010	FhHiC23_g3074.t1, FhHiC23_g3077.t1, FhHiC23_g3078.t1	T265_13842
OG0003011	FhHiC23_g5361.t1, FhHiC23_g5362.t1	T265_07456
OG0003012	FhHiC23_g7680.t2, FhHiC23_g7680.t1, FhHiC23_g7680.t3	T265_02531
OG0003013	FhHiC23_g2949.t3, FhHiC23_g2949.t1, FhHiC23_g2949.t2	T265_03958
OG0003014	FhHiC23_g4276.t1	T265_14360
OG0003015	FhHiC23_g6210.t1, FhHiC23_g6210.t2	T265_04992
OG0003016	FhHiC23_g336.t1	T265_08197
OG0003017	FhHiC23_g3198.t1	T265_02207
OG0003018	FhHiC23_g9189.t2, FhHiC23_g9189.t1	T265_05229, T265_13729, T265_16104
OG0003019	FhHiC23_g465.t1	T265_00834
OG0003020	FhHiC23_g4979.t1, FhHiC23_g4979.t2	T265_13359
OG0003021	FhHiC23_g3494.t1, FhHiC23_g3494.t2, FhHiC23_g3494.t3	T265_11800
OG0003023	FhHiC23_g3863.t2, FhHiC23_g3863.t1	T265_04962, T265_12395
OG0003024	FhHiC23_g895.t2, FhHiC23_g895.t1	T265_08219
OG0003025	FhHiC23_g14779.t1	T265_08285
OG0003026	FhHiC23_g6591.t1	T265_02585
OG0003027	FhHiC23_g11790.t1	T265_11623
OG0003028	FhHiC23_g11659.t1, FhHiC23_g11659.t2	T265_14740
OG0003029	FhHiC23_g3552.t1	T265_07912
OG0003030	FhHiC23_g10622.t1, FhHiC23_g10622.t2	T265_14667
OG0003031	FhHiC23_g2342.t1, FhHiC23_g6847.t1	T265_03339
OG0003032	FhHiC23_g7528.t1	T265_09883
OG0003033	FhHiC23_g1856.t1	T265_00067
OG0003034	FhHiC23_g3628.t1	T265_13931
OG0003036	FhHiC23_g4272.t1	T265_13241
OG0003037	FhHiC23_g2547.t1	T265_08191
OG0003038	FhHiC23_g12488.t1, FhHiC23_g2051.t3, FhHiC23_g2051.t4, FhHiC23_g2052.t1, FhHiC23_g2051.t1, FhHiC23_g2051.t2	T265_01298
OG0003039	FhHiC23_g2084.t1	T265_12554
OG0003040	FhHiC23_g6356.t1	T265_08335
OG0003041	FhHiC23_g5007.t1, FhHiC23_g5007.t2	T265_00719
OG0003043	FhHiC23_g196.t1	T265_02896
OG0003044	FhHiC23_g12704.t1	T265_01567
OG0003045	FhHiC23_g2190.t1	T265_05095
OG0003046	FhHiC23_g2191.t1	T265_05093
OG0003047	FhHiC23_g11034.t1	T265_13450
OG0003048	FhHiC23_g3062.t1	T265_01218, T265_09411
OG0003049	FhHiC23_g3061.t1, FhHiC23_g3061.t2	T265_01217
OG0003050	FhHiC23_g2797.t1	T265_04271, T265_04273
OG0003051	FhHiC23_g5058.t1	T265_09098
OG0003052	FhHiC23_g8350.t1	T265_11750
OG0003053	FhHiC23_g9803.t1, FhHiC23_g9803.t2	T265_03747
OG0003054	FhHiC23_g13290.t1	T265_03119
OG0003056	FhHiC23_g12585.t1	T265_07027
OG0003057	FhHiC23_g7397.t1	T265_07016
OG0003058	FhHiC23_g16089.t1	T265_03889
OG0003059	FhHiC23_g14069.t1	T265_01103, T265_11098, T265_12033
OG0003060	FhHiC23_g1376.t1	T265_13466
OG0003061	FhHiC23_g3502.t1	T265_07124
OG0003062	FhHiC23_g15991.t1	T265_07364
OG0003063	FhHiC23_g11667.t1	T265_15517
OG0003064	FhHiC23_g13269.t1, FhHiC23_g13269.t2	T265_01571
OG0003065	FhHiC23_g14953.t1	T265_12659
OG0003066	FhHiC23_g9211.t1, FhHiC23_g9211.t2	T265_04405
OG0003067	FhHiC23_g9045.t2, FhHiC23_g9045.t1	T265_01085
OG0003068	FhHiC23_g2504.t1	T265_11773
OG0003069	FhHiC23_g1548.t1	T265_01995
OG0003071	FhHiC23_g6782.t1	T265_04804
OG0003072	FhHiC23_g2526.t1	T265_11500
OG0003073	FhHiC23_g8254.t1	T265_12790
OG0003074	FhHiC23_g7265.t1, FhHiC23_g7265.t2	T265_14915
OG0003075	FhHiC23_g7706.t1, FhHiC23_g7706.t2	T265_14577
OG0003076	FhHiC23_g7108.t1, FhHiC23_g7108.t2	T265_10794, T265_16094
OG0003077	FhHiC23_g2415.t1	T265_15604
OG0003078	FhHiC23_g7304.t1	T265_14671
OG0003079	FhHiC23_g1993.t1	T265_11875
OG0003080	FhHiC23_g10859.t1	T265_07755
OG0003081	FhHiC23_g11699.t1	T265_03078
OG0003082	FhHiC23_g1200.t1	T265_11379
OG0003083	FhHiC23_g2579.t1, FhHiC23_g2579.t2	T265_14683
OG0003085	FhHiC23_g6315.t1	T265_14689
OG0003087	FhHiC23_g9838.t1, FhHiC23_g9838.t2	T265_08143
OG0003107	FhHiC23_g2181.t1, FhHiC23_g2181.t2	T265_05277
OG0003108	FhHiC23_g9694.t3, FhHiC23_g9694.t1, FhHiC23_g9694.t2	T265_06555
OG0003109	FhHiC23_g15431.t1, FhHiC23_g15431.t2	T265_13791
OG0003110	FhHiC23_g12147.t1	T265_04583, T265_04581
OG0003111	FhHiC23_g2993.t1	T265_01222
OG0003112	FhHiC23_g7744.t1	T265_03161
OG0003114	FhHiC23_g16550.t1	T265_04310
OG0003115	FhHiC23_g2850.t1	T265_12647
OG0003116	FhHiC23_g6893.t1, FhHiC23_g6894.t1	T265_06786, T265_16161
OG0003117	FhHiC23_g15162.t1, FhHiC23_g15162.t2	T265_00936
OG0003120	FhHiC23_g1334.t1	T265_12987
OG0003121	FhHiC23_g13535.t1, FhHiC23_g13535.t2	T265_03332
OG0003122	FhHiC23_g13541.t1, FhHiC23_g13541.t2	T265_00248
OG0003124	FhHiC23_g16671.t1	T265_09973
OG0003125	FhHiC23_g1543.t1	T265_01989
OG0003126	FhHiC23_g15380.t1, FhHiC23_g15380.t2	T265_02263
OG0003127	FhHiC23_g16147.t1, FhHiC23_g16147.t2	T265_00393
OG0003128	FhHiC23_g4221.t1	T265_12835
OG0003129	FhHiC23_g13307.t3, FhHiC23_g13307.t1, FhHiC23_g13307.t2	T265_00252
OG0003130	FhHiC23_g10474.t1	T265_03259
OG0003130	FhHiC23_g9568.t2, FhHiC23_g9568.t1	T265_03260
OG0003131	FhHiC23_g2845.t1	T265_16261, T265_12645
OG0003133	FhHiC23_g6837.t1	T265_15587
OG0003134	FhHiC23_g3798.t1, FhHiC23_g3798.t2	T265_06539
OG0003136	FhHiC23_g13636.t1	T265_01565
OG0003137	FhHiC23_g10806.t1, FhHiC23_g4159.t1	T265_13566
OG0003138	FhHiC23_g16561.t1	T265_01867, T265_12886
OG0003139	FhHiC23_g1398.t1, FhHiC23_g1398.t3, FhHiC23_g1398.t2	T265_09293
OG0003140	FhHiC23_g5221.t1	T265_10611
OG0003142	FhHiC23_g2954.t1	T265_13088
OG0003142	FhHiC23_g2442.t1	T265_12449
OG0003144	FhHiC23_g5308.t1, FhHiC23_g5308.t2	T265_07038
OG0003145	FhHiC23_g15587.t1	T265_10158, T265_10168, T265_16083
OG0003146	FhHiC23_g15582.t1	T265_00190
OG0003147	FhHiC23_g14888.t1, FhHiC23_g14888.t2, FhHiC23_g122.t1	T265_04879
OG0003148	FhHiC23_g9444.t1	T265_05214
OG0003149	FhHiC23_g1417.t1	T265_14469
OG0003150	FhHiC23_g1170.t1	T265_03278
OG0003151	FhHiC23_g965.t2, FhHiC23_g965.t1	T265_13108
OG0003152	FhHiC23_g6043.t1	T265_13663, T265_16373, T265_07971, T265_16076
OG0003153	FhHiC23_g2885.t1, FhHiC23_g2885.t2	T265_11495
OG0003154	FhHiC23_g14849.t1, FhHiC23_g14850.t1	T265_08108
OG0003155	FhHiC23_g2750.t1	T265_07187
OG0003156	FhHiC23_g14816.t1, FhHiC23_g14816.t2	T265_05065
OG0003157	FhHiC23_g1714.t2, FhHiC23_g1714.t1	T265_07210
OG0003158	FhHiC23_g16029.t1	T265_03832
OG0003159	FhHiC23_g11497.t1, FhHiC23_g16508.t1, FhHiC23_g1308.t1	T265_10689
OG0003161	FhHiC23_g1803.t1	T265_00163
OG0003164	FhHiC23_g5564.t1	T265_07313
OG0003167	FhHiC23_g9337.t1	T265_04823, T265_15925
OG0003168	FhHiC23_g8029.t1, FhHiC23_g6975.t1	T265_00599
OG0003170	FhHiC23_g11476.t1	T265_09151
OG0003171	FhHiC23_g612.t2, FhHiC23_g612.t1	T265_14761, T265_14762
OG0003172	FhHiC23_g15613.t1	T265_12118, T265_11052
OG0003173	FhHiC23_g5045.t1, FhHiC23_g5045.t2, FhHiC23_g5045.t3	T265_02971
OG0003174	FhHiC23_g10671.t2, FhHiC23_g10671.t1	T265_08480
OG0003175	FhHiC23_g9981.t1	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	FhHiC23_g1350.t3, FhHiC23_g1350.t1, FhHiC23_g1350.t4, FhHiC23_g1350.t2	T265_13135
OG0003177	FhHiC23_g8977.t3, FhHiC23_g8977.t1, FhHiC23_g8977.t2	T265_11345
OG0003178	FhHiC23_g6573.t1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	FhHiC23_g2696.t3, FhHiC23_g2696.t1, FhHiC23_g2696.t2	T265_01970
OG0003180	FhHiC23_g12499.t1, FhHiC23_g12494.t1	T265_15379
OG0003181	FhHiC23_g5933.t1, FhHiC23_g6205.t1	T265_12891
OG0003182	FhHiC23_g5521.t1	T265_10341
OG0003183	FhHiC23_g10910.t1	T265_04369, T265_16026
OG0003184	FhHiC23_g5585.t1, FhHiC23_g5585.t2	T265_03526
OG0003185	FhHiC23_g2609.t1, FhHiC23_g2609.t2	T265_15307
OG0003186	FhHiC23_g6174.t1	T265_04885
OG0003187	FhHiC23_g2688.t1	T265_00780
OG0003188	FhHiC23_g4171.t1	T265_07818
OG0003189	FhHiC23_g2376.t1	T265_01242
OG0003190	FhHiC23_g8616.t1, FhHiC23_g8616.t2	T265_11076
OG0003191	FhHiC23_g2066.t1	T265_13899
OG0003192	FhHiC23_g7336.t1	T265_08136
OG0003193	FhHiC23_g6038.t1	T265_05017
OG0003194	FhHiC23_g3227.t1	T265_03962
OG0003195	FhHiC23_g11642.t1	T265_15661
OG0003196	FhHiC23_g7155.t1	T265_01121
OG0003197	FhHiC23_g9495.t1	T265_14545
OG0003198	FhHiC23_g347.t1	T265_05273
OG0003199	FhHiC23_g9167.t1, FhHiC23_g9167.t2	T265_08967
OG0003200	FhHiC23_g13563.t1, FhHiC23_g13563.t2	T265_13485
OG0003201	FhHiC23_g11677.t1	T265_10050
OG0003203	FhHiC23_g16286.t1, FhHiC23_g16285.t1	T265_08385
OG0003204	FhHiC23_g15247.t1	T265_14093
OG0003205	FhHiC23_g14576.t1	T265_14205
OG0003206	FhHiC23_g11169.t1	T265_06903
OG0003207	FhHiC23_g12832.t1	T265_00236
OG0003208	FhHiC23_g8516.t1	T265_12719, T265_01116, T265_02116
OG0003209	FhHiC23_g2510.t1, FhHiC23_g2510.t2, FhHiC23_g2510.t3	T265_04035
OG0003210	FhHiC23_g10792.t2, FhHiC23_g10792.t3, FhHiC23_g10792.t1	T265_15007, T265_15334
OG0003211	FhHiC23_g3037.t1	T265_11261, T265_15387
OG0003212	FhHiC23_g13354.t1	T265_00230
OG0003213	FhHiC23_g6030.t2, FhHiC23_g6030.t1	T265_10936
OG0003214	FhHiC23_g11836.t1, FhHiC23_g11834.t1	T265_02512
OG0003215	FhHiC23_g13199.t1	T265_11178, T265_11179
OG0003216	FhHiC23_g10033.t1, FhHiC23_g7750.t1, FhHiC23_g7750.t2, FhHiC23_g7750.t3	T265_09762
OG0003217	FhHiC23_g7593.t1, FhHiC23_g7593.t2	T265_02011
OG0003218	FhHiC23_g8320.t3, FhHiC23_g8320.t1, FhHiC23_g8320.t2	T265_08129
OG0003219	FhHiC23_g10079.t1, FhHiC23_g10079.t2	T265_08361, T265_14029, T265_00299, T265_07683, T265_09756, T265_06582, T265_05619, T265_15499, T265_10783, T265_00933, T265_06334, T265_06787, T265_15061, T265_00899, T265_06207, T265_06967, T265_04057, T265_15154, T265_15603, T265_12042, T265_07382, T265_08495, T265_15635, T265_10084, T265_02037, T265_15017, T265_05802, T265_06874, T265_09303, T265_10977
OG0003220	FhHiC23_g4616.t1	T265_04665, T265_04127, T265_14421, T265_09523
OG0003222	FhHiC23_g11402.t1, FhHiC23_g11402.t2	T265_15508
OG0003223	FhHiC23_g16331.t1	T265_07346
OG0003224	FhHiC23_g14882.t1	T265_01519
OG0003226	FhHiC23_g12103.t1	T265_04588, T265_06369
OG0003227	FhHiC23_g7921.t2, FhHiC23_g7921.t1	T265_15188
OG0003228	FhHiC23_g16065.t1	T265_05344
OG0003229	FhHiC23_g3272.t1, FhHiC23_g3272.t2, FhHiC23_g3272.t3	T265_01945
OG0003230	FhHiC23_g633.t1	T265_03970
OG0003232	FhHiC23_g11182.t1	T265_11465
OG0003233	FhHiC23_g15692.t1	T265_15043
OG0003234	FhHiC23_g7151.t1	T265_08452
OG0003235	FhHiC23_g4273.t1, FhHiC23_g4273.t2	T265_03407
OG0003237	FhHiC23_g10254.t1	T265_01039
OG0003238	FhHiC23_g8245.t1	T265_00665
OG0003239	FhHiC23_g7246.t1	T265_05841, T265_11592
OG0003240	FhHiC23_g13494.t1	T265_09874
OG0003241	FhHiC23_g4811.t1, FhHiC23_g4813.t2	T265_08313
OG0003242	FhHiC23_g1391.t1	T265_08090, T265_12218
OG0003243	FhHiC23_g11653.t1, FhHiC23_g11653.t2	T265_01389
OG0003244	FhHiC23_g1054.t1, FhHiC23_g1055.t1	T265_14655, T265_08741
OG0003245	FhHiC23_g942.t1	T265_05102
OG0003246	FhHiC23_g12709.t2, FhHiC23_g12709.t1, FhHiC23_g9898.t1, FhHiC23_g9899.t1	T265_04347
OG0003247	FhHiC23_g15555.t1, FhHiC23_g15555.t2	T265_15668
OG0003249	FhHiC23_g7091.t1	T265_02516
OG0003250	FhHiC23_g2563.t1	T265_00815
OG0003251	FhHiC23_g4361.t1, FhHiC23_g4361.t2	T265_15132
OG0003252	FhHiC23_g13873.t1, FhHiC23_g13874.t1	T265_07596
OG0003253	FhHiC23_g15938.t1	T265_04761
OG0003254	FhHiC23_g7334.t1	T265_04181
OG0003255	FhHiC23_g9370.t2, FhHiC23_g9370.t1	T265_08975, T265_08976
OG0003256	FhHiC23_g3948.t4, FhHiC23_g3948.t1, FhHiC23_g3948.t3, FhHiC23_g3948.t2	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563
OG0003257	FhHiC23_g10879.t1	T265_09512
OG0003258	FhHiC23_g14309.t1	T265_13426, T265_16113
OG0003259	FhHiC23_g9707.t1	T265_04248
OG0003260	FhHiC23_g3453.t1	T265_07096
OG0003261	FhHiC23_g5986.t1	T265_13387
OG0003262	FhHiC23_g8395.t1	T265_00613
OG0003263	FhHiC23_g12959.t1, FhHiC23_g12959.t2	T265_11723
OG0003264	FhHiC23_g15025.t1	T265_14781
OG0003265	FhHiC23_g14664.t1	T265_14465
OG0003266	FhHiC23_g1639.t1	T265_00355
OG0003267	FhHiC23_g15350.t2, FhHiC23_g15350.t1	T265_11130
OG0003268	FhHiC23_g14199.t1, FhHiC23_g14199.t2	T265_10845
OG0003269	FhHiC23_g3332.t1	T265_02226
OG0003270	FhHiC23_g7178.t1	T265_05629
OG0003271	FhHiC23_g10947.t1	T265_00964
OG0003273	FhHiC23_g4757.t1	T265_08347
OG0003275	FhHiC23_g10062.t1	T265_15417
OG0003276	FhHiC23_g7878.t1, FhHiC23_g7878.t2	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626
OG0003277	FhHiC23_g5096.t1, FhHiC23_g5096.t2	T265_14638
OG0003278	FhHiC23_g2173.t1	T265_11305
OG0003279	FhHiC23_g12358.t1, FhHiC23_g12358.t2	T265_15092
OG0003280	FhHiC23_g3004.t1	T265_00283, T265_07565
OG0003281	FhHiC23_g9574.t1, FhHiC23_g9575.t1	T265_05670, T265_16020
OG0003282	FhHiC23_g386.t1	T265_05807
OG0003283	FhHiC23_g9999.t2, FhHiC23_g9999.t1	T265_14849
OG0003284	FhHiC23_g7118.t1	T265_10799
OG0003285	FhHiC23_g9070.t1	T265_10409
OG0003286	FhHiC23_g7522.t1, FhHiC23_g7522.t2	T265_14579
OG0003287	FhHiC23_g12165.t1	T265_11152
OG0003288	FhHiC23_g8129.t1	T265_03913, T265_15951
OG0003289	FhHiC23_g12168.t2, FhHiC23_g12168.t1	T265_14827, T265_14826
OG0003290	FhHiC23_g12943.t1	T265_11160
OG0003291	FhHiC23_g10831.t1	T265_10834
OG0003292	FhHiC23_g3941.t1	T265_04681
OG0003293	FhHiC23_g6632.t1	T265_05415
OG0003294	FhHiC23_g5656.t1	T265_08998
OG0003295	FhHiC23_g4629.t1	T265_06245
OG0003297	FhHiC23_g10640.t1	T265_11733
OG0003298	FhHiC23_g883.t1, FhHiC23_g881.t1	T265_00463
OG0003299	FhHiC23_g2704.t2, FhHiC23_g2704.t1	T265_07321
OG0003300	FhHiC23_g11556.t1	T265_01803
OG0003301	FhHiC23_g14704.t1, FhHiC23_g14705.t2, FhHiC23_g14705.t1	T265_10537
OG0003302	FhHiC23_g12995.t1	T265_14440
OG0003303	FhHiC23_g98.t1, FhHiC23_g100.t1, FhHiC23_g100.t2	T265_03311
OG0003304	FhHiC23_g10738.t1, FhHiC23_g10738.t2	T265_09145
OG0003305	FhHiC23_g3030.t1	T265_00774
OG0003306	FhHiC23_g2064.t1, FhHiC23_g2064.t2	T265_14129
OG0003307	FhHiC23_g9989.t1	T265_11890
OG0003310	FhHiC23_g1498.t1	T265_12760
OG0003312	FhHiC23_g16315.t1, FhHiC23_g4150.t1, FhHiC23_g5419.t1, FhHiC23_g3878.t1, FhHiC23_g2569.t1	T265_07556, T265_15541, T265_08896, T265_15698, T265_15731, T265_15697, T265_15717, T265_12007, T265_08368, T265_09978, T265_08331, T265_11080, T265_09736, T265_09998, T265_03720, T265_07026, T265_14778, T265_02064
OG0003313	FhHiC23_g2873.t1	T265_02811
OG0003315	FhHiC23_g6234.t1, FhHiC23_g6234.t2	T265_01927
