Orthogroup	fasciola_hepatica	fasciola_gigantica
OG0003580	FhHiC23_g11768.t1	FGIG_00273
OG0003581	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3	FGIG_00360
OG0003582	FhHiC23_g8386.t1, FhHiC23_g8388.t1	FGIG_00366
OG0003583	FhHiC23_g13274.t1	FGIG_00376
OG0003584	FhHiC23_g7561.t1	FGIG_00469
OG0003585	FhHiC23_g4051.t1	FGIG_00518
OG0003586	FhHiC23_g14051.t1	FGIG_00534
OG0003587	FhHiC23_g11480.t2, FhHiC23_g11480.t1	FGIG_00586
OG0003588	FhHiC23_g11722.t1	FGIG_00743
OG0003589	FhHiC23_g3204.t1, FhHiC23_g3205.t1	FGIG_00813
OG0003590	FhHiC23_g12301.t1	FGIG_12402
OG0003590	FhHiC23_g12301.t2	FGIG_00895
OG0003591	FhHiC23_g6986.t1	FGIG_00905
OG0003592	FhHiC23_g2464.t1, FhHiC23_g2464.t2	FGIG_00927
OG0003593	FhHiC23_g5817.t1, FhHiC23_g5817.t2	FGIG_00974
OG0003594	FhHiC23_g15075.t1	FGIG_00996
OG0003595	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1	FGIG_01053
OG0003596	FhHiC23_g523.t1, FhHiC23_g523.t2	FGIG_01069
OG0003597	FhHiC23_g2322.t1	FGIG_01078
OG0003598	FhHiC23_g5777.t1, FhHiC23_g5777.t2	FGIG_01092
OG0003599	FhHiC23_g10643.t1, FhHiC23_g10643.t2	FGIG_01106
OG0003600	FhHiC23_g12565.t1	FGIG_01135
OG0003601	FhHiC23_g9713.t1	FGIG_01211
OG0003602	FhHiC23_g7579.t1	FGIG_01316
OG0003603	FhHiC23_g2283.t1	FGIG_01389
OG0003604	FhHiC23_g12486.t1	FGIG_01421
OG0003605	FhHiC23_g11683.t1, FhHiC23_g11683.t2	FGIG_01482
OG0003606	FhHiC23_g5553.t1	FGIG_01532
OG0003607	FhHiC23_g15477.t1, FhHiC23_g15479.t1	FGIG_01612
OG0003608	FhHiC23_g6344.t1	FGIG_01683
OG0003609	FhHiC23_g5772.t1	FGIG_01810
OG0003610	FhHiC23_g15972.t1	FGIG_01872
OG0003611	FhHiC23_g1399.t1	FGIG_01911
OG0003612	FhHiC23_g7366.t1	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	FhHiC23_g7875.t1	FGIG_01939
OG0003614	FhHiC23_g8173.t1	FGIG_01971, FGIG_01972
OG0003615	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2	FGIG_01976
OG0003616	FhHiC23_g10961.t1, FhHiC23_g10961.t2	FGIG_02007, FGIG_02006
OG0003617	FhHiC23_g8528.t1	FGIG_02047
OG0003618	FhHiC23_g9752.t1	FGIG_02055
OG0003619	FhHiC23_g13105.t1	FGIG_02061
OG0003620	FhHiC23_g2225.t1	FGIG_02101
OG0003620	FhHiC23_g3316.t1	FGIG_08873
OG0003621	FhHiC23_g2223.t1, FhHiC23_g2223.t2	FGIG_02103
OG0003622	FhHiC23_g4004.t1	FGIG_02151
OG0003622	FhHiC23_g2095.t1	FGIG_02150
OG0003623	FhHiC23_g406.t1	FGIG_02257
OG0003624	FhHiC23_g12955.t1	FGIG_02258
OG0003625	FhHiC23_g16381.t1	FGIG_02275
OG0003626	FhHiC23_g3677.t1	FGIG_02277
OG0003627	FhHiC23_g3675.t1	FGIG_02279, FGIG_02278
OG0003628	FhHiC23_g6142.t1	FGIG_02331
OG0003629	FhHiC23_g12079.t1	FGIG_02383
OG0003630	FhHiC23_g6475.t1	FGIG_02400
OG0003631	FhHiC23_g2763.t1	FGIG_02436
OG0003632	FhHiC23_g8058.t1	FGIG_02505
OG0003633	FhHiC23_g1329.t1	FGIG_02585
OG0003634	FhHiC23_g2686.t1	FGIG_02606
OG0003634	FhHiC23_g2686.t2	FGIG_02607
OG0003635	FhHiC23_g1014.t1	FGIG_02628
OG0003636	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4	FGIG_11211, FGIG_02695
OG0003637	FhHiC23_g7042.t1	FGIG_02762
OG0003638	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4	FGIG_02770
OG0003638	FhHiC23_g1854.t1, FhHiC23_g1854.t5	FGIG_02771
OG0003639	FhHiC23_g1855.t1, FhHiC23_g1855.t2	FGIG_02772
OG0003640	FhHiC23_g13721.t1, FhHiC23_g13721.t2	FGIG_02786
OG0003641	FhHiC23_g2336.t1	FGIG_02865
OG0003642	FhHiC23_g1892.t1, FhHiC23_g1892.t2	FGIG_02922
OG0003643	FhHiC23_g813.t1	FGIG_02927
OG0003644	FhHiC23_g15197.t1, FhHiC23_g15197.t2	FGIG_03073
OG0003645	FhHiC23_g1805.t1, FhHiC23_g1805.t2	FGIG_03143
OG0003646	FhHiC23_g2863.t1	FGIG_03166
OG0003647	FhHiC23_g11109.t1	FGIG_03168
OG0003648	FhHiC23_g11942.t1	FGIG_03188
OG0003649	FhHiC23_g5642.t1, FhHiC23_g5642.t2	FGIG_03219
OG0003650	FhHiC23_g15527.t1	FGIG_03263
OG0003651	FhHiC23_g2200.t1, FhHiC23_g2200.t2	FGIG_03287
OG0003652	FhHiC23_g498.t1	FGIG_03323
OG0003652	FhHiC23_g492.t2, FhHiC23_g492.t1	FGIG_10472
OG0003653	FhHiC23_g5806.t1	FGIG_03385
OG0003654	FhHiC23_g7901.t1	FGIG_03411
OG0003655	FhHiC23_g4622.t1, FhHiC23_g4622.t2	FGIG_03536
OG0003656	FhHiC23_g2531.t1	FGIG_03555
OG0003657	FhHiC23_g13346.t2, FhHiC23_g13346.t1	FGIG_03629
OG0003658	FhHiC23_g762.t1	FGIG_03659
OG0003659	FhHiC23_g14187.t1, FhHiC23_g14187.t2	FGIG_03808
OG0003659	FhHiC23_g3410.t1, FhHiC23_g3410.t2	FGIG_03705, FGIG_10990
OG0003660	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3	FGIG_03712
OG0003661	FhHiC23_g1834.t1	FGIG_03773
OG0003662	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1	FGIG_03809
OG0003663	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3	FGIG_03827
OG0003664	FhHiC23_g1431.t1, FhHiC23_g1431.t2	FGIG_04081
OG0003665	FhHiC23_g2840.t1	FGIG_04110
OG0003666	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2	FGIG_04175
OG0003667	FhHiC23_g10839.t1	FGIG_04235
OG0003668	FhHiC23_g1580.t1	FGIG_04251
OG0003669	FhHiC23_g989.t1	FGIG_05183
OG0003669	FhHiC23_g995.t1	FGIG_04279
OG0003670	FhHiC23_g4525.t1, FhHiC23_g4525.t2	FGIG_04318
OG0003671	FhHiC23_g3132.t1	FGIG_04333
OG0003672	FhHiC23_g9327.t1	FGIG_04413
OG0003673	FhHiC23_g16680.t1, FhHiC23_g16680.t2	FGIG_04449
OG0003674	FhHiC23_g5968.t1	FGIG_04589, FGIG_04590
OG0003675	FhHiC23_g4528.t1, FhHiC23_g4528.t2	FGIG_04600
OG0003676	FhHiC23_g9036.t1	FGIG_04653, FGIG_04652
OG0003677	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1	FGIG_04666
OG0003678	FhHiC23_g5499.t1	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	FhHiC23_g14318.t1	FGIG_04803
OG0003680	FhHiC23_g4875.t1	FGIG_04884
OG0003681	FhHiC23_g16438.t2, FhHiC23_g16438.t1	FGIG_04982
OG0003682	FhHiC23_g328.t1	FGIG_04999
OG0003683	FhHiC23_g13387.t1	FGIG_05008
OG0003684	FhHiC23_g5679.t1	FGIG_05125
OG0003685	FhHiC23_g14159.t1	FGIG_05168
OG0003686	FhHiC23_g16597.t1	FGIG_05190
OG0003686	FhHiC23_g16597.t2	FGIG_05191
OG0003687	FhHiC23_g16129.t1	FGIG_05219
OG0003688	FhHiC23_g4126.t2, FhHiC23_g4126.t1	FGIG_05228
OG0003689	FhHiC23_g7428.t1	FGIG_05234
OG0003690	FhHiC23_g1766.t1	FGIG_09787
OG0003690	FhHiC23_g1768.t1	FGIG_05256
OG0003691	FhHiC23_g9828.t1, FhHiC23_g9829.t1	FGIG_05257
OG0003692	FhHiC23_g14022.t1	FGIG_05307
OG0003693	FhHiC23_g1564.t1	FGIG_05359
OG0003694	FhHiC23_g10214.t1	FGIG_05400
OG0003695	FhHiC23_g7157.t1	FGIG_05402
OG0003696	FhHiC23_g2315.t1, FhHiC23_g2315.t2	FGIG_05430
OG0003697	FhHiC23_g12513.t1, FhHiC23_g12511.t1	FGIG_05465
OG0003698	FhHiC23_g5224.t1	FGIG_05470, FGIG_05471
OG0003699	FhHiC23_g6416.t1	FGIG_05504, FGIG_12553
OG0003700	FhHiC23_g182.t1, FhHiC23_g182.t2	FGIG_05526
OG0003701	FhHiC23_g3667.t1, FhHiC23_g3667.t2	FGIG_05891
OG0003702	FhHiC23_g14939.t1	FGIG_05910
OG0003703	FhHiC23_g11314.t1	FGIG_05933
OG0003704	FhHiC23_g6117.t1	FGIG_13994, FGIG_05964
OG0003705	FhHiC23_g5286.t1	FGIG_06163
OG0003706	FhHiC23_g16620.t1	FGIG_06271, FGIG_06272
OG0003707	FhHiC23_g13441.t1	FGIG_06450
OG0003708	FhHiC23_g7630.t1, FhHiC23_g7630.t2	FGIG_06479
OG0003709	FhHiC23_g13326.t1	FGIG_06505
OG0003710	FhHiC23_g6588.t1	FGIG_06612
OG0003711	FhHiC23_g8246.t1	FGIG_06613
OG0003712	FhHiC23_g10763.t2, FhHiC23_g10763.t1	FGIG_06656
OG0003713	FhHiC23_g15885.t1	FGIG_06713
OG0003714	FhHiC23_g15893.t1, FhHiC23_g15893.t2	FGIG_12067
OG0003714	FhHiC23_g15892.t1	FGIG_12236
OG0003714	FhHiC23_g16030.t1	FGIG_06747
OG0003715	FhHiC23_g9589.t1	FGIG_06756, FGIG_10384
OG0003716	FhHiC23_g9408.t2	FGIG_11776
OG0003716	FhHiC23_g9408.t1	FGIG_06886
OG0003717	FhHiC23_g3234.t2, FhHiC23_g3234.t1	FGIG_06980
OG0003718	FhHiC23_g1101.t1	FGIG_07002
OG0003719	FhHiC23_g149.t1, FhHiC23_g149.t3	FGIG_07036
OG0003719	FhHiC23_g149.t2	FGIG_07037
OG0003720	FhHiC23_g7948.t1	FGIG_07079
OG0003721	FhHiC23_g16260.t1, FhHiC23_g16260.t2	FGIG_07108
OG0003722	FhHiC23_g16259.t1	FGIG_07109
OG0003723	FhHiC23_g9176.t1	FGIG_07238
OG0003724	FhHiC23_g10624.t1	FGIG_07419
OG0003725	FhHiC23_g13250.t1	FGIG_07513
OG0003726	FhHiC23_g243.t1, FhHiC23_g78.t1	FGIG_07524
OG0003727	FhHiC23_g4636.t1	FGIG_07563
OG0003728	FhHiC23_g15186.t1	FGIG_07579
OG0003729	FhHiC23_g12343.t1	FGIG_07608
OG0003730	FhHiC23_g1132.t1	FGIG_07635
OG0003731	FhHiC23_g3764.t1, FhHiC23_g3764.t2	FGIG_07729, FGIG_07730
OG0003732	FhHiC23_g3585.t1	FGIG_07745
OG0003733	FhHiC23_g12062.t1	FGIG_07762
OG0003734	FhHiC23_g12617.t2, FhHiC23_g12617.t1	FGIG_07828
OG0003735	FhHiC23_g12790.t1	FGIG_07925
OG0003736	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3	FGIG_07989
OG0003737	FhHiC23_g12803.t1	FGIG_08005
OG0003738	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1	FGIG_08015
OG0003739	FhHiC23_g1275.t1	FGIG_08064
OG0003740	FhHiC23_g9478.t1	FGIG_08197
OG0003741	FhHiC23_g1056.t1	FGIG_08295
OG0003742	FhHiC23_g8591.t2	FGIG_08386
OG0003742	FhHiC23_g8591.t1	FGIG_08385
OG0003743	FhHiC23_g7165.t1	FGIG_08425
OG0003744	FhHiC23_g5453.t1, FhHiC23_g5453.t2	FGIG_08433
OG0003745	FhHiC23_g5466.t1, FhHiC23_g5466.t2	FGIG_08508
OG0003746	FhHiC23_g12328.t1	FGIG_08595
OG0003747	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3	FGIG_08676
OG0003748	FhHiC23_g13118.t1, FhHiC23_g13118.t2	FGIG_08786
OG0003749	FhHiC23_g14989.t2, FhHiC23_g14989.t1	FGIG_08829
OG0003750	FhHiC23_g2623.t1	FGIG_08843
OG0003751	FhHiC23_g4282.t1	FGIG_08862
OG0003752	FhHiC23_g5161.t1, FhHiC23_g5161.t2	FGIG_08988
OG0003753	FhHiC23_g15036.t3	FGIG_09668
OG0003753	FhHiC23_g15036.t2	FGIG_09667, FGIG_09036
OG0003754	FhHiC23_g3665.t1	FGIG_09038
OG0003755	FhHiC23_g13379.t1, FhHiC23_g13379.t2	FGIG_09116
OG0003756	FhHiC23_g8645.t1	FGIG_09217
OG0003757	FhHiC23_g14612.t1	FGIG_09254
OG0003758	FhHiC23_g6498.t1	FGIG_09269
OG0003759	FhHiC23_g6830.t1	FGIG_09414
OG0003760	FhHiC23_g14436.t1	FGIG_09472
OG0003761	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3	FGIG_09526
OG0003762	FhHiC23_g16494.t1	FGIG_09568
OG0003763	FhHiC23_g4925.t1	FGIG_09747, FGIG_09748
OG0003764	FhHiC23_g6226.t1	FGIG_09791
OG0003765	FhHiC23_g10903.t1	FGIG_09850
OG0003766	FhHiC23_g1029.t1	FGIG_09880
OG0003767	FhHiC23_g8534.t1, FhHiC23_g6973.t2	FGIG_09908
OG0003768	FhHiC23_g12359.t1	FGIG_10005
OG0003769	FhHiC23_g6631.t1	FGIG_10096
OG0003770	FhHiC23_g3337.t1	FGIG_10119
OG0003771	FhHiC23_g11602.t1	FGIG_10154
OG0003772	FhHiC23_g1845.t1, FhHiC23_g1845.t2	FGIG_10200
OG0003773	FhHiC23_g16182.t1	FGIG_10332
OG0003774	FhHiC23_g8891.t1	FGIG_10366
OG0003775	FhHiC23_g192.t1	FGIG_10369
OG0003776	FhHiC23_g12554.t1	FGIG_10526
OG0003777	FhHiC23_g6964.t1	FGIG_10553
OG0003778	FhHiC23_g9314.t1	FGIG_12691, FGIG_10658
OG0003779	FhHiC23_g15193.t1	FGIG_10699
OG0003780	FhHiC23_g8223.t1	FGIG_10805
OG0003781	FhHiC23_g10291.t1	FGIG_10878
OG0003782	FhHiC23_g2028.t3	FGIG_10921
OG0003783	FhHiC23_g212.t1	FGIG_11054
OG0003783	FhHiC23_g212.t2	FGIG_10954
OG0003784	FhHiC23_g1125.t1	FGIG_10994
OG0003785	FhHiC23_g14617.t1	FGIG_11010
OG0003786	FhHiC23_g7714.t1, FhHiC23_g6999.t1	FGIG_11016
OG0003787	FhHiC23_g15288.t1, FhHiC23_g15288.t2	FGIG_11020
OG0003788	FhHiC23_g833.t1, FhHiC23_g833.t2	FGIG_11181
OG0003789	FhHiC23_g12543.t1	FGIG_11186
OG0003790	FhHiC23_g5330.t1	FGIG_11213
OG0003791	FhHiC23_g227.t1	FGIG_11283
OG0003792	FhHiC23_g3509.t1, FhHiC23_g3509.t2	FGIG_11350
OG0003793	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1	FGIG_11585, FGIG_11402
OG0003794	FhHiC23_g4010.t1	FGIG_11510
OG0003795	FhHiC23_g12979.t1, FhHiC23_g12980.t1	FGIG_11651
OG0003796	FhHiC23_g8618.t1	FGIG_11667, FGIG_11668
OG0003797	FhHiC23_g1729.t1	FGIG_11691
OG0003798	FhHiC23_g16180.t1, FhHiC23_g16180.t2	FGIG_11711
OG0003799	FhHiC23_g4228.t1	FGIG_12062, FGIG_11795
OG0003800	FhHiC23_g10374.t1, FhHiC23_g10374.t2	FGIG_11956
OG0003801	FhHiC23_g1560.t1, FhHiC23_g1561.t1	FGIG_12180
OG0003827	FhHiC23_g5317.t1	FGIG_00616
OG0003827	FhHiC23_g5344.t1	FGIG_00003
OG0003828	FhHiC23_g5854.t1	FGIG_00011
OG0003829	FhHiC23_g11741.t1	FGIG_00056
OG0003830	FhHiC23_g11591.t1, FhHiC23_g11593.t1	FGIG_00070, FGIG_00074
OG0003831	FhHiC23_g9389.t1, FhHiC23_g9389.t2	FGIG_00079
OG0003832	FhHiC23_g9184.t1	FGIG_00158, FGIG_07024, FGIG_07023
OG0003833	FhHiC23_g14579.t1, FhHiC23_g14579.t2	FGIG_00179
OG0003834	FhHiC23_g12646.t1	FGIG_00232
OG0003835	FhHiC23_g10635.t1	FGIG_00269
OG0003836	FhHiC23_g5703.t1, FhHiC23_g5703.t2	FGIG_00287
OG0003837	FhHiC23_g6190.t1	FGIG_00306
OG0003837	FhHiC23_g6189.t1	FGIG_00307
OG0003838	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2	FGIG_00326
OG0003839	FhHiC23_g13451.t1, FhHiC23_g13451.t2	FGIG_00336
OG0003840	FhHiC23_g4836.t1, FhHiC23_g4845.t1	FGIG_00353
OG0003841	FhHiC23_g14697.t1	FGIG_00378
OG0003842	FhHiC23_g5336.t1	FGIG_00385
OG0003842	FhHiC23_g15541.t2, FhHiC23_g15541.t1	FGIG_05108
OG0003843	FhHiC23_g13166.t1	FGIG_00393, FGIG_08414
OG0003844	FhHiC23_g6166.t1	FGIG_00400
OG0003845	FhHiC23_g16557.t1	FGIG_11306, FGIG_00428
OG0003846	FhHiC23_g12895.t1	FGIG_00437, FGIG_01677
OG0003847	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2	FGIG_00468
OG0003848	FhHiC23_g4049.t1	FGIG_00519
OG0003849	FhHiC23_g15163.t2, FhHiC23_g15163.t1	FGIG_00572
OG0003850	FhHiC23_g5890.t1	FGIG_00595
OG0003851	FhHiC23_g7570.t1, FhHiC23_g7570.t2	FGIG_00629
OG0003852	FhHiC23_g9824.t1	FGIG_00732
OG0003853	FhHiC23_g10036.t2, FhHiC23_g9043.t1	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	FhHiC23_g8548.t1	FGIG_00780
OG0003855	FhHiC23_g14330.t1	FGIG_00798
OG0003856	FhHiC23_g3543.t1	FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2	FGIG_00916
OG0003858	FhHiC23_g5810.t1	FGIG_00980
OG0003859	FhHiC23_g8045.t1	FGIG_00987
OG0003860	FhHiC23_g6228.t1	FGIG_01015
OG0003861	FhHiC23_g5691.t2, FhHiC23_g5691.t1	FGIG_01052
OG0003862	FhHiC23_g6280.t1	FGIG_01086
OG0003863	FhHiC23_g9711.t1, FhHiC23_g9711.t2	FGIG_01209
OG0003864	FhHiC23_g3441.t1, FhHiC23_g3435.t1, FhHiC23_g3432.t1, FhHiC23_g3447.t1, FhHiC23_g3438.t1	FGIG_01322
OG0003865	FhHiC23_g9446.t1	FGIG_01481
OG0003866	FhHiC23_g5717.t1	FGIG_01504
OG0003867	FhHiC23_g305.t1	FGIG_01563
OG0003868	FhHiC23_g8535.t1	FGIG_01607
OG0003869	FhHiC23_g14053.t1	FGIG_01647
OG0003870	FhHiC23_g9845.t1	FGIG_01685
OG0003871	FhHiC23_g6462.t1	FGIG_01706
OG0003872	FhHiC23_g1895.t1, FhHiC23_g1895.t2	FGIG_01778
OG0003873	FhHiC23_g4568.t1	FGIG_11719, FGIG_01823
OG0003874	FhHiC23_g14240.t1	FGIG_01842
OG0003875	FhHiC23_g9059.t1	FGIG_01914
OG0003876	FhHiC23_g5288.t1, FhHiC23_g5288.t2	FGIG_02374
OG0003876	FhHiC23_g6090.t1	FGIG_01932
OG0003877	FhHiC23_g8170.t1, FhHiC23_g8170.t2	FGIG_11477, FGIG_01966
OG0003878	FhHiC23_g8171.t1, FhHiC23_g8171.t2	FGIG_01968, FGIG_01967
OG0003879	FhHiC23_g2364.t1	FGIG_01984
OG0003880	FhHiC23_g16169.t1	FGIG_01989
OG0003881	FhHiC23_g7110.t1	FGIG_01997
OG0003882	FhHiC23_g9365.t1, FhHiC23_g9365.t2	FGIG_02010
OG0003883	FhHiC23_g7389.t1, FhHiC23_g7389.t2	FGIG_02048
OG0003884	FhHiC23_g10181.t1	FGIG_02121
OG0003885	FhHiC23_g8151.t1	FGIG_02125
OG0003886	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2	FGIG_02170
OG0003887	FhHiC23_g16060.t1	FGIG_02184, FGIG_02185
OG0003888	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2	FGIG_02242
OG0003889	FhHiC23_g2401.t1	FGIG_02322
OG0003890	FhHiC23_g14980.t2, FhHiC23_g14980.t1	FGIG_02376
OG0003891	FhHiC23_g11725.t1, FhHiC23_g11725.t2	FGIG_02407
OG0003892	FhHiC23_g7768.t1, FhHiC23_g7768.t2	FGIG_02423
OG0003893	FhHiC23_g11780.t1	FGIG_02565
OG0003894	FhHiC23_g11878.t1, FhHiC23_g11878.t2	FGIG_02591
OG0003895	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3	FGIG_02599
OG0003896	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1	FGIG_02846
OG0003897	FhHiC23_g6604.t1, FhHiC23_g6604.t2	FGIG_02852
OG0003898	FhHiC23_g13100.t1	FGIG_02857
OG0003899	FhHiC23_g1715.t1	FGIG_02890
OG0003900	FhHiC23_g7815.t1	FGIG_02900, FGIG_02902, FGIG_02901
OG0003901	FhHiC23_g7813.t1, FhHiC23_g7813.t2	FGIG_02903
OG0003902	FhHiC23_g16480.t1, FhHiC23_g16480.t2	FGIG_02959
OG0003902	FhHiC23_g16480.t3	FGIG_11065
OG0003903	FhHiC23_g6916.t1, FhHiC23_g6916.t2	FGIG_03135
OG0003904	FhHiC23_g7509.t2, FhHiC23_g7509.t1	FGIG_03352
OG0003905	FhHiC23_g9786.t1, FhHiC23_g9786.t2	FGIG_03393
OG0003906	FhHiC23_g13454.t1, FhHiC23_g13454.t2	FGIG_03505
OG0003907	FhHiC23_g13455.t1	FGIG_03506
OG0003908	FhHiC23_g15413.t1	FGIG_03591
OG0003909	FhHiC23_g4779.t1	FGIG_03609
OG0003910	FhHiC23_g1418.t1	FGIG_03621
OG0003911	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1	FGIG_03669
OG0003912	FhHiC23_g1506.t1	FGIG_03688
OG0003913	FhHiC23_g6449.t1, FhHiC23_g6449.t2	FGIG_10929
OG0003913	FhHiC23_g6452.t1, FhHiC23_g6452.t2	FGIG_03851
OG0003913	FhHiC23_g6454.t1, FhHiC23_g6454.t2	FGIG_03850
OG0003914	FhHiC23_g2217.t2, FhHiC23_g2217.t1	FGIG_03927
OG0003915	FhHiC23_g2216.t1	FGIG_03928
OG0003916	FhHiC23_g3607.t1	FGIG_03943
OG0003917	FhHiC23_g11381.t1	FGIG_04060
OG0003918	FhHiC23_g1262.t1	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	FhHiC23_g6568.t1	FGIG_04137
OG0003920	FhHiC23_g10924.t1	FGIG_04156
OG0003920	FhHiC23_g10925.t1	FGIG_04155
OG0003921	FhHiC23_g1343.t1	FGIG_04189
OG0003922	FhHiC23_g8300.t1	FGIG_04203
OG0003923	FhHiC23_g10217.t1	FGIG_04324
OG0003924	FhHiC23_g3065.t1	FGIG_04356
OG0003925	FhHiC23_g1469.t1	FGIG_04385
OG0003926	FhHiC23_g8996.t1, FhHiC23_g8996.t2	FGIG_04518
OG0003927	FhHiC23_g8507.t1	FGIG_10656, FGIG_04526
OG0003928	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1	FGIG_04587
OG0003929	FhHiC23_g1487.t1, FhHiC23_g1487.t2	FGIG_04599
OG0003930	FhHiC23_g944.t2, FhHiC23_g944.t1	FGIG_04625
OG0003931	FhHiC23_g531.t1	FGIG_04718
OG0003932	FhHiC23_g10778.t1	FGIG_04730
OG0003933	FhHiC23_g13951.t1	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	FhHiC23_g12368.t1	FGIG_04768
OG0003935	FhHiC23_g11352.t2, FhHiC23_g11352.t1	FGIG_04806
OG0003936	FhHiC23_g11245.t1	FGIG_04828
OG0003936	FhHiC23_g11245.t2	FGIG_11562
OG0003937	FhHiC23_g228.t1	FGIG_04877
OG0003938	FhHiC23_g654.t1	FGIG_04978
OG0003939	FhHiC23_g3830.t2, FhHiC23_g3830.t1, FhHiC23_g5264.t1	FGIG_12288, FGIG_04990
OG0003940	FhHiC23_g11490.t1	FGIG_05014
OG0003941	FhHiC23_g12814.t1	FGIG_05050
OG0003942	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3	FGIG_05081
OG0003943	FhHiC23_g568.t1	FGIG_05084
OG0003944	FhHiC23_g567.t3, FhHiC23_g567.t1, FhHiC23_g567.t2	FGIG_05085
OG0003945	FhHiC23_g16225.t1, FhHiC23_g16225.t2	FGIG_05090
OG0003946	FhHiC23_g9282.t1, FhHiC23_g9283.t1	FGIG_05104
OG0003947	FhHiC23_g14217.t1	FGIG_05121, FGIG_10420
OG0003948	FhHiC23_g2377.t1	FGIG_05177
OG0003949	FhHiC23_g3911.t1	FGIG_06624, FGIG_07754
OG0003949	FhHiC23_g938.t1	FGIG_05200
OG0003950	FhHiC23_g13612.t1, FhHiC23_g13612.t2	FGIG_05215
OG0003951	FhHiC23_g2253.t2, FhHiC23_g2253.t1	FGIG_05363
OG0003952	FhHiC23_g15874.t1, FhHiC23_g15874.t2	FGIG_10477, FGIG_05428
OG0003953	FhHiC23_g3942.t1	FGIG_05452
OG0003954	FhHiC23_g8176.t1	FGIG_05509
OG0003955	FhHiC23_g1279.t1, FhHiC23_g1279.t2	FGIG_05559, FGIG_05558
OG0003956	FhHiC23_g7414.t1	FGIG_05637
OG0003957	FhHiC23_g5014.t1	FGIG_05699
OG0003958	FhHiC23_g9612.t1, FhHiC23_g9612.t2	FGIG_05787
OG0003959	FhHiC23_g12599.t1, FhHiC23_g12599.t2	FGIG_05793
OG0003960	FhHiC23_g1332.t1	FGIG_05953
OG0003961	FhHiC23_g4128.t1, FhHiC23_g4128.t2	FGIG_05986
OG0003962	FhHiC23_g5360.t3	FGIG_05997
OG0003962	FhHiC23_g5360.t1, FhHiC23_g5360.t2	FGIG_05998
OG0003963	FhHiC23_g7945.t1, FhHiC23_g7945.t2	FGIG_06024
OG0003964	FhHiC23_g10733.t1	FGIG_06245
OG0003965	FhHiC23_g10355.t1	FGIG_06274
OG0003966	FhHiC23_g12934.t1	FGIG_06306
OG0003967	FhHiC23_g13898.t1	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	FhHiC23_g11263.t1	FGIG_06386
OG0003969	FhHiC23_g3657.t1	FGIG_06572
OG0003969	FhHiC23_g13570.t1	FGIG_06460
OG0003970	FhHiC23_g4381.t1, FhHiC23_g4377.t1, FhHiC23_g4380.t1, FhHiC23_g4377.t2	FGIG_06593
OG0003971	FhHiC23_g7799.t1	FGIG_06692
OG0003972	FhHiC23_g5505.t1	FGIG_06758
OG0003973	FhHiC23_g9620.t1	FGIG_06783
