Orthogroup	fasciola_hepatica	schistosoma_japonicum
OG0002835	FhHiC23_g4340.t1	EWB00_009214
OG0002836	FhHiC23_g10331.t1	EWB00_000279
OG0002837	FhHiC23_g14951.t1	EWB00_004125
OG0002838	FhHiC23_g11372.t1	EWB00_004159.1, EWB00_004159.2
OG0002839	FhHiC23_g862.t2, FhHiC23_g862.t1, FhHiC23_g862.t3	EWB00_001593
OG0002840	FhHiC23_g16576.t1, FhHiC23_g16576.t2	EWB00_006717.2, EWB00_006717.1, EWB00_006717.3
OG0002841	FhHiC23_g1933.t3, FhHiC23_g1933.t1, FhHiC23_g1933.t2	EWB00_003674
OG0002842	FhHiC23_g3213.t1, FhHiC23_g3213.t2	EWB00_007355
OG0002843	FhHiC23_g10023.t1	EWB00_003712
OG0002844	FhHiC23_g8403.t1	EWB00_009990.1, EWB00_009990.2, EWB00_009990.3, EWB00_009990.4
OG0002845	FhHiC23_g11184.t1	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3
OG0002846	FhHiC23_g15450.t1, FhHiC23_g15449.t1	EWB00_010309.1, EWB00_010309.2
OG0002847	FhHiC23_g8394.t2, FhHiC23_g8394.t1	EWB00_005561.1, EWB00_005561.2
OG0002848	FhHiC23_g8555.t1, FhHiC23_g8555.t2, FhHiC23_g8219.t1	EWB00_011105, EWB00_011104
OG0002849	FhHiC23_g15206.t2, FhHiC23_g15206.t1	EWB00_004117.1, EWB00_004117.2
OG0002850	FhHiC23_g7640.t3, FhHiC23_g7640.t4, FhHiC23_g7640.t2, FhHiC23_g10503.t1, FhHiC23_g7640.t1	EWB00_003649.2, EWB00_003649.4, EWB00_003649.1, EWB00_003649.3
OG0002851	FhHiC23_g16535.t1	EWB00_001937.1, EWB00_001937.2
OG0002852	FhHiC23_g15406.t1	EWB00_002305.1, EWB00_002305.2
OG0002853	FhHiC23_g609.t1	EWB00_004529
OG0002854	FhHiC23_g4863.t1	EWB00_003389.1, EWB00_003389.2
OG0002855	FhHiC23_g11125.t1	EWB00_000069.1, EWB00_000069.2
OG0002856	FhHiC23_g934.t1	EWB00_005400
OG0002857	FhHiC23_g8154.t1	EWB00_007138.1, EWB00_007138.2
OG0002858	FhHiC23_g10984.t1	EWB00_008506.4, EWB00_008506.6
OG0002859	FhHiC23_g7306.t1, FhHiC23_g7306.t2, FhHiC23_g7306.t3	EWB00_000389
OG0002860	FhHiC23_g605.t1	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2
OG0002861	FhHiC23_g15918.t1, FhHiC23_g15919.t2, FhHiC23_g15919.t1	EWB00_003277
OG0002862	FhHiC23_g7122.t1, FhHiC23_g7123.t1	EWB00_000928
OG0002863	FhHiC23_g11831.t1	EWB00_000678
OG0002864	FhHiC23_g721.t1	EWB00_006484
OG0002865	FhHiC23_g13333.t1	EWB00_004666.2, EWB00_004666.1, EWB00_004666.4, EWB00_004666.3
OG0002866	FhHiC23_g6481.t2, FhHiC23_g6481.t1	EWB00_004245, EWB00_004246, EWB00_006869
OG0002867	FhHiC23_g12961.t1, FhHiC23_g12961.t2	EWB00_009064.1, EWB00_009064.2, EWB00_009064.3, EWB00_009064.4
OG0002868	FhHiC23_g15922.t1	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2
OG0002869	FhHiC23_g12118.t1	EWB00_004651
OG0002870	FhHiC23_g726.t1, FhHiC23_g726.t2	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3
OG0002871	FhHiC23_g14625.t1	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4
OG0002872	FhHiC23_g2022.t1	EWB00_007610
OG0002873	FhHiC23_g16851.t1	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2
OG0002874	FhHiC23_g5390.t2, FhHiC23_g5390.t1	EWB00_006146
OG0002875	FhHiC23_g2011.t3, FhHiC23_g2011.t1, FhHiC23_g2011.t2	EWB00_005307
OG0002876	FhHiC23_g188.t1, FhHiC23_g188.t2	EWB00_003668
OG0002877	FhHiC23_g8089.t1, FhHiC23_g8090.t1	EWB00_000821.1, EWB00_000821.2
OG0002878	FhHiC23_g7204.t1	EWB00_010430, EWB00_010821
OG0002879	FhHiC23_g11232.t1, FhHiC23_g11233.t1, FhHiC23_g11232.t2	EWB00_000598.1, EWB00_000598.2, EWB00_000598.4, EWB00_000598.5, EWB00_000598.3
OG0002880	FhHiC23_g14996.t1	EWB00_002435.1, EWB00_002435.2
OG0002881	FhHiC23_g7583.t1	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2
OG0002882	FhHiC23_g11897.t1, FhHiC23_g11898.t1	EWB00_005444
OG0002883	FhHiC23_g85.t1, FhHiC23_g85.t2	EWB00_005318.2, EWB00_005318.1
OG0002884	FhHiC23_g7133.t1	EWB00_000910
OG0002885	FhHiC23_g1946.t1, FhHiC23_g1946.t2	EWB00_002549
OG0002886	FhHiC23_g768.t1, FhHiC23_g768.t2	EWB00_008232.2, EWB00_008232.1
OG0002889	FhHiC23_g3622.t1	EWB00_003777.1, EWB00_003777.2
OG0002890	FhHiC23_g5088.t2	EWB00_001076.1, EWB00_001076.4, EWB00_001076.2, EWB00_001076.3
OG0002902	FhHiC23_g5846.t1	EWB00_006182
OG0002903	FhHiC23_g2976.t1	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5
OG0002904	FhHiC23_g15693.t2, FhHiC23_g15693.t1	EWB00_002403.1, EWB00_002403.2
OG0002905	FhHiC23_g7418.t1	EWB00_003998
OG0002906	FhHiC23_g5701.t1	EWB00_000629
OG0002907	FhHiC23_g12903.t1	EWB00_006306
OG0002908	FhHiC23_g6811.t1	EWB00_008921
OG0002910	FhHiC23_g15159.t1	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3
OG0002911	FhHiC23_g15581.t1	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2
OG0002912	FhHiC23_g7643.t1, FhHiC23_g7643.t2	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1
OG0002914	FhHiC23_g11692.t1, FhHiC23_g11692.t2, FhHiC23_g11691.t1	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2
OG0002915	FhHiC23_g2463.t1	EWB00_008242
OG0002916	FhHiC23_g11297.t1	EWB00_000674.1, EWB00_000674.2
OG0002917	FhHiC23_g10294.t1	EWB00_007541
OG0002918	FhHiC23_g4251.t1, FhHiC23_g4251.t2	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3
OG0002919	FhHiC23_g16321.t1, FhHiC23_g16322.t1, FhHiC23_g16322.t2, FhHiC23_g16322.t3, FhHiC23_g16322.t4	EWB00_004146, EWB00_004145
OG0002920	FhHiC23_g14659.t1	EWB00_006384.3, EWB00_006384.1, EWB00_006384.4, EWB00_006384.2
OG0002921	FhHiC23_g9310.t1, FhHiC23_g9310.t2	EWB00_001444
OG0002922	FhHiC23_g2670.t1	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5
OG0002923	FhHiC23_g7030.t1	EWB00_011326
OG0002924	FhHiC23_g12432.t1, FhHiC23_g12432.t2	EWB00_004637
OG0002925	FhHiC23_g11417.t2, FhHiC23_g11417.t1	EWB00_007687
OG0002926	FhHiC23_g5229.t1, FhHiC23_g5230.t1, FhHiC23_g5229.t2	EWB00_005922.1, EWB00_005922.2
OG0002927	FhHiC23_g13552.t1, FhHiC23_g13556.t1	EWB00_008511.1, EWB00_008511.2
OG0002928	FhHiC23_g2285.t2, FhHiC23_g2285.t1	EWB00_001377
OG0002929	FhHiC23_g15576.t1, FhHiC23_g15576.t2	EWB00_005762
OG0002930	FhHiC23_g6393.t1	EWB00_002838.1, EWB00_007947, EWB00_002838.2
OG0002931	FhHiC23_g11585.t1, FhHiC23_g11585.t2	EWB00_008800
OG0002932	FhHiC23_g14086.t1	EWB00_004892.1, EWB00_004892.2
OG0002933	FhHiC23_g5904.t1, FhHiC23_g5904.t2	EWB00_003920, EWB00_003922, EWB00_003921
OG0002934	FhHiC23_g9846.t1, FhHiC23_g9846.t2	EWB00_008969
OG0002935	FhHiC23_g7662.t2, FhHiC23_g7662.t1	EWB00_010446.1, EWB00_010446.2
OG0002936	FhHiC23_g350.t1	EWB00_002547
OG0002938	FhHiC23_g3011.t1	EWB00_002633, EWB00_002636, EWB00_002634, EWB00_002632
OG0002939	FhHiC23_g11874.t1, FhHiC23_g11874.t2	EWB00_003814
OG0002940	FhHiC23_g1955.t1, FhHiC23_g1955.t4, FhHiC23_g1955.t3	EWB00_010745, EWB00_010746
OG0002941	FhHiC23_g1969.t1	EWB00_009279, EWB00_009278, EWB00_011182, EWB00_009276.1, EWB00_009276.2
OG0002942	FhHiC23_g3045.t1	EWB00_001223
OG0002943	FhHiC23_g3043.t1	EWB00_001225.1, EWB00_001225.2
OG0002944	FhHiC23_g11914.t1	EWB00_006517
OG0002945	FhHiC23_g2876.t1	EWB00_004561
OG0002946	FhHiC23_g10625.t1, FhHiC23_g11192.t1, FhHiC23_g14924.t1, FhHiC23_g11571.t1, FhHiC23_g11571.t2	EWB00_005483
OG0002947	FhHiC23_g16445.t3, FhHiC23_g16445.t1, FhHiC23_g16445.t2	EWB00_001682
OG0002948	FhHiC23_g7907.t1, FhHiC23_g7907.t2	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3
OG0002949	FhHiC23_g6272.t1, FhHiC23_g6272.t2	EWB00_001776
OG0002950	FhHiC23_g1361.t1	EWB00_008655
OG0002951	FhHiC23_g5346.t1	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3
OG0002952	FhHiC23_g752.t1, FhHiC23_g752.t2	EWB00_004417, EWB00_004416
OG0002953	FhHiC23_g12035.t1	EWB00_007337
OG0002954	FhHiC23_g7064.t1, FhHiC23_g7064.t2	EWB00_007955
OG0002955	FhHiC23_g2790.t1, FhHiC23_g2789.t1	EWB00_003441
OG0002956	FhHiC23_g9232.t2, FhHiC23_g9232.t1	EWB00_004785.1, EWB00_004785.2
OG0002957	FhHiC23_g167.t1	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2
OG0002958	FhHiC23_g7660.t1	EWB00_009830.1, EWB00_009830.2
OG0002959	FhHiC23_g16027.t1	EWB00_006928
OG0002960	FhHiC23_g1007.t1, FhHiC23_g1007.t2	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2
OG0002961	FhHiC23_g15700.t1, FhHiC23_g15700.t2	EWB00_000045
OG0002962	FhHiC23_g7360.t1	EWB00_003995, EWB00_003994
OG0002963	FhHiC23_g13460.t1, FhHiC23_g13459.t1	EWB00_005062.1, EWB00_005062.2
OG0002964	FhHiC23_g10160.t2, FhHiC23_g10160.t1	EWB00_004221
OG0002965	FhHiC23_g1611.t1	EWB00_008384
OG0002966	FhHiC23_g14418.t1, FhHiC23_g14418.t2	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4
OG0002967	FhHiC23_g7903.t1	EWB00_011093
OG0002969	FhHiC23_g528.t1	EWB00_010617, EWB00_010614
OG0002970	FhHiC23_g10995.t1	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3
OG0002971	FhHiC23_g6854.t1	EWB00_009795
OG0002972	FhHiC23_g7678.t1	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3
OG0002973	FhHiC23_g1606.t1	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3
OG0002974	FhHiC23_g5575.t1, FhHiC23_g5575.t2	EWB00_005917
OG0002975	FhHiC23_g14863.t1	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2
OG0002979	FhHiC23_g15224.t1	EWB00_010784
OG0002980	FhHiC23_g6345.t1	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2
OG0002981	FhHiC23_g2590.t1, FhHiC23_g2589.t1	EWB00_001172.1, EWB00_001172.2
OG0002982	FhHiC23_g385.t1, FhHiC23_g385.t2	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4
OG0002983	FhHiC23_g9279.t1, FhHiC23_g9279.t2	EWB00_001113.1, EWB00_001113.2
OG0002985	FhHiC23_g12581.t1	EWB00_004643
OG0002986	FhHiC23_g11945.t1, FhHiC23_g11945.t2, FhHiC23_g11945.t3, FhHiC23_g11951.t1	EWB00_008512, EWB00_009623
OG0002988	FhHiC23_g9926.t1	EWB00_005524.1, EWB00_005524.2
OG0002989	FhHiC23_g1397.t1	EWB00_002981
OG0002990	FhHiC23_g3880.t1	EWB00_006767
OG0002991	FhHiC23_g15828.t1	EWB00_011215.3
OG0002992	FhHiC23_g3366.t1	EWB00_011051
OG0002993	FhHiC23_g3621.t1, FhHiC23_g3920.t1, FhHiC23_g3920.t2, FhHiC23_g3920.t3	EWB00_008402.1, EWB00_008402.2
OG0002994	FhHiC23_g15593.t1, FhHiC23_g15593.t2	EWB00_008806
OG0002995	FhHiC23_g4350.t2, FhHiC23_g4350.t1	EWB00_011403
OG0002996	FhHiC23_g12190.t1	EWB00_002315
OG0002997	FhHiC23_g5621.t1, FhHiC23_g5621.t2	EWB00_007863
OG0002998	FhHiC23_g14661.t1, FhHiC23_g14661.t2, FhHiC23_g14661.t3	EWB00_001001
OG0002999	FhHiC23_g8023.t1	EWB00_011297
OG0003000	FhHiC23_g10461.t1	EWB00_005001
OG0003001	FhHiC23_g9472.t1	EWB00_005005
OG0003002	FhHiC23_g11344.t1	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4
OG0003003	FhHiC23_g9354.t1	EWB00_005504.3, EWB00_005504.1, EWB00_005504.2
OG0003004	FhHiC23_g3128.t1	EWB00_001367
OG0003005	FhHiC23_g63.t2, FhHiC23_g63.t1, FhHiC23_g63.t4, FhHiC23_g63.t3	EWB00_007764.1, EWB00_007764.2
OG0003006	FhHiC23_g3666.t1	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3
OG0003007	FhHiC23_g8319.t1	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3
OG0003008	FhHiC23_g5423.t1	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3
OG0003010	FhHiC23_g3074.t1, FhHiC23_g3077.t1, FhHiC23_g3078.t1	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4
OG0003011	FhHiC23_g5361.t1, FhHiC23_g5362.t1	EWB00_005980
OG0003012	FhHiC23_g7680.t2, FhHiC23_g7680.t1, FhHiC23_g7680.t3	EWB00_011151
OG0003013	FhHiC23_g2949.t3, FhHiC23_g2949.t1, FhHiC23_g2949.t2	EWB00_007403.1, EWB00_007403.2
OG0003014	FhHiC23_g4276.t1	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167
OG0003015	FhHiC23_g6210.t1, FhHiC23_g6210.t2	EWB00_009554
OG0003016	FhHiC23_g336.t1	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4
OG0003017	FhHiC23_g3198.t1	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3
OG0003018	FhHiC23_g9189.t2, FhHiC23_g9189.t1	EWB00_000565, EWB00_000564
OG0003019	FhHiC23_g465.t1	EWB00_007253
OG0003020	FhHiC23_g4979.t1, FhHiC23_g4979.t2	EWB00_003278.4, EWB00_003278.3, EWB00_003278.1, EWB00_003278.2, EWB00_003278.5
OG0003021	FhHiC23_g3494.t1, FhHiC23_g3494.t2, FhHiC23_g3494.t3	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3
OG0003022	FhHiC23_g10203.t1	EWB00_005245
OG0003023	FhHiC23_g3863.t2, FhHiC23_g3863.t1	EWB00_010173
OG0003024	FhHiC23_g895.t2, FhHiC23_g895.t1	EWB00_004568.1, EWB00_004568.2
OG0003025	FhHiC23_g14779.t1	EWB00_005613.2, EWB00_005613.1, EWB00_005613.5, EWB00_005613.3, EWB00_005613.4
OG0003026	FhHiC23_g6591.t1	EWB00_002945.1, EWB00_002945.2
OG0003027	FhHiC23_g11790.t1	EWB00_007627, EWB00_007628
OG0003029	FhHiC23_g3552.t1	EWB00_008949.1, EWB00_008949.2
OG0003030	FhHiC23_g10622.t1, FhHiC23_g10622.t2	EWB00_010353
OG0003031	FhHiC23_g2342.t1, FhHiC23_g6847.t1	EWB00_004696.1, EWB00_004696.2
OG0003032	FhHiC23_g7528.t1	EWB00_011252
OG0003033	FhHiC23_g1856.t1	EWB00_002562, EWB00_002561
OG0003034	FhHiC23_g3628.t1	EWB00_001483
OG0003036	FhHiC23_g4272.t1	EWB00_007302
OG0003037	FhHiC23_g2547.t1	EWB00_002276
OG0003038	FhHiC23_g12488.t1, FhHiC23_g2051.t3, FhHiC23_g2051.t4, FhHiC23_g2052.t1, FhHiC23_g2051.t1, FhHiC23_g2051.t2	EWB00_006825
OG0003039	FhHiC23_g2084.t1	EWB00_000186
OG0003040	FhHiC23_g6356.t1	EWB00_006008
OG0003041	FhHiC23_g5007.t1, FhHiC23_g5007.t2	EWB00_002125.1, EWB00_002125.2
OG0003042	FhHiC23_g3426.t1, FhHiC23_g14349.t2, FhHiC23_g14349.t1	EWB00_007978.1, EWB00_007978.2
OG0003043	FhHiC23_g196.t1	EWB00_010761, EWB00_010762
OG0003044	FhHiC23_g12704.t1	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4
OG0003045	FhHiC23_g2190.t1	EWB00_006509
OG0003046	FhHiC23_g2191.t1	EWB00_006508.1, EWB00_006508.2
OG0003047	FhHiC23_g11034.t1	EWB00_010012
OG0003048	FhHiC23_g3062.t1	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3
OG0003049	FhHiC23_g3061.t1, FhHiC23_g3061.t2	EWB00_003619.1, EWB00_003619.2
OG0003050	FhHiC23_g2797.t1	EWB00_001236
OG0003051	FhHiC23_g5058.t1	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1
OG0003052	FhHiC23_g8350.t1	EWB00_003655.2, EWB00_003655.4
OG0003053	FhHiC23_g9803.t1, FhHiC23_g9803.t2	EWB00_005047
OG0003054	FhHiC23_g13290.t1	EWB00_003074.1, EWB00_003074.2
OG0003056	FhHiC23_g12585.t1	EWB00_003086, EWB00_003087
OG0003057	FhHiC23_g7397.t1	EWB00_007110.1, EWB00_007110.2, EWB00_007110.3, EWB00_007110.4
OG0003058	FhHiC23_g16089.t1	EWB00_008316
OG0003059	FhHiC23_g14069.t1	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2
OG0003060	FhHiC23_g1376.t1	EWB00_003557.1, EWB00_003557.2
OG0003061	FhHiC23_g3502.t1	EWB00_004403.1, EWB00_004403.2, EWB00_004403.3, EWB00_004403.4
OG0003062	FhHiC23_g15991.t1	EWB00_001918
OG0003063	FhHiC23_g11667.t1	EWB00_006552
OG0003064	FhHiC23_g13269.t1, FhHiC23_g13269.t2	EWB00_004450
OG0003065	FhHiC23_g14953.t1	EWB00_002430
OG0003066	FhHiC23_g9211.t1, FhHiC23_g9211.t2	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3
OG0003067	FhHiC23_g9045.t2, FhHiC23_g9045.t1	EWB00_006984
OG0003068	FhHiC23_g2504.t1	EWB00_007267
OG0003069	FhHiC23_g1548.t1	EWB00_007924.1, EWB00_007924.2, EWB00_007924.3
OG0003070	FhHiC23_g6423.t1	EWB00_001470
OG0003071	FhHiC23_g6782.t1	EWB00_011317.1, EWB00_011317.2, EWB00_011317.3
OG0003072	FhHiC23_g2526.t1	EWB00_002274
OG0003073	FhHiC23_g8254.t1	EWB00_008884
OG0003074	FhHiC23_g7265.t1, FhHiC23_g7265.t2	EWB00_010530.1, EWB00_010530.2
OG0003075	FhHiC23_g7706.t1, FhHiC23_g7706.t2	EWB00_008858
OG0003076	FhHiC23_g7108.t1, FhHiC23_g7108.t2	EWB00_011230
OG0003077	FhHiC23_g2415.t1	EWB00_007256
OG0003078	FhHiC23_g7304.t1	EWB00_011108.3, EWB00_011108.4, EWB00_011108.8, EWB00_011108.1, EWB00_011108.2, EWB00_011108.5, EWB00_011108.6, EWB00_011108.7
OG0003079	FhHiC23_g1993.t1	EWB00_001066, EWB00_002969.2, EWB00_002969.4, EWB00_002969.3, EWB00_002969.1
OG0003080	FhHiC23_g10859.t1	EWB00_005547
OG0003081	FhHiC23_g11699.t1	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1
OG0003082	FhHiC23_g1200.t1	EWB00_005350.1, EWB00_005350.2
OG0003083	FhHiC23_g2579.t1, FhHiC23_g2579.t2	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4
OG0003084	FhHiC23_g588.t1	EWB00_006599
OG0003085	FhHiC23_g6315.t1	EWB00_009540.1, EWB00_009540.3, EWB00_009540.4, EWB00_009540.2
OG0003086	FhHiC23_g7793.t1, FhHiC23_g7793.t2	EWB00_010401.4, EWB00_010401.1, EWB00_010401.2, EWB00_010401.3
OG0003087	FhHiC23_g9838.t1, FhHiC23_g9838.t2	EWB00_009973
OG0003107	FhHiC23_g2181.t1, FhHiC23_g2181.t2	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2
OG0003108	FhHiC23_g9694.t3, FhHiC23_g9694.t1, FhHiC23_g9694.t2	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4
OG0003109	FhHiC23_g15431.t1, FhHiC23_g15431.t2	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3
OG0003111	FhHiC23_g2993.t1	EWB00_007357.1, EWB00_007357.2
OG0003112	FhHiC23_g7744.t1	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3
OG0003114	FhHiC23_g16550.t1	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2
OG0003115	FhHiC23_g2850.t1	EWB00_010917
OG0003116	FhHiC23_g6893.t1, FhHiC23_g6894.t1	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3
OG0003117	FhHiC23_g15162.t1, FhHiC23_g15162.t2	EWB00_005464.1, EWB00_005464.2
OG0003118	FhHiC23_g14709.t1, FhHiC23_g14709.t2	EWB00_007810, EWB00_007809.3, EWB00_007809.2, EWB00_007809.1
OG0003119	FhHiC23_g5747.t1, FhHiC23_g5747.t2	EWB00_002143.1, EWB00_002143.2
OG0003120	FhHiC23_g1334.t1	EWB00_000963.1, EWB00_000963.2
OG0003122	FhHiC23_g13541.t1, FhHiC23_g13541.t2	EWB00_010246
OG0003123	FhHiC23_g8009.t1	EWB00_010391, EWB00_002591
OG0003124	FhHiC23_g16671.t1	EWB00_003249
OG0003125	FhHiC23_g1543.t1	EWB00_008233.1
OG0003126	FhHiC23_g15380.t1, FhHiC23_g15380.t2	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3
OG0003127	FhHiC23_g16147.t1, FhHiC23_g16147.t2	EWB00_000622
OG0003128	FhHiC23_g4221.t1	EWB00_001499.1, EWB00_001499.2
OG0003129	FhHiC23_g13307.t3, FhHiC23_g13307.t1, FhHiC23_g13307.t2	EWB00_007584
OG0003130	FhHiC23_g10474.t1, FhHiC23_g9568.t2, FhHiC23_g9568.t1	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3
OG0003131	FhHiC23_g2845.t1	EWB00_002699
OG0003132	FhHiC23_g10395.t2, FhHiC23_g10395.t1	EWB00_002867.1, EWB00_002867.2
OG0003133	FhHiC23_g6837.t1	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2
OG0003134	FhHiC23_g3798.t1, FhHiC23_g3798.t2	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2
OG0003135	FhHiC23_g5141.t1	EWB00_004305
OG0003136	FhHiC23_g13636.t1	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3
OG0003137	FhHiC23_g10806.t1, FhHiC23_g4159.t1	EWB00_008830
OG0003138	FhHiC23_g16561.t1	EWB00_005081, EWB00_005080
OG0003139	FhHiC23_g1398.t1, FhHiC23_g1398.t3, FhHiC23_g1398.t2	EWB00_002982
OG0003140	FhHiC23_g5221.t1	EWB00_007444.1
OG0003141	FhHiC23_g7858.t2, FhHiC23_g7858.t1	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1
OG0003143	FhHiC23_g3107.t1, FhHiC23_g3107.t2	EWB00_007165
OG0003144	FhHiC23_g5308.t1, FhHiC23_g5308.t2	EWB00_006185
OG0003145	FhHiC23_g15587.t1	EWB00_010319.1, EWB00_010319.2
OG0003146	FhHiC23_g15582.t1	EWB00_003651.1, EWB00_003651.2
OG0003147	FhHiC23_g14888.t1, FhHiC23_g14888.t2, FhHiC23_g122.t1	EWB00_003001
OG0003148	FhHiC23_g9444.t1	EWB00_005096
OG0003149	FhHiC23_g1417.t1	EWB00_001204.1, EWB00_001204.2
OG0003150	FhHiC23_g1170.t1	EWB00_001265.1, EWB00_001265.2
OG0003151	FhHiC23_g965.t2, FhHiC23_g965.t1	EWB00_005365.1, EWB00_005365.2
OG0003152	FhHiC23_g6043.t1	EWB00_001276
OG0003153	FhHiC23_g2885.t1, FhHiC23_g2885.t2	EWB00_010929
OG0003154	FhHiC23_g14849.t1, FhHiC23_g14850.t1	EWB00_006862
OG0003155	FhHiC23_g2750.t1	EWB00_006098
OG0003156	FhHiC23_g14816.t1, FhHiC23_g14816.t2	EWB00_003140.1, EWB00_003140.2, EWB00_003140.3
OG0003157	FhHiC23_g1714.t2, FhHiC23_g1714.t1	EWB00_006792.1, EWB00_006792.2
OG0003158	FhHiC23_g16029.t1	EWB00_011385.1, EWB00_011385.2, EWB00_011384
OG0003159	FhHiC23_g11497.t1, FhHiC23_g16508.t1, FhHiC23_g1308.t1	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3
OG0003161	FhHiC23_g1803.t1	EWB00_000220
OG0003162	FhHiC23_g13473.t1	EWB00_000204.1, EWB00_000204.2
OG0003163	FhHiC23_g12522.t1, FhHiC23_g12522.t2	EWB00_005625.1, EWB00_005625.2
OG0003164	FhHiC23_g5564.t1	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2
OG0003166	FhHiC23_g1754.t1	EWB00_000749
OG0003167	FhHiC23_g9337.t1	EWB00_000793
OG0003168	FhHiC23_g8029.t1, FhHiC23_g6975.t1	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5
OG0003170	FhHiC23_g11476.t1	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6
OG0003171	FhHiC23_g612.t2, FhHiC23_g612.t1	EWB00_004526.1, EWB00_004526.2
OG0003172	FhHiC23_g15613.t1	EWB00_002386
OG0003173	FhHiC23_g5045.t1, FhHiC23_g5045.t2, FhHiC23_g5045.t3	EWB00_010898.3, EWB00_010898.1, EWB00_010898.2
OG0003174	FhHiC23_g10671.t2, FhHiC23_g10671.t1	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5
OG0003175	FhHiC23_g9981.t1	EWB00_000578
OG0003176	FhHiC23_g1350.t3, FhHiC23_g1350.t1, FhHiC23_g1350.t4, FhHiC23_g1350.t2	EWB00_008649
OG0003177	FhHiC23_g8977.t3, FhHiC23_g8977.t1, FhHiC23_g8977.t2	EWB00_006979
OG0003178	FhHiC23_g6573.t1	EWB00_002919
OG0003179	FhHiC23_g2696.t3, FhHiC23_g2696.t1, FhHiC23_g2696.t2	EWB00_001187
