Orthogroup	fasciola_hepatica	schistosoma_intercalatum
OG0003447	FhHiC23_g12909.t1, FhHiC23_g12909.t2	SINT1_5430.1
OG0003448	FhHiC23_g180.t1	SINT1_69210.1
OG0003449	FhHiC23_g181.t1	SINT1_69220.1
OG0003450	FhHiC23_g7257.t1	SINT1_65380.1, SINT1_65380.2
OG0003451	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2	SINT1_83970.3, SINT1_83970.1, SINT1_83970.2
OG0003452	FhHiC23_g11703.t1, FhHiC23_g11703.t2	SINT1_8690.1, SINT1_8690.3, SINT1_8690.4, SINT1_8690.5, SINT1_8690.6, SINT1_8690.2
OG0003453	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3	SINT1_43390.1, SINT1_43390.2
OG0003454	FhHiC23_g5734.t2, FhHiC23_g5734.t1	SINT1_34250.1
OG0003455	FhHiC23_g8498.t1	SINT1_61480.1, SINT1_61480.2, SINT1_61480.3, SINT1_61480.4
OG0003456	FhHiC23_g12933.t1	SINT1_8240.2, SINT1_8240.1
OG0003457	FhHiC23_g14060.t1	SINT1_38070.1, SINT1_38070.2
OG0003458	FhHiC23_g5901.t1	SINT1_39210.2, SINT1_39210.4, SINT1_39210.1, SINT1_39210.3
OG0003459	FhHiC23_g12965.t1	SINT1_72850.1
OG0003460	FhHiC23_g14869.t1, FhHiC23_g14869.t2	SINT1_44490.1
OG0003461	FhHiC23_g3913.t1	SINT1_82880.1, SINT1_82880.2, SINT1_82880.3
OG0003462	FhHiC23_g5671.t1, FhHiC23_g5671.t2	SINT1_39590.1
OG0003463	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3	SINT1_83580.1
OG0003464	FhHiC23_g3469.t1, FhHiC23_g3469.t2	SINT1_80120.1
OG0003465	FhHiC23_g7798.t1	SINT1_62610.1
OG0003466	FhHiC23_g11094.t1	SINT1_10080.1
OG0003467	FhHiC23_g2691.t1	SINT1_75990.1
OG0003468	FhHiC23_g8277.t1	SINT1_67840.1
OG0003469	FhHiC23_g201.t1	SINT1_50470.3, SINT1_50470.1, SINT1_50470.2, SINT1_50470.5, SINT1_50470.4
OG0003470	FhHiC23_g785.t1	SINT1_52140.1
OG0003471	FhHiC23_g1184.t1, FhHiC23_g1184.t2	SINT1_45950.1
OG0003472	FhHiC23_g13198.t1	SINT1_9060.1
OG0003473	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2	SINT1_76690.1, SINT1_76690.2
OG0003474	FhHiC23_g361.t1	SINT1_56480.1
OG0003475	FhHiC23_g5061.t1, FhHiC23_g5067.t1	SINT1_24550.1, SINT1_24550.2, SINT1_24550.3
OG0003476	FhHiC23_g14574.t1	SINT1_42770.1
OG0003477	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1	SINT1_87770.1
OG0003478	FhHiC23_g12628.t1	SINT1_6270.1
OG0003479	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1	SINT1_28080.1, SINT1_28080.2, SINT1_28080.3
OG0003480	FhHiC23_g8174.t1	SINT1_67150.1
OG0003481	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1	SINT1_61310.1, SINT1_61310.2
OG0003482	FhHiC23_g16064.t1	SINT1_86120.1, SINT1_86120.2
OG0003483	FhHiC23_g6508.t1	SINT1_30460.1, SINT1_30460.2, SINT1_30460.3
OG0003484	FhHiC23_g13210.t1	SINT1_4250.1
OG0003485	FhHiC23_g4071.t1	SINT1_82090.1, SINT1_82100.1
OG0003486	FhHiC23_g4072.t1	SINT1_41360.1
OG0003487	FhHiC23_g2355.t1	SINT1_51550.1
OG0003488	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2	SINT1_11720.2, SINT1_11720.1, SINT1_11720.3
OG0003489	FhHiC23_g3429.t1, FhHiC23_g3428.t1	SINT1_75570.3, SINT1_75570.5, SINT1_75570.4, SINT1_75570.2, SINT1_75570.1
OG0003490	FhHiC23_g13645.t1	SINT1_8950.2, SINT1_8950.3, SINT1_8950.4, SINT1_8950.1
OG0003491	FhHiC23_g6569.t1	SINT1_34070.2, SINT1_34070.1
OG0003492	FhHiC23_g7320.t1	SINT1_60690.3, SINT1_60690.1, SINT1_60690.2, SINT1_60690.4
OG0003493	FhHiC23_g16269.t2, FhHiC23_g16269.t1	SINT1_90200.1
OG0003494	FhHiC23_g9930.t1, FhHiC23_g9930.t2	SINT1_91470.1, SINT1_91470.2
OG0003495	FhHiC23_g13596.t1	SINT1_4050.2, SINT1_4050.1, SINT1_4050.3
OG0003496	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1	SINT1_30420.1
OG0003497	FhHiC23_g2425.t1, FhHiC23_g2425.t2	SINT1_55440.1, SINT1_55440.2
OG0003498	FhHiC23_g1737.t1	SINT1_69440.1
OG0003499	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1	SINT1_61810.1, SINT1_61810.2
OG0003500	FhHiC23_g7396.t1	SINT1_62990.1
OG0003501	FhHiC23_g3275.t2, FhHiC23_g3275.t1	SINT1_76290.1
OG0003502	FhHiC23_g16267.t1	SINT1_86200.1, SINT1_86200.2
OG0003503	FhHiC23_g12713.t1, FhHiC23_g12713.t2	SINT1_5760.1, SINT1_5760.2
OG0003504	FhHiC23_g5661.t1	SINT1_95410.1, SINT1_95410.2, SINT1_95380.1, SINT1_95380.2, SINT1_95380.3
OG0003505	FhHiC23_g90.t1	SINT1_51100.1
OG0003506	FhHiC23_g12930.t1	SINT1_1030.3, SINT1_1030.1, SINT1_1030.2
OG0003507	FhHiC23_g12669.t1	SINT1_4060.1
OG0003508	FhHiC23_g6868.t1	SINT1_64310.1, SINT1_64310.2, SINT1_64310.3
OG0003509	FhHiC23_g14145.t1	SINT1_44000.1
OG0003510	FhHiC23_g13856.t1, FhHiC23_g13686.t1	SINT1_1010.1, SINT1_1010.2
OG0003511	FhHiC23_g8142.t2, FhHiC23_g8142.t1	SINT1_64220.1
OG0003512	FhHiC23_g3834.t1	SINT1_81360.1
OG0003513	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3	SINT1_74610.1
OG0003514	FhHiC23_g5697.t1, FhHiC23_g5697.t2	SINT1_29010.1
OG0003515	FhHiC23_g15675.t1, FhHiC23_g15684.t1	SINT1_92320.1
OG0003516	FhHiC23_g37.t1	SINT1_50880.2, SINT1_50880.1
OG0003517	FhHiC23_g9198.t1, FhHiC23_g9198.t2	SINT1_93860.1, SINT1_93860.2
OG0003518	FhHiC23_g16345.t1	SINT1_85170.1, SINT1_85170.3, SINT1_85170.2
OG0003519	FhHiC23_g6817.t1	SINT1_37700.1, SINT1_37700.2
OG0003520	FhHiC23_g8159.t1	SINT1_57630.1, SINT1_57630.2
OG0003521	FhHiC23_g12090.t1	SINT1_11910.2, SINT1_11910.3, SINT1_11910.4, SINT1_11910.1, SINT1_11910.5, SINT1_11910.6
OG0003523	FhHiC23_g1745.t1	SINT1_54590.1, SINT1_54590.2, SINT1_54590.3
OG0003524	FhHiC23_g7552.t2, FhHiC23_g7552.t1	SINT1_61730.1
OG0003525	FhHiC23_g12944.t1	SINT1_3310.1, SINT1_3310.2
OG0003526	FhHiC23_g6354.t2, FhHiC23_g6354.t1	SINT1_30150.1
OG0003527	FhHiC23_g2525.t1, FhHiC23_g2525.t2	SINT1_78510.1, SINT1_78510.2
OG0003528	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1	SINT1_630.1
OG0003529	FhHiC23_g13907.t2, FhHiC23_g13907.t1	SINT1_42180.1
OG0003530	FhHiC23_g7804.t1	SINT1_65770.1, SINT1_65770.2, SINT1_65770.3
OG0003531	FhHiC23_g12389.t1	SINT1_10770.1
OG0003532	FhHiC23_g13658.t2, FhHiC23_g13658.t1	SINT1_8300.1
OG0003533	FhHiC23_g542.t1, FhHiC23_g542.t2	SINT1_48310.1, SINT1_48310.2
OG0003534	FhHiC23_g4392.t1, FhHiC23_g4392.t2	SINT1_85890.1, SINT1_85890.2
OG0003535	FhHiC23_g9402.t1	SINT1_94650.1
OG0003536	FhHiC23_g6908.t2, FhHiC23_g6908.t1	SINT1_60740.1
OG0003537	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2	SINT1_59030.1
OG0003538	FhHiC23_g15629.t1, FhHiC23_g291.t1, FhHiC23_g292.t1, FhHiC23_g15629.t2	SINT1_22370.1
OG0003539	FhHiC23_g3144.t1, FhHiC23_g3145.t1	SINT1_75870.2, SINT1_75870.1, SINT1_75870.4, SINT1_75870.3
OG0003540	FhHiC23_g13504.t1, FhHiC23_g13504.t2	SINT1_4270.1
OG0003541	FhHiC23_g16826.t1, FhHiC23_g16826.t2	SINT1_84710.1
OG0003542	FhHiC23_g8438.t1	SINT1_63650.1, SINT1_63650.2
OG0003543	FhHiC23_g1923.t1, FhHiC23_g1924.t1	SINT1_49520.1
OG0003544	FhHiC23_g486.t1	SINT1_48490.1
OG0003545	FhHiC23_g11795.t1	SINT1_19690.1, SINT1_19690.2, SINT1_19690.3
OG0003547	FhHiC23_g13042.t1	SINT1_7640.1, SINT1_7640.2
OG0003548	FhHiC23_g15345.t1	SINT1_96290.1
OG0003549	FhHiC23_g16347.t1	SINT1_86500.1
OG0003550	FhHiC23_g4966.t1, FhHiC23_g4967.t1	SINT1_37490.1, SINT1_37490.2
OG0003551	FhHiC23_g7103.t1	SINT1_63900.1
OG0003552	FhHiC23_g7208.t1	SINT1_57700.3, SINT1_57700.1, SINT1_57700.2
OG0003553	FhHiC23_g7376.t1	SINT1_10000.1, SINT1_9990.1
OG0003554	FhHiC23_g7526.t1	SINT1_68590.1, SINT1_68590.2, SINT1_68590.3
OG0003577	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3	SINT1_44540.1
OG0003578	FhHiC23_g9390.t1	SINT1_93010.1
OG0003579	FhHiC23_g14411.t1, FhHiC23_g14410.t1	SINT1_36590.1
OG0003580	FhHiC23_g11768.t1	SINT1_15970.1
OG0003581	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3	SINT1_41270.1
OG0003582	FhHiC23_g8386.t1, FhHiC23_g8388.t1	SINT1_57070.1
OG0003583	FhHiC23_g13274.t1	SINT1_2800.1
OG0003584	FhHiC23_g7561.t1	SINT1_61340.1
OG0003585	FhHiC23_g4051.t1	SINT1_82570.1
OG0003586	FhHiC23_g14051.t1	SINT1_45060.1
OG0003587	FhHiC23_g11480.t2, FhHiC23_g11480.t1	SINT1_11100.2, SINT1_11100.1, SINT1_11100.3
OG0003588	FhHiC23_g11722.t1	SINT1_16290.2, SINT1_16290.1
OG0003589	FhHiC23_g3204.t1, FhHiC23_g3205.t1	SINT1_70400.1
OG0003590	FhHiC23_g12301.t1, FhHiC23_g12301.t2	SINT1_6250.1
OG0003591	FhHiC23_g6986.t1	SINT1_58930.1
OG0003592	FhHiC23_g2464.t1, FhHiC23_g2464.t2	SINT1_72580.1, SINT1_72580.2
OG0003593	FhHiC23_g5817.t1, FhHiC23_g5817.t2	SINT1_33430.1
OG0003594	FhHiC23_g15075.t1	SINT1_15590.1, SINT1_15590.2
OG0003595	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1	SINT1_84070.1
OG0003596	FhHiC23_g523.t1, FhHiC23_g523.t2	SINT1_52770.1
OG0003597	FhHiC23_g2322.t1	SINT1_72210.3, SINT1_72210.1, SINT1_72210.2
OG0003598	FhHiC23_g5777.t1, FhHiC23_g5777.t2	SINT1_36230.1
OG0003599	FhHiC23_g10643.t1, FhHiC23_g10643.t2	SINT1_13420.1
OG0003600	FhHiC23_g12565.t1	SINT1_5180.1
OG0003601	FhHiC23_g9713.t1	SINT1_27660.1
OG0003602	FhHiC23_g7579.t1	SINT1_64240.1, SINT1_64240.2
OG0003603	FhHiC23_g2283.t1	SINT1_70310.1
OG0003605	FhHiC23_g11683.t1, FhHiC23_g11683.t2	SINT1_16580.1
OG0003606	FhHiC23_g5553.t1	SINT1_34320.1, SINT1_34320.2, SINT1_34320.3, SINT1_34320.4, SINT1_34320.5, SINT1_34320.6
OG0003607	FhHiC23_g15477.t1, FhHiC23_g15479.t1	SINT1_15130.1, SINT1_15130.2
OG0003608	FhHiC23_g6344.t1	SINT1_36160.1
OG0003609	FhHiC23_g5772.t1	SINT1_24640.1, SINT1_24640.2
OG0003610	FhHiC23_g15972.t1	SINT1_86930.1
OG0003611	FhHiC23_g1399.t1	SINT1_53970.1, SINT1_53970.2
OG0003612	FhHiC23_g7366.t1	SINT1_59060.1
OG0003613	FhHiC23_g7875.t1	SINT1_67630.1
OG0003614	FhHiC23_g8173.t1	SINT1_58870.1
OG0003615	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2	SINT1_38960.1
OG0003616	FhHiC23_g10961.t1, FhHiC23_g10961.t2	SINT1_17770.1
OG0003617	FhHiC23_g8528.t1	SINT1_60290.1
OG0003618	FhHiC23_g9752.t1	SINT1_24450.1
OG0003619	FhHiC23_g13105.t1	SINT1_10510.1, SINT1_10510.2
OG0003620	FhHiC23_g3316.t1	SINT1_48880.1
OG0003621	FhHiC23_g2223.t1, FhHiC23_g2223.t2	SINT1_54020.1, SINT1_54020.2, SINT1_54020.3, SINT1_54020.4
OG0003622	FhHiC23_g4004.t1, FhHiC23_g2095.t1	SINT1_69790.1
OG0003623	FhHiC23_g406.t1	SINT1_49860.1, SINT1_49860.2, SINT1_49860.3
OG0003624	FhHiC23_g12955.t1	SINT1_12020.1
OG0003625	FhHiC23_g16381.t1	SINT1_84660.1
OG0003626	FhHiC23_g3677.t1	SINT1_84130.1
OG0003627	FhHiC23_g3675.t1	SINT1_83910.1
OG0003628	FhHiC23_g6142.t1	SINT1_33700.1, SINT1_33700.2
OG0003629	FhHiC23_g12079.t1	SINT1_7340.1
OG0003630	FhHiC23_g6475.t1	SINT1_35820.1
OG0003631	FhHiC23_g2763.t1	SINT1_77490.1, SINT1_77490.2, SINT1_77490.3, SINT1_77490.4
OG0003632	FhHiC23_g8058.t1	SINT1_63950.1, SINT1_63950.2
OG0003633	FhHiC23_g1329.t1	SINT1_53200.1
OG0003634	FhHiC23_g2686.t1, FhHiC23_g2686.t2	SINT1_76790.1
OG0003635	FhHiC23_g1014.t1	SINT1_75330.1
OG0003636	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4	SINT1_72880.1, SINT1_72880.2
OG0003637	FhHiC23_g7042.t1	SINT1_66930.1
OG0003638	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5	SINT1_53870.2, SINT1_53870.1, SINT1_53870.4, SINT1_53870.3, SINT1_53850.1
OG0003639	FhHiC23_g1855.t1, FhHiC23_g1855.t2	SINT1_53880.1, SINT1_53880.2
OG0003640	FhHiC23_g13721.t1, FhHiC23_g13721.t2	SINT1_4750.1, SINT1_4750.4, SINT1_4750.2, SINT1_4750.3
OG0003641	FhHiC23_g2336.t1	SINT1_74560.1
OG0003642	FhHiC23_g1892.t1, FhHiC23_g1892.t2, FhHiC23_g1893.t1	SINT1_56300.2, SINT1_56300.1
OG0003643	FhHiC23_g813.t1	SINT1_71480.1
OG0003644	FhHiC23_g15197.t1, FhHiC23_g15197.t2	SINT1_15110.1, SINT1_15110.2
OG0003645	FhHiC23_g1805.t1, FhHiC23_g1805.t2	SINT1_47060.1
OG0003646	FhHiC23_g2863.t1	SINT1_53410.2, SINT1_53410.5, SINT1_53410.1, SINT1_53410.3, SINT1_53410.4
OG0003647	FhHiC23_g11109.t1	SINT1_15450.1
OG0003648	FhHiC23_g11942.t1	SINT1_10140.1
OG0003649	FhHiC23_g5642.t1, FhHiC23_g5642.t2	SINT1_38570.1, SINT1_38570.2
OG0003650	FhHiC23_g15527.t1	SINT1_15510.1
OG0003651	FhHiC23_g2200.t1, FhHiC23_g2200.t2	SINT1_50450.1, SINT1_50450.2
OG0003652	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1	SINT1_54000.1
OG0003653	FhHiC23_g5806.t1	SINT1_39780.1
OG0003654	FhHiC23_g7901.t1	SINT1_66040.1
OG0003655	FhHiC23_g4622.t1, FhHiC23_g4622.t2	SINT1_30190.1
OG0003656	FhHiC23_g2531.t1	SINT1_69990.1, SINT1_69990.2, SINT1_69990.3, SINT1_69990.4
OG0003657	FhHiC23_g13346.t2, FhHiC23_g13346.t1	SINT1_3470.1, SINT1_3470.2, SINT1_3470.3
OG0003658	FhHiC23_g762.t1	SINT1_71500.1
OG0003659	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2	SINT1_77360.1
OG0003660	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3	SINT1_71150.1
OG0003661	FhHiC23_g1834.t1	SINT1_51930.2, SINT1_51930.1
OG0003662	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1	SINT1_43920.1
OG0003663	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3	SINT1_69290.1, SINT1_69290.2
OG0003664	FhHiC23_g1431.t1, FhHiC23_g1431.t2	SINT1_55410.1, SINT1_55420.1
OG0003665	FhHiC23_g2840.t1	SINT1_71600.1
OG0003666	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2	SINT1_57560.4, SINT1_57560.5, SINT1_57570.1
OG0003667	FhHiC23_g10839.t1	SINT1_16640.1
OG0003668	FhHiC23_g1580.t1	SINT1_53770.3, SINT1_53770.2, SINT1_53770.1
OG0003669	FhHiC23_g989.t1, FhHiC23_g995.t1	SINT1_54900.1
OG0003670	FhHiC23_g4525.t1, FhHiC23_g4525.t2	SINT1_62110.1
OG0003671	FhHiC23_g3132.t1	SINT1_74530.1, SINT1_74530.3, SINT1_74530.2, SINT1_74530.4, SINT1_74530.5, SINT1_74530.6
OG0003672	FhHiC23_g9327.t1	SINT1_92420.1
OG0003673	FhHiC23_g16680.t1, FhHiC23_g16680.t2	SINT1_86420.1
OG0003674	FhHiC23_g5968.t1	SINT1_34160.1, SINT1_34160.2
OG0003675	FhHiC23_g4528.t1, FhHiC23_g4528.t2	SINT1_63630.1, SINT1_63630.2, SINT1_63630.3
OG0003676	FhHiC23_g9036.t1	SINT1_92490.1, SINT1_92490.2
OG0003677	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1	SINT1_96410.1, SINT1_96430.1, SINT1_78450.1
OG0003678	FhHiC23_g5499.t1	SINT1_31340.1
OG0003679	FhHiC23_g14318.t1	SINT1_44910.1, SINT1_44910.2
OG0003680	FhHiC23_g4875.t1	SINT1_37300.1, SINT1_37300.3, SINT1_37300.2
OG0003681	FhHiC23_g16438.t2, FhHiC23_g16438.t1	SINT1_85700.1, SINT1_85700.2, SINT1_85700.3
OG0003682	FhHiC23_g328.t1	SINT1_74390.1
OG0003683	FhHiC23_g13387.t1	SINT1_9390.1, SINT1_9390.2, SINT1_9390.3, SINT1_9390.4, SINT1_9390.5, SINT1_9390.6, SINT1_9390.7, SINT1_9390.8
OG0003684	FhHiC23_g5679.t1	SINT1_96660.1
OG0003685	FhHiC23_g14159.t1	SINT1_38230.1
OG0003686	FhHiC23_g16597.t1, FhHiC23_g16597.t2	SINT1_89510.1, SINT1_89510.2
OG0003687	FhHiC23_g16129.t1	SINT1_96200.1, SINT1_96230.1
OG0003688	FhHiC23_g4126.t2, FhHiC23_g4126.t1	SINT1_80810.1
OG0003689	FhHiC23_g7428.t1	SINT1_62220.1
OG0003690	FhHiC23_g1766.t1, FhHiC23_g1768.t1	SINT1_54960.1, SINT1_54960.2
OG0003691	FhHiC23_g9828.t1, FhHiC23_g9829.t1	SINT1_94360.1
OG0003692	FhHiC23_g14022.t1	SINT1_38360.1, SINT1_38360.2
OG0003693	FhHiC23_g1564.t1	SINT1_53130.1
OG0003694	FhHiC23_g10214.t1	SINT1_23970.1, SINT1_23970.2, SINT1_23970.3
OG0003695	FhHiC23_g7157.t1	SINT1_64300.1, SINT1_64300.2
OG0003696	FhHiC23_g2315.t1, FhHiC23_g2315.t2	SINT1_69050.1, SINT1_69050.2
OG0003697	FhHiC23_g12513.t1, FhHiC23_g12511.t1	SINT1_1450.1
OG0003698	FhHiC23_g5224.t1	SINT1_32890.1, SINT1_32890.2, SINT1_32890.4, SINT1_32890.6, SINT1_32890.3, SINT1_32890.5
OG0003699	FhHiC23_g6416.t1	SINT1_32450.1, SINT1_32450.2
OG0003700	FhHiC23_g182.t1, FhHiC23_g182.t2	SINT1_46260.1
OG0003701	FhHiC23_g3667.t1, FhHiC23_g3667.t2	SINT1_79850.2, SINT1_79850.1, SINT1_79850.3
OG0003703	FhHiC23_g11314.t1	SINT1_12250.1
OG0003704	FhHiC23_g6117.t1	SINT1_33510.1, SINT1_33510.2
OG0003705	FhHiC23_g5286.t1	SINT1_34470.1, SINT1_34470.2, SINT1_34470.3, SINT1_34470.4, SINT1_34470.5, SINT1_34470.6
OG0003706	FhHiC23_g16620.t1	SINT1_89730.3, SINT1_89730.2, SINT1_89730.1
OG0003707	FhHiC23_g13441.t1	SINT1_4820.1
OG0003708	FhHiC23_g7630.t1, FhHiC23_g7630.t2	SINT1_61150.1
OG0003709	FhHiC23_g13326.t1	SINT1_2070.1, SINT1_2070.2
OG0003710	FhHiC23_g6588.t1	SINT1_33570.1
OG0003711	FhHiC23_g8246.t1	SINT1_66560.1, SINT1_66560.2
OG0003712	FhHiC23_g10763.t2, FhHiC23_g10763.t1	SINT1_17880.1, SINT1_17880.2, SINT1_17880.4, SINT1_17880.3
OG0003713	FhHiC23_g15885.t1	SINT1_85790.1
OG0003714	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1	SINT1_87450.1, SINT1_87460.1
OG0003715	FhHiC23_g9589.t1	SINT1_25720.1
OG0003716	FhHiC23_g9408.t2, FhHiC23_g9408.t1	SINT1_91520.2, SINT1_91520.1, SINT1_91520.3
OG0003717	FhHiC23_g3234.t2, FhHiC23_g3234.t1	SINT1_71970.1
OG0003718	FhHiC23_g1101.t1	SINT1_76490.1
OG0003719	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2	SINT1_49940.1
OG0003720	FhHiC23_g7948.t1	SINT1_59600.1
OG0003721	FhHiC23_g16260.t1, FhHiC23_g16260.t2	SINT1_90410.1, SINT1_90410.2
OG0003722	FhHiC23_g16259.t1	SINT1_90380.1, SINT1_90390.1
OG0003723	FhHiC23_g9176.t1	SINT1_91240.1, SINT1_91240.2
OG0003724	FhHiC23_g10624.t1	SINT1_19740.1
OG0003725	FhHiC23_g13250.t1	SINT1_5630.1
OG0003726	FhHiC23_g243.t1, FhHiC23_g78.t1	SINT1_54300.1
OG0003727	FhHiC23_g4636.t1	SINT1_29080.1
OG0003728	FhHiC23_g15186.t1	SINT1_20290.1
OG0003729	FhHiC23_g12343.t1	SINT1_9180.1
OG0003730	FhHiC23_g1132.t1	SINT1_49720.2, SINT1_49720.3, SINT1_49720.1, SINT1_49720.4, SINT1_49720.5
OG0003731	FhHiC23_g3764.t1, FhHiC23_g3764.t2	SINT1_81440.1, SINT1_81440.2, SINT1_81440.3
OG0003732	FhHiC23_g3585.t1	SINT1_80270.1
OG0003733	FhHiC23_g12062.t1	SINT1_7260.1, SINT1_7260.2
OG0003734	FhHiC23_g12617.t2, FhHiC23_g12617.t1	SINT1_3620.1
OG0003735	FhHiC23_g12790.t1	SINT1_5050.1
OG0003736	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3	SINT1_68570.1, SINT1_68570.6, SINT1_68570.5, SINT1_68570.2, SINT1_68570.4, SINT1_68570.3
OG0003737	FhHiC23_g12803.t1	SINT1_1270.4, SINT1_1270.1, SINT1_1270.3, SINT1_1270.2
OG0003738	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1	SINT1_43800.1
OG0003739	FhHiC23_g1275.t1	SINT1_49680.1
OG0003740	FhHiC23_g9478.t1	SINT1_27040.1
OG0003741	FhHiC23_g1056.t1	SINT1_53370.1
OG0003742	FhHiC23_g8591.t2, FhHiC23_g8591.t1	SINT1_59120.1
OG0003743	FhHiC23_g7165.t1	SINT1_63530.1
OG0003744	FhHiC23_g5453.t1, FhHiC23_g5453.t2	SINT1_31460.1
OG0003745	FhHiC23_g5466.t1, FhHiC23_g5466.t2	SINT1_30880.1
OG0003746	FhHiC23_g12328.t1	SINT1_3500.6, SINT1_3500.1, SINT1_3500.3, SINT1_3500.4, SINT1_3500.2, SINT1_3500.5
OG0003747	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3	SINT1_24860.1, SINT1_24860.2, SINT1_24860.4, SINT1_24860.3
OG0003748	FhHiC23_g13118.t1, FhHiC23_g13118.t2	SINT1_3360.1
OG0003749	FhHiC23_g14989.t2, FhHiC23_g14989.t1	SINT1_21680.3, SINT1_21680.4, SINT1_21680.1, SINT1_21680.2
OG0003750	FhHiC23_g2623.t1	SINT1_78420.1
OG0003751	FhHiC23_g4282.t1	SINT1_84230.1
OG0003752	FhHiC23_g5161.t1, FhHiC23_g5161.t2	SINT1_34460.1, SINT1_34460.2
OG0003753	FhHiC23_g15036.t3, FhHiC23_g15036.t2, FhHiC23_g15036.t1	SINT1_21850.1
OG0003754	FhHiC23_g3665.t1	SINT1_79460.1, SINT1_79460.2, SINT1_79460.3
OG0003755	FhHiC23_g13379.t1, FhHiC23_g13379.t2	SINT1_2200.1, SINT1_2200.2
OG0003756	FhHiC23_g8645.t1	SINT1_89390.1
OG0003757	FhHiC23_g14612.t1	SINT1_41450.1, SINT1_41450.2, SINT1_41450.3
OG0003758	FhHiC23_g6498.t1	SINT1_32880.1
OG0003759	FhHiC23_g6830.t1	SINT1_67720.1
OG0003760	FhHiC23_g14436.t1	SINT1_41690.1, SINT1_41690.3, SINT1_41690.2
OG0003761	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3	SINT1_49770.1
OG0003762	FhHiC23_g16494.t1	SINT1_86870.1
OG0003763	FhHiC23_g4925.t1	SINT1_41350.1
OG0003764	FhHiC23_g6226.t1	SINT1_39160.1, SINT1_39160.2
OG0003765	FhHiC23_g10903.t1	SINT1_12060.1, SINT1_12060.2
OG0003766	FhHiC23_g1029.t1	SINT1_46580.1, SINT1_46580.2
OG0003767	FhHiC23_g8534.t1, FhHiC23_g6973.t2	SINT1_59820.1, SINT1_59820.2
OG0003768	FhHiC23_g12359.t1	SINT1_1720.1, SINT1_1720.2
OG0003770	FhHiC23_g3337.t1	SINT1_69770.1
OG0003771	FhHiC23_g11602.t1	SINT1_6670.1
OG0003772	FhHiC23_g1845.t1, FhHiC23_g1845.t2	SINT1_48080.1
OG0003773	FhHiC23_g16182.t1	SINT1_86740.1
OG0003774	FhHiC23_g8891.t1	SINT1_71370.1, SINT1_71370.2
OG0003776	FhHiC23_g12554.t1	SINT1_7760.3, SINT1_7760.1, SINT1_7760.2
OG0003777	FhHiC23_g6964.t1	SINT1_57910.1
