Orthogroup	opisthorchis_viverrini	fasciola_hepatica
OG0003356	T265_14156	FhHiC23_g11457.t1
OG0003357	T265_04123, T265_15449	FhHiC23_g14741.t1, FhHiC23_g14741.t2, FhHiC23_g14741.t3
OG0003358	T265_13333	FhHiC23_g15951.t1, FhHiC23_g15951.t2
OG0003359	T265_01811	FhHiC23_g7880.t1
OG0003360	T265_15037	FhHiC23_g4919.t1, FhHiC23_g4920.t1
OG0003361	T265_01606	FhHiC23_g11316.t1
OG0003362	T265_06343, T265_08886	FhHiC23_g2653.t1, FhHiC23_g2653.t2
OG0003363	T265_00732	FhHiC23_g5710.t1, FhHiC23_g5713.t1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	FhHiC23_g3910.t1, FhHiC23_g3910.t2
OG0003365	T265_03679	FhHiC23_g15552.t1
OG0003366	T265_01582	FhHiC23_g7666.t1
OG0003368	T265_14328	FhHiC23_g5783.t1
OG0003369	T265_03934	FhHiC23_g8134.t1, FhHiC23_g8134.t2
OG0003370	T265_14039	FhHiC23_g5871.t1
OG0003371	T265_14624	FhHiC23_g2015.t2, FhHiC23_g2015.t1, FhHiC23_g2015.t4, FhHiC23_g2015.t3
OG0003372	T265_13073, T265_02731	FhHiC23_g9214.t1
OG0003373	T265_10074	FhHiC23_g15014.t1
OG0003374	T265_16374, T265_16007, T265_04840	FhHiC23_g10071.t1, FhHiC23_g10071.t2
OG0003375	T265_04061	FhHiC23_g3081.t1
OG0003376	T265_13274	FhHiC23_g715.t1, FhHiC23_g715.t2, FhHiC23_g715.t3
OG0003378	T265_07106	FhHiC23_g3456.t2, FhHiC23_g3456.t1, FhHiC23_g3466.t1
OG0003379	T265_05624	FhHiC23_g8115.t1
OG0003381	T265_00289	FhHiC23_g13912.t1, FhHiC23_g325.t1
OG0003382	T265_00092	FhHiC23_g1360.t1, FhHiC23_g1360.t2
OG0003383	T265_15451	FhHiC23_g13615.t1
OG0003384	T265_13386	FhHiC23_g5987.t1
OG0003385	T265_14270	FhHiC23_g16302.t2, FhHiC23_g16302.t1
OG0003386	T265_03433	FhHiC23_g15425.t1
OG0003389	T265_12547	FhHiC23_g1214.t1
OG0003390	T265_00408	FhHiC23_g5839.t1, FhHiC23_g7361.t1
OG0003391	T265_04030, T265_15014	FhHiC23_g2984.t1
OG0003392	T265_02148	FhHiC23_g1254.t1
OG0003393	T265_13519, T265_15813	FhHiC23_g4666.t1, FhHiC23_g4666.t2
OG0003394	T265_07062	FhHiC23_g13892.t1
OG0003395	T265_12933	FhHiC23_g1610.t1
OG0003396	T265_11318, T265_11884	FhHiC23_g14521.t1
OG0003397	T265_03419, T265_06176, T265_06175	FhHiC23_g15501.t1
OG0003398	T265_07278	FhHiC23_g13371.t1, FhHiC23_g13371.t2
OG0003399	T265_09816	FhHiC23_g5032.t2, FhHiC23_g5032.t1
OG0003400	T265_15283, T265_15284	FhHiC23_g907.t3, FhHiC23_g907.t1
OG0003401	T265_05806	FhHiC23_g5828.t1, FhHiC23_g5828.t2, FhHiC23_g5829.t1
OG0003402	T265_03694, T265_16284	FhHiC23_g15775.t1, FhHiC23_g15775.t2
OG0003403	T265_04283, T265_04284	FhHiC23_g3196.t1, FhHiC23_g3196.t2, FhHiC23_g3197.t2, FhHiC23_g3197.t1
OG0003404	T265_11259	FhHiC23_g3039.t1
OG0003405	T265_00061, T265_05780	FhHiC23_g1919.t1
OG0003405	T265_08607	FhHiC23_g2019.t1, FhHiC23_g2019.t2
OG0003406	T265_14439	FhHiC23_g10997.t1
OG0003407	T265_06019	FhHiC23_g3577.t1
OG0003408	T265_13309	FhHiC23_g9592.t1
OG0003409	T265_10546	FhHiC23_g11909.t1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	FhHiC23_g7070.t1
OG0003411	T265_13041	FhHiC23_g6068.t2, FhHiC23_g6068.t1
OG0003412	T265_01015	FhHiC23_g12447.t1, FhHiC23_g12448.t1
OG0003413	T265_01539	FhHiC23_g13366.t1
OG0003414	T265_09732	FhHiC23_g5682.t1
OG0003415	T265_09033	FhHiC23_g3170.t2, FhHiC23_g3170.t1
OG0003416	T265_12733	FhHiC23_g6755.t1
OG0003417	T265_06775	FhHiC23_g1656.t1
OG0003419	T265_12633	FhHiC23_g2689.t1, FhHiC23_g2689.t2
OG0003420	T265_08302	FhHiC23_g16682.t2, FhHiC23_g14164.t1
OG0003421	T265_09192	FhHiC23_g16240.t1, FhHiC23_g6582.t1
OG0003422	T265_03968	FhHiC23_g629.t3, FhHiC23_g629.t4, FhHiC23_g629.t2, FhHiC23_g629.t1
OG0003423	T265_03199, T265_13186	FhHiC23_g12041.t2, FhHiC23_g12041.t1
OG0003424	T265_11767	FhHiC23_g16326.t1
OG0003425	T265_10927	FhHiC23_g4077.t1
OG0003426	T265_05174	FhHiC23_g7430.t1, FhHiC23_g7429.t1
OG0003427	T265_09674	FhHiC23_g14662.t1, FhHiC23_g14662.t2
OG0003428	T265_04653	FhHiC23_g4105.t1
OG0003429	T265_05909	FhHiC23_g1095.t1, FhHiC23_g1095.t2
OG0003430	T265_07448	FhHiC23_g1099.t1
OG0003431	T265_14276	FhHiC23_g15335.t1
OG0003432	T265_02200	FhHiC23_g399.t1
OG0003433	T265_14247	FhHiC23_g12489.t1
OG0003434	T265_13606	FhHiC23_g6833.t1
OG0003435	T265_13575	FhHiC23_g14861.t1
OG0003436	T265_14841	FhHiC23_g3189.t2, FhHiC23_g3189.t1
OG0003437	T265_11777	FhHiC23_g3082.t1
OG0003438	T265_13978	FhHiC23_g6374.t1
OG0003439	T265_03706	FhHiC23_g14987.t1
OG0003440	T265_12653	FhHiC23_g15220.t1
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	FhHiC23_g9481.t1, FhHiC23_g10036.t1
OG0003442	T265_10526, T265_07654	FhHiC23_g8035.t1, FhHiC23_g1587.t1, FhHiC23_g1587.t2, FhHiC23_g1587.t3
OG0003443	T265_13942	FhHiC23_g6800.t1
OG0003444	T265_14726	FhHiC23_g12587.t1, FhHiC23_g12588.t1
OG0003445	T265_07143	FhHiC23_g14226.t1, FhHiC23_g14226.t2
OG0003446	T265_04504	FhHiC23_g5765.t1, FhHiC23_g5765.t2
OG0003447	T265_14249	FhHiC23_g12909.t1, FhHiC23_g12909.t2
OG0003448	T265_10023	FhHiC23_g180.t1
OG0003449	T265_09851	FhHiC23_g181.t1
OG0003450	T265_12574	FhHiC23_g7257.t1
OG0003451	T265_04969	FhHiC23_g3974.t1, FhHiC23_g3974.t3, FhHiC23_g3974.t2
OG0003452	T265_08005	FhHiC23_g11703.t1, FhHiC23_g11703.t2
OG0003453	T265_04993	FhHiC23_g6212.t2, FhHiC23_g6212.t1, FhHiC23_g6212.t3
OG0003454	T265_14193	FhHiC23_g5734.t2, FhHiC23_g5734.t1
OG0003456	T265_05545	FhHiC23_g12933.t1
OG0003457	T265_09480, T265_16051	FhHiC23_g14060.t1
OG0003458	T265_00691	FhHiC23_g5901.t1
OG0003459	T265_07450	FhHiC23_g12965.t1
OG0003460	T265_04726	FhHiC23_g14869.t1, FhHiC23_g14869.t2
OG0003461	T265_12975	FhHiC23_g3913.t1
OG0003462	T265_02574	FhHiC23_g5671.t1, FhHiC23_g5671.t2
OG0003463	T265_10283, T265_10285	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3
OG0003464	T265_07922	FhHiC23_g3469.t1, FhHiC23_g3469.t2
OG0003465	T265_02038	FhHiC23_g7798.t1
OG0003467	T265_14975, T265_09848	FhHiC23_g2691.t1
OG0003468	T265_12594	FhHiC23_g8277.t1
OG0003469	T265_08823	FhHiC23_g201.t1
OG0003470	T265_11547, T265_11549	FhHiC23_g785.t1
OG0003471	T265_11489	FhHiC23_g1184.t1, FhHiC23_g1184.t2
OG0003472	T265_15369	FhHiC23_g13198.t1
OG0003473	T265_12937	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2
OG0003474	T265_02823	FhHiC23_g361.t1
OG0003475	T265_09374	FhHiC23_g5061.t1, FhHiC23_g5067.t1
OG0003476	T265_09472, T265_12155	FhHiC23_g14574.t1
OG0003477	T265_01902	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1
OG0003478	T265_08469	FhHiC23_g12628.t1
OG0003479	T265_13318	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1
OG0003480	T265_09876, T265_14913	FhHiC23_g8174.t1
OG0003482	T265_05343	FhHiC23_g16064.t1
OG0003483	T265_13053	FhHiC23_g6508.t1
OG0003484	T265_06650	FhHiC23_g13210.t1
OG0003485	T265_13645, T265_13644	FhHiC23_g4071.t1
OG0003486	T265_13646	FhHiC23_g4072.t1
OG0003487	T265_08087, T265_10196	FhHiC23_g2355.t1
OG0003488	T265_09073	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2
OG0003489	T265_00323	FhHiC23_g3429.t1, FhHiC23_g3428.t1
OG0003490	T265_03113	FhHiC23_g13645.t1
OG0003491	T265_04324	FhHiC23_g6569.t1
OG0003492	T265_02536	FhHiC23_g7320.t1
OG0003493	T265_11233	FhHiC23_g16269.t2, FhHiC23_g16269.t1
OG0003494	T265_08759	FhHiC23_g9930.t1, FhHiC23_g9930.t2
OG0003495	T265_04558	FhHiC23_g13596.t1
OG0003496	T265_02588	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1
OG0003497	T265_00036	FhHiC23_g2425.t1, FhHiC23_g2425.t2
OG0003498	T265_02133	FhHiC23_g1737.t1
OG0003499	T265_13442	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1
OG0003500	T265_07015	FhHiC23_g7396.t1
OG0003501	T265_10024	FhHiC23_g3275.t2, FhHiC23_g3275.t1
OG0003502	T265_13592	FhHiC23_g16267.t1
OG0003503	T265_13487	FhHiC23_g12713.t1, FhHiC23_g12713.t2
OG0003505	T265_12248, T265_00127, T265_16214	FhHiC23_g90.t1
OG0003507	T265_04937	FhHiC23_g12669.t1
OG0003508	T265_02519	FhHiC23_g6868.t1
OG0003509	T265_15081	FhHiC23_g14145.t1
OG0003510	T265_09042	FhHiC23_g13856.t1, FhHiC23_g13686.t1
OG0003511	T265_13027	FhHiC23_g8142.t2, FhHiC23_g8142.t1
OG0003512	T265_11112, T265_11328	FhHiC23_g3834.t1
OG0003513	T265_09089	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3
OG0003515	T265_06621	FhHiC23_g15675.t1, FhHiC23_g15684.t1
OG0003516	T265_10171	FhHiC23_g37.t1
OG0003517	T265_06615	FhHiC23_g9198.t1, FhHiC23_g9198.t2
OG0003518	T265_08612	FhHiC23_g16345.t1
OG0003519	T265_05628	FhHiC23_g6817.t1
OG0003520	T265_01815	FhHiC23_g8159.t1
OG0003521	T265_04411	FhHiC23_g12090.t1
OG0003522	T265_13909	FhHiC23_g1674.t1
OG0003523	T265_01345	FhHiC23_g1745.t1
OG0003524	T265_00504	FhHiC23_g7552.t2, FhHiC23_g7552.t1
OG0003525	T265_01893, T265_08418	FhHiC23_g12944.t1
OG0003526	T265_08334	FhHiC23_g6354.t2, FhHiC23_g6354.t1
OG0003527	T265_11499, T265_16069	FhHiC23_g2525.t1, FhHiC23_g2525.t2
OG0003528	T265_11428	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1
OG0003529	T265_15692, T265_15691	FhHiC23_g13907.t2, FhHiC23_g13907.t1
OG0003530	T265_01532	FhHiC23_g7804.t1
OG0003531	T265_04537	FhHiC23_g12389.t1
OG0003532	T265_15073, T265_10184	FhHiC23_g13658.t2, FhHiC23_g13658.t1
OG0003533	T265_08083	FhHiC23_g542.t1, FhHiC23_g542.t2
OG0003534	T265_14367	FhHiC23_g4392.t1, FhHiC23_g4392.t2
OG0003535	T265_13748, T265_13749	FhHiC23_g9402.t1
OG0003536	T265_03943	FhHiC23_g6908.t2, FhHiC23_g6908.t1
OG0003537	T265_08781, T265_14670	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2
OG0003538	T265_14277	FhHiC23_g291.t1, FhHiC23_g292.t1
OG0003540	T265_06653	FhHiC23_g13504.t1, FhHiC23_g13504.t2
OG0003541	T265_08893	FhHiC23_g16826.t1, FhHiC23_g16826.t2
OG0003542	T265_00656, T265_13990	FhHiC23_g8438.t1
OG0003543	T265_08692	FhHiC23_g1923.t1, FhHiC23_g1924.t1
OG0003544	T265_11978	FhHiC23_g486.t1
OG0003545	T265_05565	FhHiC23_g11795.t1
OG0003547	T265_13128	FhHiC23_g13042.t1
OG0003548	T265_15344	FhHiC23_g15345.t1
OG0003549	T265_08011	FhHiC23_g16347.t1
OG0003553	T265_10953	FhHiC23_g7376.t1
OG0003554	T265_05158	FhHiC23_g7526.t1
OG0003577	T265_04132	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3
OG0003580	T265_10604	FhHiC23_g11768.t1
OG0003581	T265_10913, T265_14331	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3
OG0003582	T265_06314, T265_12092, T265_15431	FhHiC23_g8386.t1, FhHiC23_g8388.t1
OG0003583	T265_14147	FhHiC23_g13274.t1
OG0003584	T265_10564	FhHiC23_g7561.t1
OG0003585	T265_07130	FhHiC23_g4051.t1
OG0003586	T265_05888	FhHiC23_g14051.t1
OG0003587	T265_00983, T265_06561	FhHiC23_g11480.t2, FhHiC23_g11480.t1
OG0003588	T265_14600	FhHiC23_g11722.t1
OG0003590	T265_02486	FhHiC23_g12301.t1, FhHiC23_g12301.t2
OG0003591	T265_01108	FhHiC23_g6986.t1
OG0003593	T265_14611	FhHiC23_g5817.t1, FhHiC23_g5817.t2
OG0003594	T265_15427	FhHiC23_g15075.t1
OG0003595	T265_07915	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1
OG0003596	T265_00838	FhHiC23_g523.t1, FhHiC23_g523.t2
OG0003597	T265_14097	FhHiC23_g2322.t1
OG0003598	T265_14336	FhHiC23_g5777.t1, FhHiC23_g5777.t2
OG0003599	T265_14959	FhHiC23_g10643.t1, FhHiC23_g10643.t2
OG0003600	T265_05129	FhHiC23_g12565.t1
OG0003601	T265_07052	FhHiC23_g9713.t1
OG0003602	T265_02041	FhHiC23_g7579.t1
OG0003603	T265_05734	FhHiC23_g2283.t1
OG0003605	T265_11576	FhHiC23_g11683.t1, FhHiC23_g11683.t2
OG0003606	T265_10609	FhHiC23_g5553.t1
OG0003607	T265_13798	FhHiC23_g15477.t1, FhHiC23_g15479.t1
OG0003608	T265_00734	FhHiC23_g6344.t1
OG0003609	T265_07040	FhHiC23_g5772.t1
OG0003610	T265_05958	FhHiC23_g15972.t1
OG0003611	T265_08091	FhHiC23_g1399.t1
OG0003612	T265_13022, T265_02498	FhHiC23_g7366.t1
OG0003613	T265_04789	FhHiC23_g7875.t1
OG0003615	T265_04147	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2
OG0003616	T265_03030	FhHiC23_g10961.t1, FhHiC23_g10961.t2
OG0003617	T265_03178	FhHiC23_g8528.t1
OG0003618	T265_03758	FhHiC23_g9752.t1
OG0003619	T265_01591, T265_07717	FhHiC23_g13105.t1
OG0003620	T265_01336	FhHiC23_g2225.t1
OG0003620	T265_13102	FhHiC23_g3316.t1
OG0003621	T265_01334	FhHiC23_g2223.t1, FhHiC23_g2223.t2
OG0003622	T265_02194	FhHiC23_g4004.t1, FhHiC23_g2095.t1
OG0003623	T265_13109	FhHiC23_g406.t1
OG0003624	T265_09870	FhHiC23_g12955.t1
OG0003625	T265_09174	FhHiC23_g16381.t1
OG0003626	T265_14517	FhHiC23_g3677.t1
OG0003627	T265_08254	FhHiC23_g3675.t1
OG0003629	T265_01597	FhHiC23_g12079.t1
OG0003630	T265_00552	FhHiC23_g6475.t1
OG0003631	T265_05474	FhHiC23_g2763.t1
OG0003632	T265_01555	FhHiC23_g8058.t1
OG0003633	T265_00479	FhHiC23_g1329.t1
OG0003634	T265_13087	FhHiC23_g2686.t1, FhHiC23_g2686.t2
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	FhHiC23_g1014.t1
OG0003636	T265_14928	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4
OG0003637	T265_15655	FhHiC23_g7042.t1
OG0003638	T265_05106	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5
OG0003639	T265_05104, T265_16000	FhHiC23_g1855.t1, FhHiC23_g1855.t2
OG0003640	T265_01012	FhHiC23_g13721.t1, FhHiC23_g13721.t2
OG0003641	T265_02862	FhHiC23_g2336.t1
OG0003642	T265_12743	FhHiC23_g1892.t1, FhHiC23_g1892.t2
OG0003642	T265_01199	FhHiC23_g1893.t1
OG0003643	T265_00281	FhHiC23_g813.t1
OG0003645	T265_00160, T265_00162	FhHiC23_g1805.t1, FhHiC23_g1805.t2
OG0003646	T265_03853	FhHiC23_g2863.t1
OG0003647	T265_11848, T265_15568	FhHiC23_g11109.t1
OG0003648	T265_10268	FhHiC23_g11942.t1
OG0003649	T265_00575	FhHiC23_g5642.t1, FhHiC23_g5642.t2
OG0003650	T265_15117	FhHiC23_g15527.t1
OG0003651	T265_13683	FhHiC23_g2200.t1, FhHiC23_g2200.t2
OG0003652	T265_00794, T265_12637	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1
OG0003653	T265_13145	FhHiC23_g5174.t1, FhHiC23_g5174.t2
OG0003653	T265_02615	FhHiC23_g5806.t1
OG0003654	T265_08494	FhHiC23_g7901.t1
OG0003655	T265_05208	FhHiC23_g4622.t1, FhHiC23_g4622.t2
OG0003656	T265_03290	FhHiC23_g2531.t1
OG0003657	T265_11037	FhHiC23_g13346.t2, FhHiC23_g13346.t1
OG0003658	T265_07445	FhHiC23_g762.t1
OG0003659	T265_02794	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2
OG0003660	T265_00788, T265_02325	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3
OG0003661	T265_00438	FhHiC23_g1834.t1
OG0003662	T265_11677	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1
OG0003663	T265_15278	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3
OG0003665	T265_12643, T265_12644	FhHiC23_g2840.t1
OG0003666	T265_08460, T265_13632	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2
OG0003668	T265_03603	FhHiC23_g1580.t1
OG0003669	T265_00288	FhHiC23_g989.t1, FhHiC23_g995.t1
OG0003670	T265_08934	FhHiC23_g4525.t1, FhHiC23_g4525.t2
OG0003671	T265_01972	FhHiC23_g3132.t1
OG0003672	T265_14717	FhHiC23_g9327.t1
OG0003674	T265_13658, T265_04998	FhHiC23_g5968.t1
OG0003676	T265_16358, T265_11520, T265_16124	FhHiC23_g9036.t1
OG0003677	T265_09034	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1
OG0003678	T265_10342	FhHiC23_g5499.t1
OG0003679	T265_11802	FhHiC23_g14318.t1
OG0003680	T265_02876	FhHiC23_g4875.t1
OG0003681	T265_09754	FhHiC23_g16438.t2, FhHiC23_g16438.t1
OG0003683	T265_06872	FhHiC23_g13387.t1
OG0003684	T265_15486	FhHiC23_g5679.t1
OG0003685	T265_04088	FhHiC23_g14159.t1
OG0003686	T265_04768	FhHiC23_g16597.t1, FhHiC23_g16597.t2
OG0003687	T265_08327	FhHiC23_g16129.t1
OG0003688	T265_01680	FhHiC23_g4126.t2, FhHiC23_g4126.t1
OG0003689	T265_15525, T265_11754	FhHiC23_g7428.t1
OG0003690	T265_11143, T265_15936	FhHiC23_g1766.t1, FhHiC23_g1768.t1
OG0003691	T265_05651	FhHiC23_g9828.t1, FhHiC23_g9829.t1
OG0003692	T265_08242	FhHiC23_g14022.t1
OG0003693	T265_08095	FhHiC23_g1564.t1
OG0003694	T265_07501	FhHiC23_g10214.t1
OG0003695	T265_09288	FhHiC23_g7157.t1
OG0003696	T265_00034	FhHiC23_g2315.t1, FhHiC23_g2315.t2
OG0003697	T265_06827, T265_14149	FhHiC23_g12513.t1, FhHiC23_g12511.t1
OG0003698	T265_15116	FhHiC23_g5224.t1
OG0003699	T265_07037	FhHiC23_g6416.t1
OG0003700	T265_10146	FhHiC23_g182.t1, FhHiC23_g182.t2
OG0003701	T265_01634	FhHiC23_g3667.t1, FhHiC23_g3667.t2
OG0003703	T265_07221, T265_16143	FhHiC23_g11314.t1
OG0003704	T265_06510	FhHiC23_g6117.t1
OG0003705	T265_07049	FhHiC23_g5286.t1
OG0003706	T265_04171	FhHiC23_g16620.t1
OG0003707	T265_15364	FhHiC23_g13441.t1
OG0003708	T265_07688	FhHiC23_g7630.t1, FhHiC23_g7630.t2
OG0003709	T265_04308, T265_04657, T265_14395, T265_08952	FhHiC23_g13326.t1
OG0003710	T265_13051	FhHiC23_g6588.t1
OG0003711	T265_05157	FhHiC23_g8246.t1
OG0003712	T265_13695	FhHiC23_g10763.t2, FhHiC23_g10763.t1
OG0003713	T265_07311	FhHiC23_g15885.t1
OG0003715	T265_13324	FhHiC23_g9589.t1
OG0003717	T265_14734	FhHiC23_g3234.t2, FhHiC23_g3234.t1
OG0003718	T265_13675	FhHiC23_g1101.t1
OG0003719	T265_09180	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2
OG0003720	T265_06792	FhHiC23_g7948.t1
OG0003721	T265_02624	FhHiC23_g16260.t1, FhHiC23_g16260.t2
OG0003723	T265_07088	FhHiC23_g9176.t1
OG0003724	T265_09063	FhHiC23_g10624.t1
OG0003725	T265_09685	FhHiC23_g13250.t1
OG0003726	T265_03314	FhHiC23_g243.t1, FhHiC23_g78.t1
OG0003727	T265_10556	FhHiC23_g4636.t1
OG0003728	T265_02271	FhHiC23_g15186.t1, FhHiC23_g15184.t1, FhHiC23_g15184.t2, FhHiC23_g15185.t1, FhHiC23_g15185.t2
OG0003729	T265_10965	FhHiC23_g12343.t1
OG0003730	T265_14130	FhHiC23_g1132.t1
OG0003731	T265_13642	FhHiC23_g3764.t1, FhHiC23_g3764.t2
OG0003732	T265_13560	FhHiC23_g3585.t1
OG0003733	T265_01595	FhHiC23_g12062.t1
OG0003734	T265_09564	FhHiC23_g12617.t2, FhHiC23_g12617.t1
OG0003735	T265_06408	FhHiC23_g12790.t1
OG0003736	T265_12784	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3
OG0003737	T265_14236, T265_15927	FhHiC23_g12803.t1
OG0003738	T265_05054	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1
OG0003739	T265_15441	FhHiC23_g1275.t1
OG0003740	T265_12173, T265_02122, T265_16241	FhHiC23_g9478.t1
OG0003742	T265_00182	FhHiC23_g8591.t2, FhHiC23_g8591.t1
OG0003743	T265_01139	FhHiC23_g7165.t1
OG0003744	T265_08995	FhHiC23_g5453.t1, FhHiC23_g5453.t2
OG0003745	T265_08231	FhHiC23_g5466.t1, FhHiC23_g5466.t2
OG0003746	T265_15392	FhHiC23_g12328.t1
OG0003747	T265_02110	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3
OG0003748	T265_06307	FhHiC23_g13118.t1, FhHiC23_g13118.t2
OG0003749	T265_02264	FhHiC23_g14989.t2, FhHiC23_g14989.t1
OG0003750	T265_03282	FhHiC23_g2623.t1
OG0003751	T265_03402	FhHiC23_g4282.t1
OG0003752	T265_08865	FhHiC23_g5161.t1, FhHiC23_g5161.t2
OG0003754	T265_07808	FhHiC23_g3665.t1
OG0003755	T265_06436	FhHiC23_g13379.t1, FhHiC23_g13379.t2
OG0003756	T265_08406	FhHiC23_g8645.t1
OG0003757	T265_03497	FhHiC23_g14612.t1
OG0003759	T265_05181	FhHiC23_g6830.t1
OG0003760	T265_10848, T265_05509, T265_09336	FhHiC23_g14436.t1
OG0003761	T265_08834	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3
OG0003762	T265_11768	FhHiC23_g16494.t1
OG0003763	T265_02568	FhHiC23_g4925.t1
OG0003764	T265_02610	FhHiC23_g6226.t1
OG0003766	T265_09173	FhHiC23_g1029.t1
OG0003767	T265_00597	FhHiC23_g8534.t1, FhHiC23_g6973.t2
OG0003768	T265_15091	FhHiC23_g12359.t1
OG0003769	T265_05416	FhHiC23_g6631.t1
OG0003770	T265_03594	FhHiC23_g3337.t1
OG0003771	T265_15770, T265_15771	FhHiC23_g11602.t1
OG0003772	T265_00071	FhHiC23_g1845.t1, FhHiC23_g1845.t2
OG0003773	T265_07529, T265_07530	FhHiC23_g16182.t1
OG0003774	T265_01329	FhHiC23_g8891.t1
OG0003775	T265_09155, T265_08355	FhHiC23_g192.t1
OG0003776	T265_14561	FhHiC23_g12554.t1
OG0003777	T265_01583	FhHiC23_g6964.t1
OG0003778	T265_07089	FhHiC23_g9314.t1
OG0003779	T265_05531	FhHiC23_g15193.t1
OG0003780	T265_13360	FhHiC23_g8223.t1
OG0003781	T265_04246	FhHiC23_g10291.t1
OG0003782	T265_06846	FhHiC23_g2028.t3
OG0003783	T265_12559	FhHiC23_g212.t1, FhHiC23_g212.t2
OG0003784	T265_00146, T265_12352, T265_15752	FhHiC23_g1125.t1
OG0003785	T265_04718	FhHiC23_g14617.t1
OG0003786	T265_01448	FhHiC23_g7714.t1, FhHiC23_g6999.t1
OG0003787	T265_10458, T265_11182	FhHiC23_g15288.t1, FhHiC23_g15288.t2
OG0003788	T265_11551	FhHiC23_g833.t1, FhHiC23_g833.t2
OG0003789	T265_11782	FhHiC23_g12543.t1
OG0003790	T265_07338	FhHiC23_g5330.t1
OG0003791	T265_13215	FhHiC23_g227.t1
OG0003792	T265_07300	FhHiC23_g3509.t1, FhHiC23_g3509.t2
OG0003794	T265_07116	FhHiC23_g4010.t1
OG0003795	T265_08168	FhHiC23_g12979.t1, FhHiC23_g12980.t1
OG0003796	T265_11530, T265_11441, T265_11529	FhHiC23_g8618.t1
OG0003797	T265_13903	FhHiC23_g1729.t1
OG0003798	T265_09175	FhHiC23_g16180.t1, FhHiC23_g16180.t2
OG0003799	T265_02377	FhHiC23_g4228.t1
OG0003800	T265_05983	FhHiC23_g10374.t1, FhHiC23_g10374.t2
OG0003801	T265_08096	FhHiC23_g1560.t1, FhHiC23_g1561.t1
OG0003802	T265_03294	FhHiC23_g2514.t1, FhHiC23_g10612.t1
OG0003803	T265_09049	FhHiC23_g11660.t1
OG0003804	T265_12924	FhHiC23_g11799.t1
OG0003805	T265_00258	FhHiC23_g12371.t1
OG0003806	T265_00275	FhHiC23_g13172.t1, FhHiC23_g13172.t2
OG0003807	T265_15782	FhHiC23_g14184.t1, FhHiC23_g14184.t2
OG0003809	T265_02345	FhHiC23_g3067.t1
OG0003827	T265_13331	FhHiC23_g5317.t1, FhHiC23_g5344.t1
OG0003828	T265_02993, T265_03636, T265_02995, T265_03637	FhHiC23_g5854.t1
OG0003829	T265_10436	FhHiC23_g11741.t1
OG0003830	T265_09055	FhHiC23_g11591.t1, FhHiC23_g11593.t1
