Orthogroup	opisthorchis_viverrini	schistosoma_rodhaini
OG0001899	T265_03996	SRDH2_39120.1, SRDH2_39120.2, SRDH2_39120.4, SRDH2_39120.6, SRDH2_39120.5, SRDH2_39120.3, SRDH2_39120.9, SRDH2_39120.7, SRDH2_39120.8
OG0001900	T265_05713	SRDH2_76470.5, SRDH2_76470.2, SRDH2_76470.6, SRDH2_76470.1, SRDH2_76470.3, SRDH2_76470.4
OG0001901	T265_07537	SRDH2_30620.1
OG0001902	T265_03661, T265_11899	SRDH2_39100.2, SRDH2_39100.5, SRDH2_39100.6, SRDH2_39100.1, SRDH2_39100.3, SRDH2_39100.4
OG0001903	T265_06552, T265_06554	SRDH2_87430.1
OG0001904	T265_10321	SRDH2_12820.3, SRDH2_12820.4, SRDH2_12820.5, SRDH2_12820.1, SRDH2_12820.2
OG0001905	T265_06569	SRDH2_60200.1
OG0001906	T265_13479	SRDH2_29750.1
OG0001907	T265_14805	SRDH2_6920.5, SRDH2_6920.2, SRDH2_6920.4, SRDH2_6920.1, SRDH2_6920.3, SRDH2_6910.1
OG0001908	T265_04923	SRDH2_67360.1, SRDH2_67340.1, SRDH2_67330.1, SRDH2_67350.1, SRDH2_67320.1
OG0001909	T265_08757	SRDH2_98710.1
OG0001910	T265_11579	SRDH2_38640.1, SRDH2_38640.4, SRDH2_38640.2, SRDH2_38640.3
OG0001911	T265_08739, T265_08740	SRDH2_54370.3, SRDH2_54370.1, SRDH2_54370.2
OG0001912	T265_05946	SRDH2_82080.1
OG0001913	T265_02936	SRDH2_75180.1
OG0001914	T265_04183	SRDH2_62340.3, SRDH2_62340.5, SRDH2_62340.6, SRDH2_62340.4, SRDH2_62340.1, SRDH2_62340.2
OG0001915	T265_15891, T265_01652, T265_12174	SRDH2_85380.1, SRDH2_85380.3, SRDH2_85380.2
OG0001916	T265_06670	SRDH2_23130.4, SRDH2_23130.1, SRDH2_23130.2, SRDH2_23130.3
OG0001917	T265_14049	SRDH2_8460.1
OG0001918	T265_00471	SRDH2_46940.1
OG0001919	T265_02504	SRDH2_68430.2, SRDH2_68430.6, SRDH2_68430.8, SRDH2_68430.4, SRDH2_68430.3, SRDH2_68430.9, SRDH2_68430.5, SRDH2_68430.7, SRDH2_68430.1
OG0001920	T265_08481	SRDH2_8580.1
OG0001921	T265_06125	SRDH2_39840.5, SRDH2_39840.1, SRDH2_39840.2, SRDH2_39840.3, SRDH2_39840.4, SRDH2_39840.6, SRDH2_39840.7
OG0001922	T265_14503	SRDH2_59950.2, SRDH2_59950.6, SRDH2_59950.1, SRDH2_59950.8, SRDH2_59950.4, SRDH2_59950.10, SRDH2_59950.11, SRDH2_59950.7, SRDH2_59950.9, SRDH2_59950.3, SRDH2_59950.5
OG0001923	T265_07276	SRDH2_7060.2, SRDH2_7060.3, SRDH2_7060.1, SRDH2_7060.6, SRDH2_7060.5, SRDH2_7060.4
OG0001924	T265_02681	SRDH2_55730.1
OG0001925	T265_00852	SRDH2_22620.2, SRDH2_22620.1
OG0001926	T265_02868	SRDH2_34820.1, SRDH2_34820.2, SRDH2_34820.3
OG0001927	T265_08673	SRDH2_520.1, SRDH2_520.2, SRDH2_520.4, SRDH2_520.3
OG0001929	T265_16131, T265_00819	SRDH2_73190.1, SRDH2_73190.2, SRDH2_73190.4, SRDH2_73190.3
OG0001932	T265_11747	SRDH2_67210.1
OG0001941	T265_02631	SRDH2_91170.1, SRDH2_91170.2, SRDH2_91170.4, SRDH2_91170.5, SRDH2_91170.3
OG0001943	T265_12963	SRDH2_19420.1, SRDH2_19420.2
OG0001944	T265_01438	SRDH2_70150.2, SRDH2_70150.5, SRDH2_70150.1, SRDH2_70150.6, SRDH2_70150.3, SRDH2_70150.4
OG0001945	T265_02757, T265_11309	SRDH2_99340.1
OG0001946	T265_08642	SRDH2_30650.1, SRDH2_30650.4, SRDH2_30650.3, SRDH2_30650.5, SRDH2_30650.2
OG0001947	T265_15378	SRDH2_42490.1, SRDH2_42490.2, SRDH2_42490.4
OG0001948	T265_09604	SRDH2_91080.1, SRDH2_91080.2
OG0001949	T265_10788	SRDH2_97460.3, SRDH2_97460.4, SRDH2_97460.1, SRDH2_97460.2
OG0001950	T265_14356	SRDH2_86590.13, SRDH2_86590.11, SRDH2_86590.10, SRDH2_86590.9, SRDH2_86590.6, SRDH2_86590.8, SRDH2_86590.5, SRDH2_86590.7, SRDH2_86590.3, SRDH2_86590.4, SRDH2_86590.1, SRDH2_86590.2, SRDH2_86590.12
OG0001951	T265_02488	SRDH2_6390.2, SRDH2_6390.3, SRDH2_6390.1
OG0001952	T265_01274	SRDH2_46520.5, SRDH2_46520.4, SRDH2_46520.1, SRDH2_46520.2, SRDH2_46520.3
OG0001953	T265_07588	SRDH2_36290.1, SRDH2_36290.4, SRDH2_36290.6, SRDH2_36290.7, SRDH2_36290.2, SRDH2_36290.3, SRDH2_36290.5
OG0001954	T265_05594, T265_10324, T265_10323	SRDH2_15840.1, SRDH2_15840.4, SRDH2_15840.5, SRDH2_15840.2, SRDH2_15840.6, SRDH2_15840.3
OG0001955	T265_04533	SRDH2_5360.1
OG0001956	T265_00329	SRDH2_77800.1
OG0001957	T265_16364	SRDH2_15690.1, SRDH2_15690.2
OG0001958	T265_12587	SRDH2_64440.1, SRDH2_64440.2, SRDH2_64440.3, SRDH2_64440.5, SRDH2_64440.6, SRDH2_64440.7, SRDH2_64440.4
OG0001959	T265_12030	SRDH2_30920.1, SRDH2_30920.2, SRDH2_30920.4, SRDH2_30920.3, SRDH2_30920.5
OG0001960	T265_03563	SRDH2_29530.1, SRDH2_29530.2, SRDH2_29530.4, SRDH2_29530.3, SRDH2_29530.5
OG0001961	T265_04189	SRDH2_70000.1
OG0001962	T265_02258	SRDH2_21130.3, SRDH2_21130.5, SRDH2_21130.1, SRDH2_21130.4, SRDH2_21130.7, SRDH2_21130.6, SRDH2_21130.2
OG0001963	T265_07542	SRDH2_26410.2, SRDH2_26410.1, SRDH2_26410.4, SRDH2_26410.3, SRDH2_26410.6, SRDH2_26410.5
OG0001964	T265_02635	SRDH2_90980.1, SRDH2_90970.1, SRDH2_91030.1, SRDH2_91010.1
OG0001965	T265_15738, T265_09470, T265_16302	SRDH2_86630.10, SRDH2_86630.13, SRDH2_86630.12, SRDH2_86630.11, SRDH2_86630.1, SRDH2_86630.6, SRDH2_86630.7, SRDH2_86630.5, SRDH2_86630.3, SRDH2_86630.4, SRDH2_86630.8, SRDH2_86630.2, SRDH2_86630.9
OG0001966	T265_11898	SRDH2_7400.1, SRDH2_7400.4, SRDH2_7400.2, SRDH2_7400.3, SRDH2_7420.1
OG0001967	T265_11018	SRDH2_99010.2, SRDH2_99010.1, SRDH2_99010.4, SRDH2_99010.3
OG0001968	T265_12615	SRDH2_37050.6, SRDH2_37050.5, SRDH2_37050.3, SRDH2_37050.2, SRDH2_37050.1, SRDH2_37050.4
OG0001969	T265_15599, T265_11986	SRDH2_30090.4, SRDH2_30090.3, SRDH2_30090.1, SRDH2_30090.2, SRDH2_30090.5, SRDH2_30090.6
OG0001970	T265_06534	SRDH2_37520.1
OG0001972	T265_06716	SRDH2_69800.4, SRDH2_69800.5, SRDH2_69800.1, SRDH2_69800.3, SRDH2_69800.6, SRDH2_69800.2
OG0001973	T265_10631	SRDH2_59370.1, SRDH2_59380.1, SRDH2_59500.1, SRDH2_59510.1, SRDH2_59460.1, SRDH2_59640.1, SRDH2_59650.1, SRDH2_59580.1, SRDH2_59350.1, SRDH2_59360.1, SRDH2_59390.1, SRDH2_59400.1, SRDH2_59530.1, SRDH2_59480.1, SRDH2_59470.1, SRDH2_59520.1, SRDH2_59610.1, SRDH2_59630.1, SRDH2_59420.1
OG0001974	T265_03306	SRDH2_48030.1
OG0001975	T265_08820	SRDH2_50700.1, SRDH2_50700.2, SRDH2_50700.3, SRDH2_50700.5, SRDH2_50700.4
OG0001978	T265_02840	SRDH2_81270.1, SRDH2_81270.4, SRDH2_81270.5, SRDH2_81270.3, SRDH2_81270.2
OG0001979	T265_00134	SRDH2_52230.1
OG0001980	T265_00639	SRDH2_63680.1, SRDH2_63680.2, SRDH2_63680.3, SRDH2_63680.4
OG0001981	T265_14563	SRDH2_42480.1, SRDH2_42470.1
OG0001982	T265_05804	SRDH2_32320.1
OG0001983	T265_16272, T265_10525	SRDH2_86640.1, SRDH2_86640.4, SRDH2_86640.5, SRDH2_86640.7, SRDH2_86640.9, SRDH2_86640.2, SRDH2_86640.3, SRDH2_86640.6, SRDH2_86640.8
OG0001984	T265_13337	SRDH2_91430.1
OG0001985	T265_05014	SRDH2_38970.1
OG0001986	T265_13071	SRDH2_53100.1
OG0001987	T265_11477	SRDH2_38920.1
OG0001988	T265_00178	SRDH2_60970.1
OG0001989	T265_00999	SRDH2_10890.4, SRDH2_10890.3, SRDH2_10890.5, SRDH2_10890.1, SRDH2_10890.6, SRDH2_10890.2
OG0001990	T265_14644	SRDH2_50420.1
OG0001991	T265_09212	SRDH2_15660.5, SRDH2_15660.6, SRDH2_15660.1, SRDH2_15660.2, SRDH2_15660.3, SRDH2_15660.4, SRDH2_15660.7
OG0001992	T265_04048	SRDH2_48550.1
OG0001993	T265_14343	SRDH2_77000.1
OG0001995	T265_11523	SRDH2_97430.1, SRDH2_97430.3, SRDH2_97430.2
OG0001996	T265_10482	SRDH2_85600.1
OG0001997	T265_01011	SRDH2_9040.6, SRDH2_9040.4, SRDH2_9040.7, SRDH2_9040.3, SRDH2_9040.5, SRDH2_9040.1, SRDH2_9040.2
OG0001998	T265_05189	SRDH2_94210.1
OG0001999	T265_01760	SRDH2_50540.1, SRDH2_50540.6, SRDH2_50540.7, SRDH2_50540.2, SRDH2_50540.3, SRDH2_50540.5, SRDH2_50540.4, SRDH2_50540.10, SRDH2_50540.8, SRDH2_50540.9, SRDH2_50540.11, SRDH2_50540.12, SRDH2_50540.13, SRDH2_50540.14, SRDH2_50540.15
OG0002000	T265_10963	SRDH2_9370.1
OG0002001	T265_04575	SRDH2_13030.1
OG0002002	T265_11222	SRDH2_33480.1, SRDH2_33480.3, SRDH2_33480.4, SRDH2_33480.2
OG0002003	T265_05270	SRDH2_50500.1, SRDH2_50500.2, SRDH2_50500.3
OG0002004	T265_04351	SRDH2_4600.3, SRDH2_4600.4, SRDH2_4600.5, SRDH2_4600.1, SRDH2_4600.2
OG0002006	T265_11260	SRDH2_76810.1
OG0002007	T265_01809	SRDH2_70990.1, SRDH2_70980.1
OG0002008	T265_02030, T265_02029	SRDH2_63580.1
OG0002009	T265_07583	SRDH2_35770.1, SRDH2_35770.2, SRDH2_35770.3, SRDH2_35770.4, SRDH2_35770.5, SRDH2_35770.6, SRDH2_35770.7
OG0002010	T265_02865	SRDH2_54150.2, SRDH2_54150.3, SRDH2_54150.4, SRDH2_54150.1
OG0002011	T265_15553	SRDH2_77530.4, SRDH2_77530.1, SRDH2_77530.3, SRDH2_77530.2, SRDH2_77530.5
OG0002012	T265_01585	SRDH2_9580.1, SRDH2_9520.3, SRDH2_9520.4, SRDH2_9520.1, SRDH2_9520.5, SRDH2_9520.7, SRDH2_9520.2, SRDH2_9520.6
OG0002013	T265_00133	SRDH2_52220.1
OG0002014	T265_02025	SRDH2_13730.1, SRDH2_13720.1, SRDH2_65710.1
OG0002015	T265_10154	SRDH2_90190.1
OG0002016	T265_07786	SRDH2_64210.1, SRDH2_64210.8, SRDH2_64210.2, SRDH2_64210.3, SRDH2_64210.7, SRDH2_64210.5, SRDH2_64210.4, SRDH2_64210.6
OG0002019	T265_14733	SRDH2_72750.5, SRDH2_72750.7, SRDH2_72750.10, SRDH2_72750.9, SRDH2_72750.1, SRDH2_72750.11, SRDH2_72750.8, SRDH2_72750.4, SRDH2_72750.3, SRDH2_72750.2, SRDH2_72750.6
OG0002020	T265_09353, T265_09354	SRDH2_66290.1
OG0002021	T265_02319	SRDH2_73710.1
OG0002023	T265_01173	SRDH2_68510.2, SRDH2_68510.1
OG0002024	T265_11589	SRDH2_24630.1, SRDH2_24630.2, SRDH2_24630.3, SRDH2_24630.4
OG0002025	T265_13824	SRDH2_64190.3, SRDH2_64190.4, SRDH2_64190.1, SRDH2_64190.2, SRDH2_64190.5
OG0002026	T265_14886	SRDH2_4910.7, SRDH2_4910.8, SRDH2_4910.9, SRDH2_4910.3, SRDH2_4910.2, SRDH2_4910.1, SRDH2_4910.10, SRDH2_4910.6, SRDH2_4910.5, SRDH2_4910.4
OG0002027	T265_12826	SRDH2_88460.4, SRDH2_88460.5, SRDH2_88460.6, SRDH2_88460.3, SRDH2_88460.7, SRDH2_88460.8, SRDH2_88460.2, SRDH2_88460.1
OG0002028	T265_06994	SRDH2_53350.3, SRDH2_53350.2, SRDH2_53350.1, SRDH2_53350.5, SRDH2_53350.4
OG0002029	T265_03894	SRDH2_34620.2, SRDH2_34620.3, SRDH2_34620.4, SRDH2_34620.1
OG0002030	T265_00505	SRDH2_63750.1, SRDH2_63750.3, SRDH2_63750.2
OG0002031	T265_09865, T265_16204	SRDH2_1840.2, SRDH2_1840.3, SRDH2_1840.1
OG0002032	T265_02749	SRDH2_96860.1, SRDH2_96860.2, SRDH2_96860.3, SRDH2_96860.4
OG0002033	T265_10134	SRDH2_61790.5, SRDH2_61790.2, SRDH2_61790.6, SRDH2_61790.7, SRDH2_61790.3, SRDH2_61790.8, SRDH2_61790.1, SRDH2_61790.4
OG0002034	T265_02060	SRDH2_66730.2, SRDH2_66730.3, SRDH2_66730.1
OG0002035	T265_04572	SRDH2_13180.1, SRDH2_13180.2
OG0002036	T265_02637	SRDH2_90010.6, SRDH2_90010.10, SRDH2_90010.1, SRDH2_90010.8, SRDH2_90010.9, SRDH2_90010.2, SRDH2_90010.3, SRDH2_90010.4, SRDH2_90010.7, SRDH2_90010.5
OG0002037	T265_00055	SRDH2_55420.2, SRDH2_55420.1
OG0002038	T265_12805, T265_02077, T265_15831	SRDH2_44070.1
OG0002039	T265_08815	SRDH2_50630.1
OG0002040	T265_03319	SRDH2_2790.5, SRDH2_2790.2, SRDH2_2790.3, SRDH2_2790.1, SRDH2_2790.4
OG0002041	T265_00833	SRDH2_76400.1
OG0002042	T265_10274	SRDH2_13010.1, SRDH2_13010.2
OG0002043	T265_01128	SRDH2_64830.3, SRDH2_64830.1, SRDH2_64830.2
OG0002045	T265_07822	SRDH2_88370.1
OG0002046	T265_02662	SRDH2_76700.1, SRDH2_76700.2
OG0002047	T265_04671	SRDH2_87820.2, SRDH2_87820.3, SRDH2_87820.4, SRDH2_87820.5, SRDH2_87820.1, SRDH2_87820.8, SRDH2_87820.6, SRDH2_87820.7
OG0002048	T265_13011	SRDH2_16820.1, SRDH2_16820.2
OG0002050	T265_11962	SRDH2_54850.1
OG0002051	T265_02963	SRDH2_30780.2, SRDH2_30780.1, SRDH2_30780.3
OG0002052	T265_01480	SRDH2_43550.2, SRDH2_43550.1, SRDH2_43550.4, SRDH2_43550.6, SRDH2_43550.3, SRDH2_43550.5
OG0002053	T265_00451	SRDH2_79150.1
OG0002054	T265_13210	SRDH2_74930.1
OG0002055	T265_01146	SRDH2_59750.2, SRDH2_59750.3, SRDH2_59750.4, SRDH2_59750.6, SRDH2_59750.10, SRDH2_59750.8, SRDH2_59750.1, SRDH2_59750.5, SRDH2_59750.7, SRDH2_59750.9
OG0002056	T265_04164	SRDH2_93020.1
OG0002057	T265_11668	SRDH2_50760.3, SRDH2_50760.2, SRDH2_50760.1
OG0002058	T265_07761	SRDH2_8340.1, SRDH2_8340.2, SRDH2_8340.3, SRDH2_8340.4, SRDH2_8340.5, SRDH2_8340.6
OG0002059	T265_11048	SRDH2_44660.1
OG0002060	T265_01393	SRDH2_7530.1, SRDH2_7530.2
OG0002061	T265_08182	SRDH2_4720.1, SRDH2_4710.1, SRDH2_4710.2, SRDH2_4710.3, SRDH2_4710.4, SRDH2_4710.5
OG0002062	T265_06808	SRDH2_68850.1
OG0002063	T265_08631	SRDH2_44750.1
OG0002064	T265_15101	SRDH2_10380.1, SRDH2_10380.2
OG0002065	T265_04710, T265_10542	SRDH2_85590.1
OG0002065	T265_05193, T265_02232, T265_04214, T265_07851, T265_14623, T265_10642	SRDH2_101370.1, SRDH2_70620.1
OG0002066	T265_08198, T265_08199	SRDH2_77370.1, SRDH2_77390.1, SRDH2_77390.2, SRDH2_100170.1, SRDH2_100170.2, SRDH2_100150.1
OG0002073	T265_09527	SRDH2_98210.1, SRDH2_98210.3, SRDH2_98210.2
OG0002074	T265_03665	SRDH2_19450.4, SRDH2_19450.6, SRDH2_19450.2, SRDH2_19450.1, SRDH2_19450.3, SRDH2_19450.5
OG0002075	T265_09383	SRDH2_10950.1, SRDH2_10950.2
OG0002076	T265_15233, T265_16097	SRDH2_42090.2, SRDH2_42090.3, SRDH2_42090.1
OG0002077	T265_03682	SRDH2_12870.1
OG0002078	T265_15041	SRDH2_37350.2, SRDH2_37350.1, SRDH2_37350.3, SRDH2_37350.4
OG0002079	T265_06240	SRDH2_37130.1, SRDH2_37130.2, SRDH2_37130.3
OG0002080	T265_00124	SRDH2_52200.1
OG0002081	T265_09555	SRDH2_84830.2, SRDH2_84830.1, SRDH2_84830.3, SRDH2_84830.4, SRDH2_84830.5
OG0002082	T265_03148, T265_13172, T265_03149	SRDH2_61080.1, SRDH2_61090.1
OG0002083	T265_08100	SRDH2_44900.1
OG0002084	T265_12471	SRDH2_18370.1, SRDH2_18360.1, SRDH2_18360.2, SRDH2_18390.1
OG0002085	T265_01378	SRDH2_62660.1, SRDH2_62660.2, SRDH2_62660.3
OG0002086	T265_05643	SRDH2_41680.1, SRDH2_41680.2
OG0002087	T265_14114	SRDH2_35460.1, SRDH2_35460.3, SRDH2_35460.5, SRDH2_35460.4, SRDH2_35460.6, SRDH2_35460.2
OG0002088	T265_14944	SRDH2_28100.2, SRDH2_28100.3, SRDH2_28100.1, SRDH2_28100.4, SRDH2_28100.5
OG0002089	T265_00465	SRDH2_46840.1, SRDH2_46840.2
OG0002090	T265_05436	SRDH2_55410.1
OG0002091	T265_00837, T265_16066	SRDH2_53240.2, SRDH2_53240.1, SRDH2_53240.3
OG0002092	T265_15900	SRDH2_39190.1, SRDH2_39190.5, SRDH2_39190.4, SRDH2_39190.3, SRDH2_39190.2
OG0002093	T265_08579	SRDH2_25960.2, SRDH2_25960.1, SRDH2_25960.3
OG0002094	T265_04373, T265_13499	SRDH2_5040.2, SRDH2_5040.3, SRDH2_5040.1, SRDH2_5070.1
OG0002095	T265_13010	SRDH2_16770.1, SRDH2_16770.2
OG0002096	T265_03819	SRDH2_29140.1, SRDH2_29140.2, SRDH2_29140.3
OG0002098	T265_05615	SRDH2_66940.3, SRDH2_66940.4, SRDH2_66940.6, SRDH2_66940.1, SRDH2_66940.5, SRDH2_66940.2, SRDH2_66940.7
OG0002099	T265_04149, T265_04150	SRDH2_39070.4, SRDH2_39070.10, SRDH2_39070.2, SRDH2_39070.3, SRDH2_39070.9, SRDH2_39070.7, SRDH2_39070.1, SRDH2_39070.8, SRDH2_39070.6, SRDH2_39070.5
OG0002100	T265_11580	SRDH2_28690.2, SRDH2_28690.3, SRDH2_28690.4, SRDH2_28690.1
OG0002101	T265_05374	SRDH2_93590.1
OG0002102	T265_13199	SRDH2_24790.1
OG0002103	T265_08800	SRDH2_43370.3, SRDH2_43370.4, SRDH2_43370.5, SRDH2_43370.6, SRDH2_43370.1, SRDH2_43370.2
OG0002104	T265_08023	SRDH2_31260.1, SRDH2_31260.4, SRDH2_31260.3, SRDH2_31260.2
OG0002105	T265_14195	SRDH2_26220.2, SRDH2_26220.4, SRDH2_26220.3, SRDH2_26220.5, SRDH2_26220.1, SRDH2_26220.7, SRDH2_26220.6
OG0002106	T265_12884	SRDH2_90720.1
OG0002107	T265_06088	SRDH2_61550.5, SRDH2_61550.1, SRDH2_61550.3, SRDH2_61550.8, SRDH2_61550.6, SRDH2_61550.7, SRDH2_61550.2, SRDH2_61550.4
OG0002108	T265_04775	SRDH2_92060.1
OG0002108	T265_09456	SRDH2_83130.1, SRDH2_83120.1
OG0002109	T265_03486	SRDH2_45740.7, SRDH2_45740.8, SRDH2_45740.1, SRDH2_45740.6, SRDH2_45740.5, SRDH2_45740.2, SRDH2_45740.3, SRDH2_45740.4
OG0002110	T265_12853	SRDH2_86730.1, SRDH2_74690.1
OG0002111	T265_12810	SRDH2_42750.3, SRDH2_42750.2, SRDH2_42750.1, SRDH2_42750.4
OG0002112	T265_15351, T265_01166	SRDH2_60240.1, SRDH2_60240.2
OG0002113	T265_13848	SRDH2_92310.1, SRDH2_92310.4, SRDH2_92310.2, SRDH2_92310.3
OG0002114	T265_08567	SRDH2_24560.1
OG0002115	T265_13872	SRDH2_55970.3, SRDH2_55970.4, SRDH2_55970.5, SRDH2_55970.2, SRDH2_55970.1
OG0002116	T265_15055	SRDH2_38070.1
OG0002117	T265_14145, T265_14146	SRDH2_4640.1, SRDH2_4640.2
OG0002118	T265_03977	SRDH2_46740.1
OG0002119	T265_12990	SRDH2_86760.2, SRDH2_86760.1, SRDH2_86760.5, SRDH2_86760.3, SRDH2_86760.4
OG0002120	T265_10602	SRDH2_6430.1, SRDH2_6430.2
OG0002121	T265_15200	SRDH2_6440.1, SRDH2_6440.2, SRDH2_6440.3, SRDH2_6440.4, SRDH2_6440.5, SRDH2_6440.6
OG0002122	T265_16017, T265_13609, T265_06473, T265_07036	SRDH2_37120.1
OG0002123	T265_00741	SRDH2_29720.1, SRDH2_29720.2
OG0002124	T265_13794	SRDH2_21350.1
OG0002125	T265_05313	SRDH2_99430.1
OG0002126	T265_05547, T265_13807	SRDH2_3200.1
OG0002127	T265_08051	SRDH2_61330.1
OG0002128	T265_04386	SRDH2_6610.1, SRDH2_6610.2, SRDH2_6610.3, SRDH2_6610.4, SRDH2_100070.1
OG0002129	T265_04289, T265_04290	SRDH2_54080.2, SRDH2_54080.1, SRDH2_54080.3
OG0002130	T265_05977	SRDH2_24990.1, SRDH2_24990.2
OG0002131	T265_08653	SRDH2_40780.1, SRDH2_40780.3, SRDH2_40780.4, SRDH2_40780.2
OG0002132	T265_10351	SRDH2_56180.1, SRDH2_56180.2
OG0002133	T265_05901	SRDH2_48180.5, SRDH2_48180.1, SRDH2_48180.3, SRDH2_48180.4, SRDH2_48180.2
OG0002134	T265_13573	SRDH2_38000.1
OG0002135	T265_11834	SRDH2_26470.1
OG0002136	T265_02078, T265_02076	SRDH2_96310.1, SRDH2_96310.2
OG0002137	T265_04278	SRDH2_80530.1
OG0002138	T265_11382, T265_11381	SRDH2_31420.1
OG0002139	T265_07012	SRDH2_64530.4, SRDH2_64530.5, SRDH2_64530.2, SRDH2_64530.1, SRDH2_64530.3, SRDH2_64530.6, SRDH2_64530.7
OG0002140	T265_03075	SRDH2_7480.4, SRDH2_7480.1, SRDH2_7480.6, SRDH2_7480.7, SRDH2_7480.2, SRDH2_7480.8, SRDH2_7480.5, SRDH2_7480.3
OG0002141	T265_12391, T265_14911, T265_16353	SRDH2_60390.1, SRDH2_60390.2
OG0002142	T265_09176	SRDH2_88680.1
OG0002143	T265_01276	SRDH2_46610.1, SRDH2_46590.1, SRDH2_46640.1, SRDH2_55630.1, SRDH2_46600.1
OG0002144	T265_15470	SRDH2_26780.1, SRDH2_26780.2, SRDH2_26780.4, SRDH2_26780.5, SRDH2_26780.6, SRDH2_26780.3, SRDH2_26780.7, SRDH2_26780.8, SRDH2_26780.9
OG0002145	T265_04022	SRDH2_30890.4, SRDH2_30890.2, SRDH2_30890.1, SRDH2_30890.3
OG0002147	T265_10180	SRDH2_50610.1
OG0002148	T265_12487	SRDH2_6270.1
OG0002149	T265_11302	SRDH2_54610.1
OG0002150	T265_01113	SRDH2_66750.1
OG0002151	T265_14429, T265_15959	SRDH2_50440.1, SRDH2_84160.1, SRDH2_84160.2
OG0002152	T265_13875	SRDH2_75940.4, SRDH2_75940.3, SRDH2_75940.2, SRDH2_75940.1
OG0002153	T265_02445	SRDH2_7110.1, SRDH2_7110.2, SRDH2_7110.3
OG0002154	T265_13262	SRDH2_34040.1
OG0002155	T265_01069	SRDH2_24220.1
OG0002156	T265_03544	SRDH2_91320.1, SRDH2_91320.2, SRDH2_91320.3
OG0002157	T265_00621, T265_00620	SRDH2_64000.1, SRDH2_64000.2, SRDH2_64000.6, SRDH2_64000.3, SRDH2_64000.4, SRDH2_64000.5
OG0002158	T265_00081	SRDH2_78540.1
OG0002159	T265_13086, T265_13085	SRDH2_76460.1, SRDH2_76460.2
OG0002160	T265_04782	SRDH2_62600.8, SRDH2_62600.6, SRDH2_62600.7, SRDH2_62600.5, SRDH2_62600.1, SRDH2_62600.10, SRDH2_62600.3, SRDH2_62600.9, SRDH2_62600.4, SRDH2_62600.2
OG0002162	T265_05709	SRDH2_26630.1
OG0002162	T265_05840	SRDH2_26580.1
OG0002163	T265_08502	SRDH2_38710.1
OG0002164	T265_05843	SRDH2_60040.1
OG0002165	T265_03273, T265_16079, T265_03274	SRDH2_28440.1
OG0002166	T265_01946	SRDH2_56460.1
OG0002168	T265_02435	SRDH2_48960.2, SRDH2_48960.1, SRDH2_48960.3, SRDH2_48960.4, SRDH2_48960.5, SRDH2_48960.6, SRDH2_48960.7
OG0002169	T265_03699	SRDH2_23170.5, SRDH2_23170.3, SRDH2_23170.2, SRDH2_23170.4, SRDH2_23170.1
OG0002170	T265_01262	SRDH2_73590.1, SRDH2_73590.2, SRDH2_73590.3
OG0002171	T265_08677	SRDH2_2770.1, SRDH2_2770.2
OG0002172	T265_09344	SRDH2_30810.4, SRDH2_30810.2, SRDH2_30810.3, SRDH2_30810.6, SRDH2_30810.7, SRDH2_30810.1, SRDH2_30810.5, SRDH2_30810.8
OG0002173	T265_09337	SRDH2_66860.4, SRDH2_66860.2, SRDH2_66860.1, SRDH2_66860.3
OG0002174	T265_06747	SRDH2_75950.1, SRDH2_75950.4, SRDH2_75950.2, SRDH2_75950.5
OG0002175	T265_00392	SRDH2_77190.1, SRDH2_77190.2
OG0002176	T265_06743	SRDH2_81370.2, SRDH2_81370.3, SRDH2_81370.4, SRDH2_81370.5, SRDH2_81370.1
OG0002177	T265_13224, T265_13225	SRDH2_5630.1
OG0002178	T265_13369, T265_15860	SRDH2_78780.4, SRDH2_78780.5, SRDH2_78780.3, SRDH2_78780.1, SRDH2_78780.2, SRDH2_78780.6
OG0002179	T265_01562	SRDH2_10500.1, SRDH2_10500.2, SRDH2_10500.4, SRDH2_10500.3
OG0002180	T265_03959	SRDH2_78760.1
OG0002181	T265_15583	SRDH2_57990.4, SRDH2_57990.1, SRDH2_57990.3, SRDH2_57990.2, SRDH2_57990.5
OG0002182	T265_12958	SRDH2_76620.1
OG0002183	T265_07962	SRDH2_12020.1
OG0002184	T265_11281	SRDH2_94600.1
OG0002185	T265_00949	SRDH2_4920.2, SRDH2_4920.1, SRDH2_4920.4, SRDH2_4920.5, SRDH2_4920.3
OG0002186	T265_14166	SRDH2_20080.12, SRDH2_20080.5, SRDH2_20080.6, SRDH2_20080.8, SRDH2_20080.3, SRDH2_20080.1, SRDH2_20080.11, SRDH2_20080.2, SRDH2_20080.4, SRDH2_20080.10, SRDH2_20080.7, SRDH2_20080.9
OG0002187	T265_15386	SRDH2_15590.1
OG0002187	T265_11248, T265_08829, T265_09036	SRDH2_15580.1, SRDH2_15580.2
OG0002188	T265_09763	SRDH2_68880.1, SRDH2_68880.2
OG0002189	T265_08728	SRDH2_33090.1, SRDH2_33090.2, SRDH2_33090.3
OG0002190	T265_03237	SRDH2_27130.2, SRDH2_27130.1
OG0002192	T265_09919	SRDH2_45560.4, SRDH2_45560.3, SRDH2_45560.2, SRDH2_45560.1
