Orthogroup	opisthorchis_viverrini	schistosoma_haematobium
OG0003129	T265_00252	SHAE2_3390.1, SHAE2_3390.2
OG0003130	T265_03769, T265_03257, T265_03259, T265_03260	SHAE2_30210.1
OG0003131	T265_16261	SHAE2_76690.1, SHAE2_76690.2, SHAE2_76690.6, SHAE2_76690.3, SHAE2_76690.4, SHAE2_76690.7, SHAE2_76690.5
OG0003133	T265_15587	SHAE2_63260.1
OG0003134	T265_06539	SHAE2_89050.1, SHAE2_89050.2, SHAE2_89050.3, SHAE2_89050.4
OG0003136	T265_01565	SHAE2_12010.1, SHAE2_12010.2
OG0003137	T265_13566	SHAE2_85890.1
OG0003138	T265_01867, T265_12886	SHAE2_95910.1
OG0003139	T265_09293	SHAE2_52620.4, SHAE2_52620.1, SHAE2_52620.3, SHAE2_52620.2
OG0003140	T265_10611	SHAE2_33310.1
OG0003142	T265_13088, T265_12449	SHAE2_81030.1
OG0003144	T265_07038	SHAE2_42220.3, SHAE2_42220.2, SHAE2_42220.1
OG0003145	T265_10158, T265_10168, T265_16083	SHAE2_23400.2, SHAE2_23400.1
OG0003146	T265_00190	SHAE2_69100.1
OG0003147	T265_04879	SHAE2_52480.1, SHAE2_52480.2, SHAE2_52480.3
OG0003148	T265_05214	SHAE2_97990.1
OG0003149	T265_14469	SHAE2_59660.2, SHAE2_59660.1
OG0003150	T265_03278	SHAE2_83270.3, SHAE2_83270.1, SHAE2_83270.2, SHAE2_83270.4
OG0003151	T265_13108	SHAE2_53190.1
OG0003152	T265_13663, T265_16373, T265_07971, T265_16076	SHAE2_40110.1
OG0003153	T265_11495	SHAE2_78330.2, SHAE2_78330.5, SHAE2_78330.3, SHAE2_78330.1, SHAE2_78330.4
OG0003154	T265_08108	SHAE2_38520.1, SHAE2_38520.4, SHAE2_38520.3, SHAE2_38520.2
OG0003155	T265_07187	SHAE2_75480.1
OG0003156	T265_05065	SHAE2_41080.2, SHAE2_41080.5, SHAE2_41080.3, SHAE2_41080.4, SHAE2_41080.1
OG0003157	T265_07210	SHAE2_55690.1, SHAE2_55690.2
OG0003158	T265_03832	SHAE2_94580.1
OG0003159	T265_10689	SHAE2_59350.1
OG0003160	T265_03695	SHAE2_22620.1
OG0003161	T265_00163	SHAE2_50370.1, SHAE2_50370.2
OG0003164	T265_07313	SHAE2_36250.5, SHAE2_36250.4, SHAE2_36250.6, SHAE2_36250.3, SHAE2_36250.1, SHAE2_36250.2
OG0003167	T265_04823, T265_15925	SHAE2_99010.1
OG0003168	T265_00599	SHAE2_67790.2, SHAE2_67790.1, SHAE2_67790.3
OG0003169	T265_10047	SHAE2_17850.2, SHAE2_17850.1
OG0003170	T265_09151	SHAE2_20260.1
OG0003171	T265_14761, T265_14762	SHAE2_77580.1
OG0003172	T265_12118, T265_11052	SHAE2_24280.1
OG0003173	T265_02971	SHAE2_33970.1
OG0003174	T265_08480	SHAE2_79700.1
OG0003175	T265_16305, T265_12278, T265_09707, T265_16168	SHAE2_99180.1, SHAE2_99180.2, SHAE2_99180.3
OG0003176	T265_13135	SHAE2_74470.1, SHAE2_74470.2
OG0003177	T265_11345	SHAE2_28040.1
OG0003178	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328	SHAE2_36340.4, SHAE2_36340.3, SHAE2_36340.2, SHAE2_36340.1, SHAE2_36340.5, SHAE2_103370.1
OG0003179	T265_01970	SHAE2_79820.1
OG0003180	T265_15379	SHAE2_4830.2, SHAE2_4830.1, SHAE2_4830.3
OG0003181	T265_12891	SHAE2_39630.2, SHAE2_39630.1, SHAE2_39630.4, SHAE2_39630.5, SHAE2_39630.3
OG0003182	T265_10341	SHAE2_33530.1, SHAE2_33530.2
OG0003183	T265_04369, T265_16026	SHAE2_15030.1
OG0003184	T265_03526	SHAE2_30690.5, SHAE2_30690.2, SHAE2_30690.4, SHAE2_30690.1, SHAE2_30690.6, SHAE2_30690.3
OG0003185	T265_15307	SHAE2_76170.4, SHAE2_76170.2, SHAE2_76170.3, SHAE2_76170.1
OG0003186	T265_04885	SHAE2_32060.1, SHAE2_32060.2, SHAE2_32060.3, SHAE2_32060.4
OG0003187	T265_00780	SHAE2_78340.4, SHAE2_78340.5, SHAE2_78340.2, SHAE2_78340.1, SHAE2_78340.3
OG0003188	T265_07818	SHAE2_86370.1, SHAE2_86370.2, SHAE2_86370.3
OG0003189	T265_01242	SHAE2_73910.1
OG0003190	T265_11076	SHAE2_64550.2, SHAE2_64550.1, SHAE2_64550.3
OG0003191	T265_13899	SHAE2_50650.1, SHAE2_50650.4, SHAE2_50650.3, SHAE2_50650.2
OG0003192	T265_08136	SHAE2_70590.1, SHAE2_70590.2, SHAE2_70590.3
OG0003193	T265_05017	SHAE2_40140.1
OG0003194	T265_03962	SHAE2_74100.1, SHAE2_74110.1
OG0003195	T265_15661	SHAE2_20300.1
OG0003196	T265_01121	SHAE2_66240.1
OG0003197	T265_14545	SHAE2_100450.1, SHAE2_100450.2
OG0003198	T265_05273	SHAE2_53960.1
OG0003199	T265_08967	SHAE2_98860.2, SHAE2_98860.3, SHAE2_98860.1
OG0003200	T265_13485	SHAE2_12310.2, SHAE2_12310.3, SHAE2_12310.1, SHAE2_12310.4
OG0003201	T265_10050	SHAE2_16320.1, SHAE2_16320.2
OG0003203	T265_08385	SHAE2_97090.1
OG0003204	T265_14093	SHAE2_23030.1, SHAE2_23030.2
OG0003205	T265_14205	SHAE2_39530.3, SHAE2_39530.1, SHAE2_39530.2
OG0003206	T265_06903	SHAE2_19700.1, SHAE2_19690.1, SHAE2_19690.2, SHAE2_19690.3
OG0003207	T265_00236	SHAE2_10180.1, SHAE2_10180.2
OG0003208	T265_12719, T265_01116, T265_02116	SHAE2_72490.1, SHAE2_72490.2, SHAE2_72490.3
OG0003209	T265_04035	SHAE2_83370.2, SHAE2_83370.1
OG0003210	T265_15007, T265_15334	SHAE2_14640.1, SHAE2_14640.2
OG0003211	T265_11261, T265_15387	SHAE2_79590.1, SHAE2_79590.2
OG0003212	T265_00230	SHAE2_6390.1, SHAE2_6390.2
OG0003213	T265_10936	SHAE2_36170.1, SHAE2_36170.2, SHAE2_36170.3, SHAE2_36170.4, SHAE2_36170.5, SHAE2_36170.6
OG0003214	T265_02512	SHAE2_13640.4, SHAE2_13640.1, SHAE2_13640.3, SHAE2_13640.2, SHAE2_13640.5
OG0003215	T265_11178, T265_11179	SHAE2_10790.3, SHAE2_10790.1, SHAE2_10790.2, SHAE2_10780.1
OG0003216	T265_09762	SHAE2_68510.2, SHAE2_68510.3, SHAE2_68510.1, SHAE2_68510.4
OG0003217	T265_02011	SHAE2_64940.1, SHAE2_64940.2
OG0003218	T265_08129	SHAE2_61920.1
OG0003222	T265_15508	SHAE2_21770.1
OG0003223	T265_07346	SHAE2_97620.1, SHAE2_94100.1
OG0003224	T265_01519	SHAE2_41160.1, SHAE2_41160.2
OG0003226	T265_04588, T265_06369	SHAE2_15970.1
OG0003227	T265_15188	SHAE2_65700.1
OG0003228	T265_05344	SHAE2_92860.1
OG0003229	T265_01945	SHAE2_80650.1, SHAE2_80650.2, SHAE2_80650.3, SHAE2_80650.4
OG0003230	T265_03970	SHAE2_50240.1
OG0003232	T265_11465	SHAE2_12720.2, SHAE2_12720.3, SHAE2_12720.1
OG0003233	T265_15043	SHAE2_24120.1, SHAE2_24120.2, SHAE2_24120.3
OG0003234	T265_08452	SHAE2_64590.1
OG0003235	T265_03407	SHAE2_89640.1
OG0003237	T265_01039	SHAE2_27620.1
OG0003238	T265_00665	SHAE2_69800.3, SHAE2_69800.1, SHAE2_69800.2
OG0003239	T265_05841, T265_11592	SHAE2_91060.1, SHAE2_91060.2
OG0003240	T265_09874	SHAE2_9940.2, SHAE2_9940.1
OG0003241	T265_08313	SHAE2_40470.1
OG0003242	T265_08090, T265_12218	SHAE2_56260.1, SHAE2_56260.2
OG0003243	T265_01389	SHAE2_10520.1
OG0003244	T265_14655	SHAE2_56700.1
OG0003245	T265_05102	SHAE2_57190.1
OG0003246	T265_04347	SHAE2_10580.1, SHAE2_10580.2
OG0003247	T265_15668	SHAE2_22750.1
OG0003249	T265_02516	SHAE2_68130.2, SHAE2_68130.1
OG0003250	T265_00815	SHAE2_74800.1
OG0003251	T265_15132	SHAE2_91810.1
OG0003252	T265_07596	SHAE2_45170.1, SHAE2_45170.2
OG0003253	T265_04761	SHAE2_92340.1, SHAE2_92340.2, SHAE2_92340.3
OG0003254	T265_04181	SHAE2_68520.1, SHAE2_68520.2
OG0003255	T265_08975, T265_08976	SHAE2_98880.1, SHAE2_98040.1
OG0003256	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563	SHAE2_89230.1
OG0003257	T265_09512	SHAE2_14520.1, SHAE2_14520.2, SHAE2_14520.3, SHAE2_14520.4
OG0003258	T265_13426, T265_16113	SHAE2_46230.1, SHAE2_46230.3, SHAE2_46230.4, SHAE2_46230.2
OG0003259	T265_04248	SHAE2_26200.1, SHAE2_26200.2, SHAE2_26200.3, SHAE2_26200.4
OG0003260	T265_07096	SHAE2_89430.1
OG0003261	T265_13387	SHAE2_37430.1, SHAE2_37430.2
OG0003263	T265_11723	SHAE2_5530.4, SHAE2_5530.3, SHAE2_5530.1, SHAE2_5530.2
OG0003264	T265_14781	SHAE2_17470.1
OG0003265	T265_14465	SHAE2_44840.4, SHAE2_44840.1, SHAE2_44840.2, SHAE2_44840.3
OG0003266	T265_00355	SHAE2_75640.1
OG0003267	T265_11130	SHAE2_23070.1, SHAE2_23070.2
OG0003268	T265_10845	SHAE2_46310.1, SHAE2_46310.2
OG0003269	T265_02226	SHAE2_80900.1
OG0003270	T265_05629	SHAE2_66780.1
OG0003271	T265_00964	SHAE2_13300.1
OG0003273	T265_08347	SHAE2_36600.1, SHAE2_36600.3, SHAE2_36600.2
OG0003275	T265_15417	SHAE2_26890.1, SHAE2_26890.2, SHAE2_26890.4, SHAE2_26890.3
OG0003276	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626	SHAE2_65770.1
OG0003277	T265_14638	SHAE2_102790.1
OG0003278	T265_11305	SHAE2_58970.2, SHAE2_58970.3, SHAE2_58970.1
OG0003279	T265_15092	SHAE2_2090.1, SHAE2_2090.2
OG0003280	T265_00283, T265_07565	SHAE2_82410.1
OG0003281	T265_05670, T265_16020	SHAE2_99770.2, SHAE2_99770.3, SHAE2_99770.1, SHAE2_99770.4, SHAE2_99770.5
OG0003282	T265_05807	SHAE2_56110.1, SHAE2_56110.2
OG0003283	T265_14849	SHAE2_100130.1
OG0003284	T265_10799	SHAE2_64520.1, SHAE2_64520.2
OG0003285	T265_10409	SHAE2_25290.2, SHAE2_25290.1, SHAE2_25290.4, SHAE2_25290.3
OG0003286	T265_14579	SHAE2_71180.2, SHAE2_71180.3, SHAE2_71180.1
OG0003287	T265_11152	SHAE2_11320.3, SHAE2_11320.2, SHAE2_11320.1, SHAE2_11320.4
OG0003288	T265_03913, T265_15951	SHAE2_72840.1, SHAE2_72840.2
OG0003289	T265_14827, T265_14826	SHAE2_15010.1
OG0003290	T265_11160	SHAE2_12180.1, SHAE2_12180.2
OG0003291	T265_10834	SHAE2_19450.1
OG0003292	T265_04681	SHAE2_90490.1
OG0003293	T265_05415	SHAE2_29470.2, SHAE2_29470.1, SHAE2_29470.3
OG0003294	T265_08998	SHAE2_36360.1
OG0003295	T265_06245	SHAE2_28220.1
OG0003297	T265_11733	SHAE2_19870.1, SHAE2_19870.2
OG0003298	T265_00463	SHAE2_49490.1, SHAE2_48640.1
OG0003299	T265_07321	SHAE2_81570.2, SHAE2_81570.3, SHAE2_81570.1
OG0003300	T265_01803	SHAE2_15300.1
OG0003301	T265_10537	SHAE2_46910.1
OG0003302	T265_14440	SHAE2_10050.1
OG0003303	T265_03311	SHAE2_57570.1
OG0003304	T265_09145	SHAE2_7640.2, SHAE2_7640.1, SHAE2_7640.3, SHAE2_7640.4
OG0003305	T265_00774	SHAE2_78390.1
OG0003306	T265_14129	SHAE2_59770.1
OG0003307	T265_11890	SHAE2_28400.1
OG0003310	T265_12760	SHAE2_51530.1
OG0003313	T265_02811	SHAE2_57850.1, SHAE2_57850.3, SHAE2_57850.2
OG0003315	T265_01927	SHAE2_34500.1
OG0003319	T265_08722	SHAE2_43300.1, SHAE2_43290.1
OG0003320	T265_14787	SHAE2_59930.1, SHAE2_59930.2
OG0003326	T265_12115	SHAE2_71010.1, SHAE2_71010.2
OG0003327	T265_12021	SHAE2_81350.1
OG0003328	T265_03597	SHAE2_78900.1, SHAE2_78900.2, SHAE2_78900.3
OG0003329	T265_13725	SHAE2_100000.1
OG0003330	T265_05098	SHAE2_54940.1, SHAE2_54940.2
OG0003331	T265_11448	SHAE2_11620.1, SHAE2_11620.2, SHAE2_11620.3
OG0003332	T265_14609	SHAE2_34340.1, SHAE2_34330.1
OG0003334	T265_07042	SHAE2_30680.1, SHAE2_30680.2, SHAE2_30680.3, SHAE2_30680.5, SHAE2_30680.4
OG0003335	T265_10561, T265_15187	SHAE2_68290.1
OG0003336	T265_08134	SHAE2_65910.1
OG0003338	T265_06648	SHAE2_18840.1, SHAE2_18840.2
OG0003339	T265_06302	SHAE2_1050.1
OG0003340	T265_13297	SHAE2_42650.1, SHAE2_42650.3, SHAE2_42650.2
OG0003341	T265_07155	SHAE2_71850.1
OG0003342	T265_10319	SHAE2_15510.2, SHAE2_15510.4, SHAE2_15510.1, SHAE2_15510.3, SHAE2_15510.6, SHAE2_15510.7, SHAE2_15510.5
OG0003343	T265_08839	SHAE2_54730.1, SHAE2_54730.2, SHAE2_54730.3, SHAE2_54730.4, SHAE2_54730.5, SHAE2_54730.6
OG0003344	T265_05994	SHAE2_25570.2, SHAE2_25570.3, SHAE2_25570.5, SHAE2_25570.1, SHAE2_25570.4
OG0003345	T265_13591	SHAE2_92980.1
OG0003346	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009	SHAE2_99440.2, SHAE2_99440.1, SHAE2_99440.3
OG0003347	T265_15325	SHAE2_47260.1
OG0003348	T265_00384	SHAE2_56780.1, SHAE2_56780.2, SHAE2_56780.4, SHAE2_56780.3
OG0003349	T265_14676	SHAE2_43130.1, SHAE2_43130.2, SHAE2_43130.3
OG0003350	T265_14476	SHAE2_73830.1, SHAE2_73830.2, SHAE2_73830.3
OG0003351	T265_03852	SHAE2_77850.1
OG0003352	T265_15477	SHAE2_91050.2, SHAE2_91050.1
OG0003354	T265_14200	SHAE2_29800.1, SHAE2_29800.2, SHAE2_29800.3, SHAE2_29800.4
OG0003355	T265_14583, T265_15801, T265_08484	SHAE2_73550.1
OG0003356	T265_13187	SHAE2_14920.1
OG0003357	T265_04123, T265_15449	SHAE2_46000.1, SHAE2_46000.2, SHAE2_46000.4, SHAE2_46000.3
OG0003358	T265_13333	SHAE2_95380.1
OG0003360	T265_15037	SHAE2_35970.1, SHAE2_35970.2, SHAE2_35970.3, SHAE2_35970.4
OG0003361	T265_01606	SHAE2_21670.1
OG0003362	T265_06343, T265_08886	SHAE2_79930.1
OG0003363	T265_00732	SHAE2_32200.1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	SHAE2_90460.1, SHAE2_90460.2
OG0003365	T265_03679	SHAE2_21160.1
OG0003366	T265_01582	SHAE2_65720.3, SHAE2_65720.2, SHAE2_65720.1
OG0003368	T265_14328	SHAE2_40790.1, SHAE2_40790.2
OG0003369	T265_03934	SHAE2_69370.3, SHAE2_69370.1, SHAE2_69370.2, SHAE2_69370.4
OG0003370	T265_14039	SHAE2_28080.1
OG0003371	T265_14624	SHAE2_50840.4, SHAE2_50840.1, SHAE2_50840.3, SHAE2_50840.2
OG0003372	T265_13073, T265_02731	SHAE2_99520.3, SHAE2_99520.1, SHAE2_99520.2
OG0003373	T265_10074	SHAE2_17480.1, SHAE2_17480.2
OG0003374	T265_16374, T265_16007, T265_04840	SHAE2_100380.1, SHAE2_100380.2
OG0003375	T265_04061	SHAE2_74060.1, SHAE2_74060.3, SHAE2_74060.2, SHAE2_74060.4
OG0003376	T265_13274	SHAE2_51190.1
OG0003378	T265_07106	SHAE2_87810.4, SHAE2_87810.2, SHAE2_87810.3, SHAE2_87810.1
OG0003379	T265_05624	SHAE2_69880.3, SHAE2_69880.1, SHAE2_69880.2
OG0003381	T265_00289	SHAE2_58160.1
OG0003382	T265_00092	SHAE2_74510.1, SHAE2_74510.2, SHAE2_74510.3, SHAE2_74510.4
OG0003383	T265_15451	SHAE2_6740.1
OG0003384	T265_13386	SHAE2_46270.2, SHAE2_46270.4, SHAE2_46270.3, SHAE2_46270.1
OG0003385	T265_14270	SHAE2_96800.1
OG0003386	T265_03433	SHAE2_23810.5, SHAE2_23810.3, SHAE2_23810.2, SHAE2_23810.4, SHAE2_23810.1
OG0003389	T265_12547	SHAE2_49700.3, SHAE2_49700.1, SHAE2_49700.2, SHAE2_49700.4
OG0003390	T265_00408	SHAE2_37480.1, SHAE2_37480.2
OG0003391	T265_04030, T265_15014	SHAE2_83650.1
OG0003392	T265_02148	SHAE2_58960.1
OG0003393	T265_13519, T265_15813	SHAE2_34850.1
OG0003394	T265_07062	SHAE2_45260.1, SHAE2_45260.2
OG0003395	T265_12933	SHAE2_59250.1
OG0003396	T265_11318, T265_11884	SHAE2_46660.1, SHAE2_46660.2, SHAE2_46660.3, SHAE2_46660.4, SHAE2_46660.5, SHAE2_46660.6
OG0003397	T265_03419, T265_06176, T265_06175	SHAE2_24070.1
OG0003398	T265_07278	SHAE2_11450.1
OG0003399	T265_09816	SHAE2_38200.1, SHAE2_38200.2, SHAE2_38200.3, SHAE2_38200.4
OG0003400	T265_15283, T265_15284	SHAE2_77490.1
OG0003401	T265_05806	SHAE2_35160.2, SHAE2_35160.1
OG0003402	T265_03694, T265_16284	SHAE2_22600.1
OG0003403	T265_04283, T265_04284	SHAE2_53650.1, SHAE2_53650.2
OG0003404	T265_11259	SHAE2_79550.1, SHAE2_79550.2
OG0003405	T265_00061, T265_05780, T265_08607	SHAE2_50870.1
OG0003406	T265_14439	SHAE2_7730.1, SHAE2_7730.2
OG0003407	T265_06019	SHAE2_90200.1
OG0003408	T265_13309	SHAE2_27900.3, SHAE2_27900.1, SHAE2_27900.2
OG0003409	T265_10546	SHAE2_19670.1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	SHAE2_73850.1, SHAE2_73850.4, SHAE2_73850.7, SHAE2_73850.3, SHAE2_73850.6, SHAE2_73850.2, SHAE2_73850.5
OG0003411	T265_13041	SHAE2_42280.1
OG0003412	T265_01015	SHAE2_5660.1
OG0003413	T265_01539	SHAE2_2680.1, SHAE2_2680.2
OG0003414	T265_09732	SHAE2_42460.2, SHAE2_42460.1, SHAE2_42470.1
OG0003415	T265_09033	SHAE2_84070.3, SHAE2_84070.1, SHAE2_84070.2
OG0003416	T265_12733	SHAE2_73660.1
OG0003417	T265_06775	SHAE2_59740.1
OG0003418	T265_03567	SHAE2_50430.1, SHAE2_50430.2, SHAE2_50430.3, SHAE2_50430.4
OG0003419	T265_12633	SHAE2_78350.3, SHAE2_78350.1, SHAE2_78350.2
OG0003420	T265_08302	SHAE2_39860.1, SHAE2_39860.2
OG0003421	T265_09192	SHAE2_40720.1, SHAE2_40720.2
OG0003422	T265_03968	SHAE2_50200.1
OG0003423	T265_03199, T265_13186	SHAE2_14890.1, SHAE2_14890.2
OG0003424	T265_11767	SHAE2_91890.1
OG0003425	T265_10927	SHAE2_90380.1, SHAE2_90380.2
OG0003426	T265_05174	SHAE2_68150.1, SHAE2_68150.2, SHAE2_68160.1
OG0003427	T265_09674	SHAE2_47430.3, SHAE2_47430.2, SHAE2_47430.1, SHAE2_47430.4
OG0003428	T265_04653	SHAE2_87230.1, SHAE2_87230.2
OG0003429	T265_05909	SHAE2_82340.1
OG0003430	T265_07448	SHAE2_81480.1, SHAE2_81480.2, SHAE2_81480.5, SHAE2_81480.6, SHAE2_81480.7, SHAE2_81480.8, SHAE2_81480.3
OG0003431	T265_14276	SHAE2_23010.1
OG0003432	T265_02200	SHAE2_74980.2, SHAE2_74980.1, SHAE2_74980.3
OG0003433	T265_14247	SHAE2_5350.1, SHAE2_5350.2, SHAE2_5350.3
OG0003434	T265_13606	SHAE2_63750.1, SHAE2_63750.2
OG0003435	T265_13575	SHAE2_39890.1, SHAE2_39890.2, SHAE2_39890.3
OG0003436	T265_14841	SHAE2_53670.2, SHAE2_53670.1, SHAE2_53670.3
OG0003437	T265_11777	SHAE2_77180.1, SHAE2_77180.2, SHAE2_77180.3, SHAE2_77180.4
OG0003438	T265_13978	SHAE2_33240.2, SHAE2_33240.1, SHAE2_33240.3, SHAE2_33240.4
OG0003439	T265_03706	SHAE2_24310.1
OG0003440	T265_12653	SHAE2_21900.1
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	SHAE2_29180.1, SHAE2_29180.2
OG0003442	T265_10526, T265_07654	SHAE2_76910.1, SHAE2_76910.2
OG0003443	T265_13942	SHAE2_62860.1, SHAE2_62850.1
OG0003444	T265_14726	SHAE2_12590.1
OG0003445	T265_07143	SHAE2_47700.4, SHAE2_47700.1, SHAE2_47700.5, SHAE2_47700.2, SHAE2_47700.3, SHAE2_47700.6
OG0003446	T265_04504	SHAE2_37830.1
OG0003447	T265_14249	SHAE2_5980.1
OG0003448	T265_10023	SHAE2_74370.1, SHAE2_74370.2
OG0003449	T265_09851	SHAE2_74380.2, SHAE2_74380.1
OG0003450	T265_12574	SHAE2_70140.1
OG0003451	T265_04969	SHAE2_90630.1, SHAE2_90630.2, SHAE2_90630.3
OG0003452	T265_08005	SHAE2_10420.1
OG0003453	T265_04993	SHAE2_46250.1, SHAE2_46250.2, SHAE2_46250.3
OG0003454	T265_14193	SHAE2_36990.1
OG0003456	T265_05545	SHAE2_10030.4, SHAE2_10030.3, SHAE2_10030.2, SHAE2_10030.1
OG0003457	T265_09480, T265_16051	SHAE2_40930.4, SHAE2_40930.3, SHAE2_40930.5, SHAE2_40930.1, SHAE2_40930.2
OG0003458	T265_00691	SHAE2_42130.1, SHAE2_42130.2, SHAE2_42130.3
OG0003459	T265_07450	SHAE2_78280.1
OG0003460	T265_04726	SHAE2_47280.1
OG0003461	T265_12975	SHAE2_89610.1
OG0003462	T265_02574	SHAE2_42530.2, SHAE2_42530.3, SHAE2_42530.1, SHAE2_42530.4
OG0003463	T265_10283, T265_10285	SHAE2_90290.1, SHAE2_90290.2
OG0003464	T265_07922	SHAE2_85770.1, SHAE2_85770.2
OG0003465	T265_02038	SHAE2_67100.4, SHAE2_67100.6, SHAE2_67100.1, SHAE2_67100.2, SHAE2_67100.5, SHAE2_67100.7, SHAE2_67100.3
OG0003467	T265_14975, T265_09848	SHAE2_81590.1, SHAE2_81590.2, SHAE2_81600.1, SHAE2_81600.2
OG0003468	T265_12594	SHAE2_72930.1
OG0003469	T265_08823	SHAE2_53820.3, SHAE2_53820.4, SHAE2_53820.2, SHAE2_53820.1
OG0003470	T265_11547, T265_11549	SHAE2_55470.1, SHAE2_55470.2, SHAE2_55470.4, SHAE2_55470.3
OG0003471	T265_11489	SHAE2_49020.2, SHAE2_49020.1
OG0003472	T265_15369	SHAE2_10800.1, SHAE2_10800.2
OG0003473	T265_12937	SHAE2_82300.1
OG0003474	T265_02823	SHAE2_60230.1
OG0003475	T265_09374	SHAE2_26760.1
OG0003476	T265_09472, T265_12155	SHAE2_45630.1, SHAE2_45630.2
OG0003477	T265_01902	SHAE2_94640.1, SHAE2_94640.2, SHAE2_94640.3
OG0003478	T265_08469	SHAE2_6830.1
OG0003479	T265_13318	SHAE2_30250.1
OG0003480	T265_09876, T265_14913	SHAE2_72010.1
OG0003482	T265_05343	SHAE2_92850.1, SHAE2_92850.9, SHAE2_92850.4, SHAE2_92850.8, SHAE2_92850.3, SHAE2_92850.5, SHAE2_92850.6, SHAE2_92850.7, SHAE2_92850.2
OG0003483	T265_13053	SHAE2_32620.1, SHAE2_32620.2
OG0003484	T265_06650	SHAE2_4840.1, SHAE2_4840.2
OG0003485	T265_13645, T265_13644	SHAE2_88900.1, SHAE2_103490.1, SHAE2_103490.2, SHAE2_103490.3
OG0003486	T265_13646	SHAE2_44260.1, SHAE2_44260.2
OG0003487	T265_08087, T265_10196	SHAE2_54890.1
OG0003488	T265_09073	SHAE2_13440.1
OG0003489	T265_00323	SHAE2_102360.1
OG0003490	T265_03113	SHAE2_10690.1
OG0003491	T265_04324	SHAE2_36830.1
OG0003492	T265_02536	SHAE2_65090.1, SHAE2_65090.2
OG0003493	T265_11233	SHAE2_97150.1, SHAE2_97150.2
OG0003494	T265_08759	SHAE2_98410.1
OG0003495	T265_04558	SHAE2_4660.2, SHAE2_4660.1
OG0003496	T265_02588	SHAE2_32580.3, SHAE2_32580.1, SHAE2_32580.2
OG0003497	T265_00036	SHAE2_58560.1, SHAE2_58560.2
OG0003498	T265_02133	SHAE2_74610.1
OG0003499	T265_13442	SHAE2_66230.1, SHAE2_66230.2
OG0003500	T265_07015	SHAE2_67510.1, SHAE2_67510.3, SHAE2_67510.2
OG0003501	T265_10024	SHAE2_81900.1, SHAE2_81900.2, SHAE2_81900.4, SHAE2_81900.3
OG0003502	T265_13592	SHAE2_92950.1, SHAE2_92950.2
OG0003503	T265_13487	SHAE2_6260.2, SHAE2_6260.1
OG0003505	T265_12248, T265_00127, T265_16214	SHAE2_54440.1
OG0003507	T265_04937	SHAE2_4670.1, SHAE2_4670.2, SHAE2_4670.3
OG0003508	T265_02519	SHAE2_69060.1
OG0003509	T265_15081	SHAE2_46800.1, SHAE2_46810.1, SHAE2_46800.2, SHAE2_46810.2
OG0003510	T265_09042	SHAE2_1380.2, SHAE2_1380.1
OG0003511	T265_13027	SHAE2_68920.1, SHAE2_68920.2, SHAE2_68920.3
OG0003513	T265_09089	SHAE2_80220.1
OG0003515	T265_06621	SHAE2_99240.1, SHAE2_99240.2
OG0003516	T265_10171	SHAE2_54210.1
OG0003517	T265_06615	SHAE2_100970.1
OG0003518	T265_08612	SHAE2_91900.3, SHAE2_91900.4, SHAE2_91900.2, SHAE2_91900.1, SHAE2_91900.5
OG0003519	T265_05628	SHAE2_40640.1, SHAE2_40640.3, SHAE2_40640.2
OG0003520	T265_01815	SHAE2_61750.1, SHAE2_61750.2
OG0003521	T265_04411	SHAE2_13650.1
OG0003522	T265_13909	SHAE2_84580.1
OG0003523	T265_01345	SHAE2_57910.1, SHAE2_57910.3, SHAE2_57910.4, SHAE2_57910.5, SHAE2_57910.2
OG0003524	T265_00504	SHAE2_66150.1
OG0003525	T265_01893, T265_08418	SHAE2_3900.2, SHAE2_3900.1, SHAE2_3900.3
OG0003526	T265_08334	SHAE2_32340.1
OG0003527	T265_11499, T265_16069	SHAE2_84080.1
OG0003528	T265_11428	SHAE2_900.1, SHAE2_900.2, SHAE2_900.3
OG0003529	T265_15692, T265_15691	SHAE2_45050.3, SHAE2_45050.4, SHAE2_45050.1, SHAE2_45050.2
OG0003530	T265_01532	SHAE2_70570.1, SHAE2_70570.2, SHAE2_70570.3
OG0003531	T265_04537	SHAE2_12450.3, SHAE2_12450.1, SHAE2_12450.2, SHAE2_12450.4, SHAE2_12450.5
OG0003532	T265_15073, T265_10184	SHAE2_10080.1, SHAE2_10080.2, SHAE2_10080.3
OG0003533	T265_08083	SHAE2_51600.1
OG0003534	T265_14367	SHAE2_92620.1
OG0003535	T265_13748, T265_13749	SHAE2_99830.1
OG0003536	T265_03943	SHAE2_65150.1, SHAE2_65150.2, SHAE2_65150.4, SHAE2_65150.3, SHAE2_65150.5, SHAE2_65150.6, SHAE2_65150.7, SHAE2_65150.8
OG0003537	T265_08781, T265_14670	SHAE2_63280.1
OG0003538	T265_14277	SHAE2_24340.1
