Orthogroup	opisthorchis_viverrini	schmidtea_mediterranea
OG0002859	T265_02034	h1SMcT0010965.1, h1SMcT0010965.2
OG0002860	T265_14764	h1SMcT0011986.1, h1SMcT0011986.3, h1SMcT0011986.4, h1SMcT0011986.5, h1SMcT0011986.2
OG0002861	T265_08733, T265_14653	h1SMcT0004701.1, h1SMcT0004701.2, h1SMcT0004700.1, h1SMcT0004701.3
OG0002863	T265_16256, T265_04944	h1SMcT0004960.1, h1SMcT0004960.2, h1SMcT0001443.1, h1SMcT0001443.2
OG0002864	T265_13279	h1SMcT0001560.1, h1SMcT0001560.2
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	h1SMcT0009506.1
OG0002868	T265_04776, T265_04777	h1SMcT0018668.1
OG0002869	T265_02470	h1SMcT0011443.1, h1SMcT0004275.1, h1SMcT0004275.2, h1SMcT0004275.3, h1SMcT0004275.4
OG0002870	T265_02369	h1SMcT0019214.1
OG0002871	T265_05892	h1SMcT0020026.1
OG0002872	T265_06839	h1SMcT0000880.1, h1SMcT0000880.2, h1SMcT0000880.3
OG0002873	T265_05961	h1SMcT0009651.1
OG0002874	T265_13044	h1SMcT0020479.1, h1SMcT0020479.2
OG0002875	T265_08601	h1SMcT0000994.3, h1SMcT0000994.4, h1SMcT0000994.8, h1SMcT0000994.6, h1SMcT0000994.7, h1SMcT0000994.2, h1SMcT0000994.10, h1SMcT0000994.1, h1SMcT0000994.9, h1SMcT0000994.5, h1SMcT0000995.2, h1SMcT0000995.3, h1SMcT0000995.1, h1SMcT0000995.4
OG0002876	T265_09158	h1SMcT0007716.1
OG0002877	T265_15585	h1SMcT0007009.1
OG0002879	T265_00994	h1SMcT0011833.1, h1SMcT0011833.2
OG0002880	T265_15974, T265_16333, T265_16372	h1SMcT0020926.1, h1SMcT0000951.2, h1SMcT0000951.3, h1SMcT0000951.1, h1SMcT0000951.4
OG0002881	T265_03918	h1SMcT0004996.1
OG0002883	T265_00123	h1SMcT0022337.1
OG0002884	T265_01404	h1SMcT0003205.1, h1SMcT0003205.2
OG0002885	T265_03301, T265_03258	h1SMcT0020452.1
OG0002889	T265_09957	h1SMcT0005077.1, h1SMcT0005077.2
OG0002902	T265_10089	h1SMcT0009500.1, h1SMcT0013191.1
OG0002903	T265_01720, T265_16142, T265_15992	h1SMcT0005509.1, h1SMcT0005509.2, h1SMcT0005509.3
OG0002904	T265_00938, T265_12671, T265_16281	h1SMcT0012884.1, h1SMcT0012884.2
OG0002905	T265_13028, T265_02524	h1SMcT0004020.1
OG0002907	T265_00957	h1SMcT0014558.1
OG0002908	T265_13687, T265_15239	h1SMcT0018542.1, h1SMcT0018542.2, h1SMcT0018542.3, h1SMcT0018542.5, h1SMcT0018542.6, h1SMcT0018542.4
OG0002910	T265_13256	h1SMcT0022640.3, h1SMcT0022640.1, h1SMcT0022640.2, h1SMcT0022640.4, h1SMcT0022640.5, h1SMcT0022640.6
OG0002911	T265_13253	h1SMcT0017495.1, h1SMcT0017622.1
OG0002912	T265_12025, T265_15674	h1SMcT0000669.3, h1SMcT0000669.2, h1SMcT0000669.1
OG0002913	T265_08468, T265_12220	h1SMcT0017030.1, h1SMcT0017030.2, h1SMcT0017030.3, h1SMcT0017030.4
OG0002914	T265_10038	h1SMcT0014698.1, h1SMcT0016522.1
OG0002915	T265_13119	h1SMcT0007240.1, h1SMcT0007240.2
OG0002916	T265_02505	h1SMcT0019673.1, h1SMcT0019673.5, h1SMcT0019673.2, h1SMcT0019673.6, h1SMcT0019673.4
OG0002917	T265_01608	h1SMcT0021979.1, h1SMcT0006977.1, h1SMcT0018520.1
OG0002917	T265_10733	h1SMcT0020733.1, h1SMcT0002931.1
OG0002918	T265_06975	h1SMcT0022319.1
OG0002921	T265_07949	h1SMcT0009277.1
OG0002922	T265_02668	h1SMcT0003698.1
OG0002925	T265_03081	h1SMcT0015505.1
OG0002928	T265_13841	h1SMcT0017861.1, h1SMcT0017861.2
OG0002929	T265_00854	h1SMcT0000960.5, h1SMcT0000960.2, h1SMcT0000960.4, h1SMcT0000960.1, h1SMcT0000960.3
OG0002930	T265_09338	h1SMcT0000729.3, h1SMcT0000729.4, h1SMcT0000729.5, h1SMcT0000729.1, h1SMcT0000729.2
OG0002931	T265_10381	h1SMcT0011300.3, h1SMcT0011300.1, h1SMcT0011300.2
OG0002932	T265_12802	h1SMcT0017864.2, h1SMcT0017864.4, h1SMcT0017864.1, h1SMcT0017864.3
OG0002934	T265_07078	h1SMcT0015709.1, h1SMcT0015709.2
OG0002936	T265_02894	h1SMcT0008577.1, h1SMcT0008577.2
OG0002938	T265_12858	h1SMcT0009268.1, h1SMcT0009268.2, h1SMcT0009268.3
OG0002938	T265_04269, T265_04417, T265_04418	h1SMcT0021901.1, h1SMcT0006732.1, h1SMcT0006732.2, h1SMcT0006732.3
OG0002939	T265_03203	h1SMcT0009984.1
OG0002942	T265_02787	h1SMcT0009114.1
OG0002943	T265_13089	h1SMcT0012968.1, h1SMcT0012968.2, h1SMcT0012968.3, h1SMcT0012968.4, h1SMcT0012968.5
OG0002944	T265_10544	h1SMcT0022414.1
OG0002945	T265_11225	h1SMcT0021889.1
OG0002947	T265_09749	h1SMcT0015902.1, h1SMcT0015902.2
OG0002948	T265_10715	h1SMcT0021089.1, h1SMcT0021089.2
OG0002949	T265_02799	h1SMcT0009486.1
OG0002950	T265_04871	h1SMcT0007052.1
OG0002951	T265_07586	h1SMcT0010433.1, h1SMcT0010433.2
OG0002953	T265_04423, T265_15987	h1SMcT0002670.1, h1SMcT0015965.1
OG0002954	T265_06597, T265_15941	h1SMcT0004944.1, h1SMcT0004944.2, h1SMcT0004944.3
OG0002955	T265_14732	h1SMcT0017042.1
OG0002956	T265_15076	h1SMcT0006754.3, h1SMcT0006754.1, h1SMcT0006754.2
OG0002958	T265_16166, T265_10751, T265_10762	h1SMcT0021861.1, h1SMcT0021861.2
OG0002959	T265_13472	h1SMcT0009503.2, h1SMcT0009503.1, h1SMcT0009503.3
OG0002960	T265_05712	h1SMcT0004813.1, h1SMcT0004813.2, h1SMcT0014704.1
OG0002961	T265_11252	h1SMcT0011634.1, h1SMcT0011634.2
OG0002962	T265_14105	h1SMcT0003796.1
OG0002964	T265_08700	h1SMcT0005305.1, h1SMcT0005305.2, h1SMcT0005305.3
OG0002967	T265_09516, T265_09515, T265_14873	h1SMcT0003658.1
OG0002969	T265_06233	h1SMcT0004653.1, h1SMcT0003717.1
OG0002969	T265_07415	h1SMcT0017175.1
OG0002971	T265_09283	h1SMcT0017152.1
OG0002972	T265_00627	h1SMcT0004366.2, h1SMcT0004366.5, h1SMcT0004366.1, h1SMcT0004366.3, h1SMcT0004366.6, h1SMcT0004366.4
OG0002973	T265_07435	h1SMcT0014362.1, h1SMcT0014359.1, h1SMcT0014361.2, h1SMcT0014361.3, h1SMcT0014361.4, h1SMcT0014360.1, h1SMcT0014360.2
OG0002974	T265_15126	h1SMcT0008277.1
OG0002975	T265_01518	h1SMcT0018671.3, h1SMcT0018671.1, h1SMcT0018671.2
OG0002976	T265_03160	h1SMcT0004422.1
OG0002977	T265_01592	h1SMcT0003763.1
OG0002978	T265_00903, T265_09105, T265_10423, T265_12662, T265_10155, T265_10156	h1SMcT0014459.1, h1SMcT0014461.1, h1SMcT0014464.1, h1SMcT0009665.1, h1SMcT0009668.1, h1SMcT0009668.2, h1SMcT0014465.1, h1SMcT0009667.1, h1SMcT0014458.1, h1SMcT0014448.1, h1SMcT0014451.1, h1SMcT0014453.1, h1SMcT0014454.1, h1SMcT0014454.2, h1SMcT0014454.3, h1SMcT0014455.1
OG0002979	T265_11670	h1SMcT0019481.1
OG0002981	T265_14186	h1SMcT0000144.1, h1SMcT0000144.4, h1SMcT0000144.3, h1SMcT0000144.2
OG0002983	T265_02113, T265_15879	h1SMcT0017079.1
OG0002984	T265_14382	h1SMcT0016147.1, h1SMcT0016147.2, h1SMcT0012663.1, h1SMcT0012663.3, h1SMcT0012663.4, h1SMcT0012663.2
OG0002985	T265_15506	h1SMcT0017937.1, h1SMcT0017937.2, h1SMcT0017937.3
OG0002986	T265_10270, T265_10269	h1SMcT0009242.1, h1SMcT0009242.2
OG0002988	T265_08760	h1SMcT0003879.1, h1SMcT0003879.2, h1SMcT0003879.3
OG0002989	T265_09294	h1SMcT0011055.1
OG0002991	T265_00107	h1SMcT0020208.1, h1SMcT0004254.1, h1SMcT0017291.1
OG0002992	T265_12542	h1SMcT0020809.7, h1SMcT0020809.5, h1SMcT0020809.6, h1SMcT0020809.8, h1SMcT0020809.4
OG0002993	T265_15836, T265_09955, T265_10213, T265_07127	h1SMcT0019238.1, h1SMcT0019238.2, h1SMcT0019238.3
OG0002995	T265_10496	h1SMcT0020280.2, h1SMcT0020280.1, h1SMcT0020280.4, h1SMcT0020280.3, h1SMcT0020280.5, h1SMcT0010071.4, h1SMcT0010071.1, h1SMcT0010071.2, h1SMcT0010071.3
OG0002996	T265_09556	h1SMcT0005458.1
OG0002997	T265_11005	h1SMcT0018267.1
OG0002998	T265_01464	h1SMcT0006805.1
OG0002999	T265_10797	h1SMcT0003133.3, h1SMcT0003133.1, h1SMcT0003133.2
OG0003001	T265_06939	h1SMcT0021432.1
OG0003002	T265_06956	h1SMcT0017011.1
OG0003003	T265_10787	h1SMcT0012704.1, h1SMcT0022240.1, h1SMcT0022240.2
OG0003004	T265_02782	h1SMcT0022793.1, h1SMcT0021479.3, h1SMcT0021479.4, h1SMcT0021479.1, h1SMcT0021479.2, h1SMcT0022793.2
OG0003006	T265_10485	h1SMcT0014506.1
OG0003007	T265_14668	h1SMcT0015078.1
OG0003009	T265_04390	h1SMcT0001412.1, h1SMcT0001412.2, h1SMcT0001412.3
OG0003010	T265_13842	h1SMcT0021914.1, h1SMcT0021914.2, h1SMcT0021327.3, h1SMcT0021327.5, h1SMcT0021327.4, h1SMcT0021327.6
OG0003011	T265_07456	h1SMcT0010357.1
OG0003012	T265_02531	h1SMcT0018119.1
OG0003014	T265_14360	h1SMcT0005268.1
OG0003015	T265_04992	h1SMcT0019089.2, h1SMcT0019089.1, h1SMcT0019089.3
OG0003016	T265_08197	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4
OG0003017	T265_02207	h1SMcT0006801.1, h1SMcT0007267.1
OG0003018	T265_05229, T265_13729, T265_16104	h1SMcT0016671.1, h1SMcT0016671.2
OG0003019	T265_00834	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1
OG0003021	T265_11800	h1SMcT0002696.1, h1SMcT0002696.2
OG0003023	T265_04962, T265_12395	h1SMcT0005078.1, h1SMcT0005078.2
OG0003024	T265_08219	h1SMcT0020338.1
OG0003028	T265_14740	h1SMcT0020044.1
OG0003029	T265_07912	h1SMcT0015062.1
OG0003030	T265_14667	h1SMcT0001941.1, h1SMcT0001941.2
OG0003031	T265_03339	h1SMcT0014296.1, h1SMcT0014296.2
OG0003032	T265_09883	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2
OG0003033	T265_00067	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2
OG0003034	T265_13931	h1SMcT0011192.1
OG0003036	T265_13241	h1SMcT0012716.1
OG0003037	T265_08191	h1SMcT0006277.1, h1SMcT0006277.2
OG0003038	T265_01298	h1SMcT0020116.1
OG0003039	T265_12554	h1SMcT0011776.1, h1SMcT0011776.2
OG0003041	T265_00719	h1SMcT0021330.1
OG0003043	T265_02896	h1SMcT0001787.1
OG0003044	T265_01567	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3
OG0003045	T265_05095	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4
OG0003046	T265_05093	h1SMcT0000855.1
OG0003047	T265_13450	h1SMcT0007558.1, h1SMcT0007558.2
OG0003048	T265_01218, T265_09411	h1SMcT0011197.1, h1SMcT0011197.2
OG0003049	T265_01217	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2
OG0003050	T265_04271, T265_04273	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2
OG0003051	T265_09098	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6
OG0003052	T265_11750	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3
OG0003053	T265_03747	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3
OG0003054	T265_03119	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1
OG0003055	T265_09217	h1SMcT0019134.1
OG0003056	T265_07027	h1SMcT0003979.1
OG0003058	T265_03889	h1SMcT0003333.1, h1SMcT0003333.2
OG0003059	T265_01103, T265_11098, T265_12033	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2
OG0003060	T265_13466	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4
OG0003062	T265_07364	h1SMcT0013915.1
OG0003063	T265_15517	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1
OG0003064	T265_01571	h1SMcT0008163.1
OG0003065	T265_12659	h1SMcT0000333.1
OG0003066	T265_04405	h1SMcT0011449.1, h1SMcT0011449.2
OG0003067	T265_01085	h1SMcT0005008.1
OG0003068	T265_11773	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2
OG0003072	T265_11500	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3
OG0003073	T265_12790	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1
OG0003074	T265_14915	h1SMcT0004065.1
OG0003076	T265_10794, T265_16094	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5
OG0003080	T265_07755	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4
OG0003081	T265_03078	h1SMcT0017491.1
OG0003082	T265_11379	h1SMcT0016152.1
OG0003083	T265_14683	h1SMcT0003189.1, h1SMcT0003189.2
OG0003087	T265_13427	h1SMcT0005969.1
OG0003087	T265_08143	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1
OG0003089	T265_11951	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1
OG0003107	T265_05277	h1SMcT0015377.1
OG0003108	T265_06555	h1SMcT0015502.1
OG0003109	T265_13791	h1SMcT0008651.1
OG0003110	T265_04583, T265_04581	h1SMcT0012449.1, h1SMcT0012449.2
OG0003111	T265_01222	h1SMcT0011575.1
OG0003112	T265_03161	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3
OG0003114	T265_04310	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6
OG0003115	T265_12647	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4
OG0003116	T265_06786, T265_16161	h1SMcT0014809.1
OG0003121	T265_03332	h1SMcT0012547.1, h1SMcT0012547.2
OG0003124	T265_09973	h1SMcT0007756.1, h1SMcT0007756.2
OG0003125	T265_01989	h1SMcT0016907.1, h1SMcT0016907.2
OG0003127	T265_00393	h1SMcT0015110.1, h1SMcT0019913.1
OG0003128	T265_12835	h1SMcT0018724.1
OG0003129	T265_00252	h1SMcT0002450.1, h1SMcT0002450.2
OG0003131	T265_16261, T265_12645	h1SMcT0000664.1
OG0003133	T265_15587	h1SMcT0020070.1, h1SMcT0020070.2
OG0003136	T265_01565	h1SMcT0004061.1, h1SMcT0004061.2
OG0003137	T265_13566	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4
OG0003138	T265_01867, T265_12886	h1SMcT0011089.1
OG0003140	T265_10611	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1
OG0003142	T265_13088, T265_12449	h1SMcT0018040.1
OG0003145	T265_10158, T265_10168, T265_16083	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3
OG0003146	T265_00190	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2
OG0003147	T265_04879	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3
OG0003148	T265_05214	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1
OG0003149	T265_14469	h1SMcT0022070.1
OG0003150	T265_03278	h1SMcT0005154.1
OG0003151	T265_13108	h1SMcT0009477.1, h1SMcT0009477.2
OG0003152	T265_13663, T265_16373, T265_07971, T265_16076	h1SMcT0002448.1
OG0003153	T265_11495	h1SMcT0009249.1
OG0003155	T265_07187	h1SMcT0018245.1, h1SMcT0018245.2
OG0003157	T265_07210	h1SMcT0015519.1
OG0003158	T265_03832	h1SMcT0022543.1
OG0003159	T265_10689	h1SMcT0000896.1
OG0003160	T265_03695	h1SMcT0017909.1, h1SMcT0017909.2
OG0003164	T265_07313	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5
OG0003167	T265_04823, T265_15925	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3
OG0003168	T265_00599	h1SMcT0014216.1
OG0003169	T265_10047	h1SMcT0013822.1, h1SMcT0013822.2
OG0003170	T265_09151	h1SMcT0020859.1
OG0003171	T265_14761, T265_14762	h1SMcT0003722.1, h1SMcT0003722.2
OG0003172	T265_12118, T265_11052	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2
OG0003174	T265_08480	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3
OG0003175	T265_16305, T265_12278, T265_09707, T265_16168	h1SMcT0015496.1, h1SMcT0015496.2
OG0003176	T265_13135	h1SMcT0021985.1
OG0003178	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328	h1SMcT0022104.1
OG0003179	T265_01970	h1SMcT0004843.1, h1SMcT0004843.2
OG0003180	T265_15379	h1SMcT0007124.6, h1SMcT0007124.7
OG0003181	T265_12891	h1SMcT0011279.1
OG0003182	T265_10341	h1SMcT0000868.1
OG0003184	T265_03526	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1
OG0003185	T265_15307	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2
OG0003187	T265_00780	h1SMcT0008113.1
OG0003188	T265_07818	h1SMcT0017318.1
OG0003189	T265_01242	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4
OG0003191	T265_13899	h1SMcT0019331.1, h1SMcT0019331.2
OG0003192	T265_08136	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5
OG0003193	T265_05017	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2
OG0003194	T265_03962	h1SMcT0005218.1
OG0003195	T265_15661	h1SMcT0008802.1, h1SMcT0008802.2
OG0003196	T265_01121	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3
OG0003197	T265_14545	h1SMcT0008434.1, h1SMcT0008434.2
OG0003199	T265_08967	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3
OG0003201	T265_10050	h1SMcT0013974.1
OG0003203	T265_08385	h1SMcT0022140.1, h1SMcT0022140.3, h1SMcT0022140.5, h1SMcT0022140.7, h1SMcT0022140.2, h1SMcT0022140.4, h1SMcT0022140.6, h1SMcT0000481.1
OG0003205	T265_14205	h1SMcT0007886.1
OG0003206	T265_06903	h1SMcT0003099.1
OG0003207	T265_00236	h1SMcT0003114.1, h1SMcT0003114.2
OG0003208	T265_12719, T265_01116, T265_02116	h1SMcT0007447.1, h1SMcT0022769.1
OG0003209	T265_04035	h1SMcT0015578.1, h1SMcT0015578.2
OG0003210	T265_15007, T265_15334	h1SMcT0010700.1, h1SMcT0010700.2
OG0003211	T265_11261, T265_15387	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2
OG0003212	T265_00230	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3
OG0003213	T265_10936	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3
OG0003214	T265_02512	h1SMcT0016576.1, h1SMcT0016576.2
OG0003215	T265_11178, T265_11179	h1SMcT0017814.1, h1SMcT0017814.2
OG0003217	T265_02011	h1SMcT0009783.1
OG0003218	T265_08129	h1SMcT0018270.1
OG0003222	T265_15508	h1SMcT0013691.1
OG0003223	T265_07346	h1SMcT0001134.1
OG0003224	T265_01519	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2
OG0003226	T265_04588, T265_06369	h1SMcT0021847.1, h1SMcT0022103.1
OG0003227	T265_15188	h1SMcT0001291.1, h1SMcT0001291.2
OG0003229	T265_01945	h1SMcT0002408.1
OG0003230	T265_03970	h1SMcT0003929.1, h1SMcT0003929.2
OG0003232	T265_11465	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4
OG0003233	T265_15043	h1SMcT0020211.1, h1SMcT0020211.2
OG0003234	T265_08452	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3
OG0003235	T265_03407	h1SMcT0008953.1
OG0003238	T265_00665	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1
OG0003239	T265_05841, T265_11592	h1SMcT0019186.1
OG0003240	T265_09874	h1SMcT0005478.1, h1SMcT0005478.2
OG0003241	T265_08313	h1SMcT0015281.1, h1SMcT0015339.1
OG0003242	T265_08090, T265_12218	h1SMcT0017993.1
OG0003243	T265_01389	h1SMcT0010200.5, h1SMcT0010200.7
OG0003244	T265_14655, T265_08741	h1SMcT0000145.1, h1SMcT0000145.2
OG0003245	T265_05102	h1SMcT0001501.1
OG0003246	T265_04347	h1SMcT0000782.1, h1SMcT0000782.2
OG0003247	T265_15668	h1SMcT0013015.2
OG0003249	T265_02516	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3
OG0003250	T265_00815	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6
OG0003251	T265_15132	h1SMcT0015003.1
OG0003252	T265_07596	h1SMcT0010253.1, h1SMcT0010253.2
OG0003253	T265_04761	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2
OG0003254	T265_04181	h1SMcT0013451.1
OG0003256	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563	h1SMcT0016315.1
OG0003257	T265_09512	h1SMcT0022346.1
OG0003258	T265_13426, T265_16113	h1SMcT0012177.1
OG0003259	T265_04248	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1
OG0003260	T265_07096	h1SMcT0003254.1
OG0003261	T265_13387	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2
OG0003262	T265_00613	h1SMcT0013581.1
OG0003263	T265_11723	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1
OG0003265	T265_14465	h1SMcT0005806.1
OG0003266	T265_00355	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3
OG0003267	T265_11130	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2
OG0003268	T265_10845	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2
OG0003269	T265_02226	h1SMcT0012108.1
OG0003270	T265_05629	h1SMcT0009342.1, h1SMcT0009342.2
OG0003271	T265_00964	h1SMcT0006883.1
OG0003273	T265_08347	h1SMcT0013812.1, h1SMcT0013812.2
OG0003277	T265_14638	h1SMcT0011790.1, h1SMcT0011790.2
OG0003278	T265_11305	h1SMcT0019765.1, h1SMcT0019765.2
OG0003279	T265_15092	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4
OG0003280	T265_00283, T265_07565	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2
OG0003281	T265_05670, T265_16020	h1SMcT0010782.1, h1SMcT0010782.2
OG0003282	T265_05807	h1SMcT0017047.1, h1SMcT0017047.2
OG0003283	T265_14849	h1SMcT0010085.1
OG0003284	T265_10799	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2
OG0003287	T265_11152	h1SMcT0011258.1, h1SMcT0011258.2
OG0003288	T265_03913, T265_15951	h1SMcT0022057.1, h1SMcT0022080.1
OG0003290	T265_11160	h1SMcT0010992.3
OG0003291	T265_10834	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2
OG0003292	T265_04681	h1SMcT0001663.1, h1SMcT0001663.2
OG0003293	T265_05415	h1SMcT0022017.1
OG0003294	T265_08998	h1SMcT0011866.1, h1SMcT0011866.2
OG0003295	T265_06245	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1
OG0003297	T265_11733	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1
OG0003298	T265_00463	h1SMcT0004920.1
OG0003299	T265_07321	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3
OG0003300	T265_01803	h1SMcT0015751.1, h1SMcT0015751.2
