Orthogroup	opisthorchis_viverrini	schistosoma_margrebowiei
OG0002216	T265_04024	SMRG1_31230.1
OG0002217	T265_06306	SMRG1_3300.1
OG0002218	T265_07284	SMRG1_5340.1
OG0002219	T265_10914	SMRG1_17460.1
OG0002220	T265_08525	SMRG1_870.1, SMRG1_870.2, SMRG1_870.4, SMRG1_870.3
OG0002221	T265_09567	SMRG1_9180.1
OG0002222	T265_07622	SMRG1_34940.1
OG0002223	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846	SMRG1_18810.1, SMRG1_18830.1, SMRG1_18820.1
OG0002224	T265_01855	SMRG1_11870.1, SMRG1_11870.2, SMRG1_11870.3
OG0002225	T265_08736	SMRG1_91030.1, SMRG1_91030.3, SMRG1_91030.2
OG0002226	T265_14172	SMRG1_26430.4, SMRG1_26430.5, SMRG1_26430.1, SMRG1_26430.3, SMRG1_26430.2
OG0002227	T265_04117, T265_15786	SMRG1_43450.1, SMRG1_43450.4, SMRG1_43450.2, SMRG1_43450.3
OG0002228	T265_04080	SMRG1_42900.1
OG0002229	T265_07873	SMRG1_14080.1
OG0002230	T265_06596	SMRG1_65990.1
OG0002231	T265_00618	SMRG1_63480.1
OG0002232	T265_13884, T265_14131	SMRG1_76610.1
OG0002233	T265_15141	SMRG1_60370.1
OG0002234	T265_00386	SMRG1_54110.1, SMRG1_54120.1
OG0002235	T265_06682	SMRG1_16570.3, SMRG1_16570.1, SMRG1_16570.2
OG0002236	T265_04798, T265_04794	SMRG1_69870.1, SMRG1_69870.2
OG0002237	T265_09477	SMRG1_43820.1, SMRG1_43820.2
OG0002239	T265_11016, T265_16245	SMRG1_96930.1, SMRG1_96930.2
OG0002241	T265_01430	SMRG1_68480.1
OG0002242	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032	SMRG1_42490.1, SMRG1_42490.2
OG0002243	T265_00755, T265_16223	SMRG1_29620.1, SMRG1_29620.2
OG0002244	T265_13718	SMRG1_24650.1
OG0002245	T265_00529	SMRG1_60550.1, SMRG1_60550.2
OG0002246	T265_13249	SMRG1_20240.3, SMRG1_20240.4, SMRG1_20240.1, SMRG1_20240.2
OG0002247	T265_05389	SMRG1_26100.1
OG0002248	T265_01349	SMRG1_53510.1
OG0002249	T265_02684	SMRG1_55270.1, SMRG1_55270.2
OG0002250	T265_03642	SMRG1_40450.1, SMRG1_40450.3, SMRG1_40450.4, SMRG1_40450.2
OG0002251	T265_13203	SMRG1_27340.1, SMRG1_27340.2
OG0002252	T265_07719	SMRG1_4910.1
OG0002253	T265_03058	SMRG1_7090.1
OG0002254	T265_04918	SMRG1_52170.1
OG0002255	T265_13495	SMRG1_5840.5, SMRG1_5840.3, SMRG1_5840.4, SMRG1_5840.1, SMRG1_5840.6, SMRG1_5840.7, SMRG1_5840.2
OG0002256	T265_00072	SMRG1_48750.4, SMRG1_48750.5, SMRG1_48750.1, SMRG1_48750.3, SMRG1_48750.2
OG0002257	T265_07202	SMRG1_53010.1
OG0002258	T265_09079	SMRG1_53090.1, SMRG1_53090.2
OG0002259	T265_12708	SMRG1_28320.1, SMRG1_28320.2
OG0002260	T265_13734	SMRG1_950.1
OG0002261	T265_02353	SMRG1_51920.1
OG0002263	T265_00662, T265_12600	SMRG1_67590.1, SMRG1_67590.2
OG0002264	T265_13409	SMRG1_43310.1
OG0002265	T265_13935	SMRG1_40700.1
OG0002266	T265_11642	SMRG1_95920.1
OG0002267	T265_10276	SMRG1_12950.2, SMRG1_12950.1
OG0002268	T265_07694	SMRG1_84530.1
OG0002269	T265_12133, T265_15794, T265_13923	SMRG1_62410.1, SMRG1_62410.2
OG0002270	T265_05191	SMRG1_89750.1
OG0002271	T265_10628	SMRG1_81850.1, SMRG1_81850.2
OG0002272	T265_05407, T265_05409	SMRG1_25170.1
OG0002273	T265_05777, T265_15024	SMRG1_78520.4, SMRG1_78520.3, SMRG1_78520.1, SMRG1_78520.2
OG0002274	T265_01312	SMRG1_47270.1, SMRG1_47270.2, SMRG1_47270.3, SMRG1_47270.4
OG0002275	T265_10682	SMRG1_85270.1, SMRG1_85270.2, SMRG1_85270.3, SMRG1_85270.4
OG0002276	T265_02217	SMRG1_53060.3, SMRG1_53060.2, SMRG1_53060.1
OG0002277	T265_04300	SMRG1_51990.3, SMRG1_51990.1, SMRG1_51990.2, SMRG1_51990.4
OG0002278	T265_11208	SMRG1_93280.1, SMRG1_93280.2
OG0002279	T265_04983	SMRG1_82430.1
OG0002280	T265_15222	SMRG1_58890.1
OG0002281	T265_04079	SMRG1_42190.4, SMRG1_42190.3, SMRG1_42190.1, SMRG1_42190.2
OG0002282	T265_03187	SMRG1_9050.1, SMRG1_9040.2, SMRG1_9040.1
OG0002283	T265_12455	SMRG1_52120.1, SMRG1_52120.2
OG0002284	T265_01223	SMRG1_72410.1
OG0002285	T265_13808	SMRG1_8070.1
OG0002286	T265_02503	SMRG1_67790.1
OG0002287	T265_00542	SMRG1_63050.1
OG0002288	T265_03285	SMRG1_74820.1
OG0002289	T265_02605	SMRG1_33180.1, SMRG1_33180.2
OG0002290	T265_14569	SMRG1_86260.1
OG0002291	T265_06153	SMRG1_66870.3, SMRG1_66870.1, SMRG1_66870.2
OG0002292	T265_02156	SMRG1_75310.1
OG0002293	T265_00593	SMRG1_60680.1
OG0002294	T265_14007	SMRG1_14480.1, SMRG1_14480.3, SMRG1_14480.2
OG0002295	T265_12527	SMRG1_53910.1, SMRG1_53910.2
OG0002297	T265_11479	SMRG1_29200.1, SMRG1_29210.1
OG0002298	T265_09933, T265_09932, T265_15001	SMRG1_2510.1
OG0002299	T265_03230	SMRG1_27300.2, SMRG1_27300.3, SMRG1_27300.1, SMRG1_27300.4
OG0002300	T265_05781	SMRG1_78560.1, SMRG1_78560.2
OG0002301	T265_04317	SMRG1_91150.1, SMRG1_91140.1
OG0002302	T265_01158, T265_06295	SMRG1_15580.1
OG0002303	T265_07017	SMRG1_75330.1
OG0002304	T265_11843	SMRG1_69640.1, SMRG1_69640.2, SMRG1_69640.3
OG0002306	T265_13964	SMRG1_66250.1, SMRG1_66250.2
OG0002307	T265_08826	SMRG1_74830.1
OG0002308	T265_03838	SMRG1_51730.1, SMRG1_51730.2, SMRG1_51730.3, SMRG1_51730.4, SMRG1_51730.5, SMRG1_51730.6
OG0002309	T265_05078	SMRG1_42870.1, SMRG1_42870.2
OG0002310	T265_00874	SMRG1_21740.2, SMRG1_21740.5, SMRG1_21740.3, SMRG1_21740.1, SMRG1_21740.6, SMRG1_21740.4, SMRG1_21740.7
OG0002311	T265_16283, T265_02474, T265_16279	SMRG1_4750.1
OG0002312	T265_10407	SMRG1_23140.1
OG0002313	T265_03368	SMRG1_40590.1
OG0002314	T265_13148	SMRG1_4010.1, SMRG1_4010.2, SMRG1_4010.3
OG0002315	T265_05552	SMRG1_8080.1, SMRG1_8080.2
OG0002316	T265_12852	SMRG1_72190.2, SMRG1_72190.1
OG0002318	T265_10729	SMRG1_23020.1, SMRG1_23020.2, SMRG1_23020.3
OG0002319	T265_14042	SMRG1_16770.1, SMRG1_16770.2
OG0002320	T265_12528	SMRG1_74490.3, SMRG1_74490.4, SMRG1_74490.1, SMRG1_74490.2
OG0002321	T265_11407	SMRG1_18130.1, SMRG1_18130.2
OG0002322	T265_10218	SMRG1_21030.1, SMRG1_21030.2
OG0002323	T265_12604	SMRG1_63760.1
OG0002324	T265_14423	SMRG1_11970.1
OG0002326	T265_14647	SMRG1_90460.1, SMRG1_90460.2
OG0002327	T265_01272	SMRG1_78590.1, SMRG1_78590.2, SMRG1_78590.3
OG0002328	T265_01590	SMRG1_7180.1, SMRG1_7180.2, SMRG1_7180.3
OG0002329	T265_11177	SMRG1_1700.1
OG0002331	T265_10476, T265_15160	SMRG1_5330.1, SMRG1_5330.2
OG0002332	T265_15273	SMRG1_12200.2, SMRG1_12200.1
OG0002333	T265_06756	SMRG1_53970.1, SMRG1_53970.2
OG0002334	T265_09684	SMRG1_8530.1, SMRG1_8530.4, SMRG1_8530.2, SMRG1_8530.3
OG0002335	T265_02278	SMRG1_18050.1, SMRG1_18050.2, SMRG1_18050.3, SMRG1_18050.4
OG0002336	T265_02152	SMRG1_57180.2, SMRG1_57180.1, SMRG1_57180.3, SMRG1_57180.4
OG0002337	T265_14716, T265_16237	SMRG1_97680.1, SMRG1_97680.2, SMRG1_97680.3
OG0002338	T265_11508	SMRG1_9160.5, SMRG1_9160.4, SMRG1_9160.1, SMRG1_9160.2, SMRG1_9160.3
OG0002340	T265_06228, T265_06230	SMRG1_2590.1
OG0002341	T265_03885	SMRG1_89840.1
OG0002342	T265_00239	SMRG1_3410.1
OG0002343	T265_03463	SMRG1_44100.1
OG0002344	T265_12913	SMRG1_60440.1, SMRG1_60440.2, SMRG1_60440.3, SMRG1_60440.4, SMRG1_60440.5, SMRG1_60440.6, SMRG1_60440.7
OG0002345	T265_04329, T265_10710	SMRG1_88610.1, SMRG1_88610.2, SMRG1_88610.3, SMRG1_88610.4
OG0002346	T265_01087	SMRG1_25450.1
OG0002347	T265_11024	SMRG1_19840.1
OG0002348	T265_08714	SMRG1_36200.1
OG0002349	T265_13440	SMRG1_89890.1, SMRG1_89890.2
OG0002350	T265_14858	SMRG1_36630.1, SMRG1_36630.2, SMRG1_36630.4, SMRG1_36630.3, SMRG1_36630.5
OG0002351	T265_07519	SMRG1_51670.1
OG0002352	T265_15955, T265_07372	SMRG1_89420.4, SMRG1_89420.1, SMRG1_89420.5, SMRG1_89420.2, SMRG1_89420.3
OG0002354	T265_06916	SMRG1_7860.1, SMRG1_7860.2
OG0002355	T265_01787	SMRG1_74140.1, SMRG1_74140.2
OG0002358	T265_11150	SMRG1_17400.1, SMRG1_17400.2
OG0002360	T265_15008	SMRG1_76840.1, SMRG1_76840.2, SMRG1_76840.3
OG0002361	T265_07690	SMRG1_85630.1, SMRG1_85630.2, SMRG1_85630.3
OG0002362	T265_12727	SMRG1_65780.1, SMRG1_65780.2
OG0002370	T265_00457	SMRG1_48640.1, SMRG1_47070.1
OG0002371	T265_15300	SMRG1_630.1
OG0002372	T265_09285, T265_13946	SMRG1_64200.1
OG0002374	T265_14253	SMRG1_5360.2, SMRG1_5360.4, SMRG1_5360.6, SMRG1_5360.1, SMRG1_5360.5, SMRG1_5360.3
OG0002375	T265_05233, T265_16343	SMRG1_96730.1, SMRG1_96730.2
OG0002376	T265_07446	SMRG1_73050.1, SMRG1_73050.2
OG0002377	T265_13979	SMRG1_29830.1, SMRG1_29850.1
OG0002378	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021	SMRG1_40020.3, SMRG1_40020.2, SMRG1_40020.1, SMRG1_40020.4
OG0002379	T265_05894	SMRG1_43110.1
OG0002380	T265_14977	SMRG1_20050.1
OG0002381	T265_02654, T265_16266	SMRG1_54210.1, SMRG1_54190.1
OG0002382	T265_07767	SMRG1_9500.1
OG0002383	T265_11452, T265_11454	SMRG1_52860.1, SMRG1_52860.2
OG0002384	T265_11362	SMRG1_82770.1, SMRG1_82770.2, SMRG1_82770.3
OG0002385	T265_02561	SMRG1_28920.1
OG0002387	T265_12419, T265_12421	SMRG1_77790.1, SMRG1_77800.1
OG0002388	T265_01616	SMRG1_10400.1, SMRG1_10400.2
OG0002389	T265_03542	SMRG1_89560.3, SMRG1_89560.2, SMRG1_89560.5, SMRG1_89560.1, SMRG1_89560.4
OG0002390	T265_15031, T265_15032, T265_15030	SMRG1_16010.1, SMRG1_16010.2
OG0002391	T265_10597	SMRG1_16260.1
OG0002393	T265_00616	SMRG1_61400.1, SMRG1_61400.2
OG0002394	T265_13140	SMRG1_31210.1, SMRG1_31210.2
OG0002395	T265_13647, T265_13649	SMRG1_84140.1, SMRG1_84140.2, SMRG1_84150.1, SMRG1_84150.2
OG0002396	T265_02873, T265_02874	SMRG1_32920.1, SMRG1_32920.2
OG0002397	T265_09037	SMRG1_79260.1, SMRG1_79260.2, SMRG1_79260.3, SMRG1_79260.4
OG0002399	T265_09670, T265_09671	SMRG1_41090.1, SMRG1_41090.3, SMRG1_41090.2
OG0002400	T265_00212	SMRG1_2950.1
OG0002401	T265_07408	SMRG1_97360.1, SMRG1_97360.2, SMRG1_97360.3
OG0002402	T265_10841	SMRG1_20320.1, SMRG1_20330.1, SMRG1_20320.3, SMRG1_20320.2
OG0002404	T265_09776	SMRG1_62570.1, SMRG1_62570.2, SMRG1_62570.3, SMRG1_62570.5, SMRG1_62570.4
OG0002405	T265_10856, T265_04546	SMRG1_130.1
OG0002406	T265_13009	SMRG1_8170.1, SMRG1_8170.2
OG0002407	T265_00260	SMRG1_7750.1
OG0002407	T265_00264	SMRG1_7720.1
OG0002408	T265_11905	SMRG1_74370.1, SMRG1_74370.4, SMRG1_74370.2, SMRG1_74370.3
OG0002409	T265_01637	SMRG1_85330.1, SMRG1_85330.2
OG0002410	T265_08723, T265_16313	SMRG1_35610.1, SMRG1_35610.2
OG0002412	T265_14970	SMRG1_29750.1, SMRG1_29750.2, SMRG1_29750.3
OG0002413	T265_01806	SMRG1_88280.4, SMRG1_88280.5, SMRG1_88280.6, SMRG1_88280.7, SMRG1_88280.2, SMRG1_88280.3, SMRG1_88280.1
OG0002414	T265_02906	SMRG1_56150.1, SMRG1_56150.2, SMRG1_56150.3
OG0002415	T265_03421	SMRG1_21330.1, SMRG1_21330.2, SMRG1_21330.3
OG0002416	T265_15016	SMRG1_41040.1, SMRG1_41040.2, SMRG1_41040.3, SMRG1_41040.4, SMRG1_41040.5
OG0002417	T265_06209	SMRG1_15810.4, SMRG1_15810.1, SMRG1_15810.2, SMRG1_15810.3
OG0002418	T265_00711	SMRG1_33050.1, SMRG1_33050.2
OG0002419	T265_10336	SMRG1_28760.1, SMRG1_28760.2
OG0002420	T265_00694	SMRG1_33220.1, SMRG1_33220.2
OG0002421	T265_02187	SMRG1_71480.1
OG0002422	T265_00765	SMRG1_34890.1, SMRG1_34890.2
OG0002423	T265_02196	SMRG1_72630.1
OG0002424	T265_00303	SMRG1_56560.1, SMRG1_56560.2, SMRG1_56560.3, SMRG1_56560.4
OG0002425	T265_10775	SMRG1_34610.1, SMRG1_34610.2
OG0002426	T265_05883, T265_16210	SMRG1_37050.1, SMRG1_37050.3, SMRG1_37050.2
OG0002427	T265_03972, T265_15474	SMRG1_8160.1
OG0002428	T265_13166	SMRG1_12100.1
OG0002429	T265_06453, T265_10284	SMRG1_40090.1
OG0002430	T265_02210, T265_05440, T265_02212	SMRG1_75070.1, SMRG1_75070.2
OG0002431	T265_01491, T265_03774	SMRG1_36740.1
OG0002432	T265_08924	SMRG1_60030.2, SMRG1_60030.3, SMRG1_60030.1
OG0002434	T265_02981	SMRG1_34970.1
OG0002435	T265_14326	SMRG1_28850.1
OG0002436	T265_11614, T265_15156	SMRG1_22010.1, SMRG1_22010.2
OG0002437	T265_00359	SMRG1_53270.1
OG0002438	T265_06508	SMRG1_33480.4, SMRG1_33480.3, SMRG1_33480.5, SMRG1_33480.1, SMRG1_33480.2
OG0002439	T265_00836	SMRG1_53420.1, SMRG1_53420.2
OG0002440	T265_12915	SMRG1_69040.1, SMRG1_69040.3, SMRG1_69040.5, SMRG1_69040.4, SMRG1_69040.2
OG0002441	T265_05931	SMRG1_49770.1, SMRG1_49770.2
OG0002442	T265_13576	SMRG1_42880.1, SMRG1_42880.3, SMRG1_42880.2, SMRG1_42880.4
OG0002443	T265_07141	SMRG1_45870.1, SMRG1_45870.2, SMRG1_45870.3, SMRG1_45870.4
OG0002444	T265_06713, T265_14104	SMRG1_57900.1
OG0002445	T265_05838	SMRG1_69020.1, SMRG1_69020.2
OG0002446	T265_00532	SMRG1_63090.1, SMRG1_63090.2, SMRG1_63090.3, SMRG1_63090.4
OG0002447	T265_08477	SMRG1_7120.1
OG0002448	T265_06603	SMRG1_32310.1, SMRG1_32310.2
OG0002449	T265_08371	SMRG1_16750.1, SMRG1_16750.4, SMRG1_16750.2, SMRG1_16750.3
OG0002450	T265_03931, T265_03930	SMRG1_65760.1
OG0002451	T265_09840	SMRG1_71460.1
OG0002452	T265_10465	SMRG1_7580.1, SMRG1_7580.2
OG0002453	T265_00345	SMRG1_47800.3, SMRG1_47800.1, SMRG1_47800.2, SMRG1_47800.4
OG0002454	T265_05155	SMRG1_67690.1
OG0002455	T265_12601	SMRG1_66540.1
OG0002456	T265_11319	SMRG1_32900.1
OG0002457	T265_01249, T265_07438	SMRG1_72360.2, SMRG1_72360.1
OG0002458	T265_12831	SMRG1_85360.1, SMRG1_85360.2
OG0002459	T265_01502	SMRG1_38190.1
OG0002460	T265_09316	SMRG1_7910.3, SMRG1_7910.5, SMRG1_7910.2, SMRG1_7910.1, SMRG1_7910.4
OG0002461	T265_11504	SMRG1_9010.1
OG0002462	T265_03327	SMRG1_64810.1
OG0002463	T265_04955	SMRG1_84200.1, SMRG1_84200.2
OG0002465	T265_11610	SMRG1_83630.3, SMRG1_83630.1, SMRG1_83630.2
OG0002466	T265_09526	SMRG1_95290.1, SMRG1_95290.2, SMRG1_95290.3, SMRG1_95290.4
OG0002468	T265_01747	SMRG1_76430.4, SMRG1_76430.3, SMRG1_76430.2, SMRG1_76430.1, SMRG1_76430.5
OG0002469	T265_10043	SMRG1_4270.3, SMRG1_4270.2, SMRG1_4270.4, SMRG1_4270.1
OG0002470	T265_13777	SMRG1_79560.2, SMRG1_79560.1
OG0002471	T265_13340	SMRG1_75510.1
OG0002472	T265_02966	SMRG1_36930.1, SMRG1_36930.2
OG0002473	T265_06276	SMRG1_9370.1, SMRG1_9370.2, SMRG1_9370.3
OG0002474	T265_10153	SMRG1_89060.2, SMRG1_89060.1, SMRG1_89060.3, SMRG1_89060.4
OG0002475	T265_06954	SMRG1_16230.1, SMRG1_16230.2
OG0002476	T265_11632, T265_14722	SMRG1_31000.1
OG0002477	T265_15221, T265_15220	SMRG1_77040.2, SMRG1_77040.3, SMRG1_77040.1, SMRG1_77040.4
OG0002478	T265_00370	SMRG1_51870.1, SMRG1_51870.3, SMRG1_51870.5, SMRG1_51870.4, SMRG1_51870.2, SMRG1_51870.6
OG0002479	T265_10145	SMRG1_63950.3, SMRG1_63950.2, SMRG1_63950.1
OG0002480	T265_05583	SMRG1_28010.1, SMRG1_28010.2
OG0002481	T265_06651	SMRG1_5800.1
OG0002482	T265_08130	SMRG1_62280.1, SMRG1_62280.2
OG0002483	T265_11161	SMRG1_19720.1
OG0002484	T265_04258	SMRG1_23730.1, SMRG1_23730.2, SMRG1_23730.3
OG0002486	T265_01077	SMRG1_23850.1, SMRG1_23850.2, SMRG1_23850.3
OG0002487	T265_01323	SMRG1_80370.1
OG0002488	T265_02854	SMRG1_55350.1, SMRG1_55350.2
OG0002489	T265_10400	SMRG1_27430.1, SMRG1_27430.2, SMRG1_27430.3, SMRG1_27430.4
OG0002490	T265_04784	SMRG1_74840.1, SMRG1_74840.4, SMRG1_74840.2, SMRG1_74840.3
OG0002492	T265_06763	SMRG1_75500.1
OG0002493	T265_01136	SMRG1_64310.3, SMRG1_64310.1, SMRG1_64310.2
OG0002494	T265_13169	SMRG1_550.1
OG0002495	T265_13492	SMRG1_14000.1
OG0002497	T265_06996	SMRG1_46230.1, SMRG1_46230.3, SMRG1_46230.2
OG0002498	T265_08380	SMRG1_1040.1, SMRG1_1040.3, SMRG1_1040.4, SMRG1_1040.2
OG0002499	T265_06840	SMRG1_50270.1, SMRG1_50270.4, SMRG1_50270.2, SMRG1_50270.3
OG0002500	T265_13736	SMRG1_1620.1, SMRG1_1620.2
OG0002501	T265_07964	SMRG1_9320.1, SMRG1_9320.4, SMRG1_9320.5, SMRG1_9320.2, SMRG1_9320.3
OG0002502	T265_07288	SMRG1_56670.1
OG0002504	T265_05690	SMRG1_23800.4, SMRG1_23800.5, SMRG1_23800.3, SMRG1_23800.1, SMRG1_23800.2
OG0002505	T265_04916	SMRG1_52180.1
OG0002506	T265_05367	SMRG1_34360.1, SMRG1_34360.4, SMRG1_34360.2, SMRG1_34360.3
OG0002507	T265_06548	SMRG1_83470.1, SMRG1_83470.2
OG0002508	T265_00657	SMRG1_64690.1
OG0002509	T265_11507	SMRG1_8890.1
OG0002511	T265_09184	SMRG1_73000.1
OG0002512	T265_01109, T265_01107	SMRG1_63490.2, SMRG1_63490.1, SMRG1_63490.3
OG0002514	T265_13584	SMRG1_15520.1
OG0002517	T265_02578	SMRG1_75050.2, SMRG1_75050.3, SMRG1_75050.1, SMRG1_75050.4
OG0002518	T265_09714, T265_09890	SMRG1_42990.1, SMRG1_42990.2
OG0002526	T265_06218	SMRG1_13020.1
OG0002527	T265_06354	SMRG1_41810.1, SMRG1_41810.2, SMRG1_41810.3, SMRG1_41810.4
OG0002528	T265_13832	SMRG1_95830.1
OG0002529	T265_00314	SMRG1_55850.1, SMRG1_55850.2
OG0002530	T265_05441	SMRG1_75370.4, SMRG1_75370.1, SMRG1_75370.2, SMRG1_75370.3
OG0002531	T265_09261, T265_16107	SMRG1_27550.1, SMRG1_27550.2
OG0002532	T265_06112	SMRG1_71650.1, SMRG1_71650.4, SMRG1_71650.2, SMRG1_71650.3
OG0002533	T265_10106	SMRG1_66040.1, SMRG1_66040.3, SMRG1_66040.2, SMRG1_66040.4
OG0002534	T265_11289	SMRG1_90860.1
OG0002535	T265_04895	SMRG1_35600.1, SMRG1_35600.2
OG0002536	T265_07878, T265_16109	SMRG1_13070.3, SMRG1_13070.4, SMRG1_13070.1, SMRG1_13070.2
OG0002537	T265_11659	SMRG1_83340.1, SMRG1_83340.3, SMRG1_83340.2
OG0002538	T265_12591, T265_13956	SMRG1_59970.1, SMRG1_59970.2
OG0002539	T265_06929	SMRG1_26450.2, SMRG1_26450.1
OG0002540	T265_02959	SMRG1_39090.1
OG0002541	T265_00045	SMRG1_55990.1, SMRG1_55990.2
OG0002542	T265_05751	SMRG1_90490.1, SMRG1_90490.2, SMRG1_90490.3
OG0002543	T265_02977	SMRG1_29050.1, SMRG1_29050.3, SMRG1_29050.2, SMRG1_29050.4, SMRG1_29050.5
OG0002544	T265_03611	SMRG1_48310.1, SMRG1_48310.3, SMRG1_48310.2
OG0002545	T265_13460	SMRG1_23630.1
OG0002546	T265_08445	SMRG1_16850.1
OG0002547	T265_02728	SMRG1_97190.1
OG0002548	T265_10907	SMRG1_94970.1, SMRG1_94970.2
OG0002549	T265_09253	SMRG1_27910.1, SMRG1_27910.2, SMRG1_97820.1
OG0002551	T265_10827	SMRG1_31170.1, SMRG1_31170.2, SMRG1_31170.3, SMRG1_31170.5, SMRG1_31170.4
OG0002552	T265_06270	SMRG1_4090.1, SMRG1_4090.2
OG0002553	T265_12816	SMRG1_64990.1
OG0002554	T265_11518	SMRG1_59290.1
OG0002555	T265_12804	SMRG1_36050.1
OG0002556	T265_00868	SMRG1_19780.1, SMRG1_19780.3, SMRG1_19780.2
OG0002557	T265_01526	SMRG1_42760.1
OG0002558	T265_11716	SMRG1_3850.1, SMRG1_3850.2
OG0002559	T265_09716	SMRG1_24660.1, SMRG1_24660.2
OG0002560	T265_10495	SMRG1_90110.1, SMRG1_90110.2, SMRG1_90110.4, SMRG1_90110.3
OG0002561	T265_08002	SMRG1_9080.3, SMRG1_9080.2, SMRG1_9080.1
OG0002562	T265_06419	SMRG1_8600.2, SMRG1_8600.1, SMRG1_8600.3
OG0002563	T265_12573	SMRG1_62090.1
OG0002564	T265_14413	SMRG1_78060.1
OG0002565	T265_10924	SMRG1_2170.1, SMRG1_2160.1
OG0002566	T265_01406	SMRG1_65660.1
OG0002567	T265_09820	SMRG1_35500.3, SMRG1_35500.1, SMRG1_35500.2
OG0002568	T265_06148	SMRG1_64220.1, SMRG1_64220.2, SMRG1_64220.3, SMRG1_64220.4, SMRG1_64220.5, SMRG1_64220.6, SMRG1_64220.7
OG0002569	T265_09350	SMRG1_66350.1
OG0002570	T265_15976, T265_15295, T265_02970	SMRG1_31740.1, SMRG1_31740.2
OG0002571	T265_09123	SMRG1_40430.1, SMRG1_40430.2
OG0002572	T265_00523	SMRG1_61640.1, SMRG1_61640.2, SMRG1_61640.3
OG0002573	T265_05406	SMRG1_25160.1
OG0002574	T265_05451	SMRG1_75900.3, SMRG1_75900.1, SMRG1_75900.2
OG0002575	T265_14312	SMRG1_24220.1, SMRG1_24220.2
OG0002576	T265_05790	SMRG1_79110.1
OG0002578	T265_03584	SMRG1_50020.1, SMRG1_50020.2
OG0002579	T265_12918	SMRG1_95160.1, SMRG1_95160.2, SMRG1_95160.3
OG0002580	T265_00177	SMRG1_61450.2, SMRG1_61450.1
OG0002581	T265_00663	SMRG1_60200.1
OG0002582	T265_04496	SMRG1_35120.1
OG0002583	T265_08898	SMRG1_88850.1
OG0002584	T265_13055	SMRG1_39160.1
OG0002586	T265_09506, T265_03414	SMRG1_18510.1, SMRG1_18510.2
OG0002587	T265_06030	SMRG1_83540.1
OG0002588	T265_08785	SMRG1_59550.1, SMRG1_59550.2, SMRG1_59550.3
OG0002589	T265_04177	SMRG1_59760.1, SMRG1_59760.2
OG0002590	T265_13106	SMRG1_77010.3, SMRG1_77010.4, SMRG1_77010.2, SMRG1_77010.1
OG0002591	T265_11493	SMRG1_78930.6, SMRG1_78930.1, SMRG1_78930.3, SMRG1_78930.4, SMRG1_78930.5, SMRG1_78930.2
OG0002592	T265_14197	SMRG1_27630.1, SMRG1_27630.2
OG0002593	T265_02360	SMRG1_80340.1, SMRG1_80340.5, SMRG1_80340.3, SMRG1_80340.4, SMRG1_80340.2
OG0002594	T265_02363	SMRG1_80330.3, SMRG1_80330.4, SMRG1_80330.2, SMRG1_80330.1
OG0002595	T265_02820	SMRG1_49070.3, SMRG1_49070.1, SMRG1_49070.2, SMRG1_49070.5, SMRG1_49070.4, SMRG1_49070.7, SMRG1_49070.6
OG0002596	T265_05825	SMRG1_76650.3, SMRG1_76650.1, SMRG1_76650.2, SMRG1_76650.4, SMRG1_76650.5, SMRG1_76650.6
OG0002597	T265_12817, T265_12684	SMRG1_12500.2, SMRG1_12500.1, SMRG1_12510.1
OG0002598	T265_11007	SMRG1_34340.2, SMRG1_34340.1, SMRG1_34340.3
OG0002599	T265_03901	SMRG1_67070.1
OG0002600	T265_10026	SMRG1_48140.1, SMRG1_48140.2, SMRG1_48140.3, SMRG1_48140.4
OG0002601	T265_03324	SMRG1_11480.1, SMRG1_11480.4, SMRG1_11480.2, SMRG1_11480.3
OG0002602	T265_11163	SMRG1_20280.1
OG0002603	T265_01188	SMRG1_63750.1, SMRG1_63750.2
OG0002604	T265_10922	SMRG1_2180.1, SMRG1_2180.2, SMRG1_2180.3
OG0002605	T265_09297	SMRG1_50130.1
OG0002606	T265_15010	SMRG1_85980.1, SMRG1_85980.2
OG0002607	T265_15621	SMRG1_33470.1
OG0002608	T265_03557	SMRG1_48870.1
OG0002609	T265_06812	SMRG1_3710.1, SMRG1_3710.2
OG0002610	T265_04076, T265_15961	SMRG1_42820.1, SMRG1_42820.2
OG0002611	T265_10160	SMRG1_18080.1, SMRG1_18080.2, SMRG1_18080.3
OG0002613	T265_08303, T265_07594	SMRG1_45800.1, SMRG1_70630.1
OG0002614	T265_15097, T265_16170	SMRG1_1610.1
OG0002615	T265_03587	SMRG1_84070.1, SMRG1_84070.2
OG0002616	T265_04004	SMRG1_37380.3, SMRG1_37380.1, SMRG1_37380.2
OG0002617	T265_04692	SMRG1_41190.1, SMRG1_41190.2
OG0002618	T265_06714, T265_16357	SMRG1_57880.1, SMRG1_57880.2
OG0002619	T265_10984	SMRG1_60740.1
OG0002620	T265_08636	SMRG1_30360.1, SMRG1_30360.2, SMRG1_30360.3, SMRG1_30360.6, SMRG1_30360.4, SMRG1_30360.5
OG0002621	T265_09809	SMRG1_8020.1, SMRG1_8020.2
