Orthogroup	opisthorchis_viverrini	s.mekongi
OG0003723	T265_07088	KAK4467926.1
OG0003724	T265_09063	KAK4475070.1
OG0003725	T265_09685	KAK4475815.1
OG0003726	T265_03314	KAK4469890.1
OG0003727	T265_10556	KAK4472787.1
OG0003728	T265_02271	KAK4475023.1
OG0003729	T265_10965	KAK4476203.1
OG0003730	T265_14130	KAK4469206.1
OG0003731	T265_13642	KAK4468242.1
OG0003732	T265_13560	KAK4467955.1, KAK4468009.1
OG0003733	T265_01595	KAK4476009.1
OG0003734	T265_09564	KAK4475646.1, KAK4467512.1
OG0003735	T265_06408	KAK4475807.1
OG0003736	T265_12784	KAK4471228.1
OG0003737	T265_14236, T265_15927	KAK4475943.1, KAK4475953.1
OG0003738	T265_05054	KAK4472846.1
OG0003739	T265_15441	KAK4469211.1
OG0003740	T265_12173, T265_02122, T265_16241	KAK4472934.1
OG0003742	T265_00182	KAK4472058.1
OG0003743	T265_01139	KAK4471289.1
OG0003744	T265_08995	KAK4472659.1
OG0003745	T265_08231	KAK4472710.1
OG0003746	T265_15392	KAK4475636.1
OG0003747	T265_02110	KAK4473181.1
OG0003748	T265_06307	KAK4475606.1
OG0003749	T265_02264	KAK4475424.1
OG0003750	T265_03282	KAK4470958.1
OG0003751	T265_03402	KAK4468057.1
OG0003752	T265_08865	KAK4472559.1
OG0003754	T265_07808	KAK4468010.1
OG0003755	T265_06436	KAK4475473.1
OG0003756	T265_08406	KAK4468609.1
OG0003757	T265_03497	KAK4473294.1
OG0003759	T265_05181	KAK4471511.1
OG0003760	T265_10848, T265_05509, T265_09336	KAK4473407.1
OG0003761	T265_08834	KAK4469202.1
OG0003762	T265_11768	KAK4468680.1
OG0003763	T265_02568	KAK4473190.1
OG0003764	T265_02610	KAK4473758.1
OG0003766	T265_09173	KAK4469910.1
OG0003767	T265_00597	KAK4471832.1
OG0003768	T265_15091	KAK4475020.1
OG0003769	T265_05416	KAK4473211.1
OG0003770	T265_03594	KAK4470714.1
OG0003771	T265_15770, T265_15771	KAK4476054.1
OG0003772	T265_00071	KAK4469583.1
OG0003773	T265_07529, T265_07530	KAK4468694.1
OG0003774	T265_01329	KAK4470246.1
OG0003775	T265_09155, T265_08355	KAK4470430.1
OG0003776	T265_14561	KAK4476078.1
OG0003777	T265_01583	KAK4471171.1
OG0003778	T265_07089	KAK4467927.1
OG0003779	T265_05531	KAK4475255.1
OG0003780	T265_13360	KAK4471656.1, KAK4471657.1
OG0003781	T265_04246	KAK4472882.1
OG0003782	T265_06846	KAK4469405.1
OG0003783	T265_12559	KAK4469448.1
OG0003784	T265_00146, T265_12352, T265_15752	KAK4469333.1
OG0003785	T265_04718	KAK4472235.1, KAK4474201.1
OG0003786	T265_01448	KAK4471313.1
OG0003787	T265_10458, T265_11182	KAK4475361.1
OG0003788	T265_11551	KAK4470220.1
OG0003789	T265_11782	KAK4476144.1
OG0003790	T265_07338	KAK4472442.1
OG0003791	T265_13215	KAK4469217.1
OG0003792	T265_07300	KAK4469793.1, KAK4469794.1
OG0003794	T265_07116	KAK4468158.1
OG0003795	T265_08168	KAK4475564.1, KAK4475553.1
OG0003796	T265_11530, T265_11441, T265_11529	KAK4471258.1
OG0003797	T265_13903	KAK4470514.1
OG0003798	T265_09175	KAK4475288.1
OG0003799	T265_02377	KAK4467992.1
OG0003800	T265_05983	KAK4473328.1
OG0003801	T265_08096	KAK4469539.1
OG0003802	T265_03294	KAK4470839.1
OG0003803	T265_09049	KAK4476176.1
OG0003804	T265_12924	KAK4475320.1
OG0003805	T265_00258	KAK4476268.1, KAK4476276.1
OG0003806	T265_00275	KAK4476090.1
OG0003807	T265_15782	KAK4473825.1
OG0003809	T265_02345	KAK4470515.1
OG0003814	T265_06383	KAK4468295.1
OG0003827	T265_13331	KAK4472458.1
OG0003828	T265_02993, T265_03636, T265_02995, T265_03637	KAK4473877.1
OG0003830	T265_09055	KAK4474601.1
OG0003831	T265_11014, T265_11015	KAK4467800.1, KAK4467802.1
OG0003832	T265_10860	KAK4467795.1, KAK4467796.1
OG0003834	T265_05544	KAK4467275.1, KAK4475584.1
OG0003835	T265_11735	KAK4474763.1
OG0003836	T265_08888	KAK4472456.1
OG0003837	T265_06035, T265_09723	KAK4473661.1
OG0003838	T265_07776	KAK4474508.1
OG0003839	T265_05240	KAK4474424.1
OG0003840	T265_14592	KAK4473157.1
OG0003842	T265_15056, T265_08637, T265_08638	KAK4472487.1
OG0003843	T265_14168	KAK4476120.1
OG0003844	T265_00713	KAK4472385.1
OG0003845	T265_02625	KAK4475977.1
OG0003846	T265_06818	KAK4467437.1, KAK4467436.1, KAK4475754.1
OG0003847	T265_10563	KAK4471993.1
OG0003848	T265_07131	KAK4468052.1
OG0003849	T265_15329	KAK4475052.1
OG0003850	T265_00751	KAK4472741.1
OG0003851	T265_05837, T265_13888	KAK4471681.1
OG0003852	T265_14491	KAK4467722.1
OG0003853	T265_08362	KAK4467824.1
OG0003854	T265_03170, T265_03168, T265_03171, T265_03169	KAK4471651.1
OG0003855	T265_12068	KAK4473610.1
OG0003856	T265_10681	KAK4468070.1
OG0003857	T265_05336	KAK4473810.1
OG0003858	T265_07459	KAK4472534.1
OG0003859	T265_03929	KAK4471409.1
OG0003860	T265_02613	KAK4473760.1
OG0003863	T265_05699	KAK4473383.1
OG0003864	T265_00327	KAK4470496.1
OG0003865	T265_16087	KAK4467834.1
OG0003866	T265_03366	KAK4473649.1
OG0003867	T265_00021	KAK4469109.1
OG0003868	T265_03172	KAK4471934.1
OG0003869	T265_12812	KAK4473406.1
OG0003872	T265_01200	KAK4468987.1
OG0003873	T265_14902	KAK4468080.1
OG0003874	T265_09712	KAK4473576.1
OG0003875	T265_05982	KAK4473327.1
OG0003876	T265_06523	KAK4473721.1
OG0003877	T265_01126	KAK4471744.1
OG0003878	T265_12724	KAK4471742.1
OG0003879	T265_09833	KAK4470075.1
OG0003881	T265_02017	KAK4471912.1
OG0003882	T265_03801	KAK4467823.1
OG0003883	T265_04185	KAK4471902.1
OG0003884	T265_05578	KAK4473061.1
OG0003885	T265_07522	KAK4468810.1
OG0003886	T265_14515, T265_16100, T265_16102	KAK4473944.1
OG0003887	T265_02629, T265_13056	KAK4468687.1, KAK4468686.1
OG0003888	T265_02628	KAK4468941.1
OG0003889	T265_02775	KAK4470533.1
OG0003890	T265_13252	KAK4475346.1
OG0003891	T265_09065	KAK4474505.1
OG0003894	T265_12868	KAK4467245.1
OG0003895	T265_03559	KAK4469680.1
OG0003896	T265_01211	KAK4469507.1
OG0003897	T265_10035, T265_04263	KAK4472775.1
OG0003899	T265_07211	KAK4469679.1
OG0003900	T265_10723	KAK4471688.1
OG0003902	T265_13594, T265_16150	KAK4468768.1
OG0003903	T265_09767	KAK4471061.1
OG0003904	T265_12792	KAK4471544.1
OG0003905	T265_02716	KAK4467776.1
OG0003906	T265_15259	KAK4476127.1
OG0003907	T265_08382	KAK4475512.1
OG0003908	T265_13254	KAK4475487.1
OG0003909	T265_14652	KAK4474044.1
OG0003910	T265_14467	KAK4469942.1
OG0003911	T265_07148	KAK4473595.1
OG0003912	T265_01757	KAK4470946.1
OG0003913	T265_15870, T265_13380, T265_13379	KAK4472713.1
OG0003914	T265_02342	KAK4472122.1
OG0003915	T265_02343	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1
OG0003916	T265_04956	KAK4468036.1
OG0003917	T265_00965	KAK4474585.1, KAK4467384.1, KAK4467385.1
OG0003918	T265_11784	KAK4469204.1
OG0003919	T265_08326	KAK4472259.1
OG0003920	T265_06647	KAK4474850.1, KAK4474849.1
OG0003921	T265_10885	KAK4470392.1
OG0003922	T265_01385	KAK4471552.1
OG0003923	T265_05966	KAK4473174.1
OG0003924	T265_01221	KAK4469947.1
OG0003925	T265_13740, T265_13742	KAK4469481.1
OG0003926	T265_03768	KAK4473245.1
OG0003927	T265_02043	KAK4471613.1, KAK4471602.1
OG0003928	T265_09914	KAK4473599.1, KAK4473598.1
OG0003929	T265_05791	KAK4469152.1
OG0003930	T265_10020	KAK4470058.1
OG0003931	T265_00356	KAK4469472.1
OG0003933	T265_07605	KAK4472343.1
OG0003934	T265_00259	KAK4474458.1
OG0003936	T265_13452	KAK4474234.1, KAK4474233.1
OG0003937	T265_13217, T265_13216	KAK4469622.1
OG0003938	T265_06118	KAK4470310.1
OG0003940	T265_03321	KAK4474709.1
OG0003941	T265_06268	KAK4467508.1, KAK4475708.1, KAK4467507.1, KAK4475709.1
OG0003942	T265_13372	KAK4469602.1
OG0003943	T265_10688	KAK4469164.1
OG0003945	T265_13755, T265_13756	KAK4468739.1
OG0003946	T265_02108	KAK4473182.1
OG0003947	T265_05884	KAK4473629.1
OG0003948	T265_14150, T265_16082, T265_16108	KAK4469790.1
OG0003949	T265_05466, T265_16243	KAK4469896.1
OG0003950	T265_06273	KAK4475967.1
OG0003951	T265_11981	KAK4469318.1
OG0003952	T265_04156	KAK4468515.1
OG0003953	T265_11268	KAK4467979.1
OG0003955	T265_15588	KAK4469215.1
OG0003956	T265_00672	KAK4471678.1
OG0003957	T265_07581	KAK4474161.1
OG0003958	T265_04262	KAK4472852.1
OG0003959	T265_14829	KAK4474422.1
OG0003960	T265_13631	KAK4469154.1
OG0003961	T265_14901, T265_16141	KAK4468327.1
OG0003964	T265_08186	KAK4474297.1
OG0003965	T265_05582	KAK4473090.1
OG0003967	T265_01515, T265_08210	KAK4473470.1
OG0003968	T265_08006	KAK4475622.1
OG0003969	T265_03015	KAK4468012.1, KAK4468013.1
OG0003970	T265_14765	KAK4468794.1
OG0003971	T265_12912	KAK4471664.1
OG0003972	T265_10338	KAK4472667.1
OG0003973	T265_05669	KAK4467846.1
OG0003974	T265_02855	KAK4469368.1
OG0003975	T265_04899, T265_04898	KAK4473769.1
OG0003976	T265_15106	KAK4473229.1
OG0003977	T265_00385	KAK4469352.1
OG0003978	T265_04067	KAK4469559.1
OG0003979	T265_04589	KAK4474501.1
OG0003980	T265_05217	KAK4467547.1, KAK4467936.1
OG0003982	T265_12819	KAK4471286.1
OG0003983	T265_03139	KAK4471914.1
OG0003984	T265_08473	KAK4476165.1
OG0003985	T265_00185	KAK4471256.1
OG0003986	T265_00664	KAK4471328.1
OG0003987	T265_06432	KAK4476110.1
OG0003988	T265_09190	KAK4473896.1
OG0003989	T265_13605	KAK4472114.1
OG0003991	T265_06214	KAK4474615.1
OG0003992	T265_00578	KAK4472657.1
OG0003993	T265_13785	KAK4470689.1
OG0003994	T265_04732	KAK4472917.1
OG0003995	T265_14455	KAK4468709.1
OG0003996	T265_01337	KAK4469899.1
OG0003997	T265_01440	KAK4474959.1
OG0003999	T265_06186	KAK4475491.1
OG0004001	T265_03300	KAK4469040.1
OG0004002	T265_12865	KAK4470685.1
OG0004003	T265_09720	KAK4472380.1
OG0004004	T265_10247	KAK4469995.1
OG0004005	T265_01501	KAK4473927.1
OG0004006	T265_11320	KAK4472502.1
OG0004007	T265_00321	KAK4470223.1
OG0004008	T265_07509	KAK4473266.1
OG0004010	T265_10401	KAK4473369.1
OG0004011	T265_15136	KAK4470397.1
OG0004013	T265_06164	KAK4471273.1
OG0004015	T265_14492	KAK4467698.1
OG0004016	T265_06913	KAK4474609.1
OG0004018	T265_09487	KAK4468809.1
OG0004019	T265_04159	KAK4468780.1, KAK4468779.1
OG0004023	T265_10136	KAK4471855.1
OG0004024	T265_15006	KAK4476065.1
OG0004025	T265_15600	KAK4475412.1
OG0004026	T265_07030	KAK4473800.1
OG0004027	T265_06744, T265_06749	KAK4470741.1
OG0004029	T265_12763	KAK4470131.1
OG0004030	T265_09691	KAK4475164.1
OG0004032	T265_13989	KAK4474545.1
OG0004033	T265_03646	KAK4473651.1
OG0004034	T265_11229	KAK4468481.1
OG0004035	T265_01826	KAK4468602.1
OG0004036	T265_05064	KAK4473932.1
OG0004037	T265_06695	KAK4475722.1
OG0004038	T265_15026	KAK4469570.1
OG0004039	T265_11226	KAK4470809.1
OG0004040	T265_09084	KAK4469334.1
OG0004041	T265_07133	KAK4473364.1
OG0004042	T265_07612	KAK4471647.1
OG0004043	T265_13544	KAK4475985.1
OG0004044	T265_10408	KAK4473365.1
OG0004045	T265_07773	KAK4475090.1, KAK4474988.1
OG0004046	T265_10261	KAK4476262.1
OG0004047	T265_11840	KAK4473496.1, KAK4473495.1
OG0004048	T265_01163	KAK4471862.1
OG0004049	T265_15267, T265_14846	KAK4467760.1
OG0004050	T265_05910	KAK4470793.1
OG0004051	T265_14071	KAK4471436.1
OG0004053	T265_00562	KAK4468949.1
OG0004054	T265_11970, T265_12010	KAK4470150.1
OG0004055	T265_09068	KAK4474528.1, KAK4474529.1
OG0004056	T265_02438	KAK4469577.1
OG0004057	T265_06863	KAK4469234.1
OG0004058	T265_06127	KAK4470488.1
OG0004059	T265_07021	KAK4471827.1
OG0004060	T265_06303	KAK4475610.1
OG0004061	T265_15066	KAK4468771.1
OG0004062	T265_10152	KAK4468773.1
OG0004063	T265_00247	KAK4475911.1
OG0004064	T265_14496	KAK4474382.1
OG0004065	T265_15656	KAK4474747.1, KAK4474748.1
OG0004066	T265_10462	KAK4474883.1
OG0004067	T265_00908, T265_12667	KAK4475257.1
OG0004068	T265_13907	KAK4470354.1
OG0004069	T265_07421	KAK4469746.1
OG0004071	T265_11410	KAK4475465.1
OG0004072	T265_00733	KAK4474051.1
OG0004073	T265_01174	KAK4471293.1, KAK4471282.1
OG0004089	T265_13365	KAK4475210.1
OG0004090	T265_02229, T265_16354	KAK4468577.1
OG0004091	T265_06336	KAK4470132.1
OG0004092	T265_02459	KAK4475087.1
OG0004093	T265_10684	KAK4470851.1
OG0004095	T265_04428	KAK4474917.1
OG0004096	T265_10832	KAK4476129.1
OG0004097	T265_06723	KAK4471866.1
OG0004098	T265_00462	KAK4469601.1
OG0004099	T265_10950	KAK4474926.1
OG0004100	T265_11652	KAK4472843.1
OG0004101	T265_14006	KAK4473394.1
OG0004102	T265_16205	KAK4468053.1
OG0004103	T265_13771	KAK4473811.1
OG0004105	T265_13816	KAK4472940.1
OG0004106	T265_09532	KAK4467691.1
OG0004107	T265_08527	KAK4474811.1
OG0004108	T265_03501	KAK4473438.1
OG0004109	T265_01896	KAK4473886.1
OG0004110	T265_14124	KAK4470669.1
OG0004111	T265_12464	KAK4467345.1, KAK4470431.1
OG0004112	T265_06196, T265_15640	KAK4474903.1
OG0004113	T265_10735	KAK4473362.1
OG0004114	T265_00417	KAK4469672.1
OG0004115	T265_07618	KAK4474029.1
OG0004116	T265_14856	KAK4468108.1
OG0004117	T265_13258	KAK4475687.1
OG0004118	T265_04082	KAK4473501.1
OG0004120	T265_08318	KAK4472351.1
OG0004122	T265_07472	KAK4472979.1
OG0004123	T265_06900	KAK4474787.1
OG0004125	T265_05718	KAK4470429.1
OG0004126	T265_00012	KAK4470405.1
OG0004127	T265_07518	KAK4472204.1
OG0004128	T265_10514, T265_15170	KAK4474879.1, KAK4474880.1
OG0004129	T265_08402	KAK4469631.1
OG0004130	T265_14412	KAK4470228.1
OG0004131	T265_00896	KAK4475483.1
OG0004132	T265_03785	KAK4468891.1
OG0004134	T265_10819	KAK4474790.1
OG0004135	T265_05000	KAK4472269.1
OG0004136	T265_12875	KAK4471144.1
OG0004137	T265_08007	KAK4472403.1
OG0004139	T265_06601	KAK4472730.1
OG0004141	T265_10583	KAK4475160.1
OG0004142	T265_01654	KAK4468004.1
OG0004143	T265_14143	KAK4476289.1
OG0004144	T265_00492	KAK4472038.1
OG0004145	T265_13026	KAK4471729.1
OG0004146	T265_03626	KAK4472719.1
OG0004147	T265_08082	KAK4469962.1
OG0004148	T265_12921	KAK4474606.1, KAK4474605.1
OG0004149	T265_03110	KAK4475559.1
OG0004150	T265_04361	KAK4474908.1
OG0004151	T265_01198	KAK4469738.1
OG0004152	T265_11343	KAK4475260.1
OG0004153	T265_02251	KAK4475494.1
OG0004154	T265_12101, T265_12303	KAK4476017.1
OG0004155	T265_01949, T265_01948	KAK4469315.1
OG0004156	T265_03364	KAK4471168.1
OG0004157	T265_09215	KAK4475010.1
OG0004158	T265_13415	KAK4473559.1
OG0004159	T265_11617, T265_12729	KAK4471523.1
OG0004160	T265_14169	KAK4475868.1
OG0004161	T265_11847	KAK4474702.1
OG0004163	T265_02001	KAK4470484.1
OG0004164	T265_14364	KAK4474400.1
OG0004165	T265_13867, T265_13868, T265_13084	KAK4474174.1
OG0004166	T265_12680	KAK4475840.1
OG0004167	T265_00254	KAK4476233.1
OG0004168	T265_04759	KAK4468492.1
OG0004169	T265_02972	KAK4472617.1
OG0004170	T265_02137	KAK4470817.1
OG0004171	T265_03809	KAK4468663.1
OG0004172	T265_01982	KAK4470777.1
OG0004173	T265_13455	KAK4472842.1
OG0004174	T265_10362	KAK4468808.1
OG0004175	T265_13069	KAK4469422.1
OG0004176	T265_04579	KAK4474621.1
OG0004177	T265_15313	KAK4468503.1
OG0004178	T265_00496, T265_03495	KAK4471108.1
OG0004179	T265_10209	KAK4468038.1
OG0004180	T265_14191	KAK4471629.1
OG0004182	T265_05167	KAK4471306.1
OG0004183	T265_07332, T265_12052	KAK4468548.1
OG0004184	T265_04436	KAK4474439.1
OG0004186	T265_05348	KAK4468668.1
OG0004187	T265_00488	KAK4471049.1, KAK4471234.1
OG0004188	T265_08264	KAK4468008.1, KAK4468007.1
OG0004189	T265_09513	KAK4474832.1
OG0004190	T265_05322	KAK4467744.1
OG0004191	T265_02742	KAK4467942.1
OG0004192	T265_10547, T265_15930	KAK4474922.1
OG0004193	T265_03405, T265_04673, T265_15408	KAK4468189.1
OG0004194	T265_10335	KAK4472803.1
OG0004195	T265_01536	KAK4475324.1
OG0004196	T265_14458	KAK4472300.1, KAK4472299.1
OG0004197	T265_12022	KAK4475428.1
OG0004198	T265_12995, T265_07823, T265_07918	KAK4468151.1
OG0004199	T265_08663	KAK4472063.1
OG0004200	T265_01774	KAK4470077.1
OG0004201	T265_06084, T265_09479	KAK4471480.1
OG0004202	T265_03684, T265_03685	KAK4475338.1
OG0004203	T265_12631, T265_00773	KAK4470636.1
OG0004204	T265_02032	KAK4471780.1
OG0004205	T265_13792	KAK4475236.1
OG0004206	T265_04168	KAK4468556.1
OG0004207	T265_08457	KAK4471124.1, KAK4471125.1, KAK4467523.1
OG0004208	T265_01114	KAK4471533.1
OG0004210	T265_03536	KAK4472782.1
OG0004211	T265_00155	KAK4469803.1
OG0004212	T265_00100	KAK4469342.1
OG0004213	T265_04868	KAK4469054.1
OG0004214	T265_06274	KAK4471119.1
OG0004215	T265_01930	KAK4474167.1
OG0004216	T265_13413, T265_04100	KAK4473627.1
OG0004217	T265_05223	KAK4467773.1
OG0004218	T265_08377	KAK4475560.1
OG0004219	T265_05546, T265_13633	KAK4471414.1
OG0004220	T265_07270, T265_12389	KAK4475800.1
OG0004221	T265_03844	KAK4470238.1
OG0004222	T265_14986	KAK4472066.1
OG0004223	T265_02554	KAK4472276.1
OG0004224	T265_01425	KAK4471399.1
OG0004225	T265_00292	KAK4469457.1
OG0004226	T265_09575	KAK4473013.1
OG0004227	T265_03194	KAK4474713.1
OG0004228	T265_01144, T265_01143	KAK4471173.1, KAK4471174.1
OG0004229	T265_03264, T265_16209	KAK4473278.1
OG0004230	T265_07108	KAK4468343.1
OG0004231	T265_12636	KAK4470605.1
OG0004233	T265_13865	KAK4469250.1
OG0004234	T265_12465	KAK4471335.1
OG0004235	T265_14099	KAK4475511.1
OG0004236	T265_01977	KAK4471005.1
OG0004237	T265_06373	KAK4475380.1
OG0004238	T265_00784	KAK4467454.1
OG0004241	T265_07689	KAK4471972.1
OG0004242	T265_00138	KAK4469974.1
OG0004243	T265_12892, T265_16162	KAK4474183.1
OG0004244	T265_00600	KAK4472036.1
OG0004245	T265_11640	KAK4468638.1
OG0004246	T265_06470, T265_09579, T265_16156	KAK4473002.1
OG0004247	T265_06897	KAK4476094.1
OG0004248	T265_14621	KAK4475457.1
OG0004249	T265_07754	KAK4474377.1
OG0004250	T265_04820	KAK4467854.1
OG0004251	T265_07428	KAK4469750.1
OG0004252	T265_12488	KAK4473913.1
OG0004253	T265_14369	KAK4468944.1
OG0004255	T265_00684, T265_15948	KAK4474113.1
OG0004256	T265_13382	KAK4467505.1, KAK4474689.1
OG0004257	T265_02520	KAK4471250.1
OG0004258	T265_00828	KAK4467479.1
OG0004259	T265_00918	KAK4475383.1
OG0004260	T265_07402	KAK4467833.1
OG0004261	T265_07403	KAK4467835.1
OG0004263	T265_09541	KAK4475691.1
OG0004264	T265_02831	KAK4469819.1
OG0004265	T265_00766	KAK4471150.1, KAK4471149.1
OG0004266	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742	KAK4470030.1
OG0004267	T265_03761	KAK4473231.1
OG0004268	T265_02591	KAK4473715.1
OG0004269	T265_03337	KAK4471663.1
OG0004270	T265_08609	KAK4469228.1
OG0004271	T265_10621	KAK4468221.1
OG0004272	T265_04858, T265_16027	KAK4470570.1
OG0004273	T265_03812	KAK4468734.1
OG0004274	T265_05101	KAK4469173.1
OG0004275	T265_08072, T265_08073	KAK4473884.1
OG0004276	T265_06678	KAK4475017.1
OG0004277	T265_14711	KAK4475888.1
OG0004278	T265_07590	KAK4474175.1
OG0004280	T265_02371	KAK4468341.1
OG0004281	T265_09092	KAK4470815.1
OG0004282	T265_13240, T265_13239	KAK4468056.1
OG0004283	T265_02577	KAK4476111.1
OG0004284	T265_13398, T265_13399	KAK4469760.1
OG0004285	T265_03067	KAK4475897.1
OG0004286	T265_13630	KAK4469280.1
OG0004287	T265_04119	KAK4473906.1
OG0004288	T265_01275	KAK4469643.1, KAK4469654.1
OG0004289	T265_08650	KAK4473631.1
OG0004290	T265_03928	KAK4471970.1
OG0004291	T265_03995	KAK4473973.1
OG0004292	T265_03994	KAK4473972.1
OG0004293	T265_00076	KAK4470591.1
OG0004294	T265_04913	KAK4469131.1
OG0004296	T265_00910	KAK4475231.1
OG0004297	T265_05195	KAK4474154.1
OG0004298	T265_06726	KAK4471868.1
OG0004299	T265_02153	KAK4470038.1
OG0004301	T265_12658	KAK4474875.1
OG0004302	T265_12759	KAK4470466.1
OG0004303	T265_05050	KAK4473613.1
OG0004304	T265_09066, T265_09067	KAK4474503.1
OG0004306	T265_14389	KAK4472712.1
OG0004307	T265_07091	KAK4467931.1
OG0004308	T265_15639, T265_15910	KAK4470866.1
OG0004309	T265_08363	KAK4467841.1
OG0004310	T265_00068	KAK4469065.1
OG0004311	T265_00195	KAK4474588.1
OG0004312	T265_03644	KAK4473653.1
OG0004313	T265_14003	KAK4470539.1, KAK4473890.1
OG0004314	T265_11633	KAK4472708.1
OG0004316	T265_12691	KAK4476234.1
OG0004318	T265_02511	KAK4474496.1
OG0004319	T265_12869	KAK4474490.1
OG0004320	T265_09218	KAK4470056.1
OG0004321	T265_04863	KAK4470184.1
OG0004322	T265_01934	KAK4470898.1
OG0004323	T265_13815	KAK4474540.1
OG0004324	T265_08039	KAK4467578.1, KAK4474675.1
OG0004325	T265_09287	KAK4471668.1
OG0004327	T265_13529	KAK4475040.1
OG0004328	T265_08251	KAK4473995.1
OG0004329	T265_07429	KAK4469965.1
OG0004330	T265_07520	KAK4469664.1
OG0004331	T265_08583	KAK4475372.1
OG0004332	T265_08048	KAK4471965.1
OG0004333	T265_07319	KAK4470414.1
OG0004334	T265_13287	KAK4469256.1
OG0004335	T265_13902	KAK4470516.1
OG0004337	T265_05996	KAK4473330.1
OG0004338	T265_07735	KAK4468431.1
OG0004340	T265_12180	KAK4474482.1, KAK4474483.1
OG0004343	T265_10481	KAK4468344.1
OG0004344	T265_15586	KAK4472045.1, KAK4472046.1
OG0004345	T265_00497	KAK4471109.1
OG0004346	T265_04805, T265_04806	KAK4472115.1
OG0004347	T265_07467, T265_11425	KAK4472980.1
OG0004348	T265_08541	KAK4473851.1
OG0004349	T265_10618	KAK4472687.1
OG0004350	T265_12478	KAK4474462.1
OG0004367	T265_13444, T265_13445, T265_16226	KAK4471507.1
OG0004368	T265_04580	KAK4467555.1
OG0004369	T265_07137	KAK4473558.1
OG0004370	T265_04372	KAK4475326.1
OG0004371	T265_00707	KAK4472648.1
OG0004372	T265_14989	KAK4475116.1
OG0004373	T265_09183	KAK4470252.1
OG0004374	T265_04911	KAK4469638.1
OG0004375	T265_11369, T265_16062	KAK4473312.1
OG0004377	T265_10990	KAK4468800.1
OG0004378	T265_15312	KAK4468756.1
OG0004379	T265_06970	KAK4468333.1
OG0004380	T265_03447	KAK4475170.1
OG0004381	T265_07443, T265_07444	KAK4475173.1
OG0004382	T265_04753	KAK4472600.1
OG0004383	T265_05836	KAK4471680.1
OG0004384	T265_03876	KAK4470699.1
OG0004385	T265_09252	KAK4473127.1
OG0004386	T265_14489, T265_14490	KAK4467705.1
OG0004387	T265_13593	KAK4468407.1
OG0004388	T265_14601	KAK4474812.1
OG0004389	T265_01754	KAK4470948.1
OG0004390	T265_06077	KAK4472081.1
OG0004391	T265_01540	KAK4468259.1
OG0004392	T265_15643	KAK4472879.1
OG0004393	T265_00797	KAK4470548.1
OG0004395	T265_10665	KAK4468236.1
OG0004396	T265_15433	KAK4471514.1
OG0004397	T265_13023	KAK4474913.1
OG0004398	T265_00820	KAK4470254.1
OG0004399	T265_10345	KAK4476095.1
OG0004400	T265_13708	KAK4468419.1
OG0004402	T265_06469	KAK4473977.1
OG0004403	T265_01203	KAK4469815.1
OG0004404	T265_06860	KAK4469236.1
OG0004405	T265_00927, T265_03188	KAK4475027.1
OG0004407	T265_12623	KAK4474052.1
OG0004408	T265_13847	KAK4468490.1
OG0004409	T265_11825	KAK4474040.1
OG0004410	T265_07080	KAK4467753.1
OG0004411	T265_04148	KAK4473790.1
OG0004412	T265_03591	KAK4469393.1
OG0004413	T265_05754, T265_13849	KAK4468509.1
OG0004414	T265_10040	KAK4474822.1
OG0004415	T265_12859	KAK4469231.1
OG0004416	T265_03029	KAK4474938.1
OG0004417	T265_12785	KAK4471580.1
OG0004418	T265_13456	KAK4473058.1
OG0004419	T265_08279, T265_15898	KAK4468302.1
OG0004421	T265_02861	KAK4469371.1
OG0004422	T265_08954	KAK4475530.1
OG0004423	T265_06122	KAK4472691.1
OG0004424	T265_13720	KAK4467609.1
OG0004425	T265_04834, T265_04836	KAK4467896.1
OG0004426	T265_12565	KAK4471043.1
OG0004428	T265_12639	KAK4470592.1
OG0004429	T265_11404	KAK4474871.1
OG0004431	T265_02798	KAK4472260.1
OG0004432	T265_16326, T265_05667	KAK4467828.1
OG0004433	T265_09965	KAK4470684.1
OG0004434	T265_05019	KAK4473843.1
OG0004435	T265_13267, T265_03480, T265_13268	KAK4472771.1
OG0004436	T265_11424	KAK4471342.1
OG0004437	T265_03537	KAK4473642.1
OG0004438	T265_13276	KAK4471474.1, KAK4467242.1
OG0004439	T265_13988	KAK4474542.1
OG0004440	T265_04525	KAK4472861.1
OG0004441	T265_01605	KAK4475944.1
OG0004442	T265_10594	KAK4471605.1
OG0004443	T265_08855	KAK4474111.1
OG0004444	T265_02140	KAK4469269.1
OG0004445	T265_12417	KAK4469268.1
OG0004446	T265_13958	KAK4475966.1
OG0004447	T265_02322	KAK4470664.1
OG0004448	T265_14924	KAK4475670.1
OG0004449	T265_10708	KAK4472568.1
OG0004450	T265_09027	KAK4470306.1
OG0004451	T265_10083	KAK4473742.1
OG0004452	T265_00171	KAK4470123.1
OG0004453	T265_09265	KAK4473255.1
OG0004454	T265_07675	KAK4471692.1
OG0004455	T265_09991	KAK4472373.1, KAK4472384.1
OG0004456	T265_09418	KAK4476025.1
OG0004457	T265_11258	KAK4470353.1
OG0004460	T265_11483, T265_08871	KAK4471884.1
OG0004461	T265_08622	KAK4470153.1
