Orthogroup	opisthorchis_viverrini	schistosoma_mansoni
OG0003265	T265_14465	Smp_170600.1
OG0003266	T265_00355	Smp_049970.1
OG0003267	T265_11130	Smp_243930.1
OG0003268	T265_10845	Smp_303000.1
OG0003269	T265_02226	Smp_093850.1
OG0003270	T265_05629	Smp_105950.1
OG0003271	T265_00964	Smp_047060.1
OG0003273	T265_08347	Smp_025890.1
OG0003275	T265_15417	Smp_129560.1
OG0003276	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626	Smp_174810.1
OG0003277	T265_14638	Smp_346200.1
OG0003278	T265_11305	Smp_142510.1
OG0003279	T265_15092	Smp_043970.1
OG0003280	T265_00283, T265_07565	Smp_042060.1
OG0003281	T265_05670, T265_16020	Smp_173940.1
OG0003282	T265_05807	Smp_148450.1
OG0003283	T265_14849	Smp_041450.1
OG0003284	T265_10799	Smp_137940.1
OG0003285	T265_10409	Smp_099570.1
OG0003286	T265_14579	Smp_159890.1
OG0003287	T265_11152	Smp_103930.1, Smp_103930.2
OG0003288	T265_03913, T265_15951	Smp_100030.1
OG0003289	T265_14827, T265_14826	Smp_244420.1
OG0003290	T265_11160	Smp_079950.1
OG0003291	T265_10834	Smp_074510.1
OG0003292	T265_04681	Smp_086760.1, Smp_086760.2
OG0003293	T265_05415	Smp_076630.1
OG0003294	T265_08998	Smp_025620.1
OG0003295	T265_06245	Smp_073570.1
OG0003297	T265_11733	Smp_142300.1
OG0003298	T265_00463	Smp_131690.1
OG0003299	T265_07321	Smp_062630.1
OG0003300	T265_01803	Smp_058410.1
OG0003301	T265_10537	Smp_211160.1
OG0003302	T265_14440	Smp_145650.1
OG0003303	T265_03311	Smp_210320.1
OG0003304	T265_09145	Smp_142180.1
OG0003305	T265_00774	Smp_346590.1
OG0003306	T265_14129	Smp_333950.1
OG0003307	T265_11890	Smp_305200.1, Smp_314650.1
OG0003310	T265_12760	Smp_072090.1
OG0003313	T265_02811	Smp_331980.1
OG0003315	T265_01927	Smp_317550.1, Smp_332240.1, Smp_332245.1
OG0003319	T265_08722	Smp_319900.1, Smp_093710.1
OG0003320	T265_14787	Smp_346000.1
OG0003326	T265_12115	Smp_030280.1
OG0003327	T265_12021	Smp_070170.1
OG0003328	T265_03597	Smp_064010.1
OG0003329	T265_13725	Smp_336610.1
OG0003330	T265_05098	Smp_167010.1
OG0003331	T265_11448	Smp_345570.1
OG0003332	T265_14609	Smp_140570.1
OG0003334	T265_07042	Smp_035210.1
OG0003335	T265_10561, T265_15187	Smp_023700.1
OG0003336	T265_08134	Smp_345520.1
OG0003338	T265_06648	Smp_346450.1, Smp_346450.2
OG0003339	T265_06302	Smp_130660.1
OG0003340	T265_13297	Smp_147970.1
OG0003341	T265_07155	Smp_000230.1
OG0003342	T265_10319	Smp_058190.1, Smp_058190.2
OG0003343	T265_08839	Smp_156540.1
OG0003344	T265_05994	Smp_160460.1
OG0003345	T265_13591	Smp_086030.1
OG0003346	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009	Smp_033140.1
OG0003347	T265_15325	Smp_135140.1
OG0003348	T265_00384	Smp_176810.1
OG0003349	T265_14676	Smp_049630.1
OG0003350	T265_14476	Smp_000810.1
OG0003351	T265_03852	Smp_329340.1, Smp_316020.2, Smp_312950.1, Smp_312950.2, Smp_316020.1
OG0003352	T265_15477	Smp_070610.1
OG0003354	T265_14200	Smp_175840.1
OG0003355	T265_14583, T265_15801, T265_08484	Smp_001100.1
OG0003356	T265_13187	Smp_344830.1
OG0003357	T265_04123, T265_15449	Smp_302950.1
OG0003358	T265_13333	Smp_024930.2, Smp_024930.1, Smp_337830.1
OG0003360	T265_15037	Smp_246820.1, Smp_246820.2
OG0003361	T265_01606	Smp_243920.1
OG0003362	T265_06343, T265_08886	Smp_043170.1
OG0003363	T265_00732	Smp_014280.1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	Smp_169330.1
OG0003365	T265_03679	Smp_193750.2, Smp_193750.1, Smp_193750.3
OG0003366	T265_01582	Smp_333540.1
OG0003368	T265_14328	Smp_154620.1
OG0003369	T265_03934	Smp_341250.1, Smp_134860.1
OG0003370	T265_14039	Smp_073620.1
OG0003371	T265_14624	Smp_128280.1
OG0003372	T265_13073, T265_02731	Smp_344530.1, Smp_344530.2
OG0003373	T265_10074	Smp_244370.1
OG0003374	T265_16374, T265_16007, T265_04840	Smp_347460.1
OG0003375	T265_04061	Smp_142110.1
OG0003376	T265_13274	Smp_146110.1
OG0003378	T265_07106	Smp_160160.1
OG0003379	T265_05624	Smp_002880.1
OG0003381	T265_00289	Smp_068440.1
OG0003382	T265_00092	Smp_169410.1
OG0003383	T265_15451	Smp_102240.1, Smp_335690.1
OG0003384	T265_13386	Smp_072740.1
OG0003385	T265_14270	Smp_342570.1
OG0003386	T265_03433	Smp_070340.1
OG0003389	T265_12547	Smp_147840.1
OG0003390	T265_00408	Smp_105090.1, Smp_105090.2
OG0003391	T265_04030, T265_15014	Smp_136970.1
OG0003392	T265_02148	Smp_311870.2, Smp_311870.3, Smp_311870.5, Smp_311870.1, Smp_311870.4
OG0003393	T265_13519, T265_15813	Smp_045070.1
OG0003394	T265_07062	Smp_040270.1
OG0003395	T265_12933	Smp_104580.1, Smp_104580.2
OG0003396	T265_11318, T265_11884	Smp_038830.1
OG0003397	T265_03419, T265_06176, T265_06175	Smp_094050.1
OG0003398	T265_07278	Smp_092570.1
OG0003399	T265_09816	Smp_005230.1
OG0003400	T265_15283, T265_15284	Smp_312910.1
OG0003401	T265_05806	Smp_056970.1
OG0003402	T265_03694, T265_16284	Smp_266820.1
OG0003403	T265_04283, T265_04284	Smp_001780.1
OG0003404	T265_11259	Smp_145300.1
OG0003405	T265_00061, T265_05780, T265_08607	Smp_128230.1
OG0003406	T265_14439	Smp_182620.1
OG0003407	T265_06019	Smp_133470.1
OG0003408	T265_13309	Smp_197070.1
OG0003409	T265_10546	Smp_167770.1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	Smp_000755.1
OG0003411	T265_13041	Smp_247150.1
OG0003412	T265_01015	Smp_192670.1, Smp_174390.1
OG0003413	T265_01539	Smp_214140.1
OG0003414	T265_09732	Smp_148070.1
OG0003415	T265_09033	Smp_336170.1
OG0003416	T265_12733	Smp_000980.1
OG0003417	T265_06775	Smp_155700.1
OG0003418	T265_03567	Smp_016340.1
OG0003419	T265_12633	Smp_334180.1
OG0003420	T265_08302	Smp_342240.1, Smp_342240.2
OG0003421	T265_09192	Smp_210820.1
OG0003422	T265_03968	Smp_016550.2, Smp_016550.1
OG0003423	T265_03199, T265_13186	Smp_210510.1
OG0003424	T265_11767	Smp_247780.1
OG0003425	T265_10927	Smp_169280.1
OG0003426	T265_05174	Smp_156290.1
OG0003427	T265_09674	Smp_248100.1
OG0003428	T265_04653	Smp_345490.1, Smp_345490.2
OG0003429	T265_05909	Smp_145020.1
OG0003430	T265_07448	Smp_155740.1
OG0003431	T265_14276	Smp_243970.1
OG0003432	T265_02200	Smp_086450.1
OG0003433	T265_14247	Smp_022700.1
OG0003434	T265_13606	Smp_247260.1
OG0003435	T265_13575	Smp_008230.1
OG0003436	T265_14841	Smp_123020.1
OG0003437	T265_11777	Smp_051930.1
OG0003438	T265_13978	Smp_128890.1
OG0003439	T265_03706	Smp_136490.1
OG0003440	T265_12653	Smp_316620.1
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	Smp_333250.1
OG0003442	T265_10526, T265_07654	Smp_312820.1
OG0003443	T265_13942	Smp_194090.1
OG0003444	T265_14726	Smp_088090.1
OG0003445	T265_07143	Smp_131810.1
OG0003446	T265_04504	Smp_009650.1
OG0003447	T265_14249	Smp_245250.1
OG0003448	T265_10023	Smp_063000.1, Smp_063000.2
OG0003449	T265_09851	Smp_062980.1
OG0003450	T265_12574	Smp_079840.1
OG0003451	T265_04969	Smp_143930.1
OG0003452	T265_08005	Smp_128600.1
OG0003453	T265_04993	Smp_161550.1
OG0003454	T265_14193	Smp_315700.1, Smp_315700.2
OG0003456	T265_05545	Smp_245000.1
OG0003457	T265_09480, T265_16051	Smp_142550.1
OG0003458	T265_00691	Smp_125870.1
OG0003459	T265_07450	Smp_101310.1
OG0003460	T265_04726	Smp_135120.1
OG0003461	T265_12975	Smp_013200.1
OG0003462	T265_02574	Smp_340820.1
OG0003463	T265_10283, T265_10285	Smp_212490.1
OG0003464	T265_07922	Smp_344500.1, Smp_344500.2
OG0003465	T265_02038	Smp_212540.1
OG0003467	T265_14975, T265_09848	Smp_347570.1, Smp_210280.1
OG0003468	T265_12594	Smp_309680.1, Smp_309690.1
OG0003469	T265_08823	Smp_001530.1
OG0003470	T265_11547, T265_11549	Smp_333890.1
OG0003471	T265_11489	Smp_066260.1
OG0003472	T265_15369	Smp_011710.1
OG0003473	T265_12937	Smp_247530.1, Smp_247530.2
OG0003474	T265_02823	Smp_139900.1
OG0003475	T265_09374	Smp_163220.1
OG0003476	T265_09472, T265_12155	Smp_196920.1
OG0003477	T265_01902	Smp_050880.2, Smp_050880.1
OG0003478	T265_08469	Smp_304660.1, Smp_306210.1
OG0003479	T265_13318	Smp_141320.1
OG0003480	T265_09876, T265_14913	Smp_000110.1
OG0003482	T265_05343	Smp_267090.1
OG0003483	T265_13053	Smp_336350.1
OG0003484	T265_06650	Smp_242630.1
OG0003485	T265_13645, T265_13644	Smp_343680.1
OG0003486	T265_13646	Smp_072560.1
OG0003487	T265_08087, T265_10196	Smp_166980.1
OG0003488	T265_09073	Smp_047240.1
OG0003489	T265_00323	Smp_096780.1
OG0003490	T265_03113	Smp_011560.1
OG0003491	T265_04324	Smp_340850.1
OG0003492	T265_02536	Smp_018570.1
OG0003493	T265_11233	Smp_317670.1, Smp_342590.1
OG0003494	T265_08759	Smp_175660.1, Smp_175660.2
OG0003495	T265_04558	Smp_139070.1
OG0003496	T265_02588	Smp_160850.1
OG0003497	T265_00036	Smp_037460.1
OG0003498	T265_02133	Smp_053160.1
OG0003499	T265_13442	Smp_129450.1
OG0003500	T265_07015	Smp_026280.1, Smp_026280.2
OG0003501	T265_10024	Smp_169610.1
OG0003502	T265_13592	Smp_120080.1
OG0003503	T265_13487	Smp_172730.1
OG0003505	T265_12248, T265_00127, T265_16214	Smp_172990.1
OG0003507	T265_04937	Smp_031220.1
OG0003508	T265_02519	Smp_027080.1
OG0003509	T265_15081	Smp_142250.1
OG0003510	T265_09042	Smp_170230.1
OG0003511	T265_13027	Smp_018870.1
OG0003513	T265_09089	Smp_313310.1
OG0003515	T265_06621	Smp_033350.1
OG0003516	T265_10171	Smp_023270.1
OG0003517	T265_06615	Smp_346540.1
OG0003518	T265_08612	Smp_247790.1
OG0003519	T265_05628	Smp_068110.1
OG0003520	T265_01815	Smp_160000.1
OG0003521	T265_04411	Smp_061970.1
OG0003522	T265_13909	Smp_170690.1
OG0003523	T265_01345	Smp_212140.1
OG0003524	T265_00504	Smp_013360.1, Smp_013360.2
OG0003525	T265_01893, T265_08418	Smp_198680.1, Smp_198680.2
OG0003526	T265_08334	Smp_200410.1
OG0003527	T265_11499, T265_16069	Smp_055760.1
OG0003528	T265_11428	Smp_015530.1
OG0003529	T265_15692, T265_15691	Smp_121320.1
OG0003530	T265_01532	Smp_138290.1
OG0003531	T265_04537	Smp_214290.1
OG0003532	T265_15073, T265_10184	Smp_043500.1, Smp_043500.2
OG0003533	T265_08083	Smp_345270.1
OG0003534	T265_14367	Smp_172210.1, Smp_172210.2, Smp_172210.3
OG0003535	T265_13748, T265_13749	Smp_097590.1
OG0003536	T265_03943	Smp_132350.1
OG0003537	T265_08781, T265_14670	Smp_167450.1
OG0003540	T265_06653	Smp_093100.1, Smp_348830.1
OG0003541	T265_08893	Smp_074140.1
OG0003542	T265_00656, T265_13990	Smp_063390.1
OG0003543	T265_08692	Smp_046880.1
OG0003544	T265_11978	Smp_171280.1
OG0003545	T265_05565	Smp_076040.1
OG0003547	T265_13128	Smp_304870.1
OG0003548	T265_15344	Smp_345530.1
OG0003549	T265_08011	Smp_080730.1
OG0003553	T265_10953	Smp_346090.1
OG0003554	T265_05158	Smp_340030.1
OG0003555	T265_00079	Smp_334280.1
OG0003556	T265_02539	Smp_018550.1
OG0003557	T265_02901	Smp_021080.1
OG0003558	T265_03991	Smp_176490.1, Smp_176490.2
OG0003559	T265_13234	Smp_247640.1
OG0003560	T265_14817	Smp_341430.1
OG0003577	T265_04132	Smp_135080.1
OG0003580	T265_10604	Smp_054340.1
OG0003581	T265_10913, T265_14331	Smp_169180.1
OG0003582	T265_06314, T265_12092, T265_15431	Smp_349410.1
OG0003583	T265_14147	Smp_242530.1, Smp_242530.2, Smp_242530.3
OG0003584	T265_10564	Smp_174780.1
OG0003585	T265_07130	Smp_321250.1
OG0003586	T265_05888	Smp_075870.1
OG0003587	T265_00983, T265_06561	Smp_165460.1
OG0003588	T265_14600	Smp_038965.1, Smp_038980.1
OG0003590	T265_02486	Smp_006195.1, Smp_342170.1
OG0003591	T265_01108	Smp_124460.1
OG0003593	T265_14611	Smp_114160.1
OG0003594	T265_15427	Smp_024360.1
OG0003595	T265_07915	Smp_166200.1
OG0003596	T265_00838	Smp_148400.1, Smp_148400.2
OG0003597	T265_14097	Smp_334160.1, Smp_334160.2
OG0003598	T265_14336	Smp_000050.1
OG0003599	T265_14959	Smp_157230.1
OG0003600	T265_05129	Smp_246330.1
OG0003601	T265_07052	Smp_097730.1
OG0003602	T265_02041	Smp_342670.1
OG0003603	T265_05734	Smp_248170.1
OG0003605	T265_11576	Smp_060170.1
OG0003606	T265_10609	Smp_083150.1
OG0003607	T265_13798	Smp_159450.1
OG0003608	T265_00734	Smp_132620.1
OG0003609	T265_07040	Smp_159570.1
OG0003610	T265_05958	Smp_138890.3, Smp_138890.1, Smp_138890.2
OG0003611	T265_08091	Smp_043780.1
OG0003612	T265_13022, T265_02498	Smp_333520.1, Smp_167470.1
OG0003613	T265_04789	Smp_100110.1
OG0003615	T265_04147	Smp_332550.1, Smp_332550.2
OG0003616	T265_03030	Smp_323920.1
OG0003617	T265_03178	Smp_246900.1
OG0003618	T265_03758	Smp_176430.1
OG0003619	T265_01591, T265_07717	Smp_079920.1
OG0003620	T265_13102	Smp_065290.1
OG0003621	T265_01334	Smp_145740.1
OG0003622	T265_02194	Smp_316800.1, Smp_102340.1
OG0003623	T265_13109	Smp_004170.1
OG0003624	T265_09870	Smp_017890.1
OG0003625	T265_09174	Smp_174690.1
OG0003626	T265_14517	Smp_081820.1
OG0003627	T265_08254	Smp_334630.1
OG0003629	T265_01597	Smp_053470.1
OG0003630	T265_00552	Smp_332470.1
OG0003631	T265_05474	Smp_055130.1
OG0003632	T265_01555	Smp_144450.1, Smp_144450.2
OG0003633	T265_00479	Smp_128750.1
OG0003634	T265_13087	Smp_343750.1
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	Smp_095650.1
OG0003636	T265_14928	Smp_336730.1
OG0003637	T265_15655	Smp_000320.1
OG0003638	T265_05106	Smp_245900.1
OG0003639	T265_05104, T265_16000	Smp_044810.1
OG0003640	T265_01012	Smp_245290.1
OG0003641	T265_02862	Smp_053640.1, Smp_053640.2
OG0003642	T265_12743, T265_01199	Smp_336050.1
OG0003643	T265_00281	Smp_168520.1
OG0003645	T265_00160, T265_00162	Smp_213020.1
OG0003646	T265_03853	Smp_154830.1
OG0003647	T265_11848, T265_15568	Smp_244380.1
OG0003648	T265_10268	Smp_165840.1
OG0003649	T265_00575	Smp_160780.1
OG0003650	T265_15117	Smp_306180.1
OG0003651	T265_13683	Smp_001560.1
OG0003652	T265_00794, T265_12637	Smp_318800.1
OG0003653	T265_02615	Smp_213920.1, Smp_213930.1
OG0003654	T265_08494	Smp_138430.1
OG0003655	T265_05208	Smp_173180.1
OG0003656	T265_03290	Smp_036020.1, Smp_036020.2
OG0003657	T265_11037	Smp_304220.1, Smp_304210.1
OG0003658	T265_07445	Smp_211060.1
OG0003659	T265_02794	Smp_165340.1
OG0003660	T265_00788, T265_02325	Smp_213750.1
OG0003661	T265_00438	Smp_146630.1
OG0003662	T265_11677	Smp_085910.1
OG0003663	T265_15278	Smp_241510.1
OG0003665	T265_12643, T265_12644	Smp_146690.1
OG0003666	T265_08460, T265_13632	Smp_347290.1
OG0003668	T265_03603	Smp_146400.2, Smp_146400.1
OG0003669	T265_00288	Smp_137720.1
OG0003670	T265_08934	Smp_181490.1
OG0003671	T265_01972	Smp_247810.1
OG0003672	T265_14717	Smp_140110.1
OG0003674	T265_13658, T265_04998	Smp_305430.1
OG0003676	T265_16358, T265_11520, T265_16124	Smp_140040.1, Smp_140040.2
OG0003677	T265_09034	Smp_344410.1
OG0003678	T265_10342	Smp_346630.1
OG0003679	T265_11802	Smp_131770.1, Smp_131770.2
OG0003680	T265_02876	Smp_083790.1
OG0003681	T265_09754	Smp_123280.1
OG0003683	T265_06872	Smp_133800.1
OG0003684	T265_15486	Smp_034430.1
OG0003685	T265_04088	Smp_084600.1
OG0003686	T265_04768	Smp_147020.1
OG0003687	T265_08327	Smp_172240.1
OG0003688	T265_01680	Smp_101370.2, Smp_101370.1
OG0003689	T265_15525, T265_11754	Smp_106060.1
OG0003690	T265_11143, T265_15936	Smp_316380.1
OG0003691	T265_05651	Smp_031730.1
OG0003692	T265_08242	Smp_141680.1
OG0003693	T265_08095	Smp_012380.1
OG0003694	T265_07501	Smp_171070.1
OG0003695	T265_09288	Smp_336330.1
OG0003696	T265_00034	Smp_176100.1, Smp_176100.2
OG0003697	T265_06827, T265_14149	Smp_342820.1
OG0003698	T265_15116	Smp_344520.1
OG0003699	T265_07037	Smp_033680.1
OG0003700	T265_10146	Smp_131700.1
OG0003701	T265_01634	Smp_337370.1
OG0003703	T265_07221, T265_16143	Smp_305875.1, Smp_305875.2
OG0003704	T265_06510	Smp_093580.1
OG0003705	T265_07049	Smp_118220.1
OG0003706	T265_04171	Smp_098450.1
OG0003708	T265_07688	Smp_162620.1
OG0003709	T265_04308, T265_04657, T265_14395	Smp_176200.1
OG0003710	T265_13051	Smp_347110.1
OG0003711	T265_05157	Smp_000660.1
OG0003712	T265_13695	Smp_037400.1, Smp_037400.2
OG0003713	T265_07311	Smp_091740.1, Smp_091740.2
OG0003715	T265_13324	Smp_213720.1
OG0003717	T265_14734	Smp_150080.3, Smp_150080.2, Smp_150080.1
OG0003718	T265_13675	Smp_042390.1
OG0003719	T265_09180	Smp_129640.1
OG0003720	T265_06792	Smp_066330.1
OG0003721	T265_02624	Smp_127080.1
OG0003723	T265_07088	Smp_130270.2, Smp_130270.1, Smp_130270.3
OG0003724	T265_09063	Smp_076010.1
OG0003725	T265_09685	Smp_067540.1
OG0003726	T265_03314	Smp_047620.1
OG0003727	T265_10556	Smp_178710.1
OG0003728	T265_02271	Smp_032320.2
OG0003729	T265_10965	Smp_011860.1
OG0003730	T265_14130	Smp_180430.1
OG0003731	T265_13642	Smp_334510.1
OG0003732	T265_13560	Smp_125670.1
OG0003733	T265_01595	Smp_311890.1, Smp_315980.1
OG0003734	T265_09564	Smp_322280.1, Smp_022500.1
OG0003735	T265_06408	Smp_347010.1
OG0003736	T265_12784	Smp_000910.1
OG0003737	T265_14236, T265_15927	Smp_176230.1
OG0003738	T265_05054	Smp_332700.1
OG0003739	T265_15441	Smp_144870.1
OG0003740	T265_12173, T265_02122, T265_16241	Smp_159730.1
OG0003742	T265_00182	Smp_167520.1
OG0003743	T265_01139	Smp_156280.1
OG0003744	T265_08995	Smp_161850.1
OG0003745	T265_08231	Smp_128990.1
OG0003746	T265_15392	Smp_171670.1
OG0003747	T265_02110	Smp_213680.1
OG0003748	T265_06307	Smp_343160.1
OG0003749	T265_02264	Smp_162910.1
OG0003750	T265_03282	Smp_247370.1
OG0003751	T265_03402	Smp_133380.1
OG0003752	T265_08865	Smp_167170.1
OG0003754	T265_07808	Smp_160530.1
OG0003755	T265_06436	Smp_153250.1
OG0003756	T265_08406	Smp_341570.1
OG0003757	T265_03497	Smp_072440.1
OG0003759	T265_05181	Smp_212710.1
OG0003760	T265_10848, T265_05509, T265_09336	Smp_157470.1
OG0003761	T265_08834	Smp_004260.1
OG0003762	T265_11768	Smp_138920.1
OG0003763	T265_02568	Smp_211320.2, Smp_211320.1
OG0003764	T265_02610	Smp_170340.1
OG0003766	T265_09173	Smp_133600.1
OG0003767	T265_00597	Smp_074040.1
OG0003768	T265_15091	Smp_169480.1, Smp_169480.2
OG0003769	T265_05416	Smp_124130.1
OG0003770	T265_03594	Smp_141000.1, Smp_141000.2
OG0003771	T265_15770, T265_15771	Smp_096160.1
OG0003772	T265_00071	Smp_245550.2, Smp_245550.1
OG0003773	T265_07529, T265_07530	Smp_036370.1
OG0003774	T265_01329	Smp_312760.1
OG0003775	T265_09155, T265_08355	Smp_050350.1
OG0003776	T265_14561	Smp_342730.1
OG0003777	T265_01583	Smp_105690.1
OG0003778	T265_07089	Smp_130280.3, Smp_130280.2, Smp_130280.1
OG0003779	T265_05531	Smp_153520.1
OG0003780	T265_13360	Smp_120960.1, Smp_326430.1
OG0003781	T265_04246	Smp_168400.1
OG0003782	T265_06846	Smp_066630.1
OG0003783	T265_12559	Smp_242220.1
OG0003784	T265_00146, T265_12352, T265_15752	Smp_017360.1
OG0003785	T265_04718	Smp_017520.1
OG0003786	T265_01448	Smp_197540.1
OG0003787	T265_10458, T265_11182	Smp_077180.1
OG0003788	T265_11551	Smp_148790.1
OG0003789	T265_11782	Smp_304910.1
OG0003790	T265_07338	Smp_097280.1
OG0003792	T265_07300	Smp_142490.1
OG0003794	T265_07116	Smp_088310.1
OG0003795	T265_08168	Smp_337530.1
OG0003796	T265_11530, T265_11441, T265_11529	Smp_123630.1
OG0003797	T265_13903	Smp_313320.1
OG0003798	T265_09175	Smp_068840.1, Smp_068840.2
OG0003799	T265_02377	Smp_348340.1
OG0003800	T265_05983	Smp_164200.1
OG0003801	T265_08096	Smp_012410.1
OG0003802	T265_03294	Smp_015980.1
OG0003803	T265_09049	Smp_165780.1
OG0003804	T265_12924	Smp_024240.1
OG0003805	T265_00258	Smp_015880.1
OG0003806	T265_00275	Smp_066410.1
OG0003807	T265_15782	Smp_008140.1
OG0003809	T265_02345	Smp_126750.1
OG0003814	T265_06383	Smp_150580.1
OG0003827	T265_13331	Smp_129830.1
OG0003828	T265_02993, T265_03636, T265_02995, T265_03637	Smp_158480.1
OG0003829	T265_10436	Smp_171940.1
OG0003830	T265_09055	Smp_061870.1
OG0003831	T265_11014, T265_11015	Smp_170540.1
OG0003832	T265_10860	Smp_125160.1
OG0003834	T265_05544	Smp_336830.1
OG0003835	T265_11735	Smp_054320.1
OG0003836	T265_08888	Smp_129870.1
OG0003837	T265_06035, T265_09723	Smp_148700.1
OG0003838	T265_07776	Smp_345410.1
OG0003839	T265_05240	Smp_132000.1
OG0003840	T265_14592	Smp_072630.1, Smp_337020.1, Smp_337030.1
OG0003842	T265_15056, T265_08637, T265_08638	Smp_347770.1
OG0003843	T265_14168	Smp_145600.1
OG0003844	T265_00713	Smp_008430.1
OG0003845	T265_02625	Smp_307070.1
OG0003846	T265_06818	Smp_241480.1
OG0003847	T265_10563	Smp_346300.1
OG0003848	T265_07131	Smp_133350.1
OG0003849	T265_15329	Smp_143750.1
OG0003850	T265_00751	Smp_196950.1, Smp_196950.2
OG0003851	T265_05837, T265_13888	Smp_347810.1
OG0003852	T265_14491	Smp_318140.1, Smp_318130.1
OG0003853	T265_08362	Smp_332390.1, Smp_332390.2
OG0003854	T265_03170, T265_03168, T265_03171, T265_03169	Smp_308980.1, Smp_309000.1
OG0003855	T265_12068	Smp_172110.1
OG0003856	T265_10681	Smp_343650.1
OG0003857	T265_05336	Smp_160710.1
OG0003858	T265_07459	Smp_083200.1
OG0003859	T265_03929	Smp_243690.1
OG0003860	T265_02613	Smp_170320.1
OG0003861	T265_01889	Smp_068120.1
OG0003863	T265_05699	Smp_099170.1
OG0003864	T265_00327	Smp_329570.3, Smp_329570.1, Smp_329570.2
OG0003865	T265_16087	Smp_300770.1, Smp_300770.2, Smp_318150.1
OG0003866	T265_03366	Smp_093700.1
OG0003867	T265_00021	Smp_004600.1
OG0003868	T265_03172	Smp_018640.1
OG0003869	T265_12812	Smp_159140.1
OG0003872	T265_01200	Smp_246110.1
OG0003873	T265_14902	Smp_334460.1
OG0003874	T265_09712	Smp_005520.1
OG0003875	T265_05982	Smp_077980.1
OG0003876	T265_06523	Smp_048380.1
OG0003877	T265_01126	Smp_013610.1
OG0003878	T265_12724	Smp_347790.1
OG0003879	T265_09833	Smp_151070.1
OG0003881	T265_02017	Smp_018400.1
OG0003882	T265_03801	Smp_203310.1
OG0003883	T265_04185	Smp_132210.1
OG0003884	T265_05578	Smp_056260.2, Smp_056260.1
OG0003885	T265_07522	Smp_002080.1
OG0003886	T265_14515, T265_16100, T265_16102	Smp_343460.1
OG0003887	T265_02629, T265_13056	Smp_343240.1
OG0003888	T265_02628	Smp_064250.1
OG0003889	T265_02775	Smp_145540.1
OG0003890	T265_13252	Smp_051300.1
OG0003891	T265_09065	Smp_163250.1
OG0003892	T265_05178	Smp_147110.1
OG0003894	T265_12868	Smp_158290.1
OG0003895	T265_03559	Smp_130160.1
OG0003896	T265_01211	Smp_148470.1
OG0003897	T265_10035, T265_04263	Smp_311940.1, Smp_311150.1
OG0003899	T265_07211	Smp_130180.1
OG0003900	T265_10723	Smp_333740.1
OG0003902	T265_13594, T265_16150	Smp_165700.1
OG0003903	T265_09767	Smp_165870.1
OG0003904	T265_12792	Smp_083970.1
OG0003905	T265_02716	Smp_041190.1
OG0003906	T265_15259	Smp_180060.1
OG0003907	T265_08382	Smp_048620.1
OG0003908	T265_13254	Smp_337110.1
OG0003909	T265_14652	Smp_132690.1
OG0003910	T265_14467	Smp_133940.1
OG0003911	T265_07148	Smp_072180.1
OG0003912	T265_01757	Smp_149160.1
OG0003913	T265_15870, T265_13380, T265_13379	Smp_129000.1
OG0003914	T265_02342	Smp_337060.1
OG0003915	T265_02343	Smp_037230.1
OG0003916	T265_04956	Smp_247720.1
OG0003917	T265_00965	Smp_018220.1
OG0003918	T265_11784	Smp_124450.1
OG0003919	T265_08326	Smp_340670.1
OG0003920	T265_06647	Smp_176540.1
OG0003921	T265_10885	Smp_169470.1
OG0003922	T265_01385	Smp_167680.1
OG0003923	T265_05966	Smp_004080.1
OG0003924	T265_01221	Smp_021830.1
OG0003925	T265_13740, T265_13742	Smp_245840.2, Smp_245840.1, Smp_245840.3
OG0003926	T265_03768	Smp_341980.1
OG0003927	T265_02043	Smp_151570.1
OG0003928	T265_09914	Smp_172050.1
OG0003929	T265_05791	Smp_341520.1
OG0003930	T265_10020	Smp_053800.1
OG0003931	T265_00356	Smp_048970.1
OG0003932	T265_06772, T265_09511	Smp_337395.1
OG0003933	T265_07605	Smp_341230.1
OG0003934	T265_00259	Smp_344090.1
OG0003936	T265_13452	Smp_044530.1
OG0003937	T265_13217, T265_13216	Smp_245570.1
OG0003938	T265_06118	Smp_052230.1
OG0003939	T265_16172	Smp_144030.1
OG0003940	T265_03321	Smp_323540.1
OG0003941	T265_06268	Smp_139140.1, Smp_031390.1
OG0003942	T265_13372	Smp_001210.1
OG0003943	T265_10688	Smp_347720.1
OG0003945	T265_13755, T265_13756	Smp_158630.1
OG0003946	T265_02108	Smp_124320.1
OG0003947	T265_05884	Smp_154780.1
OG0003948	T265_14150, T265_16082, T265_16108	Smp_170400.1
OG0003949	T265_05466, T265_16243	Smp_047370.1
OG0003950	T265_06273	Smp_006350.1
OG0003951	T265_11981	Smp_350430.1, Smp_346010.1
OG0003952	T265_04156	Smp_172510.2, Smp_172510.1
OG0003953	T265_11268	Smp_070600.1
OG0003955	T265_15588	Smp_176310.1
OG0003956	T265_00672	Smp_085110.1
