Orthogroup	opisthorchis_viverrini	schistosoma_japonicum
OG0002682	T265_10217	EWB00_003530, EWB00_003531
OG0002683	T265_13830	EWB00_011204.1, EWB00_011204.2, EWB00_011204.3
OG0002684	T265_05163	EWB00_008640
OG0002685	T265_09546	EWB00_010292.1, EWB00_010292.2, EWB00_010292.3, EWB00_010290.1, EWB00_010290.2
OG0002686	T265_13273	EWB00_006490
OG0002687	T265_04020, T265_04336	EWB00_009122.2, EWB00_009122.4, EWB00_009122.5, EWB00_009122.1, EWB00_009122.3
OG0002689	T265_04523	EWB00_005112
OG0002690	T265_09672	EWB00_007980
OG0002691	T265_15871	EWB00_010387.1, EWB00_010387.2
OG0002692	T265_11446	EWB00_002687.1, EWB00_002687.2, EWB00_002687.3
OG0002693	T265_02440	EWB00_010725
OG0002694	T265_04234, T265_07936	EWB00_005889.1, EWB00_005889.2, EWB00_005889.3
OG0002696	T265_08323	EWB00_001756
OG0002697	T265_08181	EWB00_004679.1, EWB00_004679.2
OG0002698	T265_12501	EWB00_007900.1, EWB00_007900.2
OG0002699	T265_03019	EWB00_006295.1, EWB00_006295.2, EWB00_006295.3, EWB00_006295.4, EWB00_006295.5
OG0002700	T265_02734	EWB00_001819
OG0002701	T265_00287	EWB00_011181
OG0002709	T265_09385	EWB00_008702
OG0002710	T265_02910, T265_02911	EWB00_008003.1, EWB00_008003.3, EWB00_008003.2
OG0002711	T265_11288	EWB00_000342
OG0002713	T265_05798	EWB00_010773
OG0002714	T265_09095	EWB00_008245.1, EWB00_008245.2, EWB00_008245.3
OG0002715	T265_02021	EWB00_008694.3, EWB00_008694.1, EWB00_008694.2
OG0002716	T265_07182, T265_14219	EWB00_006223.1, EWB00_006223.2, EWB00_006223.3
OG0002717	T265_01862, T265_16344	EWB00_004945
OG0002718	T265_08451, T265_10568	EWB00_009800.1, EWB00_009800.2
OG0002719	T265_06423	EWB00_002038
OG0002720	T265_09225, T265_09226	EWB00_008274
OG0002721	T265_11661	EWB00_001449
OG0002722	T265_08585	EWB00_002395.3, EWB00_002395.1, EWB00_002395.5, EWB00_002395.2, EWB00_002395.4
OG0002724	T265_12997	EWB00_000166.1, EWB00_000166.2, EWB00_000166.3, EWB00_000166.5, EWB00_000166.4
OG0002725	T265_08421	EWB00_004854
OG0002726	T265_08999	EWB00_004134
OG0002727	T265_00821	EWB00_010913
OG0002728	T265_06495	EWB00_009095
OG0002729	T265_13191, T265_07546, T265_07956, T265_14318	EWB00_003121.1, EWB00_003121.2, EWB00_007997
OG0002730	T265_02419, T265_16240	EWB00_006764.1, EWB00_006764.2
OG0002731	T265_01959, T265_13402	EWB00_004036
OG0002732	T265_14352	EWB00_005796.1, EWB00_005796.2, EWB00_005796.3
OG0002733	T265_13194, T265_16356	EWB00_007002.1, EWB00_007002.2
OG0002734	T265_13416	EWB00_002791.1, EWB00_002791.2, EWB00_002791.3
OG0002735	T265_10699	EWB00_007443
OG0002736	T265_03760	EWB00_006998
OG0002737	T265_05897	EWB00_004335.1, EWB00_004335.2
OG0002739	T265_09407	EWB00_009729
OG0002740	T265_02573	EWB00_006149
OG0002741	T265_10545, T265_11017	EWB00_006519
OG0002742	T265_12515	EWB00_001594
OG0002743	T265_15636	EWB00_008303.1, EWB00_008303.2
OG0002744	T265_06158	EWB00_005558.1, EWB00_005558.2
OG0002745	T265_05355	EWB00_000372
OG0002747	T265_11759	EWB00_002870.3, EWB00_002870.1, EWB00_002870.2, EWB00_002872.1, EWB00_002872.2, EWB00_002872.3, EWB00_002872.4, EWB00_002872.5, EWB00_002872.6, EWB00_002872.7, EWB00_006981.1, EWB00_006981.3, EWB00_006981.4, EWB00_006981.5, EWB00_006981.2
OG0002748	T265_13947, T265_06098	EWB00_001471.1, EWB00_001471.2, EWB00_001471.3
OG0002749	T265_06761	EWB00_010813.1, EWB00_010813.2
OG0002750	T265_13284, T265_16195	EWB00_000216
OG0002751	T265_00573	EWB00_009260.1, EWB00_009260.2
OG0002752	T265_00423, T265_16111	EWB00_009942
OG0002755	T265_09929	EWB00_009047.2, EWB00_009047.3, EWB00_009047.4
OG0002756	T265_00650	EWB00_003462
OG0002757	T265_00762	EWB00_008155.4, EWB00_008155.3, EWB00_008155.1, EWB00_008155.2
OG0002758	T265_00955	EWB00_006302
OG0002759	T265_03239	EWB00_006974.1, EWB00_006974.2, EWB00_006974.4, EWB00_006974.3
OG0002760	T265_11036, T265_11034, T265_11035	EWB00_000873
OG0002761	T265_03044	EWB00_009560
OG0002762	T265_13549	EWB00_006682
OG0002763	T265_13464	EWB00_001241.3, EWB00_001241.1, EWB00_001241.2
OG0002764	T265_08194, T265_02184, T265_02185	EWB00_002577, EWB00_002576
OG0002766	T265_00330	EWB00_006627
OG0002767	T265_06760	EWB00_002978
OG0002768	T265_10258, T265_16169	EWB00_007195.1, EWB00_007195.2
OG0002769	T265_01046	EWB00_003719
OG0002771	T265_08021, T265_08022	EWB00_001722.4, EWB00_001722.5, EWB00_001722.1, EWB00_001722.3, EWB00_001722.2
OG0002774	T265_05258	EWB00_007883
OG0002776	T265_11356	EWB00_007262.1, EWB00_007262.2, EWB00_007262.3
OG0002777	T265_05823	EWB00_010957
OG0002778	T265_09444	EWB00_004788
OG0002779	T265_14542	EWB00_002929, EWB00_002928
OG0002781	T265_07481	EWB00_005044
OG0002782	T265_12327, T265_10961, T265_01932	EWB00_002654
OG0002783	T265_00286	EWB00_008114
OG0002784	T265_01050	EWB00_003721.1, EWB00_003721.2, EWB00_003721.3
OG0002785	T265_13376	EWB00_002728
OG0002786	T265_13497	EWB00_002690
OG0002787	T265_03074	EWB00_008673
OG0002788	T265_01005	EWB00_004671
OG0002789	T265_08482	EWB00_001061.1, EWB00_001061.2, EWB00_001061.3
OG0002790	T265_02675	EWB00_010995
OG0002791	T265_06735	EWB00_007872
OG0002792	T265_06771	EWB00_008383.1, EWB00_008383.2, EWB00_008383.3
OG0002793	T265_04394	EWB00_004201.1, EWB00_004201.2, EWB00_004201.3, EWB00_004201.4
OG0002794	T265_15249, T265_15899	EWB00_005503.1, EWB00_005503.2
OG0002795	T265_07477	EWB00_005051.2, EWB00_005051.4, EWB00_005051.3, EWB00_005051.1
OG0002796	T265_13167	EWB00_007684.1, EWB00_007684.2
OG0002797	T265_04341	EWB00_004313
OG0002798	T265_13131	EWB00_010942.1, EWB00_010942.2
OG0002799	T265_07700, T265_14359, T265_14358	EWB00_010175, EWB00_010174
OG0002800	T265_14735	EWB00_002260.1, EWB00_002260.2
OG0002802	T265_07569	EWB00_000333.2, EWB00_000333.3, EWB00_000333.1
OG0002803	T265_03781	EWB00_005016.2, EWB00_005016.1, EWB00_005016.3
OG0002804	T265_13660	EWB00_006188
OG0002805	T265_12771	EWB00_007833, EWB00_007834
OG0002807	T265_06189	EWB00_002493
OG0002808	T265_04515	EWB00_000226, EWB00_000224, EWB00_000547, EWB00_000223
OG0002809	T265_12974	EWB00_000152
OG0002810	T265_06252	EWB00_008164.1, EWB00_008164.2, EWB00_008164.3
OG0002811	T265_10010	EWB00_002428
OG0002812	T265_04204, T265_13449	EWB00_000098
OG0002814	T265_05382	EWB00_007073
OG0002815	T265_10978	EWB00_007100.1, EWB00_007100.2
OG0002816	T265_08032	EWB00_010355
OG0002817	T265_04006	EWB00_001285
OG0002818	T265_08927, T265_01280	EWB00_004518.1, EWB00_004518.2
OG0002819	T265_09770	EWB00_008916.1, EWB00_008916.2
OG0002820	T265_02159	EWB00_001407, EWB00_001404, EWB00_001405
OG0002821	T265_03347	EWB00_004844.3, EWB00_004844.5, EWB00_004844.1, EWB00_004844.4, EWB00_004844.2
OG0002822	T265_07965	EWB00_009673.1, EWB00_009673.2, EWB00_009673.3, EWB00_009673.4, EWB00_009673.5, EWB00_009673.6
OG0002823	T265_05525	EWB00_002330
OG0002824	T265_10376	EWB00_008799.1, EWB00_008799.3, EWB00_008799.2
OG0002825	T265_07639	EWB00_008085.1, EWB00_008085.2
OG0002826	T265_11221, T265_15380	EWB00_007800
OG0002827	T265_03736	EWB00_002846.1, EWB00_002846.2
OG0002828	T265_09896	EWB00_006963.3, EWB00_006963.2, EWB00_006963.1
OG0002829	T265_06804	EWB00_011311
OG0002830	T265_15416	EWB00_007081
OG0002831	T265_06375	EWB00_004126
OG0002832	T265_03399	EWB00_009234
OG0002834	T265_11271	EWB00_000870.1, EWB00_000870.3, EWB00_000870.2
OG0002835	T265_04910	EWB00_009214
OG0002836	T265_03775	EWB00_000279
OG0002837	T265_03657	EWB00_004125
OG0002838	T265_11730	EWB00_004159.1, EWB00_004159.2
OG0002839	T265_00320	EWB00_001593
OG0002840	T265_13355	EWB00_006717.2, EWB00_006717.1, EWB00_006717.3
OG0002841	T265_10889	EWB00_003674
OG0002842	T265_12366, T265_08849, T265_15989	EWB00_007355
OG0002844	T265_14223, T265_05563	EWB00_009990.1, EWB00_009990.2, EWB00_009990.3, EWB00_009990.4
OG0002845	T265_13463	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3
OG0002846	T265_16173	EWB00_010309.1, EWB00_010309.2
OG0002847	T265_00612	EWB00_005561.1, EWB00_005561.2
OG0002848	T265_14189, T265_08788	EWB00_011105, EWB00_011104
OG0002849	T265_06370	EWB00_004117.1, EWB00_004117.2
OG0002851	T265_12159, T265_14456, T265_08013	EWB00_001937.1, EWB00_001937.2
OG0002852	T265_10322	EWB00_002305.1, EWB00_002305.2
OG0002853	T265_09115	EWB00_004529
OG0002854	T265_02955, T265_13136	EWB00_003389.1, EWB00_003389.2
OG0002855	T265_08034	EWB00_000069.1, EWB00_000069.2
OG0002856	T265_06755	EWB00_005400
OG0002857	T265_01821, T265_01444	EWB00_007138.1, EWB00_007138.2
OG0002858	T265_01858	EWB00_008506.4, EWB00_008506.6
OG0002859	T265_02034	EWB00_000389
OG0002860	T265_14764	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2
OG0002861	T265_08733, T265_14653	EWB00_003277
OG0002863	T265_16256, T265_04944	EWB00_000678
OG0002864	T265_13279	EWB00_006484
OG0002865	T265_01001	EWB00_004666.2, EWB00_004666.1, EWB00_004666.4, EWB00_004666.3
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	EWB00_004245, EWB00_004246, EWB00_006869
OG0002867	T265_14794	EWB00_009064.1, EWB00_009064.2, EWB00_009064.3, EWB00_009064.4
OG0002868	T265_04776, T265_04777	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2
OG0002869	T265_02470	EWB00_004651
OG0002870	T265_02369	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3
OG0002871	T265_05892	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4
OG0002872	T265_06839	EWB00_007610
OG0002873	T265_05961	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2
OG0002874	T265_13044	EWB00_006146
OG0002875	T265_08601	EWB00_005307
OG0002876	T265_09158	EWB00_003668
OG0002877	T265_15585	EWB00_000821.1, EWB00_000821.2
OG0002878	T265_09786	EWB00_010430, EWB00_010821
OG0002879	T265_00994	EWB00_000598.1, EWB00_000598.2, EWB00_000598.4, EWB00_000598.5, EWB00_000598.3
OG0002880	T265_15974, T265_16333, T265_16372	EWB00_002435.1, EWB00_002435.2
OG0002881	T265_03918	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2
OG0002882	T265_08367, T265_08365, T265_08366	EWB00_005444
OG0002883	T265_00123	EWB00_005318.2, EWB00_005318.1
OG0002884	T265_01404	EWB00_000910
OG0002885	T265_03301, T265_03258	EWB00_002549
OG0002886	T265_00431	EWB00_008232.2, EWB00_008232.1
OG0002889	T265_09957	EWB00_003777.1, EWB00_003777.2
OG0002890	T265_15384	EWB00_001076.1, EWB00_001076.4, EWB00_001076.2, EWB00_001076.3
OG0002892	T265_12956	EWB00_010988, EWB00_001195
OG0002893	T265_13538	EWB00_001509.1, EWB00_001509.4, EWB00_001509.3, EWB00_001509.2
OG0002902	T265_10089	EWB00_006182
OG0002903	T265_01720, T265_16142, T265_15992	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5
OG0002904	T265_00938, T265_12671, T265_16281	EWB00_002403.1, EWB00_002403.2
OG0002905	T265_13028, T265_02524	EWB00_003998
OG0002906	T265_10987	EWB00_000629
OG0002907	T265_00957	EWB00_006306
OG0002908	T265_13687, T265_15239	EWB00_008921
OG0002910	T265_13256	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3
OG0002911	T265_13253	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2
OG0002912	T265_12025, T265_15674	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1
OG0002914	T265_10038	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2
OG0002915	T265_13119	EWB00_008242
OG0002916	T265_02505	EWB00_000674.1, EWB00_000674.2
OG0002917	T265_10733	EWB00_007541
OG0002918	T265_06975	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3
OG0002919	T265_07324	EWB00_004146, EWB00_004145
OG0002921	T265_07949	EWB00_001444
OG0002922	T265_02668	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5
OG0002923	T265_12590	EWB00_011326
OG0002924	T265_09413	EWB00_004637
OG0002925	T265_03081	EWB00_007687
OG0002926	T265_01295	EWB00_005922.1, EWB00_005922.2
OG0002927	T265_03127	EWB00_008511.1, EWB00_008511.2
OG0002928	T265_13841	EWB00_001377
OG0002929	T265_00854	EWB00_005762
OG0002930	T265_09338	EWB00_002838.1, EWB00_007947, EWB00_002838.2
OG0002931	T265_10381	EWB00_008800
OG0002932	T265_12802	EWB00_004892.1, EWB00_004892.2
OG0002933	T265_13654, T265_16004, T265_13655	EWB00_003920, EWB00_003922, EWB00_003921
OG0002934	T265_07078	EWB00_008969
OG0002935	T265_01577	EWB00_010446.1, EWB00_010446.2
OG0002936	T265_02894	EWB00_002547
OG0002938	T265_04269, T265_04417, T265_04418	EWB00_002633, EWB00_002636, EWB00_002634, EWB00_002632
OG0002939	T265_03203	EWB00_003814
OG0002940	T265_12767, T265_01318	EWB00_010745, EWB00_010746
OG0002941	T265_10241	EWB00_009279, EWB00_009278, EWB00_011182, EWB00_009276.1, EWB00_009276.2
OG0002942	T265_02787	EWB00_001223
OG0002943	T265_13089	EWB00_001225.1, EWB00_001225.2
OG0002944	T265_10544	EWB00_006517
OG0002945	T265_11225	EWB00_004561
OG0002946	T265_11123, T265_15274, T265_09246, T265_02088	EWB00_005483
OG0002947	T265_09749	EWB00_001682
OG0002948	T265_10715	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3
OG0002949	T265_02799	EWB00_001776
OG0002950	T265_04871	EWB00_008655
OG0002951	T265_07586	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3
OG0002952	T265_12773	EWB00_004417, EWB00_004416
OG0002953	T265_04423, T265_15987	EWB00_007337
OG0002954	T265_06597, T265_15941	EWB00_007955
OG0002955	T265_14732	EWB00_003441
OG0002956	T265_15076	EWB00_004785.1, EWB00_004785.2
OG0002957	T265_00422	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2
OG0002958	T265_16166, T265_10751, T265_10762	EWB00_009830.1, EWB00_009830.2
OG0002959	T265_13472	EWB00_006928
OG0002960	T265_05712	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2
OG0002961	T265_11252	EWB00_000045
OG0002962	T265_14105	EWB00_003995, EWB00_003994
OG0002964	T265_08700	EWB00_004221
OG0002965	T265_02144	EWB00_008384
OG0002966	T265_04442	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4
OG0002967	T265_09516, T265_09515, T265_14873	EWB00_011093
OG0002969	T265_07415	EWB00_010617, EWB00_010614
OG0002970	T265_12882	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3
OG0002971	T265_09283	EWB00_009795
OG0002972	T265_00627	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3
OG0002973	T265_07435	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3
OG0002974	T265_15126	EWB00_005917
OG0002975	T265_01518	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2
OG0002977	T265_01592	EWB00_009513
OG0002979	T265_11670	EWB00_010784
OG0002980	T265_00740	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2
OG0002981	T265_14186	EWB00_001172.1, EWB00_001172.2
OG0002982	T265_13871	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4
OG0002983	T265_02113, T265_15879	EWB00_001113.1, EWB00_001113.2
OG0002985	T265_15506	EWB00_004643
OG0002986	T265_10270, T265_10269	EWB00_008512, EWB00_009623
OG0002988	T265_08760	EWB00_005524.1, EWB00_005524.2
OG0002989	T265_09294	EWB00_002981
OG0002990	T265_11604	EWB00_006767
OG0002991	T265_00107	EWB00_011215.3
OG0002992	T265_12542	EWB00_011051
OG0002993	T265_15836, T265_09955, T265_10213, T265_07127	EWB00_008402.1, EWB00_008402.2
OG0002994	T265_14978	EWB00_008806
OG0002995	T265_10496	EWB00_011403
OG0002996	T265_09556	EWB00_002315
OG0002997	T265_11005	EWB00_007863
OG0002998	T265_01464	EWB00_001001
OG0002999	T265_10797	EWB00_011297
OG0003000	T265_13667	EWB00_005001
OG0003001	T265_06939	EWB00_005005
OG0003002	T265_06956	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4
OG0003003	T265_10787	EWB00_005504.3, EWB00_005504.1, EWB00_005504.2
OG0003004	T265_02782	EWB00_001367
OG0003006	T265_10485	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3
OG0003007	T265_14668	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3
OG0003008	T265_10063	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3
OG0003010	T265_13842	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4
OG0003011	T265_07456	EWB00_005980
OG0003012	T265_02531	EWB00_011151
OG0003013	T265_03958	EWB00_007403.1, EWB00_007403.2
OG0003014	T265_14360	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167
OG0003015	T265_04992	EWB00_009554
OG0003016	T265_08197	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4
OG0003017	T265_02207	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3
OG0003018	T265_05229, T265_13729, T265_16104	EWB00_000565, EWB00_000564
OG0003019	T265_00834	EWB00_007253
OG0003020	T265_13359	EWB00_003278.4, EWB00_003278.3, EWB00_003278.1, EWB00_003278.2, EWB00_003278.5
OG0003021	T265_11800	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3
OG0003023	T265_04962, T265_12395	EWB00_010173
OG0003024	T265_08219	EWB00_004568.1, EWB00_004568.2
OG0003025	T265_08285	EWB00_005613.2, EWB00_005613.1, EWB00_005613.5, EWB00_005613.3, EWB00_005613.4
OG0003026	T265_02585	EWB00_002945.1, EWB00_002945.2
OG0003027	T265_11623	EWB00_007627, EWB00_007628
OG0003029	T265_07912	EWB00_008949.1, EWB00_008949.2
OG0003030	T265_14667	EWB00_010353
OG0003031	T265_03339	EWB00_004696.1, EWB00_004696.2
OG0003032	T265_09883	EWB00_011252
OG0003033	T265_00067	EWB00_002562, EWB00_002561
OG0003034	T265_13931	EWB00_001483
OG0003036	T265_13241	EWB00_007302
OG0003037	T265_08191	EWB00_002276
OG0003038	T265_01298	EWB00_006825
OG0003039	T265_12554	EWB00_000186
OG0003040	T265_08335	EWB00_006008
OG0003041	T265_00719	EWB00_002125.1, EWB00_002125.2
OG0003043	T265_02896	EWB00_010761, EWB00_010762
OG0003044	T265_01567	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4
OG0003045	T265_05095	EWB00_006509
OG0003046	T265_05093	EWB00_006508.1, EWB00_006508.2
OG0003047	T265_13450	EWB00_010012
OG0003048	T265_01218, T265_09411	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3
OG0003049	T265_01217	EWB00_003619.1, EWB00_003619.2
OG0003050	T265_04271, T265_04273	EWB00_001236
OG0003051	T265_09098	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1
OG0003052	T265_11750	EWB00_003655.2, EWB00_003655.4
OG0003053	T265_03747	EWB00_005047
OG0003054	T265_03119	EWB00_003074.1, EWB00_003074.2
OG0003055	T265_09217	EWB00_003562
OG0003056	T265_07027	EWB00_003086, EWB00_003087
OG0003057	T265_07016	EWB00_007110.1, EWB00_007110.2, EWB00_007110.3, EWB00_007110.4
OG0003058	T265_03889	EWB00_008316
OG0003059	T265_01103, T265_11098, T265_12033	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2
OG0003060	T265_13466	EWB00_003557.1, EWB00_003557.2
OG0003061	T265_07124	EWB00_004403.1, EWB00_004403.2, EWB00_004403.3, EWB00_004403.4
OG0003062	T265_07364	EWB00_001918
OG0003063	T265_15517	EWB00_006552
OG0003064	T265_01571	EWB00_004450
OG0003065	T265_12659	EWB00_002430
OG0003066	T265_04405	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3
OG0003067	T265_01085	EWB00_006984
OG0003068	T265_11773	EWB00_007267
OG0003069	T265_01995	EWB00_007924.1, EWB00_007924.2, EWB00_007924.3
OG0003071	T265_04804	EWB00_011317.1, EWB00_011317.2, EWB00_011317.3
OG0003072	T265_11500	EWB00_002274
OG0003073	T265_12790	EWB00_008884
OG0003074	T265_14915	EWB00_010530.1, EWB00_010530.2
OG0003075	T265_14577	EWB00_008858
OG0003076	T265_10794, T265_16094	EWB00_011230
OG0003077	T265_15604	EWB00_007256
OG0003078	T265_00099	EWB00_005398
OG0003078	T265_14671	EWB00_011108.3, EWB00_011108.4, EWB00_011108.8, EWB00_011108.1, EWB00_011108.2, EWB00_011108.5, EWB00_011108.6, EWB00_011108.7
OG0003079	T265_11875	EWB00_001066, EWB00_002969.2, EWB00_002969.4, EWB00_002969.3, EWB00_002969.1
OG0003080	T265_07755	EWB00_005547
OG0003081	T265_03078	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1
OG0003082	T265_11379	EWB00_005350.1, EWB00_005350.2
OG0003083	T265_14683	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4
OG0003085	T265_14689	EWB00_009540.1, EWB00_009540.3, EWB00_009540.4, EWB00_009540.2
OG0003087	T265_08143	EWB00_009973
OG0003088	T265_02291, T265_04908	EWB00_002485
OG0003089	T265_11951	EWB00_005476
OG0003090	T265_13275	EWB00_010110.1, EWB00_010110.2
OG0003107	T265_05277	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2
OG0003108	T265_06555	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4
OG0003109	T265_13791	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3
OG0003111	T265_01222	EWB00_007357.1, EWB00_007357.2
OG0003112	T265_03161	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3
OG0003114	T265_04310	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2
OG0003115	T265_12647	EWB00_010917
OG0003116	T265_06786, T265_16161	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3
OG0003117	T265_00936	EWB00_005464.1, EWB00_005464.2
OG0003120	T265_12987	EWB00_000963.1, EWB00_000963.2
OG0003122	T265_00248	EWB00_010246
OG0003124	T265_09973	EWB00_003249
OG0003125	T265_01989	EWB00_008233.1
OG0003126	T265_02263	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3
OG0003127	T265_00393	EWB00_000622
OG0003128	T265_12835	EWB00_001499.1, EWB00_001499.2
OG0003129	T265_00252	EWB00_007584
OG0003130	T265_03769, T265_03257, T265_03259, T265_03260	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3
OG0003131	T265_16261	EWB00_002699
OG0003133	T265_15587	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2
OG0003134	T265_06539	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2
OG0003136	T265_01565	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3
OG0003137	T265_13566	EWB00_008830
OG0003138	T265_01867, T265_12886	EWB00_005081, EWB00_005080
OG0003139	T265_09293	EWB00_002982
OG0003140	T265_10611	EWB00_007444.1
OG0003144	T265_07038	EWB00_006185
OG0003145	T265_10158, T265_10168, T265_16083	EWB00_010319.1, EWB00_010319.2
OG0003146	T265_00190	EWB00_003651.1, EWB00_003651.2
OG0003147	T265_04879	EWB00_003001
OG0003148	T265_05214	EWB00_005096
OG0003149	T265_14469	EWB00_001204.1, EWB00_001204.2
OG0003150	T265_03278	EWB00_001265.1, EWB00_001265.2
OG0003151	T265_13108	EWB00_005365.1, EWB00_005365.2
OG0003152	T265_13663, T265_16373, T265_07971, T265_16076	EWB00_001276
OG0003153	T265_11495	EWB00_010929
OG0003154	T265_08108	EWB00_006862
OG0003155	T265_07187	EWB00_006098
OG0003156	T265_05065	EWB00_003140.1, EWB00_003140.2, EWB00_003140.3
OG0003157	T265_07210	EWB00_006792.1, EWB00_006792.2
OG0003158	T265_03832	EWB00_011385.1, EWB00_011385.2, EWB00_011384
OG0003159	T265_10689	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3
OG0003160	T265_03695	EWB00_006450.1, EWB00_006450.2
OG0003161	T265_00163	EWB00_000220
OG0003164	T265_07313	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2
OG0003167	T265_04823, T265_15925	EWB00_000793
OG0003168	T265_00599	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5
OG0003169	T265_10047	EWB00_010284
OG0003170	T265_09151	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6
OG0003171	T265_14761, T265_14762	EWB00_004526.1, EWB00_004526.2
OG0003172	T265_12118, T265_11052	EWB00_002386
OG0003173	T265_02971	EWB00_010898.3, EWB00_010898.1, EWB00_010898.2
OG0003174	T265_08480	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5
OG0003175	T265_16305, T265_12278, T265_09707, T265_16168	EWB00_000578
OG0003176	T265_13135	EWB00_008649
OG0003177	T265_11345	EWB00_006979
OG0003178	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328	EWB00_002919
OG0003179	T265_01970	EWB00_001187
OG0003180	T265_15379	EWB00_004845.1, EWB00_004845.2
OG0003181	T265_12891	EWB00_004341
OG0003182	T265_10341	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2
OG0003183	T265_04369, T265_16026	EWB00_002692
OG0003184	T265_03526	EWB00_003317.1, EWB00_003317.2
OG0003185	T265_15307	EWB00_002783
OG0003186	T265_04885	EWB00_002899.1, EWB00_002899.2
OG0003187	T265_00780	EWB00_010930.1, EWB00_011372, EWB00_010930.2
OG0003188	T265_07818	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3
OG0003189	T265_01242	EWB00_005148.1, EWB00_005148.2
OG0003190	T265_11076	EWB00_011302
OG0003191	T265_13899	EWB00_006882.1, EWB00_006882.2
OG0003192	T265_08136	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2
OG0003193	T265_05017	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3
OG0003194	T265_03962	EWB00_009436.1, EWB00_009436.2
