Orthogroup	opisthorchis_viverrini	schistosoma_spindale
OG0002580	T265_00177	SSPN1_57330.1
OG0002581	T265_00663	SSPN1_63620.1, SSPN1_63620.2
OG0002582	T265_04496	SSPN1_35910.1
OG0002583	T265_08898	SSPN1_84650.1
OG0002584	T265_13055	SSPN1_31890.1
OG0002586	T265_09506, T265_03414	SSPN1_11870.1
OG0002587	T265_06030	SSPN1_79770.1, SSPN1_79770.3, SSPN1_79770.2, SSPN1_79770.4, SSPN1_79770.5
OG0002588	T265_08785	SSPN1_63020.1
OG0002589	T265_04177	SSPN1_63210.1
OG0002590	T265_13106	SSPN1_73600.1, SSPN1_73600.2
OG0002591	T265_11493	SSPN1_75530.1
OG0002592	T265_14197	SSPN1_26410.1
OG0002593	T265_02360	SSPN1_76960.1
OG0002594	T265_02363	SSPN1_76940.1
OG0002595	T265_02820	SSPN1_46850.1, SSPN1_46850.2
OG0002596	T265_05825	SSPN1_73250.1, SSPN1_73250.3, SSPN1_73250.2
OG0002597	T265_12817, T265_12684	SSPN1_17570.5, SSPN1_17570.4, SSPN1_17570.2, SSPN1_17570.1, SSPN1_17570.3
OG0002598	T265_11007	SSPN1_36670.2, SSPN1_36670.7, SSPN1_36670.1, SSPN1_36670.3, SSPN1_36670.4, SSPN1_36670.6, SSPN1_36670.5
OG0002599	T265_03901	SSPN1_58280.3, SSPN1_58280.2, SSPN1_58280.1
OG0002600	T265_10026	SSPN1_45940.1, SSPN1_45940.2
OG0002601	T265_03324	SSPN1_16560.1
OG0002602	T265_11163	SSPN1_9550.1
OG0002603	T265_01188	SSPN1_60960.1, SSPN1_60960.2, SSPN1_60960.3, SSPN1_60960.4, SSPN1_60960.5, SSPN1_60960.6
OG0002604	T265_10922	SSPN1_2350.1
OG0002605	T265_09297	SSPN1_47830.2, SSPN1_47830.1, SSPN1_47830.3
OG0002606	T265_15010	SSPN1_82250.1
OG0002607	T265_15621	SSPN1_37510.3, SSPN1_37510.4, SSPN1_37510.2, SSPN1_37510.1
OG0002608	T265_03557	SSPN1_46690.1, SSPN1_46690.3, SSPN1_46690.2
OG0002609	T265_06812	SSPN1_3780.1, SSPN1_3780.2, SSPN1_3780.3
OG0002610	T265_04076, T265_15961	SSPN1_41220.1, SSPN1_41220.2
OG0002611	T265_10160	SSPN1_13850.1, SSPN1_13850.2
OG0002613	T265_08303, T265_07594	SSPN1_43940.1, SSPN1_67280.1
OG0002614	T265_15097, T265_16170	SSPN1_600.1
OG0002616	T265_04004	SSPN1_33700.6, SSPN1_33700.3, SSPN1_33700.5, SSPN1_33700.1, SSPN1_33700.2, SSPN1_33700.4
OG0002617	T265_04692	SSPN1_39710.2, SSPN1_39710.3, SSPN1_39710.1
OG0002618	T265_06714, T265_16357	SSPN1_55420.5, SSPN1_55420.3, SSPN1_55420.1, SSPN1_55420.2, SSPN1_55420.4
OG0002619	T265_10984	SSPN1_64190.1, SSPN1_64190.2, SSPN1_64190.3, SSPN1_61460.1
OG0002620	T265_08636	SSPN1_29210.1
OG0002621	T265_09809	SSPN1_8280.1
OG0002622	T265_11458	SSPN1_54650.4, SSPN1_54650.2, SSPN1_54650.3, SSPN1_54650.1, SSPN1_54660.1, SSPN1_54660.2
OG0002623	T265_04416	SSPN1_19250.1, SSPN1_19250.2
OG0002624	T265_07686	SSPN1_14150.1
OG0002625	T265_06474	SSPN1_34870.1, SSPN1_34870.2, SSPN1_34870.3
OG0002626	T265_08212	SSPN1_55610.1
OG0002627	T265_03218	SSPN1_17640.1, SSPN1_17640.2, SSPN1_17640.3, SSPN1_17640.4, SSPN1_17640.5
OG0002628	T265_08624	SSPN1_40460.1
OG0002629	T265_13471	SSPN1_88010.1
OG0002630	T265_01008	SSPN1_8690.1
OG0002631	T265_05687	SSPN1_24110.2, SSPN1_24110.1, SSPN1_24110.3
OG0002632	T265_06015	SSPN1_81610.1, SSPN1_81610.2
OG0002633	T265_04018	SSPN1_31070.1, SSPN1_31070.2
OG0002634	T265_05042	SSPN1_23940.1, SSPN1_23940.2
OG0002635	T265_06947	SSPN1_22420.1
OG0002636	T265_12437	SSPN1_77190.3, SSPN1_77190.1, SSPN1_77190.2, SSPN1_77190.4
OG0002637	T265_14280, T265_14279	SSPN1_90780.1
OG0002638	T265_01339	SSPN1_52370.1, SSPN1_52370.2
OG0002639	T265_06794	SSPN1_57820.1, SSPN1_57820.2
OG0002640	T265_08171	SSPN1_19930.1, SSPN1_19930.2, SSPN1_19930.5, SSPN1_19930.3, SSPN1_19930.4
OG0002641	T265_11303	SSPN1_51800.1, SSPN1_51800.2
OG0002642	T265_06912	SSPN1_1400.1
OG0002643	T265_10968	SSPN1_4130.1, SSPN1_4130.2, SSPN1_4130.3
OG0002644	T265_14640	SSPN1_62250.1
OG0002645	T265_00224	SSPN1_20510.1
OG0002646	T265_05691	SSPN1_25970.2, SSPN1_25970.3, SSPN1_25970.1
OG0002647	T265_03821	SSPN1_85040.1
OG0002648	T265_04212	SSPN1_6520.1
OG0002649	T265_05362	SSPN1_30620.1, SSPN1_30620.2
OG0002650	T265_14961	SSPN1_8290.1
OG0002651	T265_13532, T265_13531	SSPN1_19890.1, SSPN1_19890.4, SSPN1_19890.2, SSPN1_19890.3
OG0002652	T265_03490, T265_03489	SSPN1_43600.2, SSPN1_43600.1, SSPN1_43600.3, SSPN1_43600.4, SSPN1_43610.1, SSPN1_43610.2
OG0002653	T265_05349	SSPN1_86800.1, SSPN1_86800.2
OG0002654	T265_15265	SSPN1_77950.3, SSPN1_77950.4, SSPN1_77950.1, SSPN1_77950.2
OG0002655	T265_07489	SSPN1_54940.1, SSPN1_54940.2
OG0002656	T265_13304	SSPN1_10270.1, SSPN1_10270.2, SSPN1_10270.3, SSPN1_10270.4
OG0002657	T265_13545	SSPN1_14650.2, SSPN1_14650.1
OG0002658	T265_00747, T265_12627	SSPN1_28440.1, SSPN1_28440.2
OG0002660	T265_00945	SSPN1_2530.1
OG0002661	T265_13706	SSPN1_65570.1
OG0002662	T265_14428	SSPN1_80490.1
OG0002663	T265_10211	SSPN1_81100.1
OG0002664	T265_11068, T265_16106	SSPN1_92590.1, SSPN1_92590.2, SSPN1_92590.3
OG0002665	T265_06844, T265_16075	SSPN1_48640.1
OG0002666	T265_10120	SSPN1_38390.2, SSPN1_38390.5, SSPN1_38390.4, SSPN1_38390.6, SSPN1_38390.1, SSPN1_38390.3
OG0002667	T265_03243	SSPN1_26520.1
OG0002668	T265_01423	SSPN1_66710.1
OG0002669	T265_13389	SSPN1_87110.1, SSPN1_87110.2
OG0002670	T265_02796	SSPN1_27600.1, SSPN1_27600.2
OG0002671	T265_04847	SSPN1_90110.2, SSPN1_90110.1
OG0002672	T265_00778	SSPN1_71060.1, SSPN1_71050.1, SSPN1_71050.3, SSPN1_71050.4, SSPN1_71050.2
OG0002673	T265_14755	SSPN1_71170.1
OG0002674	T265_02974, T265_09573	SSPN1_26680.1
OG0002675	T265_01135	SSPN1_20610.4, SSPN1_20610.5, SSPN1_20610.1, SSPN1_20610.2, SSPN1_20610.3, SSPN1_20610.6
OG0002676	T265_08124	SSPN1_66060.1
OG0002677	T265_11806	SSPN1_61680.3, SSPN1_61680.1, SSPN1_61680.2
OG0002678	T265_14495, T265_08174	SSPN1_7500.1, SSPN1_7510.1
OG0002679	T265_14188	SSPN1_77610.2, SSPN1_77610.1
OG0002680	T265_01156	SSPN1_57610.1, SSPN1_57610.2, SSPN1_57610.5, SSPN1_57610.3, SSPN1_57610.4
OG0002681	T265_11893, T265_11894	SSPN1_26270.1
OG0002682	T265_10217	SSPN1_9420.1, SSPN1_9420.2
OG0002683	T265_13830	SSPN1_90910.1, SSPN1_90900.1
OG0002684	T265_05163	SSPN1_81820.1
OG0002685	T265_09546	SSPN1_14760.1, SSPN1_14770.1
OG0002686	T265_13273	SSPN1_52080.1, SSPN1_52080.2
OG0002687	T265_04020, T265_04336	SSPN1_28160.1
OG0002688	T265_11653	SSPN1_24860.1
OG0002689	T265_04523	SSPN1_24890.1
OG0002690	T265_09672	SSPN1_39600.1
OG0002691	T265_15871	SSPN1_80430.5, SSPN1_80430.1, SSPN1_80430.3, SSPN1_80430.2, SSPN1_80430.4
OG0002692	T265_11446	SSPN1_17840.1
OG0002693	T265_02440	SSPN1_46660.1, SSPN1_46670.1
OG0002694	T265_04234, T265_07936	SSPN1_89870.1, SSPN1_89870.2, SSPN1_89870.3, SSPN1_89870.4
OG0002696	T265_08323	SSPN1_36970.1, SSPN1_36970.2
OG0002697	T265_08181	SSPN1_19680.4, SSPN1_19680.3, SSPN1_19680.1, SSPN1_19680.2
OG0002698	T265_12501	SSPN1_2400.2, SSPN1_2400.1
OG0002699	T265_03019	SSPN1_5250.1, SSPN1_5250.2
OG0002700	T265_02734	SSPN1_92950.1
OG0002701	T265_00287	SSPN1_53150.1, SSPN1_53200.1
OG0002709	T265_09385	SSPN1_8010.1
OG0002710	T265_02910, T265_02911	SSPN1_260.1, SSPN1_260.2, SSPN1_260.3
OG0002711	T265_11288	SSPN1_87280.1, SSPN1_87280.2, SSPN1_87280.3, SSPN1_87280.4
OG0002713	T265_05798	SSPN1_46240.1, SSPN1_46240.2
OG0002714	T265_09095	SSPN1_74590.1
OG0002715	T265_02021	SSPN1_63600.1
OG0002716	T265_07182, T265_14219	SSPN1_57360.1
OG0002717	T265_01862, T265_16344	SSPN1_86660.1, SSPN1_86660.2
OG0002718	T265_08451, T265_10568	SSPN1_58180.1, SSPN1_58180.2, SSPN1_58180.3
OG0002719	T265_06423	SSPN1_5600.1, SSPN1_5600.2
OG0002720	T265_09225, T265_09226	SSPN1_5060.1, SSPN1_5060.2
OG0002721	T265_11661	SSPN1_91530.1, SSPN1_91530.2
OG0002722	T265_08585	SSPN1_21190.1
OG0002724	T265_12997	SSPN1_78920.1, SSPN1_78920.2
OG0002725	T265_08421	SSPN1_4260.1
OG0002726	T265_08999	SSPN1_29820.1
OG0002727	T265_00821	SSPN1_70900.1, SSPN1_70900.2
OG0002728	T265_06495	SSPN1_8410.1
OG0002729	T265_13191, T265_07546, T265_07956, T265_14318	SSPN1_14530.1
OG0002730	T265_02419, T265_16240	SSPN1_77700.1, SSPN1_77720.1, SSPN1_77730.1
OG0002731	T265_01959, T265_13402	SSPN1_44780.3, SSPN1_44780.1, SSPN1_44780.2
OG0002732	T265_14352	SSPN1_57670.1
OG0002733	T265_13194, T265_16356	SSPN1_23460.1, SSPN1_23460.2
OG0002734	T265_13416	SSPN1_41000.1, SSPN1_41000.2
OG0002736	T265_03760	SSPN1_23420.1
OG0002737	T265_05897	SSPN1_34330.1, SSPN1_34330.4, SSPN1_34330.3, SSPN1_34330.2
OG0002739	T265_09407	SSPN1_17350.1
OG0002740	T265_02573	SSPN1_31390.3, SSPN1_31390.1, SSPN1_31390.2, SSPN1_31390.4
OG0002741	T265_10545, T265_11017	SSPN1_13310.1, SSPN1_13310.2, SSPN1_13310.3
OG0002742	T265_12515	SSPN1_68670.1, SSPN1_68670.2
OG0002743	T265_15636	SSPN1_40610.2, SSPN1_40610.1
OG0002744	T265_06158	SSPN1_55810.1
OG0002745	T265_05355	SSPN1_88770.11, SSPN1_88770.12, SSPN1_88770.13, SSPN1_88770.14, SSPN1_88770.15, SSPN1_88810.1
OG0002747	T265_11759	SSPN1_24710.1, SSPN1_24720.1, SSPN1_24730.1, SSPN1_24740.1, SSPN1_24750.1
OG0002748	T265_13947, T265_06098	SSPN1_35640.1, SSPN1_35640.6, SSPN1_35640.4, SSPN1_35640.3, SSPN1_35640.5, SSPN1_35640.2
OG0002749	T265_06761	SSPN1_46160.1, SSPN1_46170.1, SSPN1_46180.1
OG0002750	T265_13284, T265_16195	SSPN1_45520.1, SSPN1_45530.1
OG0002751	T265_00573	SSPN1_31110.1
OG0002752	T265_00423, T265_16111	SSPN1_67530.1, SSPN1_67530.2
OG0002755	T265_09929	SSPN1_3790.1, SSPN1_3790.2, SSPN1_3790.3
OG0002756	T265_00650	SSPN1_56080.4, SSPN1_56080.3, SSPN1_56080.1, SSPN1_56080.2
OG0002757	T265_00762	SSPN1_39020.1, SSPN1_39020.2
OG0002758	T265_00955	SSPN1_5310.1, SSPN1_5310.2, SSPN1_5310.3, SSPN1_5310.4
OG0002759	T265_03239	SSPN1_27080.1, SSPN1_27080.2
OG0002760	T265_11036, T265_11034, T265_11035	SSPN1_3460.1, SSPN1_3460.2
OG0002761	T265_03044	SSPN1_6240.5, SSPN1_6220.1, SSPN1_6240.3, SSPN1_6240.1, SSPN1_6240.2, SSPN1_6240.4
OG0002762	T265_13549	SSPN1_92130.1
OG0002763	T265_13464	SSPN1_75640.1, SSPN1_75640.2
OG0002764	T265_08194, T265_02184, T265_02185	SSPN1_30510.3, SSPN1_30510.1, SSPN1_30510.2
OG0002765	T265_05839	SSPN1_66430.1, SSPN1_66440.1
OG0002766	T265_00330	SSPN1_70150.1
OG0002767	T265_06760	SSPN1_47840.1, SSPN1_47840.2, SSPN1_47840.3
OG0002768	T265_10258, T265_16169	SSPN1_2170.1, SSPN1_2170.2, SSPN1_2170.3
OG0002769	T265_01046	SSPN1_25150.7, SSPN1_25150.6, SSPN1_25150.8, SSPN1_25150.1, SSPN1_25150.2, SSPN1_25150.3, SSPN1_25150.4, SSPN1_25150.5
OG0002771	T265_08021, T265_08022	SSPN1_37190.1, SSPN1_37180.1
OG0002774	T265_05258	SSPN1_2670.1, SSPN1_2690.1
OG0002776	T265_11356	SSPN1_71840.1, SSPN1_71840.2, SSPN1_71840.3, SSPN1_71840.4, SSPN1_71840.5
OG0002777	T265_05823	SSPN1_73260.3, SSPN1_73260.2, SSPN1_73260.1
OG0002778	T265_09444	SSPN1_92010.1, SSPN1_92010.3, SSPN1_92010.4, SSPN1_92010.5, SSPN1_92010.2
OG0002779	T265_14542	SSPN1_37590.1
OG0002781	T265_07481	SSPN1_25540.1
OG0002782	T265_12327, T265_10961, T265_01932	SSPN1_75960.1, SSPN1_75960.2, SSPN1_75970.1
OG0002783	T265_00286	SSPN1_52420.1
OG0002784	T265_01050	SSPN1_25160.1
OG0002785	T265_13376	SSPN1_68520.3, SSPN1_68520.5, SSPN1_68520.1, SSPN1_68520.2, SSPN1_68520.4
OG0002786	T265_13497	SSPN1_17810.1, SSPN1_17810.2
OG0002787	T265_03074	SSPN1_7180.1
OG0002788	T265_01005	SSPN1_19760.3, SSPN1_19760.4, SSPN1_19760.1, SSPN1_19760.2
OG0002789	T265_08482	SSPN1_11640.1, SSPN1_11640.2, SSPN1_11640.3
OG0002790	T265_02675	SSPN1_73610.1
OG0002791	T265_06735	SSPN1_2580.1
OG0002792	T265_06771	SSPN1_53810.1
OG0002793	T265_04394	SSPN1_19110.1
OG0002794	T265_15249, T265_15899	SSPN1_90210.2, SSPN1_90210.1, SSPN1_90210.3, SSPN1_90210.4
OG0002795	T265_07477	SSPN1_25430.1
OG0002796	T265_13167	SSPN1_17110.1
OG0002797	T265_04341	SSPN1_34550.2, SSPN1_34550.1, SSPN1_34550.3
OG0002798	T265_13131	SSPN1_71470.1
OG0002799	T265_07700, T265_14359, T265_14358	SSPN1_81050.1
OG0002800	T265_14735	SSPN1_76650.3, SSPN1_76650.1, SSPN1_76650.2
OG0002802	T265_07569	SSPN1_87510.1
OG0002803	T265_03781	SSPN1_25700.3, SSPN1_25700.1, SSPN1_25700.2
OG0002804	T265_13660	SSPN1_31710.1
OG0002805	T265_12771	SSPN1_54150.1
OG0002806	T265_15954, T265_07440, T265_16235	SSPN1_68110.1, SSPN1_68110.2
OG0002807	T265_06189	SSPN1_13160.1
OG0002808	T265_04515	SSPN1_62120.1, SSPN1_62110.1
OG0002809	T265_12974	SSPN1_78720.1
OG0002810	T265_06252	SSPN1_36120.1
OG0002811	T265_10010	SSPN1_20970.1
OG0002812	T265_04204, T265_13449	SSPN1_82610.1, SSPN1_82610.2, SSPN1_82630.1, SSPN1_82630.3, SSPN1_82630.2
OG0002814	T265_05382	SSPN1_22830.1
OG0002815	T265_10978	SSPN1_60690.1, SSPN1_60700.1
OG0002816	T265_08032	SSPN1_12390.1
OG0002817	T265_04006	SSPN1_33690.1, SSPN1_33690.2
OG0002818	T265_08927, T265_01280	SSPN1_72540.1
OG0002819	T265_09770	SSPN1_66090.2, SSPN1_66090.1
OG0002820	T265_02159	SSPN1_71920.1
OG0002821	T265_03347	SSPN1_4180.1, SSPN1_4180.2, SSPN1_4180.3
OG0002822	T265_07965	SSPN1_20650.1, SSPN1_20650.2, SSPN1_20650.3, SSPN1_20650.4
OG0002823	T265_05525	SSPN1_15560.1, SSPN1_15560.2
OG0002824	T265_10376	SSPN1_1880.1
OG0002825	T265_07639	SSPN1_47140.1
OG0002826	T265_11221, T265_15380	SSPN1_39520.1
OG0002827	T265_03736	SSPN1_26190.1, SSPN1_26190.2, SSPN1_26190.3
OG0002828	T265_09896	SSPN1_26990.1
OG0002829	T265_06804	SSPN1_63510.2, SSPN1_63510.1, SSPN1_63510.3
OG0002830	T265_15416	SSPN1_22680.1
OG0002831	T265_06375	SSPN1_15040.1
OG0002832	T265_03399	SSPN1_78390.1
OG0002834	T265_11271	SSPN1_3500.1, SSPN1_3500.2, SSPN1_3500.3
OG0002835	T265_04910	SSPN1_88130.3, SSPN1_88130.1, SSPN1_88130.2
OG0002836	T265_03775	SSPN1_24540.1
OG0002837	T265_03657	SSPN1_15030.1, SSPN1_15030.2
OG0002838	T265_11730	SSPN1_18350.1
OG0002839	T265_00320	SSPN1_68680.1
OG0002840	T265_13355	SSPN1_87890.1
OG0002841	T265_10889	SSPN1_49090.1, SSPN1_30540.1
OG0002842	T265_12366, T265_08849, T265_15989	SSPN1_68940.1
OG0002844	T265_14223, T265_05563	SSPN1_57380.1, SSPN1_57380.2
OG0002845	T265_13463	SSPN1_19620.2, SSPN1_19620.1, SSPN1_19620.3
OG0002846	T265_16173	SSPN1_12570.1, SSPN1_12570.2
OG0002847	T265_00612	SSPN1_55820.1, SSPN1_55830.1
OG0002848	T265_14189, T265_08788	SSPN1_63000.1
OG0002849	T265_06370	SSPN1_18150.1
OG0002851	T265_08012, T265_12159, T265_14456, T265_08013	SSPN1_86340.1
OG0002852	T265_10322	SSPN1_18240.1
OG0002853	T265_09115	SSPN1_70320.1, SSPN1_70320.2, SSPN1_70320.4, SSPN1_70320.3, SSPN1_70320.5
OG0002854	T265_02955, T265_13136	SSPN1_36350.1
OG0002855	T265_08034	SSPN1_13640.1
OG0002856	T265_06755	SSPN1_51630.1, SSPN1_51630.2
OG0002857	T265_01821, T265_01444	SSPN1_61040.1
OG0002858	T265_01858	SSPN1_20490.1
OG0002859	T265_02034	SSPN1_61400.1
OG0002860	T265_14764	SSPN1_74530.1
OG0002861	T265_08733, T265_14653	SSPN1_84860.1, SSPN1_84860.2
OG0002863	T265_16256, T265_04944	SSPN1_13450.1
OG0002864	T265_13279	SSPN1_52030.1, SSPN1_52030.2
OG0002865	T265_01001	SSPN1_19800.1
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	SSPN1_35130.1, SSPN1_35140.1
OG0002867	T265_14794	SSPN1_3720.1
OG0002868	T265_04776, T265_04777	SSPN1_84010.1
OG0002869	T265_02470	SSPN1_2000.1
OG0002870	T265_02369	SSPN1_45960.1, SSPN1_45960.2, SSPN1_45960.3
OG0002871	T265_05892	SSPN1_43560.1, SSPN1_43560.2, SSPN1_43560.3, SSPN1_43560.4
OG0002872	T265_06839	SSPN1_47980.1
OG0002873	T265_05961	SSPN1_88460.3, SSPN1_88460.1, SSPN1_88460.2
OG0002874	T265_13044	SSPN1_31360.1
OG0002875	T265_08601	SSPN1_49550.1
OG0002876	T265_09158	SSPN1_68180.5, SSPN1_68180.1, SSPN1_68180.2, SSPN1_68180.3, SSPN1_68180.4, SSPN1_68180.6
OG0002877	T265_15585	SSPN1_63560.1
OG0002878	T265_09786	SSPN1_65500.1, SSPN1_65500.2
OG0002879	T265_00994	SSPN1_10710.1
OG0002880	T265_15974, T265_16333, T265_16372	SSPN1_20900.1
OG0002881	T265_03918	SSPN1_57170.1
OG0002882	T265_08367, T265_08365, T265_08366	SSPN1_11130.1, SSPN1_11140.1
OG0002883	T265_00123	SSPN1_49460.1, SSPN1_49460.2
OG0002884	T265_01404	SSPN1_59560.1, SSPN1_59560.2, SSPN1_59560.4, SSPN1_59560.3
OG0002885	T265_03301, T265_03258	SSPN1_45250.1
OG0002886	T265_00431	SSPN1_71600.1
OG0002889	T265_09957	SSPN1_79070.1
OG0002890	T265_15384	SSPN1_26600.1, SSPN1_26600.2, SSPN1_26600.3
OG0002892	T265_12956	SSPN1_73540.1, SSPN1_73550.1, SSPN1_73560.1
OG0002893	T265_13538	SSPN1_8310.1
OG0002902	T265_10089	SSPN1_31670.1
OG0002903	T265_01720, T265_16142, T265_15992	SSPN1_68990.1
OG0002904	T265_00938, T265_12671, T265_16281	SSPN1_21130.1
OG0002905	T265_13028, T265_02524	SSPN1_58420.1, SSPN1_58420.2
OG0002906	T265_10987	SSPN1_27950.1
OG0002907	T265_00957	SSPN1_5330.1
OG0002908	T265_13687, T265_15239	SSPN1_66070.3, SSPN1_66070.1, SSPN1_66070.2, SSPN1_66070.4
OG0002910	T265_13256	SSPN1_11380.1
OG0002911	T265_13253	SSPN1_15650.1, SSPN1_15650.2
OG0002912	T265_12025, T265_15674	SSPN1_59790.1
OG0002913	T265_08468, T265_12220	SSPN1_20350.4, SSPN1_20350.5, SSPN1_20350.2, SSPN1_20350.3, SSPN1_20350.1
OG0002914	T265_10038	SSPN1_14310.1
OG0002915	T265_13119	SSPN1_74560.1, SSPN1_74560.3, SSPN1_74560.2, SSPN1_74560.4
OG0002916	T265_02505	SSPN1_13400.1, SSPN1_13400.2
OG0002917	T265_10733	SSPN1_22300.1, SSPN1_22300.2
OG0002918	T265_06975	SSPN1_78140.2, SSPN1_78140.1, SSPN1_78140.3
OG0002919	T265_07324	SSPN1_83070.1
OG0002921	T265_07949	SSPN1_91510.1
OG0002922	T265_02668	SSPN1_73620.1, SSPN1_73620.2
OG0002923	T265_12590	SSPN1_63400.1
OG0002924	T265_09413	SSPN1_16440.1, SSPN1_16440.2, SSPN1_16440.3, SSPN1_16440.4
OG0002925	T265_03081	SSPN1_17150.1
OG0002926	T265_01295	SSPN1_38420.1
OG0002927	T265_03127	SSPN1_20810.1
OG0002928	T265_13841	SSPN1_72160.1
OG0002929	T265_00854	SSPN1_21830.1
OG0002930	T265_09338	SSPN1_39290.1
OG0002931	T265_10381	SSPN1_1890.1
OG0002932	T265_12802	SSPN1_43450.1
OG0002933	T265_13654, T265_16004, T265_13655	SSPN1_30710.1
OG0002934	T265_07078	SSPN1_89660.1
OG0002935	T265_01577	SSPN1_58900.1
OG0002936	T265_02894	SSPN1_45170.1
OG0002938	T265_04269, T265_04417, T265_04418	SSPN1_76160.1
OG0002939	T265_03203	SSPN1_17690.1, SSPN1_17690.2, SSPN1_17690.3, SSPN1_17690.4
OG0002940	T265_12767, T265_01318	SSPN1_46500.1, SSPN1_46500.2, SSPN1_46500.3
OG0002941	T265_10241	SSPN1_53210.1, SSPN1_53220.1
OG0002942	T265_02787	SSPN1_75480.1, SSPN1_75470.1
OG0002943	T265_13089	SSPN1_75500.1
OG0002944	T265_10544	SSPN1_13320.4, SSPN1_13320.1, SSPN1_13320.2, SSPN1_13320.3
OG0002945	T265_11225	SSPN1_74850.1
OG0002946	T265_11123, T265_15274, T265_09246, T265_02088	SSPN1_11540.1
OG0002947	T265_09749	SSPN1_86530.2, SSPN1_86530.1, SSPN1_86530.3
OG0002948	T265_10715	SSPN1_63680.2, SSPN1_63680.3, SSPN1_63680.1, SSPN1_63680.4, SSPN1_63680.5
OG0002949	T265_02799	SSPN1_36830.1, SSPN1_36830.2, SSPN1_36830.3
OG0002950	T265_04871	SSPN1_67430.1
OG0002951	T265_07586	SSPN1_33170.1, SSPN1_33170.2
OG0002952	T265_12773	SSPN1_48760.1, SSPN1_48770.1
OG0002953	T265_04423, T265_15987	SSPN1_3190.1, SSPN1_3190.4, SSPN1_3190.2, SSPN1_3190.3
OG0002954	T265_06597, T265_15941	SSPN1_64220.1
OG0002955	T265_14732	SSPN1_70870.1
OG0002956	T265_15076	SSPN1_91260.1
OG0002957	T265_00422	SSPN1_67510.1
OG0002958	T265_16166, T265_10751, T265_10762	SSPN1_57980.1, SSPN1_57980.2, SSPN1_57980.3
OG0002959	T265_13472	SSPN1_83990.1, SSPN1_83990.2, SSPN1_83990.3
OG0002960	T265_05712	SSPN1_47110.1
OG0002961	T265_11252	SSPN1_11980.1
OG0002962	T265_14105	SSPN1_58390.1, SSPN1_58390.2, SSPN1_58390.3, SSPN1_58390.4
OG0002964	T265_08700	SSPN1_24170.1, SSPN1_24160.1
OG0002965	T265_02144	SSPN1_89000.6, SSPN1_89000.2, SSPN1_89000.5, SSPN1_89000.4, SSPN1_89000.3, SSPN1_89000.7, SSPN1_89000.1
OG0002966	T265_04442	SSPN1_42490.1
OG0002967	T265_09516, T265_09515, T265_14873	SSPN1_63110.1
OG0002968	T265_14182, T265_14181	SSPN1_12190.1
OG0002969	T265_07415	SSPN1_51010.1
OG0002970	T265_12882	SSPN1_20530.1
OG0002971	T265_09283	SSPN1_61160.3, SSPN1_61160.1, SSPN1_61160.2
OG0002972	T265_00627	SSPN1_62460.1
OG0002973	T265_07435	SSPN1_46930.1
OG0002974	T265_15126	SSPN1_38360.1
OG0002975	T265_01518	SSPN1_32700.1
OG0002976	T265_03160	SSPN1_60670.1
OG0002977	T265_01592	SSPN1_7930.1
OG0002979	T265_11670	SSPN1_9790.4, SSPN1_9790.5, SSPN1_9790.6, SSPN1_9790.3, SSPN1_9790.1, SSPN1_9790.2
OG0002980	T265_00740	SSPN1_28230.1
OG0002981	T265_14186	SSPN1_72360.1
OG0002982	T265_13871	SSPN1_51920.1, SSPN1_51920.2
OG0002983	T265_02113, T265_15879	SSPN1_23710.1
OG0002984	T265_14382	SSPN1_17360.1
OG0002985	T265_15506	SSPN1_2110.2, SSPN1_2110.1
OG0002986	T265_10270, T265_10269	SSPN1_20430.1
OG0002988	T265_08760	SSPN1_89490.1
OG0002989	T265_09294	SSPN1_47810.1
OG0002990	T265_11604	SSPN1_77780.1, SSPN1_77780.2
OG0002991	T265_00107	SSPN1_38870.1
OG0002992	T265_12542	SSPN1_73060.1
OG0002993	T265_15836, T265_09955, T265_10213, T265_07127	SSPN1_80890.1
OG0002994	T265_14978	SSPN1_12170.1, SSPN1_12170.2
OG0002995	T265_10496	SSPN1_87010.1
OG0002996	T265_09556	SSPN1_15720.8, SSPN1_15720.7, SSPN1_15720.2, SSPN1_15720.3, SSPN1_15720.6, SSPN1_15720.9, SSPN1_15720.1, SSPN1_15720.4, SSPN1_15720.5
OG0002997	T265_11005	SSPN1_36550.1
OG0002998	T265_01464	SSPN1_43110.1
OG0002999	T265_10797	SSPN1_63830.1
OG0003000	T265_13667	SSPN1_25950.1
OG0003001	T265_06939	SSPN1_25900.1
OG0003002	T265_06956	SSPN1_12440.1
OG0003003	T265_10787	SSPN1_90220.2, SSPN1_90220.3, SSPN1_90220.4, SSPN1_90220.1
OG0003004	T265_02782	SSPN1_72270.1
OG0003006	T265_10485	SSPN1_82420.1
OG0003007	T265_14668	SSPN1_63080.1
OG0003008	T265_10063	SSPN1_38800.3, SSPN1_38800.1, SSPN1_38800.4, SSPN1_38800.2
OG0003009	T265_04390	SSPN1_6460.1
OG0003010	T265_13842	SSPN1_68030.1, SSPN1_68030.2
OG0003011	T265_07456	SSPN1_29270.1
OG0003012	T265_02531	SSPN1_62630.1, SSPN1_62630.2
OG0003013	T265_03958	SSPN1_75340.1
OG0003014	T265_14360	SSPN1_81120.1, SSPN1_81120.2
