Orthogroup	opisthorchis_viverrini	fasciola_gigantica
OG0003751	T265_03402	FGIG_08862
OG0003752	T265_08865	FGIG_08988
OG0003754	T265_07808	FGIG_09038
OG0003755	T265_06436	FGIG_09116
OG0003756	T265_08406	FGIG_09217
OG0003757	T265_03497	FGIG_09254
OG0003759	T265_05181	FGIG_09414
OG0003760	T265_10848, T265_05509, T265_09336	FGIG_09472
OG0003761	T265_08834	FGIG_09526
OG0003762	T265_11768	FGIG_09568
OG0003763	T265_02568	FGIG_09747, FGIG_09748
OG0003764	T265_02610	FGIG_09791
OG0003766	T265_09173	FGIG_09880
OG0003767	T265_00597	FGIG_09908
OG0003768	T265_15091	FGIG_10005
OG0003769	T265_05416	FGIG_10096
OG0003770	T265_03594	FGIG_10119
OG0003771	T265_15770, T265_15771	FGIG_10154
OG0003772	T265_00071	FGIG_10200
OG0003773	T265_07529, T265_07530	FGIG_10332
OG0003774	T265_01329	FGIG_10366
OG0003775	T265_09155, T265_08355	FGIG_10369
OG0003776	T265_14561	FGIG_10526
OG0003777	T265_01583	FGIG_10553
OG0003778	T265_07089	FGIG_12691, FGIG_10658
OG0003779	T265_05531	FGIG_10699
OG0003780	T265_13360	FGIG_10805
OG0003781	T265_04246	FGIG_10878
OG0003782	T265_06846	FGIG_10921
OG0003783	T265_12559	FGIG_11054, FGIG_10954
OG0003784	T265_00146, T265_12352, T265_15752	FGIG_10994
OG0003785	T265_04718	FGIG_11010
OG0003786	T265_01448	FGIG_11016
OG0003787	T265_10458, T265_11182	FGIG_11020
OG0003788	T265_11551	FGIG_11181
OG0003789	T265_11782	FGIG_11186
OG0003790	T265_07338	FGIG_11213
OG0003791	T265_13215	FGIG_11283
OG0003792	T265_07300	FGIG_11350
OG0003794	T265_07116	FGIG_11510
OG0003795	T265_08168	FGIG_11651
OG0003796	T265_11530, T265_11441, T265_11529	FGIG_11667, FGIG_11668
OG0003797	T265_13903	FGIG_11691
OG0003798	T265_09175	FGIG_11711
OG0003799	T265_02377	FGIG_12062, FGIG_11795
OG0003800	T265_05983	FGIG_11956
OG0003801	T265_08096	FGIG_12180
OG0003827	T265_13331	FGIG_00616, FGIG_00003
OG0003828	T265_02993, T265_03636, T265_02995, T265_03637	FGIG_00011
OG0003829	T265_10436	FGIG_00056
OG0003830	T265_09055	FGIG_00070, FGIG_00074
OG0003831	T265_11014, T265_11015	FGIG_00079
OG0003832	T265_10860	FGIG_00158, FGIG_07024, FGIG_07023
OG0003834	T265_05544	FGIG_00232
OG0003835	T265_11735	FGIG_00269
OG0003836	T265_08888	FGIG_00287
OG0003837	T265_09723	FGIG_00306, FGIG_00307
OG0003838	T265_07776	FGIG_00326
OG0003839	T265_05240	FGIG_00336
OG0003840	T265_14592	FGIG_00353
OG0003842	T265_15056	FGIG_00385
OG0003842	T265_08637, T265_08638	FGIG_05108
OG0003843	T265_14168	FGIG_00393, FGIG_08414
OG0003844	T265_00713	FGIG_00400
OG0003845	T265_02625	FGIG_11306, FGIG_00428
OG0003846	T265_06818	FGIG_00437, FGIG_01677
OG0003847	T265_10563	FGIG_00468
OG0003848	T265_07131	FGIG_00519
OG0003849	T265_15329	FGIG_00572
OG0003850	T265_00751	FGIG_00595
OG0003851	T265_05837, T265_13888	FGIG_00629
OG0003852	T265_14491	FGIG_00732
OG0003853	T265_08362	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	T265_03170, T265_03168, T265_03171, T265_03169	FGIG_00780
OG0003855	T265_12068	FGIG_00798
OG0003856	T265_10681	FGIG_00888, FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	T265_05336	FGIG_00916
OG0003858	T265_07459	FGIG_00980
OG0003859	T265_03929	FGIG_00987
OG0003860	T265_02613	FGIG_01015
OG0003861	T265_01889	FGIG_01052
OG0003863	T265_05699	FGIG_01209
OG0003864	T265_00327	FGIG_01322
OG0003865	T265_16087	FGIG_01481
OG0003866	T265_03366	FGIG_01504
OG0003867	T265_00021	FGIG_01563
OG0003868	T265_03172	FGIG_01607
OG0003869	T265_12812	FGIG_01647
OG0003872	T265_01200	FGIG_01778
OG0003873	T265_14902	FGIG_11719, FGIG_01823
OG0003874	T265_09712	FGIG_01842
OG0003875	T265_05982	FGIG_01914
OG0003876	T265_06523	FGIG_02374, FGIG_01932
OG0003877	T265_01126	FGIG_11477, FGIG_01966
OG0003878	T265_12724	FGIG_01968, FGIG_01967
OG0003879	T265_09833	FGIG_01984
OG0003881	T265_02017	FGIG_01997
OG0003882	T265_03801	FGIG_02010
OG0003883	T265_04185	FGIG_02048
OG0003884	T265_05578	FGIG_02121
OG0003885	T265_07522	FGIG_02125
OG0003886	T265_14515, T265_16100, T265_16102	FGIG_02170
OG0003887	T265_02629, T265_13056	FGIG_02184, FGIG_02185
OG0003888	T265_02628	FGIG_02242
OG0003889	T265_02775	FGIG_02322
OG0003890	T265_13252	FGIG_02376
OG0003891	T265_09065	FGIG_02407
OG0003892	T265_05178	FGIG_02423
OG0003894	T265_12868	FGIG_02591
OG0003895	T265_03559	FGIG_02599
OG0003896	T265_01211	FGIG_02846
OG0003897	T265_10035, T265_04263	FGIG_02852
OG0003899	T265_07211	FGIG_02890
OG0003900	T265_10723	FGIG_02900, FGIG_02902, FGIG_02901
OG0003902	T265_13594, T265_16150	FGIG_02959, FGIG_11065
OG0003903	T265_09767	FGIG_03135
OG0003904	T265_12792	FGIG_03352
OG0003905	T265_02716	FGIG_03393
OG0003906	T265_15259	FGIG_03505
OG0003907	T265_08382	FGIG_03506
OG0003908	T265_13254	FGIG_03591
OG0003909	T265_14652	FGIG_03609
OG0003910	T265_14467	FGIG_03621
OG0003911	T265_07148	FGIG_03669
OG0003912	T265_01757	FGIG_03688
OG0003913	T265_15870	FGIG_10929
OG0003913	T265_13380, T265_13379	FGIG_03851, FGIG_03850
OG0003914	T265_02342	FGIG_03927
OG0003915	T265_02343	FGIG_03928
OG0003916	T265_04956	FGIG_03943
OG0003917	T265_00965	FGIG_04060
OG0003918	T265_11784	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	T265_08326	FGIG_04137
OG0003920	T265_06647	FGIG_04156, FGIG_04155
OG0003921	T265_10885	FGIG_04189
OG0003922	T265_01385	FGIG_04203
OG0003923	T265_05966	FGIG_04324
OG0003924	T265_01221	FGIG_04356
OG0003925	T265_13740, T265_13742	FGIG_04385
OG0003926	T265_03768	FGIG_04518
OG0003927	T265_02043	FGIG_10656, FGIG_04526
OG0003928	T265_09914	FGIG_04587
OG0003929	T265_05791	FGIG_04599
OG0003930	T265_10020	FGIG_04625
OG0003931	T265_00356	FGIG_04718
OG0003932	T265_06772, T265_09511	FGIG_04730
OG0003933	T265_07605	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	T265_00259	FGIG_04768
OG0003936	T265_13452	FGIG_04828, FGIG_11562
OG0003937	T265_13217, T265_13216	FGIG_04877
OG0003938	T265_06118	FGIG_04978
OG0003939	T265_16172	FGIG_12288, FGIG_04990
OG0003940	T265_03321	FGIG_05014
OG0003941	T265_06268	FGIG_05050
OG0003942	T265_13372	FGIG_05081
OG0003943	T265_10688	FGIG_05084
OG0003945	T265_13755, T265_13756	FGIG_05090
OG0003946	T265_02108	FGIG_05104
OG0003947	T265_05884	FGIG_05121, FGIG_10420
OG0003948	T265_14150, T265_16082, T265_16108	FGIG_05177
OG0003949	T265_05466, T265_16243	FGIG_06624, FGIG_07754, FGIG_05200
OG0003950	T265_06273	FGIG_05215
OG0003951	T265_11981	FGIG_05363
OG0003952	T265_04156	FGIG_10477, FGIG_05428
OG0003953	T265_11268	FGIG_05452
OG0003955	T265_15588	FGIG_05559, FGIG_05558
OG0003956	T265_00672	FGIG_05637
OG0003957	T265_07581	FGIG_05699
OG0003958	T265_04262	FGIG_05787
OG0003959	T265_14829	FGIG_05793
OG0003960	T265_13631	FGIG_05953
OG0003961	T265_14901, T265_16141	FGIG_05986
OG0003964	T265_08186	FGIG_06245
OG0003965	T265_05582	FGIG_06274
OG0003967	T265_01515, T265_08210	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	T265_08006	FGIG_06386
OG0003969	T265_03015	FGIG_06572, FGIG_06460
OG0003970	T265_14765	FGIG_06593
OG0003971	T265_12912	FGIG_06692
OG0003972	T265_10338	FGIG_06758
OG0003973	T265_05669	FGIG_06783
OG0003974	T265_02855	FGIG_06804
OG0003975	T265_04899, T265_04898	FGIG_11767, FGIG_06881
OG0003976	T265_15106	FGIG_06895
OG0003977	T265_00385	FGIG_06932
OG0003978	T265_04067	FGIG_06985
OG0003979	T265_04589	FGIG_06991
OG0003980	T265_05217	FGIG_07039
OG0003982	T265_12819	FGIG_07101
OG0003983	T265_03139	FGIG_07261
OG0003984	T265_08473	FGIG_07263
OG0003985	T265_00185	FGIG_07357
OG0003986	T265_00664	FGIG_07377
OG0003987	T265_06432	FGIG_07392
OG0003988	T265_09190	FGIG_07398
OG0003989	T265_13605	FGIG_07404
OG0003991	T265_06214	FGIG_07491
OG0003992	T265_00578	FGIG_07502
OG0003993	T265_13785	FGIG_07542
OG0003994	T265_04732	FGIG_07556
OG0003995	T265_14455	FGIG_07617
OG0003996	T265_01337	FGIG_07671
OG0003997	T265_01440	FGIG_07690
OG0003999	T265_06186	FGIG_07704
OG0004000	T265_11435	FGIG_07722
OG0004001	T265_03300	FGIG_07728
OG0004002	T265_12865	FGIG_07771
OG0004003	T265_09720	FGIG_07799
OG0004004	T265_10247	FGIG_07804
OG0004005	T265_01501	FGIG_07885
OG0004006	T265_11320	FGIG_07897, FGIG_07898
OG0004007	T265_00321	FGIG_07927, FGIG_09279, FGIG_10211
OG0004008	T265_07509	FGIG_07946
OG0004009	T265_05235	FGIG_07965
OG0004010	T265_10401	FGIG_07974
OG0004011	T265_15136	FGIG_07994, FGIG_07995
OG0004013	T265_06164	FGIG_08116
OG0004015	T265_14492	FGIG_08192
OG0004016	T265_06913	FGIG_08264
OG0004018	T265_09487	FGIG_08463
OG0004019	T265_04159	FGIG_08505
OG0004023	T265_10136	FGIG_08753
OG0004024	T265_15006	FGIG_08887
OG0004025	T265_15600	FGIG_09037, FGIG_11992
OG0004026	T265_07030	FGIG_09070
OG0004027	T265_06744, T265_06749	FGIG_09071
OG0004029	T265_12763	FGIG_09133, FGIG_12175
OG0004030	T265_09691	FGIG_09443
OG0004031	T265_10121	FGIG_09448
OG0004032	T265_13989	FGIG_09479
OG0004033	T265_03646	FGIG_09501
OG0004034	T265_11229	FGIG_09615
OG0004035	T265_01826	FGIG_09825
OG0004036	T265_05064	FGIG_09982
OG0004037	T265_06695	FGIG_10078
OG0004038	T265_15026	FGIG_10194
OG0004039	T265_11226	FGIG_10267
OG0004040	T265_09084	FGIG_10324
OG0004041	T265_07133	FGIG_10368
OG0004042	T265_07612	FGIG_10476
OG0004043	T265_13544	FGIG_10610
OG0004044	T265_10408	FGIG_10622
OG0004045	T265_07773	FGIG_10730
OG0004046	T265_10261	FGIG_10733
OG0004047	T265_11840	FGIG_11077
OG0004048	T265_01163	FGIG_11145
OG0004049	T265_14846	FGIG_11149
OG0004050	T265_05910	FGIG_11225
OG0004051	T265_14071	FGIG_11332
OG0004053	T265_00562	FGIG_11613, FGIG_11614
OG0004054	T265_11970, T265_12010	FGIG_11634
OG0004055	T265_09068	FGIG_11635
OG0004056	T265_02438	FGIG_11734
OG0004057	T265_06863	FGIG_11968
OG0004058	T265_06127	FGIG_12090
OG0004059	T265_07021	FGIG_12168
OG0004060	T265_06303	FGIG_12205
OG0004061	T265_15066	FGIG_12490
OG0004062	T265_10152	FGIG_12491, FGIG_12533
OG0004063	T265_00247	FGIG_12493
OG0004089	T265_13365	FGIG_00094
OG0004090	T265_02229, T265_16354	FGIG_08089, FGIG_00099
OG0004091	T265_06336	FGIG_00123
OG0004092	T265_02459	FGIG_08687, FGIG_00129, FGIG_12170
OG0004093	T265_10684	FGIG_00137
OG0004095	T265_04428	FGIG_00204
OG0004096	T265_10832	FGIG_00235
OG0004097	T265_06723	FGIG_00266
OG0004098	T265_00462	FGIG_00314
OG0004099	T265_10950	FGIG_00331
OG0004100	T265_11652	FGIG_00340
OG0004101	T265_14006	FGIG_00513
OG0004102	T265_16205	FGIG_00520
OG0004103	T265_13771	FGIG_00555
OG0004105	T265_13816	FGIG_00670
OG0004106	T265_09532	FGIG_01195
OG0004107	T265_08527	FGIG_00744, FGIG_12302
OG0004108	T265_03501	FGIG_00763
OG0004109	T265_01896	FGIG_00805
OG0004110	T265_14124	FGIG_00863
OG0004111	T265_12464	FGIG_00928
OG0004112	T265_06196, T265_15640	FGIG_00949
OG0004113	T265_10735	FGIG_01059, FGIG_01060
OG0004114	T265_00417	FGIG_01067, FGIG_12023
OG0004115	T265_07618	FGIG_01091
OG0004116	T265_14856	FGIG_01116
OG0004117	T265_13258	FGIG_01169
OG0004118	T265_04082	FGIG_01299
OG0004120	T265_08318	FGIG_01382
OG0004122	T265_07472	FGIG_01583
OG0004123	T265_06900	FGIG_01590, FGIG_10678, FGIG_01591
OG0004125	T265_05718	FGIG_01692
OG0004126	T265_00012	FGIG_01739
OG0004127	T265_07518	FGIG_01761
OG0004128	T265_10514, T265_15170	FGIG_01774, FGIG_01773
OG0004129	T265_08402	FGIG_01779
OG0004130	T265_14412	FGIG_01825
OG0004131	T265_00896	FGIG_01828
OG0004132	T265_03785	FGIG_01871
OG0004134	T265_10819	FGIG_01944
OG0004135	T265_05000	FGIG_02013, FGIG_06043
OG0004135	T265_15889	FGIG_02012
OG0004136	T265_12875	FGIG_02135
OG0004137	T265_08007	FGIG_02159, FGIG_02158
OG0004139	T265_06601	FGIG_02232
OG0004140	T265_03524	FGIG_02357
OG0004141	T265_10583	FGIG_02377
OG0004142	T265_01654	FGIG_02442
OG0004143	T265_14143	FGIG_02449
OG0004144	T265_00492	FGIG_02479
OG0004145	T265_13026	FGIG_02490, FGIG_08599
OG0004146	T265_03626	FGIG_02517, FGIG_02518
OG0004147	T265_08082	FGIG_02529
OG0004148	T265_12921	FGIG_02560
OG0004149	T265_03110	FGIG_07360, FGIG_02689
OG0004150	T265_04361	FGIG_02848
OG0004151	T265_01198	FGIG_02921
OG0004152	T265_11343	FGIG_02938
OG0004153	T265_02251	FGIG_03054
OG0004154	T265_12101, T265_12303	FGIG_03061
OG0004155	T265_01949, T265_01948	FGIG_03067
OG0004156	T265_03364	FGIG_03076
OG0004157	T265_09215	FGIG_03081
OG0004158	T265_13415	FGIG_03087
OG0004159	T265_11617, T265_12729	FGIG_03124
OG0004160	T265_14169	FGIG_03130
OG0004161	T265_11847	FGIG_03167
OG0004163	T265_02001	FGIG_03279
OG0004164	T265_14364	FGIG_03301
OG0004165	T265_13867, T265_13868, T265_13084	FGIG_03328
OG0004166	T265_12680	FGIG_03450
OG0004167	T265_00254	FGIG_03452
OG0004168	T265_04759	FGIG_03567, FGIG_03566
OG0004169	T265_02972	FGIG_03612
OG0004170	T265_02137	FGIG_03647
OG0004171	T265_03809	FGIG_03673
OG0004172	T265_01982	FGIG_03693
OG0004173	T265_13455	FGIG_03709, FGIG_03708
OG0004174	T265_10362	FGIG_03765
OG0004175	T265_13069	FGIG_03799
OG0004176	T265_04579	FGIG_10320, FGIG_10319
OG0004177	T265_15313	FGIG_03905
OG0004178	T265_00496, T265_03495	FGIG_03931
OG0004179	T265_10209	FGIG_03944
OG0004180	T265_14191	FGIG_03945
OG0004182	T265_05167	FGIG_04018, FGIG_04019
OG0004183	T265_07332, T265_12052	FGIG_04032, FGIG_10573
OG0004184	T265_04436	FGIG_04054
OG0004186	T265_05348	FGIG_04104
OG0004187	T265_00488	FGIG_04174
OG0004188	T265_08264	FGIG_04201
OG0004189	T265_09513	FGIG_04234
OG0004190	T265_05322	FGIG_04237
OG0004191	T265_02742	FGIG_04238
OG0004192	T265_10547, T265_15930	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287
OG0004193	T265_03405	FGIG_07202
OG0004193	T265_04673, T265_15408	FGIG_04351
OG0004194	T265_10335	FGIG_04404
OG0004195	T265_01536	FGIG_04420
OG0004196	T265_14458	FGIG_04433
OG0004197	T265_12022	FGIG_04463
OG0004198	T265_12995, T265_07823, T265_07918	FGIG_04489
OG0004199	T265_08663	FGIG_04498
OG0004200	T265_01774	FGIG_04547
OG0004201	T265_06084, T265_09479	FGIG_04564
OG0004202	T265_03684, T265_03685	FGIG_04579
OG0004203	T265_12631, T265_00773	FGIG_04634, FGIG_08625
OG0004204	T265_02032	FGIG_04736
OG0004205	T265_13792	FGIG_04779
OG0004206	T265_04168	FGIG_04834
OG0004207	T265_08457	FGIG_04874
OG0004208	T265_01114	FGIG_04892
OG0004209	T265_13711	FGIG_04946
OG0004210	T265_03536	FGIG_04959
OG0004211	T265_00155	FGIG_05047
OG0004212	T265_00100	FGIG_05057, FGIG_05058
OG0004213	T265_04868	FGIG_05194
OG0004214	T265_06274	FGIG_05216
OG0004215	T265_01930	FGIG_05334
OG0004216	T265_13413, T265_04100	FGIG_05346, FGIG_08394
OG0004217	T265_05223	FGIG_05395, FGIG_11888
OG0004218	T265_08377	FGIG_05399
OG0004219	T265_05546, T265_13633	FGIG_05514
OG0004220	T265_07270, T265_12389	FGIG_05556
OG0004221	T265_03844	FGIG_05569
OG0004222	T265_14986	FGIG_10474, FGIG_05572
OG0004223	T265_02554	FGIG_05613
OG0004224	T265_01425	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641
OG0004225	T265_00292	FGIG_05671, FGIG_12695
OG0004226	T265_09575	FGIG_05776
OG0004227	T265_03194	FGIG_05819
OG0004228	T265_01144, T265_01143	FGIG_05863, FGIG_05862
OG0004229	T265_03264, T265_16209	FGIG_05864
OG0004230	T265_07108	FGIG_05881
OG0004231	T265_12636	FGIG_05984
OG0004232	T265_05930	FGIG_06092
OG0004233	T265_13865	FGIG_06188
OG0004234	T265_12465	FGIG_06198, FGIG_06199
OG0004235	T265_14099	FGIG_06261
OG0004236	T265_01977	FGIG_06327
OG0004237	T265_06373	FGIG_06380
OG0004238	T265_00784	FGIG_06408
OG0004239	T265_13992	FGIG_06424, FGIG_10940
OG0004241	T265_07689	FGIG_06477
OG0004242	T265_00138	FGIG_06484
OG0004243	T265_12892, T265_16162	FGIG_06536
OG0004244	T265_00600	FGIG_06683
OG0004245	T265_11640	FGIG_06787
OG0004246	T265_06470, T265_09579, T265_16156	FGIG_06824
OG0004247	T265_06897	FGIG_06962
OG0004248	T265_14621	FGIG_06977
OG0004249	T265_07754	FGIG_07030
OG0004250	T265_04820	FGIG_07031
OG0004251	T265_07428	FGIG_07113
OG0004252	T265_12488	FGIG_07149
OG0004253	T265_14369	FGIG_07217
OG0004255	T265_00684, T265_15948	FGIG_12413, FGIG_12569, FGIG_07497
OG0004256	T265_13382	FGIG_07633
OG0004257	T265_02520	FGIG_07682
OG0004258	T265_00828	FGIG_07694
OG0004259	T265_00918	FGIG_07801
OG0004260	T265_07402	FGIG_07802
OG0004261	T265_07403	FGIG_07803
OG0004263	T265_09541	FGIG_08013, FGIG_09167
OG0004264	T265_02831	FGIG_08046
OG0004265	T265_00766	FGIG_08066
OG0004266	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742	FGIG_08111
OG0004267	T265_03761	FGIG_08172
OG0004268	T265_02591	FGIG_08214
OG0004269	T265_03337	FGIG_08228
OG0004270	T265_08609	FGIG_08299
OG0004271	T265_10621	FGIG_08319
OG0004272	T265_04858, T265_16027	FGIG_08324
OG0004273	T265_03812	FGIG_08333
OG0004274	T265_05101	FGIG_08342
OG0004275	T265_08072, T265_08073	FGIG_08453
OG0004276	T265_06678	FGIG_08470
OG0004277	T265_14711	FGIG_08530
OG0004278	T265_07590	FGIG_08619
OG0004279	T265_07574	FGIG_08701
OG0004280	T265_02371	FGIG_08772
OG0004281	T265_09092	FGIG_08845
OG0004282	T265_13240, T265_13239	FGIG_08861
OG0004283	T265_02577, T265_15293	FGIG_08907, FGIG_08908
OG0004284	T265_13398, T265_13399	FGIG_08914
OG0004285	T265_03067	FGIG_08946
OG0004286	T265_13630	FGIG_09143
OG0004287	T265_04119	FGIG_11615, FGIG_09160
OG0004288	T265_01275	FGIG_09185
OG0004289	T265_08650	FGIG_09200
OG0004290	T265_03928	FGIG_09250
OG0004291	T265_03995	FGIG_09304
OG0004292	T265_03994	FGIG_09305
OG0004293	T265_00076	FGIG_09315
OG0004294	T265_04913	FGIG_09483
OG0004295	T265_09561	FGIG_09504
OG0004296	T265_00910	FGIG_09521
OG0004297	T265_05195	FGIG_09610
OG0004298	T265_06726	FGIG_12055, FGIG_12307, FGIG_09650
OG0004299	T265_02153	FGIG_09737
OG0004300	T265_09166, T265_09165, T265_16103	FGIG_09745
OG0004301	T265_12658	FGIG_09759
OG0004302	T265_12759	FGIG_09774
OG0004303	T265_05050	FGIG_09888, FGIG_09887, FGIG_09889
OG0004304	T265_09066, T265_09067	FGIG_09932
OG0004306	T265_14389	FGIG_10027
OG0004307	T265_07091	FGIG_10127
OG0004308	T265_15639, T265_15910	FGIG_10141
OG0004309	T265_08363	FGIG_10150
OG0004310	T265_00068	FGIG_10214
OG0004311	T265_00195	FGIG_10278
OG0004312	T265_03644	FGIG_10378
OG0004313	T265_14003	FGIG_10583
OG0004314	T265_11633	FGIG_10625
OG0004315	T265_13857	FGIG_10690
OG0004316	T265_12691	FGIG_10712
OG0004318	T265_02511	FGIG_10828
OG0004319	T265_12869	FGIG_10870
OG0004320	T265_09218	FGIG_10905, FGIG_12362
OG0004321	T265_04863	FGIG_10909
OG0004322	T265_01934	FGIG_11017
OG0004323	T265_13815	FGIG_11062
OG0004324	T265_08039	FGIG_11068
OG0004325	T265_09287	FGIG_11104
OG0004326	T265_16321, T265_15683	FGIG_11148
OG0004327	T265_13529	FGIG_11221
OG0004328	T265_08251	FGIG_11247, FGIG_11246
OG0004329	T265_07429	FGIG_11261
OG0004330	T265_07520	FGIG_11339
OG0004331	T265_08583	FGIG_11479
OG0004332	T265_08048	FGIG_11616, FGIG_12109
OG0004333	T265_07319	FGIG_11645
OG0004334	T265_13287	FGIG_11673
OG0004335	T265_13902	FGIG_11692
OG0004337	T265_05996	FGIG_12235
OG0004338	T265_07735	FGIG_12451
OG0004367	T265_13444, T265_13445, T265_16226	FGIG_00024
OG0004368	T265_04580	FGIG_00046
OG0004369	T265_07137	FGIG_00163
OG0004370	T265_04372	FGIG_00180
OG0004371	T265_00707	FGIG_00201
OG0004372	T265_14989	FGIG_00227
OG0004373	T265_09183	FGIG_00247
OG0004374	T265_04911	FGIG_00296
OG0004375	T265_11369, T265_16062	FGIG_00380, FGIG_12367, FGIG_00381
OG0004377	T265_10990	FGIG_00503, FGIG_00504
OG0004378	T265_15312	FGIG_00505
OG0004379	T265_06970	FGIG_00543
OG0004380	T265_03447	FGIG_00575
OG0004381	T265_07443, T265_07444	FGIG_00576
OG0004382	T265_04753	FGIG_00607
OG0004383	T265_05836	FGIG_00628
OG0004384	T265_03751	FGIG_12674, FGIG_02113
OG0004384	T265_03876	FGIG_00666
OG0004385	T265_09252	FGIG_00673
OG0004386	T265_14489, T265_14490	FGIG_00731, FGIG_00730
OG0004387	T265_13593	FGIG_00737
OG0004388	T265_14601	FGIG_00742
OG0004389	T265_01754	FGIG_00797
OG0004390	T265_06077	FGIG_00869
OG0004391	T265_01540	FGIG_00873
OG0004392	T265_15643	FGIG_00912
OG0004393	T265_00797	FGIG_00925
OG0004394	T265_11153	FGIG_00947
OG0004395	T265_10665	FGIG_07849, FGIG_07850, FGIG_00960, FGIG_00961
OG0004396	T265_15433	FGIG_00970
OG0004397	T265_13023	FGIG_01036
OG0004398	T265_00820	FGIG_01255
OG0004399	T265_10345	FGIG_01303
OG0004400	T265_13708	FGIG_01336
OG0004402	T265_06469	FGIG_01409
OG0004403	T265_01203	FGIG_01411
OG0004404	T265_06860	FGIG_10890, FGIG_01477
OG0004405	T265_00927, T265_03188	FGIG_01518, FGIG_02494, FGIG_04896
OG0004407	T265_12623	FGIG_01535
OG0004408	T265_13847	FGIG_01551
OG0004409	T265_11825	FGIG_01575
OG0004410	T265_07080	FGIG_01684
OG0004411	T265_04148	FGIG_01748
OG0004412	T265_03591	FGIG_01786
OG0004413	T265_05754, T265_13849	FGIG_01802
OG0004414	T265_10040	FGIG_01899
OG0004415	T265_12859	FGIG_01953
OG0004416	T265_03029	FGIG_02009
OG0004417	T265_12785	FGIG_02065
OG0004418	T265_13456	FGIG_02119
OG0004419	T265_08279, T265_15898	FGIG_02156
OG0004421	T265_02861	FGIG_02256
OG0004422	T265_08954	FGIG_02272
OG0004423	T265_06122	FGIG_02364
OG0004424	T265_13720	FGIG_02413
OG0004425	T265_04834, T265_04836	FGIG_02415
OG0004426	T265_12565	FGIG_02480
OG0004428	T265_12639	FGIG_02523
OG0004429	T265_11404	FGIG_02536
OG0004431	T265_02798	FGIG_02549
OG0004432	T265_16326, T265_05667	FGIG_02590
OG0004433	T265_09965	FGIG_02602
OG0004434	T265_05019	FGIG_02702
OG0004435	T265_13267, T265_03480, T265_13268	FGIG_02747, FGIG_02748
OG0004436	T265_11424	FGIG_02876
OG0004437	T265_03537	FGIG_02908
OG0004438	T265_13276	FGIG_02909
OG0004439	T265_13988	FGIG_02983, FGIG_02982
OG0004440	T265_04525	FGIG_03007
OG0004441	T265_01605	FGIG_03071
OG0004442	T265_10594	FGIG_03137
OG0004443	T265_08855	FGIG_03212
OG0004444	T265_02140	FGIG_03236
OG0004445	T265_12417	FGIG_08747, FGIG_03238
OG0004446	T265_13958	FGIG_03258
OG0004447	T265_02322	FGIG_03307
OG0004448	T265_14924	FGIG_03313
OG0004449	T265_10708	FGIG_03335
OG0004450	T265_09027	FGIG_03401
OG0004451	T265_10083	FGIG_03703
OG0004452	T265_00171	FGIG_03722
OG0004453	T265_09265	FGIG_03778
OG0004454	T265_07675	FGIG_03810
OG0004455	T265_09991	FGIG_03831
OG0004456	T265_09418	FGIG_03844
OG0004457	T265_11258	FGIG_03913
OG0004458	T265_14964	FGIG_03916
OG0004460	T265_11483	FGIG_04006
OG0004460	T265_08871	FGIG_11677
OG0004461	T265_08622	FGIG_04015
OG0004462	T265_01147	FGIG_04145
OG0004463	T265_13953, T265_13954	FGIG_04168
OG0004465	T265_14290	FGIG_04282
OG0004466	T265_11006	FGIG_04311
OG0004467	T265_14305	FGIG_10614, FGIG_04426
OG0004468	T265_00701	FGIG_04458
OG0004469	T265_13805	FGIG_04479
OG0004470	T265_01307	FGIG_04484
OG0004472	T265_04362	FGIG_04533, FGIG_05818
OG0004473	T265_07432	FGIG_04541
OG0004474	T265_09002	FGIG_04569, FGIG_04570
OG0004475	T265_04532	FGIG_04616
OG0004477	T265_14721	FGIG_04829
OG0004479	T265_03867, T265_08533	FGIG_07874, FGIG_04911, FGIG_04909, FGIG_04910
OG0004480	T265_12483, T265_12482	FGIG_04928, FGIG_04929
OG0004481	T265_10730	FGIG_04970
OG0004482	T265_03580	FGIG_04980
OG0004484	T265_05087	FGIG_05006
OG0004485	T265_03320	FGIG_05013
OG0004486	T265_13336	FGIG_05089, FGIG_11564
OG0004487	T265_03734	FGIG_05153
OG0004488	T265_04950	FGIG_05202
OG0004489	T265_08117	FGIG_05242
OG0004490	T265_03946, T265_13362	FGIG_05273
OG0004491	T265_12534, T265_12535, T265_12536	FGIG_05419
OG0004492	T265_00970	FGIG_05489
OG0004493	T265_06199	FGIG_05548
OG0004494	T265_08667	FGIG_05576
OG0004496	T265_09664	FGIG_05609
OG0004497	T265_10097	FGIG_05633
OG0004498	T265_04607	FGIG_05639
OG0004499	T265_06774	FGIG_05668
OG0004500	T265_08791	FGIG_05724
OG0004501	T265_14292	FGIG_05790
OG0004502	T265_15025	FGIG_05796
