Orthogroup	opisthorchis_viverrini	schistosoma_mattheei
OG0003156	T265_05065	SMTH1_42250.1
OG0003157	T265_07210	SMTH1_58420.1, SMTH1_58420.2
OG0003158	T265_03832	SMTH1_98970.1, SMTH1_98990.1, SMTH1_98960.1, SMTH1_31780.1
OG0003159	T265_10689	SMTH1_62060.1
OG0003160	T265_03695	SMTH1_22840.1, SMTH1_22850.1
OG0003161	T265_00163	SMTH1_52520.1
OG0003164	T265_07313	SMTH1_37090.1
OG0003167	T265_04823, T265_15925	SMTH1_104000.1
OG0003168	T265_00599	SMTH1_70770.1
OG0003169	T265_10047	SMTH1_17610.1, SMTH1_17610.2, SMTH1_17610.3
OG0003170	T265_09151	SMTH1_20010.1
OG0003171	T265_14761, T265_14762	SMTH1_81400.1
OG0003172	T265_12118, T265_11052	SMTH1_24550.1
OG0003173	T265_02971	SMTH1_35220.1, SMTH1_35220.2, SMTH1_35220.3, SMTH1_35220.4
OG0003174	T265_08480	SMTH1_83630.2, SMTH1_83630.1
OG0003175	T265_16305, T265_12278, T265_09707, T265_16168	SMTH1_104180.1
OG0003177	T265_11345	SMTH1_28540.1
OG0003178	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328	SMTH1_37170.1
OG0003179	T265_01970	SMTH1_83750.1
OG0003180	T265_15379	SMTH1_4940.1
OG0003181	T265_12891	SMTH1_40580.1
OG0003183	T265_04369, T265_16026	SMTH1_14790.1
OG0003184	T265_03526	SMTH1_31490.1
OG0003185	T265_15307	SMTH1_79950.1
OG0003186	T265_04885	SMTH1_33010.1
OG0003187	T265_00780	SMTH1_82250.1
OG0003188	T265_07818	SMTH1_89790.1
OG0003189	T265_01242	SMTH1_63110.1
OG0003190	T265_11076	SMTH1_67240.1
OG0003191	T265_13899	SMTH1_52880.1
OG0003192	T265_08136	SMTH1_73730.1
OG0003193	T265_05017	SMTH1_41330.1, SMTH1_41340.1
OG0003194	T265_03962	SMTH1_77300.1
OG0003195	T265_15661	SMTH1_20050.3, SMTH1_20050.4, SMTH1_20050.1, SMTH1_20050.2
OG0003196	T265_01121	SMTH1_69040.1
OG0003197	T265_14545	SMTH1_105450.4, SMTH1_105450.2, SMTH1_105450.3, SMTH1_105450.1
OG0003198	T265_05273	SMTH1_56630.1, SMTH1_56630.2, SMTH1_56630.3
OG0003199	T265_08967	SMTH1_103820.1, SMTH1_103820.2
OG0003200	T265_13485	SMTH1_11830.1
OG0003201	T265_10050	SMTH1_16170.1, SMTH1_16170.2
OG0003203	T265_08385	SMTH1_101720.1
OG0003204	T265_14093	SMTH1_22340.1, SMTH1_22320.1, SMTH1_22310.1
OG0003205	T265_14205	SMTH1_40520.1
OG0003206	T265_06903	SMTH1_19400.1
OG0003207	T265_00236	SMTH1_9460.1
OG0003208	T265_12719, T265_01116, T265_02116	SMTH1_75530.1, SMTH1_75540.1, SMTH1_75540.2
OG0003209	T265_04035	SMTH1_87780.1
OG0003210	T265_15007, T265_15334	SMTH1_14380.1
OG0003211	T265_11261, T265_15387	SMTH1_83500.1, SMTH1_83500.2
OG0003212	T265_00230	SMTH1_6750.1, SMTH1_6750.2
OG0003213	T265_10936	SMTH1_36990.1, SMTH1_36990.2
OG0003214	T265_02512	SMTH1_13160.1
OG0003215	T265_11178, T265_11179	SMTH1_10120.1, SMTH1_10130.1
OG0003216	T265_09762	SMTH1_71500.1, SMTH1_71500.2
OG0003217	T265_02011	SMTH1_67660.1, SMTH1_67660.2
OG0003218	T265_08129	SMTH1_64410.1
OG0003220	T265_04665, T265_04127, T265_14421, T265_09523	SMTH1_59130.1
OG0003222	T265_15508	SMTH1_21630.1
OG0003223	T265_07346	SMTH1_102700.1, SMTH1_98460.1, SMTH1_98460.2
OG0003224	T265_01519	SMTH1_42340.1, SMTH1_42340.2
OG0003226	T265_04588, T265_06369	SMTH1_15720.2, SMTH1_15720.1, SMTH1_15720.3
OG0003227	T265_15188	SMTH1_68510.1, SMTH1_68510.2
OG0003228	T265_05344	SMTH1_97210.1
OG0003229	T265_01945	SMTH1_84740.1
OG0003230	T265_03970	SMTH1_52380.1
OG0003232	T265_11465	SMTH1_12250.2, SMTH1_12250.4, SMTH1_12250.1, SMTH1_12250.3
OG0003233	T265_15043	SMTH1_24370.1
OG0003234	T265_08452	SMTH1_67270.1
OG0003235	T265_03407	SMTH1_93460.1
OG0003237	T265_01039	SMTH1_28030.1, SMTH1_28030.4, SMTH1_28030.2, SMTH1_28030.3
OG0003238	T265_00665	SMTH1_72870.1
OG0003239	T265_05841, T265_11592	SMTH1_91250.1
OG0003240	T265_09874	SMTH1_9200.2, SMTH1_9200.1
OG0003241	T265_08313	SMTH1_41110.1, SMTH1_41120.1
OG0003242	T265_08090, T265_12218	SMTH1_59100.1
OG0003243	T265_01389	SMTH1_9820.1
OG0003244	T265_14655	SMTH1_59550.1
OG0003245	T265_05102	SMTH1_60130.1
OG0003247	T265_15668	SMTH1_22680.3, SMTH1_22680.1, SMTH1_22680.2
OG0003249	T265_02516	SMTH1_71180.1, SMTH1_71170.1
OG0003250	T265_00815	SMTH1_78070.1
OG0003251	T265_15132	SMTH1_95920.1
OG0003252	T265_07596	SMTH1_47120.1
OG0003253	T265_04761	SMTH1_96560.4, SMTH1_96560.3, SMTH1_96560.2, SMTH1_96560.1
OG0003254	T265_04181	SMTH1_71510.5, SMTH1_71510.1, SMTH1_71510.2, SMTH1_71510.3, SMTH1_71510.4
OG0003255	T265_08975, T265_08976	SMTH1_102880.1
OG0003256	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563	SMTH1_92980.1
OG0003257	T265_09512	SMTH1_14240.1
OG0003258	T265_13426, T265_16113	SMTH1_48360.1, SMTH1_48350.1
OG0003259	T265_04248	SMTH1_26400.1, SMTH1_26380.1
OG0003260	T265_07096	SMTH1_93200.1
OG0003261	T265_13387	SMTH1_38460.1
OG0003262	T265_00613	SMTH1_64540.1
OG0003263	T265_11723	SMTH1_5730.1
OG0003264	T265_14781	SMTH1_17230.1, SMTH1_17220.1
OG0003266	T265_00355	SMTH1_79220.1
OG0003267	T265_11130	SMTH1_22270.1, SMTH1_22270.2
OG0003268	T265_10845	SMTH1_48460.1
OG0003269	T265_02226	SMTH1_85010.1
OG0003270	T265_05629	SMTH1_69690.5, SMTH1_69690.2, SMTH1_69690.4, SMTH1_69690.3, SMTH1_69690.1, SMTH1_69690.6, SMTH1_69690.7
OG0003271	T265_00964	SMTH1_12780.1, SMTH1_12780.2, SMTH1_12780.3
OG0003273	T265_08347	SMTH1_37560.1, SMTH1_37560.3, SMTH1_37560.4, SMTH1_37560.2
OG0003275	T265_15417	SMTH1_27330.1, SMTH1_27330.3, SMTH1_27330.4
OG0003276	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626	SMTH1_68570.1, SMTH1_68570.2
OG0003277	T265_14638	SMTH1_37280.1
OG0003278	T265_11305	SMTH1_61550.1
OG0003279	T265_15092	SMTH1_2210.1
OG0003280	T265_00283, T265_07565	SMTH1_86710.1
OG0003281	T265_05670, T265_16020	SMTH1_104860.1
OG0003282	T265_05807	SMTH1_58900.1, SMTH1_58900.2
OG0003283	T265_14849	SMTH1_105090.1
OG0003284	T265_10799	SMTH1_67210.1, SMTH1_67210.2
OG0003285	T265_10409	SMTH1_25540.1
OG0003286	T265_14579	SMTH1_74380.1, SMTH1_74370.1
OG0003288	T265_03913, T265_15951	SMTH1_75960.1
OG0003289	T265_14827, T265_14826	SMTH1_14770.1
OG0003290	T265_11160	SMTH1_11670.3, SMTH1_11670.4, SMTH1_11670.1, SMTH1_11670.2
OG0003291	T265_10834	SMTH1_19100.1, SMTH1_19100.2
OG0003292	T265_04681	SMTH1_94460.1, SMTH1_94460.2, SMTH1_94460.3
OG0003293	T265_05415	SMTH1_30090.1
OG0003294	T265_08998	SMTH1_37310.1, SMTH1_37310.2
OG0003295	T265_06245	SMTH1_28710.1, SMTH1_28730.1
OG0003297	T265_11733	SMTH1_19590.1
OG0003298	T265_00463	SMTH1_51550.1, SMTH1_51520.4, SMTH1_51520.2, SMTH1_51520.3, SMTH1_51520.1
OG0003299	T265_07321	SMTH1_85820.1
OG0003300	T265_01803	SMTH1_15080.1
OG0003301	T265_10537	SMTH1_49070.1
OG0003302	T265_14440	SMTH1_9310.1, SMTH1_9310.2
OG0003303	T265_03311	SMTH1_60520.1
OG0003304	T265_09145	SMTH1_8100.1
OG0003305	T265_00774	SMTH1_82320.1, SMTH1_82320.2
OG0003306	T265_14129	SMTH1_62490.1
OG0003307	T265_11890	SMTH1_28920.1
OG0003310	T265_12760	SMTH1_53980.1, SMTH1_53980.2, SMTH1_53980.4, SMTH1_53980.3, SMTH1_53980.5, SMTH1_53980.6
OG0003313	T265_02811	SMTH1_60840.1, SMTH1_60850.1
OG0003315	T265_01927	SMTH1_35760.1
OG0003317	T265_16135, T265_02052, T265_09357, T265_12241, T265_00872, T265_16236, T265_15874, T265_06964, T265_11798, T265_14183, T265_16306, T265_16267, T265_12329, T265_09360, T265_09359, T265_09356, T265_16145, T265_12325, T265_12179, T265_16213, T265_16164, T265_15985, T265_16052, T265_16044, T265_16177	SMTH1_89130.1, SMTH1_89140.1
OG0003318	T265_03220, T265_08727	SMTH1_1260.1, SMTH1_52110.1, SMTH1_11360.1, SMTH1_19900.1
OG0003319	T265_08722	SMTH1_45010.1, SMTH1_45000.2, SMTH1_45000.3, SMTH1_45000.5, SMTH1_45000.1, SMTH1_45000.4
OG0003320	T265_14787	SMTH1_62620.1
OG0003326	T265_12115	SMTH1_74200.4, SMTH1_74200.1, SMTH1_74200.2, SMTH1_74200.3
OG0003327	T265_12021	SMTH1_85490.1, SMTH1_85500.1
OG0003328	T265_03597	SMTH1_82770.1, SMTH1_82770.2
OG0003329	T265_13725	SMTH1_104960.1
OG0003330	T265_05098	SMTH1_57630.1
OG0003331	T265_11448	SMTH1_11000.4, SMTH1_11000.1, SMTH1_11000.2, SMTH1_11000.3
OG0003332	T265_14609	SMTH1_35580.1, SMTH1_35570.1
OG0003334	T265_07042	SMTH1_31480.1
OG0003335	T265_10561, T265_15187	SMTH1_71350.2, SMTH1_71350.1
OG0003336	T265_08134	SMTH1_68680.1
OG0003338	T265_06648	SMTH1_18560.1, SMTH1_18560.2, SMTH1_18560.3
OG0003339	T265_06302	SMTH1_880.1
OG0003340	T265_13297	SMTH1_44180.4, SMTH1_44180.3, SMTH1_44180.2, SMTH1_44180.1, SMTH1_44180.5
OG0003341	T265_07155	SMTH1_75050.1, SMTH1_75050.2, SMTH1_75050.3, SMTH1_75050.4
OG0003342	T265_10319	SMTH1_15290.1
OG0003343	T265_08839	SMTH1_57440.1
OG0003344	T265_05994	SMTH1_25860.1, SMTH1_25870.1
OG0003345	T265_13591	SMTH1_97360.1
OG0003346	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009	SMTH1_104510.1
OG0003347	T265_15325	SMTH1_49420.1, SMTH1_49420.2, SMTH1_49420.3, SMTH1_49420.4, SMTH1_49420.5
OG0003348	T265_00384	SMTH1_59650.1
OG0003349	T265_14676	SMTH1_44830.1
OG0003350	T265_14476	SMTH1_76920.1
OG0003351	T265_03852	SMTH1_81660.1
OG0003352	T265_15477	SMTH1_91230.2, SMTH1_91230.3, SMTH1_91230.4, SMTH1_91230.1
OG0003354	T265_14200	SMTH1_30490.3, SMTH1_30490.1, SMTH1_30490.2, SMTH1_30490.4
OG0003355	T265_14583, T265_15801, T265_08484	SMTH1_76630.1
OG0003356	T265_13187	SMTH1_14660.1
OG0003357	T265_04123, T265_15449	SMTH1_48090.1
OG0003358	T265_13333	SMTH1_99860.1
OG0003359	T265_01811	SMTH1_58570.1
OG0003360	T265_15037	SMTH1_36770.1
OG0003361	T265_01606	SMTH1_21520.1
OG0003362	T265_06343, T265_08886	SMTH1_83860.1, SMTH1_83860.2, SMTH1_83860.3
OG0003363	T265_00732	SMTH1_33140.1
OG0003364	T265_10488, T265_16148, T265_16320, T265_16298	SMTH1_94430.1
OG0003365	T265_03679	SMTH1_20910.1, SMTH1_20910.2
OG0003366	T265_01582	SMTH1_68530.1, SMTH1_68530.2, SMTH1_68530.3, SMTH1_68530.4
OG0003368	T265_14328	SMTH1_41870.2, SMTH1_41870.1, SMTH1_41870.3
OG0003369	T265_03934	SMTH1_72400.1
OG0003370	T265_14039	SMTH1_28590.1, SMTH1_28590.2, SMTH1_28590.3
OG0003371	T265_14624	SMTH1_53070.1
OG0003372	T265_13073, T265_02731	SMTH1_104590.1, SMTH1_104580.1
OG0003373	T265_10074	SMTH1_17240.1, SMTH1_17240.2
OG0003374	T265_16374, T265_16007, T265_04840	SMTH1_105370.1, SMTH1_105380.1, SMTH1_105360.1
OG0003375	T265_04061	SMTH1_77240.1, SMTH1_77250.1
OG0003376	T265_13274	SMTH1_53460.1
OG0003378	T265_07106	SMTH1_92300.1
OG0003379	T265_05624	SMTH1_72950.1
OG0003381	T265_00289	SMTH1_61160.1, SMTH1_61150.1
OG0003382	T265_00092	SMTH1_77710.1
OG0003383	T265_15451	SMTH1_7140.1, SMTH1_7140.2, SMTH1_7140.3, SMTH1_7140.4, SMTH1_7140.5
OG0003384	T265_13386	SMTH1_48410.2, SMTH1_48410.1
OG0003385	T265_14270	SMTH1_101390.1, SMTH1_101390.2
OG0003386	T265_03433	SMTH1_24020.1, SMTH1_24020.2, SMTH1_24020.3
OG0003389	T265_12547	SMTH1_51790.1, SMTH1_51790.2
OG0003390	T265_00408	SMTH1_38480.1, SMTH1_38480.2, SMTH1_38480.3
OG0003391	T265_04030, T265_15014	SMTH1_88110.1
OG0003392	T265_02148	SMTH1_61580.1
OG0003393	T265_13519, T265_15813	SMTH1_36150.1, SMTH1_36150.2
OG0003394	T265_07062	SMTH1_47250.1
OG0003395	T265_12933	SMTH1_61980.1, SMTH1_61980.2, SMTH1_61980.3, SMTH1_61980.4
OG0003396	T265_11318, T265_11884	SMTH1_48830.1, SMTH1_48830.2
OG0003397	T265_03419, T265_06176, T265_06175	SMTH1_24320.1
OG0003398	T265_07278	SMTH1_10860.1, SMTH1_10860.2
OG0003399	T265_09816	SMTH1_39060.1
OG0003400	T265_15283, T265_15284	SMTH1_81300.1
OG0003401	T265_05806	SMTH1_36550.2, SMTH1_36550.1
OG0003402	T265_03694, T265_16284	SMTH1_22870.2, SMTH1_22870.4, SMTH1_22870.3, SMTH1_22870.1
OG0003403	T265_04283, T265_04284	SMTH1_56280.1
OG0003404	T265_11259	SMTH1_83470.1, SMTH1_83470.2
OG0003405	T265_00061, T265_05780, T265_08607	SMTH1_53100.3, SMTH1_53100.1, SMTH1_53100.4, SMTH1_53100.2
OG0003406	T265_14439	SMTH1_8010.2, SMTH1_8010.1
OG0003407	T265_06019	SMTH1_94170.1, SMTH1_107800.3, SMTH1_107800.1, SMTH1_107800.2, SMTH1_87310.1
OG0003408	T265_13309	SMTH1_28370.1
OG0003409	T265_10546	SMTH1_19370.1, SMTH1_19380.1, SMTH1_19360.1, SMTH1_25130.1, SMTH1_25160.1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	SMTH1_76940.1
OG0003411	T265_13041	SMTH1_43760.1
OG0003412	T265_01015	SMTH1_5880.1
OG0003413	T265_01539	SMTH1_2790.3, SMTH1_2790.1, SMTH1_2790.2
OG0003414	T265_09732	SMTH1_43990.1
OG0003415	T265_09033	SMTH1_88620.1, SMTH1_88610.1
OG0003416	T265_12733	SMTH1_76760.1, SMTH1_76760.2
OG0003417	T265_06775	SMTH1_62460.1, SMTH1_62460.2, SMTH1_62460.3
OG0003418	T265_03567	SMTH1_52590.1, SMTH1_52590.2, SMTH1_52590.3, SMTH1_52590.4, SMTH1_52590.5, SMTH1_52590.6
OG0003419	T265_12633	SMTH1_82270.1, SMTH1_82260.1
OG0003420	T265_08302	SMTH1_40820.1
OG0003421	T265_09192	SMTH1_41780.1
OG0003422	T265_03968	SMTH1_52330.1
OG0003423	T265_03199, T265_13186	SMTH1_14620.1
OG0003424	T265_11767	SMTH1_96050.1, SMTH1_96040.1, SMTH1_96060.1
OG0003425	T265_10927	SMTH1_94340.1
OG0003426	T265_05174	SMTH1_71200.2, SMTH1_71200.1, SMTH1_71200.3
OG0003427	T265_09674	SMTH1_49630.1, SMTH1_49620.1, SMTH1_49640.1
OG0003428	T265_04653	SMTH1_91930.1
OG0003429	T265_05909	SMTH1_86630.1
OG0003430	T265_07448	SMTH1_85690.1, SMTH1_85690.2
OG0003431	T265_14276	SMTH1_22370.1
OG0003432	T265_02200	SMTH1_78380.1
OG0003433	T265_14247	SMTH1_5500.3, SMTH1_5500.1, SMTH1_5500.2, SMTH1_5500.4, SMTH1_5500.5
OG0003434	T265_13606	SMTH1_66370.1, SMTH1_66370.2
OG0003435	T265_13575	SMTH1_40860.1, SMTH1_40860.2
OG0003436	T265_14841	SMTH1_56300.1, SMTH1_56300.2
OG0003437	T265_11777	SMTH1_80950.1, SMTH1_80950.2, SMTH1_80950.3, SMTH1_80950.4
OG0003438	T265_13978	SMTH1_34400.1
OG0003439	T265_03706	SMTH1_24570.1, SMTH1_24570.2
OG0003440	T265_12653	SMTH1_23680.1
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	SMTH1_29790.1, SMTH1_29780.1, SMTH1_29780.2
OG0003442	T265_10526, T265_07654	SMTH1_80710.1
OG0003443	T265_13942	SMTH1_65400.1, SMTH1_65390.1
OG0003444	T265_14726	SMTH1_12090.1, SMTH1_12090.2
OG0003445	T265_07143	SMTH1_49880.3, SMTH1_49880.1, SMTH1_49880.2
OG0003446	T265_04504	SMTH1_38900.2, SMTH1_38900.1
OG0003447	T265_14249	SMTH1_6220.1
OG0003448	T265_10023	SMTH1_77560.1, SMTH1_77560.4, SMTH1_77560.3, SMTH1_77560.5, SMTH1_77560.2
OG0003449	T265_09851	SMTH1_77580.2, SMTH1_77580.3, SMTH1_77580.4, SMTH1_77580.5, SMTH1_77580.6, SMTH1_77580.1
OG0003450	T265_12574	SMTH1_73240.1
OG0003451	T265_04969	SMTH1_94670.1, SMTH1_94670.2, SMTH1_94670.3, SMTH1_94670.6, SMTH1_94670.4, SMTH1_94670.5
OG0003452	T265_08005	SMTH1_9750.1
OG0003453	T265_04993	SMTH1_48390.1
OG0003454	T265_14193	SMTH1_37980.1, SMTH1_37980.2
OG0003456	T265_05545	SMTH1_9290.1
OG0003457	T265_09480, T265_16051	SMTH1_42010.1
OG0003458	T265_00691	SMTH1_43540.1, SMTH1_43550.1
OG0003459	T265_07450	SMTH1_82160.1
OG0003460	T265_04726	SMTH1_49450.1, SMTH1_49440.1
OG0003461	T265_12975	SMTH1_93420.1
OG0003462	T265_02574	SMTH1_44060.1
OG0003463	T265_10283, T265_10285	SMTH1_94250.1
OG0003464	T265_07922	SMTH1_90510.1, SMTH1_90500.1
OG0003465	T265_02038	SMTH1_70000.1
OG0003467	T265_14975, T265_09848	SMTH1_85830.1, SMTH1_85830.2
OG0003468	T265_12594	SMTH1_76060.3, SMTH1_76060.1, SMTH1_76060.2
OG0003469	T265_08823	SMTH1_56510.1
OG0003470	T265_11547, T265_11549	SMTH1_58180.1
OG0003471	T265_11489	SMTH1_51260.1, SMTH1_51260.2, SMTH1_51260.3
OG0003472	T265_15369	SMTH1_10140.3, SMTH1_10140.1, SMTH1_10140.2, SMTH1_10140.4
OG0003473	T265_12937	SMTH1_86590.1, SMTH1_86590.2
OG0003474	T265_02823	SMTH1_62910.1
OG0003475	T265_09374	SMTH1_27160.1
OG0003476	T265_09472, T265_12155	SMTH1_47650.1
OG0003477	T265_01902	SMTH1_99060.1, SMTH1_99060.2, SMTH1_99060.3
OG0003478	T265_08469	SMTH1_7220.1, SMTH1_7210.1
OG0003479	T265_13318	SMTH1_31050.1, SMTH1_31050.2, SMTH1_31050.3
OG0003480	T265_09876, T265_14913	SMTH1_75160.1, SMTH1_75160.2, SMTH1_75160.3, SMTH1_75160.4
OG0003482	T265_05343	SMTH1_97220.1, SMTH1_97220.2
OG0003483	T265_13053	SMTH1_33680.1, SMTH1_33680.2
OG0003484	T265_06650	SMTH1_4960.1
OG0003485	T265_13645, T265_13644	SMTH1_92630.1, SMTH1_92630.2
OG0003486	T265_13646	SMTH1_46060.1
OG0003487	T265_08087, T265_10196	SMTH1_57580.1
OG0003488	T265_09073	SMTH1_12930.2, SMTH1_12930.1
OG0003489	T265_00323	SMTH1_85340.1, SMTH1_85340.2, SMTH1_85340.3
OG0003490	T265_03113	SMTH1_10020.1, SMTH1_10020.2
OG0003491	T265_04324	SMTH1_37810.1
OG0003492	T265_02536	SMTH1_67790.1
OG0003493	T265_11233	SMTH1_101790.1, SMTH1_101800.1
OG0003494	T265_08759	SMTH1_103330.2, SMTH1_103330.3, SMTH1_103330.4, SMTH1_103330.5, SMTH1_103330.1
OG0003495	T265_04558	SMTH1_4750.1
OG0003496	T265_02588	SMTH1_33610.1, SMTH1_33630.1
OG0003497	T265_00036	SMTH1_107720.1, SMTH1_107720.2
OG0003498	T265_02133	SMTH1_77850.1
OG0003499	T265_13442	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3
OG0003500	T265_07015	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4
OG0003501	T265_10024	SMTH1_86140.1
OG0003502	T265_13592	SMTH1_97330.1, SMTH1_107140.1
OG0003503	T265_13487	SMTH1_6580.1
OG0003505	T265_12248, T265_00127, T265_16214	SMTH1_57120.1, SMTH1_57110.1
OG0003507	T265_04937	SMTH1_4760.1, SMTH1_4760.2
OG0003508	T265_02519	SMTH1_72040.2, SMTH1_72040.1, SMTH1_72040.3, SMTH1_72040.4
OG0003509	T265_15081	SMTH1_48980.1
OG0003510	T265_09042	SMTH1_1240.1, SMTH1_1240.2
OG0003511	T265_13027	SMTH1_71910.1
OG0003513	T265_09089	SMTH1_84190.1
OG0003515	T265_06621	SMTH1_104250.1, SMTH1_104260.1
OG0003516	T265_10171	SMTH1_56880.1
OG0003517	T265_06615	SMTH1_105970.1
OG0003518	T265_08612	SMTH1_96070.1
OG0003519	T265_05628	SMTH1_41690.1
OG0003520	T265_01815	SMTH1_64250.1
OG0003521	T265_04411	SMTH1_13190.1, SMTH1_13180.1, SMTH1_13170.1, SMTH1_13170.2
OG0003522	T265_13909	SMTH1_89180.1
OG0003523	T265_01345	SMTH1_60890.1
OG0003524	T265_00504	SMTH1_68950.1, SMTH1_68950.2
OG0003525	T265_01893, T265_08418	SMTH1_3940.1
OG0003526	T265_08334	SMTH1_33300.2, SMTH1_33300.1
OG0003527	T265_11499, T265_16069	SMTH1_88630.1
OG0003528	T265_11428	SMTH1_720.1
OG0003529	T265_15692, T265_15691	SMTH1_46990.1, SMTH1_46990.2, SMTH1_46990.3
OG0003530	T265_01532	SMTH1_73680.1
OG0003531	T265_04537	SMTH1_11960.1
OG0003532	T265_15073, T265_10184	SMTH1_9340.1
OG0003533	T265_08083	SMTH1_54040.1
OG0003534	T265_14367	SMTH1_96940.1
OG0003535	T265_13748, T265_13749	SMTH1_106730.1, SMTH1_106720.1
OG0003536	T265_03943	SMTH1_67850.1
OG0003537	T265_08781, T265_14670	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2
OG0003538	T265_14277	SMTH1_24610.1
OG0003540	T265_06653	SMTH1_4990.1
OG0003541	T265_08893	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7
OG0003542	T265_00656, T265_13990	SMTH1_71300.1
OG0003543	T265_08692	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3
OG0003544	T265_11978	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5
OG0003545	T265_05565	SMTH1_21550.1
OG0003547	T265_13128	SMTH1_8670.1
OG0003548	T265_15344	SMTH1_24910.1
OG0003549	T265_08011	SMTH1_97700.1, SMTH1_97700.2
OG0003553	T265_10953	SMTH1_11140.2, SMTH1_11140.3, SMTH1_11150.1, SMTH1_11140.1
OG0003554	T265_05158	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3
OG0003555	T265_00079	SMTH1_85160.1, SMTH1_85160.3, SMTH1_85160.2, SMTH1_85160.4
OG0003556	T265_02539	SMTH1_67770.1
OG0003557	T265_02901	SMTH1_52030.1
OG0003558	T265_03991	SMTH1_64800.2, SMTH1_64800.1, SMTH1_64800.3
OG0003559	T265_13234	SMTH1_89880.1
OG0003560	T265_14817	SMTH1_69830.1
OG0003577	T265_04132	SMTH1_49520.1
OG0003580	T265_10604	SMTH1_17630.1
OG0003581	T265_10913, T265_14331	SMTH1_45950.1, SMTH1_45940.1
OG0003582	T265_06314, T265_12092, T265_15431	SMTH1_63580.1
OG0003583	T265_14147	SMTH1_3470.1
OG0003584	T265_10564	SMTH1_68550.1, SMTH1_68550.3, SMTH1_68550.2, SMTH1_68550.4
OG0003585	T265_07130	SMTH1_93090.1, SMTH1_93090.2
OG0003586	T265_05888	SMTH1_50100.1, SMTH1_50100.2
OG0003587	T265_00983, T265_06561	SMTH1_12320.1
OG0003590	T265_02486	SMTH1_7190.1
OG0003591	T265_01108	SMTH1_65730.1, SMTH1_65730.2
OG0003593	T265_14611	SMTH1_37150.2, SMTH1_37150.1
OG0003594	T265_15427	SMTH1_17280.1
OG0003595	T265_07915	SMTH1_94780.1, SMTH1_94790.1
OG0003596	T265_00838	SMTH1_58860.1
OG0003597	T265_14097	SMTH1_81380.1
OG0003598	T265_14336	SMTH1_107210.1, SMTH1_40180.1
OG0003600	T265_05129	SMTH1_5960.1
OG0003601	T265_07052	SMTH1_30520.1, SMTH1_30520.2
OG0003602	T265_02041	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1
OG0003603	T265_05734	SMTH1_79020.1
OG0003605	T265_11576	SMTH1_18300.1
OG0003606	T265_10609	SMTH1_38040.1
OG0003607	T265_13798	SMTH1_16760.1
OG0003608	T265_00734	SMTH1_40090.1
OG0003609	T265_07040	SMTH1_27240.1
OG0003610	T265_05958	SMTH1_98130.1
OG0003611	T265_08091	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3
OG0003612	T265_13022, T265_02498	SMTH1_65830.1, SMTH1_65840.1
OG0003613	T265_04789	SMTH1_75850.1
OG0003615	T265_04147	SMTH1_43160.1, SMTH1_43160.2
OG0003616	T265_03030	SMTH1_19530.1, SMTH1_19530.2, SMTH1_19530.3, SMTH1_19520.1
OG0003617	T265_03178	SMTH1_67330.1, SMTH1_67330.2, SMTH1_67330.4, SMTH1_67330.3
OG0003618	T265_03758	SMTH1_27070.1, SMTH1_27070.2, SMTH1_27070.5, SMTH1_27070.3, SMTH1_27070.4
OG0003619	T265_01591, T265_07717	SMTH1_11690.1
OG0003621	T265_01334	SMTH1_60290.1
OG0003622	T265_02194	SMTH1_78280.1, SMTH1_78290.1
OG0003623	T265_13109	SMTH1_55860.1, SMTH1_55860.2, SMTH1_55860.3, SMTH1_55860.4, SMTH1_55860.5
OG0003624	T265_09870	SMTH1_13310.3, SMTH1_13310.4, SMTH1_13310.1, SMTH1_13310.2
OG0003625	T265_09174	SMTH1_95460.1
OG0003626	T265_14517	SMTH1_94850.2, SMTH1_94850.3, SMTH1_94850.1
OG0003627	T265_08254	SMTH1_94590.1, SMTH1_94580.1
OG0003629	T265_01597	SMTH1_8320.1
OG0003630	T265_00552	SMTH1_39690.1
OG0003631	T265_05474	SMTH1_87480.1, SMTH1_87480.2
OG0003632	T265_01555	SMTH1_71630.1, SMTH1_71630.2, SMTH1_71630.3
OG0003633	T265_00479	SMTH1_59370.2, SMTH1_59370.1, SMTH1_59370.3
