Orthogroup	schistosoma_intercalatum	schistosoma_bovis
OG0002696	SINT1_34000.1	SBOV2_33680.1, SBOV2_33680.2
OG0002697	SINT1_10990.1	SBOV2_10620.1, SBOV2_10620.2, SBOV2_10620.3
OG0002698	SINT1_2300.2, SINT1_2300.3	SBOV2_2490.1, SBOV2_2490.2, SBOV2_2490.3, SBOV2_2490.4
OG0002699	SINT1_5320.1	SBOV2_5310.1
OG0002700	SINT1_94820.1, SINT1_94820.2	SBOV2_95800.1, SBOV2_95800.2
OG0002701	SINT1_54860.1	SBOV2_50580.1
OG0002701	SINT1_54920.1	SBOV2_50530.1
OG0002702	SINT1_12800.1	SBOV2_12460.1
OG0002702	SINT1_12790.1	SBOV2_12450.1
OG0002703	SINT1_54790.1, SINT1_54790.2	SBOV2_50660.1
OG0002704	SINT1_56250.1	SBOV2_55750.1
OG0002705	SINT1_56650.1, SINT1_56650.2	SBOV2_56430.1
OG0002706	SINT1_45100.1	SBOV2_44550.1, SBOV2_44550.2
OG0002708	SINT1_31410.1, SINT1_31410.2	SBOV2_36310.4, SBOV2_36310.6, SBOV2_36310.7, SBOV2_36310.1, SBOV2_36310.3, SBOV2_36310.5, SBOV2_36310.2
OG0002709	SINT1_8130.1	SBOV2_7340.1
OG0002710	SINT1_1130.1	SBOV2_1230.1
OG0002711	SINT1_89060.3, SINT1_89060.6, SINT1_89060.1	SBOV2_87580.3, SBOV2_87580.4
OG0002711	SINT1_89060.2, SINT1_89060.4, SINT1_89060.5	SBOV2_87580.1, SBOV2_87580.2, SBOV2_87580.5
OG0002712	SINT1_16000.3	SBOV2_15510.2
OG0002713	SINT1_47740.1	SBOV2_47120.1, SBOV2_47120.2, SBOV2_47120.3
OG0002714	SINT1_76330.1	SBOV2_76510.1, SBOV2_76510.2
OG0002715	SINT1_60300.5, SINT1_60300.6, SINT1_60300.3, SINT1_60300.4, SINT1_60300.1, SINT1_60300.2	SBOV2_60160.1, SBOV2_60160.2, SBOV2_60160.3, SBOV2_60160.4
OG0002716	SINT1_67030.3, SINT1_67030.1, SINT1_67030.2	SBOV2_67130.1, SBOV2_67130.4, SBOV2_67130.2, SBOV2_67130.3
OG0002717	SINT1_87850.3, SINT1_87850.1, SINT1_87850.2	SBOV2_88810.1
OG0002718	SINT1_66060.1, SINT1_66060.2	SBOV2_66230.1
OG0002719	SINT1_5720.1	SBOV2_5710.1, SBOV2_5710.2
OG0002720	SINT1_5160.3, SINT1_5160.2, SINT1_5160.1	SBOV2_5160.2, SBOV2_5160.1
OG0002721	SINT1_93430.1	SBOV2_94080.1, SBOV2_94080.3, SBOV2_94080.2
OG0002722	SINT1_22380.1	SBOV2_21650.1, SBOV2_21650.2
OG0002723	SINT1_79810.1	SBOV2_80220.1, SBOV2_80230.1
OG0002724	SINT1_80620.1	SBOV2_81100.2, SBOV2_81100.1, SBOV2_81100.3
OG0002725	SINT1_4320.1	SBOV2_4400.1, SBOV2_4400.2
OG0002726	SINT1_30970.1, SINT1_30970.2, SINT1_30970.3	SBOV2_36690.1
OG0002727	SINT1_72790.1, SINT1_72790.2	SBOV2_72930.1, SBOV2_72930.2, SBOV2_72930.3
OG0002728	SINT1_8620.1, SINT1_8620.2	SBOV2_8380.1, SBOV2_8380.2, SBOV2_8380.4, SBOV2_8380.3
OG0002729	SINT1_16300.1, SINT1_16300.3	SBOV2_15790.1
OG0002730	SINT1_79600.1, SINT1_79600.2	SBOV2_80020.1, SBOV2_80020.2, SBOV2_80020.3, SBOV2_80020.4
OG0002731	SINT1_46300.1	SBOV2_45610.3, SBOV2_45610.2, SBOV2_45610.1
OG0002732	SINT1_66690.1	SBOV2_66770.1, SBOV2_66770.2
OG0002733	SINT1_24480.1, SINT1_24480.2	SBOV2_23880.1
OG0002734	SINT1_42270.1	SBOV2_41480.1
OG0002735	SINT1_31070.1	SBOV2_36600.1
OG0002736	SINT1_24440.1, SINT1_24440.2	SBOV2_23780.4, SBOV2_23780.5, SBOV2_23780.6, SBOV2_23780.7, SBOV2_23780.8
OG0002737	SINT1_36610.1, SINT1_36610.2, SINT1_36610.3	SBOV2_31050.1, SBOV2_31050.4, SBOV2_31050.2, SBOV2_31050.3
OG0002739	SINT1_12880.1	SBOV2_12540.1, SBOV2_12540.2
OG0002740	SINT1_39580.1	SBOV2_28200.2, SBOV2_28200.3, SBOV2_28200.1
OG0002741	SINT1_17620.1	SBOV2_16970.1
OG0002742	SINT1_70650.1, SINT1_70650.3, SINT1_70650.2, SINT1_70650.4	SBOV2_70780.4, SBOV2_70780.1, SBOV2_70780.2, SBOV2_70780.3
OG0002743	SINT1_41890.1	SBOV2_25980.1
OG0002744	SINT1_57540.1, SINT1_57540.3, SINT1_57540.2	SBOV2_57330.1
OG0002745	SINT1_90720.1, SINT1_90720.2, SINT1_90720.3	SBOV2_91270.1
OG0002746	SINT1_54150.1	SBOV2_51370.3, SBOV2_51370.5, SBOV2_51370.2, SBOV2_51370.1, SBOV2_51370.4
OG0002747	SINT1_25810.1	SBOV2_25270.1
OG0002748	SINT1_35260.1	SBOV2_32430.1
OG0002749	SINT1_47680.1	SBOV2_47040.4, SBOV2_47040.6, SBOV2_47040.2, SBOV2_47040.5, SBOV2_47040.3, SBOV2_47040.1
OG0002750	SINT1_47030.1	SBOV2_46440.1, SBOV2_46440.2
OG0002751	SINT1_39900.1	SBOV2_27890.1
OG0002752	SINT1_69470.1	SBOV2_69660.1
OG0002753	SINT1_84040.1, SINT1_84040.2	SBOV2_84680.1
OG0002754	SINT1_15820.1, SINT1_15820.2	SBOV2_15320.1, SBOV2_15320.3
OG0002755	SINT1_3760.2, SINT1_3760.3, SINT1_3760.1	SBOV2_3900.1, SBOV2_3900.2, SBOV2_3900.3
OG0002756	SINT1_57790.1	SBOV2_57560.1
OG0002757	SINT1_31900.1	SBOV2_35800.3, SBOV2_35800.4, SBOV2_35800.1, SBOV2_35800.5, SBOV2_35800.6, SBOV2_35800.2
OG0002758	SINT1_5380.1	SBOV2_5370.1
OG0002759	SINT1_28290.1	SBOV2_39380.4, SBOV2_39380.1, SBOV2_39380.3, SBOV2_39380.2
OG0002760	SINT1_3490.1	SBOV2_96190.1, SBOV2_3590.1, SBOV2_3590.2, SBOV2_96170.1
OG0002760	SINT1_3480.1, SINT1_3480.2	SBOV2_96180.1
OG0002761	SINT1_6300.1	SBOV2_6260.1
OG0002762	SINT1_94070.1	SBOV2_94710.1, SBOV2_94720.1, SBOV2_94720.2, SBOV2_94700.1
OG0002763	SINT1_77430.1	SBOV2_77650.1, SBOV2_77650.2
OG0002764	SINT1_31680.1, SINT1_31680.3, SINT1_31680.2, SINT1_31680.4	SBOV2_36020.1, SBOV2_36020.2, SBOV2_36020.4, SBOV2_36020.3
OG0002765	SINT1_68320.1, SINT1_68310.1	SBOV2_68460.1
OG0002766	SINT1_72100.1	SBOV2_72230.1
OG0002767	SINT1_49370.1	SBOV2_48800.1
OG0002767	SINT1_49370.1	SBOV2_48800.2
OG0002768	SINT1_2110.1, SINT1_2110.2	SBOV2_2250.1
OG0002769	SINT1_26310.1, SINT1_26310.2	SBOV2_41340.2, SBOV2_41340.1, SBOV2_41340.3
OG0002770	SINT1_18120.1	SBOV2_17480.2, SBOV2_17480.1, SBOV2_17480.3, SBOV2_17480.4, SBOV2_17480.5
OG0002771	SINT1_33800.1	SBOV2_33890.2, SBOV2_33890.3, SBOV2_33890.6, SBOV2_33890.4, SBOV2_33890.5, SBOV2_33890.1
OG0002772	SINT1_79490.1, SINT1_79490.2, SINT1_79490.3	SBOV2_79900.1, SBOV2_79900.2, SBOV2_79900.3, SBOV2_79900.4
OG0002773	SINT1_16160.1	SBOV2_15670.1
OG0002774	SINT1_2650.1	SBOV2_2770.1, SBOV2_2780.1
OG0002775	SINT1_34130.1, SINT1_34130.2, SINT1_34150.1, SINT1_34150.2	SBOV2_33590.1, SBOV2_33580.1
OG0002776	SINT1_73630.1, SINT1_73630.2, SINT1_73630.3, SINT1_73630.4	SBOV2_73790.1, SBOV2_73790.2, SBOV2_73790.3, SBOV2_73790.4, SBOV2_73790.5, SBOV2_73790.6, SBOV2_73790.7
OG0002777	SINT1_74970.1	SBOV2_75190.2, SBOV2_75190.1
OG0002778	SINT1_93930.2, SINT1_93930.1	SBOV2_94550.1
OG0002779	SINT1_33360.1	SBOV2_34320.1
OG0002781	SINT1_26680.2, SINT1_26680.3, SINT1_26680.1	SBOV2_40990.1, SBOV2_40990.4, SBOV2_40990.5, SBOV2_40990.2, SBOV2_40990.3
OG0002782	SINT1_77800.1	SBOV2_77980.1, SBOV2_77980.2, SBOV2_77980.3
OG0002783	SINT1_54110.1	SBOV2_51410.1, SBOV2_51410.2, SBOV2_51410.3
OG0002784	SINT1_26320.1, SINT1_26320.2	SBOV2_41330.1, SBOV2_41330.2, SBOV2_41330.3
OG0002785	SINT1_70480.3, SINT1_70480.5, SINT1_70480.4, SINT1_70480.1, SINT1_70480.2	SBOV2_70620.1
OG0002786	SINT1_13400.1	SBOV2_12970.1, SBOV2_96250.1
OG0002787	SINT1_7220.1, SINT1_7220.2, SINT1_7220.3	SBOV2_6920.1
OG0002788	SINT1_10900.3, SINT1_10900.4, SINT1_10900.1, SINT1_10900.2	SBOV2_10540.1, SBOV2_10540.2, SBOV2_10540.3
OG0002789	SINT1_18960.1, SINT1_18960.2, SINT1_18960.3, SINT1_18960.4, SINT1_18960.5, SINT1_18960.6, SINT1_18960.7	SBOV2_18250.1
OG0002790	SINT1_75280.1, SINT1_75280.2	SBOV2_75510.1, SBOV2_75510.2
OG0002791	SINT1_2550.1	SBOV2_2660.3, SBOV2_2660.1, SBOV2_2660.2
OG0002792	SINT1_55580.1	SBOV2_55090.1
OG0002793	SINT1_11570.1, SINT1_11570.2	SBOV2_11190.1, SBOV2_11190.2, SBOV2_11190.3
OG0002794	SINT1_92110.1, SINT1_92110.3, SINT1_92110.2, SINT1_92110.4	SBOV2_92690.1
OG0002795	SINT1_26580.1	SBOV2_41070.1, SBOV2_41070.2
OG0002796	SINT1_12600.1	SBOV2_12290.1
OG0002797	SINT1_36410.1	SBOV2_31260.1, SBOV2_31260.2, SBOV2_31260.3, SBOV2_31260.4
OG0002798	SINT1_73260.1, SINT1_73260.2, SINT1_73260.3	SBOV2_73400.1
OG0002799	SINT1_82760.1	SBOV2_83360.1
OG0002800	SINT1_78470.1	SBOV2_78690.1, SBOV2_78690.2
OG0002801	SINT1_4900.1, SINT1_4900.2	SBOV2_4940.1, SBOV2_4940.2, SBOV2_4940.3
OG0002802	SINT1_89310.1, SINT1_89310.2, SINT1_89310.3	SBOV2_89920.1
OG0002803	SINT1_26860.1, SINT1_26860.2	SBOV2_40790.1
OG0002804	SINT1_39280.1, SINT1_39280.2	SBOV2_28510.3, SBOV2_28510.1, SBOV2_28510.2
OG0002805	SINT1_55860.1, SINT1_55860.2	SBOV2_55390.1
OG0002806	SINT1_70090.1	SBOV2_70220.1, SBOV2_70220.2, SBOV2_70220.3
OG0002807	SINT1_20630.2, SINT1_20630.3, SINT1_20630.1	SBOV2_19950.1, SBOV2_19950.2
OG0002808	SINT1_61750.1, SINT1_61750.2	SBOV2_61610.1, SBOV2_61610.2
OG0002809	SINT1_80430.1, SINT1_80430.2	SBOV2_80870.1, SBOV2_80870.2
OG0002810	SINT1_34840.1	SBOV2_32880.1
OG0002811	SINT1_21970.7, SINT1_21970.2, SINT1_21970.4, SINT1_21970.10, SINT1_21970.8, SINT1_21970.1, SINT1_21970.5, SINT1_21970.6, SINT1_21970.3, SINT1_21970.9	SBOV2_21250.1
OG0002812	SINT1_84440.1	SBOV2_85060.1
OG0002813	SINT1_76640.1	SBOV2_76850.1, SBOV2_76850.2, SBOV2_76850.3
OG0002814	SINT1_23780.1, SINT1_23780.2	SBOV2_23190.1
OG0002815	SINT1_63090.1	SBOV2_63020.1
OG0002816	SINT1_19700.1, SINT1_19700.2, SINT1_19700.3	SBOV2_18990.2
OG0002817	SINT1_37240.1, SINT1_37240.2, SINT1_37240.3, SINT1_37240.4, SINT1_37240.5	SBOV2_30380.1
OG0002818	SINT1_74290.1	SBOV2_74470.1, SBOV2_74470.2, SBOV2_74470.3
OG0002819	SINT1_67950.1, SINT1_67950.2	SBOV2_68130.2, SBOV2_68130.1
OG0002820	SINT1_73700.1, SINT1_73700.2, SINT1_73700.3	SBOV2_73860.1, SBOV2_73860.2, SBOV2_73860.3
OG0002821	SINT1_4230.1, SINT1_4230.2	SBOV2_4320.1, SBOV2_4320.2
OG0002822	SINT1_9890.1	SBOV2_9600.3, SBOV2_9600.4
OG0002823	SINT1_15120.1, SINT1_15120.2, SINT1_15120.3	SBOV2_14650.1, SBOV2_14650.3, SBOV2_14650.2
OG0002824	SINT1_1830.1	SBOV2_1960.1
OG0002825	SINT1_48630.1	SBOV2_48110.2, SBOV2_48110.1
OG0002826	SINT1_40790.1, SINT1_40790.3, SINT1_40790.2, SINT1_40790.4	SBOV2_27040.8, SBOV2_27040.4, SBOV2_27040.6, SBOV2_27040.10, SBOV2_27040.5, SBOV2_27040.3, SBOV2_27040.2, SBOV2_27040.1, SBOV2_27040.9, SBOV2_27040.11, SBOV2_27040.7
OG0002827	SINT1_27310.1	SBOV2_40320.1
OG0002828	SINT1_28190.1, SINT1_28200.1	SBOV2_39500.1, SBOV2_39490.1
OG0002829	SINT1_60400.1, SINT1_60400.2	SBOV2_60260.1
OG0002830	SINT1_23600.1, SINT1_23600.2	SBOV2_22970.1, SBOV2_22970.4, SBOV2_22970.2, SBOV2_22970.3
OG0002831	SINT1_15700.1	SBOV2_15240.1
OG0002832	SINT1_80080.1	SBOV2_80540.2, SBOV2_80540.1
OG0002833	SINT1_56570.1, SINT1_56570.2, SINT1_56570.3, SINT1_56570.4	SBOV2_56110.1, SBOV2_56110.2
OG0002834	SINT1_3510.1, SINT1_3510.2	SBOV2_3620.1
OG0002835	SINT1_90020.1	SBOV2_90580.1
OG0002836	SINT1_25660.3, SINT1_25660.2, SINT1_25660.1	SBOV2_25110.2
OG0002836	SINT1_25660.4	SBOV2_25110.3
OG0002837	SINT1_15710.3, SINT1_15710.1, SINT1_15710.2	SBOV2_15250.1
OG0002838	SINT1_13930.1	SBOV2_13550.1, SBOV2_13550.2
OG0002839	SINT1_70670.1, SINT1_70670.3, SINT1_70670.2, SINT1_70670.4	SBOV2_70800.3, SBOV2_70800.1, SBOV2_70800.2, SBOV2_70800.4
OG0002840	SINT1_89790.1, SINT1_89790.2, SINT1_89790.3	SBOV2_90340.1
OG0002841	SINT1_50650.1	SBOV2_54780.1, SBOV2_54770.2, SBOV2_54770.3, SBOV2_54770.5, SBOV2_54770.4
OG0002842	SINT1_70900.3, SINT1_70900.2, SINT1_70900.1	SBOV2_71060.1
OG0002843	SINT1_26220.5, SINT1_26220.2, SINT1_26220.1, SINT1_26220.4, SINT1_26220.3	SBOV2_41420.1
OG0002844	SINT1_67010.1	SBOV2_67110.1
OG0002845	SINT1_11040.1	SBOV2_10660.1
OG0002846	SINT1_19910.2	SBOV2_19220.1, SBOV2_19220.2
OG0002847	SINT1_57550.1, SINT1_57550.2	SBOV2_57340.1, SBOV2_57340.2
OG0002848	SINT1_60950.1	SBOV2_60810.1
OG0002849	SINT1_13750.1	SBOV2_13340.3, SBOV2_13340.1, SBOV2_13340.5, SBOV2_13340.2, SBOV2_13340.4
OG0002850	SINT1_64330.1	SBOV2_64360.1
OG0002851	SINT1_88140.1	SBOV2_88490.1
OG0002852	SINT1_13830.1	SBOV2_13440.1, SBOV2_13440.6, SBOV2_13440.4, SBOV2_13440.5, SBOV2_13440.2, SBOV2_13440.3
OG0002853	SINT1_72250.1	SBOV2_72390.1, SBOV2_72390.2, SBOV2_72390.3
OG0002854	SINT1_34630.1, SINT1_34630.2	SBOV2_33110.1
OG0002855	SINT1_17220.1	SBOV2_16630.2
OG0002856	SINT1_53330.1, SINT1_53330.2	SBOV2_52210.1
OG0002857	SINT1_62780.1	SBOV2_62690.1
OG0002858	SINT1_10090.1	SBOV2_9750.1, SBOV2_9750.2, SBOV2_9750.3
OG0002859	SINT1_62430.1, SINT1_62430.3, SINT1_62430.2	SBOV2_62360.1, SBOV2_62360.2, SBOV2_62360.3, SBOV2_62360.4, SBOV2_62360.5
OG0002860	SINT1_76270.1	SBOV2_76430.2
OG0002860	SINT1_76270.3, SINT1_76270.2	SBOV2_76430.1
OG0002861	SINT1_86480.1	SBOV2_87170.1
OG0002862	SINT1_64760.1	SBOV2_64760.2
OG0002862	SINT1_64760.2	SBOV2_64760.1
OG0002863	SINT1_17470.1	SBOV2_16850.1
OG0002863	SINT1_17480.1	SBOV2_16860.1
OG0002864	SINT1_53710.1	SBOV2_51780.1
OG0002865	SINT1_10860.1, SINT1_10860.4, SINT1_10860.2, SINT1_10860.3	SBOV2_10480.1
OG0002866	SINT1_35770.1	SBOV2_31900.1, SBOV2_31900.2
OG0002867	SINT1_3700.3	SBOV2_3820.2
OG0002867	SINT1_3700.1, SINT1_3700.4, SINT1_3700.2	SBOV2_3820.1
OG0002867	SINT1_3700.5	SBOV2_3820.4
OG0002868	SINT1_85660.1	SBOV2_86290.1
OG0002868	SINT1_85660.2	SBOV2_86290.1
OG0002868	SINT1_85660.3	SBOV2_86290.1
OG0002868	SINT1_85660.4	SBOV2_86290.1
OG0002868	SINT1_85660.1	SBOV2_86290.2
OG0002868	SINT1_85660.2	SBOV2_86290.2
OG0002868	SINT1_85660.3	SBOV2_86290.2
OG0002868	SINT1_85660.4	SBOV2_86290.2
OG0002869	SINT1_1960.1	SBOV2_2090.1
OG0002870	SINT1_47510.2, SINT1_47510.1	SBOV2_46860.1, SBOV2_46860.2
OG0002871	SINT1_45070.2, SINT1_45070.1, SINT1_45070.3	SBOV2_44300.1
OG0002872	SINT1_49510.2	SBOV2_48940.1, SBOV2_48940.3, SBOV2_48940.2
OG0002873	SINT1_90330.1	SBOV2_90870.1
OG0002874	SINT1_39610.1, SINT1_39610.2	SBOV2_28170.1, SBOV2_28170.2
OG0002875	SINT1_51030.1	SBOV2_54400.1
OG0002876	SINT1_70140.1, SINT1_70140.2, SINT1_70140.3	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3
OG0002877	SINT1_60350.1	SBOV2_60210.1
OG0002878	SINT1_63440.3, SINT1_63440.1, SINT1_63440.2	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3
OG0002880	SINT1_21900.1	SBOV2_21190.1
OG0002881	SINT1_58910.2, SINT1_58910.4, SINT1_58910.5, SINT1_58910.1, SINT1_58910.3	SBOV2_58740.1
OG0002882	SINT1_18460.1	SBOV2_17750.1
OG0002882	SINT1_18480.2, SINT1_18480.1	SBOV2_17760.1
OG0002883	SINT1_51140.1, SINT1_51140.2	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3
OG0002884	SINT1_64590.1	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2
OG0002885	SINT1_46690.3	SBOV2_46120.1
OG0002885	SINT1_46690.1, SINT1_46690.2	SBOV2_46120.2
OG0002886	SINT1_73390.1, SINT1_73390.2	SBOV2_73540.1
OG0002889	SINT1_80790.1, SINT1_80790.2	SBOV2_81300.4
OG0002890	SINT1_27780.5, SINT1_27780.1, SINT1_27780.3, SINT1_27780.4, SINT1_27780.2	SBOV2_39900.1, SBOV2_39900.2, SBOV2_39900.3, SBOV2_39900.4, SBOV2_39900.5
OG0002892	SINT1_96710.1, SINT1_96710.2, SINT1_75230.1	SBOV2_75450.1, SBOV2_75440.1
OG0002893	SINT1_8510.1, SINT1_8510.2, SINT1_8510.3	SBOV2_8300.1, SBOV2_8300.2
OG0002894	SINT1_80780.1, SINT1_80780.2	SBOV2_81270.1
OG0002895	SINT1_92280.1	SBOV2_92850.1
OG0002895	SINT1_93510.1, SINT1_93500.1	SBOV2_94170.3, SBOV2_94170.4, SBOV2_94170.1, SBOV2_94170.2
OG0002896	SINT1_24730.2, SINT1_24730.1, SINT1_24730.3	SBOV2_24110.1
OG0002897	SINT1_25300.1, SINT1_25300.2, SINT1_25300.3	SBOV2_24740.1, SBOV2_24740.2
OG0002902	SINT1_39310.3, SINT1_39310.2, SINT1_39310.1	SBOV2_28480.3, SBOV2_28480.2, SBOV2_28480.1
OG0002903	SINT1_70950.1	SBOV2_71110.1
OG0002904	SINT1_22450.1	SBOV2_21720.1
OG0002905	SINT1_65800.1	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2
OG0002906	SINT1_29130.1, SINT1_29130.2, SINT1_29130.3	SBOV2_38570.1
OG0002907	SINT1_5410.1	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3
OG0002908	SINT1_67920.1	SBOV2_68100.1, SBOV2_68100.2
OG0002909	SINT1_80040.1, SINT1_80040.2, SINT1_80040.3	SBOV2_80500.1, SBOV2_80500.2, SBOV2_80500.3, SBOV2_80500.4, SBOV2_80500.5, SBOV2_80500.6
OG0002910	SINT1_18710.1	SBOV2_18000.1
OG0002912	SINT1_64320.1, SINT1_64320.2	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2
OG0002913	SINT1_10270.1	SBOV2_9900.1, SBOV2_9900.2
OG0002914	SINT1_16530.1	SBOV2_15990.1
OG0002915	SINT1_76300.1, SINT1_76300.2, SINT1_76300.4, SINT1_76300.3	SBOV2_76480.1
OG0002916	SINT1_17530.1, SINT1_17530.2	SBOV2_16910.1, SBOV2_16910.2
OG0002917	SINT1_23110.1	SBOV2_22490.1
OG0002918	SINT1_80050.1	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1
OG0002919	SINT1_84630.1	SBOV2_85220.1
OG0002920	SINT1_42940.1	SBOV2_42150.1
OG0002921	SINT1_93410.1, SINT1_93410.2, SINT1_93410.3	SBOV2_94060.1, SBOV2_94060.2
OG0002922	SINT1_75290.2	SBOV2_75520.3
OG0002922	SINT1_75290.3	SBOV2_75520.3
OG0002922	SINT1_75290.1	SBOV2_75520.2
OG0002923	SINT1_60520.1	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1
OG0002924	SINT1_11940.1, SINT1_11940.2	SBOV2_11650.1
OG0002925	SINT1_12630.1, SINT1_12630.2	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2
OG0002926	SINT1_32490.1	SBOV2_96370.1
OG0002927	SINT1_9730.1, SINT1_9730.2, SINT1_9730.3, SINT1_9730.4, SINT1_9730.5, SINT1_9730.6	SBOV2_9450.1, SBOV2_9450.2, SBOV2_9450.3, SBOV2_9450.4, SBOV2_9450.5, SBOV2_9450.6, SBOV2_9450.7
OG0002928	SINT1_73920.1	SBOV2_74070.1
OG0002929	SINT1_22720.2, SINT1_22720.1	SBOV2_21990.1
OG0002930	SINT1_40530.1	SBOV2_27290.1
OG0002931	SINT1_1840.1, SINT1_1840.2	SBOV2_1970.1
OG0002932	SINT1_44950.1	SBOV2_44180.1
OG0002932	SINT1_44940.1	SBOV2_44170.1
OG0002933	SINT1_40270.1, SINT1_40270.2, SINT1_40270.3	SBOV2_27550.1
OG0002934	SINT1_91580.1	SBOV2_92190.1
OG0002935	SINT1_65290.1	SBOV2_65380.1
OG0002936	SINT1_46630.1	SBOV2_46060.1
OG0002937	SINT1_38930.1	SBOV2_28870.1
OG0002938	SINT1_77970.1	SBOV2_78160.1
OG0002939	SINT1_13270.1, SINT1_13270.2	SBOV2_12850.1
OG0002940	SINT1_47980.1, SINT1_47980.2	SBOV2_47400.4, SBOV2_47400.3, SBOV2_47400.1, SBOV2_47400.2
OG0002941	SINT1_54930.1	SBOV2_50520.1
OG0002941	SINT1_54940.1	SBOV2_50510.1
OG0002942	SINT1_77250.1	SBOV2_77480.1
OG0002942	SINT1_77230.1	SBOV2_77460.1
OG0002943	SINT1_77270.1, SINT1_77270.2, SINT1_77270.3	SBOV2_77510.1, SBOV2_77510.2, SBOV2_77510.4
OG0002944	SINT1_17580.1, SINT1_17610.1	SBOV2_16960.1
OG0002945	SINT1_76600.1, SINT1_76600.2	SBOV2_76800.1, SBOV2_76800.2
OG0002946	SINT1_18870.1	SBOV2_18150.1, SBOV2_18150.2, SBOV2_18150.3
OG0002947	SINT1_87970.1	SBOV2_88650.1, SBOV2_88660.1, SBOV2_88650.2, SBOV2_88650.3
OG0002949	SINT1_34170.1, SINT1_34170.2, SINT1_34170.3	SBOV2_33560.2, SBOV2_33560.1, SBOV2_33560.3
OG0002950	SINT1_69350.1, SINT1_69350.2	SBOV2_69540.1
OG0002951	SINT1_37850.1	SBOV2_29860.1, SBOV2_29860.2
OG0002952	SINT1_50350.1	SBOV2_49770.1
OG0002953	SINT1_3240.1, SINT1_3240.2, SINT1_3240.5, SINT1_3240.3, SINT1_3240.4	SBOV2_3330.1, SBOV2_3330.2, SBOV2_3330.3, SBOV2_3330.4
OG0002954	SINT1_59740.1	SBOV2_59600.1
OG0002955	SINT1_72760.1	SBOV2_72900.1
OG0002956	SINT1_93180.1	SBOV2_93790.1
OG0002957	SINT1_69450.1, SINT1_69450.2	SBOV2_69640.1, SBOV2_69640.4, SBOV2_69640.3, SBOV2_69640.2
OG0002958	SINT1_66290.2, SINT1_66290.1, SINT1_66290.3	SBOV2_66430.1, SBOV2_66430.2
OG0002959	SINT1_85650.1	SBOV2_86270.1, SBOV2_86270.2
OG0002960	SINT1_48610.1, SINT1_48610.2	SBOV2_48070.1, SBOV2_48070.2
OG0002961	SINT1_19320.1	SBOV2_18590.1
OG0002962	SINT1_65820.1, SINT1_65820.2, SINT1_65820.3	SBOV2_66010.1
OG0002963	SINT1_14020.1	SBOV2_13640.4, SBOV2_13640.1, SBOV2_13640.2, SBOV2_13640.3
OG0002964	SINT1_25240.1, SINT1_25240.2, SINT1_25240.3	SBOV2_24690.1, SBOV2_24690.2
OG0002965	SINT1_90890.3, SINT1_90890.1, SINT1_90890.2	SBOV2_91460.1, SBOV2_91460.3, SBOV2_91460.2
OG0002966	SINT1_43910.1	SBOV2_43270.1
OG0002967	SINT1_60810.1	SBOV2_60690.1
OG0002968	SINT1_19530.1, SINT1_19530.2	SBOV2_18800.1, SBOV2_18800.2
OG0002969	SINT1_52700.1	SBOV2_52840.1
OG0002970	SINT1_10030.1	SBOV2_9720.1
OG0002971	SINT1_62680.1	SBOV2_62590.4, SBOV2_62590.2, SBOV2_62590.5, SBOV2_62590.3, SBOV2_62590.1
OG0002972	SINT1_61420.2	SBOV2_61310.1
OG0002972	SINT1_61420.1	SBOV2_61310.3, SBOV2_61310.4, SBOV2_61310.2
OG0002973	SINT1_48440.1	SBOV2_47890.1
OG0002975	SINT1_38320.1, SINT1_38320.2	SBOV2_29440.1
OG0002976	SINT1_63110.1	SBOV2_63040.1, SBOV2_63040.2, SBOV2_63040.3, SBOV2_63040.4, SBOV2_63040.5, SBOV2_63040.6
OG0002977	SINT1_8040.1, SINT1_8040.2, SINT1_8040.3, SINT1_8040.6	SBOV2_7430.1, SBOV2_7430.2, SBOV2_7430.3, SBOV2_7430.4
OG0002979	SINT1_21650.1, SINT1_21650.2, SINT1_21650.3	SBOV2_21160.1, SBOV2_21160.2
OG0002980	SINT1_29430.2, SINT1_29430.1	SBOV2_38260.1
OG0002981	SINT1_74110.1	SBOV2_74280.1
OG0002982	SINT1_53600.1	SBOV2_51910.2, SBOV2_51910.3, SBOV2_51910.1
OG0002983	SINT1_24760.1	SBOV2_24140.2, SBOV2_24140.1, SBOV2_24140.4, SBOV2_24140.3
OG0002984	SINT1_12890.2	SBOV2_12550.2, SBOV2_12550.3
OG0002984	SINT1_12890.1	SBOV2_12550.1, SBOV2_12550.4
