Orthogroup	schistosoma_margrebowiei	schistosoma_turkestanicum
OG0002044	SMRG1_7140.4, SMRG1_7140.3, SMRG1_7140.2, SMRG1_7140.1, SMRG1_7140.5	STRK1_7260.2, STRK1_7260.3, STRK1_7260.1, STRK1_7260.4
OG0002045	SMRG1_86320.2, SMRG1_86320.1, SMRG1_86320.3	STRK1_102790.1, STRK1_82780.1
OG0002046	SMRG1_75490.1, SMRG1_75490.2	STRK1_74240.1
OG0002047	SMRG1_86080.2, SMRG1_86080.1, SMRG1_86080.3	STRK1_101930.1, STRK1_104400.1
OG0002048	SMRG1_15880.1	STRK1_14740.1, STRK1_14740.2, STRK1_14740.3, STRK1_14740.4, STRK1_14740.5
OG0002049	SMRG1_91850.1, SMRG1_91850.2, SMRG1_91850.3	STRK1_88350.1
OG0002050	SMRG1_54500.2, SMRG1_54500.1	STRK1_51810.1
OG0002051	SMRG1_30480.1, SMRG1_30480.2	STRK1_29610.1
OG0002052	SMRG1_43570.1	STRK1_40680.1
OG0002053	SMRG1_77750.2, SMRG1_77750.4, SMRG1_77750.1, SMRG1_77750.3	STRK1_73920.1
OG0002054	SMRG1_72470.1, SMRG1_72470.2	STRK1_68680.1, STRK1_68680.2
OG0002055	SMRG1_58570.1	STRK1_55820.1
OG0002056	SMRG1_90830.1	STRK1_86600.1, STRK1_86600.2, STRK1_86610.1
OG0002057	SMRG1_50670.1, SMRG1_50670.3, SMRG1_50670.2, SMRG1_50670.4	STRK1_49220.1, STRK1_49220.2
OG0002058	SMRG1_7770.1, SMRG1_7770.2, SMRG1_7770.3	STRK1_12790.1, STRK1_12790.2, STRK1_12790.3
OG0002059	SMRG1_44650.1	STRK1_42640.1
OG0002060	SMRG1_7040.1, SMRG1_7040.2, SMRG1_7040.3	STRK1_7150.1, STRK1_7150.2, STRK1_7150.3
OG0002061	SMRG1_4480.1, SMRG1_4480.2	STRK1_6390.1
OG0002062	SMRG1_67890.1	STRK1_65100.1, STRK1_65100.2
OG0002063	SMRG1_44720.1, SMRG1_44740.4, SMRG1_44740.1, SMRG1_44740.3, SMRG1_44740.2	STRK1_102420.1, STRK1_42750.1, STRK1_97310.1
OG0002064	SMRG1_9630.4, SMRG1_9630.1, SMRG1_9630.2, SMRG1_9630.3	STRK1_9430.1
OG0002066	SMRG1_76160.1	STRK1_73340.1
OG0002067	SMRG1_61700.1, SMRG1_61700.2, SMRG1_61700.3, SMRG1_61700.4	STRK1_57240.1
OG0002068	SMRG1_11620.1	STRK1_7710.1, STRK1_7720.1
OG0002073	SMRG1_96170.1	STRK1_90760.1
OG0002074	SMRG1_18490.1, SMRG1_18490.2	STRK1_3740.1
OG0002075	SMRG1_10200.3, SMRG1_10200.1, SMRG1_10200.2	STRK1_9920.1
OG0002076	SMRG1_42030.2, SMRG1_42030.1	STRK1_41870.1, STRK1_41870.2
OG0002077	SMRG1_13210.4, SMRG1_13210.1, SMRG1_13210.2, SMRG1_13210.3, SMRG1_13210.5	STRK1_11530.1
OG0002079	SMRG1_37940.1	STRK1_33160.1
OG0002080	SMRG1_51830.1	STRK1_52540.1
OG0002081	SMRG1_83320.1	STRK1_80380.1, STRK1_90910.1, STRK1_106750.1
OG0002082	SMRG1_61330.1	STRK1_57490.1, STRK1_86050.1, STRK1_86060.1
OG0002082	SMRG1_61320.1	STRK1_57500.1
OG0002083	SMRG1_44840.1	STRK1_42540.1
OG0002084	SMRG1_17120.1, SMRG1_17130.1, SMRG1_17130.2	STRK1_4170.1
OG0002085	SMRG1_59650.1, SMRG1_59650.2, SMRG1_59650.3, SMRG1_59650.4, SMRG1_59650.5	STRK1_60360.1
OG0002086	SMRG1_41640.1, SMRG1_41640.2	STRK1_39450.1
OG0002087	SMRG1_33590.2, SMRG1_33590.1, SMRG1_33590.3	STRK1_34790.1
OG0002088	SMRG1_27830.1	STRK1_23900.1, STRK1_23900.2
OG0002089	SMRG1_46420.2, SMRG1_46420.1, SMRG1_46420.3	STRK1_43970.1
OG0002090	SMRG1_55000.1	STRK1_48180.1, STRK1_48190.1
OG0002091	SMRG1_53410.3, SMRG1_53410.1, SMRG1_53410.2	STRK1_47130.1
OG0002092	SMRG1_39100.1, SMRG1_39100.3, SMRG1_39100.2	STRK1_37170.1, STRK1_37140.1
OG0002093	SMRG1_25650.1, SMRG1_25650.2, SMRG1_25650.3	STRK1_22600.1, STRK1_22610.1
OG0002094	SMRG1_4800.5, SMRG1_4800.4, SMRG1_4800.1, SMRG1_4800.2, SMRG1_4800.3	STRK1_6730.1
OG0002095	SMRG1_15840.2, SMRG1_15840.5, SMRG1_15840.1, SMRG1_15840.3, SMRG1_15840.7, SMRG1_15840.9, SMRG1_15840.4, SMRG1_15840.6, SMRG1_15840.8	STRK1_14760.1
OG0002096	SMRG1_28870.1, SMRG1_28870.2, SMRG1_28870.6, SMRG1_28870.4, SMRG1_28870.5, SMRG1_28870.3	STRK1_27420.1
OG0002097	SMRG1_5130.1, SMRG1_5130.2, SMRG1_5130.3	STRK1_15270.1
OG0002098	SMRG1_65200.1, SMRG1_65200.2, SMRG1_65200.3, SMRG1_65200.4	STRK1_61730.1
OG0002099	SMRG1_38980.1	STRK1_28520.1
OG0002100	SMRG1_28400.1, SMRG1_28400.2, SMRG1_28400.3, SMRG1_28400.4	STRK1_110120.1, STRK1_110120.2, STRK1_110120.3, STRK1_26630.1, STRK1_26630.2, STRK1_26630.3
OG0002101	SMRG1_90260.1	STRK1_85600.1, STRK1_85610.1
OG0002102	SMRG1_24420.1	STRK1_25080.1
OG0002102	SMRG1_25320.1	STRK1_23070.1
OG0002103	SMRG1_43360.1	STRK1_99050.1, STRK1_100170.1
OG0002104	SMRG1_30990.3, SMRG1_30990.1, SMRG1_30990.2	STRK1_29110.1
OG0002105	SMRG1_25880.1, SMRG1_25880.2, SMRG1_25880.3, SMRG1_25880.4	STRK1_26710.1
OG0002106	SMRG1_88950.1, SMRG1_88950.2	STRK1_84750.1
OG0002107	SMRG1_60840.1	STRK1_58010.1
OG0002108	SMRG1_91860.1	STRK1_88340.1
OG0002108	SMRG1_81560.1	STRK1_78810.1
OG0002109	SMRG1_45820.2, SMRG1_45820.1, SMRG1_45820.3	STRK1_98690.1, STRK1_43220.1
OG0002110	SMRG1_72210.1	STRK1_68910.1
OG0002111	SMRG1_42750.1, SMRG1_42750.2	STRK1_37490.1, STRK1_37490.2
OG0002112	SMRG1_59080.1, SMRG1_59080.2	STRK1_106420.1, STRK1_106420.2, STRK1_106420.3, STRK1_106420.4
OG0002113	SMRG1_91600.1, SMRG1_91600.2	STRK1_86010.1
OG0002114	SMRG1_24190.1, SMRG1_24190.2	STRK1_24830.1, STRK1_96770.1
OG0002115	SMRG1_55480.2, SMRG1_55480.3, SMRG1_55480.1	STRK1_48360.3, STRK1_48360.2, STRK1_48360.1
OG0002116	SMRG1_32610.4, SMRG1_32610.2, SMRG1_32610.7, SMRG1_32610.1, SMRG1_32610.3, SMRG1_32610.5, SMRG1_32610.6	STRK1_33820.1
OG0002117	SMRG1_4410.1	STRK1_15680.1, STRK1_15680.2
OG0002118	SMRG1_46330.1	STRK1_43840.1
OG0002118	SMRG1_46340.1	STRK1_43830.1
OG0002119	SMRG1_84930.2, SMRG1_84930.1, SMRG1_84930.3	STRK1_101560.1
OG0002120	SMRG1_6100.1	STRK1_5850.1
OG0002121	SMRG1_6110.1, SMRG1_6110.2, SMRG1_6110.3	STRK1_5860.1
OG0002122	SMRG1_31470.1	STRK1_32260.1
OG0002123	SMRG1_29420.1	STRK1_100220.2, STRK1_100220.3, STRK1_100220.5, STRK1_100220.1, STRK1_100220.4
OG0002124	SMRG1_20950.3, SMRG1_20950.1, SMRG1_20950.2	STRK1_19270.1
OG0002126	SMRG1_3010.1	STRK1_99190.1, STRK1_17010.1
OG0002127	SMRG1_61060.1	STRK1_57720.1, STRK1_57720.2, STRK1_57720.3, STRK1_57720.4, STRK1_57720.5, STRK1_57720.6
OG0002128	SMRG1_6280.1	STRK1_6110.1
OG0002130	SMRG1_24720.1	STRK1_24210.1, STRK1_24220.1
OG0002131	SMRG1_40760.1, SMRG1_40760.2, SMRG1_40760.3	STRK1_38710.1, STRK1_38710.3, STRK1_38710.2
OG0002132	SMRG1_55700.1	STRK1_96480.1, STRK1_54740.1, STRK1_54740.2, STRK1_54730.1, STRK1_110650.1, STRK1_54880.1
OG0002133	SMRG1_48060.1, SMRG1_48060.2	STRK1_45290.1
OG0002134	SMRG1_37080.2, SMRG1_37080.3, SMRG1_37080.1, SMRG1_37080.4	STRK1_28130.1
OG0002135	SMRG1_26120.1, SMRG1_26120.2, SMRG1_26120.3	STRK1_26940.1
OG0002136	SMRG1_94290.1	STRK1_93460.1
OG0002138	SMRG1_31160.1	STRK1_32620.1
OG0002139	SMRG1_63560.1	STRK1_64460.1
OG0002140	SMRG1_6980.1	STRK1_7110.1
OG0002141	SMRG1_59210.1, SMRG1_59210.2, SMRG1_59210.3	STRK1_104910.1, STRK1_56340.1
OG0002142	SMRG1_86990.1	STRK1_83800.1, STRK1_96740.1
OG0002143	SMRG1_46300.1	STRK1_50090.1
OG0002144	SMRG1_26420.2, SMRG1_26420.1, SMRG1_26420.3, SMRG1_26420.4, SMRG1_26420.5, SMRG1_26420.6	STRK1_26400.1, STRK1_26400.2
OG0002145	SMRG1_30600.3, SMRG1_30600.2, SMRG1_30600.1, SMRG1_30600.5, SMRG1_30600.6, SMRG1_30600.4	STRK1_29480.1
OG0002146	SMRG1_18350.2, SMRG1_18350.3, SMRG1_18350.1	STRK1_14510.1
OG0002147	SMRG1_50530.1, SMRG1_50530.2	STRK1_49400.1
OG0002148	SMRG1_5910.5, SMRG1_5910.6, SMRG1_5910.2, SMRG1_5910.1, SMRG1_5910.3, SMRG1_5910.4	STRK1_3700.1
OG0002149	SMRG1_54220.1	STRK1_51580.2, STRK1_51580.1, STRK1_51590.1
OG0002150	SMRG1_69940.1, SMRG1_69930.1, SMRG1_69930.2	STRK1_65660.1
OG0002151	SMRG1_50360.1	STRK1_100800.1
OG0002151	SMRG1_82710.1	STRK1_79470.1
OG0002152	SMRG1_74740.2, SMRG1_74740.1, SMRG1_74740.4, SMRG1_74740.3	STRK1_101700.1, STRK1_98260.1, STRK1_99100.1, STRK1_97910.1
OG0002153	SMRG1_6750.1	STRK1_15530.1, STRK1_15540.1, STRK1_15540.2
OG0002154	SMRG1_36530.5, SMRG1_36530.6, SMRG1_36530.1, SMRG1_36530.2, SMRG1_36530.3, SMRG1_36530.4	STRK1_31230.1, STRK1_31230.2
OG0002155	SMRG1_23830.1, SMRG1_23830.2, SMRG1_23830.3	STRK1_22360.1
OG0002156	SMRG1_89540.3, SMRG1_89540.4, SMRG1_89540.1, SMRG1_89540.2	STRK1_87710.1
OG0002157	SMRG1_63020.1, SMRG1_63020.2, SMRG1_63020.3	STRK1_59540.1
OG0002158	SMRG1_77190.1	STRK1_71180.1, STRK1_71180.3, STRK1_71180.2
OG0002159	SMRG1_75230.1	STRK1_73780.1, STRK1_73780.2
OG0002160	SMRG1_59730.5, SMRG1_59730.1, SMRG1_59730.3, SMRG1_59730.2, SMRG1_59730.4	STRK1_60300.1
OG0002162	SMRG1_26220.1	STRK1_26480.1
OG0002162	SMRG1_26310.1	STRK1_26480.1
OG0002163	SMRG1_38630.1, SMRG1_38630.2, SMRG1_38630.3, SMRG1_38630.4, SMRG1_38630.5	STRK1_28810.1
OG0002164	SMRG1_58880.1, SMRG1_58880.2, SMRG1_58880.4, SMRG1_58880.5, SMRG1_58880.6, SMRG1_58880.3	STRK1_55390.2, STRK1_55390.1, STRK1_55390.3
OG0002165	SMRG1_28170.1, SMRG1_28170.2	STRK1_24310.1
OG0002166	SMRG1_56210.1, SMRG1_56210.2	STRK1_53580.1
OG0002167	SMRG1_52390.1, SMRG1_52390.2	STRK1_107140.1
OG0002168	SMRG1_48810.2, SMRG1_48810.1, SMRG1_48810.3, SMRG1_48810.4	STRK1_51090.1
OG0002169	SMRG1_20080.1, SMRG1_20080.2	STRK1_20070.1, STRK1_20070.2
OG0002170	SMRG1_72740.3, SMRG1_72740.1, SMRG1_72740.2, SMRG1_72740.4	STRK1_69930.1, STRK1_69930.2
OG0002171	SMRG1_2450.1	STRK1_17450.1, STRK1_110770.1, STRK1_17440.1, STRK1_111210.1, STRK1_17410.1, STRK1_17430.1, STRK1_95000.1, STRK1_17400.1, STRK1_111210.2
OG0002172	SMRG1_30510.1	STRK1_29560.1
OG0002173	SMRG1_65150.5, SMRG1_65150.1, SMRG1_65150.4, SMRG1_65150.2, SMRG1_65150.3	STRK1_61550.1, STRK1_61550.2
OG0002174	SMRG1_74750.3, SMRG1_74750.1, SMRG1_74750.2, SMRG1_74750.4, SMRG1_74750.5	STRK1_75460.1
OG0002175	SMRG1_75930.1	STRK1_72140.1
OG0002176	SMRG1_79830.1	STRK1_61050.1, STRK1_61050.2, STRK1_61050.3
OG0002177	SMRG1_5320.2, SMRG1_5320.1, SMRG1_5320.5, SMRG1_5320.4, SMRG1_5320.3	STRK1_3180.1
OG0002178	SMRG1_77380.1	STRK1_70990.1
OG0002179	SMRG1_9790.1	STRK1_9520.1, STRK1_9520.2
OG0002180	SMRG1_77370.1	STRK1_71000.1
OG0002181	SMRG1_57080.1, SMRG1_57080.2	STRK1_54360.1
OG0002182	SMRG1_75420.1, SMRG1_75420.2	STRK1_103660.1, STRK1_74320.1, STRK1_70780.1, STRK1_74360.1, STRK1_74370.1
OG0002183	SMRG1_11090.2, SMRG1_11090.1, SMRG1_11090.3	STRK1_10830.1
OG0002184	SMRG1_92770.4, SMRG1_92770.5, SMRG1_92770.2, SMRG1_92770.1, SMRG1_92770.3	STRK1_88930.1, STRK1_106170.1, STRK1_88940.1, STRK1_88940.2
OG0002185	SMRG1_4670.2, SMRG1_4670.1	STRK1_6590.2, STRK1_6590.1, STRK1_6590.3
OG0002186	SMRG1_19140.1, SMRG1_19140.2	STRK1_108900.1
OG0002187	SMRG1_14530.1	STRK1_4700.1
OG0002188	SMRG1_67850.1	STRK1_65070.1
OG0002189	SMRG1_35640.1, SMRG1_35640.3, SMRG1_35640.2	STRK1_36290.1
OG0002190	SMRG1_26910.1, SMRG1_26910.2	STRK1_26010.1, STRK1_26010.2
OG0002191	SMRG1_11160.1	STRK1_10920.1, STRK1_10930.1
OG0002192	SMRG1_45470.3, SMRG1_45470.1, SMRG1_45470.2	STRK1_43010.1
OG0002193	SMRG1_77530.1	STRK1_74130.1, STRK1_74130.2
OG0002194	SMRG1_30610.1, SMRG1_30610.2	STRK1_29470.1, STRK1_29470.2
OG0002195	SMRG1_53790.1	STRK1_47530.1, STRK1_47530.2
OG0002196	SMRG1_68240.1, SMRG1_68240.2, SMRG1_68240.3	STRK1_66090.1
OG0002197	SMRG1_59110.2, SMRG1_59110.3, SMRG1_59110.1	STRK1_56410.1
OG0002198	SMRG1_28500.2, SMRG1_28500.1, SMRG1_28500.3, SMRG1_28500.4	STRK1_27050.1
OG0002199	SMRG1_97860.1, SMRG1_97860.2, SMRG1_97860.4, SMRG1_97860.3	STRK1_100700.1
OG0002200	SMRG1_51360.2, SMRG1_51360.4, SMRG1_51360.5, SMRG1_51360.1, SMRG1_51360.3	STRK1_52060.4, STRK1_52060.5, STRK1_52060.1, STRK1_52060.2, STRK1_52060.3
OG0002201	SMRG1_51080.4, SMRG1_51080.1, SMRG1_51080.2, SMRG1_51080.3	STRK1_48510.1
OG0002202	SMRG1_42570.1, SMRG1_42570.2, SMRG1_42570.3, SMRG1_42570.4, SMRG1_42570.5	STRK1_37310.1, STRK1_37310.2
OG0002203	SMRG1_78130.1, SMRG1_78130.2	STRK1_74710.1, STRK1_74720.1
OG0002204	SMRG1_25490.3, SMRG1_25490.4, SMRG1_25490.1, SMRG1_25490.2	STRK1_22740.1
OG0002206	SMRG1_90330.1, SMRG1_90330.2, SMRG1_90330.4, SMRG1_90330.5, SMRG1_90330.3	STRK1_85640.5, STRK1_85640.8, STRK1_85640.10, STRK1_85640.9, STRK1_85640.2, STRK1_85640.1, STRK1_85640.4, STRK1_85640.7, STRK1_85640.3, STRK1_85640.6
OG0002207	SMRG1_14190.1, SMRG1_14170.1, SMRG1_14170.2	STRK1_5000.1, STRK1_5010.1, STRK1_5010.2, STRK1_103540.1, STRK1_103540.2, STRK1_103540.3
OG0002208	SMRG1_16870.1	STRK1_2650.1
OG0002209	SMRG1_96040.1, SMRG1_96040.2	STRK1_104210.1, STRK1_103730.1, STRK1_105030.1, STRK1_99490.1
OG0002210	SMRG1_20440.1, SMRG1_20440.3, SMRG1_20440.2	STRK1_104690.1, STRK1_19770.1, STRK1_19760.1, STRK1_19780.1, STRK1_19750.1
OG0002212	SMRG1_96480.1	STRK1_93310.1
OG0002214	SMRG1_44570.1, SMRG1_44580.1	STRK1_42870.1
OG0002216	SMRG1_31230.1	STRK1_32530.1
OG0002217	SMRG1_3300.1	STRK1_16700.1, STRK1_16710.1
OG0002218	SMRG1_5340.1	STRK1_3200.1
OG0002219	SMRG1_17460.1	STRK1_13620.1, STRK1_13620.2, STRK1_13620.3, STRK1_13620.4, STRK1_13620.5, STRK1_13620.6
OG0002220	SMRG1_870.1, SMRG1_870.2, SMRG1_870.4, SMRG1_870.3	STRK1_510.1
OG0002221	SMRG1_9180.1	STRK1_8970.2, STRK1_8970.6, STRK1_8970.5, STRK1_8970.4, STRK1_8970.1, STRK1_8970.3
OG0002222	SMRG1_34940.1	STRK1_35800.1
OG0002223	SMRG1_18810.1, SMRG1_18830.1, SMRG1_18820.1	STRK1_101340.1, STRK1_101350.1, STRK1_1920.1, STRK1_1910.1, STRK1_1910.2
OG0002224	SMRG1_11870.1, SMRG1_11870.2, SMRG1_11870.3	STRK1_7580.1
OG0002225	SMRG1_91030.1, SMRG1_91030.3, SMRG1_91030.2	STRK1_86810.1, STRK1_86820.1, STRK1_102670.1
OG0002226	SMRG1_26430.4, SMRG1_26430.5, SMRG1_26430.1, SMRG1_26430.3, SMRG1_26430.2	STRK1_26390.1
OG0002227	SMRG1_43450.1, SMRG1_43450.4, SMRG1_43450.2, SMRG1_43450.3	STRK1_40770.1
OG0002228	SMRG1_42900.1	STRK1_105160.1, STRK1_37680.1
OG0002229	SMRG1_14080.1	STRK1_5100.1
OG0002230	SMRG1_65990.1	STRK1_62560.1
OG0002231	SMRG1_63480.1	STRK1_63170.1
OG0002232	SMRG1_76610.1	STRK1_75990.1
OG0002233	SMRG1_60370.1	STRK1_61500.1
OG0002234	SMRG1_54110.1	STRK1_51470.1
OG0002234	SMRG1_54120.1	STRK1_51480.1
OG0002235	SMRG1_16570.3, SMRG1_16570.1, SMRG1_16570.2	STRK1_2370.1
OG0002236	SMRG1_69870.1, SMRG1_69870.2	STRK1_65740.1, STRK1_65720.1
OG0002237	SMRG1_43820.1, SMRG1_43820.2	STRK1_40420.1
OG0002238	SMRG1_20820.1	STRK1_98570.1, STRK1_19420.1, STRK1_19420.2, STRK1_19420.3
OG0002239	SMRG1_96930.1, SMRG1_96930.2	STRK1_92800.1
OG0002240	SMRG1_42180.5, SMRG1_42180.4, SMRG1_42180.3, SMRG1_42180.2, SMRG1_42180.1	STRK1_41600.1, STRK1_41600.2
OG0002241	SMRG1_68480.1	STRK1_65920.1
OG0002242	SMRG1_42490.1, SMRG1_42490.2	STRK1_109860.1, STRK1_109860.2
OG0002243	SMRG1_29620.1, SMRG1_29620.2	STRK1_30420.1
OG0002244	SMRG1_24650.1	STRK1_24120.1
OG0002245	SMRG1_60550.1, SMRG1_60550.2	STRK1_58300.1
OG0002246	SMRG1_20240.3, SMRG1_20240.4, SMRG1_20240.1, SMRG1_20240.2	STRK1_19970.1
OG0002247	SMRG1_26100.1	STRK1_26920.1, STRK1_26920.2
OG0002248	SMRG1_53510.1	STRK1_47190.1, STRK1_47190.2, STRK1_47190.3, STRK1_47190.4
OG0002249	SMRG1_55270.1, SMRG1_55270.2	STRK1_48780.1
OG0002250	SMRG1_40450.1, SMRG1_40450.3, SMRG1_40450.4, SMRG1_40450.2	STRK1_38500.1
OG0002251	SMRG1_27340.1, SMRG1_27340.2	STRK1_25570.1, STRK1_25570.2, STRK1_25570.3
OG0002252	SMRG1_4910.1	STRK1_6840.1, STRK1_6840.2
OG0002254	SMRG1_52170.1	STRK1_51990.1, STRK1_51990.2
OG0002255	SMRG1_5840.5, SMRG1_5840.3, SMRG1_5840.4, SMRG1_5840.1, SMRG1_5840.6, SMRG1_5840.7, SMRG1_5840.2	STRK1_3650.1, STRK1_3650.2
OG0002256	SMRG1_48750.4, SMRG1_48750.5, SMRG1_48750.1, SMRG1_48750.3, SMRG1_48750.2	STRK1_51140.1
OG0002257	SMRG1_53010.1	STRK1_98830.1, STRK1_46810.1, STRK1_98840.1
OG0002258	SMRG1_53090.1, SMRG1_53090.2	STRK1_46880.1
OG0002259	SMRG1_28320.1, SMRG1_28320.2	STRK1_24640.2, STRK1_24640.1, STRK1_24640.3, STRK1_24640.4
OG0002260	SMRG1_950.1	STRK1_470.1
OG0002261	SMRG1_51920.1	STRK1_52640.1, STRK1_52640.2, STRK1_52640.3
OG0002262	SMRG1_17250.1	STRK1_13390.1
OG0002263	SMRG1_67590.1, SMRG1_67590.2	STRK1_64840.1
OG0002264	SMRG1_43310.1	STRK1_40920.1, STRK1_40920.2
OG0002265	SMRG1_40700.1	STRK1_38670.1
OG0002266	SMRG1_95920.1	STRK1_100840.1
OG0002267	SMRG1_12950.2, SMRG1_12950.1	STRK1_11770.1, STRK1_11770.2
OG0002268	SMRG1_84530.1	STRK1_95590.1
OG0002269	SMRG1_62410.1, SMRG1_62410.2	STRK1_65500.1, STRK1_99140.1, STRK1_99140.2
OG0002270	SMRG1_89750.1	STRK1_85490.1
OG0002271	SMRG1_81850.1, SMRG1_81850.2	STRK1_78340.1, STRK1_78340.3, STRK1_78340.2
OG0002272	SMRG1_25170.1	STRK1_22910.1, STRK1_106110.1, STRK1_105790.1, STRK1_107810.1, STRK1_102630.1, STRK1_22920.1, STRK1_102110.1
OG0002273	SMRG1_78520.4, SMRG1_78520.3, SMRG1_78520.1, SMRG1_78520.2	STRK1_72650.1
OG0002274	SMRG1_47270.1, SMRG1_47270.2, SMRG1_47270.3, SMRG1_47270.4	STRK1_44580.1
OG0002275	SMRG1_85270.1, SMRG1_85270.2, SMRG1_85270.3, SMRG1_85270.4	STRK1_81630.1
OG0002276	SMRG1_53060.3, SMRG1_53060.2, SMRG1_53060.1	STRK1_46850.1
OG0002277	SMRG1_51990.3, SMRG1_51990.1, SMRG1_51990.2, SMRG1_51990.4	STRK1_62600.1, STRK1_97300.1, STRK1_101200.1
OG0002278	SMRG1_93280.1, SMRG1_93280.2	STRK1_89450.1
OG0002279	SMRG1_82430.1	STRK1_79740.1
OG0002279	SMRG1_87840.1	STRK1_84110.1
OG0002280	SMRG1_58890.1	STRK1_55400.1, STRK1_55400.2, STRK1_107230.1, STRK1_100470.1
OG0002281	SMRG1_42190.4, SMRG1_42190.3, SMRG1_42190.1, SMRG1_42190.2	STRK1_41590.1
OG0002282	SMRG1_9050.1, SMRG1_9040.2, SMRG1_9040.1	STRK1_8880.1
OG0002283	SMRG1_52120.1, SMRG1_52120.2	STRK1_52040.1
OG0002284	SMRG1_72410.1	STRK1_68730.1
OG0002285	SMRG1_8070.1	STRK1_12510.1, STRK1_12510.2, STRK1_12510.3
OG0002286	SMRG1_67790.1	STRK1_65020.1
OG0002287	SMRG1_63050.1	STRK1_59510.1
OG0002288	SMRG1_74820.1	STRK1_75530.1
OG0002289	SMRG1_33180.1, SMRG1_33180.2	STRK1_34360.1, STRK1_34360.2, STRK1_34360.3, STRK1_34360.4
OG0002290	SMRG1_86260.1	STRK1_83070.1, STRK1_83080.1
OG0002291	SMRG1_66870.3, SMRG1_66870.1, SMRG1_66870.2	STRK1_62840.1, STRK1_62840.2
OG0002292	SMRG1_75310.1	STRK1_74470.1, STRK1_74470.2
OG0002293	SMRG1_60680.1	STRK1_58160.1
OG0002295	SMRG1_53910.1, SMRG1_53910.2	STRK1_91790.1, STRK1_47680.1
OG0002296	SMRG1_13650.1, SMRG1_13640.1	STRK1_11100.1, STRK1_11100.2
OG0002297	SMRG1_29200.1	STRK1_36790.1
OG0002297	SMRG1_29210.1	STRK1_36780.1
OG0002298	SMRG1_2510.1	STRK1_17370.1
OG0002299	SMRG1_27300.2, SMRG1_27300.3, SMRG1_27300.1, SMRG1_27300.4	STRK1_25610.1, STRK1_25610.2, STRK1_25610.3, STRK1_25610.4, STRK1_25610.5
OG0002300	SMRG1_78560.1, SMRG1_78560.2	STRK1_72620.1
OG0002301	SMRG1_91150.1, SMRG1_91140.1	STRK1_88610.1
OG0002302	SMRG1_15580.1	STRK1_103010.1, STRK1_14460.1, STRK1_15020.1
OG0002303	SMRG1_75330.1	STRK1_74450.1, STRK1_74450.2
OG0002304	SMRG1_69640.1, SMRG1_69640.2, SMRG1_69640.3	STRK1_66300.1, STRK1_66300.2, STRK1_98810.1
OG0002305	SMRG1_34260.1	STRK1_37080.1
OG0002306	SMRG1_66250.1, SMRG1_66250.2	STRK1_63400.1, STRK1_63400.2
OG0002307	SMRG1_74830.1	STRK1_75540.1
OG0002308	SMRG1_51730.1, SMRG1_51730.2, SMRG1_51730.3, SMRG1_51730.4, SMRG1_51730.5, SMRG1_51730.6	STRK1_52390.1, STRK1_52390.2
OG0002309	SMRG1_42870.1, SMRG1_42870.2	STRK1_37610.1
OG0002310	SMRG1_21740.2, SMRG1_21740.5, SMRG1_21740.3, SMRG1_21740.1, SMRG1_21740.6, SMRG1_21740.4, SMRG1_21740.7	STRK1_20590.1
OG0002311	SMRG1_4750.1	STRK1_6660.1, STRK1_6660.2
OG0002312	SMRG1_23140.1	STRK1_30930.1
OG0002313	SMRG1_40590.1	STRK1_38600.2, STRK1_38600.1
OG0002314	SMRG1_4010.1, SMRG1_4010.2, SMRG1_4010.3	STRK1_16060.2, STRK1_16060.1
OG0002315	SMRG1_8080.1, SMRG1_8080.2	STRK1_12500.1, STRK1_12500.2, STRK1_12500.4, STRK1_12500.3
OG0002316	SMRG1_72190.2, SMRG1_72190.1	STRK1_68920.2, STRK1_68920.1, STRK1_68920.3
OG0002317	SMRG1_47780.1	STRK1_45130.2, STRK1_45130.1, STRK1_45130.3, STRK1_84570.1
OG0002318	SMRG1_23020.1, SMRG1_23020.2, SMRG1_23020.3	STRK1_21310.1, STRK1_21320.1
OG0002319	SMRG1_16770.1, SMRG1_16770.2	STRK1_2560.1
OG0002320	SMRG1_74490.3, SMRG1_74490.4, SMRG1_74490.1, SMRG1_74490.2	STRK1_75180.1
OG0002321	SMRG1_18130.1, SMRG1_18130.2	STRK1_101470.1, STRK1_101460.1, STRK1_14320.1
OG0002322	SMRG1_21030.1, SMRG1_21030.2	STRK1_19210.1
OG0002323	SMRG1_63760.1	STRK1_64270.1
OG0002324	SMRG1_11970.1	STRK1_13260.1, STRK1_13260.2
OG0002326	SMRG1_90460.1, SMRG1_90460.2	STRK1_85760.1, STRK1_85760.2, STRK1_85760.3
OG0002327	SMRG1_78590.1, SMRG1_78590.2, SMRG1_78590.3	STRK1_72580.1, STRK1_72580.3, STRK1_72580.2, STRK1_72590.1
OG0002328	SMRG1_7180.1, SMRG1_7180.2, SMRG1_7180.3	STRK1_7300.1, STRK1_7300.2
OG0002329	SMRG1_1700.1	STRK1_1700.1
OG0002330	SMRG1_5680.1, SMRG1_5680.3, SMRG1_5680.2	STRK1_3520.1, STRK1_3520.2
OG0002331	SMRG1_5330.1, SMRG1_5330.2	STRK1_3190.1
OG0002332	SMRG1_12200.1	STRK1_8010.1
OG0002333	SMRG1_53970.1, SMRG1_53970.2	STRK1_47720.1, STRK1_47720.2, STRK1_47720.3
