Orthogroup	schistosoma_margrebowiei	schistosoma_japonicum
OG0003459	SMRG1_74450.1	EWB00_010922
OG0003460	SMRG1_44660.1	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3
OG0003461	SMRG1_84960.1	EWB00_007307.1
OG0003462	SMRG1_39640.1	EWB00_006148
OG0003463	SMRG1_85880.1, SMRG1_85880.2	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4
OG0003465	SMRG1_63520.1	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2
OG0003466	SMRG1_9550.1	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4
OG0003467	SMRG1_77680.1, SMRG1_77690.1	EWB00_002014
OG0003468	SMRG1_69490.1, SMRG1_69490.2	EWB00_008929.1, EWB00_008929.2
OG0003469	SMRG1_51240.1, SMRG1_51240.2	EWB00_005218
OG0003470	SMRG1_52790.2, SMRG1_52790.1, SMRG1_52790.4, SMRG1_52790.3, SMRG1_52790.5	EWB00_006821
OG0003471	SMRG1_46390.1, SMRG1_46390.2	EWB00_000172.1
OG0003472	SMRG1_8590.1	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	SMRG1_78370.1, SMRG1_78370.3, SMRG1_78370.2	EWB00_004571, EWB00_004572
OG0003474	SMRG1_57230.1, SMRG1_57230.2	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	SMRG1_24510.1	EWB00_001085.1, EWB00_001085.2
OG0003476	SMRG1_43090.1, SMRG1_43090.2, SMRG1_43090.3	EWB00_006402.1, EWB00_006402.2
OG0003477	SMRG1_90350.1	EWB00_011377
OG0003478	SMRG1_6000.1, SMRG1_6000.2, SMRG1_6010.1, SMRG1_6010.2	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	SMRG1_28110.1, SMRG1_28110.2, SMRG1_28110.3, SMRG1_28110.4, SMRG1_28110.5	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	SMRG1_68270.1	EWB00_006233.1, EWB00_006233.2
OG0003481	SMRG1_62190.1, SMRG1_62190.2	EWB00_011156
OG0003482	SMRG1_88700.1, SMRG1_88700.2	EWB00_007533
OG0003483	SMRG1_30470.1	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	SMRG1_4120.1, SMRG1_4130.1	EWB00_004846
OG0003485	SMRG1_84170.1	EWB00_009592, EWB00_009595
OG0003486	SMRG1_41620.1	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	SMRG1_52220.1, SMRG1_52220.2	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003489	SMRG1_77310.1	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	SMRG1_8480.1	EWB00_003071.1, EWB00_003071.2
OG0003491	SMRG1_34070.2, SMRG1_34070.1, SMRG1_34070.3	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	SMRG1_59770.1	EWB00_011348, EWB00_011347
OG0003493	SMRG1_92890.1	EWB00_003175
OG0003494	SMRG1_94390.1	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
OG0003495	SMRG1_3970.1	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2
OG0003496	SMRG1_30440.1, SMRG1_30440.2	EWB00_005978.1, EWB00_005978.2
OG0003497	SMRG1_56160.1	EWB00_000438, EWB00_003786
OG0003498	SMRG1_70870.1, SMRG1_70870.2	EWB00_009347.1, EWB00_009347.2
OG0003500	SMRG1_63910.1, SMRG1_63910.2, SMRG1_63910.3	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3
OG0003501	SMRG1_77970.1, SMRG1_77970.3, SMRG1_77970.2	EWB00_008240.1, EWB00_008240.2
OG0003502	SMRG1_88770.1, SMRG1_88770.2	EWB00_009443
OG0003503	SMRG1_5510.2, SMRG1_5510.3, SMRG1_5510.1	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5
OG0003504	SMRG1_39010.1	EWB00_006216.1, EWB00_006216.2
OG0003505	SMRG1_51800.1	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4
OG0003506	SMRG1_840.1	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3
OG0003507	SMRG1_3980.1, SMRG1_3980.2, SMRG1_3980.3, SMRG1_3980.4	EWB00_004827, EWB00_010540
OG0003508	SMRG1_65410.1, SMRG1_65410.2, SMRG1_65410.3	EWB00_003644
OG0003509	SMRG1_44230.1, SMRG1_44230.2	EWB00_000031
OG0003510	SMRG1_860.1, SMRG1_860.2	EWB00_005690
OG0003511	SMRG1_65280.1, SMRG1_65280.2	EWB00_008714
OG0003512	SMRG1_83430.1	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4
OG0003513	SMRG1_76290.1, SMRG1_76290.2	EWB00_007160
OG0003514	SMRG1_29010.1, SMRG1_29010.2, SMRG1_29010.3, SMRG1_29010.4, SMRG1_29010.5	EWB00_000641
OG0003515	SMRG1_95250.1	EWB00_004772.1, EWB00_004772.2
OG0003516	SMRG1_51590.1, SMRG1_51590.3, SMRG1_51590.2	EWB00_010609
OG0003517	SMRG1_96800.1	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5
OG0003518	SMRG1_87630.1, SMRG1_87630.2, SMRG1_87630.3	EWB00_005278.1, EWB00_005278.2
OG0003519	SMRG1_37810.1	EWB00_007709.1, EWB00_007709.2
OG0003520	SMRG1_58360.1	EWB00_005566
OG0003521	SMRG1_11330.1, SMRG1_11330.2	EWB00_009438
OG0003522	SMRG1_80670.1, SMRG1_80670.2, SMRG1_80670.3	EWB00_007484
OG0003523	SMRG1_55230.2, SMRG1_55230.3, SMRG1_55230.1, SMRG1_55230.4, SMRG1_55230.5	EWB00_000743
OG0003524	SMRG1_62620.1	EWB00_004011
OG0003525	SMRG1_3260.1	EWB00_007344
OG0003526	SMRG1_30150.1	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4
OG0003527	SMRG1_80070.1	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3
OG0003528	SMRG1_1240.4, SMRG1_1240.5, SMRG1_1240.1, SMRG1_1240.2, SMRG1_1240.3	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3
OG0003529	SMRG1_42470.1	EWB00_003232
OG0003530	SMRG1_66880.1, SMRG1_66880.2	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3
OG0003531	SMRG1_10230.2, SMRG1_10230.1	EWB00_009491
OG0003532	SMRG1_7850.1	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8
OG0003533	SMRG1_48990.1, SMRG1_48990.2, SMRG1_48990.3	EWB00_010709
OG0003534	SMRG1_88440.1, SMRG1_88440.2	EWB00_000325
OG0003535	SMRG1_97530.6, SMRG1_97530.1, SMRG1_97530.2, SMRG1_97530.3, SMRG1_97530.4, SMRG1_97530.5	EWB00_006668
OG0003536	SMRG1_59720.1, SMRG1_59720.2	EWB00_011353
OG0003537	SMRG1_61530.1	EWB00_000502
OG0003538	SMRG1_21960.1	EWB00_005823.3, EWB00_005823.2, EWB00_005823.1, EWB00_005823.4
OG0003539	SMRG1_77580.1, SMRG1_77580.2, SMRG1_77580.3	EWB00_002023
OG0003540	SMRG1_4160.1	EWB00_004850.1, EWB00_004850.2
OG0003541	SMRG1_87140.2, SMRG1_87140.1	EWB00_003020
OG0003542	SMRG1_64680.1	EWB00_008893.1, EWB00_008893.2
OG0003543	SMRG1_50290.1	EWB00_007608
OG0003544	SMRG1_49230.1, SMRG1_49230.3, SMRG1_49230.2, SMRG1_49230.4	EWB00_008069
OG0003545	SMRG1_19020.1	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3
OG0003547	SMRG1_7220.2, SMRG1_7220.1, SMRG1_7220.3, SMRG1_7220.5, SMRG1_7220.6, SMRG1_7220.4	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2
OG0003548	SMRG1_21470.1, SMRG1_21470.2, SMRG1_21470.3, SMRG1_21470.6, SMRG1_21470.7, SMRG1_21470.4, SMRG1_21470.5	EWB00_005758.1, EWB00_005758.2
OG0003549	SMRG1_89100.1, SMRG1_89100.2	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3
OG0003550	SMRG1_37590.3, SMRG1_37590.1, SMRG1_37590.2	EWB00_001310.1, EWB00_001310.2, EWB00_001310.3
OG0003551	SMRG1_64970.1, SMRG1_64970.2	EWB00_005582.1, EWB00_005582.2
OG0003552	SMRG1_58440.1, SMRG1_58440.2, SMRG1_58440.4, SMRG1_58440.3	EWB00_003466.1, EWB00_003466.2
OG0003553	SMRG1_9450.1, SMRG1_9440.1, SMRG1_9440.2, SMRG1_9440.3	EWB00_000806.1, EWB00_000806.2
OG0003554	SMRG1_68710.1, SMRG1_68720.2, SMRG1_68720.1, SMRG1_68720.3, SMRG1_68710.2	EWB00_010077
OG0003555	SMRG1_77120.1	EWB00_011006
OG0003556	SMRG1_59790.1	EWB00_011345
OG0003557	SMRG1_47370.1	EWB00_002541
OG0003558	SMRG1_58760.1, SMRG1_58760.2	EWB00_005180.1, EWB00_005180.2
OG0003559	SMRG1_82670.1	EWB00_008946.1, EWB00_008946.2
OG0003560	SMRG1_63340.1, SMRG1_63340.2, SMRG1_63340.3	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2
OG0003561	SMRG1_4460.7, SMRG1_4460.8, SMRG1_4460.3, SMRG1_4460.4, SMRG1_4460.5, SMRG1_4460.6, SMRG1_4460.1, SMRG1_4460.2	EWB00_000101.1, EWB00_000101.2
OG0003562	SMRG1_64670.1	EWB00_008889
OG0003564	SMRG1_31600.1, SMRG1_31600.2, SMRG1_31600.3, SMRG1_31600.4, SMRG1_31600.5, SMRG1_31600.6, SMRG1_31600.7	EWB00_002583.1, EWB00_002583.3, EWB00_002583.2
OG0003565	SMRG1_27150.1, SMRG1_27130.1, SMRG1_27130.2	EWB00_010138, EWB00_005004
OG0003567	SMRG1_11640.12, SMRG1_11640.1, SMRG1_11640.11, SMRG1_11640.2, SMRG1_11640.3, SMRG1_11640.4, SMRG1_11640.5, SMRG1_11640.7, SMRG1_11640.10, SMRG1_11640.13, SMRG1_11640.6, SMRG1_11640.8, SMRG1_11640.9	EWB00_008326.1, EWB00_008326.2
OG0003568	SMRG1_2570.1, SMRG1_2570.2	EWB00_007885, EWB00_007884
OG0003569	SMRG1_6160.5, SMRG1_6160.6, SMRG1_6160.2, SMRG1_6160.3, SMRG1_6160.4, SMRG1_6160.1	EWB00_008985
OG0003571	SMRG1_3350.1	EWB00_001642
OG0003571	SMRG1_3360.1	EWB00_001641
OG0003577	SMRG1_44710.1, SMRG1_51000.1	EWB00_000986
OG0003578	SMRG1_95940.1	EWB00_000569
OG0003579	SMRG1_36710.1, SMRG1_36710.4, SMRG1_36710.2, SMRG1_36710.3	EWB00_004333.2
OG0003580	SMRG1_15440.1	EWB00_010285.1, EWB00_010285.2
OG0003581	SMRG1_41470.1	EWB00_007670, EWB00_007671
OG0003582	SMRG1_57800.4, SMRG1_57800.3, SMRG1_57800.7, SMRG1_57800.1, SMRG1_57800.6, SMRG1_57800.2, SMRG1_57800.5	EWB00_003197.1, EWB00_003197.2
OG0003583	SMRG1_2730.1	EWB00_007579.1, EWB00_007579.2
OG0003584	SMRG1_62220.3, SMRG1_62220.1, SMRG1_62220.2	EWB00_011159
OG0003585	SMRG1_84620.1	EWB00_008400
OG0003586	SMRG1_45300.3, SMRG1_45300.1, SMRG1_45300.2	EWB00_009705
OG0003587	SMRG1_10520.1, SMRG1_10520.3, SMRG1_10520.2	EWB00_005544
OG0003588	SMRG1_15730.1, SMRG1_15730.2	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4
OG0003589	SMRG1_72040.1, SMRG1_72040.4, SMRG1_72040.3, SMRG1_72040.2	EWB00_006084
OG0003590	SMRG1_5980.1	EWB00_009920
OG0003591	SMRG1_61630.1, SMRG1_61630.2	EWB00_000490
OG0003592	SMRG1_74160.1, SMRG1_74160.2, SMRG1_74160.3	EWB00_008095, EWB00_008093
OG0003593	SMRG1_33440.1	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3
OG0003594	SMRG1_14970.1, SMRG1_15030.1	EWB00_004813.1, EWB00_004813.2, EWB00_004814
OG0003595	SMRG1_86300.1, SMRG1_86300.2, SMRG1_86300.3, SMRG1_86300.4	EWB00_001654
OG0003596	SMRG1_53390.1, SMRG1_53400.1	EWB00_006790
OG0003597	SMRG1_73770.1	EWB00_004523
OG0003598	SMRG1_36360.1, SMRG1_36360.2	EWB00_004299
OG0003599	SMRG1_12780.1, SMRG1_12780.2	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3
OG0003600	SMRG1_4990.2, SMRG1_4990.1, SMRG1_4990.3	EWB00_008276
OG0003601	SMRG1_27700.1	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3
OG0003602	SMRG1_65300.1, SMRG1_65300.2	EWB00_008715
OG0003603	SMRG1_72130.2, SMRG1_72130.4, SMRG1_72130.3, SMRG1_72130.1	EWB00_006100
OG0003604	SMRG1_930.1, SMRG1_930.2	EWB00_005678.1, EWB00_005678.2
OG0003605	SMRG1_16040.1, SMRG1_16040.2	EWB00_002457
OG0003606	SMRG1_34290.1	EWB00_005930.1, EWB00_005930.2
OG0003607	SMRG1_14560.1	EWB00_002345
OG0003608	SMRG1_36260.2, SMRG1_36260.1, SMRG1_36260.3, SMRG1_36260.5, SMRG1_36260.4	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3
OG0003609	SMRG1_24690.3, SMRG1_24690.1, SMRG1_24690.2	EWB00_001099
OG0003610	SMRG1_89500.1	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3
OG0003611	SMRG1_54650.1, SMRG1_54650.2	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3
OG0003612	SMRG1_61500.1	EWB00_000504
OG0003613	SMRG1_69700.1, SMRG1_69700.2, SMRG1_69700.3, SMRG1_69700.4, SMRG1_69700.5, SMRG1_69700.6	EWB00_009760
OG0003614	SMRG1_61680.1, SMRG1_61680.2	EWB00_000482
OG0003615	SMRG1_38970.2, SMRG1_38970.1	EWB00_009528
OG0003616	SMRG1_17370.1	EWB00_006540.1, EWB00_006540.2
OG0003617	SMRG1_60190.1, SMRG1_60190.2	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3
OG0003618	SMRG1_24400.1	EWB00_006999
OG0003619	SMRG1_10010.1	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2
OG0003620	SMRG1_49640.1	EWB00_008724.1, EWB00_008724.2
OG0003621	SMRG1_54680.1, SMRG1_54680.2, SMRG1_54680.3	EWB00_008123
OG0003622	SMRG1_71230.1, SMRG1_71230.2, SMRG1_71230.4, SMRG1_71230.3	EWB00_008138
OG0003623	SMRG1_50620.1	EWB00_005368
OG0003624	SMRG1_11430.1	EWB00_002195
OG0003625	SMRG1_87090.1, SMRG1_87090.2	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4
OG0003626	SMRG1_86350.1	EWB00_004936.1, EWB00_004936.2
OG0003627	SMRG1_86160.1	EWB00_008605, EWB00_008603
OG0003628	SMRG1_33670.1, SMRG1_33670.2	EWB00_008141.1, EWB00_008141.2
OG0003629	SMRG1_6990.3, SMRG1_6990.2, SMRG1_6990.1	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020
OG0003630	SMRG1_35930.1	EWB00_004250
OG0003631	SMRG1_79100.1, SMRG1_79100.2	EWB00_001248.1, EWB00_001248.2
OG0003632	SMRG1_65010.1, SMRG1_65010.2	EWB00_005579
OG0003633	SMRG1_53830.1	EWB00_010695
OG0003634	SMRG1_78490.3, SMRG1_78490.1, SMRG1_78490.2, SMRG1_78490.4	EWB00_007376.1, EWB00_007376.2
OG0003635	SMRG1_77070.1	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5
OG0003636	SMRG1_74480.2, SMRG1_74480.1	EWB00_010927
OG0003637	SMRG1_68040.1	EWB00_005776
OG0003638	SMRG1_54540.1	EWB00_006501
OG0003639	SMRG1_54550.1, SMRG1_54550.2	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4
OG0003640	SMRG1_4560.1, SMRG1_4560.2, SMRG1_4560.3	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3
OG0003641	SMRG1_76240.1	EWB00_007154.1, EWB00_007154.2
OG0003642	SMRG1_57060.1	EWB00_003569
OG0003643	SMRG1_73040.1	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5
OG0003644	SMRG1_14540.1	EWB00_002328.1, EWB00_002328.2, EWB00_002328.3, EWB00_002328.4
OG0003645	SMRG1_47750.1	EWB00_000218
OG0003646	SMRG1_54050.1	EWB00_005389
OG0003647	SMRG1_14830.1	EWB00_006464
OG0003648	SMRG1_9590.1	EWB00_000816, EWB00_005530
OG0003649	SMRG1_38570.1	EWB00_005622
OG0003650	SMRG1_14890.1	EWB00_004802.1, EWB00_004802.2
OG0003651	SMRG1_51220.1, SMRG1_51220.2, SMRG1_51220.3	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4
OG0003652	SMRG1_54660.1, SMRG1_54670.1	EWB00_008124
OG0003653	SMRG1_39840.1, SMRG1_39830.1	EWB00_004601
OG0003654	SMRG1_67160.1	EWB00_009802.1, EWB00_009802.2
OG0003655	SMRG1_30190.1	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5
OG0003656	SMRG1_72480.1, SMRG1_72480.2, SMRG1_72480.3	EWB00_000957.1, EWB00_000957.2
OG0003657	SMRG1_3430.1, SMRG1_3420.1	EWB00_000874
OG0003658	SMRG1_73060.1	EWB00_008340.1
OG0003659	SMRG1_78970.1	EWB00_001232
OG0003660	SMRG1_72670.1, SMRG1_72660.1, SMRG1_72670.2	EWB00_002761.1, EWB00_002761.2
OG0003661	SMRG1_52600.1	EWB00_003550
OG0003662	SMRG1_44180.1	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2
OG0003663	SMRG1_70710.4, SMRG1_70710.3, SMRG1_70710.1, SMRG1_70710.2	EWB00_008648, EWB00_003664
OG0003664	SMRG1_56130.1, SMRG1_56140.1	EWB00_003788
OG0003665	SMRG1_73180.1, SMRG1_73180.2, SMRG1_73180.3	EWB00_008349.1, EWB00_008349.2
OG0003666	SMRG1_58330.1	EWB00_005562.1, EWB00_005562.2
OG0003667	SMRG1_16080.1, SMRG1_16080.2, SMRG1_16080.3	EWB00_002451
OG0003668	SMRG1_54460.1	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2
OG0003669	SMRG1_55540.1, SMRG1_55540.2	EWB00_011178.1, EWB00_011178.2
OG0003670	SMRG1_63000.1	EWB00_007729.1, EWB00_007729.2
OG0003671	SMRG1_76220.1	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2
OG0003673	SMRG1_89000.1	EWB00_000316
OG0003674	SMRG1_34140.1, SMRG1_34140.2	EWB00_001773, EWB00_001774
OG0003675	SMRG1_64650.1, SMRG1_64650.2	EWB00_008887
OG0003676	SMRG1_95410.1	EWB00_008425, EWB00_008426
OG0003677	SMRG1_80010.1	EWB00_002262.1, EWB00_002262.2
OG0003678	SMRG1_31300.1, SMRG1_31310.1	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3
OG0003679	SMRG1_45150.1, SMRG1_45150.2	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4
OG0003680	SMRG1_37460.1	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3
OG0003681	SMRG1_88210.1	EWB00_006933.1, EWB00_006933.2
OG0003682	SMRG1_76080.1	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3
OG0003683	SMRG1_8930.1, SMRG1_8930.2	EWB00_004664.1, EWB00_004664.2
OG0003684	SMRG1_29840.1	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6
OG0003685	SMRG1_38230.1, SMRG1_38230.2, SMRG1_38230.3	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3
OG0003686	SMRG1_92190.1, SMRG1_92190.2, SMRG1_92190.3	EWB00_011413
OG0003687	SMRG1_88380.1	EWB00_007519.1, EWB00_007519.2
OG0003688	SMRG1_97840.1, SMRG1_82930.1, SMRG1_82930.2	EWB00_003772.1, EWB00_003772.2
OG0003689	SMRG1_63110.1	EWB00_009575
OG0003690	SMRG1_55610.1	EWB00_002226
OG0003691	SMRG1_97270.1	EWB00_006657.2
OG0003692	SMRG1_38330.1	EWB00_004391.1, EWB00_004391.2
OG0003693	SMRG1_53770.1	EWB00_010686.1, EWB00_010686.2
OG0003694	SMRG1_23900.1, SMRG1_23900.2	EWB00_000304, EWB00_000307
OG0003695	SMRG1_65400.1, SMRG1_65400.3, SMRG1_65400.2	EWB00_003647.1, EWB00_003647.2
OG0003696	SMRG1_70480.1	EWB00_001602
OG0003697	SMRG1_440.1	EWB00_005635, EWB00_005637
OG0003698	SMRG1_32940.1	EWB00_002117
OG0003699	SMRG1_32480.1	EWB00_003423
OG0003700	SMRG1_46850.2, SMRG1_46850.3, SMRG1_46850.1	EWB00_004032
OG0003701	SMRG1_81790.1, SMRG1_81790.2	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2
OG0003702	SMRG1_20430.1, SMRG1_20430.2, SMRG1_20430.3	EWB00_003533
OG0003703	SMRG1_11690.1, SMRG1_11690.3, SMRG1_11690.2	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3
OG0003704	SMRG1_33510.1, SMRG1_33510.3, SMRG1_33510.2	EWB00_002913
OG0003705	SMRG1_34450.1	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4
OG0003706	SMRG1_92390.1, SMRG1_92390.2	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4
OG0003707	SMRG1_4640.1, SMRG1_4640.2	EWB00_009563
OG0003708	SMRG1_59300.1	EWB00_011137.1, EWB00_011137.2
OG0003709	SMRG1_1960.1	EWB00_007188.1, EWB00_007188.2
OG0003710	SMRG1_33570.1	EWB00_002909
OG0003711	SMRG1_67700.1	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2
OG0003712	SMRG1_17260.1	EWB00_006554
OG0003713	SMRG1_88310.1	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6
OG0003714	SMRG1_89990.1, SMRG1_89990.2, SMRG1_89990.3	EWB00_001967
OG0003715	SMRG1_25730.1, SMRG1_25730.2	EWB00_000284
OG0003716	SMRG1_94440.1	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977
OG0003717	SMRG1_73530.1, SMRG1_73530.2	EWB00_006610
OG0003718	SMRG1_78160.1	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025
OG0003719	SMRG1_50700.1, SMRG1_50700.2, SMRG1_50700.3	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2
OG0003720	SMRG1_61000.1, SMRG1_61000.2	EWB00_006573
OG0003721	SMRG1_93110.1, SMRG1_93110.2, SMRG1_93110.3, SMRG1_93250.1	EWB00_008312
OG0003722	SMRG1_93090.1, SMRG1_93100.1	EWB00_009647, EWB00_009956
OG0003723	SMRG1_94090.1	EWB00_007414.1, EWB00_007414.2
OG0003724	SMRG1_19060.1	EWB00_010352
OG0003725	SMRG1_5390.1, SMRG1_5390.2	EWB00_006327.2, EWB00_006327.1
OG0003726	SMRG1_54920.1	EWB00_008109
OG0003727	SMRG1_29100.1, SMRG1_29100.2, SMRG1_29100.3	EWB00_000633.1, EWB00_000633.2
OG0003728	SMRG1_19590.1	EWB00_010342.2
OG0003730	SMRG1_50480.1	EWB00_003610
OG0003731	SMRG1_83490.1	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2
OG0003732	SMRG1_82340.1	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4
OG0003733	SMRG1_6930.1	EWB00_007797.1, EWB00_007797.2
OG0003734	SMRG1_3560.1	EWB00_009076
OG0003735	SMRG1_4850.1	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3
OG0003736	SMRG1_68740.1	EWB00_010074
OG0003737	SMRG1_250.1, SMRG1_250.3, SMRG1_250.2	EWB00_010248.1, EWB00_010248.2
OG0003738	SMRG1_44050.1, SMRG1_44050.2	EWB00_001567
OG0003739	SMRG1_50440.1	EWB00_007591
OG0003740	SMRG1_27100.1, SMRG1_27100.2	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1
OG0003741	SMRG1_54020.1	EWB00_005392.1, EWB00_005392.2
OG0003742	SMRG1_61420.1	EWB00_000513
OG0003743	SMRG1_64530.1	EWB00_010440, EWB00_010441
OG0003744	SMRG1_31420.3, SMRG1_31420.1, SMRG1_31420.2	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2
OG0003745	SMRG1_30880.1, SMRG1_30880.2, SMRG1_30880.4, SMRG1_30880.3	EWB00_010112
OG0003746	SMRG1_3460.1	EWB00_000871.1, EWB00_000871.2
OG0003747	SMRG1_24900.1	EWB00_001123
OG0003748	SMRG1_3310.1, SMRG1_3310.2	EWB00_001647
OG0003749	SMRG1_20100.1, SMRG1_20100.2, SMRG1_20100.3	EWB00_010787
OG0003750	SMRG1_79970.1, SMRG1_79970.2	EWB00_002265
OG0003751	SMRG1_86630.1, SMRG1_86630.3, SMRG1_86630.5, SMRG1_86630.2, SMRG1_86630.4, SMRG1_86630.6	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5
OG0003752	SMRG1_34440.1, SMRG1_34440.2	EWB00_007860
OG0003753	SMRG1_20250.1, SMRG1_20250.2	EWB00_003508
OG0003754	SMRG1_81340.1, SMRG1_81340.2, SMRG1_81340.3, SMRG1_81340.4, SMRG1_81340.5, SMRG1_81340.6	EWB00_006735
OG0003755	SMRG1_2130.1, SMRG1_2130.2	EWB00_007204
OG0003756	SMRG1_92060.1, SMRG1_92060.3, SMRG1_92060.4, SMRG1_92060.2, SMRG1_92060.5	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5
OG0003757	SMRG1_41730.1, SMRG1_41730.2	EWB00_008546
OG0003758	SMRG1_32930.1, SMRG1_32930.2	EWB00_002116
OG0003759	SMRG1_69620.3, SMRG1_69620.5, SMRG1_69620.1, SMRG1_69620.2, SMRG1_69620.4	EWB00_009771
OG0003760	SMRG1_41920.2, SMRG1_41920.4, SMRG1_41920.1, SMRG1_41920.3	EWB00_008394
