Orthogroup	schistosoma_margrebowiei	schistosoma_rodhaini
OG0001689	SMRG1_20310.1	SRDH2_22900.3, SRDH2_22900.1, SRDH2_22900.2
OG0001690	SMRG1_33960.1, SMRG1_33960.2	SRDH2_35850.2, SRDH2_35850.3, SRDH2_35850.1
OG0001691	SMRG1_12620.1	SRDH2_15080.1
OG0001692	SMRG1_76710.1	SRDH2_77990.2, SRDH2_77990.3, SRDH2_77990.1
OG0001693	SMRG1_83240.1, SMRG1_83240.2, SMRG1_83240.3, SMRG1_83240.4, SMRG1_83240.5	SRDH2_84730.1, SRDH2_84730.2, SRDH2_84730.3, SRDH2_84730.4
OG0001694	SMRG1_83270.1, SMRG1_83270.3, SMRG1_83270.2	SRDH2_84760.2, SRDH2_84760.1
OG0001695	SMRG1_31860.1	SRDH2_36730.2, SRDH2_36730.8, SRDH2_36730.3, SRDH2_36730.4, SRDH2_36730.5, SRDH2_36730.13, SRDH2_36730.1, SRDH2_36730.11, SRDH2_36730.12, SRDH2_36730.10, SRDH2_36730.6, SRDH2_36730.9, SRDH2_36730.7
OG0001696	SMRG1_43320.1	SRDH2_43320.1, SRDH2_43320.2
OG0001697	SMRG1_95620.5, SMRG1_95620.1, SMRG1_95620.4, SMRG1_95620.2, SMRG1_95620.3	SRDH2_97650.4, SRDH2_97650.3, SRDH2_97650.2, SRDH2_97650.1
OG0001698	SMRG1_12810.1, SMRG1_78720.3, SMRG1_78720.1, SMRG1_78720.5, SMRG1_78720.2, SMRG1_78720.4, SMRG1_78720.6, SMRG1_78720.7, SMRG1_12820.1	SRDH2_80160.1
OG0001699	SMRG1_62260.1, SMRG1_62260.2, SMRG1_62260.3, SMRG1_62260.5, SMRG1_62260.4	SRDH2_63260.1, SRDH2_63260.4, SRDH2_63260.2, SRDH2_63260.3
OG0001700	SMRG1_14700.1	SRDH2_15780.1, SRDH2_15780.5, SRDH2_15780.2, SRDH2_15780.6, SRDH2_15780.3, SRDH2_15780.8, SRDH2_15780.4, SRDH2_15780.7
OG0001701	SMRG1_84950.1	SRDH2_86780.1, SRDH2_86790.1
OG0001701	SMRG1_84940.1	SRDH2_86770.1
OG0001702	SMRG1_45100.1	SRDH2_45220.1
OG0001703	SMRG1_35720.1, SMRG1_35720.2	SRDH2_33160.1, SRDH2_33160.2
OG0001704	SMRG1_14880.1, SMRG1_14880.2	SRDH2_15960.5, SRDH2_15960.4, SRDH2_15960.2, SRDH2_15960.1, SRDH2_15960.3
OG0001705	SMRG1_24870.1, SMRG1_24870.2, SMRG1_24860.1	SRDH2_25140.1
OG0001706	SMRG1_32020.3, SMRG1_32020.4, SMRG1_32020.5, SMRG1_32020.1, SMRG1_32020.2	SRDH2_36580.1
OG0001707	SMRG1_65670.1, SMRG1_65670.3, SMRG1_65670.2	SRDH2_67450.4, SRDH2_67450.1, SRDH2_67450.2, SRDH2_67450.3
OG0001708	SMRG1_95810.1	SRDH2_97810.1
OG0001709	SMRG1_29740.2, SMRG1_29740.4, SMRG1_29740.1, SMRG1_29740.5, SMRG1_29740.3	SRDH2_30010.1, SRDH2_30010.2, SRDH2_30010.3
OG0001711	SMRG1_94800.1, SMRG1_94800.2, SMRG1_94800.3, SMRG1_94800.4	SRDH2_96770.1
OG0001712	SMRG1_41840.1	SRDH2_41890.1, SRDH2_41890.10, SRDH2_41890.4, SRDH2_41890.8, SRDH2_41890.9, SRDH2_41890.7, SRDH2_41890.2, SRDH2_41890.3, SRDH2_41890.6, SRDH2_41890.5
OG0001713	SMRG1_58790.1, SMRG1_58790.2	SRDH2_59900.1, SRDH2_59900.10, SRDH2_59900.12, SRDH2_59900.13, SRDH2_59900.14, SRDH2_59900.15, SRDH2_59900.4, SRDH2_59900.5, SRDH2_59900.8, SRDH2_59900.11, SRDH2_59900.2, SRDH2_59900.3, SRDH2_59900.6, SRDH2_59900.7, SRDH2_59900.9
OG0001714	SMRG1_58800.1	SRDH2_59910.1
OG0001715	SMRG1_23620.1, SMRG1_23620.2	SRDH2_24130.1
OG0001716	SMRG1_70300.1, SMRG1_70300.2, SMRG1_70300.3	SRDH2_71660.1
OG0001717	SMRG1_28940.1	SRDH2_29210.1
OG0001718	SMRG1_14610.1, SMRG1_14610.2, SMRG1_14610.3	SRDH2_15680.1, SRDH2_15680.2
OG0001719	SMRG1_43850.4, SMRG1_43850.2, SMRG1_43850.3, SMRG1_43850.5, SMRG1_43850.1	SRDH2_43840.1, SRDH2_43840.3, SRDH2_43840.5, SRDH2_43840.2, SRDH2_43840.4, SRDH2_43840.6
OG0001720	SMRG1_11260.1, SMRG1_11260.2, SMRG1_11260.3	SRDH2_11860.3, SRDH2_11860.2, SRDH2_11860.4, SRDH2_11860.1
OG0001721	SMRG1_57200.4, SMRG1_57200.3, SMRG1_57200.1, SMRG1_57200.2	SRDH2_58150.1
OG0001721	SMRG1_57220.1	SRDH2_58170.1
OG0001722	SMRG1_10720.1, SMRG1_10720.2, SMRG1_10720.3	SRDH2_11490.1
OG0001723	SMRG1_10540.1, SMRG1_10540.2	SRDH2_11320.1
OG0001724	SMRG1_73250.2, SMRG1_73250.1, SMRG1_73250.3	SRDH2_73060.4, SRDH2_73060.3, SRDH2_73060.5, SRDH2_73060.2, SRDH2_73060.7, SRDH2_73060.1, SRDH2_73060.6
OG0001725	SMRG1_72280.1	SRDH2_74760.1
OG0001726	SMRG1_35910.1	SRDH2_33370.1
OG0001726	SMRG1_82310.1	SRDH2_83740.1
OG0001727	SMRG1_89880.1	SRDH2_91680.1
OG0001728	SMRG1_64940.1, SMRG1_64940.2, SMRG1_64940.3	SRDH2_68010.1, SRDH2_68010.2, SRDH2_68010.3, SRDH2_95530.1
OG0001729	SMRG1_10340.1	SRDH2_11040.3, SRDH2_11040.1, SRDH2_11040.4, SRDH2_11040.5, SRDH2_11040.2
OG0001730	SMRG1_16880.6, SMRG1_16880.5, SMRG1_16880.7, SMRG1_16930.1	SRDH2_18580.1, SRDH2_18580.3, SRDH2_18580.4, SRDH2_18580.2
OG0001731	SMRG1_30890.2, SMRG1_30890.1	SRDH2_31170.1, SRDH2_31170.2, SRDH2_31170.4, SRDH2_31170.5, SRDH2_31170.3, SRDH2_31170.6, SRDH2_31170.7
OG0001732	SMRG1_49000.1	SRDH2_49120.1, SRDH2_49120.3, SRDH2_49120.4, SRDH2_49120.5, SRDH2_49120.2
OG0001733	SMRG1_60940.1, SMRG1_60940.3, SMRG1_60940.2, SMRG1_60940.4	SRDH2_61440.5, SRDH2_61440.3, SRDH2_61440.1, SRDH2_61440.4, SRDH2_61440.2
OG0001734	SMRG1_93730.1	SRDH2_95490.1, SRDH2_95470.1
OG0001735	SMRG1_26390.4, SMRG1_26390.1, SMRG1_26390.2, SMRG1_26390.3	SRDH2_26750.1, SRDH2_26750.2
OG0001736	SMRG1_17940.3, SMRG1_17940.1, SMRG1_17940.2	SRDH2_17500.1, SRDH2_17500.3, SRDH2_17500.2, SRDH2_17500.4, SRDH2_17500.5
OG0001737	SMRG1_92970.3, SMRG1_92970.4, SMRG1_92970.5, SMRG1_92970.1, SMRG1_92970.2	SRDH2_94780.9, SRDH2_94780.3, SRDH2_94780.2, SRDH2_94780.1, SRDH2_94780.6, SRDH2_94780.7, SRDH2_94780.8, SRDH2_94780.5, SRDH2_94780.4
OG0001738	SMRG1_41870.1, SMRG1_41870.2	SRDH2_41920.1
OG0001739	SMRG1_41390.1, SMRG1_41390.2	SRDH2_41420.3, SRDH2_41420.5, SRDH2_41420.6, SRDH2_41420.1, SRDH2_41420.2, SRDH2_41420.4
OG0001740	SMRG1_55390.1, SMRG1_55390.2, SMRG1_55390.3, SMRG1_55390.4	SRDH2_55890.2, SRDH2_55890.1
OG0001741	SMRG1_4380.1	SRDH2_4620.1
OG0001742	SMRG1_54850.1, SMRG1_54850.2, SMRG1_54850.3, SMRG1_54850.4	SRDH2_55260.2, SRDH2_55260.1
OG0001743	SMRG1_91750.5, SMRG1_91750.6, SMRG1_91750.1, SMRG1_91750.2, SMRG1_91750.3, SMRG1_91750.4	SRDH2_92180.4, SRDH2_92180.1, SRDH2_92180.2, SRDH2_92180.3
OG0001744	SMRG1_69520.1	SRDH2_69980.1, SRDH2_69980.2, SRDH2_69980.4, SRDH2_69980.3, SRDH2_69980.6, SRDH2_69980.5
OG0001745	SMRG1_28880.2, SMRG1_28880.1, SMRG1_28880.3	SRDH2_29150.6, SRDH2_29150.7, SRDH2_29150.3, SRDH2_29150.8, SRDH2_29150.1, SRDH2_29150.5, SRDH2_29150.2, SRDH2_29150.4
OG0001746	SMRG1_83310.5, SMRG1_83310.4, SMRG1_83310.6, SMRG1_83310.1, SMRG1_83310.2, SMRG1_83310.3	SRDH2_84810.1, SRDH2_84800.1
OG0001747	SMRG1_5760.1	SRDH2_6090.5, SRDH2_6090.10, SRDH2_6090.9, SRDH2_6090.11, SRDH2_6090.8, SRDH2_6090.7, SRDH2_6090.6, SRDH2_6090.4, SRDH2_6090.3, SRDH2_6090.1, SRDH2_6090.2
OG0001748	SMRG1_59090.1, SMRG1_59090.2, SMRG1_59090.3	SRDH2_60250.1
OG0001749	SMRG1_26480.1, SMRG1_26480.2, SMRG1_26480.3, SMRG1_26480.4, SMRG1_26480.5, SMRG1_26480.6	SRDH2_26860.9, SRDH2_26860.10, SRDH2_26860.5, SRDH2_26860.1, SRDH2_26860.2, SRDH2_26860.3, SRDH2_26860.4, SRDH2_26860.8, SRDH2_26860.6, SRDH2_26860.7
OG0001750	SMRG1_4040.1, SMRG1_4000.1	SRDH2_4230.2, SRDH2_4230.1, SRDH2_4230.3, SRDH2_4230.4
OG0001751	SMRG1_26610.4, SMRG1_26610.5, SMRG1_26610.3, SMRG1_26610.1, SMRG1_26610.2	SRDH2_26960.1, SRDH2_26960.5, SRDH2_26960.4, SRDH2_26960.6, SRDH2_26960.7, SRDH2_26960.2, SRDH2_26960.3
OG0001752	SMRG1_9880.3, SMRG1_9880.2, SMRG1_9880.4, SMRG1_9880.5, SMRG1_9880.6, SMRG1_9880.1	SRDH2_10620.1
OG0001753	SMRG1_10940.1, SMRG1_10940.2, SMRG1_10940.3, SMRG1_10940.4	SRDH2_11740.1
OG0001754	SMRG1_61170.4, SMRG1_61170.3, SMRG1_61170.2, SMRG1_61170.1	SRDH2_61210.1
OG0001755	SMRG1_3940.1, SMRG1_3940.2	SRDH2_4150.1
OG0001756	SMRG1_50850.1, SMRG1_50850.2, SMRG1_50850.3	SRDH2_50940.1, SRDH2_50940.2
OG0001757	SMRG1_49410.1	SRDH2_49490.1, SRDH2_49490.3, SRDH2_49490.10, SRDH2_49490.8, SRDH2_49490.5, SRDH2_49490.4, SRDH2_49490.6, SRDH2_49490.9, SRDH2_49490.7, SRDH2_49490.2
OG0001758	SMRG1_86200.1, SMRG1_86200.2	SRDH2_87560.1, SRDH2_87560.2, SRDH2_87560.3
OG0001759	SMRG1_68450.1, SMRG1_68440.1, SMRG1_68440.2	SRDH2_68280.1
OG0001760	SMRG1_68060.1, SMRG1_68060.5, SMRG1_68060.4, SMRG1_68060.2, SMRG1_68060.3	SRDH2_68650.1, SRDH2_68650.3, SRDH2_68650.5, SRDH2_68650.4, SRDH2_68650.2
OG0001761	SMRG1_71690.1, SMRG1_71690.2	SRDH2_74160.1, SRDH2_74140.1, SRDH2_74120.1, SRDH2_100100.1, SRDH2_100120.1
OG0001763	SMRG1_31150.1, SMRG1_31150.2	SRDH2_31410.3, SRDH2_31410.7, SRDH2_31410.1, SRDH2_31410.4, SRDH2_31410.5, SRDH2_31410.6, SRDH2_31410.2
OG0001764	SMRG1_15610.3, SMRG1_15610.6, SMRG1_15610.1, SMRG1_15610.4	SRDH2_16550.3
OG0001765	SMRG1_70020.3, SMRG1_70020.1, SMRG1_70020.5, SMRG1_70020.2, SMRG1_70020.4	SRDH2_66820.2, SRDH2_66820.4, SRDH2_66820.5, SRDH2_66820.3, SRDH2_66820.1
OG0001766	SMRG1_34510.1	SRDH2_38450.2
OG0001767	SMRG1_3870.6, SMRG1_3870.2, SMRG1_3870.4, SMRG1_3870.5, SMRG1_3870.1, SMRG1_3870.3	SRDH2_4060.5, SRDH2_4060.4, SRDH2_4060.7, SRDH2_4060.1, SRDH2_4060.2, SRDH2_4060.3, SRDH2_4060.6
OG0001768	SMRG1_87030.1	SRDH2_88550.1, SRDH2_88570.1
OG0001769	SMRG1_2340.2, SMRG1_2340.9, SMRG1_2340.3, SMRG1_2340.4, SMRG1_2340.8, SMRG1_2340.1, SMRG1_2340.7, SMRG1_2340.5, SMRG1_2340.6	SRDH2_2700.1
OG0001770	SMRG1_33640.5, SMRG1_33640.3, SMRG1_33640.1, SMRG1_33640.2, SMRG1_33640.4	SRDH2_35520.1, SRDH2_35520.2
OG0001771	SMRG1_53350.2, SMRG1_53350.1, SMRG1_53350.3	SRDH2_53280.1
OG0001772	SMRG1_91360.2, SMRG1_91360.1, SMRG1_91360.3	SRDH2_92500.3, SRDH2_92500.2, SRDH2_92500.1
OG0001773	SMRG1_64180.2	SRDH2_65180.4
OG0001773	SMRG1_64180.1, SMRG1_64180.3	SRDH2_65180.3, SRDH2_65180.1, SRDH2_65180.2
OG0001774	SMRG1_6640.4, SMRG1_6640.5, SMRG1_6640.6, SMRG1_6640.1, SMRG1_6640.2, SMRG1_6640.3	SRDH2_6980.1
OG0001775	SMRG1_16950.1, SMRG1_16950.2, SMRG1_16950.3	SRDH2_18560.2, SRDH2_18560.1, SRDH2_18560.3
OG0001776	SMRG1_96380.1, SMRG1_96380.5, SMRG1_96380.6, SMRG1_96380.2, SMRG1_96380.3, SMRG1_96380.4	SRDH2_98440.1
OG0001777	SMRG1_5090.1, SMRG1_5090.2	SRDH2_5420.2, SRDH2_5420.1, SRDH2_5420.3
OG0001778	SMRG1_90840.1, SMRG1_90840.2, SMRG1_90840.3	SRDH2_93010.8, SRDH2_93010.2, SRDH2_93010.3, SRDH2_93010.4, SRDH2_93010.6, SRDH2_93010.7, SRDH2_93010.1, SRDH2_93010.5
OG0001779	SMRG1_23650.1, SMRG1_23650.2	SRDH2_24100.1, SRDH2_24100.2
OG0001780	SMRG1_28430.1	SRDH2_28720.1
OG0001781	SMRG1_96650.1	SRDH2_98720.1
OG0001782	SMRG1_67080.1	SRDH2_69670.1
OG0001783	SMRG1_30780.1, SMRG1_30780.2, SMRG1_30780.3	SRDH2_31060.1
OG0001784	SMRG1_42630.1	SRDH2_42630.4, SRDH2_42630.6, SRDH2_42630.2, SRDH2_42630.3, SRDH2_42630.1, SRDH2_42630.5
OG0001785	SMRG1_22810.1, SMRG1_22810.3, SMRG1_22810.2, SMRG1_22810.4	SRDH2_23440.1, SRDH2_23440.2, SRDH2_23440.3
OG0001786	SMRG1_64520.1, SMRG1_64520.2, SMRG1_64520.6, SMRG1_64520.4, SMRG1_64520.5, SMRG1_64520.3	SRDH2_65530.1, SRDH2_65530.3, SRDH2_65530.2
OG0001787	SMRG1_22830.1	SRDH2_23420.1, SRDH2_23420.7, SRDH2_23420.2, SRDH2_23420.4, SRDH2_23420.5, SRDH2_23420.8, SRDH2_23420.3, SRDH2_23420.6
OG0001788	SMRG1_77590.2, SMRG1_77590.1, SMRG1_77590.3	SRDH2_79010.2, SRDH2_79010.3, SRDH2_79010.4, SRDH2_79010.5
OG0001789	SMRG1_21590.1	SRDH2_22080.1
OG0001791	SMRG1_93270.1	SRDH2_95110.1
OG0001792	SMRG1_78910.1	SRDH2_80380.1
OG0001793	SMRG1_90170.1, SMRG1_90170.2, SMRG1_90170.3	SRDH2_93660.4, SRDH2_93660.5, SRDH2_93660.7, SRDH2_93660.1, SRDH2_93660.6, SRDH2_93660.2, SRDH2_93660.3, SRDH2_93660.8, SRDH2_93660.9
OG0001794	SMRG1_70030.1, SMRG1_70030.2, SMRG1_70030.3	SRDH2_66830.1, SRDH2_66830.2
OG0001795	SMRG1_50910.3, SMRG1_50910.2, SMRG1_50910.1	SRDH2_51070.2, SRDH2_51070.3, SRDH2_51070.7, SRDH2_51070.4, SRDH2_51070.9, SRDH2_51070.1, SRDH2_51070.5, SRDH2_51070.6, SRDH2_51070.8
OG0001796	SMRG1_47290.1, SMRG1_47300.1, SMRG1_47300.2, SMRG1_47300.4, SMRG1_47300.3	SRDH2_47390.1, SRDH2_47370.1, SRDH2_49200.1
OG0001797	SMRG1_85510.5, SMRG1_45330.1, SMRG1_86370.1, SMRG1_86580.1, SMRG1_86580.2, SMRG1_93680.1, SMRG1_85350.1, SMRG1_83780.1, SMRG1_83790.1, SMRG1_85570.1	SRDH2_101680.1, SRDH2_58890.1
OG0001800	SMRG1_56580.3, SMRG1_56580.4, SMRG1_56580.6, SMRG1_56580.2, SMRG1_56580.5, SMRG1_56580.1	SRDH2_57210.1
OG0001801	SMRG1_13830.3, SMRG1_13830.1, SMRG1_13830.2	SRDH2_13570.2, SRDH2_13570.4, SRDH2_13570.1, SRDH2_13570.3
OG0001802	SMRG1_36700.1, SMRG1_36700.3, SMRG1_36700.4, SMRG1_36700.5, SMRG1_36700.2, SMRG1_36700.6	SRDH2_34200.1, SRDH2_34210.1
OG0001803	SMRG1_40750.1	SRDH2_40770.1, SRDH2_40770.2
OG0001804	SMRG1_33000.3, SMRG1_33000.2, SMRG1_33000.4, SMRG1_33000.5, SMRG1_33000.1, SMRG1_33000.6	SRDH2_34870.1
OG0001805	SMRG1_44160.1, SMRG1_44160.2	SRDH2_44150.1
OG0001806	SMRG1_97370.1, SMRG1_97390.1	SRDH2_99560.1
OG0001807	SMRG1_13840.2, SMRG1_13840.1, SMRG1_13840.3	SRDH2_13560.1, SRDH2_13560.2
OG0001808	SMRG1_18620.1, SMRG1_18620.7, SMRG1_18620.2, SMRG1_18620.4, SMRG1_18620.3, SMRG1_18620.5, SMRG1_18620.6, SMRG1_18620.8	SRDH2_19550.1
OG0001809	SMRG1_33210.1, SMRG1_33210.3	SRDH2_35090.3
OG0001810	SMRG1_95430.2, SMRG1_95430.1, SMRG1_95430.3, SMRG1_95430.4, SMRG1_95430.5	SRDH2_97440.3, SRDH2_97440.1, SRDH2_97440.2, SRDH2_97440.4
OG0001811	SMRG1_69070.1	SRDH2_71080.1
OG0001812	SMRG1_75520.1, SMRG1_75520.2	SRDH2_76730.1
OG0001813	SMRG1_11140.4, SMRG1_11140.5, SMRG1_11140.1, SMRG1_11140.2, SMRG1_11140.3	SRDH2_11940.3, SRDH2_11940.4, SRDH2_11940.2, SRDH2_11940.1, SRDH2_11940.5
OG0001814	SMRG1_75200.1, SMRG1_75200.2, SMRG1_75200.3	SRDH2_76430.5, SRDH2_76430.1, SRDH2_76430.2, SRDH2_76430.3, SRDH2_76430.4, SRDH2_76430.6, SRDH2_76430.7, SRDH2_76430.8
OG0001815	SMRG1_48100.1, SMRG1_48100.2	SRDH2_48220.1, SRDH2_48220.3, SRDH2_48220.2
OG0001816	SMRG1_47880.1, SMRG1_47880.2, SMRG1_47880.3	SRDH2_48000.2, SRDH2_48000.3, SRDH2_48000.4, SRDH2_48000.5, SRDH2_48000.7, SRDH2_48000.1, SRDH2_48000.6
OG0001817	SMRG1_39030.1	SRDH2_39130.1
OG0001818	SMRG1_50200.1, SMRG1_50200.2, SMRG1_50200.3, SMRG1_50200.4, SMRG1_50200.5, SMRG1_50200.6	SRDH2_50270.1
OG0001819	SMRG1_19260.1	SRDH2_20240.1, SRDH2_20240.2, SRDH2_20240.3, SRDH2_20240.4
OG0001820	SMRG1_59950.1	SRDH2_62400.1, SRDH2_62400.2, SRDH2_62400.3
OG0001821	SMRG1_81260.1	SRDH2_83080.1
OG0001821	SMRG1_57860.1	SRDH2_58790.1
OG0001822	SMRG1_95030.1	SRDH2_97040.1
OG0001823	SMRG1_20760.1	SRDH2_21510.1
OG0001824	SMRG1_14790.1, SMRG1_14790.2	SRDH2_15870.3, SRDH2_15870.1, SRDH2_15870.2
OG0001825	SMRG1_51890.1, SMRG1_51890.2	SRDH2_52260.3, SRDH2_52260.2, SRDH2_52260.6, SRDH2_52260.1, SRDH2_52260.5, SRDH2_52260.4
OG0001826	SMRG1_5020.1, SMRG1_5020.2, SMRG1_5020.5, SMRG1_5020.6, SMRG1_5020.3, SMRG1_5020.4	SRDH2_5310.2, SRDH2_5310.5, SRDH2_5310.4, SRDH2_5310.1, SRDH2_5310.3
OG0001827	SMRG1_78340.1, SMRG1_78340.2	SRDH2_79770.1, SRDH2_79770.2, SRDH2_79770.3, SRDH2_79770.4
OG0001828	SMRG1_53470.1, SMRG1_53470.2, SMRG1_53470.3, SMRG1_53470.4, SMRG1_53470.5	SRDH2_53180.1, SRDH2_53180.2
OG0001829	SMRG1_27970.1	SRDH2_28240.1
OG0001829	SMRG1_27000.2, SMRG1_27000.1	SRDH2_27240.1, SRDH2_27240.2, SRDH2_27230.1
OG0001830	SMRG1_58230.1	SRDH2_59020.10, SRDH2_59020.3, SRDH2_59020.4, SRDH2_59020.5, SRDH2_59020.6, SRDH2_59020.7, SRDH2_59020.8, SRDH2_59020.9, SRDH2_59120.1
OG0001831	SMRG1_66480.1	SRDH2_66390.1
OG0001832	SMRG1_58480.1, SMRG1_58650.3, SMRG1_58650.1, SMRG1_58650.2	SRDH2_59660.1, SRDH2_59660.2
OG0001833	SMRG1_58490.1	SRDH2_59620.2, SRDH2_59620.1, SRDH2_59450.1, SRDH2_59570.1, SRDH2_59410.1, SRDH2_59670.1, SRDH2_59670.3, SRDH2_59670.4, SRDH2_59670.2
OG0001834	SMRG1_74980.3, SMRG1_74980.2	SRDH2_76200.2, SRDH2_76200.4, SRDH2_76200.3
OG0001835	SMRG1_18210.2	SRDH2_17200.1, SRDH2_17200.3
OG0001836	SMRG1_2630.1, SMRG1_2640.1, SMRG1_2650.1	SRDH2_2910.4, SRDH2_2910.7, SRDH2_2910.8, SRDH2_2910.13, SRDH2_2910.12, SRDH2_2910.11, SRDH2_2910.10, SRDH2_2910.9, SRDH2_2910.2, SRDH2_2910.6, SRDH2_2910.1, SRDH2_2910.5, SRDH2_2910.3, SRDH2_2940.1, SRDH2_2920.1
OG0001837	SMRG1_82660.1	SRDH2_84090.1
OG0001838	SMRG1_26670.1, SMRG1_26670.2, SMRG1_26670.3, SMRG1_26670.4, SMRG1_26670.5, SMRG1_26670.6, SMRG1_26670.7	SRDH2_26980.4, SRDH2_26980.3, SRDH2_26980.1, SRDH2_26980.2
OG0001839	SMRG1_54100.2	SRDH2_54500.3
OG0001840	SMRG1_38160.2, SMRG1_38160.3, SMRG1_38160.4, SMRG1_38160.1	SRDH2_31950.1, SRDH2_31950.2, SRDH2_31950.3, SRDH2_31950.4
OG0001841	SMRG1_15850.2, SMRG1_15850.1, SMRG1_15850.4, SMRG1_15850.3	SRDH2_16790.9, SRDH2_16790.8, SRDH2_16790.6, SRDH2_16790.7, SRDH2_16790.4, SRDH2_16790.2, SRDH2_16790.3, SRDH2_16790.1, SRDH2_16790.5
OG0001842	SMRG1_95930.1, SMRG1_95930.2, SMRG1_95930.3	SRDH2_97930.2, SRDH2_97930.4, SRDH2_97930.1, SRDH2_97930.3
OG0001843	SMRG1_41880.1	SRDH2_41930.5, SRDH2_41930.1, SRDH2_41930.3, SRDH2_41930.4, SRDH2_41930.6, SRDH2_41930.7, SRDH2_41930.2
OG0001845	SMRG1_96290.1	SRDH2_98320.1, SRDH2_98320.2, SRDH2_98320.6, SRDH2_98320.8, SRDH2_98320.3, SRDH2_98320.4, SRDH2_98320.5, SRDH2_98320.7
OG0001846	SMRG1_26820.1, SMRG1_27080.3, SMRG1_27080.1, SMRG1_27080.2	SRDH2_27320.1
OG0001847	SMRG1_4530.3, SMRG1_4530.1, SMRG1_4530.2, SMRG1_4530.4	SRDH2_4820.1, SRDH2_4820.2, SRDH2_4820.3, SRDH2_4820.4, SRDH2_4800.1
OG0001848	SMRG1_5380.1, SMRG1_5380.2	SRDH2_5700.1, SRDH2_5700.2
OG0001849	SMRG1_65260.1, SMRG1_65260.2	SRDH2_67000.5, SRDH2_67000.7, SRDH2_67000.1, SRDH2_67000.6, SRDH2_67000.4, SRDH2_67000.3, SRDH2_67000.2
OG0001850	SMRG1_73970.1, SMRG1_73970.3, SMRG1_73970.4, SMRG1_73970.2	SRDH2_75190.1
OG0001851	SMRG1_53480.1, SMRG1_53480.2	SRDH2_53170.1, SRDH2_53170.2
OG0001852	SMRG1_29480.1, SMRG1_29480.4, SMRG1_29480.5, SMRG1_29480.2, SMRG1_29480.3	SRDH2_29780.2, SRDH2_29780.4, SRDH2_29780.1, SRDH2_29780.3
OG0001853	SMRG1_3530.1	SRDH2_3740.1
OG0001853	SMRG1_3390.1, SMRG1_3390.2	SRDH2_3560.1
OG0001854	SMRG1_97670.1	SRDH2_99730.1, SRDH2_99700.1, SRDH2_99710.1, SRDH2_99720.1, SRDH2_99760.1, SRDH2_99770.1, SRDH2_99780.1
OG0001855	SMRG1_71720.2, SMRG1_71720.1	SRDH2_74190.2
OG0001856	SMRG1_76210.1, SMRG1_76210.2	SRDH2_77460.3, SRDH2_77460.4, SRDH2_77460.1, SRDH2_77460.5, SRDH2_77460.2
OG0001857	SMRG1_77110.1	SRDH2_78460.1, SRDH2_78460.2
OG0001858	SMRG1_45120.1	SRDH2_45240.1
OG0001859	SMRG1_8150.1	SRDH2_8780.1, SRDH2_8780.2, SRDH2_8780.3
OG0001860	SMRG1_27240.1, SMRG1_27240.2	SRDH2_27510.3, SRDH2_27510.1, SRDH2_27510.2
OG0001861	SMRG1_75680.3, SMRG1_75680.4, SMRG1_75680.5, SMRG1_75680.6, SMRG1_75680.1, SMRG1_75680.2	SRDH2_76930.1, SRDH2_76930.6, SRDH2_76930.4, SRDH2_76930.5, SRDH2_76930.2, SRDH2_76930.3, SRDH2_76930.7, SRDH2_76930.8
OG0001862	SMRG1_4240.3, SMRG1_4240.1, SMRG1_4240.4, SMRG1_4240.2	SRDH2_4480.3, SRDH2_4480.2, SRDH2_4480.1, SRDH2_4480.4, SRDH2_4480.5
OG0001863	SMRG1_27890.1	SRDH2_28170.1
OG0001863	SMRG1_27210.1	SRDH2_27470.1
OG0001864	SMRG1_75890.1, SMRG1_75890.2	SRDH2_77140.1
OG0001865	SMRG1_6740.3, SMRG1_6740.1, SMRG1_6740.2	SRDH2_7100.2, SRDH2_7100.3, SRDH2_7100.1, SRDH2_7100.4
OG0001866	SMRG1_90610.2, SMRG1_90610.1, SMRG1_90610.3	SRDH2_93210.1
OG0001867	SMRG1_50230.3, SMRG1_50230.6, SMRG1_50230.4, SMRG1_50230.5, SMRG1_50230.1, SMRG1_50230.2	SRDH2_50310.1
OG0001868	SMRG1_2380.1	SRDH2_102420.3, SRDH2_102420.1, SRDH2_102420.2, SRDH2_2760.1
OG0001869	SMRG1_19900.1, SMRG1_19900.2, SMRG1_19900.3	SRDH2_20920.1
OG0001870	SMRG1_51770.1, SMRG1_51770.2	SRDH2_52140.1
OG0001871	SMRG1_43270.1	SRDH2_43270.4, SRDH2_43270.3, SRDH2_43270.6, SRDH2_43270.7, SRDH2_43270.5, SRDH2_43270.1, SRDH2_43270.2
OG0001872	SMRG1_82960.1	SRDH2_84490.1
OG0001873	SMRG1_33610.1	SRDH2_35480.5, SRDH2_35480.4
OG0001874	SMRG1_23150.1, SMRG1_23160.1	SRDH2_23760.1, SRDH2_23720.1
OG0001875	SMRG1_89130.1, SMRG1_89130.2, SMRG1_89130.3	SRDH2_90900.3, SRDH2_90900.1, SRDH2_90900.2
OG0001876	SMRG1_21830.1	SRDH2_22330.1, SRDH2_22330.2, SRDH2_22330.5, SRDH2_22330.6, SRDH2_22330.3, SRDH2_22330.4
OG0001877	SMRG1_17530.1, SMRG1_17530.2	SRDH2_17930.1, SRDH2_17930.5, SRDH2_17930.2, SRDH2_17930.3, SRDH2_17930.4, SRDH2_17930.6
