Orthogroup	schistosoma_margrebowiei	fasciola_gigantica
OG0002467	SMRG1_51200.1, SMRG1_51200.2, SMRG1_51200.3, SMRG1_51200.4	FGIG_08516
OG0002468	SMRG1_76430.4, SMRG1_76430.3, SMRG1_76430.2, SMRG1_76430.1, SMRG1_76430.5	FGIG_08551
OG0002469	SMRG1_4270.3, SMRG1_4270.2, SMRG1_4270.4, SMRG1_4270.1	FGIG_08589, FGIG_11582, FGIG_08590
OG0002470	SMRG1_79560.2, SMRG1_79560.1	FGIG_08645
OG0002471	SMRG1_75510.1	FGIG_08707
OG0002472	SMRG1_36930.1, SMRG1_36930.2	FGIG_08827
OG0002473	SMRG1_9370.1, SMRG1_9370.2, SMRG1_9370.3	FGIG_08879
OG0002474	SMRG1_89060.2, SMRG1_89060.1, SMRG1_89060.3, SMRG1_89060.4	FGIG_08909
OG0002475	SMRG1_16230.1, SMRG1_16230.2	FGIG_09134
OG0002476	SMRG1_31000.1	FGIG_09264, FGIG_09265, FGIG_10209
OG0002477	SMRG1_77040.2, SMRG1_77040.3, SMRG1_77040.1, SMRG1_77040.4	FGIG_09272
OG0002478	SMRG1_51870.1, SMRG1_51870.3, SMRG1_51870.5, SMRG1_51870.4, SMRG1_51870.2, SMRG1_51870.6	FGIG_09278
OG0002479	SMRG1_63950.3, SMRG1_63950.2, SMRG1_63950.1	FGIG_09452
OG0002480	SMRG1_28010.1, SMRG1_28010.2	FGIG_09465, FGIG_09464
OG0002481	SMRG1_5800.1	FGIG_09576
OG0002482	SMRG1_62280.1, SMRG1_62280.2	FGIG_09686
OG0002483	SMRG1_19720.1	FGIG_09695
OG0002484	SMRG1_23730.1, SMRG1_23730.2, SMRG1_23730.3	FGIG_09732
OG0002485	SMRG1_34300.1	FGIG_09739
OG0002486	SMRG1_23850.1, SMRG1_23850.2, SMRG1_23850.3	FGIG_09770
OG0002487	SMRG1_80370.1	FGIG_09784
OG0002488	SMRG1_55350.1, SMRG1_55350.2	FGIG_10504, FGIG_09832
OG0002489	SMRG1_27430.1, SMRG1_27430.2, SMRG1_27430.3, SMRG1_27430.4	FGIG_09868
OG0002490	SMRG1_74840.1, SMRG1_74840.4, SMRG1_74840.2, SMRG1_74840.3	FGIG_09978
OG0002491	SMRG1_94280.1, SMRG1_94280.2	FGIG_10023
OG0002492	SMRG1_75500.1	FGIG_10063, FGIG_10064
OG0002493	SMRG1_64310.3, SMRG1_64310.1, SMRG1_64310.2	FGIG_10292
OG0002494	SMRG1_550.1	FGIG_10497
OG0002495	SMRG1_14000.1	FGIG_10719
OG0002496	SMRG1_43140.1, SMRG1_43140.3, SMRG1_43140.2, SMRG1_43140.4	FGIG_10747
OG0002497	SMRG1_46230.1, SMRG1_46230.3, SMRG1_46230.2	FGIG_10950
OG0002498	SMRG1_1040.1, SMRG1_1040.3, SMRG1_1040.4, SMRG1_1040.2	FGIG_11117
OG0002499	SMRG1_50270.1, SMRG1_50270.4, SMRG1_50270.2, SMRG1_50270.3	FGIG_11169, FGIG_11170
OG0002500	SMRG1_1620.1, SMRG1_1620.2	FGIG_11224
OG0002501	SMRG1_9320.1, SMRG1_9320.4, SMRG1_9320.5, SMRG1_9320.2, SMRG1_9320.3	FGIG_11287
OG0002502	SMRG1_56670.1	FGIG_11537
OG0002503	SMRG1_84190.1	FGIG_11553
OG0002504	SMRG1_23800.4, SMRG1_23800.5, SMRG1_23800.3, SMRG1_23800.1, SMRG1_23800.2	FGIG_12299, FGIG_11806
OG0002505	SMRG1_52180.1	FGIG_11920
OG0002506	SMRG1_34360.1, SMRG1_34360.4, SMRG1_34360.2, SMRG1_34360.3	FGIG_12017, FGIG_12551, FGIG_12439
OG0002507	SMRG1_83470.1, SMRG1_83470.2	FGIG_12058
OG0002508	SMRG1_64690.1	FGIG_12197
OG0002509	SMRG1_8890.1	FGIG_12245, FGIG_12297
OG0002510	SMRG1_58170.1, SMRG1_58170.2	FGIG_12391
OG0002511	SMRG1_73000.1	FGIG_12393
OG0002512	SMRG1_63490.2, SMRG1_63490.1, SMRG1_63490.3	FGIG_12546, FGIG_12547
OG0002526	SMRG1_13020.1	FGIG_00089
OG0002527	SMRG1_41810.1, SMRG1_41810.2, SMRG1_41810.3, SMRG1_41810.4	FGIG_00511, FGIG_00510
OG0002528	SMRG1_95830.1	FGIG_11944, FGIG_00524
OG0002529	SMRG1_55850.1, SMRG1_55850.2	FGIG_00554
OG0002530	SMRG1_75370.4, SMRG1_75370.1, SMRG1_75370.2, SMRG1_75370.3	FGIG_00602
OG0002531	SMRG1_27550.1, SMRG1_27550.2	FGIG_00671
OG0002532	SMRG1_71650.1, SMRG1_71650.4, SMRG1_71650.2, SMRG1_71650.3	FGIG_00738
OG0002533	SMRG1_66040.1, SMRG1_66040.3, SMRG1_66040.2, SMRG1_66040.4	FGIG_00969
OG0002534	SMRG1_90860.1	FGIG_09067
OG0002535	SMRG1_35600.1, SMRG1_35600.2	FGIG_01112
OG0002536	SMRG1_13070.3, SMRG1_13070.4, SMRG1_13070.1, SMRG1_13070.2	FGIG_01191
OG0002537	SMRG1_83340.1, SMRG1_83340.3, SMRG1_83340.2	FGIG_01229, FGIG_01228
OG0002538	SMRG1_59970.1, SMRG1_59970.2	FGIG_01242
OG0002539	SMRG1_26450.2, SMRG1_26450.1	FGIG_01248
OG0002540	SMRG1_39090.1	FGIG_01266, FGIG_01267
OG0002541	SMRG1_55990.1, SMRG1_55990.2	FGIG_01457
OG0002542	SMRG1_90490.1, SMRG1_90490.2, SMRG1_90490.3	FGIG_10847, FGIG_12416, FGIG_01549
OG0002543	SMRG1_29050.1, SMRG1_29050.3, SMRG1_29050.2, SMRG1_29050.4, SMRG1_29050.5	FGIG_01691
OG0002544	SMRG1_48310.1, SMRG1_48310.3, SMRG1_48310.2	FGIG_01781
OG0002545	SMRG1_23630.1	FGIG_01827, FGIG_01826
OG0002546	SMRG1_16850.1	FGIG_01847
OG0002547	SMRG1_97190.1	FGIG_02027
OG0002548	SMRG1_94970.1, SMRG1_94970.2	FGIG_02084
OG0002549	SMRG1_27910.1, SMRG1_27910.2, SMRG1_97820.1	FGIG_02182
OG0002550	SMRG1_47560.1, SMRG1_47560.2, SMRG1_47560.3	FGIG_02255
OG0002551	SMRG1_31170.1, SMRG1_31170.2, SMRG1_31170.3, SMRG1_31170.5, SMRG1_31170.4	FGIG_02388
OG0002552	SMRG1_4090.1, SMRG1_4090.2	FGIG_02401, FGIG_09802
OG0002553	SMRG1_64990.1	FGIG_02504
OG0002554	SMRG1_59290.1	FGIG_02553
OG0002555	SMRG1_36050.1	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512
OG0002556	SMRG1_19780.1, SMRG1_19780.3, SMRG1_19780.2	FGIG_02738
OG0002557	SMRG1_42760.1	FGIG_02739
OG0002558	SMRG1_3850.1, SMRG1_3850.2	FGIG_02814
OG0002559	SMRG1_24660.1, SMRG1_24660.2	FGIG_02898
OG0002560	SMRG1_90110.1, SMRG1_90110.2, SMRG1_90110.4, SMRG1_90110.3	FGIG_03093, FGIG_03092
OG0002561	SMRG1_9080.3, SMRG1_9080.2, SMRG1_9080.1	FGIG_03183
OG0002562	SMRG1_8600.2, SMRG1_8600.1, SMRG1_8600.3	FGIG_03203
OG0002563	SMRG1_62090.1	FGIG_03214, FGIG_03215
OG0002564	SMRG1_78060.1	FGIG_03281, FGIG_12500, FGIG_05562
OG0002565	SMRG1_2170.1, SMRG1_2160.1	FGIG_03333, FGIG_07664
OG0002566	SMRG1_65660.1	FGIG_03342, FGIG_03344, FGIG_03345
OG0002567	SMRG1_35500.3, SMRG1_35500.1, SMRG1_35500.2	FGIG_03349
OG0002568	SMRG1_64220.1, SMRG1_64220.2, SMRG1_64220.3, SMRG1_64220.4, SMRG1_64220.5, SMRG1_64220.6, SMRG1_64220.7	FGIG_03365
OG0002569	SMRG1_66350.1	FGIG_03570
OG0002570	SMRG1_31740.1, SMRG1_31740.2	FGIG_03617
OG0002571	SMRG1_40430.1, SMRG1_40430.2	FGIG_03757
OG0002572	SMRG1_61640.1, SMRG1_61640.2, SMRG1_61640.3	FGIG_03782
OG0002573	SMRG1_25160.1	FGIG_03838, FGIG_03840
OG0002574	SMRG1_75900.3, SMRG1_75900.1, SMRG1_75900.2	FGIG_03886
OG0002575	SMRG1_24220.1, SMRG1_24220.2	FGIG_03898
OG0002576	SMRG1_79110.1	FGIG_04012
OG0002578	SMRG1_50020.1, SMRG1_50020.2	FGIG_04195
OG0002579	SMRG1_95160.1, SMRG1_95160.2, SMRG1_95160.3	FGIG_04229
OG0002580	SMRG1_61450.2, SMRG1_61450.1	FGIG_04294
OG0002581	SMRG1_60200.1	FGIG_04296
OG0002582	SMRG1_35120.1	FGIG_04308
OG0002583	SMRG1_88850.1	FGIG_04409
OG0002584	SMRG1_39160.1	FGIG_09949, FGIG_04538
OG0002585	SMRG1_20940.1, SMRG1_20930.2, SMRG1_20930.1	FGIG_04559
OG0002586	SMRG1_18510.1, SMRG1_18510.2	FGIG_12272, FGIG_04639
OG0002587	SMRG1_83540.1	FGIG_04693, FGIG_04694
OG0002588	SMRG1_59550.1, SMRG1_59550.2, SMRG1_59550.3	FGIG_04974
OG0002589	SMRG1_59760.1, SMRG1_59760.2	FGIG_05061
OG0002590	SMRG1_77010.3, SMRG1_77010.4, SMRG1_77010.2, SMRG1_77010.1	FGIG_05128
OG0002591	SMRG1_78930.6, SMRG1_78930.1, SMRG1_78930.3, SMRG1_78930.4, SMRG1_78930.5, SMRG1_78930.2	FGIG_05129
OG0002592	SMRG1_27630.1, SMRG1_27630.2	FGIG_05162
OG0002593	SMRG1_80340.1, SMRG1_80340.5, SMRG1_80340.3, SMRG1_80340.4, SMRG1_80340.2	FGIG_05298
OG0002594	SMRG1_80330.3, SMRG1_80330.4, SMRG1_80330.2, SMRG1_80330.1	FGIG_05299
OG0002595	SMRG1_49070.3, SMRG1_49070.1, SMRG1_49070.2, SMRG1_49070.5, SMRG1_49070.4, SMRG1_49070.7, SMRG1_49070.6	FGIG_05362
OG0002596	SMRG1_76650.3, SMRG1_76650.1, SMRG1_76650.2, SMRG1_76650.4, SMRG1_76650.5, SMRG1_76650.6	FGIG_05460
OG0002597	SMRG1_12500.2, SMRG1_12500.1, SMRG1_12510.1	FGIG_05487
OG0002598	SMRG1_34340.2, SMRG1_34340.1, SMRG1_34340.3	FGIG_05515
OG0002599	SMRG1_67070.1	FGIG_05728, FGIG_05727
OG0002600	SMRG1_48140.1, SMRG1_48140.2, SMRG1_48140.3, SMRG1_48140.4	FGIG_05795
OG0002601	SMRG1_11480.1, SMRG1_11480.4, SMRG1_11480.2, SMRG1_11480.3	FGIG_05849
OG0002602	SMRG1_20280.1	FGIG_05875
OG0002603	SMRG1_63750.1, SMRG1_63750.2	FGIG_05906
OG0002604	SMRG1_2180.1, SMRG1_2180.2, SMRG1_2180.3	FGIG_06006
OG0002605	SMRG1_50130.1	FGIG_06036
OG0002606	SMRG1_85980.1, SMRG1_85980.2	FGIG_06073, FGIG_06072
OG0002607	SMRG1_33470.1	FGIG_06107
OG0002608	SMRG1_48870.1	FGIG_06129
OG0002609	SMRG1_3710.1, SMRG1_3710.2	FGIG_06136
OG0002610	SMRG1_42820.1, SMRG1_42820.2	FGIG_11000, FGIG_06189
OG0002611	SMRG1_18080.1, SMRG1_18080.2, SMRG1_18080.3	FGIG_06324
OG0002613	SMRG1_45800.1, SMRG1_70630.1	FGIG_06345
OG0002614	SMRG1_1610.1	FGIG_06354
OG0002615	SMRG1_84070.1, SMRG1_84070.2	FGIG_06373
OG0002616	SMRG1_37380.3, SMRG1_37380.1, SMRG1_37380.2	FGIG_06415
OG0002617	SMRG1_41190.1, SMRG1_41190.2	FGIG_06419
OG0002618	SMRG1_57880.1, SMRG1_57880.2	FGIG_06466
OG0002619	SMRG1_60740.1	FGIG_06472, FGIG_06474
OG0002620	SMRG1_30360.1, SMRG1_30360.2, SMRG1_30360.3, SMRG1_30360.6, SMRG1_30360.4, SMRG1_30360.5	FGIG_06511
OG0002621	SMRG1_8020.1, SMRG1_8020.2	FGIG_09641, FGIG_06677
OG0002622	SMRG1_57110.1, SMRG1_57110.2	FGIG_06700
OG0002623	SMRG1_10870.1, SMRG1_10870.2	FGIG_06729, FGIG_06728
OG0002624	SMRG1_18340.1	FGIG_06964
OG0002625	SMRG1_36140.4, SMRG1_36140.2, SMRG1_36140.3, SMRG1_36140.1	FGIG_06967
OG0002626	SMRG1_58190.1	FGIG_06976
OG0002627	SMRG1_12590.1, SMRG1_12590.2, SMRG1_12590.3, SMRG1_12590.4	FGIG_07084
OG0002629	SMRG1_92570.3, SMRG1_92570.1, SMRG1_92570.2	FGIG_07170
OG0002630	SMRG1_8430.1	FGIG_07216
OG0002631	SMRG1_25260.1	FGIG_07225
OG0002632	SMRG1_85540.1, SMRG1_85540.3, SMRG1_85540.2	FGIG_07361, FGIG_12484, FGIG_12485
OG0002633	SMRG1_40050.1	FGIG_07397
OG0002634	SMRG1_25090.1	FGIG_07468
OG0002635	SMRG1_23240.1, SMRG1_23240.2	FGIG_07528
OG0002636	SMRG1_80680.1, SMRG1_80680.2, SMRG1_80680.3	FGIG_07640
OG0002637	SMRG1_95630.3, SMRG1_95630.4, SMRG1_95630.2, SMRG1_95630.1	FGIG_12349, FGIG_07657, FGIG_07658
OG0002638	SMRG1_54710.1, SMRG1_54710.2, SMRG1_54710.3	FGIG_07669
OG0002639	SMRG1_67630.1, SMRG1_67630.2	FGIG_07695
OG0002640	SMRG1_10180.4, SMRG1_10180.3, SMRG1_10180.1, SMRG1_10180.2	FGIG_12195, FGIG_07993
OG0002641	SMRG1_54140.1, SMRG1_54140.2	FGIG_08071, FGIG_08808
OG0002642	SMRG1_390.2, SMRG1_390.1	FGIG_08263
OG0002644	SMRG1_62480.1, SMRG1_62480.2, SMRG1_62480.3	FGIG_08363
OG0002645	SMRG1_9540.1	FGIG_08488
OG0002646	SMRG1_27200.1, SMRG1_27200.2	FGIG_09593, FGIG_08514
OG0002647	SMRG1_89260.1	FGIG_08632
OG0002648	SMRG1_6320.1	FGIG_08657
OG0002649	SMRG1_40510.1	FGIG_08764, FGIG_10032
OG0002650	SMRG1_8030.1, SMRG1_8030.2, SMRG1_8030.3	FGIG_08774
OG0002651	SMRG1_10220.1	FGIG_08809
OG0002652	SMRG1_45370.1, SMRG1_45370.3, SMRG1_45370.4, SMRG1_45370.2	FGIG_08823, FGIG_08825, FGIG_08824
OG0002653	SMRG1_90310.1	FGIG_08840
OG0002654	SMRG1_81810.3, SMRG1_81810.1, SMRG1_81810.2	FGIG_08874
OG0002655	SMRG1_57630.1	FGIG_08904, FGIG_08905
OG0002656	SMRG1_21260.1, SMRG1_21260.2, SMRG1_21260.3, SMRG1_21260.4	FGIG_09068
OG0002658	SMRG1_29590.1	FGIG_10965, FGIG_09229
OG0002659	SMRG1_60780.1, SMRG1_60780.3, SMRG1_60780.2	FGIG_09283, FGIG_09284
OG0002660	SMRG1_2400.1	FGIG_09287
OG0002661	SMRG1_64360.1, SMRG1_64360.2	FGIG_09299
OG0002662	SMRG1_84290.1, SMRG1_84290.2, SMRG1_84290.3	FGIG_09329, FGIG_09330
OG0002663	SMRG1_84880.1, SMRG1_84880.2, SMRG1_84880.3, SMRG1_84880.5, SMRG1_84880.6, SMRG1_84880.4	FGIG_09358
OG0002664	SMRG1_97410.1	FGIG_09406
OG0002665	SMRG1_50970.1	FGIG_09444
OG0002666	SMRG1_32560.3, SMRG1_32560.1, SMRG1_32560.2	FGIG_09447
OG0002667	SMRG1_27730.1	FGIG_09692
OG0002668	SMRG1_68690.1, SMRG1_68690.2	FGIG_09716
OG0002669	SMRG1_89970.1, SMRG1_89970.2, SMRG1_89980.1	FGIG_09863
OG0002670	SMRG1_28790.2, SMRG1_28790.1, SMRG1_28790.3	FGIG_09923
OG0002671	SMRG1_94990.1, SMRG1_94990.2	FGIG_10002
OG0002672	SMRG1_74530.1	FGIG_10016, FGIG_12308, FGIG_10692
OG0002673	SMRG1_74630.1, SMRG1_74630.2, SMRG1_74630.3	FGIG_10035
OG0002674	SMRG1_27900.1, SMRG1_27900.2, SMRG1_97800.1	FGIG_10188
OG0002675	SMRG1_9420.1	FGIG_10506
OG0002676	SMRG1_69410.1, SMRG1_69410.2, SMRG1_69410.3, SMRG1_69410.4, SMRG1_69410.5	FGIG_10620
OG0002677	SMRG1_63070.1, SMRG1_63070.2	FGIG_10626
OG0002678	SMRG1_7210.1	FGIG_10664
OG0002679	SMRG1_81060.1	FGIG_10815
OG0002680	SMRG1_67870.1	FGIG_10900
OG0002681	SMRG1_27480.1	FGIG_10906
OG0002682	SMRG1_20410.1	FGIG_10998
OG0002683	SMRG1_95780.1, SMRG1_95780.2, SMRG1_95780.3	FGIG_11199
OG0002684	SMRG1_86640.1	FGIG_11240
OG0002685	SMRG1_15500.1, SMRG1_15490.1	FGIG_11288
OG0002686	SMRG1_54440.1	FGIG_11995, FGIG_11420
OG0002687	SMRG1_29370.1	FGIG_11463, FGIG_12541
OG0002688	SMRG1_25910.1	FGIG_12381, FGIG_11687
OG0002689	SMRG1_25940.1	FGIG_11852
OG0002690	SMRG1_41080.1, SMRG1_41080.2	FGIG_11864
OG0002691	SMRG1_84230.1	FGIG_11898
OG0002692	SMRG1_12830.1, SMRG1_12800.1	FGIG_12208
OG0002693	SMRG1_48830.1, SMRG1_48860.1	FGIG_12226
OG0002694	SMRG1_94730.1	FGIG_12281
OG0002696	SMRG1_34010.1, SMRG1_34010.2	FGIG_12504
OG0002708	SMRG1_31370.1	FGIG_00053
OG0002709	SMRG1_7690.2, SMRG1_7690.1	FGIG_00131
OG0002710	SMRG1_730.1, SMRG1_730.2	FGIG_00253
OG0002711	SMRG1_91760.1	FGIG_00270
OG0002712	SMRG1_15470.1, SMRG1_15470.2	FGIG_00278
OG0002713	SMRG1_48400.1	FGIG_00291
OG0002714	SMRG1_78010.1	FGIG_00297, FGIG_01555, FGIG_01554
OG0002715	SMRG1_60180.1	FGIG_07985, FGIG_00418
OG0002716	SMRG1_68170.1	FGIG_00604, FGIG_00420
OG0002717	SMRG1_90450.1, SMRG1_90450.2	FGIG_00464
OG0002718	SMRG1_67190.1	FGIG_00471
OG0002719	SMRG1_5410.1, SMRG1_5410.2, SMRG1_5410.3, SMRG1_5410.4	FGIG_00486
OG0002720	SMRG1_4970.1	FGIG_00722
OG0002721	SMRG1_96370.1	FGIG_00850
OG0002722	SMRG1_21950.1, SMRG1_21950.2	FGIG_11485, FGIG_00965, FGIG_00966
OG0002723	SMRG1_81750.1, SMRG1_81750.2, SMRG1_81750.3, SMRG1_81750.4	FGIG_11475, FGIG_00967, FGIG_11476
OG0002724	SMRG1_82690.1	FGIG_00998, FGIG_00999, FGIG_04014
OG0002725	SMRG1_4210.4, SMRG1_4210.1, SMRG1_4210.2, SMRG1_4210.3, SMRG1_4210.5	FGIG_01120
OG0002726	SMRG1_30980.1	FGIG_01159
OG0002727	SMRG1_74380.1	FGIG_01253
OG0002728	SMRG1_8130.1	FGIG_01273
OG0002729	SMRG1_15740.1, SMRG1_15740.2, SMRG1_15740.4, SMRG1_15740.3, SMRG1_15740.5	FGIG_01275
OG0002730	SMRG1_81520.1, SMRG1_81520.2	FGIG_11239, FGIG_01464, FGIG_01465
OG0002731	SMRG1_46900.2, SMRG1_46900.1, SMRG1_46900.3	FGIG_01545
OG0002732	SMRG1_67810.1	FGIG_01644
OG0002733	SMRG1_24430.4, SMRG1_24430.5, SMRG1_24430.1, SMRG1_24430.2, SMRG1_24430.3	FGIG_01763
OG0002734	SMRG1_42610.1, SMRG1_42610.2, SMRG1_42610.5, SMRG1_42610.3, SMRG1_42610.4, SMRG1_42610.6	FGIG_01878
OG0002735	SMRG1_31100.1, SMRG1_31100.2, SMRG1_31100.3	FGIG_01907
OG0002736	SMRG1_24390.1, SMRG1_24390.2	FGIG_02056
OG0002737	SMRG1_36730.3, SMRG1_36730.1, SMRG1_36730.2	FGIG_02094, FGIG_02093
OG0002738	SMRG1_38310.1	FGIG_11587, FGIG_02169
OG0002739	SMRG1_12290.1, SMRG1_12290.2, SMRG1_12290.3, SMRG1_12290.5, SMRG1_12290.4	FGIG_02207
OG0002740	SMRG1_39620.1	FGIG_02372
OG0002741	SMRG1_17510.1, SMRG1_17510.2	FGIG_02378
OG0002742	SMRG1_71780.1, SMRG1_71780.2	FGIG_02450
OG0002743	SMRG1_42140.1	FGIG_02463
OG0002744	SMRG1_58290.2, SMRG1_58290.3, SMRG1_58290.1, SMRG1_58290.4	FGIG_02489
OG0002745	SMRG1_93630.1, SMRG1_93630.3, SMRG1_93630.4, SMRG1_93630.5, SMRG1_93630.2	FGIG_12179, FGIG_08718, FGIG_02569
OG0002746	SMRG1_54790.1, SMRG1_54790.2, SMRG1_54790.3, SMRG1_54790.4	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632
OG0002747	SMRG1_25820.1	FGIG_02850
OG0002748	SMRG1_35350.1	FGIG_02853
OG0002749	SMRG1_48340.1	FGIG_03004
OG0002750	SMRG1_47740.1	FGIG_03144, FGIG_03145
OG0002751	SMRG1_40010.1, SMRG1_40010.2, SMRG1_40010.3	FGIG_03221
OG0002752	SMRG1_70900.1, SMRG1_70900.2, SMRG1_70900.3	FGIG_03278
OG0002753	SMRG1_86270.3, SMRG1_86270.1, SMRG1_86270.2	FGIG_03286, FGIG_06907
OG0002754	SMRG1_15200.4, SMRG1_15200.1, SMRG1_15200.3	FGIG_03291
OG0002755	SMRG1_3720.3, SMRG1_3720.4, SMRG1_3720.1, SMRG1_3720.2	FGIG_03316
OG0002756	SMRG1_58550.1	FGIG_03391, FGIG_03390
OG0002757	SMRG1_31880.1	FGIG_03406
OG0002758	SMRG1_5140.1, SMRG1_5140.2, SMRG1_5140.3	FGIG_03449
OG0002759	SMRG1_28300.6, SMRG1_28300.1, SMRG1_28300.2, SMRG1_28300.3, SMRG1_28300.4, SMRG1_28300.5	FGIG_03520
OG0002760	SMRG1_3440.1, SMRG1_3450.1	FGIG_03627, FGIG_10459, FGIG_10973
OG0002761	SMRG1_6060.2, SMRG1_6060.1, SMRG1_6060.3	FGIG_03649
OG0002762	SMRG1_96980.1	FGIG_03853
OG0002763	SMRG1_79040.1	FGIG_03991
OG0002764	SMRG1_31670.1	FGIG_04124
OG0002765	SMRG1_69030.1, SMRG1_69030.2	FGIG_04140
OG0002766	SMRG1_73650.1, SMRG1_73650.2	FGIG_04171
OG0002767	SMRG1_50140.1, SMRG1_50140.2, SMRG1_50140.3	FGIG_04178
OG0002768	SMRG1_2030.1	FGIG_04236
OG0002769	SMRG1_26260.1	FGIG_04369
OG0002770	SMRG1_17020.1	FGIG_04421
OG0002771	SMRG1_33770.4, SMRG1_33770.3, SMRG1_33770.1, SMRG1_33770.2	FGIG_04434
OG0002772	SMRG1_81360.1	FGIG_04505
OG0002773	SMRG1_15620.1, SMRG1_15620.2	FGIG_04512
OG0002774	SMRG1_2560.1	FGIG_04542
OG0002775	SMRG1_34130.1, SMRG1_34130.2, SMRG1_34130.3	FGIG_04591
OG0002776	SMRG1_75250.1, SMRG1_75250.2	FGIG_04643, FGIG_05682
OG0002777	SMRG1_76660.1	FGIG_04687
OG0002778	SMRG1_96860.1	FGIG_04729
OG0002779	SMRG1_33370.1, SMRG1_36870.1, SMRG1_36870.2, SMRG1_36880.1	FGIG_06722, FGIG_04831
OG0002780	SMRG1_47860.2, SMRG1_47860.1	FGIG_04996, FGIG_12623
OG0002781	SMRG1_26680.1	FGIG_05105
OG0002782	SMRG1_79370.1, SMRG1_79370.2	FGIG_05161, FGIG_05159
OG0002783	SMRG1_54750.3, SMRG1_54750.1, SMRG1_54750.2	FGIG_05182
OG0002784	SMRG1_26270.1	FGIG_05187, FGIG_05186
OG0002785	SMRG1_71950.1	FGIG_06181, FGIG_05209
OG0002786	SMRG1_12760.3, SMRG1_12760.1, SMRG1_12760.2	FGIG_05260
OG0002787	SMRG1_6900.2, SMRG1_6900.1, SMRG1_6900.3, SMRG1_6900.4, SMRG1_6900.5	FGIG_12685, FGIG_05286, FGIG_05287
OG0002788	SMRG1_10350.1, SMRG1_10370.1	FGIG_10358, FGIG_05423
OG0002789	SMRG1_16190.1, SMRG1_16190.2, SMRG1_16190.3	FGIG_05445
OG0002790	SMRG1_77020.1, SMRG1_77020.2	FGIG_05483
OG0002791	SMRG1_2370.1	FGIG_05501
OG0002792	SMRG1_56310.2, SMRG1_56310.1	FGIG_05618
OG0002793	SMRG1_10990.2, SMRG1_10990.6, SMRG1_10990.3, SMRG1_10990.4, SMRG1_10990.5, SMRG1_10990.1, SMRG1_10990.7	FGIG_05704
OG0002794	SMRG1_95070.1, SMRG1_95070.2	FGIG_05717, FGIG_05716
OG0002795	SMRG1_26540.4, SMRG1_26540.1, SMRG1_26540.2, SMRG1_26540.3	FGIG_05889
OG0002796	SMRG1_12050.1	FGIG_05981
OG0002797	SMRG1_36500.1	FGIG_05992
OG0002798	SMRG1_74880.1, SMRG1_74880.4, SMRG1_74880.2, SMRG1_74880.3	FGIG_06061, FGIG_06060
OG0002799	SMRG1_84830.1	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086
OG0002800	SMRG1_80030.1	FGIG_06159
OG0002801	SMRG1_4730.1, SMRG1_4730.2, SMRG1_4730.3	FGIG_06201
OG0002802	SMRG1_92010.1, SMRG1_92010.2	FGIG_06293
OG0002803	SMRG1_26940.2, SMRG1_26940.1, SMRG1_26940.3	FGIG_06358
OG0002804	SMRG1_39350.1	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542
OG0002805	SMRG1_56660.1	FGIG_06457, FGIG_06456
OG0002806	SMRG1_72380.1, SMRG1_72380.2	FGIG_06469, FGIG_06468
OG0002807	SMRG1_19920.4, SMRG1_19920.2, SMRG1_19920.1, SMRG1_19920.3	FGIG_06513
OG0002808	SMRG1_62640.1	FGIG_06605, FGIG_06607, FGIG_06606
OG0002809	SMRG1_82500.1, SMRG1_97830.1, SMRG1_97830.2	FGIG_06637, FGIG_08992
OG0002810	SMRG1_34860.1	FGIG_06738
OG0002811	SMRG1_21710.6, SMRG1_21710.2, SMRG1_21710.1, SMRG1_21710.4, SMRG1_21710.3, SMRG1_21710.5, SMRG1_21710.7, SMRG1_21710.8	FGIG_06770
OG0002812	SMRG1_86810.1	FGIG_06797
OG0002813	SMRG1_78320.1, SMRG1_78320.2, SMRG1_78320.3	FGIG_06986
OG0002814	SMRG1_23670.1, SMRG1_23670.2, SMRG1_23670.5, SMRG1_23670.3, SMRG1_23670.4	FGIG_07068, FGIG_07069
OG0002815	SMRG1_64000.1, SMRG1_64010.1, SMRG1_64010.2	FGIG_07178
OG0002816	SMRG1_19040.1, SMRG1_19040.2, SMRG1_19040.3, SMRG1_19040.4	FGIG_07270
OG0002817	SMRG1_37390.1	FGIG_07355
OG0002818	SMRG1_75980.1, SMRG1_75980.2	FGIG_07442
OG0002819	SMRG1_69380.1, SMRG1_69380.2	FGIG_07453, FGIG_07452
OG0002820	SMRG1_75340.1	FGIG_07472, FGIG_07471
OG0002821	SMRG1_4100.1	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525
OG0002822	SMRG1_9400.1	FGIG_07663
OG0002823	SMRG1_14550.1	FGIG_07715
OG0002824	SMRG1_1730.1, SMRG1_1730.2, SMRG1_1730.3, SMRG1_1730.4, SMRG1_1730.5, SMRG1_1730.6	FGIG_07734
OG0002825	SMRG1_49360.1	FGIG_07794
OG0002826	SMRG1_41010.1	FGIG_07964
OG0002827	SMRG1_27370.2, SMRG1_27370.3, SMRG1_27370.1	FGIG_08025, FGIG_08024
