Orthogroup	schistosoma_margrebowiei	s.mekongi
OG0003050	SMRG1_79020.1	KAK4470858.1
OG0003051	SMRG1_24440.1	KAK4473151.1
OG0003052	SMRG1_65490.1, SMRG1_65490.2, SMRG1_65490.3	KAK4471195.1
OG0003053	SMRG1_26590.1, SMRG1_26590.2	KAK4472972.1
OG0003054	SMRG1_8460.1	KAK4476250.1
OG0003055	SMRG1_56960.1	KAK4469728.1
OG0003056	SMRG1_8360.1, SMRG1_8360.2	KAK4476225.1
OG0003057	SMRG1_63900.1	KAK4471418.1
OG0003058	SMRG1_93140.1, SMRG1_93140.2, SMRG1_93140.3	KAK4468917.1
OG0003059	SMRG1_36070.1	KAK4474057.1
OG0003060	SMRG1_52550.1, SMRG1_52550.2	KAK4469722.1, KAK4469721.1
OG0003062	SMRG1_90910.1	KAK4468558.1
OG0003063	SMRG1_17280.1, SMRG1_17280.2, SMRG1_17280.3, SMRG1_17280.4	KAK4474944.1
OG0003064	SMRG1_7380.2, SMRG1_7380.1, SMRG1_7380.4, SMRG1_7400.1, SMRG1_7380.3	KAK4476085.1, KAK4476084.1
OG0003065	SMRG1_21690.1, SMRG1_21690.2	KAK4475481.1
OG0003066	SMRG1_95400.1	KAK4467653.1
OG0003067	SMRG1_25000.1	KAK4473191.1
OG0003068	SMRG1_77320.1, SMRG1_77320.3, SMRG1_77320.2	KAK4470448.1
OG0003069	SMRG1_71090.1, SMRG1_71090.2	KAK4470904.1
OG0003070	SMRG1_35340.1, SMRG1_35340.2	KAK4474128.1
OG0003071	SMRG1_60020.1	KAK4471899.1
OG0003072	SMRG1_79900.1	KAK4470953.1
OG0003073	SMRG1_64630.1	KAK4471453.1
OG0003074	SMRG1_59240.1, SMRG1_59240.2	KAK4472092.1
OG0003075	SMRG1_58110.1	KAK4471132.1
OG0003076	SMRG1_58060.1	KAK4467226.1
OG0003077	SMRG1_75210.1	KAK4470456.1
OG0003079	SMRG1_56940.1, SMRG1_56940.2, SMRG1_56940.3	KAK4469953.1
OG0003080	SMRG1_10610.1	KAK4474393.1
OG0003081	SMRG1_14240.1	KAK4474607.1
OG0003082	SMRG1_50770.1, SMRG1_50770.2	KAK4469388.1
OG0003083	SMRG1_79680.1, SMRG1_79680.3, SMRG1_79680.2, SMRG1_79680.4	KAK4470931.1
OG0003084	SMRG1_73450.1, SMRG1_73450.2	KAK4470292.1
OG0003085	SMRG1_38740.1, SMRG1_38740.2, SMRG1_38740.3, SMRG1_38740.4, SMRG1_38740.5	KAK4473802.1
OG0003086	SMRG1_66520.1, SMRG1_66520.2	KAK4471330.1
OG0003087	SMRG1_97210.1	KAK4467853.1
OG0003088	SMRG1_20000.1	KAK4474979.1
OG0003089	SMRG1_16370.1	KAK4475161.1
OG0003090	SMRG1_31940.1, SMRG1_31940.2	KAK4472596.1
OG0003091	SMRG1_94310.11, SMRG1_94310.10, SMRG1_94310.8, SMRG1_94310.3, SMRG1_94310.9, SMRG1_94310.6, SMRG1_94310.2, SMRG1_94310.4, SMRG1_94310.5, SMRG1_94310.7, SMRG1_94310.1	KAK4467911.1
OG0003093	SMRG1_92320.6, SMRG1_92320.2, SMRG1_92320.3, SMRG1_92320.1, SMRG1_92320.4, SMRG1_92320.5	KAK4468425.1
OG0003094	SMRG1_91470.1	KAK4468504.1
OG0003095	SMRG1_48740.1, SMRG1_48740.2, SMRG1_48740.3, SMRG1_48740.4	KAK4469586.1
OG0003096	SMRG1_76250.1, SMRG1_76250.2, SMRG1_76250.3	KAK4470528.1
OG0003097	SMRG1_66670.1, SMRG1_66670.3, SMRG1_66670.2	KAK4471337.1
OG0003098	SMRG1_15330.1	KAK4474756.1, KAK4474758.1, KAK4474759.1
OG0003107	SMRG1_56770.1	KAK4469963.1
OG0003108	SMRG1_26400.1	KAK4472992.1
OG0003109	SMRG1_14720.6, SMRG1_14720.1, SMRG1_14720.2, SMRG1_14720.3, SMRG1_14720.5, SMRG1_14720.4	KAK4475305.1
OG0003110	SMRG1_13630.1, SMRG1_13630.2, SMRG1_13630.3	KAK4474497.1
OG0003111	SMRG1_71520.3, SMRG1_71520.1, SMRG1_71520.2	KAK4470170.1
OG0003112	SMRG1_68390.1	KAK4471551.1
OG0003114	SMRG1_88130.1	KAK4468802.1
OG0003115	SMRG1_74410.1, SMRG1_74410.2	KAK4470616.1
OG0003117	SMRG1_16490.1, SMRG1_16490.2	KAK4475175.1
OG0003118	SMRG1_40900.1	KAK4473622.1
OG0003119	SMRG1_33120.1, SMRG1_33120.2, SMRG1_33120.3, SMRG1_33120.4	KAK4472376.1
OG0003120	SMRG1_72540.1	KAK4470643.1
OG0003121	SMRG1_510.1, SMRG1_510.2, SMRG1_510.3, SMRG1_510.4, SMRG1_510.5	KAK4474788.1
OG0003122	SMRG1_1390.3, SMRG1_1390.1, SMRG1_1390.2	KAK4475923.1
OG0003123	SMRG1_84210.1	KAK4467459.1, KAK4467462.1
OG0003124	SMRG1_91840.1, SMRG1_91840.2, SMRG1_91840.3, SMRG1_91840.4	KAK4468630.1
OG0003125	SMRG1_75000.3, SMRG1_75000.1, SMRG1_75000.2	KAK4470479.1
OG0003126	SMRG1_18670.1	KAK4475109.1
OG0003127	SMRG1_87300.1	KAK4468864.1
OG0003128	SMRG1_83040.1, SMRG1_83040.2, SMRG1_83040.3, SMRG1_83040.5, SMRG1_83040.4	KAK4468288.1
OG0003129	SMRG1_2720.4, SMRG1_2720.2, SMRG1_2720.1, SMRG1_2720.3	KAK4475567.1
OG0003130	SMRG1_28070.1	KAK4473122.1
OG0003131	SMRG1_73020.1	KAK4470255.1
OG0003132	SMRG1_23930.1, SMRG1_23930.2, SMRG1_23930.3	KAK4473009.1
OG0003133	SMRG1_61560.1, SMRG1_61560.2, SMRG1_61560.3	KAK4472047.1
OG0003134	SMRG1_84310.1, SMRG1_84310.2, SMRG1_84310.3	KAK4468043.1
OG0003135	SMRG1_36400.1, SMRG1_36400.4, SMRG1_36400.2, SMRG1_36400.3	KAK4474024.1
OG0003136	SMRG1_9810.1, SMRG1_9810.2, SMRG1_9810.3, SMRG1_9810.4	KAK4476290.1
OG0003137	SMRG1_82290.1	KAK4468351.1
OG0003138	SMRG1_91620.1	KAK4468617.1
OG0003139	SMRG1_50100.1	KAK4469247.1
OG0003140	SMRG1_31110.1, SMRG1_31110.3, SMRG1_31110.2	KAK4472688.1
OG0003141	SMRG1_62170.1	KAK4471989.1
OG0003142	SMRG1_77130.1	KAK4470724.1
OG0003143	SMRG1_76330.1, SMRG1_76330.2, SMRG1_76330.3	KAK4470519.1
OG0003144	SMRG1_39360.1	KAK4473747.1
OG0003145	SMRG1_19340.1, SMRG1_19340.2	KAK4475042.1
OG0003146	SMRG1_65450.1, SMRG1_65450.2, SMRG1_65450.3, SMRG1_65450.4, SMRG1_65450.5	KAK4471191.1
OG0003147	SMRG1_49940.1	KAK4469262.1
OG0003148	SMRG1_93880.1	KAK4467885.1
OG0003149	SMRG1_56720.1	KAK4469944.1
OG0003150	SMRG1_79270.1, SMRG1_79270.2, SMRG1_79270.3	KAK4470886.1
OG0003151	SMRG1_50650.1	KAK4469373.1
OG0003152	SMRG1_37310.1, SMRG1_37310.2	KAK4473841.1
OG0003153	SMRG1_74500.3, SMRG1_74500.4, SMRG1_74500.1, SMRG1_74500.2	KAK4470627.1
OG0003154	SMRG1_35810.1	KAK4474086.1
OG0003155	SMRG1_72150.1, SMRG1_72150.2, SMRG1_72150.3	KAK4470113.1
OG0003156	SMRG1_38210.1, SMRG1_38210.2	KAK4473931.1
OG0003157	SMRG1_52990.1	KAK4469678.1
OG0003158	SMRG1_90280.1	KAK4468929.1
OG0003159	SMRG1_56390.3, SMRG1_56390.1, SMRG1_56390.2	KAK4469036.1
OG0003160	SMRG1_21270.1, SMRG1_21270.2	KAK4475329.1, KAK4475328.1
OG0003161	SMRG1_47770.2, SMRG1_47770.3, SMRG1_47770.4, SMRG1_47770.1, SMRG1_47770.5, SMRG1_47770.6	KAK4469088.1
OG0003162	SMRG1_9190.1, SMRG1_9200.1, SMRG1_9200.2	KAK4476171.1
OG0003163	SMRG1_490.1, SMRG1_490.2, SMRG1_490.3, SMRG1_490.4	KAK4474766.1
OG0003164	SMRG1_33380.1	KAK4472344.1, KAK4472345.1
OG0003165	SMRG1_78140.1, SMRG1_78140.2	KAK4470763.1
OG0003167	SMRG1_95010.1	KAK4467889.1
OG0003168	SMRG1_64230.1	KAK4471309.1
OG0003169	SMRG1_15430.1, SMRG1_15430.2, SMRG1_15430.3, SMRG1_15430.4, SMRG1_15240.1	KAK4474765.1
OG0003170	SMRG1_16940.1	KAK4475221.1
OG0003171	SMRG1_73790.1, SMRG1_73790.2	KAK4470558.1
OG0003172	SMRG1_22030.1	KAK4475445.1
OG0003173	SMRG1_31750.1, SMRG1_31750.2	KAK4472619.1
OG0003174	SMRG1_75810.1, SMRG1_75810.2	KAK4470337.1
OG0003175	SMRG1_95180.1	KAK4467721.1
OG0003176	SMRG1_70720.1, SMRG1_70720.2, SMRG1_70720.3	KAK4470311.1
OG0003177	SMRG1_25830.1	KAK4473005.1
OG0003178	SMRG1_33460.1	KAK4472335.1
OG0003179	SMRG1_75950.1	KAK4470325.1
OG0003180	SMRG1_4110.1	KAK4475713.1
OG0003181	SMRG1_36790.1	KAK4473984.1
OG0003182	SMRG1_31290.1	KAK4472665.1
OG0003183	SMRG1_12740.1	KAK4474722.1
OG0003184	SMRG1_28520.1	KAK4472873.1
OG0003185	SMRG1_71410.1	KAK4470180.1
OG0003186	SMRG1_29860.1, SMRG1_29860.2	KAK4469043.1, KAK4472714.1
OG0003187	SMRG1_74510.1	KAK4470628.1
OG0003188	SMRG1_82760.3, SMRG1_82760.1, SMRG1_82760.2	KAK4467982.1
OG0003189	SMRG1_57440.2, SMRG1_57440.1, SMRG1_57440.3	KAK4469783.1
OG0003190	SMRG1_60290.1, SMRG1_60290.2	KAK4471885.1
OG0003191	SMRG1_48050.3, SMRG1_48050.1, SMRG1_48050.2	KAK4469115.1
OG0003192	SMRG1_66910.1	KAK4471358.1
OG0003193	SMRG1_37350.1	KAK4473845.1
OG0003194	SMRG1_70360.1, SMRG1_70360.2, SMRG1_70360.3	KAK4470088.1
OG0003195	SMRG1_16910.1	KAK4475218.1
OG0003196	SMRG1_62700.1	KAK4471775.1
OG0003197	SMRG1_96320.1	KAK4467650.1
OG0003198	SMRG1_51340.1	KAK4469447.1
OG0003199	SMRG1_94850.1	KAK4467790.1
OG0003200	SMRG1_10090.1, SMRG1_10090.3, SMRG1_10090.2, SMRG1_10090.4	KAK4476266.1
OG0003201	SMRG1_13990.1, SMRG1_13990.2	KAK4474576.1
OG0003202	SMRG1_16470.1	KAK4475172.1
OG0003203	SMRG1_92820.1, SMRG1_92820.2	KAK4468471.1
OG0003204	SMRG1_19710.1, SMRG1_19710.2	KAK4475014.1
OG0003205	SMRG1_36720.1	KAK4473990.1
OG0003206	SMRG1_17470.1, SMRG1_17480.1	KAK4474923.1
OG0003207	SMRG1_7960.1, SMRG1_7960.2, SMRG1_7960.7, SMRG1_7960.3, SMRG1_7960.4, SMRG1_7960.5, SMRG1_7960.6	KAK4476153.1
OG0003208	SMRG1_69990.1	KAK4471535.1
OG0003209	SMRG1_79360.1	KAK4470896.1
OG0003210	SMRG1_12420.3, SMRG1_12420.4, SMRG1_12420.1, SMRG1_12420.2	KAK4474687.1
OG0003211	SMRG1_75690.1, SMRG1_75690.2, SMRG1_75690.3	KAK4470350.1
OG0003212	SMRG1_5650.1	KAK4475898.1
OG0003213	SMRG1_33310.1, SMRG1_33310.2, SMRG1_33310.3, SMRG1_33310.4	KAK4472354.1
OG0003214	SMRG1_11320.1, SMRG1_11320.2	KAK4474495.1
OG0003215	SMRG1_8570.1	KAK4476241.1
OG0003216	SMRG1_64880.1, SMRG1_64880.4, SMRG1_64880.2, SMRG1_64880.3	KAK4471483.1
OG0003217	SMRG1_59910.1, SMRG1_59910.2, SMRG1_59910.3	KAK4471913.1
OG0003218	SMRG1_58500.1	KAK4471153.1
OG0003221	SMRG1_39670.1	KAK4473713.1
OG0003222	SMRG1_19110.1, SMRG1_19110.2	KAK4475064.1
OG0003223	SMRG1_89780.1, SMRG1_89780.2	KAK4468584.1, KAK4468585.1
OG0003224	SMRG1_38280.1, SMRG1_38280.2, SMRG1_38280.3	KAK4473941.1
OG0003225	SMRG1_89390.1, SMRG1_89390.2	KAK4468688.1
OG0003226	SMRG1_13600.1, SMRG1_13600.2, SMRG1_13600.3	KAK4474499.1
OG0003227	SMRG1_62180.1, SMRG1_62180.2	KAK4471990.1
OG0003228	SMRG1_88690.1, SMRG1_88690.2	KAK4468741.1
OG0003229	SMRG1_76740.3, SMRG1_76740.1, SMRG1_76740.2, SMRG1_76740.4, SMRG1_76740.5	KAK4470686.1
OG0003230	SMRG1_47650.2, SMRG1_47650.1, SMRG1_47650.3	KAK4469076.1
OG0003231	SMRG1_17210.1	KAK4474953.1
OG0003232	SMRG1_10570.1, SMRG1_10570.2, SMRG1_10570.3, SMRG1_10570.4	KAK4474274.1
OG0003233	SMRG1_22190.1, SMRG1_22190.2	KAK4475433.1
OG0003234	SMRG1_60250.2, SMRG1_60250.1, SMRG1_60250.3	KAK4471760.1
OG0003235	SMRG1_84990.1	KAK4468186.1
OG0003236	SMRG1_57840.1	KAK4471122.1
OG0003237	SMRG1_25410.1, SMRG1_25410.2	KAK4473234.1
OG0003238	SMRG1_66130.3, SMRG1_66130.1, SMRG1_66130.2	KAK4471261.1
OG0003239	SMRG1_81330.1	KAK4467990.1
OG0003240	SMRG1_7700.1, SMRG1_7700.2	KAK4476138.1
OG0003241	SMRG1_37640.1, SMRG1_37640.2, SMRG1_37640.3	KAK4473883.1
OG0003242	SMRG1_53610.1	KAK4469521.1
OG0003243	SMRG1_8340.1	KAK4476227.1
OG0003244	SMRG1_54010.1	KAK4469346.1
OG0003245	SMRG1_54530.1	KAK4469172.1
OG0003246	SMRG1_8390.1, SMRG1_8390.2, SMRG1_8390.3	KAK4476223.1
OG0003247	SMRG1_19940.1	KAK4474985.1
OG0003248	SMRG1_83950.1	KAK4468201.1
OG0003249	SMRG1_64570.2, SMRG1_64570.1	KAK4471287.1
OG0003250	SMRG1_71070.1, SMRG1_71070.2	KAK4470916.1
OG0003251	SMRG1_87530.1, SMRG1_87530.2, SMRG1_87530.3, SMRG1_87530.4	KAK4468853.1
OG0003252	SMRG1_42620.1	KAK4473464.1
OG0003253	SMRG1_88090.1	KAK4468807.1
OG0003254	SMRG1_64890.1	KAK4471484.1
OG0003255	SMRG1_94870.1	KAK4467801.1
OG0003255	SMRG1_93930.1	KAK4467929.1
OG0003256	SMRG1_84490.1	KAK4468025.1
OG0003257	SMRG1_12260.1, SMRG1_12260.2, SMRG1_12260.3, SMRG1_12260.4, SMRG1_12260.5	KAK4474666.1
OG0003258	SMRG1_43670.1	KAK4473563.1
OG0003259	SMRG1_23770.1, SMRG1_23770.2	KAK4473296.1
OG0003260	SMRG1_84760.1	KAK4468167.1
OG0003261	SMRG1_34680.2, SMRG1_34680.1, SMRG1_34680.3	KAK4474180.1
OG0003262	SMRG1_58470.1, SMRG1_58470.2	KAK4471184.1, KAK4471188.1
OG0003263	SMRG1_4780.1	KAK4475776.1, KAK4475784.1
OG0003264	SMRG1_14910.1, SMRG1_14910.2	KAK4475229.1
OG0003265	SMRG1_42230.3, SMRG1_42230.1, SMRG1_42230.2	KAK4473435.1
OG0003266	SMRG1_71980.11, SMRG1_71980.10, SMRG1_71980.2, SMRG1_71980.5, SMRG1_71980.6, SMRG1_71980.7, SMRG1_71980.9, SMRG1_71980.1, SMRG1_71980.3, SMRG1_71980.4, SMRG1_71980.8	KAK4470094.1
OG0003267	SMRG1_19640.1, SMRG1_19670.1, SMRG1_19670.2	KAK4475018.1
OG0003268	SMRG1_43760.1, SMRG1_43760.3, SMRG1_43760.4, SMRG1_43760.2	KAK4473571.1
OG0003269	SMRG1_77000.1, SMRG1_77000.2	KAK4470709.1
OG0003270	SMRG1_63200.1, SMRG1_63200.2	KAK4471698.1
OG0003271	SMRG1_11020.1	KAK4474279.1
OG0003272	SMRG1_36590.1, SMRG1_36580.1, SMRG1_36600.1	KAK4474002.1
OG0003273	SMRG1_33830.1, SMRG1_33830.2	KAK4472295.1
OG0003274	SMRG1_18370.1	KAK4475136.1
OG0003275	SMRG1_24760.2, SMRG1_24760.1, SMRG1_24760.3, SMRG1_24760.4	KAK4473165.1
OG0003276	SMRG1_62240.1	KAK4471817.1
OG0003277	SMRG1_33580.4, SMRG1_33580.1, SMRG1_33580.2, SMRG1_33580.3	KAK4472323.1
OG0003278	SMRG1_55910.6, SMRG1_55910.1, SMRG1_55910.3, SMRG1_55910.4, SMRG1_55910.5, SMRG1_55910.2	KAK4469763.1
OG0003279	SMRG1_700.2, SMRG1_700.1	KAK4475009.1
OG0003280	SMRG1_78500.1	KAK4470799.1
OG0003281	SMRG1_95760.1, SMRG1_95760.2, SMRG1_95760.3	KAK4467686.1
OG0003282	SMRG1_53440.1, SMRG1_53440.2	KAK4469505.1
OG0003283	SMRG1_95980.1, SMRG1_95980.2	KAK4467757.1
OG0003284	SMRG1_60320.1	KAK4471882.1
OG0003285	SMRG1_23040.1, SMRG1_23040.2	KAK4473363.1
OG0003286	SMRG1_67490.1, SMRG1_67490.2	KAK4471627.1
OG0003287	SMRG1_9060.1, SMRG1_9060.2, SMRG1_9060.3	KAK4476157.1
OG0003288	SMRG1_69600.1, SMRG1_69600.2	KAK4471508.1
OG0003289	SMRG1_12720.1	KAK4474715.1
OG0003290	SMRG1_9990.1, SMRG1_9990.2	KAK4476282.1
OG0003291	SMRG1_17700.1, SMRG1_17700.2, SMRG1_17700.3, SMRG1_17700.4	KAK4474901.1
OG0003292	SMRG1_86060.1	KAK4468075.1
OG0003293	SMRG1_27330.1, SMRG1_27330.2	KAK4473039.1
OG0003294	SMRG1_33600.1, SMRG1_33600.2, SMRG1_33600.3	KAK4472321.1
OG0003295	SMRG1_26000.1, SMRG1_26000.2	KAK4472848.1
OG0003296	SMRG1_54800.1, SMRG1_54800.2, SMRG1_54800.3	KAK4469906.1
OG0003297	SMRG1_17320.1	KAK4474930.1
OG0003298	SMRG1_46740.1, SMRG1_46840.1, SMRG1_46560.1, SMRG1_46820.1, SMRG1_47660.1	KAK4469322.1
OG0003299	SMRG1_77660.1, SMRG1_77660.2, SMRG1_77660.3, SMRG1_77660.4	KAK4470415.1
OG0003300	SMRG1_13040.1	KAK4474742.1
OG0003301	SMRG1_44330.1, SMRG1_44330.2	KAK4472558.1
OG0003302	SMRG1_7830.1	KAK4476124.1
OG0003303	SMRG1_54890.1, SMRG1_54890.2, SMRG1_54890.3, SMRG1_54890.4, SMRG1_54890.5	KAK4469920.1
OG0003304	SMRG1_6820.1	KAK4476026.1
OG0003305	SMRG1_74560.1, SMRG1_74560.2	KAK4470635.1
OG0003306	SMRG1_56830.1	KAK4469971.1
OG0003307	SMRG1_26190.1	KAK4472899.1
OG0003309	SMRG1_1010.1	KAK4474415.1
OG0003310	SMRG1_48940.1, SMRG1_48940.4, SMRG1_48940.2, SMRG1_48940.3	KAK4469566.1
OG0003311	SMRG1_90920.1, SMRG1_90920.4, SMRG1_90920.2, SMRG1_90920.3	KAK4468557.1
OG0003314	SMRG1_27500.1	KAK4473083.1
OG0003315	SMRG1_32250.1	KAK4472565.1
OG0003319	SMRG1_40550.1	KAK4473648.1
OG0003320	SMRG1_56970.1, SMRG1_56970.2, SMRG1_56970.3, SMRG1_56970.4	KAK4469731.1, KAK4469730.1
OG0003321	SMRG1_30020.1	KAK4472455.1
OG0003322	SMRG1_18150.3, SMRG1_18150.1, SMRG1_18150.2, SMRG1_18150.4	KAK4474853.1, KAK4474854.1
OG0003326	SMRG1_67340.1	KAK4471641.1
OG0003327	SMRG1_77450.1, SMRG1_77450.2	KAK4470434.1
OG0003328	SMRG1_74990.1, SMRG1_74990.2	KAK4470480.1
OG0003329	SMRG1_95860.1	KAK4467772.1
OG0003330	SMRG1_52270.1, SMRG1_52270.2	KAK4469167.1, KAK4469165.1
OG0003331	SMRG1_9360.1	KAK4474359.1
OG0003332	SMRG1_32090.1, SMRG1_32100.1	KAK4472584.1, KAK4472187.1
OG0003333	SMRG1_6250.1, SMRG1_6250.2, SMRG1_6250.3	KAK4475965.1
OG0003334	SMRG1_28510.1, SMRG1_28510.2, SMRG1_28510.3	KAK4472912.1
OG0003335	SMRG1_64720.3, SMRG1_64720.2, SMRG1_64720.1	KAK4471465.1
OG0003336	SMRG1_62380.1, SMRG1_62380.2, SMRG1_62380.4, SMRG1_62380.3	KAK4471802.1
OG0003337	SMRG1_76920.1	KAK4470702.1
OG0003338	SMRG1_18190.1, SMRG1_18190.2, SMRG1_18190.3	KAK4474851.1
OG0003339	SMRG1_1170.1	KAK4475801.1
OG0003340	SMRG1_39760.1	KAK4473706.1
OG0003341	SMRG1_68160.1, SMRG1_68160.4, SMRG1_68160.3, SMRG1_68160.2	KAK4471574.1
OG0003342	SMRG1_13220.1, SMRG1_13220.2	KAK4475262.1
OG0003344	SMRG1_23310.1, SMRG1_23320.1	KAK4473338.1
OG0003345	SMRG1_97890.1, SMRG1_97890.2	KAK4468751.1
OG0003346	SMRG1_95440.1	KAK4467748.1
OG0003347	SMRG1_44640.1	KAK4473853.1
OG0003348	SMRG1_54090.1	KAK4469355.1
OG0003349	SMRG1_40350.1	KAK4472670.1
OG0003351	SMRG1_74020.1	KAK4470585.1
OG0003352	SMRG1_81320.1	KAK4468001.1
OG0003353	SMRG1_27570.1	KAK4473091.1
OG0003354	SMRG1_27670.1	KAK4473041.1
OG0003355	SMRG1_68980.1	KAK4471397.1
OG0003356	SMRG1_12630.1	KAK4474680.1
OG0003357	SMRG1_43430.1	KAK4473542.1
OG0003360	SMRG1_33140.1, SMRG1_33140.2, SMRG1_33140.3, SMRG1_33140.4	KAK4472374.1
OG0003361	SMRG1_18990.3, SMRG1_18990.1, SMRG1_18990.2	KAK4475075.1
OG0003362	SMRG1_76050.1	KAK4470541.1, KAK4470542.1
OG0003363	SMRG1_29990.1, SMRG1_30000.1, SMRG1_30010.1	KAK4472454.1
OG0003364	SMRG1_86030.2, SMRG1_86030.3, SMRG1_86030.1, SMRG1_86030.6, SMRG1_86030.4, SMRG1_86030.5	KAK4468078.1
OG0003365	SMRG1_18410.1, SMRG1_18410.4, SMRG1_18410.2, SMRG1_18410.3	KAK4475132.1
OG0003366	SMRG1_62200.3, SMRG1_62200.2, SMRG1_62200.1	KAK4471992.1
OG0003367	SMRG1_48300.1	KAK4469630.1
OG0003368	SMRG1_37960.1	KAK4473902.1
OG0003369	SMRG1_65680.1	KAK4471215.1
OG0003370	SMRG1_25870.1	KAK4472867.1
OG0003371	SMRG1_48240.1	KAK4469637.1
OG0003372	SMRG1_95510.4, SMRG1_95510.3, SMRG1_95510.1, SMRG1_95510.2	KAK4467714.1
OG0003373	SMRG1_14920.2, SMRG1_14920.1, SMRG1_14920.3	KAK4475230.1
OG0003374	SMRG1_96250.1	KAK4467641.1
OG0003375	SMRG1_70320.4, SMRG1_70320.1, SMRG1_70320.5, SMRG1_70320.2, SMRG1_70320.3, SMRG1_70320.6	KAK4470085.1
OG0003376	SMRG1_48560.1	KAK4469604.1
OG0003377	SMRG1_82400.1, SMRG1_82390.1	KAK4468003.1
OG0003378	SMRG1_83900.2, SMRG1_83900.1, SMRG1_83900.3	KAK4468207.1, KAK4468208.1
OG0003379	SMRG1_66230.2, SMRG1_66230.1	KAK4471270.1
OG0003380	SMRG1_51900.2, SMRG1_51900.1	KAK4469642.1
OG0003381	SMRG1_55490.1, SMRG1_55490.2, SMRG1_55490.3, SMRG1_55490.4	KAK4469845.1
OG0003382	SMRG1_70760.1	KAK4470289.1
OG0003383	SMRG1_5950.1, SMRG1_5950.2	KAK4476102.1
OG0003384	SMRG1_43700.1	KAK4473567.1
OG0003385	SMRG1_92510.1, SMRG1_92510.2	KAK4468440.1
OG0003386	SMRG1_20230.2, SMRG1_20230.3, SMRG1_20230.1	KAK4475415.1
OG0003387	SMRG1_14750.1, SMRG1_14750.2	KAK4475308.1
OG0003388	SMRG1_95210.1, SMRG1_95210.2, SMRG1_95210.3, SMRG1_95210.4	KAK4467617.1
OG0003389	SMRG1_47050.1	KAK4469143.1
OG0003390	SMRG1_34720.1	KAK4474177.1
OG0003391	SMRG1_79610.1	KAK4470923.1
OG0003392	SMRG1_55920.1	KAK4469762.1
OG0003393	SMRG1_32620.2, SMRG1_32620.6, SMRG1_32620.3, SMRG1_32620.1, SMRG1_32620.4, SMRG1_32620.5	KAK4472526.1
OG0003394	SMRG1_42710.1	KAK4473474.1
OG0003395	SMRG1_56300.1	KAK4469025.1
OG0003396	SMRG1_44110.1	KAK4472772.1
OG0003397	SMRG1_21860.1	KAK4475464.1
OG0003398	SMRG1_9230.1	KAK4476173.1
OG0003399	SMRG1_35480.1, SMRG1_35480.3, SMRG1_35480.2	KAK4474118.1
OG0003400	SMRG1_73690.1, SMRG1_73690.2	KAK4470317.1
OG0003401	SMRG1_32980.1	KAK4472390.1
OG0003402	SMRG1_21250.1	KAK4475331.1
OG0003403	SMRG1_51030.3, SMRG1_51030.2, SMRG1_51030.1	KAK4469413.1
OG0003404	SMRG1_75660.1	KAK4470352.1
OG0003405	SMRG1_48260.1, SMRG1_48260.2	KAK4469634.1
OG0003406	SMRG1_6720.1	KAK4476035.1
OG0003407	SMRG1_85790.1	KAK4468100.1
OG0003408	SMRG1_25720.1, SMRG1_25720.2, SMRG1_25720.3	KAK4473269.1
OG0003409	SMRG1_17500.1	KAK4474296.1
OG0003410	SMRG1_68590.1	KAK4471281.1
OG0003411	SMRG1_39410.1	KAK4473740.1
OG0003412	SMRG1_4920.1	KAK4475872.1
OG0003413	SMRG1_2150.1, SMRG1_2150.2	KAK4474333.1
OG0003415	SMRG1_80060.4, SMRG1_80060.1, SMRG1_80060.2, SMRG1_80060.3	KAK4470968.1
OG0003416	SMRG1_68780.1, SMRG1_68780.2	KAK4471260.1
OG0003417	SMRG1_56800.1	KAK4469966.1
OG0003418	SMRG1_47830.1	KAK4469091.1
OG0003419	SMRG1_74520.1	KAK4470630.1, KAK4470629.1
OG0003420	SMRG1_37060.4, SMRG1_37060.5, SMRG1_37060.6, SMRG1_37060.2, SMRG1_37060.1, SMRG1_37060.3	KAK4473964.1
OG0003421	SMRG1_37880.1	KAK4473893.1
OG0003422	SMRG1_47620.1, SMRG1_47620.2	KAK4469073.1
OG0003423	SMRG1_12600.1, SMRG1_12600.2, SMRG1_12600.3	KAK4467576.1, KAK4467577.1, KAK4474677.1
OG0003424	SMRG1_87620.1, SMRG1_87620.2	KAK4468849.1
OG0003425	SMRG1_85950.1, SMRG1_85950.5, SMRG1_85950.2, SMRG1_85950.3, SMRG1_85950.4	KAK4468085.1, KAK4468086.1
OG0003426	SMRG1_64590.1, SMRG1_64590.2	KAK4471450.1
OG0003427	SMRG1_44810.3, SMRG1_44810.1, SMRG1_44810.2	KAK4474015.1
OG0003428	SMRG1_83520.1	KAK4468238.1, KAK4468237.1
OG0003429	SMRG1_78410.1, SMRG1_78410.3, SMRG1_78410.2, SMRG1_78410.4, SMRG1_78410.6, SMRG1_78410.5	KAK4470791.1
OG0003430	SMRG1_77560.1	KAK4470424.1
OG0003431	SMRG1_19730.2, SMRG1_19730.1, SMRG1_19730.3	KAK4475012.1
OG0003432	SMRG1_72620.1	KAK4470852.1
OG0003433	SMRG1_4590.2, SMRG1_4590.1, SMRG1_4590.3, SMRG1_4590.4	KAK4474351.1
OG0003434	SMRG1_61050.1	KAK4471998.1
OG0003435	SMRG1_37090.1, SMRG1_37090.2, SMRG1_37090.3	KAK4473820.1
