Orthogroup	schistosoma_rodhaini	schistosoma_japonicum
OG0003095	SRDH2_48900.1	EWB00_010734.3, EWB00_010734.1, EWB00_010734.2, EWB00_010734.4, EWB00_010734.6, EWB00_010734.5, EWB00_010734.7, EWB00_010734.8
OG0003096	SRDH2_77500.1, SRDH2_77500.2	EWB00_007155.1, EWB00_007155.2
OG0003097	SRDH2_66610.3, SRDH2_66610.2, SRDH2_66610.4, SRDH2_66610.1, SRDH2_66610.5	EWB00_009301
OG0003098	SRDH2_16280.1	EWB00_010275, EWB00_004006, EWB00_010271
OG0003098	SRDH2_16290.1	EWB00_010278
OG0003099	SRDH2_43390.1, SRDH2_43400.1	EWB00_006370
OG0003107	SRDH2_57770.1, SRDH2_57770.2	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2
OG0003108	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4
OG0003109	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3
OG0003111	SRDH2_73960.1	EWB00_007357.1, EWB00_007357.2
OG0003112	SRDH2_68310.1	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3
OG0003114	SRDH2_90310.1, SRDH2_90310.2	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2
OG0003115	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3	EWB00_010917
OG0003116	SRDH2_91100.1	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3
OG0003117	SRDH2_18980.1, SRDH2_18980.2	EWB00_005464.1, EWB00_005464.2
OG0003118	SRDH2_40910.3, SRDH2_40910.1, SRDH2_40910.4, SRDH2_40910.5, SRDH2_40910.2	EWB00_007809.3, EWB00_007809.2, EWB00_007809.1
OG0003119	SRDH2_34990.1	EWB00_002143.1, EWB00_002143.2
OG0003120	SRDH2_74980.1	EWB00_000963.1, EWB00_000963.2
OG0003122	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7	EWB00_010246
OG0003123	SRDH2_85810.1	EWB00_010391
OG0003123	SRDH2_85880.1	EWB00_002591
OG0003124	SRDH2_92080.1	EWB00_003249
OG0003125	SRDH2_76220.1	EWB00_008233.1
OG0003126	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3
OG0003127	SRDH2_88910.1	EWB00_000622
OG0003128	SRDH2_84560.1	EWB00_001499.1, EWB00_001499.2
OG0003129	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3	EWB00_007584
OG0003130	SRDH2_28330.1	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3
OG0003131	SRDH2_73310.1	EWB00_002699
OG0003133	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2
OG0003134	SRDH2_85930.1	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2
OG0003135	SRDH2_33910.1, SRDH2_33910.2	EWB00_004305
OG0003136	SRDH2_10530.1	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3
OG0003137	SRDH2_83690.1	EWB00_008830
OG0003138	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3	EWB00_005081, EWB00_005080
OG0003139	SRDH2_50160.1	EWB00_002982
OG0003140	SRDH2_31370.3	EWB00_007444.2
OG0003140	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1	EWB00_007444.1
OG0003141	SRDH2_63170.2, SRDH2_63170.1	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1
OG0003143	SRDH2_77580.1, SRDH2_77580.3, SRDH2_77580.4, SRDH2_77580.2	EWB00_007165
OG0003144	SRDH2_39440.1, SRDH2_39440.2	EWB00_006185
OG0003145	SRDH2_20320.1	EWB00_010319.1, EWB00_010319.2
OG0003146	SRDH2_67160.1	EWB00_003651.1, EWB00_003651.2
OG0003147	SRDH2_50010.1	EWB00_003001
OG0003148	SRDH2_95960.1	EWB00_005096
OG0003149	SRDH2_100550.6, SRDH2_100550.8, SRDH2_100550.9, SRDH2_57060.1, SRDH2_100500.1, SRDH2_100550.1, SRDH2_100550.2, SRDH2_100550.3, SRDH2_100550.4, SRDH2_100550.5, SRDH2_100550.7, SRDH2_57490.1	EWB00_001204.1, EWB00_001204.2
OG0003150	SRDH2_80760.1, SRDH2_80760.3, SRDH2_80760.4, SRDH2_80760.2, SRDH2_80770.1, SRDH2_80760.5, SRDH2_80760.6	EWB00_001265.1, EWB00_001265.2
OG0003151	SRDH2_50740.1	EWB00_005365.1, EWB00_005365.2
OG0003152	SRDH2_37750.1	EWB00_001276
OG0003153	SRDH2_75710.1	EWB00_010929
OG0003154	SRDH2_33250.1	EWB00_006862
OG0003155	SRDH2_74640.6, SRDH2_74640.1, SRDH2_74640.10, SRDH2_74640.2, SRDH2_74640.3, SRDH2_74640.7, SRDH2_74640.4, SRDH2_74640.5, SRDH2_74640.8, SRDH2_74640.9	EWB00_006098
OG0003157	SRDH2_53610.1, SRDH2_53610.2	EWB00_006792.1, EWB00_006792.2
OG0003158	SRDH2_93570.3, SRDH2_93570.4, SRDH2_93570.2, SRDH2_93570.1	EWB00_011385.1, EWB00_011385.2, EWB00_011384
OG0003159	SRDH2_57370.1, SRDH2_57370.2	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3
OG0003160	SRDH2_21100.1	EWB00_006450.1, EWB00_006450.2
OG0003161	SRDH2_47900.5, SRDH2_47900.2, SRDH2_47900.3, SRDH2_47900.1, SRDH2_47900.4	EWB00_000220
OG0003162	SRDH2_9880.1	EWB00_000204.1, EWB00_000204.2
OG0003163	SRDH2_1630.1	EWB00_005625.1, EWB00_005625.2
OG0003164	SRDH2_35300.1, SRDH2_35300.2	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2
OG0003166	SRDH2_55770.1	EWB00_000749
OG0003167	SRDH2_97010.1, SRDH2_97010.2	EWB00_000793
OG0003168	SRDH2_65230.1, SRDH2_65230.2	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5
OG0003169	SRDH2_16350.1	EWB00_010284
OG0003170	SRDH2_18570.1	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6
OG0003171	SRDH2_72510.1, SRDH2_72510.2, SRDH2_72510.3, SRDH2_72510.4	EWB00_004526.1, EWB00_004526.2
OG0003172	SRDH2_22540.1	EWB00_002386
OG0003174	SRDH2_77070.1	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5
OG0003175	SRDH2_97160.1	EWB00_000578
OG0003176	SRDH2_72350.1, SRDH2_72350.2	EWB00_008649
OG0003177	SRDH2_26170.1, SRDH2_26170.2	EWB00_006979
OG0003178	SRDH2_35350.1	EWB00_002919
OG0003179	SRDH2_77210.1	EWB00_001187
OG0003180	SRDH2_4350.1	EWB00_004845.1, EWB00_004845.2
OG0003181	SRDH2_34290.1, SRDH2_34290.2, SRDH2_34290.3, SRDH2_34290.5, SRDH2_34290.6, SRDH2_34290.4	EWB00_004341
OG0003182	SRDH2_31570.2, SRDH2_31570.1	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2
OG0003183	SRDH2_15200.1, SRDH2_15200.2	EWB00_002692
OG0003184	SRDH2_47340.1, SRDH2_28810.2, SRDH2_28810.3, SRDH2_28810.1	EWB00_003317.1, EWB00_003317.2
OG0003185	SRDH2_73840.1	EWB00_002783
OG0003186	SRDH2_30160.1	EWB00_002899.1, EWB00_002899.2
OG0003187	SRDH2_75720.1	EWB00_010930.1, EWB00_011372, EWB00_010930.2
OG0003188	SRDH2_84230.1	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3
OG0003189	SRDH2_58330.3, SRDH2_58330.4, SRDH2_58330.1, SRDH2_58330.2	EWB00_005148.1, EWB00_005148.2
OG0003190	SRDH2_62060.1	EWB00_011302
OG0003191	SRDH2_48170.1	EWB00_006882.1, EWB00_006882.2
OG0003192	SRDH2_69830.1, SRDH2_69830.2	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2
OG0003193	SRDH2_37710.1	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3
OG0003194	SRDH2_71600.1	EWB00_009436.1, EWB00_009436.2
OG0003195	SRDH2_18600.1, SRDH2_18600.2, SRDH2_18600.3, SRDH2_18600.4, SRDH2_18600.5	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3
OG0003196	SRDH2_63710.5, SRDH2_63710.2, SRDH2_63710.4, SRDH2_63710.1, SRDH2_63710.3	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4
OG0003197	SRDH2_98350.1	EWB00_001440
OG0003198	SRDH2_51680.1	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1
OG0003199	SRDH2_96820.1	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3
OG0003200	SRDH2_10800.1	EWB00_009487
OG0003201	SRDH2_13420.2, SRDH2_13420.1	EWB00_009360
OG0003202	SRDH2_19000.1, SRDH2_19000.2, SRDH2_19000.3	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3
OG0003203	SRDH2_94540.1	EWB00_003179
OG0003204	SRDH2_20690.1	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2
OG0003205	SRDH2_34230.1, SRDH2_34230.4, SRDH2_34230.2, SRDH2_34230.3, SRDH2_34230.5	EWB00_004334
OG0003206	SRDH2_18140.1	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2
OG0003208	SRDH2_66790.2, SRDH2_66790.1	EWB00_006264
OG0003210	SRDH2_14830.1	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2
OG0003211	SRDH2_76940.1	EWB00_001368.1, EWB00_001368.2
OG0003212	SRDH2_5940.2, SRDH2_5940.1, SRDH2_5940.3, SRDH2_5940.4	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3
OG0003213	SRDH2_35190.1	EWB00_002935
OG0003214	SRDH2_11800.1	EWB00_009437
OG0003215	SRDH2_9230.1, SRDH2_9220.1	EWB00_003063
OG0003216	SRDH2_67940.2, SRDH2_67940.1	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3
OG0003217	SRDH2_62440.3, SRDH2_62440.1, SRDH2_62440.4, SRDH2_62440.2	EWB00_011333
OG0003218	SRDH2_59690.1	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264
OG0003221	SRDH2_39810.3, SRDH2_39810.1, SRDH2_39810.2	EWB00_006144
OG0003222	SRDH2_20050.1, SRDH2_20050.2	EWB00_010347.1, EWB00_010347.2
OG0003223	SRDH2_91610.2, SRDH2_91610.1	EWB00_001955, EWB00_001956
OG0003224	SRDH2_32050.4, SRDH2_32050.5, SRDH2_32050.1, SRDH2_32050.2, SRDH2_32050.3	EWB00_004395
OG0003225	SRDH2_91180.1	EWB00_003044, EWB00_003042.1, EWB00_003042.2
OG0003226	SRDH2_12130.1	EWB00_003709.1, EWB00_003709.2
OG0003227	SRDH2_63180.1, SRDH2_63180.2	EWB00_011155.1, EWB00_011155.2
OG0003228	SRDH2_89810.1	EWB00_007532
OG0003229	SRDH2_78020.1	EWB00_010966, EWB00_010965
OG0003230	SRDH2_47720.1	EWB00_002077.1, EWB00_002077.2
OG0003231	SRDH2_18280.4, SRDH2_18280.2, SRDH2_18280.3, SRDH2_18280.1	EWB00_006561.1, EWB00_006561.2
OG0003232	SRDH2_11270.1	EWB00_005539
OG0003233	SRDH2_22750.1, SRDH2_23260.1	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3
OG0003234	SRDH2_62090.1	EWB00_000234, EWB00_000823
OG0003235	SRDH2_86830.1	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3
OG0003236	SRDH2_58810.1	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7
OG0003237	SRDH2_25640.1, SRDH2_25640.2, SRDH2_25640.3, SRDH2_25650.1	EWB00_004234.1, EWB00_004234.2
OG0003238	SRDH2_66080.1	EWB00_010483
OG0003239	SRDH2_83030.1, SRDH2_83030.3, SRDH2_83030.4, SRDH2_83030.5, SRDH2_83030.2	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7
OG0003240	SRDH2_8280.1	EWB00_008701.2, EWB00_008701.4
OG0003241	SRDH2_37430.1	EWB00_009123.1, EWB00_009123.2
OG0003242	SRDH2_53060.1, SRDH2_53060.3, SRDH2_53060.7, SRDH2_53060.4, SRDH2_53060.2, SRDH2_53060.5, SRDH2_53060.6	EWB00_010668.1, EWB00_010668.2
OG0003243	SRDH2_8960.1	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6
OG0003244	SRDH2_54380.2, SRDH2_54380.1, SRDH2_54380.3, SRDH2_54380.4	EWB00_005396
OG0003245	SRDH2_54880.1, SRDH2_54880.2, SRDH2_54880.3, SRDH2_54880.4, SRDH2_54880.5	EWB00_006500
OG0003246	SRDH2_9020.2, SRDH2_9020.3, SRDH2_9020.1, SRDH2_9020.4, SRDH2_9020.5	EWB00_003082.1, EWB00_003082.2
OG0003247	SRDH2_20960.1	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2
OG0003249	SRDH2_65560.5, SRDH2_65560.4, SRDH2_65560.1, SRDH2_65560.3, SRDH2_65560.2	EWB00_010444
OG0003250	SRDH2_71780.1	EWB00_007922
OG0003251	SRDH2_89640.1, SRDH2_89640.2, SRDH2_100600.1	EWB00_005287.1, EWB00_005287.2
OG0003252	SRDH2_42620.1, SRDH2_42620.2, SRDH2_42620.3, SRDH2_42620.4	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4
OG0003253	SRDH2_90350.1	EWB00_006924
OG0003254	SRDH2_67950.8, SRDH2_67950.5, SRDH2_67950.2, SRDH2_67950.1, SRDH2_67950.4, SRDH2_67950.7, SRDH2_67950.3, SRDH2_67950.6	EWB00_008914
OG0003255	SRDH2_96850.1	EWB00_005870
OG0003256	SRDH2_86130.1	EWB00_002182
OG0003257	SRDH2_14690.1	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2
OG0003258	SRDH2_43640.1	EWB00_001796
OG0003259	SRDH2_24170.1, SRDH2_24170.2, SRDH2_24170.3	EWB00_007061
OG0003260	SRDH2_86600.2, SRDH2_86600.3, SRDH2_86600.1, SRDH2_86600.5, SRDH2_86600.4	EWB00_010180
OG0003261	SRDH2_32240.1	EWB00_003383.1
OG0003262	SRDH2_59680.1	EWB00_010861.3, EWB00_010861.1, EWB00_010861.2
OG0003263	SRDH2_5060.1, SRDH2_5060.2, SRDH2_5020.1	EWB00_006341, EWB00_006342
OG0003264	SRDH2_15990.1, SRDH2_15990.2, SRDH2_15990.3, SRDH2_15990.4, SRDH2_15990.5	EWB00_004804
OG0003265	SRDH2_42290.4, SRDH2_42290.2, SRDH2_42290.3, SRDH2_42290.1	EWB00_005737.1, EWB00_005737.2
OG0003266	SRDH2_74470.1	EWB00_008682.1, EWB00_008682.2
OG0003267	SRDH2_20640.1	EWB00_002529.1, EWB00_002529.2
OG0003268	SRDH2_43730.1	EWB00_008258.1, EWB00_008258.2
OG0003269	SRDH2_78330.1, SRDH2_78330.5, SRDH2_78330.6, SRDH2_78330.2, SRDH2_78330.3, SRDH2_78330.4	EWB00_010993.1, EWB00_010993.2
OG0003270	SRDH2_64200.1	EWB00_005906
OG0003271	SRDH2_12100.1	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8
OG0003272	SRDH2_34080.1	EWB00_004323
OG0003273	SRDH2_35730.1	EWB00_001726
OG0003274	SRDH2_19350.1, SRDH2_19350.4, SRDH2_19350.2, SRDH2_19350.3	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7
OG0003275	SRDH2_25040.1	EWB00_001108.1
OG0003276	SRDH2_63240.1	EWB00_006584
OG0003277	SRDH2_35450.1, SRDH2_35450.2	EWB00_002907.1, EWB00_002907.2
OG0003278	SRDH2_56710.1	EWB00_005170
OG0003279	SRDH2_1850.1	EWB00_003837.1, EWB00_003837.2
OG0003280	SRDH2_79950.1	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5
OG0003281	SRDH2_97760.2, SRDH2_97760.1	EWB00_011205.1, EWB00_011205.2
OG0003282	SRDH2_53210.2, SRDH2_53210.1	EWB00_010653
OG0003283	SRDH2_97990.4, SRDH2_97990.1, SRDH2_97990.3, SRDH2_97990.2	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4
OG0003284	SRDH2_62030.2, SRDH2_62030.1	EWB00_011299
OG0003285	SRDH2_23310.1	EWB00_007543.1, EWB00_007543.2
OG0003286	SRDH2_69220.1	EWB00_009842
OG0003288	SRDH2_70060.2, SRDH2_70060.3, SRDH2_70060.4, SRDH2_70060.5, SRDH2_70060.1	EWB00_009774
OG0003289	SRDH2_15180.1, SRDH2_15180.2, SRDH2_15180.3, SRDH2_15180.4, SRDH2_15180.5	EWB00_002694
OG0003291	SRDH2_17720.1	EWB00_000053.1, EWB00_000053.2
OG0003292	SRDH2_87850.1	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6
OG0003293	SRDH2_27600.5, SRDH2_27600.4, SRDH2_27600.1, SRDH2_27600.2, SRDH2_27600.3	EWB00_007013
OG0003294	SRDH2_35470.1	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3
OG0003296	SRDH2_55200.1	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2
OG0003297	SRDH2_18170.1	EWB00_006546.1, EWB00_006546.2
OG0003298	SRDH2_47050.1	EWB00_004029
OG0003299	SRDH2_79050.1	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3
OG0003302	SRDH2_8440.3, SRDH2_8440.2, SRDH2_8440.1, SRDH2_8440.4	EWB00_008838
OG0003303	SRDH2_55300.1	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4
OG0003304	SRDH2_7180.1	EWB00_007783.1, EWB00_007783.2
OG0003305	SRDH2_75780.3, SRDH2_75780.4, SRDH2_75780.1, SRDH2_75780.2	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3
OG0003306	SRDH2_57690.1, SRDH2_57690.2, SRDH2_57690.3	EWB00_007821
OG0003307	SRDH2_26550.1	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8
OG0003309	SRDH2_900.1	EWB00_005667
OG0003310	SRDH2_49070.1, SRDH2_49070.2, SRDH2_49070.3, SRDH2_49070.5, SRDH2_49070.4	EWB00_010716
OG0003311	SRDH2_92900.1, SRDH2_92900.2, SRDH2_92900.3	EWB00_001917
OG0003313	SRDH2_55680.1, SRDH2_55680.2, SRDH2_55680.3	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176
OG0003314	SRDH2_27810.1, SRDH2_27810.2	EWB00_010889
OG0003315	SRDH2_102180.1, SRDH2_36380.1, SRDH2_36380.2, SRDH2_36380.3, SRDH2_36390.1, SRDH2_102160.1	EWB00_007856.1, EWB00_007856.2
OG0003319	SRDH2_40580.1	EWB00_003912
OG0003319	SRDH2_40570.1	EWB00_003911.1, EWB00_003911.2
OG0003320	SRDH2_57870.1	EWB00_003563
OG0003321	SRDH2_30320.1, SRDH2_30320.2, SRDH2_30320.3, SRDH2_30320.4, SRDH2_30320.5, SRDH2_30330.1, SRDH2_30320.6	EWB00_006021.1, EWB00_006021.2
OG0003322	SRDH2_17260.1, SRDH2_17290.1, SRDH2_17290.4, SRDH2_17290.2, SRDH2_17290.3	EWB00_007639
OG0003326	SRDH2_69380.1	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2
OG0003327	SRDH2_78860.1	EWB00_003890
OG0003328	SRDH2_76210.1	EWB00_011026
OG0003329	SRDH2_97860.1	EWB00_000558
OG0003330	SRDH2_52640.1	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2
OG0003331	SRDH2_10050.1, SRDH2_10050.2, SRDH2_10050.3	EWB00_009188
OG0003332	SRDH2_90870.1, SRDH2_36540.1	EWB00_011211
OG0003333	SRDH2_6580.1, SRDH2_6580.2, SRDH2_6580.3, SRDH2_6580.4	EWB00_009921.1, EWB00_009921.2
OG0003334	SRDH2_28800.1, SRDH2_28800.2, SRDH2_28800.3	EWB00_003319.1, EWB00_003319.2
OG0003335	SRDH2_67610.2, SRDH2_67610.1	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3
OG0003336	SRDH2_63310.2, SRDH2_63310.26, SRDH2_63310.27, SRDH2_63310.23, SRDH2_63310.24, SRDH2_63310.25, SRDH2_63310.1, SRDH2_63310.22, SRDH2_63390.1	EWB00_001160.1, EWB00_001160.2
OG0003337	SRDH2_78220.3, SRDH2_78220.1, SRDH2_78220.2, SRDH2_78220.4, SRDH2_78220.5, SRDH2_78220.6, SRDH2_78220.7, SRDH2_78220.8	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2
OG0003338	SRDH2_17220.1	EWB00_007637
OG0003339	SRDH2_700.1	EWB00_010227
OG0003340	SRDH2_39880.4, SRDH2_39880.1, SRDH2_39880.2, SRDH2_39880.3, SRDH2_39880.5	EWB00_004593
OG0003341	SRDH2_68530.1, SRDH2_68530.5, SRDH2_68530.2, SRDH2_68530.3, SRDH2_68530.4	EWB00_006222.1, EWB00_006222.2
OG0003342	SRDH2_12800.1	EWB00_002304.1, EWB00_002304.2
OG0003343	SRDH2_52440.1, SRDH2_52440.3, SRDH2_52440.2	EWB00_007216.1, EWB00_007216.2
OG0003344	SRDH2_23820.1	EWB00_001539
OG0003345	SRDH2_89240.1	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1
OG0003347	SRDH2_44650.1, SRDH2_44650.2, SRDH2_44650.3, SRDH2_44650.4	EWB00_000978
OG0003348	SRDH2_54490.1, SRDH2_54490.2, SRDH2_54490.3	EWB00_005383
OG0003349	SRDH2_40400.2, SRDH2_40400.1	EWB00_007466
OG0003350	SRDH2_70690.1	EWB00_010089.1, EWB00_010089.2
OG0003352	SRDH2_83020.3, SRDH2_83020.5, SRDH2_83020.1, SRDH2_83020.2, SRDH2_83020.6, SRDH2_83020.4	EWB00_006734.2, EWB00_006734.1
OG0003353	SRDH2_27880.1	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3
OG0003354	SRDH2_27950.1, SRDH2_27950.2, SRDH2_27950.3	EWB00_007009
OG0003355	SRDH2_71000.2, SRDH2_71000.1	EWB00_010054
OG0003357	SRDH2_43450.1	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3
OG0003359	SRDH2_59280.1, SRDH2_59280.2	EWB00_005569
OG0003361	SRDH2_19930.1	EWB00_010359
OG0003362	SRDH2_77310.1, SRDH2_77310.2	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1
OG0003363	SRDH2_30310.1, SRDH2_30340.1, SRDH2_30350.1	EWB00_002198
OG0003364	SRDH2_87880.1, SRDH2_87880.2	EWB00_001339.1, EWB00_001339.2
OG0003365	SRDH2_19380.1, SRDH2_19380.2	EWB00_001048
OG0003366	SRDH2_63200.2, SRDH2_63200.1, SRDH2_63200.3, SRDH2_63200.4	EWB00_011157
OG0003367	SRDH2_48440.1, SRDH2_48440.5, SRDH2_48440.3, SRDH2_48440.2, SRDH2_48440.4	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3
OG0003368	SRDH2_31720.5, SRDH2_31720.1, SRDH2_31720.2, SRDH2_31720.4, SRDH2_31720.3	EWB00_007696
OG0003369	SRDH2_67460.1	EWB00_000917.1, EWB00_000917.2
OG0003370	SRDH2_26210.1	EWB00_005111
OG0003371	SRDH2_48350.3, SRDH2_48350.4, SRDH2_48350.1, SRDH2_48350.2	EWB00_010802.1, EWB00_010802.2
OG0003372	SRDH2_97550.1, SRDH2_97550.2	EWB00_003039
OG0003373	SRDH2_16000.1	EWB00_004807
OG0003374	SRDH2_98280.1	EWB00_001431.2, EWB00_001430, EWB00_001431.1
OG0003375	SRDH2_71640.1	EWB00_009163
OG0003376	SRDH2_48690.1, SRDH2_48690.2, SRDH2_48690.4, SRDH2_48690.3	EWB00_010756.1, EWB00_010756.2
OG0003377	SRDH2_83820.1, SRDH2_83820.2	EWB00_000138
OG0003378	SRDH2_85470.1, SRDH2_85470.2	EWB00_004512
OG0003379	SRDH2_66160.1, SRDH2_66160.2, SRDH2_66160.3	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3
OG0003380	SRDH2_52270.1	EWB00_005324
OG0003381	SRDH2_55980.2, SRDH2_55980.1	EWB00_011174
OG0003382	SRDH2_72310.1	EWB00_008654.1, EWB00_008654.2
OG0003383	SRDH2_6340.1, SRDH2_6330.1	EWB00_002567
OG0003384	SRDH2_43680.1	EWB00_010106, EWB00_010165.1, EWB00_010165.2
OG0003385	SRDH2_94180.4, SRDH2_94180.5, SRDH2_94180.3, SRDH2_94180.2, SRDH2_94180.1	EWB00_006712
OG0003386	SRDH2_23000.2, SRDH2_23000.3, SRDH2_23000.1	EWB00_003506.1, EWB00_003506.2
OG0003387	SRDH2_15830.1	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1
OG0003388	SRDH2_97180.1	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2
OG0003389	SRDH2_47240.1	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1
OG0003390	SRDH2_32260.1	EWB00_003379
OG0003391	SRDH2_81160.1, SRDH2_81160.2	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1
OG0003392	SRDH2_56700.1	EWB00_003808, EWB00_003810
OG0003393	SRDH2_34500.1	EWB00_005947.1, EWB00_005947.2
OG0003394	SRDH2_33490.1, SRDH2_33500.1, SRDH2_42710.1	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3
OG0003395	SRDH2_57460.1	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4
OG0003396	SRDH2_44100.1	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4
OG0003397	SRDH2_22360.1	EWB00_002407
