Orthogroup	schistosoma_rodhaini	schistosoma_mansoni
OG0002316	SRDH2_74680.1	Smp_248160.1
OG0002317	SRDH2_47910.1	Smp_131080.1
OG0002318	SRDH2_23330.1, SRDH2_23330.2	Smp_176780.1
OG0002319	SRDH2_18730.1	Smp_162860.1
OG0002320	SRDH2_75700.1	Smp_197880.1
OG0002321	SRDH2_17310.1, SRDH2_17310.2	Smp_306360.1
OG0002322	SRDH2_21280.1	Smp_345430.1, Smp_345430.2
OG0002323	SRDH2_64770.1	Smp_129130.1
OG0002324	SRDH2_14380.8, SRDH2_14380.2, SRDH2_14380.7, SRDH2_14380.9, SRDH2_14380.3, SRDH2_14380.5, SRDH2_14380.1, SRDH2_14380.10, SRDH2_14380.4, SRDH2_14380.6	Smp_157710.1
OG0002325	SRDH2_13000.1	Smp_076540.1
OG0002326	SRDH2_93400.1	Smp_063120.1
OG0002327	SRDH2_80030.1	Smp_144960.1
OG0002328	SRDH2_7680.1	Smp_304840.1
OG0002329	SRDH2_1930.1, SRDH2_1930.4, SRDH2_1930.7, SRDH2_1930.2, SRDH2_1930.6, SRDH2_1930.8, SRDH2_1930.9, SRDH2_1930.12, SRDH2_1930.11, SRDH2_1930.3, SRDH2_1930.10, SRDH2_1930.5	Smp_142880.1
OG0002330	SRDH2_5970.1	Smp_036550.1
OG0002330	SRDH2_5970.2	Smp_036550.1
OG0002330	SRDH2_5970.3	Smp_036550.1
OG0002331	SRDH2_5640.1, SRDH2_5640.2	Smp_158770.1
OG0002332	SRDH2_14630.1	Smp_135980.1
OG0002333	SRDH2_52680.1, SRDH2_52680.5, SRDH2_52680.6, SRDH2_52680.2, SRDH2_52680.7, SRDH2_52680.3, SRDH2_52680.4, SRDH2_52680.8	Smp_082790.1
OG0002334	SRDH2_9180.3, SRDH2_9180.2, SRDH2_9180.1	Smp_011640.1
OG0002335	SRDH2_17400.1, SRDH2_17400.2, SRDH2_17400.3, SRDH2_17400.4, SRDH2_17400.5, SRDH2_17400.6	Smp_194620.1
OG0002336	SRDH2_58130.1	Smp_032780.1
OG0002337	SRDH2_99790.2, SRDH2_99790.1, SRDH2_99790.3	Smp_316000.1, Smp_316000.2
OG0002338	SRDH2_9860.1	Smp_059360.1
OG0002339	SRDH2_92620.3	Smp_154090.1
OG0002339	SRDH2_92620.4	Smp_154090.1
OG0002339	SRDH2_92620.1	Smp_331600.1
OG0002340	SRDH2_45990.1, SRDH2_45990.3, SRDH2_45990.4, SRDH2_45990.2	Smp_310950.1
OG0002340	SRDH2_2820.1, SRDH2_2820.2, SRDH2_2820.3, SRDH2_2820.4, SRDH2_2820.5, SRDH2_2820.6	Smp_120320.1
OG0002341	SRDH2_91640.2	Smp_176750.1
OG0002341	SRDH2_91640.3	Smp_176750.1
OG0002342	SRDH2_3610.1	Smp_198670.1
OG0002342	SRDH2_3610.2	Smp_198670.1
OG0002342	SRDH2_3610.3	Smp_198670.1
OG0002343	SRDH2_44090.1	Smp_038840.1, Smp_038840.2
OG0002344	SRDH2_61900.1	Smp_073830.1
OG0002345	SRDH2_89710.1	Smp_158690.1
OG0002346	SRDH2_25740.1, SRDH2_25740.2, SRDH2_25740.3	Smp_322050.1, Smp_321620.1
OG0002347	SRDH2_20860.1	Smp_306990.1, Smp_307000.1
OG0002348	SRDH2_33700.1	Smp_132670.1
OG0002349	SRDH2_91690.2, SRDH2_91690.1, SRDH2_91690.3, SRDH2_91700.1	Smp_169750.1
OG0002350	SRDH2_34110.1	Smp_009800.1
OG0002351	SRDH2_52040.1	Smp_335340.1
OG0002352	SRDH2_91210.2	Smp_030930.1
OG0002352	SRDH2_91210.3	Smp_030930.1
OG0002353	SRDH2_77020.1	Smp_145360.1
OG0002354	SRDH2_8480.1	Smp_145610.1
OG0002355	SRDH2_75350.1, SRDH2_75350.2	Smp_137160.1
OG0002356	SRDH2_65990.1	Smp_123570.1
OG0002357	SRDH2_28210.1	Smp_083240.1
OG0002358	SRDH2_18050.2, SRDH2_18050.4, SRDH2_18050.3, SRDH2_18050.5	Smp_055880.1, Smp_055880.2
OG0002359	SRDH2_13640.2, SRDH2_13640.1, SRDH2_13640.5, SRDH2_13640.3, SRDH2_13640.4	Smp_347200.1
OG0002360	SRDH2_78150.2, SRDH2_78150.1, SRDH2_78150.3	Smp_310920.1
OG0002361	SRDH2_87490.1, SRDH2_87490.2, SRDH2_87490.3	Smp_143960.1
OG0002362	SRDH2_67570.1	Smp_134940.1
OG0002363	SRDH2_70450.5, SRDH2_70450.2, SRDH2_70450.4, SRDH2_70450.6, SRDH2_70450.7, SRDH2_70450.3, SRDH2_70450.1	Smp_022170.1
OG0002364	SRDH2_43420.1, SRDH2_43420.2, SRDH2_43420.3, SRDH2_43420.4	Smp_149700.1, Smp_149700.2
OG0002365	SRDH2_4650.2, SRDH2_4650.3, SRDH2_4650.4, SRDH2_4650.5, SRDH2_4650.7, SRDH2_4650.1, SRDH2_4650.6	Smp_134440.1
OG0002370	SRDH2_48770.1	Smp_125510.1
OG0002370	SRDH2_47250.1	Smp_344010.1
OG0002371	SRDH2_1770.1	Smp_321930.1
OG0002372	SRDH2_65200.3, SRDH2_65200.2, SRDH2_65200.1, SRDH2_65200.4, SRDH2_65200.6, SRDH2_65200.7, SRDH2_65200.8, SRDH2_65200.9, SRDH2_65200.5	Smp_084400.1
OG0002373	SRDH2_78200.1	Smp_341800.1
OG0002374	SRDH2_5670.1	Smp_067590.1
OG0002375	SRDH2_98810.1	Smp_125290.1
OG0002376	SRDH2_73280.6, SRDH2_73280.1, SRDH2_73280.5, SRDH2_73280.2, SRDH2_73280.3, SRDH2_73280.4, SRDH2_73280.7	Smp_146680.1
OG0002377	SRDH2_30120.1, SRDH2_30150.1	Smp_340690.1, Smp_343390.1
OG0002378	SRDH2_40060.1	Smp_302300.1, Smp_302310.2, Smp_302310.1
OG0002379	SRDH2_43110.1	Smp_144310.1
OG0002380	SRDH2_23220.1	Smp_075640.1
OG0002381	SRDH2_54590.1, SRDH2_54590.2	Smp_175390.1
OG0002382	SRDH2_10230.2	Smp_084740.1
OG0002382	SRDH2_10230.4	Smp_084740.1
OG0002382	SRDH2_10230.6	Smp_084740.1
OG0002383	SRDH2_53740.1	Smp_130110.1
OG0002384	SRDH2_84250.1	Smp_154520.1
OG0002385	SRDH2_29180.1	Smp_020400.1
OG0002386	SRDH2_35060.2, SRDH2_35060.3, SRDH2_35060.1, SRDH2_35060.4	Smp_126000.1
OG0002387	SRDH2_79190.1, SRDH2_79190.2, SRDH2_79200.1	Smp_155850.1
OG0002388	SRDH2_10990.1	Smp_305210.1
OG0002389	SRDH2_91340.1	Smp_030780.1
OG0002390	SRDH2_16940.2, SRDH2_16940.1, SRDH2_16940.4, SRDH2_16940.3	Smp_306270.1
OG0002391	SRDH2_19190.2, SRDH2_19190.1, SRDH2_19190.3, SRDH2_19190.4	Smp_342450.1
OG0002392	SRDH2_91880.1	Smp_173340.1
OG0002392	SRDH2_91880.2	Smp_173340.1
OG0002392	SRDH2_91880.3	Smp_173340.1
OG0002392	SRDH2_91880.4	Smp_173340.1
OG0002392	SRDH2_91880.5	Smp_173340.1
OG0002392	SRDH2_91880.6	Smp_173340.1
OG0002393	SRDH2_61020.1, SRDH2_61020.2, SRDH2_61020.3, SRDH2_61020.4	Smp_167550.1
OG0002394	SRDH2_31470.1	Smp_060070.1
OG0002395	SRDH2_85740.1	Smp_345140.1
OG0002396	SRDH2_34780.1, SRDH2_34780.2, SRDH2_34780.4, SRDH2_34780.3, SRDH2_34780.5	Smp_057060.1
OG0002397	SRDH2_80740.1, SRDH2_80740.2	Smp_152520.1
OG0002398	SRDH2_5390.8, SRDH2_5390.7, SRDH2_5390.3, SRDH2_5390.4, SRDH2_5390.1, SRDH2_5390.2, SRDH2_5390.5, SRDH2_5390.6	Smp_082250.1
OG0002399	SRDH2_41120.2, SRDH2_41120.1	Smp_091460.1
OG0002400	SRDH2_3160.1	Smp_017710.2
OG0002401	SRDH2_99570.1, SRDH2_99570.3, SRDH2_99570.2, SRDH2_99570.4	Smp_126520.1
OG0002402	SRDH2_22890.1, SRDH2_22890.2	Smp_243850.1
OG0002403	SRDH2_24570.1, SRDH2_24570.2	Smp_152180.1
OG0002404	SRDH2_63560.2, SRDH2_63560.1, SRDH2_63560.3, SRDH2_63560.4	Smp_129340.1
OG0002405	SRDH2_1900.5, SRDH2_1900.2, SRDH2_1900.3, SRDH2_1900.1, SRDH2_1900.4	Smp_137750.1
OG0002406	SRDH2_8810.4, SRDH2_8810.1, SRDH2_8810.2, SRDH2_8810.3	Smp_012000.1
OG0002407	SRDH2_8310.1	Smp_165570.1
OG0002407	SRDH2_8310.2	Smp_165570.1
OG0002407	SRDH2_8300.1	Smp_165560.1
OG0002408	SRDH2_75590.1, SRDH2_75590.2, SRDH2_75590.3, SRDH2_75590.4	Smp_346970.1
OG0002409	SRDH2_86980.1	Smp_061540.1
OG0002410	SRDH2_33070.1	Smp_028070.1
OG0002411	SRDH2_91580.2, SRDH2_91580.3, SRDH2_91580.1	Smp_347160.1
OG0002412	SRDH2_30020.1	Smp_178700.1
OG0002413	SRDH2_90170.1	Smp_123330.1
OG0002413	SRDH2_90170.2	Smp_123330.1
OG0002413	SRDH2_90170.3	Smp_123330.1
OG0002413	SRDH2_90170.4	Smp_123330.1
OG0002413	SRDH2_90170.5	Smp_123330.1
OG0002413	SRDH2_90170.6	Smp_123330.1
OG0002413	SRDH2_90170.7	Smp_123330.1
OG0002413	SRDH2_90170.8	Smp_123330.1
OG0002414	SRDH2_56510.1, SRDH2_56510.4, SRDH2_56510.2, SRDH2_56510.3	Smp_213210.1
OG0002415	SRDH2_21040.1	Smp_044680.1
OG0002415	SRDH2_21040.2	Smp_044680.1
OG0002416	SRDH2_41070.5	Smp_172120.1
OG0002416	SRDH2_41070.1, SRDH2_41070.2, SRDH2_41070.3, SRDH2_41070.4	Smp_172120.2
OG0002417	SRDH2_16740.1, SRDH2_16740.2, SRDH2_16740.3, SRDH2_16740.4	Smp_142710.1
OG0002418	SRDH2_34930.5, SRDH2_34930.2, SRDH2_34930.4, SRDH2_34930.1, SRDH2_34930.3	Smp_126720.1
OG0002419	SRDH2_29060.1	Smp_141070.1
OG0002420	SRDH2_35100.1	Smp_126030.1
OG0002420	SRDH2_35100.2	Smp_126030.1
OG0002420	SRDH2_35100.3	Smp_126030.1
OG0002420	SRDH2_35100.4	Smp_126030.1
OG0002420	SRDH2_35100.5	Smp_126030.1
OG0002420	SRDH2_35100.6	Smp_126030.1
OG0002420	SRDH2_35100.7	Smp_126030.1
OG0002420	SRDH2_35100.9	Smp_126030.1
OG0002421	SRDH2_73910.1	Smp_344980.1
OG0002422	SRDH2_32400.1	Smp_032000.1
OG0002423	SRDH2_72450.1, SRDH2_72450.3, SRDH2_72450.2, SRDH2_72450.4	Smp_347020.1
OG0002424	SRDH2_57230.1	Smp_242230.1
OG0002425	SRDH2_32170.5, SRDH2_32170.6, SRDH2_32170.7, SRDH2_32170.3, SRDH2_32170.8, SRDH2_32170.1, SRDH2_32170.2, SRDH2_32170.4	Smp_092850.1
OG0002426	SRDH2_38030.1	Smp_008290.1
OG0002427	SRDH2_8800.1, SRDH2_8790.1	Smp_011990.1
OG0002428	SRDH2_14520.4, SRDH2_14520.2, SRDH2_14520.3, SRDH2_14520.1	Smp_025560.1, Smp_025560.2
OG0002429	SRDH2_40120.1	Smp_302360.1
OG0002430	SRDH2_76290.1, SRDH2_76290.5, SRDH2_76290.3, SRDH2_76290.4, SRDH2_76290.6, SRDH2_76290.2	Smp_159690.1
OG0002431	SRDH2_34250.1, SRDH2_34250.2, SRDH2_34250.3, SRDH2_34250.9, SRDH2_34250.10, SRDH2_34250.11, SRDH2_34250.4, SRDH2_34250.5, SRDH2_34250.6, SRDH2_34250.7, SRDH2_34250.8	Smp_332450.1
OG0002432	SRDH2_62320.1	Smp_018260.1
OG0002433	SRDH2_19840.1	Smp_333320.1
OG0002434	SRDH2_32460.1	Smp_212830.1
OG0002435	SRDH2_29120.1, SRDH2_29120.4, SRDH2_29120.5, SRDH2_29120.2, SRDH2_29120.3	Smp_343400.1
OG0002436	SRDH2_22530.1	Smp_136470.1
OG0002437	SRDH2_53360.1, SRDH2_53360.4, SRDH2_53360.3, SRDH2_53360.2, SRDH2_53360.5	Smp_245830.1
OG0002438	SRDH2_35370.1	Smp_158320.1
OG0002439	SRDH2_53230.1, SRDH2_53230.4, SRDH2_53230.2, SRDH2_53230.3	Smp_245800.1
OG0002440	SRDH2_71060.5, SRDH2_71060.1, SRDH2_71060.2, SRDH2_71060.3, SRDH2_71060.6, SRDH2_71060.7, SRDH2_71060.8, SRDH2_71060.4	Smp_001170.1
OG0002441	SRDH2_49840.1, SRDH2_49840.3, SRDH2_49840.2	Smp_065160.1
OG0002442	SRDH2_42880.1	Smp_144200.1
OG0002443	SRDH2_45800.1	Smp_078700.1
OG0002444	SRDH2_58740.1	Smp_347840.1
OG0002445	SRDH2_71040.2, SRDH2_71040.4, SRDH2_71040.3, SRDH2_71040.1	Smp_340050.1
OG0002446	SRDH2_64080.1	Smp_106080.1, Smp_335280.1
OG0002447	SRDH2_7600.3, SRDH2_7600.1, SRDH2_7600.2, SRDH2_7600.4, SRDH2_7600.5, SRDH2_7600.6	Smp_174350.1
OG0002448	SRDH2_36330.5, SRDH2_36330.7, SRDH2_36330.2, SRDH2_36330.3, SRDH2_36330.4, SRDH2_36330.6, SRDH2_36330.1	Smp_347360.1
OG0002449	SRDH2_18750.1	Smp_075440.1, Smp_075440.2
OG0002450	SRDH2_67540.1, SRDH2_67540.2	Smp_023620.1
OG0002451	SRDH2_73890.5, SRDH2_73890.4, SRDH2_73890.3, SRDH2_73890.1, SRDH2_73890.2	Smp_158840.1
OG0002452	SRDH2_8170.1	Smp_121160.1
OG0002452	SRDH2_8170.2	Smp_121160.1
OG0002453	SRDH2_47930.1	Smp_016380.1
OG0002454	SRDH2_69050.6, SRDH2_69050.1, SRDH2_69050.2, SRDH2_69050.3, SRDH2_69050.4, SRDH2_69050.5, SRDH2_69050.7	Smp_000670.1
OG0002455	SRDH2_66460.6, SRDH2_66460.7, SRDH2_66460.1, SRDH2_66460.3, SRDH2_66460.4, SRDH2_66460.2, SRDH2_66460.5	Smp_079770.1
OG0002456	SRDH2_34760.1	Smp_152800.1
OG0002457	SRDH2_74860.1	Smp_008545.1
OG0002458	SRDH2_87160.1	Smp_330720.1, Smp_332120.1
OG0002458	SRDH2_87060.1, SRDH2_87180.1	Smp_344710.1
OG0002458	SRDH2_87360.1	Smp_334620.1, Smp_330740.1
OG0002459	SRDH2_32670.1, SRDH2_31990.1, SRDH2_31990.2	Smp_037900.1
OG0002460	SRDH2_8520.1	Smp_343860.1
OG0002461	SRDH2_9720.1	Smp_322890.1
OG0002461	SRDH2_9690.1	Smp_322880.1, Smp_322870.1
OG0002462	SRDH2_67870.4, SRDH2_67870.1, SRDH2_67870.2, SRDH2_67870.3	Smp_027910.1
OG0002463	SRDH2_85790.1, SRDH2_85790.2	Smp_174490.1
OG0002464	SRDH2_28470.1	Smp_141380.1
OG0002465	SRDH2_85170.1	Smp_145670.1
OG0002466	SRDH2_97270.1	Smp_140150.1
OG0002467	SRDH2_51520.1	Smp_122920.1
OG0002467	SRDH2_51520.2	Smp_122920.1
OG0002468	SRDH2_77690.1, SRDH2_77690.2, SRDH2_77690.3, SRDH2_77690.4, SRDH2_77690.5	Smp_334260.1
OG0002469	SRDH2_4510.1	Smp_126310.1
OG0002469	SRDH2_4510.3	Smp_126310.1
OG0002470	SRDH2_81110.1, SRDH2_81110.3, SRDH2_81110.2	Smp_027300.1
OG0002471	SRDH2_76720.1	Smp_244220.1
OG0002472	SRDH2_34410.1, SRDH2_34410.2, SRDH2_34410.3, SRDH2_34410.4	Smp_319120.1, Smp_319120.2
OG0002473	SRDH2_10080.4, SRDH2_10080.5, SRDH2_10080.6, SRDH2_10080.1, SRDH2_10080.2, SRDH2_10080.3, SRDH2_10080.7	Smp_172270.1
OG0002475	SRDH2_19220.1	Smp_071770.1
OG0002476	SRDH2_31270.1, SRDH2_31270.2, SRDH2_31270.3, SRDH2_31270.4, SRDH2_31270.5, SRDH2_31270.6, SRDH2_31270.7	Smp_128920.1
OG0002477	SRDH2_78380.6, SRDH2_78380.2, SRDH2_78380.5, SRDH2_78380.3, SRDH2_78380.4, SRDH2_78380.7, SRDH2_78380.8, SRDH2_78380.1	Smp_341620.1
OG0002478	SRDH2_52240.1	Smp_063580.1
OG0002479	SRDH2_64970.1	Smp_026250.1
OG0002480	SRDH2_28300.3, SRDH2_28300.10, SRDH2_28300.2, SRDH2_28300.4, SRDH2_28300.5, SRDH2_28300.6, SRDH2_28300.7, SRDH2_28300.8, SRDH2_28300.9, SRDH2_28300.1	Smp_173250.1
OG0002481	SRDH2_6130.1	Smp_058790.1
OG0002481	SRDH2_6130.3	Smp_058790.1
OG0002482	SRDH2_63290.1	Smp_096010.1
OG0002483	SRDH2_20700.1, SRDH2_20700.6, SRDH2_20700.7, SRDH2_20700.2, SRDH2_20700.3, SRDH2_20700.4, SRDH2_20700.5	Smp_139760.1
OG0002484	SRDH2_24150.1	Smp_130960.1
OG0002484	SRDH2_24150.2	Smp_130960.1
OG0002485	SRDH2_38240.1	Smp_167230.2, Smp_167230.3, Smp_167230.4, Smp_167230.5, Smp_167230.1
OG0002486	SRDH2_24240.1	Smp_089640.1
OG0002487	SRDH2_82040.1	Smp_150270.1
OG0002488	SRDH2_55830.1	Smp_034300.1
OG0002489	SRDH2_27720.1, SRDH2_27720.2	Smp_076990.1, Smp_076990.2, Smp_076990.3, Smp_076990.4
OG0002490	SRDH2_76060.1	Smp_158380.1
OG0002491	SRDH2_96300.1	Smp_175610.1
OG0002491	SRDH2_96300.3	Smp_175610.1
OG0002491	SRDH2_96300.5	Smp_175610.1
OG0002492	SRDH2_76710.1	Smp_042530.1
OG0002493	SRDH2_65310.2, SRDH2_65310.6, SRDH2_65310.1, SRDH2_65310.3, SRDH2_65310.4, SRDH2_65310.8, SRDH2_65310.7, SRDH2_65310.9, SRDH2_65310.5	Smp_085740.1
OG0002494	SRDH2_1680.1	Smp_064650.1
OG0002495	SRDH2_13410.1, SRDH2_13410.2	Smp_176340.2, Smp_176340.1
OG0002496	SRDH2_43150.1	Smp_152000.1
OG0002497	SRDH2_46470.3, SRDH2_46470.2, SRDH2_46470.5, SRDH2_46470.4, SRDH2_46470.1, SRDH2_46470.6	Smp_001390.1
OG0002498	SRDH2_880.1	Smp_015780.1
OG0002499	SRDH2_50350.1	Smp_046900.1
OG0002500	SRDH2_230.1	Smp_090690.1
OG0002500	SRDH2_230.2	Smp_090690.1
OG0002501	SRDH2_10000.1	Smp_164760.1
OG0002502	SRDH2_57120.1	Smp_102810.1, Smp_102810.2
OG0002503	SRDH2_85780.1, SRDH2_85780.2	Smp_095410.1
OG0002504	SRDH2_24190.3, SRDH2_24190.4, SRDH2_24190.5, SRDH2_24190.6, SRDH2_24190.7, SRDH2_24190.1, SRDH2_24190.2	Smp_089590.1
OG0002505	SRDH2_52550.1, SRDH2_52550.2	Smp_082660.1
OG0002506	SRDH2_38290.1, SRDH2_38290.2	Smp_083080.1
OG0002507	SRDH2_85000.1	Smp_085480.1
OG0002508	SRDH2_65700.1, SRDH2_65700.2, SRDH2_65700.3, SRDH2_65700.4	Smp_156340.1
OG0002509	SRDH2_9500.1, SRDH2_9500.2	Smp_021390.2, Smp_021390.1
OG0002510	SRDH2_59090.1	Smp_307630.1
OG0002510	SRDH2_59020.1	Smp_072800.1
OG0002510	SRDH2_59030.1	Smp_072800.1
OG0002511	SRDH2_73330.1, SRDH2_73330.2, SRDH2_73330.3, SRDH2_73330.4	Smp_038710.1
OG0002512	SRDH2_64460.1	Smp_010090.1
OG0002513	SRDH2_51580.2, SRDH2_51580.3, SRDH2_51580.1	Smp_122890.1
OG0002514	SRDH2_16460.1	Smp_054450.1
OG0002515	SRDH2_42160.3, SRDH2_42160.4, SRDH2_42160.2, SRDH2_42160.1	Smp_157590.1
OG0002516	SRDH2_78590.1	Smp_094920.1
OG0002517	SRDH2_76270.1, SRDH2_76270.5, SRDH2_76270.2, SRDH2_76270.3, SRDH2_76270.4	Smp_069160.1
OG0002518	SRDH2_42970.1	Smp_309240.1
OG0002519	SRDH2_100580.1, SRDH2_100590.1, SRDH2_59100.1, SRDH2_59100.2, SRDH2_59100.3	Smp_307650.1
OG0002520	SRDH2_76510.5, SRDH2_76510.1, SRDH2_76510.3, SRDH2_76510.2, SRDH2_76510.4	Smp_135540.1
OG0002521	SRDH2_68560.1	Smp_000270.1
OG0002521	SRDH2_68570.1, SRDH2_68600.1	Smp_000280.1, Smp_326610.1
OG0002522	SRDH2_25880.1	Smp_341970.1
OG0002526	SRDH2_12640.1	Smp_198730.1
OG0002527	SRDH2_41860.1, SRDH2_41860.2, SRDH2_41860.3, SRDH2_41860.4, SRDH2_41860.5, SRDH2_41860.6, SRDH2_41860.7	Smp_346700.1
OG0002528	SRDH2_97830.1, SRDH2_97830.2	Smp_332310.1
OG0002529	SRDH2_56320.4, SRDH2_56320.1, SRDH2_56320.2, SRDH2_56320.3	Smp_062250.1
OG0002530	SRDH2_76580.1, SRDH2_76580.2	Smp_213190.1, Smp_213190.2
OG0002530	SRDH2_76590.1	Smp_213200.1
OG0002531	SRDH2_27860.1	Smp_163560.1
OG0002532	SRDH2_74090.1, SRDH2_74090.2	Smp_172580.1
OG0002533	SRDH2_65970.1, SRDH2_65970.2, SRDH2_65970.3, SRDH2_65970.4	Smp_202120.1
OG0002534	SRDH2_92970.1	Smp_341830.1
OG0002535	SRDH2_33060.1, SRDH2_33060.2, SRDH2_33060.3	Smp_028080.1
OG0002536	SRDH2_12720.1	Smp_153590.1
OG0002537	SRDH2_84850.4, SRDH2_84850.1, SRDH2_84850.3, SRDH2_84850.2	Smp_153430.1
OG0002538	SRDH2_62380.3, SRDH2_62380.1, SRDH2_62380.4, SRDH2_62380.2	Smp_132240.1, Smp_132240.2
OG0002539	SRDH2_26810.4, SRDH2_26810.3	Smp_097940.1
OG0002539	SRDH2_26810.2, SRDH2_26810.5, SRDH2_26810.1	Smp_097940.2
OG0002540	SRDH2_39180.9, SRDH2_39180.8, SRDH2_39180.2, SRDH2_39180.4, SRDH2_39180.1, SRDH2_39180.3, SRDH2_39180.5, SRDH2_39180.7, SRDH2_39180.6	Smp_170280.1
OG0002541	SRDH2_56650.1, SRDH2_56650.2, SRDH2_56650.3, SRDH2_56650.4	Smp_037590.1
OG0002542	SRDH2_93370.1	Smp_063180.1
OG0002542	SRDH2_93370.3	Smp_063180.1
OG0002543	SRDH2_29320.1	Smp_333770.1
OG0002544	SRDH2_48450.1	Smp_011270.1
OG0002545	SRDH2_24120.2, SRDH2_24120.1, SRDH2_24120.4, SRDH2_24120.3	Smp_016180.1
OG0002546	SRDH2_18680.1	Smp_138640.1
OG0002547	SRDH2_99310.1, SRDH2_99310.2	Smp_332400.1
OG0002548	SRDH2_96970.1, SRDH2_96970.2, SRDH2_96970.3	Smp_127890.1
OG0002549	SRDH2_28200.1, SRDH2_28200.2	Smp_167290.1
OG0002550	SRDH2_47650.3, SRDH2_47650.1, SRDH2_47650.2	Smp_021300.1
OG0002551	SRDH2_31430.1, SRDH2_31440.1, SRDH2_31440.2, SRDH2_31440.3	Smp_060010.1
OG0002552	SRDH2_4330.1, SRDH2_4330.2, SRDH2_4330.3, SRDH2_4330.4	Smp_332920.1
OG0002553	SRDH2_68050.2, SRDH2_68050.4, SRDH2_68050.1	Smp_172030.1
OG0002554	SRDH2_60470.1	Smp_331880.1
OG0002555	SRDH2_33530.1	Smp_019350.1
OG0002556	SRDH2_20760.5, SRDH2_20760.4, SRDH2_20760.6, SRDH2_20760.7, SRDH2_20790.1	Smp_032520.1
OG0002557	SRDH2_42760.1	Smp_144140.1
OG0002558	SRDH2_4080.1	Smp_139010.1
OG0002558	SRDH2_4080.2	Smp_139010.1
OG0002558	SRDH2_4080.3	Smp_139010.1
OG0002558	SRDH2_4080.4	Smp_139010.1
OG0002558	SRDH2_4080.5	Smp_139010.1
OG0002558	SRDH2_4080.6	Smp_139010.1
OG0002558	SRDH2_1050.1	Smp_318640.1
OG0002559	SRDH2_24920.1	Smp_159550.1
OG0002559	SRDH2_24920.2	Smp_159550.1
OG0002560	SRDH2_93740.1, SRDH2_93740.2	Smp_149450.1
OG0002561	SRDH2_9750.1	Smp_103460.1
OG0002562	SRDH2_9250.1, SRDH2_9250.2, SRDH2_9250.3	Smp_102840.1
OG0002563	SRDH2_63070.1, SRDH2_63050.1, SRDH2_63060.1	Smp_074990.1, Smp_075000.1
OG0002564	SRDH2_79440.4, SRDH2_79440.3, SRDH2_79440.5, SRDH2_79440.6, SRDH2_79440.1, SRDH2_79440.7, SRDH2_79440.10, SRDH2_79440.9, SRDH2_79440.8, SRDH2_79440.2	Smp_169660.1
OG0002565	SRDH2_2440.1	Smp_153200.1
OG0002565	SRDH2_2430.1	Smp_153210.1
OG0002566	SRDH2_67430.1	Smp_246290.1
OG0002567	SRDH2_32960.1, SRDH2_32960.2, SRDH2_32960.3	Smp_124920.1
OG0002568	SRDH2_65220.1, SRDH2_65220.3, SRDH2_65220.4, SRDH2_65220.2	Smp_007500.1
OG0002569	SRDH2_66270.2, SRDH2_66270.1, SRDH2_66270.3	Smp_165280.1
OG0002570	SRDH2_36840.1, SRDH2_36840.2	Smp_068170.1
OG0002571	SRDH2_40470.1, SRDH2_40470.2, SRDH2_40470.3	Smp_049730.1
OG0002572	SRDH2_60810.1, SRDH2_60810.2	Smp_004360.1
OG0002574	SRDH2_77150.3, SRDH2_77150.2, SRDH2_77150.1	Smp_247830.1
OG0002575	SRDH2_24590.1	Smp_152200.1
OG0002576	SRDH2_80580.1	Smp_247470.1
OG0002577	SRDH2_55580.1	Smp_328450.1
OG0002577	SRDH2_55580.1	Smp_328470.1
OG0002577	SRDH2_55560.1	Smp_335360.1
OG0002578	SRDH2_50080.8, SRDH2_50080.6, SRDH2_50080.5, SRDH2_50080.7, SRDH2_50080.2, SRDH2_50080.4, SRDH2_50080.1, SRDH2_50080.3	Smp_328000.1
OG0002579	SRDH2_97150.1	Smp_315820.1
OG0002580	SRDH2_60980.3, SRDH2_60980.4, SRDH2_60980.1, SRDH2_60980.2	Smp_083540.1
OG0002581	SRDH2_62160.1, SRDH2_62160.2	Smp_029040.1
OG0002582	SRDH2_32600.1, SRDH2_32600.3, SRDH2_32600.2, SRDH2_32600.4	Smp_032250.1
OG0002583	SRDH2_90610.1	Smp_315910.1
OG0002584	SRDH2_39230.4, SRDH2_39230.5, SRDH2_39230.3, SRDH2_39230.6, SRDH2_39230.2, SRDH2_39230.1	Smp_327480.1
OG0002585	SRDH2_21360.1	Smp_243810.1
OG0002586	SRDH2_19470.6, SRDH2_19470.1, SRDH2_19470.2, SRDH2_19470.7, SRDH2_19470.8, SRDH2_19470.11, SRDH2_19470.4, SRDH2_19470.5, SRDH2_19470.9, SRDH2_19470.10, SRDH2_19470.3	Smp_333310.1
OG0002587	SRDH2_85090.2, SRDH2_85090.1, SRDH2_85090.3	Smp_145700.1
OG0002588	SRDH2_62760.1	Smp_094140.1
OG0002589	SRDH2_62570.1, SRDH2_62570.2, SRDH2_62570.3, SRDH2_62570.4, SRDH2_62570.5, SRDH2_62570.6, SRDH2_62570.7, SRDH2_62570.9, SRDH2_62570.8	Smp_018580.1
OG0002590	SRDH2_78340.1, SRDH2_78340.5, SRDH2_78340.6, SRDH2_78340.3, SRDH2_78340.4, SRDH2_78340.7, SRDH2_78340.8, SRDH2_78340.9, SRDH2_78340.2	Smp_167890.1
OG0002591	SRDH2_80410.1	Smp_334370.1
