Orthogroup	schistosoma_intercalatum	s.mekongi
OG0002486	SINT1_23930.3, SINT1_23930.4, SINT1_23930.1, SINT1_23930.2	KAK4473286.1
OG0002487	SINT1_78780.1	KAK4470995.1
OG0002488	SINT1_54690.1, SINT1_54690.2	KAK4469858.1
OG0002489	SINT1_27380.1, SINT1_27380.2	KAK4473026.1
OG0002490	SINT1_73230.1	KAK4470660.1
OG0002491	SINT1_91370.1	KAK4467913.1
OG0002492	SINT1_73840.1	KAK4470367.1
OG0002493	SINT1_63320.1	KAK4471320.1
OG0002494	SINT1_1560.1	KAK4474831.1
OG0002495	SINT1_14600.1, SINT1_14600.2	KAK4474575.1
OG0002496	SINT1_42820.1, SINT1_42820.2, SINT1_42820.3, SINT1_42820.4, SINT1_42820.5	KAK4473513.1
OG0002497	SINT1_45820.1, SINT1_45820.2, SINT1_45820.3	KAK4469709.1
OG0002498	SINT1_840.3, SINT1_840.4, SINT1_840.1, SINT1_840.2	KAK4474394.1
OG0002499	SINT1_49500.1, SINT1_49500.4, SINT1_49500.5, SINT1_49500.6, SINT1_49500.7, SINT1_49500.8, SINT1_49500.9, SINT1_49500.2, SINT1_49500.3	KAK4469230.1
OG0002500	SINT1_220.1, SINT1_220.2	KAK4475638.1
OG0002501	SINT1_9800.1	KAK4474363.1
OG0002502	SINT1_55870.1	KAK4469951.1, KAK4469952.1
OG0002503	SINT1_82120.1, SINT1_82120.2	KAK4467461.1
OG0002504	SINT1_23880.1, SINT1_23880.2	KAK4473291.1
OG0002505	SINT1_51510.3, SINT1_51510.1, SINT1_51510.2	KAK4469156.1
OG0002506	SINT1_34390.1	KAK4472548.1
OG0002507	SINT1_81400.1, SINT1_81400.2, SINT1_81400.3, SINT1_81400.4	KAK4468244.1
OG0002508	SINT1_63660.1	KAK4471460.1
OG0002509	SINT1_9340.1	KAK4476214.1
OG0002510	SINT1_57410.3, SINT1_57410.1, SINT1_57410.2, SINT1_57410.4	KAK4467569.1
OG0002511	SINT1_71440.1	KAK4470253.1
OG0002512	SINT1_62580.2, SINT1_62580.1	KAK4471671.1
OG0002513	SINT1_50480.1, SINT1_50480.2, SINT1_50480.4, SINT1_50480.3	KAK4469436.1
OG0002514	SINT1_16060.1	KAK4474778.1
OG0002515	SINT1_41850.3, SINT1_41850.4, SINT1_41850.5, SINT1_41850.1, SINT1_41850.2	KAK4473425.1
OG0002516	SINT1_75480.1	KAK4470734.1
OG0002517	SINT1_73430.1	KAK4470474.1
OG0002518	SINT1_42680.1	KAK4473503.1
OG0002519	SINT1_57460.1, SINT1_57450.1, SINT1_57450.2	KAK4467565.1
OG0002520	SINT1_73660.1, SINT1_73660.4, SINT1_73660.5, SINT1_73660.6, SINT1_73660.2, SINT1_73660.3	KAK4470742.1
OG0002521	SINT1_66980.1	KAK4471067.1, KAK4471066.1
OG0002522	SINT1_25550.1, SINT1_25550.2, SINT1_25550.5, SINT1_25550.3, SINT1_25550.4, SINT1_25550.6	KAK4473252.1
OG0002526	SINT1_13620.1, SINT1_13620.3, SINT1_13620.5, SINT1_13620.2, SINT1_13620.4	KAK4474740.1
OG0002527	SINT1_41580.1, SINT1_41580.2, SINT1_41580.3	KAK4473392.1, KAK4473393.1
OG0002528	SINT1_92880.1, SINT1_92880.2	KAK4467775.1
OG0002530	SINT1_73730.1, SINT1_73720.1	KAK4470379.1
OG0002531	SINT1_27540.1	KAK4473089.1
OG0002532	SINT1_70770.1, SINT1_70770.2	KAK4470157.1
OG0002533	SINT1_64970.1	KAK4471252.1
OG0002534	SINT1_88200.1	KAK4468563.1
OG0002535	SINT1_35510.1, SINT1_35510.2, SINT1_35510.3, SINT1_35510.4	KAK4474105.1
OG0002536	SINT1_13670.5, SINT1_13670.6, SINT1_13670.4, SINT1_13670.1, SINT1_13670.3, SINT1_13670.2, SINT1_13670.7	KAK4474745.1
OG0002537	SINT1_81270.1	KAK4468260.1
OG0002538	SINT1_60510.1, SINT1_60510.2	KAK4471905.1
OG0002539	SINT1_26490.2, SINT1_26490.1	KAK4472987.1
OG0002540	SINT1_39060.1	KAK4473767.1
OG0002541	SINT1_55270.1, SINT1_55270.2, SINT1_55270.3	KAK4469799.1
OG0002542	SINT1_87890.1, SINT1_87890.2	KAK4468510.1
OG0002543	SINT1_29040.1	KAK4472792.1
OG0002544	SINT1_47650.1	KAK4469629.1
OG0002545	SINT1_23740.2, SINT1_23740.1	KAK4473302.1
OG0002546	SINT1_18340.1, SINT1_18340.2	KAK4475215.1
OG0002547	SINT1_94270.2, SINT1_94270.1, SINT1_94270.3	KAK4467856.1
OG0002548	SINT1_92010.1, SINT1_92010.2	KAK4467883.1
OG0002549	SINT1_27880.1, SINT1_55360.1	KAK4473138.1
OG0002550	SINT1_46820.1, SINT1_46820.2	KAK4469066.1
OG0002551	SINT1_31140.1	KAK4472679.1
OG0002552	SINT1_4200.1, SINT1_4200.2	KAK4467387.1, KAK4467506.1, KAK4475710.1
OG0002553	SINT1_63930.2, SINT1_63930.1	KAK4471835.1
OG0002554	SINT1_58540.4, SINT1_58540.2, SINT1_58540.1, SINT1_58540.3	KAK4472087.1
OG0002555	SINT1_35940.1	KAK4474061.1
OG0002556	SINT1_20470.1, SINT1_20470.2, SINT1_20470.3, SINT1_20470.4, SINT1_20470.5	KAK4474301.1
OG0002557	SINT1_42430.1, SINT1_42430.2, SINT1_42430.3, SINT1_42430.4	KAK4473479.1
OG0002558	SINT1_3890.1	KAK4475678.1
OG0002559	SINT1_24620.1, SINT1_24620.2, SINT1_24620.3, SINT1_24620.4	KAK4473156.1
OG0002560	SINT1_87550.4, SINT1_87550.1, SINT1_87550.3, SINT1_87550.2	KAK4468947.1
OG0002562	SINT1_9070.1	KAK4476239.1
OG0002563	SINT1_61210.1	KAK4471980.1
OG0002564	SINT1_76380.1	KAK4470753.1
OG0002565	SINT1_2250.1	KAK4475513.1
OG0002565	SINT1_2240.1	KAK4475502.1
OG0002566	SINT1_64610.1	KAK4471213.1
OG0002567	SINT1_35400.1, SINT1_35400.2, SINT1_35400.3	KAK4474116.1
OG0002568	SINT1_63220.1	KAK4471310.1
OG0002569	SINT1_65250.1, SINT1_65250.2	KAK4471279.1
OG0002570	SINT1_31760.1	KAK4472620.1
OG0002571	SINT1_40280.1, SINT1_40280.2	KAK4473656.1
OG0002572	SINT1_58920.1, SINT1_58920.2	KAK4472039.1
OG0002573	SINT1_17250.1	KAK4474889.1
OG0002574	SINT1_74200.4, SINT1_74200.3, SINT1_74200.1, SINT1_74200.2, SINT1_74200.5	KAK4470332.1
OG0002575	SINT1_24280.1, SINT1_23700.1, SINT1_23690.1, SINT1_23690.2, SINT1_23690.3, SINT1_23690.4, SINT1_23690.5	KAK4473068.1
OG0002576	SINT1_77500.1, SINT1_77500.8, SINT1_77500.4, SINT1_77500.6, SINT1_77500.7, SINT1_77500.9, SINT1_77500.11, SINT1_77500.2, SINT1_77500.3, SINT1_77500.10, SINT1_77500.12, SINT1_77500.13, SINT1_77500.5	KAK4470870.1
OG0002578	SINT1_49230.1	KAK4469253.1
OG0002579	SINT1_92200.1, SINT1_92220.1	KAK4467904.1
OG0002580	SINT1_59100.1	KAK4472055.1
OG0002581	SINT1_60280.1	KAK4471767.1
OG0002582	SINT1_35060.2, SINT1_35060.1, SINT1_35060.3	KAK4474148.1
OG0002583	SINT1_86260.1	KAK4468752.1
OG0002584	SINT1_39130.4, SINT1_39130.2, SINT1_39130.1, SINT1_39130.3	KAK4473762.1
OG0002585	SINT1_21070.2, SINT1_21070.1, SINT1_21070.3, SINT1_21070.4	KAK4475358.1
OG0002586	SINT1_19210.1, SINT1_19210.2	KAK4475123.1
OG0002587	SINT1_81480.1, SINT1_81490.1, SINT1_81490.2	KAK4468233.1
OG0002588	SINT1_60930.1	KAK4471951.1
OG0002589	SINT1_60700.1	KAK4471928.1
OG0002590	SINT1_75270.1	KAK4470710.1
OG0002591	SINT1_77310.1, SINT1_77310.2	KAK4470847.1
OG0002592	SINT1_27590.1, SINT1_27590.2	KAK4473094.1
OG0002593	SINT1_78750.1	KAK4470993.1
OG0002594	SINT1_78740.1	KAK4470992.1
OG0002595	SINT1_48370.1, SINT1_48370.2	KAK4469555.1
OG0002596	SINT1_74960.1	KAK4470677.1
OG0002597	SINT1_13110.1	KAK4474701.1
OG0002598	SINT1_34360.1, SINT1_34360.2, SINT1_34360.3, SINT1_34360.4	KAK4472544.1
OG0002599	SINT1_65960.1	KAK4471646.1, KAK4471071.1
OG0002600	SINT1_47480.1, SINT1_47480.2	KAK4469126.1
OG0002601	SINT1_12070.1, SINT1_12070.2	KAK4474432.1
OG0002602	SINT1_21880.1, SINT1_21880.3, SINT1_21880.2	KAK4475406.1
OG0002603	SINT1_62840.1, SINT1_62840.2	KAK4471396.1
OG0002604	SINT1_2260.1	KAK4475522.1
OG0002605	SINT1_49360.1	KAK4469244.1
OG0002606	SINT1_83720.1	KAK4468082.1
OG0002607	SINT1_33460.1, SINT1_33460.2, SINT1_33460.3, SINT1_33460.4	KAK4472334.1
OG0002608	SINT1_48140.1	KAK4469572.1
OG0002609	SINT1_3750.1	KAK4475663.1, KAK4475665.1
OG0002610	SINT1_42490.1	KAK4473486.1
OG0002611	SINT1_16980.1	KAK4474861.1
OG0002612	SINT1_56440.1	KAK4469751.1
OG0002613	SINT1_45450.1	KAK4473505.1
OG0002613	SINT1_69200.1	KAK4470130.1
OG0002614	SINT1_250.1	KAK4475608.1
OG0002615	SINT1_81990.1, SINT1_81990.2, SINT1_81990.3, SINT1_81990.4	KAK4468140.1
OG0002616	SINT1_37230.2, SINT1_37230.1	KAK4473848.1
OG0002617	SINT1_41000.1, SINT1_41000.2	KAK4473594.1
OG0002618	SINT1_57160.4, SINT1_57160.3, SINT1_57160.1, SINT1_57160.2	KAK4471164.1
OG0002619	SINT1_59770.1	KAK4471838.1
OG0002620	SINT1_30370.1	KAK4472489.1
OG0002621	SINT1_8480.1	KAK4475984.1
OG0002622	SINT1_56350.1	KAK4469743.1
OG0002623	SINT1_11450.2, SINT1_11450.1, SINT1_11450.3	KAK4474559.1
OG0002624	SINT1_16690.1, SINT1_16690.2	KAK4474836.1
OG0002625	SINT1_36040.1, SINT1_36040.2	KAK4474049.1
OG0002626	SINT1_57430.1	KAK4467566.1
OG0002627	SINT1_13220.1, SINT1_13220.2	KAK4474676.1
OG0002628	SINT1_41730.1	KAK4473414.1, KAK4473411.1
OG0002629	SINT1_89910.1, SINT1_89910.2, SINT1_89910.3, SINT1_89910.4, SINT1_89910.5	KAK4468445.1
OG0002630	SINT1_8900.1	KAK4476252.1
OG0002631	SINT1_25190.1	KAK4473217.1
OG0002632	SINT1_83330.3, SINT1_83330.5, SINT1_83330.1, SINT1_83330.2, SINT1_83330.4	KAK4468113.1
OG0002633	SINT1_39940.1	KAK4473686.1
OG0002634	SINT1_25030.2, SINT1_25030.4, SINT1_25030.3, SINT1_25030.1	KAK4473197.1
OG0002635	SINT1_23300.1, SINT1_23300.3, SINT1_23300.2	KAK4473343.1
OG0002636	SINT1_78950.1, SINT1_78950.2	KAK4471015.1
OG0002637	SINT1_92710.1	KAK4467702.1
OG0002638	SINT1_54050.1, SINT1_54050.2	KAK4469897.1
OG0002639	SINT1_66470.1, SINT1_95140.1	KAK4471615.1
OG0002640	SINT1_10720.1	KAK4476273.1
OG0002641	SINT1_96050.1, SINT1_96060.1	KAK4469360.1
OG0002642	SINT1_1390.1	KAK4474619.1
OG0002643	SINT1_4160.2, SINT1_4160.1, SINT1_4160.4, SINT1_4160.3	KAK4467574.1, KAK4467575.1, KAK4475706.1
OG0002644	SINT1_61610.1, SINT1_61610.2, SINT1_61610.3	KAK4471790.1
OG0002645	SINT1_10060.1	KAK4474376.1
OG0002646	SINT1_27140.1, SINT1_27140.3, SINT1_27140.2	KAK4472920.1
OG0002647	SINT1_86670.2, SINT1_86670.3, SINT1_86670.4, SINT1_86670.1	KAK4468697.1
OG0002648	SINT1_6560.1	KAK4476061.1
OG0002649	SINT1_40350.1	KAK4473646.1
OG0002650	SINT1_8490.1, SINT1_8490.2	KAK4475983.1
OG0002651	SINT1_10760.1	KAK4476278.1
OG0002652	SINT1_45110.1	KAK4473894.1, KAK4467542.1
OG0002653	SINT1_87730.1, SINT1_87730.2	KAK4468927.1
OG0002654	SINT1_79870.1, SINT1_79870.2	KAK4468318.1
OG0002655	SINT1_56830.1, SINT1_56830.2, SINT1_56830.3, SINT1_56830.4	KAK4469771.1
OG0002656	SINT1_20790.1, SINT1_20790.2	KAK4475330.1
OG0002657	SINT1_16140.1	KAK4474784.1
OG0002658	SINT1_29590.1, SINT1_29590.2, SINT1_29590.3	KAK4472414.1
OG0002659	SINT1_59730.2, SINT1_59730.1	KAK4471842.1
OG0002660	SINT1_2480.1	KAK4475534.1
OG0002661	SINT1_63370.3, SINT1_63370.4, SINT1_63370.1, SINT1_63370.2, SINT1_63370.5, SINT1_63370.6	KAK4471307.1
OG0002662	SINT1_82220.1	KAK4468048.1
OG0002663	SINT1_82790.1	KAK4468176.1
OG0002664	SINT1_94520.1	KAK4467844.1
OG0002665	SINT1_50210.1, SINT1_50210.2, SINT1_50210.3	KAK4469407.1
OG0002667	SINT1_27690.1	KAK4473048.1
OG0002668	SINT1_68610.1	KAK4471186.1
OG0002669	SINT1_87430.1, SINT1_87440.1	KAK4468604.1
OG0002670	SINT1_28790.1, SINT1_28790.2	KAK4472817.1
OG0002671	SINT1_92030.1, SINT1_92030.2, SINT1_92030.3	KAK4467886.1
OG0002672	SINT1_72930.1	KAK4470631.1
OG0002673	SINT1_73040.1, SINT1_73040.2	KAK4470642.1
OG0002675	SINT1_9940.1, SINT1_9940.2, SINT1_9940.3, SINT1_9940.4	KAK4474368.1
OG0002676	SINT1_67930.1, SINT1_67930.2, SINT1_67930.3, SINT1_67930.4	KAK4471763.1
OG0002677	SINT1_62190.1	KAK4471715.1
OG0002678	SINT1_7590.1	KAK4475957.1
OG0002679	SINT1_79350.1, SINT1_79350.3	KAK4470081.1
OG0002680	SINT1_66780.2, SINT1_66780.3, SINT1_66780.4, SINT1_66780.5, SINT1_66780.1	KAK4471593.1
OG0002681	SINT1_27440.1, SINT1_27440.2	KAK4473081.1
OG0002683	SINT1_92830.1	KAK4467688.1
OG0002684	SINT1_90910.1	KAK4468058.1
OG0002685	SINT1_16020.1, SINT1_16030.1	KAK4474773.1, KAK4474772.1
OG0002687	SINT1_29310.1, SINT1_29310.2	KAK4472774.1
OG0002688	SINT1_25900.1, SINT1_25900.2	KAK4472913.1
OG0002689	SINT1_25950.1	KAK4472868.1
OG0002690	SINT1_40880.3, SINT1_40880.1, SINT1_40880.2	KAK4473607.1
OG0002691	SINT1_82160.1	KAK4468051.1
OG0002692	SINT1_13430.1	KAK4474728.1
OG0002693	SINT1_48150.1, SINT1_48130.1	KAK4469575.1, KAK4469576.1
OG0002694	SINT1_91770.1, SINT1_91770.2	KAK4467684.1
OG0002695	SINT1_2930.1	KAK4475579.1, KAK4475580.1
OG0002696	SINT1_34000.2, SINT1_34000.3, SINT1_34000.1	KAK4472278.1
OG0002697	SINT1_10990.1	KAK4475946.1
OG0002698	SINT1_2300.1, SINT1_2300.2, SINT1_2300.3	KAK4475527.1
OG0002699	SINT1_5320.1	KAK4475860.1, KAK4475861.1
OG0002700	SINT1_94820.1, SINT1_94820.2	KAK4467881.1
OG0002701	SINT1_54860.1, SINT1_54920.1	KAK4469839.1
OG0002702	SINT1_12800.1	KAK4474663.1
OG0002702	SINT1_12790.1	KAK4467546.1, KAK4474661.1
OG0002703	SINT1_54790.1, SINT1_54790.2	KAK4469001.1
OG0002704	SINT1_90750.1, SINT1_56250.1	KAK4469734.1
OG0002705	SINT1_56650.1, SINT1_56650.2	KAK4469788.1
OG0002706	SINT1_45100.1	KAK4473690.1
OG0002708	SINT1_31410.1, SINT1_31410.2	KAK4472655.1
OG0002709	SINT1_8130.1	KAK4476139.1
OG0002710	SINT1_1130.1	KAK4476073.1
OG0002711	SINT1_89060.3, SINT1_89060.6, SINT1_89060.1, SINT1_89060.2, SINT1_89060.4, SINT1_89060.5	KAK4468624.1
OG0002712	SINT1_16000.1, SINT1_16000.2, SINT1_16000.3	KAK4474770.1
OG0002713	SINT1_47740.1	KAK4469619.1
OG0002714	SINT1_76330.1	KAK4470749.1
OG0002715	SINT1_60300.5, SINT1_60300.6, SINT1_60300.3, SINT1_60300.4, SINT1_60300.1, SINT1_60300.2	KAK4471754.1
OG0002716	SINT1_67030.3, SINT1_67030.1, SINT1_67030.2	KAK4471573.1
OG0002717	SINT1_87850.3, SINT1_87850.1, SINT1_87850.2	KAK4468554.1
OG0002718	SINT1_66060.1, SINT1_66060.2	KAK4471654.1
OG0002720	SINT1_5160.3, SINT1_5160.2, SINT1_5160.1	KAK4475867.1
OG0002721	SINT1_93430.1	KAK4467655.1
OG0002722	SINT1_22380.1	KAK4475455.1
OG0002723	SINT1_79810.1	KAK4468312.1
OG0002724	SINT1_80620.1	KAK4468303.1
OG0002725	SINT1_4320.1	KAK4475720.1, KAK4475723.1
OG0002726	SINT1_30970.1, SINT1_30970.2, SINT1_30970.3	KAK4472701.1
OG0002727	SINT1_72790.1, SINT1_72790.2	KAK4470614.1
OG0002728	SINT1_8620.1, SINT1_8620.2	KAK4475998.1
OG0002729	SINT1_16300.2, SINT1_16300.1, SINT1_16300.3	KAK4474800.1
OG0002730	SINT1_79600.1, SINT1_79600.2	KAK4468174.1
OG0002731	SINT1_46300.1	KAK4469270.1
OG0002732	SINT1_66690.1	KAK4471597.1
OG0002733	SINT1_24480.1, SINT1_24480.2	KAK4473049.1
OG0002734	SINT1_42270.1	KAK4473463.1
OG0002735	SINT1_31070.1	KAK4472689.1
OG0002736	SINT1_24440.1, SINT1_24440.2	KAK4473052.1
OG0002737	SINT1_36610.1, SINT1_36610.2, SINT1_36610.3	KAK4473989.1
OG0002739	SINT1_12880.1	KAK4474669.1
OG0002740	SINT1_39580.1	KAK4473717.1
OG0002741	SINT1_17620.1	KAK4474921.1
OG0002742	SINT1_70650.1, SINT1_70650.3, SINT1_70650.2, SINT1_70650.4	KAK4470147.1
OG0002743	SINT1_41890.1	KAK4473428.1
OG0002744	SINT1_57540.1, SINT1_57540.3, SINT1_57540.2	KAK4471140.1
OG0002745	SINT1_90720.1, SINT1_90720.2, SINT1_90720.3	KAK4468844.1
OG0002746	SINT1_54150.1	KAK4469905.1
OG0002747	SINT1_25810.1	KAK4473006.1
OG0002748	SINT1_35260.1	KAK4474127.1
OG0002749	SINT1_47680.1	KAK4469628.1
OG0002750	SINT1_47030.1	KAK4469085.1
OG0002751	SINT1_39900.1	KAK4473696.1
OG0002752	SINT1_69470.1	KAK4470141.1
OG0002753	SINT1_84040.1, SINT1_84040.2	KAK4468156.1
OG0002754	SINT1_15820.1, SINT1_15820.2	KAK4475253.1
OG0002755	SINT1_3760.2, SINT1_3760.3, SINT1_3760.1	KAK4475664.1, KAK4475666.1
OG0002756	SINT1_57790.1	KAK4471179.1
OG0002757	SINT1_31900.1	KAK4472603.1
OG0002758	SINT1_5380.1	KAK4475841.1
OG0002759	SINT1_28290.1	KAK4472998.1
OG0002760	SINT1_3490.1, SINT1_3480.1, SINT1_3480.2	KAK4475634.1
OG0002761	SINT1_6300.1	KAK4476099.1
OG0002762	SINT1_94070.1	KAK4467811.1, KAK4467813.1
OG0002763	SINT1_77430.1	KAK4470861.1
OG0002764	SINT1_31680.1, SINT1_31680.3, SINT1_31680.2, SINT1_31680.4	KAK4472628.1
OG0002765	SINT1_68320.1, SINT1_68310.1	KAK4471457.1
OG0002766	SINT1_72100.1, SINT1_72100.2	KAK4470313.1
OG0002767	SINT1_49370.1	KAK4469243.1
OG0002768	SINT1_2110.1, SINT1_2110.2	KAK4475376.1
OG0002769	SINT1_26310.1, SINT1_26310.2	KAK4472893.1
OG0002770	SINT1_18120.1	KAK4475325.1
OG0002771	SINT1_33800.1	KAK4472301.1
OG0002772	SINT1_79490.1, SINT1_79490.2, SINT1_79490.3	KAK4468029.1
OG0002773	SINT1_16160.1	KAK4474786.1
OG0002774	SINT1_2650.1	KAK4475555.1
OG0002775	SINT1_34130.1, SINT1_34130.2, SINT1_34150.1, SINT1_34150.2	KAK4472266.1
OG0002777	SINT1_74970.1	KAK4470678.1
OG0002778	SINT1_93930.2, SINT1_93930.1	KAK4467794.1
OG0002779	SINT1_33360.1	KAK4472348.1
OG0002780	SINT1_47160.1	KAK4469094.1
OG0002781	SINT1_26680.2, SINT1_26680.3, SINT1_26680.1	KAK4472968.1
OG0002782	SINT1_77800.1	KAK4470897.1
OG0002783	SINT1_54110.1	KAK4469893.1
OG0002784	SINT1_26320.1, SINT1_26320.2	KAK4472892.1
OG0002785	SINT1_70480.3, SINT1_70480.5, SINT1_70480.4, SINT1_70480.1, SINT1_70480.2	KAK4470232.1
OG0002786	SINT1_13400.1	KAK4474724.1
OG0002788	SINT1_10900.3, SINT1_10900.4, SINT1_10900.1, SINT1_10900.2	KAK4475935.1
OG0002789	SINT1_18960.1, SINT1_18960.2, SINT1_18960.3, SINT1_18960.4, SINT1_18960.5, SINT1_18960.6, SINT1_18960.7	KAK4475144.1
OG0002790	SINT1_75280.1, SINT1_75280.2	KAK4470712.1, KAK4470711.1
OG0002791	SINT1_2550.1	KAK4475544.1
OG0002792	SINT1_55580.1	KAK4469027.1
OG0002793	SINT1_11570.1, SINT1_11570.2	KAK4474592.1
OG0002794	SINT1_92110.1, SINT1_92110.3, SINT1_92110.2, SINT1_92110.4	KAK4467895.1
OG0002796	SINT1_12600.1	KAK4467330.1, KAK4474641.1
OG0002797	SINT1_36410.1	KAK4474012.1
OG0002798	SINT1_73260.1, SINT1_73260.2, SINT1_73260.3	KAK4470665.1
OG0002799	SINT1_82760.1	KAK4468172.1, KAK4468171.1
OG0002800	SINT1_78470.1	KAK4470965.1
OG0002801	SINT1_4900.1, SINT1_4900.2	KAK4475790.1
OG0002802	SINT1_89310.1, SINT1_89310.2, SINT1_89310.3	KAK4468614.1
OG0002803	SINT1_26860.1, SINT1_26860.2	KAK4472944.1
OG0002804	SINT1_39280.1, SINT1_39280.2	KAK4473749.1, KAK4473751.1
OG0002805	SINT1_55860.1, SINT1_55860.2	KAK4469980.1
OG0002806	SINT1_70090.1	KAK4470451.1
OG0002807	SINT1_20630.2, SINT1_20630.3, SINT1_20630.1	KAK4474987.1
OG0002808	SINT1_61750.1, SINT1_61750.2	KAK4471766.1
OG0002809	SINT1_80430.1, SINT1_80430.2	KAK4467274.1, KAK4467991.1
OG0002810	SINT1_34840.1	KAK4474165.1
OG0002811	SINT1_21970.7, SINT1_21970.2, SINT1_21970.4, SINT1_21970.10, SINT1_21970.8, SINT1_21970.1, SINT1_21970.5, SINT1_21970.6, SINT1_21970.3, SINT1_21970.9	KAK4475479.1
OG0002812	SINT1_84440.1	KAK4475762.1
OG0002813	SINT1_76640.1	KAK4470782.1
OG0002814	SINT1_23780.1, SINT1_23780.2	KAK4473308.1
OG0002815	SINT1_63090.1	KAK4471427.1
OG0002816	SINT1_19700.1, SINT1_19700.2, SINT1_19700.3	KAK4475072.1
OG0002817	SINT1_37240.1, SINT1_37240.2, SINT1_37240.3, SINT1_37240.4, SINT1_37240.5	KAK4473849.1
OG0002818	SINT1_74290.1	KAK4470552.1
OG0002819	SINT1_67950.1, SINT1_67950.2	KAK4471487.1
OG0002820	SINT1_73700.1, SINT1_73700.2, SINT1_73700.3	KAK4470384.1
OG0002821	SINT1_4230.1, SINT1_4230.2	KAK4467386.1, KAK4475711.1, KAK4467376.1
OG0002823	SINT1_15120.1, SINT1_15120.2, SINT1_15120.3	KAK4475285.1
OG0002824	SINT1_1830.1	KAK4475091.1
OG0002825	SINT1_48630.1	KAK4468972.1
OG0002826	SINT1_40790.1, SINT1_40790.3, SINT1_40790.2, SINT1_40790.4	KAK4473615.1
OG0002827	SINT1_27310.1	KAK4473031.1
OG0002828	SINT1_28190.1, SINT1_28200.1	KAK4473105.1
OG0002829	SINT1_60400.1, SINT1_60400.2	KAK4471892.1
OG0002830	SINT1_23600.1, SINT1_23600.2	KAK4473315.1
OG0002831	SINT1_15700.1	KAK4475243.1
OG0002832	SINT1_80080.1	KAK4468334.1
OG0002833	SINT1_56570.1, SINT1_56570.2, SINT1_56570.3, SINT1_56570.4	KAK4469791.1
OG0002834	SINT1_3510.1, SINT1_3510.2	KAK4475637.1
OG0002835	SINT1_90020.1	KAK4468458.1
OG0002836	SINT1_25660.3, SINT1_25660.2, SINT1_25660.1, SINT1_25660.4	KAK4473265.1
OG0002837	SINT1_15710.3, SINT1_15710.1, SINT1_15710.2	KAK4475244.1
OG0002838	SINT1_13930.1	KAK4474625.1
OG0002839	SINT1_70670.1, SINT1_70670.3, SINT1_70670.2, SINT1_70670.4	KAK4470148.1
OG0002840	SINT1_89790.1, SINT1_89790.2, SINT1_89790.3	KAK4468435.1
OG0002842	SINT1_70900.3, SINT1_70900.2, SINT1_70900.1	KAK4470171.1
OG0002843	SINT1_26220.5, SINT1_26220.2, SINT1_26220.1, SINT1_26220.4, SINT1_26220.3	KAK4472838.1
OG0002844	SINT1_67010.1	KAK4471576.1
OG0002845	SINT1_11040.1	KAK4474387.1
OG0002846	SINT1_19910.1, SINT1_19910.2	KAK4475053.1
OG0002847	SINT1_57550.1, SINT1_57550.2	KAK4471142.1
OG0002848	SINT1_60950.1	KAK4471949.1
OG0002849	SINT1_13750.1	KAK4475254.1
OG0002850	SINT1_64330.1	KAK4471187.1
OG0002851	SINT1_88140.1	KAK4468572.1, KAK4468571.1
OG0002852	SINT1_13830.1	KAK4475266.1
OG0002853	SINT1_72250.1	KAK4470560.1
OG0002854	SINT1_34630.1, SINT1_34630.2	KAK4474186.1
OG0002855	SINT1_17220.1	KAK4474887.1
OG0002856	SINT1_53330.1, SINT1_53330.2	KAK4469341.1
OG0002857	SINT1_62780.1	KAK4471388.1
OG0002858	SINT1_10090.1	KAK4476181.1
OG0002859	SINT1_62430.1, SINT1_62430.3, SINT1_62430.2	KAK4471686.1
OG0002860	SINT1_76270.1, SINT1_76270.3, SINT1_76270.2	KAK4470387.1
OG0002861	SINT1_86480.1	KAK4468713.1
OG0002862	SINT1_64760.1, SINT1_64760.2, SINT1_64760.3	KAK4471227.1
OG0002863	SINT1_17480.1	KAK4474910.1
OG0002864	SINT1_53710.1	KAK4469182.1
OG0002865	SINT1_10860.1, SINT1_10860.4, SINT1_10860.2, SINT1_10860.3	KAK4475930.1
OG0002866	SINT1_35770.1	KAK4472169.1, KAK4474078.1, KAK4474077.1
OG0002867	SINT1_3700.1, SINT1_3700.4, SINT1_3700.2	KAK4475655.1
OG0002868	SINT1_85660.1, SINT1_85660.2, SINT1_85660.3, SINT1_85660.4	KAK4468799.1
OG0002869	SINT1_1960.1	KAK4475208.1
OG0002870	SINT1_47510.2, SINT1_47510.1	KAK4469128.1
OG0002871	SINT1_45070.2, SINT1_45070.1, SINT1_45070.3	KAK4473794.1
OG0002872	SINT1_49510.2, SINT1_49510.1	KAK4469227.1
OG0002873	SINT1_90330.1	KAK4468488.1
OG0002874	SINT1_39610.1, SINT1_39610.2	KAK4473714.1
OG0002875	SINT1_51030.1	KAK4469658.1
OG0002876	SINT1_70140.1, SINT1_70140.2, SINT1_70140.3	KAK4470402.1
OG0002877	SINT1_60350.1	KAK4471758.1
OG0002878	SINT1_63440.3, SINT1_63440.1, SINT1_63440.2	KAK4471298.1
OG0002879	SINT1_18030.3, SINT1_18030.1, SINT1_18030.2	KAK4474965.1
OG0002880	SINT1_21900.1	KAK4475485.1
OG0002881	SINT1_58910.2, SINT1_58910.4, SINT1_58910.5, SINT1_58910.1, SINT1_58910.3	KAK4472037.1
OG0002882	SINT1_18460.1	KAK4475201.1
