Orthogroup	schistosoma_intercalatum	schistosoma_turkestanicum
OG0002527	SINT1_41580.1, SINT1_41580.2, SINT1_41580.3	STRK1_39680.1
OG0002528	SINT1_92880.1, SINT1_92880.2	STRK1_91150.1
OG0002529	SINT1_55180.1, SINT1_55180.2, SINT1_55180.3	STRK1_99180.1
OG0002530	SINT1_73730.1, SINT1_73720.1	STRK1_74420.1
OG0002531	SINT1_27540.1	STRK1_25300.1
OG0002532	SINT1_70770.1, SINT1_70770.2	STRK1_69420.1
OG0002533	SINT1_64970.1	STRK1_62620.1
OG0002534	SINT1_88200.1	STRK1_86660.1
OG0002535	SINT1_35510.1, SINT1_35510.2, SINT1_35510.3, SINT1_35510.4	STRK1_36330.1
OG0002536	SINT1_13670.5, SINT1_13670.6, SINT1_13670.4, SINT1_13670.1, SINT1_13670.3, SINT1_13670.2, SINT1_13670.7	STRK1_11660.1
OG0002537	SINT1_81270.1	STRK1_80410.1, STRK1_80410.2, STRK1_80410.3
OG0002538	SINT1_60510.1, SINT1_60510.2	STRK1_60050.1
OG0002539	SINT1_26490.2, SINT1_26490.1	STRK1_26370.1
OG0002540	SINT1_39060.1	STRK1_37180.1, STRK1_101080.1
OG0002541	SINT1_55270.1, SINT1_55270.2, SINT1_55270.3	STRK1_55180.2, STRK1_55180.1, STRK1_55180.3
OG0002542	SINT1_87890.1, SINT1_87890.2	STRK1_85790.1
OG0002543	SINT1_29040.1	STRK1_36930.1
OG0002544	SINT1_47650.1	STRK1_45730.1, STRK1_45730.2
OG0002545	SINT1_23740.2, SINT1_23740.1	STRK1_22210.1
OG0002546	SINT1_18340.1, SINT1_18340.2	STRK1_2630.1, STRK1_2630.2
OG0002547	SINT1_94270.2, SINT1_94270.1, SINT1_94270.3	STRK1_105720.1, STRK1_92550.1
OG0002548	SINT1_92010.1, SINT1_92010.2	STRK1_92070.1, STRK1_92070.3, STRK1_92070.2
OG0002549	SINT1_27880.1, SINT1_55360.1	STRK1_23810.1, STRK1_23810.2, STRK1_23810.3, STRK1_23810.4
OG0002550	SINT1_46820.1, SINT1_46820.2	STRK1_44920.1, STRK1_44930.1
OG0002551	SINT1_31140.1	STRK1_32600.1
OG0002552	SINT1_4200.1, SINT1_4200.2	STRK1_16000.1, STRK1_16000.2
OG0002553	SINT1_63930.2, SINT1_63930.1	STRK1_58530.1
OG0002554	SINT1_58540.4, SINT1_58540.2, SINT1_58540.1, SINT1_58540.3	STRK1_57460.1
OG0002555	SINT1_35940.1	STRK1_30740.1
OG0002556	SINT1_20470.1, SINT1_20470.2, SINT1_20470.3, SINT1_20470.4, SINT1_20470.5	STRK1_18640.1
OG0002557	SINT1_42430.1, SINT1_42430.2, SINT1_42430.3, SINT1_42430.4	STRK1_37500.1
OG0002558	SINT1_3890.1	STRK1_16250.1
OG0002559	SINT1_24620.1, SINT1_24620.2, SINT1_24620.3, SINT1_24620.4	STRK1_90960.1
OG0002560	SINT1_87550.4, SINT1_87550.1, SINT1_87550.3, SINT1_87550.2	STRK1_84740.1
OG0002561	SINT1_9560.1	STRK1_8910.1
OG0002562	SINT1_9070.1	STRK1_12020.1, STRK1_12020.2
OG0002563	SINT1_61210.1	STRK1_60700.1, STRK1_60700.2, STRK1_60700.3
OG0002564	SINT1_76380.1	STRK1_74650.1, STRK1_107450.1
OG0002565	SINT1_2250.1	STRK1_17730.1
OG0002565	SINT1_2240.1	STRK1_17720.1
OG0002566	SINT1_64610.1	STRK1_62210.1, STRK1_62180.1
OG0002567	SINT1_35400.1, SINT1_35400.2, SINT1_35400.3	STRK1_36380.1, STRK1_36380.2
OG0002568	SINT1_63220.1	STRK1_63860.1
OG0002569	SINT1_65250.1, SINT1_65250.2	STRK1_63490.2, STRK1_63490.3, STRK1_63490.1, STRK1_63490.4
OG0002570	SINT1_31760.1	STRK1_32020.2, STRK1_32020.3, STRK1_32020.1
OG0002571	SINT1_40280.1, SINT1_40280.2	STRK1_38490.1, STRK1_38490.3, STRK1_38490.4, STRK1_38490.2
OG0002572	SINT1_58920.1, SINT1_58920.2	STRK1_57140.1, STRK1_57140.2
OG0002573	SINT1_17250.1	STRK1_14010.1, STRK1_52420.1
OG0002574	SINT1_74200.4, SINT1_74200.3, SINT1_74200.1, SINT1_74200.2, SINT1_74200.5	STRK1_72110.1
OG0002576	SINT1_77500.1, SINT1_77500.8, SINT1_77500.4, SINT1_77500.6, SINT1_77500.7, SINT1_77500.9, SINT1_77500.11, SINT1_77500.2, SINT1_77500.3, SINT1_77500.10, SINT1_77500.12, SINT1_77500.13, SINT1_77500.5	STRK1_76280.1, STRK1_102620.1, STRK1_109740.1
OG0002577	SINT1_54480.1	STRK1_48930.1
OG0002578	SINT1_49230.1	STRK1_50000.1
OG0002579	SINT1_92200.1, SINT1_92220.1	STRK1_94440.1
OG0002580	SINT1_59100.1	STRK1_56970.1
OG0002581	SINT1_60280.1	STRK1_61330.1
OG0002582	SINT1_35060.2, SINT1_35060.1, SINT1_35060.3	STRK1_35950.1, STRK1_35950.2, STRK1_35950.3, STRK1_35950.4
OG0002583	SINT1_86260.1	STRK1_84630.1
OG0002584	SINT1_39130.4, SINT1_39130.2, SINT1_39130.1, SINT1_39130.3	STRK1_41380.1
OG0002585	SINT1_21070.2, SINT1_21070.1, SINT1_21070.3, SINT1_21070.4	STRK1_19510.1
OG0002586	SINT1_19210.1, SINT1_19210.2	STRK1_3760.1, STRK1_3760.2
OG0002587	SINT1_81480.1, SINT1_81490.1, SINT1_81490.2	STRK1_80610.1
OG0002588	SINT1_60930.1	STRK1_60450.1
OG0002589	SINT1_60700.1	STRK1_60270.1, STRK1_60270.2, STRK1_60270.3, STRK1_60270.4, STRK1_60270.5
OG0002590	SINT1_75270.1	STRK1_72910.1, STRK1_72910.3, STRK1_72910.2
OG0002591	SINT1_77310.1, SINT1_77310.2	STRK1_73200.1, STRK1_73200.2
OG0002592	SINT1_27590.1, SINT1_27590.2	STRK1_97110.1, STRK1_97110.2, STRK1_106060.1, STRK1_106060.2
OG0002593	SINT1_78750.1	STRK1_76570.1, STRK1_76570.2
OG0002594	SINT1_78740.1	STRK1_76580.1, STRK1_76580.2, STRK1_76580.3
OG0002595	SINT1_48370.1, SINT1_48370.2	STRK1_50840.1
OG0002596	SINT1_74960.1	STRK1_76040.1, STRK1_76040.2
OG0002597	SINT1_13110.1	STRK1_8310.1
OG0002598	SINT1_34360.1, SINT1_34360.2, SINT1_34360.3, SINT1_34360.4	STRK1_27670.1
OG0002599	SINT1_65960.1	STRK1_63010.3, STRK1_63010.2, STRK1_63010.1
OG0002600	SINT1_47480.1, SINT1_47480.2	STRK1_102580.1
OG0002601	SINT1_12070.1, SINT1_12070.2	STRK1_5670.1
OG0002602	SINT1_21880.1, SINT1_21880.3, SINT1_21880.2	STRK1_19910.1, STRK1_19910.2, STRK1_104850.1
OG0002603	SINT1_62840.1, SINT1_62840.2	STRK1_64280.1, STRK1_64280.2
OG0002604	SINT1_2260.1	STRK1_17740.1
OG0002605	SINT1_49360.1	STRK1_49800.1
OG0002606	SINT1_83720.1	STRK1_82400.1, STRK1_82410.1, STRK1_82410.2, STRK1_82410.3, STRK1_82410.4, STRK1_82410.5
OG0002607	SINT1_33460.1, SINT1_33460.2, SINT1_33460.3, SINT1_33460.4	STRK1_34680.1
OG0002608	SINT1_48140.1	STRK1_51030.1, STRK1_51040.1
OG0002609	SINT1_3750.1	STRK1_16360.1
OG0002610	SINT1_42490.1	STRK1_74340.1, STRK1_37560.2, STRK1_37560.1
OG0002611	SINT1_16980.1	STRK1_14250.1
OG0002613	SINT1_69200.1	STRK1_67820.1
OG0002614	SINT1_250.1	STRK1_91340.1, STRK1_95030.1
OG0002615	SINT1_81990.1, SINT1_81990.2, SINT1_81990.3, SINT1_81990.4	STRK1_93780.1, STRK1_93780.2
OG0002616	SINT1_37230.2, SINT1_37230.1	STRK1_33770.1
OG0002617	SINT1_41000.1, SINT1_41000.2	STRK1_104140.1
OG0002618	SINT1_57160.4, SINT1_57160.3, SINT1_57160.1, SINT1_57160.2	STRK1_56760.1, STRK1_56730.1, STRK1_56780.1
OG0002619	SINT1_59770.1	STRK1_58130.1
OG0002620	SINT1_30370.1	STRK1_29730.1
OG0002621	SINT1_8480.1	STRK1_12550.1
OG0002622	SINT1_56350.1	STRK1_53400.1, STRK1_53410.1, STRK1_53360.1, STRK1_53360.2
OG0002623	SINT1_11450.2, SINT1_11450.1, SINT1_11450.3	STRK1_10610.1, STRK1_10610.3, STRK1_10610.2
OG0002624	SINT1_16690.1, SINT1_16690.2	STRK1_14500.1
OG0002625	SINT1_36040.1, SINT1_36040.2	STRK1_30860.1
OG0002626	SINT1_57430.1	STRK1_56160.1
OG0002627	SINT1_13220.1, SINT1_13220.2	STRK1_8400.1, STRK1_8400.2
OG0002628	SINT1_41730.1	STRK1_41640.1
OG0002629	SINT1_89910.1, SINT1_89910.2, SINT1_89910.3, SINT1_89910.4, SINT1_89910.5	STRK1_88670.1
OG0002630	SINT1_8900.1	STRK1_12180.1
OG0002631	SINT1_25190.1	STRK1_22980.1
OG0002632	SINT1_83330.3, SINT1_83330.5, SINT1_83330.1, SINT1_83330.2, SINT1_83330.4	STRK1_81890.1, STRK1_81890.2
OG0002633	SINT1_39940.1	STRK1_38280.1
OG0002634	SINT1_25030.2, SINT1_25030.4, SINT1_25030.3, SINT1_25030.1	STRK1_23330.1
OG0002635	SINT1_23300.1, SINT1_23300.3, SINT1_23300.2	STRK1_21820.1
OG0002636	SINT1_78950.1, SINT1_78950.2	STRK1_78130.1
OG0002637	SINT1_92710.1	STRK1_90180.1, STRK1_105500.1, STRK1_90190.1
OG0002638	SINT1_54050.1, SINT1_54050.2	STRK1_51410.1
OG0002639	SINT1_66470.1, SINT1_95140.1	STRK1_64880.1
OG0002640	SINT1_10720.1	STRK1_9890.1
OG0002641	SINT1_96050.1, SINT1_96060.1	STRK1_51500.1
OG0002642	SINT1_1390.1	STRK1_900.1
OG0002644	SINT1_61610.1, SINT1_61610.2, SINT1_61610.3	STRK1_65410.1, STRK1_65410.2
OG0002645	SINT1_10060.1	STRK1_9310.4, STRK1_9310.2, STRK1_9310.1, STRK1_9310.3
OG0002646	SINT1_27140.1, SINT1_27140.3, SINT1_27140.2	STRK1_25720.1
OG0002647	SINT1_86670.2, SINT1_86670.3, SINT1_86670.4, SINT1_86670.1	STRK1_87940.1
OG0002648	SINT1_6560.1	STRK1_6070.1, STRK1_6070.2, STRK1_6070.3
OG0002649	SINT1_40350.1	STRK1_38550.1
OG0002650	SINT1_8490.1, SINT1_8490.2	STRK1_12540.1, STRK1_12540.2
OG0002651	SINT1_10760.1	STRK1_9940.1
OG0002652	SINT1_45110.1	STRK1_43100.1, STRK1_43110.1, STRK1_43120.1
OG0002653	SINT1_87730.1, SINT1_87730.2	STRK1_99830.1
OG0002654	SINT1_79870.1, SINT1_79870.2	STRK1_78400.1
OG0002655	SINT1_56830.1, SINT1_56830.2, SINT1_56830.3, SINT1_56830.4	STRK1_52930.1
OG0002656	SINT1_20790.1, SINT1_20790.2	STRK1_19170.1
OG0002657	SINT1_16140.1	STRK1_15000.1
OG0002658	SINT1_29590.1, SINT1_29590.2, SINT1_29590.3	STRK1_30440.1
OG0002659	SINT1_59730.2, SINT1_59730.1	STRK1_58080.1
OG0002660	SINT1_2480.1	STRK1_17580.1
OG0002661	SINT1_63370.3, SINT1_63370.4, SINT1_63370.1, SINT1_63370.2, SINT1_63370.5, SINT1_63370.6	STRK1_83090.1, STRK1_83090.2, STRK1_63720.1, STRK1_63720.2
OG0002662	SINT1_82220.1	STRK1_94180.1, STRK1_94180.2
OG0002663	SINT1_82790.1	STRK1_81400.1, STRK1_97320.1
OG0002664	SINT1_94520.1	STRK1_92350.1
OG0002665	SINT1_50210.1, SINT1_50210.2, SINT1_50210.3	STRK1_48940.1
OG0002666	SINT1_32520.1	STRK1_98790.1, STRK1_27830.1, STRK1_27830.2
OG0002667	SINT1_27690.1	STRK1_25110.1, STRK1_25110.2
OG0002668	SINT1_68610.1	STRK1_67350.1, STRK1_67350.2
OG0002669	SINT1_87430.1, SINT1_87440.1	STRK1_85390.1
OG0002670	SINT1_28790.1, SINT1_28790.2	STRK1_27370.1
OG0002671	SINT1_92030.1, SINT1_92030.2, SINT1_92030.3	STRK1_92050.1, STRK1_92050.2
OG0002672	SINT1_72930.1	STRK1_75220.1
OG0002673	SINT1_73040.1, SINT1_73040.2	STRK1_75340.1, STRK1_75340.2, STRK1_75340.3, STRK1_75340.4
OG0002674	SINT1_27860.1, SINT1_27860.2, SINT1_27860.3	STRK1_23820.1
OG0002675	SINT1_9940.1, SINT1_9940.2, SINT1_9940.3, SINT1_9940.4	STRK1_9230.1
OG0002676	SINT1_67930.1, SINT1_67930.2, SINT1_67930.3, SINT1_67930.4	STRK1_108640.1, STRK1_95690.1
OG0002677	SINT1_62190.1	STRK1_59490.1, STRK1_59490.2
OG0002678	SINT1_7590.1	STRK1_7330.1
OG0002679	SINT1_79350.1, SINT1_79350.3	STRK1_77770.1
OG0002679	SINT1_79350.2	STRK1_77770.2
OG0002680	SINT1_66780.2, SINT1_66780.3, SINT1_66780.4, SINT1_66780.5, SINT1_66780.1	STRK1_65090.1, STRK1_65090.2, STRK1_65090.3, STRK1_65090.4, STRK1_65090.5
OG0002681	SINT1_27440.1, SINT1_27440.2	STRK1_25370.1
OG0002683	SINT1_92830.1	STRK1_94460.1, STRK1_94460.2, STRK1_94460.3, STRK1_94460.4, STRK1_94460.5
OG0002684	SINT1_90910.1	STRK1_82680.1, STRK1_105170.1
OG0002685	SINT1_16020.1, SINT1_16030.1	STRK1_15110.1, STRK1_15120.1
OG0002686	SINT1_53750.1, SINT1_53750.3, SINT1_53750.4, SINT1_53750.2, SINT1_53750.5	STRK1_51750.1
OG0002687	SINT1_29310.1, SINT1_29310.2	STRK1_36640.1
OG0002688	SINT1_25900.1, SINT1_25900.2	STRK1_26730.1, STRK1_26740.1
OG0002689	SINT1_25950.1	STRK1_26770.1
OG0002690	SINT1_40880.3, SINT1_40880.1, SINT1_40880.2	STRK1_38980.1
OG0002691	SINT1_82160.1	STRK1_94270.1
OG0002692	SINT1_13430.1	STRK1_11870.1, STRK1_11870.2
OG0002693	SINT1_48150.1, SINT1_48130.1	STRK1_51070.1
OG0002694	SINT1_91770.1, SINT1_91770.2	STRK1_94330.1, STRK1_94330.2, STRK1_94330.3, STRK1_94330.4, STRK1_94330.5, STRK1_94330.6, STRK1_94330.7
OG0002695	SINT1_2930.1	STRK1_17130.1, STRK1_17130.2
OG0002696	SINT1_34000.2, SINT1_34000.3, SINT1_34000.1	STRK1_35240.1
OG0002698	SINT1_2300.1, SINT1_2300.2, SINT1_2300.3	STRK1_17810.1
OG0002699	SINT1_5320.1	STRK1_15310.7, STRK1_15310.1, STRK1_15310.2, STRK1_15310.3, STRK1_15310.4, STRK1_15310.5, STRK1_15310.6, STRK1_15310.8
OG0002700	SINT1_94820.1, SINT1_94820.2	STRK1_90660.1, STRK1_90660.3, STRK1_90660.2
OG0002701	SINT1_54920.1	STRK1_48440.1
OG0002702	SINT1_12790.1	STRK1_8030.1, STRK1_8030.2
OG0002703	SINT1_54790.1, SINT1_54790.2	STRK1_48320.1, STRK1_48320.2, STRK1_48590.1, STRK1_48600.1
OG0002704	SINT1_90750.1	STRK1_89780.1
OG0002704	SINT1_56250.1	STRK1_54290.1, STRK1_54290.2, STRK1_54300.1, STRK1_54300.2
OG0002705	SINT1_56650.1, SINT1_56650.2	STRK1_79080.1, STRK1_79090.1
OG0002706	SINT1_45100.1	STRK1_43140.1
OG0002708	SINT1_31410.1, SINT1_31410.2	STRK1_32370.1
OG0002709	SINT1_8130.1	STRK1_12860.1
OG0002710	SINT1_1130.1	STRK1_660.1, STRK1_660.2
OG0002711	SINT1_89060.3, SINT1_89060.6, SINT1_89060.1, SINT1_89060.2, SINT1_89060.4, SINT1_89060.5	STRK1_88410.1, STRK1_88470.1, STRK1_88470.2
OG0002712	SINT1_16000.1, SINT1_16000.2, SINT1_16000.3	STRK1_15130.1, STRK1_15130.2
OG0002713	SINT1_47740.1	STRK1_108850.1
OG0002714	SINT1_76330.1	STRK1_74610.1
OG0002715	SINT1_60300.5, SINT1_60300.6, SINT1_60300.3, SINT1_60300.4, SINT1_60300.1, SINT1_60300.2	STRK1_59830.1
OG0002716	SINT1_67030.3, SINT1_67030.1, SINT1_67030.2	STRK1_65610.1, STRK1_65630.1
OG0002717	SINT1_87850.3, SINT1_87850.1, SINT1_87850.2	STRK1_85750.1
OG0002718	SINT1_66060.1, SINT1_66060.2	STRK1_63110.1, STRK1_63110.2
OG0002720	SINT1_5160.3, SINT1_5160.2, SINT1_5160.1	STRK1_6910.1, STRK1_6910.2
OG0002721	SINT1_93430.1	STRK1_91230.1, STRK1_91230.2, STRK1_91230.3, STRK1_91230.4
OG0002722	SINT1_22380.1	STRK1_20680.1
OG0002723	SINT1_79810.1	STRK1_78450.1
OG0002724	SINT1_80620.1	STRK1_78570.1, STRK1_78580.1, STRK1_9350.1
OG0002725	SINT1_4320.1	STRK1_15910.1
OG0002726	SINT1_30970.1, SINT1_30970.2, SINT1_30970.3	STRK1_29120.1
OG0002727	SINT1_72790.1, SINT1_72790.2	STRK1_75080.1
OG0002728	SINT1_8620.1, SINT1_8620.2	STRK1_12450.1
OG0002729	SINT1_16300.2, SINT1_16300.1, SINT1_16300.3	STRK1_14920.1, STRK1_14920.2
OG0002730	SINT1_79600.1, SINT1_79600.2	STRK1_78850.1, STRK1_103470.1, STRK1_105510.1, STRK1_96160.1
OG0002731	SINT1_46300.1	STRK1_106120.1, STRK1_98920.1, STRK1_44490.1
OG0002732	SINT1_66690.1	STRK1_65040.2, STRK1_65040.1, STRK1_65040.3
OG0002733	SINT1_24480.1, SINT1_24480.2	STRK1_25100.1, STRK1_104310.1
OG0002734	SINT1_42270.1	STRK1_37350.1, STRK1_37350.2
OG0002735	SINT1_31070.1	STRK1_29030.1
OG0002736	SINT1_24440.1, SINT1_24440.2	STRK1_25030.1, STRK1_25040.1
OG0002737	SINT1_36610.1, SINT1_36610.2, SINT1_36610.3	STRK1_28440.1
OG0002739	SINT1_12880.1	STRK1_8090.1
OG0002740	SINT1_39580.1	STRK1_37940.1, STRK1_37940.2
OG0002741	SINT1_17620.1	STRK1_13660.1
OG0002742	SINT1_70650.1, SINT1_70650.3, SINT1_70650.2, SINT1_70650.4	STRK1_69340.1
OG0002743	SINT1_41890.1	STRK1_108960.1, STRK1_41720.1
OG0002744	SINT1_57540.1, SINT1_57540.3, SINT1_57540.2	STRK1_55930.1
OG0002745	SINT1_90720.1, SINT1_90720.2, SINT1_90720.3	STRK1_89810.1
OG0002746	SINT1_54150.1	STRK1_47930.1, STRK1_47920.1, STRK1_47920.2, STRK1_110580.1
OG0002747	SINT1_25810.1	STRK1_24580.1
OG0002748	SINT1_35260.1	STRK1_30460.1
OG0002749	SINT1_47680.1	STRK1_45760.1, STRK1_45760.2
OG0002750	SINT1_47030.1	STRK1_45090.1
OG0002751	SINT1_39900.1	STRK1_38250.1, STRK1_38250.2
OG0002752	SINT1_69470.1	STRK1_68090.1
OG0002753	SINT1_84040.1, SINT1_84040.2	STRK1_82840.1
OG0002754	SINT1_15820.1, SINT1_15820.2	STRK1_2990.1
OG0002755	SINT1_3760.2, SINT1_3760.3, SINT1_3760.1	STRK1_16370.1, STRK1_16370.2, STRK1_16370.3, STRK1_16370.4
OG0002756	SINT1_57790.1	STRK1_55800.1
OG0002757	SINT1_31900.1	STRK1_31880.1
OG0002758	SINT1_5380.1	STRK1_15260.1
OG0002760	SINT1_3490.1, SINT1_3480.1, SINT1_3480.2	STRK1_16610.1, STRK1_16610.2
OG0002761	SINT1_6300.1	STRK1_5830.2, STRK1_5830.1, STRK1_5830.3
OG0002762	SINT1_94070.1	STRK1_92860.1, STRK1_92860.2, STRK1_92860.3
OG0002763	SINT1_77430.1	STRK1_76220.1, STRK1_76220.2
OG0002764	SINT1_31680.1, SINT1_31680.3, SINT1_31680.2, SINT1_31680.4	STRK1_32090.1
OG0002765	SINT1_68320.1, SINT1_68310.1	STRK1_67010.1, STRK1_102380.1, STRK1_98030.1
OG0002766	SINT1_72100.1, SINT1_72100.2	STRK1_100550.1, STRK1_100550.2, STRK1_100550.3, STRK1_100550.4, STRK1_71820.1, STRK1_71820.2, STRK1_71820.3, STRK1_71820.4
OG0002767	SINT1_49370.1	STRK1_49810.1, STRK1_49810.2
OG0002768	SINT1_2110.1, SINT1_2110.2	STRK1_1430.1
OG0002769	SINT1_26310.1, SINT1_26310.2	STRK1_26530.1
OG0002770	SINT1_18120.1	STRK1_4280.1
OG0002771	SINT1_33800.1	STRK1_34960.1
OG0002772	SINT1_79490.1, SINT1_79490.2, SINT1_79490.3	STRK1_106470.1
OG0002773	SINT1_16160.1	STRK1_14980.1
OG0002774	SINT1_2650.1	STRK1_17340.1
OG0002775	SINT1_34130.1, SINT1_34130.2, SINT1_34150.1, SINT1_34150.2	STRK1_27580.1
OG0002776	SINT1_73630.1, SINT1_73630.2, SINT1_73630.3, SINT1_73630.4	STRK1_73800.1, STRK1_105340.1
OG0002777	SINT1_74970.1	STRK1_76050.1, STRK1_76050.2
OG0002778	SINT1_93930.2, SINT1_93930.1	STRK1_92700.1
OG0002780	SINT1_47160.1	STRK1_45190.1, STRK1_45190.2
OG0002781	SINT1_26680.2, SINT1_26680.3, SINT1_26680.1	STRK1_26190.1, STRK1_26190.2
OG0002782	SINT1_77800.1	STRK1_77590.1, STRK1_77580.1, STRK1_77690.1
OG0002783	SINT1_54110.1	STRK1_45990.1, STRK1_45990.2
OG0002784	SINT1_26320.1, SINT1_26320.2	STRK1_110670.1, STRK1_110680.1, STRK1_104360.1, STRK1_26520.1
OG0002785	SINT1_70480.3, SINT1_70480.5, SINT1_70480.4, SINT1_70480.1, SINT1_70480.2	STRK1_69200.1
OG0002786	SINT1_13400.1	STRK1_11900.1, STRK1_11900.2, STRK1_11900.3
OG0002787	SINT1_7220.1, SINT1_7220.2, SINT1_7220.3	STRK1_6990.1, STRK1_6990.2, STRK1_6990.3
OG0002788	SINT1_10900.3, SINT1_10900.4, SINT1_10900.1, SINT1_10900.2	STRK1_110390.1, STRK1_10060.1, STRK1_103700.1, STRK1_110400.1
OG0002789	SINT1_18960.1, SINT1_18960.2, SINT1_18960.3, SINT1_18960.4, SINT1_18960.5, SINT1_18960.6, SINT1_18960.7	STRK1_3940.1
OG0002790	SINT1_75280.1, SINT1_75280.2	STRK1_72900.1
OG0002791	SINT1_2550.1	STRK1_17470.1
OG0002792	SINT1_55580.1	STRK1_53630.1
OG0002793	SINT1_11570.1, SINT1_11570.2	STRK1_10740.1, STRK1_10740.2
OG0002794	SINT1_92110.1, SINT1_92110.3, SINT1_92110.2, SINT1_92110.4	STRK1_92110.1
OG0002795	SINT1_26580.1	STRK1_26270.1
OG0002796	SINT1_12600.1	STRK1_7850.1, STRK1_7850.2, STRK1_7850.3, STRK1_7850.4
OG0002797	SINT1_36410.1	STRK1_31200.1
OG0002798	SINT1_73260.1, SINT1_73260.2, SINT1_73260.3	STRK1_75600.3, STRK1_75600.1, STRK1_75600.2
OG0002799	SINT1_82760.1	STRK1_81300.1, STRK1_81280.1, STRK1_81270.1, STRK1_81290.1
OG0002800	SINT1_78470.1	STRK1_76990.1, STRK1_76980.1
OG0002801	SINT1_4900.1, SINT1_4900.2	STRK1_6630.1
OG0002802	SINT1_89310.1, SINT1_89310.2, SINT1_89310.3	STRK1_85190.1, STRK1_85200.1
OG0002803	SINT1_26860.1, SINT1_26860.2	STRK1_26000.1
OG0002804	SINT1_39280.1, SINT1_39280.2	STRK1_106900.1, STRK1_104040.1, STRK1_41170.1, STRK1_41180.1, STRK1_41190.1, STRK1_41200.1
OG0002805	SINT1_55860.1, SINT1_55860.2	STRK1_53940.1
OG0002806	SINT1_70090.1	STRK1_68770.1
OG0002807	SINT1_20630.2, SINT1_20630.3, SINT1_20630.1	STRK1_18760.1, STRK1_18770.1
OG0002808	SINT1_61750.1, SINT1_61750.2	STRK1_65250.1
OG0002809	SINT1_80430.1, SINT1_80430.2	STRK1_79660.1
OG0002810	SINT1_34840.1	STRK1_35740.1
OG0002811	SINT1_21970.7, SINT1_21970.2, SINT1_21970.4, SINT1_21970.10, SINT1_21970.8, SINT1_21970.1, SINT1_21970.5, SINT1_21970.6, SINT1_21970.3, SINT1_21970.9	STRK1_100480.1, STRK1_110950.1
OG0002812	SINT1_84440.1	STRK1_79280.1, STRK1_79290.1
OG0002813	SINT1_76640.1	STRK1_106870.1, STRK1_74930.1
OG0002814	SINT1_23780.1, SINT1_23780.2	STRK1_22190.1, STRK1_22190.2
OG0002815	SINT1_63090.1	STRK1_63950.1
OG0002816	SINT1_19700.1, SINT1_19700.2, SINT1_19700.3	STRK1_17680.1
OG0002817	SINT1_37240.1, SINT1_37240.2, SINT1_37240.3, SINT1_37240.4, SINT1_37240.5	STRK1_33760.1
OG0002818	SINT1_74290.1	STRK1_72200.1
OG0002819	SINT1_67950.1, SINT1_67950.2	STRK1_66570.3, STRK1_66570.1, STRK1_66570.2
OG0002820	SINT1_73700.1, SINT1_73700.2, SINT1_73700.3	STRK1_74440.1
OG0002821	SINT1_4230.1, SINT1_4230.2	STRK1_15990.1
OG0002822	SINT1_9890.1	STRK1_9190.1
OG0002823	SINT1_15120.1, SINT1_15120.2, SINT1_15120.3	STRK1_4680.1
OG0002824	SINT1_1830.1	STRK1_1660.1, STRK1_1670.1
OG0002825	SINT1_48630.1	STRK1_50500.1, STRK1_50500.2
OG0002826	SINT1_40790.1, SINT1_40790.3, SINT1_40790.2, SINT1_40790.4	STRK1_38910.1
OG0002827	SINT1_27310.1	STRK1_25510.1, STRK1_25510.2, STRK1_25510.3, STRK1_25510.4, STRK1_25510.5, STRK1_25510.6
OG0002828	SINT1_28190.1, SINT1_28200.1	STRK1_24360.1
OG0002829	SINT1_60400.1, SINT1_60400.2	STRK1_59940.1
OG0002830	SINT1_23600.1, SINT1_23600.2	STRK1_22120.1
OG0002831	SINT1_15700.1	STRK1_2910.1, STRK1_96310.1
OG0002832	SINT1_80080.1	STRK1_78690.1, STRK1_102340.1
OG0002833	SINT1_56570.1, SINT1_56570.2, SINT1_56570.3, SINT1_56570.4	STRK1_53090.1, STRK1_53090.2
OG0002834	SINT1_3510.1, SINT1_3510.2	STRK1_16580.1, STRK1_16580.3, STRK1_16580.5, STRK1_16580.6, STRK1_16580.7, STRK1_16580.2, STRK1_16580.4
OG0002835	SINT1_90020.1	STRK1_88790.1, STRK1_97640.1
OG0002836	SINT1_25660.3, SINT1_25660.2, SINT1_25660.1	STRK1_22570.1, STRK1_22570.2
OG0002837	SINT1_15710.3, SINT1_15710.1, SINT1_15710.2	STRK1_2920.1
OG0002838	SINT1_13930.1	STRK1_11420.1, STRK1_11420.2, STRK1_11420.3
OG0002839	SINT1_70670.1, SINT1_70670.3, SINT1_70670.2, SINT1_70670.4	STRK1_69350.1
OG0002840	SINT1_89790.1, SINT1_89790.2, SINT1_89790.3	STRK1_87010.1, STRK1_87010.2
OG0002841	SINT1_50650.1	STRK1_107070.1, STRK1_52090.1
OG0002842	SINT1_70900.3, SINT1_70900.2, SINT1_70900.1	STRK1_69560.1
OG0002843	SINT1_26220.5, SINT1_26220.2, SINT1_26220.1, SINT1_26220.4, SINT1_26220.3	STRK1_26600.1, STRK1_26600.2
OG0002844	SINT1_67010.1	STRK1_60900.1, STRK1_60900.2
OG0002845	SINT1_11040.1	STRK1_10190.1
OG0002846	SINT1_19910.1, SINT1_19910.2	STRK1_17980.1, STRK1_17980.2
OG0002847	SINT1_57550.1, SINT1_57550.2	STRK1_55940.1
