Orthogroup	schistosoma_intercalatum	schistosoma_haematobium
OG0003361	SINT1_19660.1	SHAE2_21670.1
OG0003362	SINT1_74360.1	SHAE2_79930.1
OG0003363	SINT1_29970.1, SINT1_29970.2	SHAE2_32200.1
OG0003364	SINT1_83780.1	SHAE2_90460.1, SHAE2_90460.2
OG0003365	SINT1_19100.2, SINT1_19100.5, SINT1_19100.1, SINT1_19100.4, SINT1_19100.3	SHAE2_21160.1
OG0003366	SINT1_61320.1	SHAE2_65720.3, SHAE2_65720.2, SHAE2_65720.1
OG0003367	SINT1_47640.1	SHAE2_50910.2, SHAE2_50910.1, SHAE2_50910.3
OG0003368	SINT1_37890.1	SHAE2_40790.1, SHAE2_40790.2
OG0003369	SINT1_64640.1, SINT1_64630.1, SINT1_64630.2	SHAE2_69370.3, SHAE2_69370.1, SHAE2_69370.2, SHAE2_69370.4
OG0003370	SINT1_25860.1	SHAE2_28080.1
OG0003371	SINT1_47580.1	SHAE2_50840.4, SHAE2_50840.1, SHAE2_50840.3, SHAE2_50840.2
OG0003372	SINT1_92590.1	SHAE2_99520.3, SHAE2_99520.1, SHAE2_99520.2
OG0003373	SINT1_15540.1, SINT1_15540.2	SHAE2_17480.1, SHAE2_17480.2
OG0003374	SINT1_93310.1	SHAE2_100380.1, SHAE2_100380.2
OG0003375	SINT1_68900.1, SINT1_68900.2	SHAE2_74060.1, SHAE2_74060.3, SHAE2_74060.2, SHAE2_74060.4
OG0003376	SINT1_47880.1	SHAE2_51190.1
OG0003377	SINT1_80330.1	SHAE2_86000.1, SHAE2_86000.2, SHAE2_86000.3
OG0003378	SINT1_81810.1	SHAE2_87810.4, SHAE2_87810.2, SHAE2_87810.3, SHAE2_87810.1
OG0003379	SINT1_65150.1	SHAE2_69880.1, SHAE2_69880.2
OG0003380	SINT1_51220.1	SHAE2_54540.1
OG0003381	SINT1_54840.1, SINT1_54840.2, SINT1_54840.3	SHAE2_58160.1
OG0003382	SINT1_69340.3, SINT1_69340.2, SINT1_69340.1, SINT1_69340.5, SINT1_69340.4	SHAE2_74510.1, SHAE2_74510.2, SHAE2_74510.3, SHAE2_74510.4
OG0003383	SINT1_6220.1	SHAE2_6740.1
OG0003384	SINT1_43430.3, SINT1_43430.2, SINT1_43430.1	SHAE2_46270.2, SHAE2_46270.4, SHAE2_46270.3, SHAE2_46270.1
OG0003385	SINT1_89840.1	SHAE2_96800.1
OG0003386	SINT1_21830.1	SHAE2_23810.5, SHAE2_23810.3, SHAE2_23810.2, SHAE2_23810.4, SHAE2_23810.1
OG0003387	SINT1_15370.1, SINT1_15370.2	SHAE2_17310.1
OG0003388	SINT1_92260.1	SHAE2_99200.1, SHAE2_99200.2
OG0003389	SINT1_46420.1	SHAE2_49700.3, SHAE2_49700.1, SHAE2_49700.2, SHAE2_49700.4
OG0003390	SINT1_34710.1, SINT1_34710.2	SHAE2_37480.1, SHAE2_37480.2
OG0003391	SINT1_78050.1	SHAE2_83650.1
OG0003392	SINT1_55220.1	SHAE2_58960.1
OG0003393	SINT1_32590.1	SHAE2_34850.1
OG0003394	SINT1_42370.1	SHAE2_45260.1, SHAE2_45260.2
OG0003395	SINT1_55550.1	SHAE2_59250.1
OG0003396	SINT1_43850.1, SINT1_43850.2, SINT1_43850.3, SINT1_43850.4	SHAE2_46660.1, SHAE2_46660.2, SHAE2_46660.3, SHAE2_46660.4, SHAE2_46660.5, SHAE2_46660.6
OG0003397	SINT1_22100.1, SINT1_22100.3, SINT1_22100.2	SHAE2_24070.1
OG0003398	SINT1_9720.1, SINT1_9720.3, SINT1_9720.2, SINT1_9720.4	SHAE2_11450.1
OG0003399	SINT1_35380.1, SINT1_35380.3, SINT1_35380.2	SHAE2_38200.1, SHAE2_38200.2, SHAE2_38200.3, SHAE2_38200.4
OG0003400	SINT1_72140.1, SINT1_72140.2, SINT1_72140.3, SINT1_72140.4, SINT1_72140.5, SINT1_72140.6	SHAE2_77490.1
OG0003401	SINT1_32930.1	SHAE2_35160.2, SHAE2_35160.1
OG0003402	SINT1_20800.1	SHAE2_22600.1
OG0003403	SINT1_50270.1	SHAE2_53650.1, SHAE2_53650.2
OG0003404	SINT1_73990.1	SHAE2_79550.1, SHAE2_79550.2
OG0003405	SINT1_47610.1	SHAE2_50870.1
OG0003406	SINT1_7040.1	SHAE2_7730.1, SHAE2_7730.2
OG0003407	SINT1_83500.1, SINT1_83500.2	SHAE2_90200.1
OG0003408	SINT1_25700.1	SHAE2_27900.3, SHAE2_27900.1, SHAE2_27900.2
OG0003409	SINT1_17630.1	SHAE2_19670.1
OG0003410	SINT1_68720.1	SHAE2_73850.1, SHAE2_73850.4, SHAE2_73850.7, SHAE2_73850.3, SHAE2_73850.6, SHAE2_73850.2, SHAE2_73850.5
OG0003411	SINT1_39350.1	SHAE2_42280.1
OG0003412	SINT1_5120.1, SINT1_5120.2, SINT1_5120.3	SHAE2_5660.1
OG0003413	SINT1_2230.1	SHAE2_2680.1, SHAE2_2680.2
OG0003414	SINT1_39520.1	SHAE2_42460.1, SHAE2_42470.1
OG0003415	SINT1_78500.1, SINT1_78500.2	SHAE2_84070.3, SHAE2_84070.1, SHAE2_84070.2
OG0003416	SINT1_68540.1	SHAE2_73660.1
OG0003416	SINT1_68540.2	SHAE2_73660.1
OG0003417	SINT1_56020.1	SHAE2_59740.1
OG0003418	SINT1_47140.1	SHAE2_50430.1
OG0003418	SINT1_47140.1	SHAE2_50430.2
OG0003418	SINT1_47140.1	SHAE2_50430.3
OG0003418	SINT1_47140.1	SHAE2_50430.4
OG0003419	SINT1_72920.1	SHAE2_78350.3, SHAE2_78350.1, SHAE2_78350.2
OG0003420	SINT1_36900.1	SHAE2_39860.1, SHAE2_39860.2
OG0003421	SINT1_37780.1	SHAE2_40720.1, SHAE2_40720.2
OG0003422	SINT1_46900.1, SINT1_46900.2	SHAE2_50200.1
OG0003423	SINT1_13230.1	SHAE2_14890.1, SHAE2_14890.2
OG0003424	SINT1_85160.1, SINT1_85160.2	SHAE2_91890.1
OG0003425	SINT1_83670.1	SHAE2_90380.1, SHAE2_90380.2
OG0003426	SINT1_63590.1, SINT1_63590.2	SHAE2_68150.1, SHAE2_68150.2, SHAE2_68160.1
OG0003427	SINT1_44630.1	SHAE2_47430.3, SHAE2_47430.2, SHAE2_47430.1, SHAE2_47430.4
OG0003428	SINT1_81460.4, SINT1_81460.3, SINT1_81460.1, SINT1_81460.2	SHAE2_87230.1, SHAE2_87230.2
OG0003429	SINT1_76730.2, SINT1_76730.3, SINT1_76730.1, SINT1_76730.4	SHAE2_82340.1
OG0003430	SINT1_75850.1	SHAE2_81480.1, SHAE2_81480.2, SHAE2_81480.5, SHAE2_81480.6, SHAE2_81480.7, SHAE2_81480.8, SHAE2_81480.3
OG0003431	SINT1_20420.1, SINT1_20420.2	SHAE2_23010.1
OG0003432	SINT1_69860.1	SHAE2_74980.2, SHAE2_74980.1, SHAE2_74980.3
OG0003433	SINT1_4780.1	SHAE2_5350.1, SHAE2_5350.2, SHAE2_5350.3
OG0003434	SINT1_59460.1	SHAE2_63750.1, SHAE2_63750.2
OG0003435	SINT1_36930.1, SINT1_36930.2, SINT1_36930.3, SINT1_36930.4	SHAE2_39890.1, SHAE2_39890.2, SHAE2_39890.3
OG0003436	SINT1_50290.1, SINT1_50290.2	SHAE2_53670.2, SHAE2_53670.1, SHAE2_53670.3
OG0003437	SINT1_71810.1, SINT1_71810.2	SHAE2_77180.1, SHAE2_77180.2, SHAE2_77180.3, SHAE2_77180.4
OG0003438	SINT1_31020.2, SINT1_31020.1, SINT1_31020.3	SHAE2_33240.2, SHAE2_33240.1, SHAE2_33240.3, SHAE2_33240.4
OG0003439	SINT1_22340.1	SHAE2_24310.1
OG0003440	SINT1_21510.1	SHAE2_21900.1
OG0003441	SINT1_27000.1	SHAE2_29180.1, SHAE2_29180.2
OG0003442	SINT1_71610.1, SINT1_71610.2, SINT1_71610.3	SHAE2_76910.1, SHAE2_76910.2
OG0003443	SINT1_58610.1	SHAE2_62860.1
OG0003443	SINT1_58590.1	SHAE2_62850.1
OG0003444	SINT1_10920.1	SHAE2_12590.1
OG0003445	SINT1_44830.1, SINT1_44830.3, SINT1_44830.2	SHAE2_47700.4, SHAE2_47700.1, SHAE2_47700.5, SHAE2_47700.2, SHAE2_47700.3, SHAE2_47700.6
OG0003446	SINT1_35080.1	SHAE2_37830.1
OG0003447	SINT1_5430.1	SHAE2_5980.1
OG0003448	SINT1_69210.1	SHAE2_74370.1, SHAE2_74370.2
OG0003449	SINT1_69220.1	SHAE2_74380.2, SHAE2_74380.1
OG0003450	SINT1_65380.1, SINT1_65380.2	SHAE2_70140.1
OG0003451	SINT1_83970.3, SINT1_83970.1, SINT1_83970.2	SHAE2_90630.1, SHAE2_90630.2, SHAE2_90630.3
OG0003452	SINT1_8690.1, SINT1_8690.3, SINT1_8690.4, SINT1_8690.5, SINT1_8690.6, SINT1_8690.2	SHAE2_10420.1
OG0003453	SINT1_43390.1, SINT1_43390.2	SHAE2_46250.1, SHAE2_46250.2, SHAE2_46250.3
OG0003454	SINT1_34250.1	SHAE2_36990.1
OG0003455	SINT1_61480.1, SINT1_61480.2, SINT1_61480.3, SINT1_61480.4	SHAE2_65890.1
OG0003456	SINT1_8240.2	SHAE2_10030.4
OG0003456	SINT1_8240.1	SHAE2_10030.3
OG0003457	SINT1_38070.1, SINT1_38070.2	SHAE2_40930.4, SHAE2_40930.3, SHAE2_40930.5, SHAE2_40930.1, SHAE2_40930.2
OG0003458	SINT1_39210.2, SINT1_39210.4, SINT1_39210.1, SINT1_39210.3	SHAE2_42130.1, SHAE2_42130.2, SHAE2_42130.3
OG0003459	SINT1_72850.1	SHAE2_78280.1
OG0003460	SINT1_44490.1	SHAE2_47280.1
OG0003461	SINT1_82880.1, SINT1_82880.2, SINT1_82880.3	SHAE2_89610.1
OG0003462	SINT1_39590.1	SHAE2_42530.2, SHAE2_42530.3, SHAE2_42530.1, SHAE2_42530.4
OG0003463	SINT1_83580.1	SHAE2_90290.1, SHAE2_90290.2
OG0003464	SINT1_80120.1	SHAE2_85770.1, SHAE2_85770.2
OG0003465	SINT1_62610.1	SHAE2_67100.4, SHAE2_67100.6
OG0003466	SINT1_10080.1	SHAE2_11810.1, SHAE2_11810.2, SHAE2_11810.3, SHAE2_11810.4, SHAE2_11810.7, SHAE2_11810.8, SHAE2_11810.5, SHAE2_11810.6
OG0003467	SINT1_75990.1	SHAE2_81600.1, SHAE2_81600.2
OG0003468	SINT1_67840.1	SHAE2_72930.1
OG0003469	SINT1_50470.3, SINT1_50470.1, SINT1_50470.2, SINT1_50470.5, SINT1_50470.4	SHAE2_53820.3
OG0003470	SINT1_52140.1	SHAE2_55470.1, SHAE2_55470.2, SHAE2_55470.4, SHAE2_55470.3
OG0003471	SINT1_45950.1	SHAE2_49020.2, SHAE2_49020.1
OG0003472	SINT1_9060.1	SHAE2_10800.1, SHAE2_10800.2
OG0003473	SINT1_76690.1, SINT1_76690.2	SHAE2_82300.1
OG0003474	SINT1_56480.1	SHAE2_60230.1
OG0003475	SINT1_24550.3	SHAE2_26760.1
OG0003476	SINT1_42770.1	SHAE2_45630.1, SHAE2_45630.2
OG0003477	SINT1_87770.1	SHAE2_94640.1, SHAE2_94640.2, SHAE2_94640.3
OG0003478	SINT1_6270.1	SHAE2_6830.1
OG0003479	SINT1_28080.1, SINT1_28080.2, SINT1_28080.3	SHAE2_30250.1
OG0003480	SINT1_67150.1	SHAE2_72010.1
OG0003481	SINT1_61310.1, SINT1_61310.2	SHAE2_65710.1, SHAE2_65710.2, SHAE2_65710.3
OG0003482	SINT1_86120.1, SINT1_86120.2	SHAE2_92850.1, SHAE2_92850.9, SHAE2_92850.4, SHAE2_92850.8, SHAE2_92850.3, SHAE2_92850.5, SHAE2_92850.6, SHAE2_92850.7, SHAE2_92850.2
OG0003483	SINT1_30460.1, SINT1_30460.2, SINT1_30460.3	SHAE2_32620.1, SHAE2_32620.2
OG0003484	SINT1_4250.1	SHAE2_4840.1, SHAE2_4840.2
OG0003485	SINT1_82090.1	SHAE2_88900.1, SHAE2_103490.1, SHAE2_103490.2, SHAE2_103490.3
OG0003486	SINT1_41360.1	SHAE2_44260.1, SHAE2_44260.2
OG0003487	SINT1_51550.1	SHAE2_54890.1
OG0003488	SINT1_11720.2	SHAE2_13440.1
OG0003489	SINT1_75570.3, SINT1_75570.5, SINT1_75570.4, SINT1_75570.2, SINT1_75570.1	SHAE2_102360.1
OG0003490	SINT1_8950.1	SHAE2_10690.1
OG0003491	SINT1_34070.2, SINT1_34070.1	SHAE2_36830.1
OG0003492	SINT1_60690.3, SINT1_60690.1, SINT1_60690.2, SINT1_60690.4	SHAE2_65090.1, SHAE2_65090.2
OG0003493	SINT1_90200.1	SHAE2_97150.1, SHAE2_97150.2
OG0003494	SINT1_91470.1	SHAE2_98410.1
OG0003494	SINT1_91470.2	SHAE2_98410.1
OG0003495	SINT1_4050.2, SINT1_4050.1, SINT1_4050.3	SHAE2_4660.2, SHAE2_4660.1
OG0003496	SINT1_30420.1	SHAE2_32580.3, SHAE2_32580.1, SHAE2_32580.2
OG0003497	SINT1_55440.1, SINT1_55440.2	SHAE2_58560.1, SHAE2_58560.2
OG0003498	SINT1_69440.1	SHAE2_74610.1
OG0003499	SINT1_61810.1, SINT1_61810.2	SHAE2_66230.1, SHAE2_66230.2
OG0003500	SINT1_62990.1	SHAE2_67510.1, SHAE2_67510.3, SHAE2_67510.2
OG0003501	SINT1_76290.1	SHAE2_81900.1, SHAE2_81900.2, SHAE2_81900.4, SHAE2_81900.3
OG0003502	SINT1_86200.1, SINT1_86200.2	SHAE2_92950.1
OG0003503	SINT1_5760.1, SINT1_5760.2	SHAE2_6260.2, SHAE2_6260.1
OG0003504	SINT1_95410.1, SINT1_95410.2, SINT1_95380.1, SINT1_95380.2, SINT1_95380.3	SHAE2_41910.1, SHAE2_41910.2, SHAE2_41910.3
OG0003505	SINT1_51100.1	SHAE2_54440.1
OG0003506	SINT1_1030.3, SINT1_1030.1, SINT1_1030.2	SHAE2_1400.1, SHAE2_1400.2, SHAE2_1400.3
OG0003507	SINT1_4060.1	SHAE2_4670.1, SHAE2_4670.2, SHAE2_4670.3
OG0003508	SINT1_64310.1, SINT1_64310.2, SINT1_64310.3	SHAE2_69060.1
OG0003509	SINT1_44000.1	SHAE2_46800.1, SHAE2_46810.1, SHAE2_46800.2, SHAE2_46810.2
OG0003510	SINT1_1010.1, SINT1_1010.2	SHAE2_1380.2, SHAE2_1380.1
OG0003511	SINT1_64220.1	SHAE2_68920.1, SHAE2_68920.2, SHAE2_68920.3
OG0003512	SINT1_81360.1	SHAE2_87140.1
OG0003513	SINT1_74610.1	SHAE2_80220.1
OG0003514	SINT1_29010.1	SHAE2_31190.1, SHAE2_31190.2, SHAE2_31190.3
OG0003515	SINT1_92320.1	SHAE2_99240.1, SHAE2_99240.2
OG0003516	SINT1_50880.2, SINT1_50880.1	SHAE2_54210.1
OG0003517	SINT1_93860.1	SHAE2_100970.1
OG0003518	SINT1_85170.3, SINT1_85170.2	SHAE2_91900.4, SHAE2_91900.2, SHAE2_91900.1, SHAE2_91900.5
OG0003519	SINT1_37700.1, SINT1_37700.2	SHAE2_40640.1, SHAE2_40640.3
OG0003520	SINT1_57630.1, SINT1_57630.2	SHAE2_61750.1, SHAE2_61750.2
OG0003523	SINT1_54590.1, SINT1_54590.2, SINT1_54590.3	SHAE2_57910.1, SHAE2_57910.3, SHAE2_57910.4, SHAE2_57910.5, SHAE2_57910.2
OG0003524	SINT1_61730.1	SHAE2_66150.1
OG0003525	SINT1_3310.1, SINT1_3310.2	SHAE2_3900.2, SHAE2_3900.1, SHAE2_3900.3
OG0003526	SINT1_30150.1	SHAE2_32340.1
OG0003527	SINT1_78510.1, SINT1_78510.2	SHAE2_84080.1
OG0003528	SINT1_630.1	SHAE2_900.1, SHAE2_900.2, SHAE2_900.3
OG0003529	SINT1_42180.1	SHAE2_45050.3, SHAE2_45050.4, SHAE2_45050.1, SHAE2_45050.2
OG0003530	SINT1_65770.1, SINT1_65770.2, SINT1_65770.3	SHAE2_70570.1, SHAE2_70570.2, SHAE2_70570.3
OG0003531	SINT1_10770.1	SHAE2_12450.1, SHAE2_12450.2, SHAE2_12450.4, SHAE2_12450.5
OG0003532	SINT1_8300.1	SHAE2_10080.1, SHAE2_10080.2, SHAE2_10080.3
OG0003533	SINT1_48310.1, SINT1_48310.2	SHAE2_51600.1
OG0003534	SINT1_85890.1, SINT1_85890.2	SHAE2_92620.1
OG0003535	SINT1_94650.1	SHAE2_99830.1
OG0003536	SINT1_60740.1	SHAE2_65150.2, SHAE2_65150.4, SHAE2_65150.3, SHAE2_65150.5, SHAE2_65150.6, SHAE2_65150.7, SHAE2_65150.8
OG0003537	SINT1_59030.1	SHAE2_63280.1
OG0003538	SINT1_22370.1	SHAE2_24340.1
OG0003539	SINT1_75870.2, SINT1_75870.1, SINT1_75870.4, SINT1_75870.3	SHAE2_81500.1
OG0003540	SINT1_4270.1	SHAE2_4860.1
OG0003541	SINT1_84710.1	SHAE2_91440.1
OG0003542	SINT1_63650.1, SINT1_63650.2	SHAE2_68250.1
OG0003543	SINT1_49520.1	SHAE2_52810.1
OG0003544	SINT1_48490.1	SHAE2_51820.1, SHAE2_51820.2
OG0003545	SINT1_19690.1	SHAE2_21700.1
OG0003547	SINT1_7640.1, SINT1_7640.2	SHAE2_8140.2, SHAE2_8140.1, SHAE2_8140.4
OG0003548	SINT1_96290.1	SHAE2_24630.1, SHAE2_24630.2, SHAE2_24630.3
OG0003549	SINT1_86500.1	SHAE2_93390.1, SHAE2_93390.2
OG0003550	SINT1_37490.1, SINT1_37490.2	SHAE2_40440.1, SHAE2_40440.2
OG0003551	SINT1_63900.1	SHAE2_68590.1
OG0003552	SINT1_57700.3	SHAE2_61820.1
OG0003552	SINT1_57700.1	SHAE2_61820.2
OG0003552	SINT1_57700.2	SHAE2_61820.2
OG0003553	SINT1_10000.1	SHAE2_11740.1, SHAE2_11750.1
OG0003554	SINT1_68590.1, SINT1_68590.2, SINT1_68590.3	SHAE2_73730.1
OG0003555	SINT1_75380.1, SINT1_75380.2	SHAE2_81020.1
OG0003556	SINT1_60670.3, SINT1_60670.1, SINT1_60670.2	SHAE2_65070.1, SHAE2_65070.2
OG0003557	SINT1_46610.1	SHAE2_49930.1, SHAE2_49930.2
OG0003558	SINT1_57990.1	SHAE2_62280.2, SHAE2_62280.5, SHAE2_62280.3, SHAE2_62280.4, SHAE2_62280.1
OG0003559	SINT1_80600.1	SHAE2_86270.1, SHAE2_86270.2
OG0003560	SINT1_62460.1, SINT1_62460.2	SHAE2_66920.3, SHAE2_66920.5, SHAE2_66920.1, SHAE2_66920.2, SHAE2_66920.4
OG0003561	SINT1_4630.1	SHAE2_5210.1, SHAE2_5210.3, SHAE2_5210.4, SHAE2_5210.2
OG0003563	SINT1_58340.1	SHAE2_62640.1, SHAE2_62650.1
OG0003564	SINT1_31620.1, SINT1_31620.2, SINT1_31620.3	SHAE2_33810.1, SHAE2_33810.2, SHAE2_33810.3, SHAE2_33810.4
OG0003565	SINT1_27070.1	SHAE2_29260.1
OG0003566	SINT1_5190.2, SINT1_5190.1	SHAE2_5730.1
OG0003568	SINT1_2640.1, SINT1_2640.2, SINT1_2640.3	SHAE2_3080.1
OG0003569	SINT1_6400.1	SHAE2_6960.1, SHAE2_6960.2, SHAE2_6960.3
OG0003571	SINT1_3400.1	SHAE2_3990.1
OG0003571	SINT1_3410.1	SHAE2_4000.1
OG0003572	SINT1_66900.1	SHAE2_71700.1, SHAE2_71700.3, SHAE2_71700.2
OG0003572	SINT1_66500.1	SHAE2_71690.1
OG0003577	SINT1_44540.1	SHAE2_47330.1, SHAE2_47340.1
OG0003578	SINT1_93010.1	SHAE2_100090.1, SHAE2_100090.2, SHAE2_100090.3, SHAE2_100090.4
OG0003580	SINT1_15970.1	SHAE2_17870.2, SHAE2_17870.3, SHAE2_17870.4, SHAE2_17870.1
OG0003581	SINT1_41270.1	SHAE2_44120.1, SHAE2_44120.3, SHAE2_44120.2
OG0003582	SINT1_57070.1	SHAE2_61120.1
OG0003583	SINT1_2800.1	SHAE2_3400.1, SHAE2_3400.2
OG0003584	SINT1_61340.1	SHAE2_65740.3, SHAE2_65740.1, SHAE2_65740.2, SHAE2_65740.4
OG0003585	SINT1_82570.1	SHAE2_89310.1, SHAE2_89310.2, SHAE2_89310.3
OG0003586	SINT1_45060.1	SHAE2_47910.1
OG0003587	SINT1_11100.2, SINT1_11100.1, SINT1_11100.3	SHAE2_12780.1
OG0003588	SINT1_16290.2, SINT1_16290.1	SHAE2_18230.1
OG0003589	SINT1_70400.1	SHAE2_75580.1
OG0003590	SINT1_6250.1	SHAE2_6800.1
OG0003591	SINT1_58930.1	SHAE2_63190.1
OG0003592	SINT1_72580.1, SINT1_72580.2	SHAE2_77980.1
OG0003593	SINT1_33430.1	SHAE2_103390.1
OG0003594	SINT1_15590.1, SINT1_15590.2	SHAE2_17530.2, SHAE2_17530.3
OG0003595	SINT1_84070.1	SHAE2_90710.1, SHAE2_90710.2, SHAE2_90710.3
OG0003596	SINT1_52770.1	SHAE2_56060.1
OG0003597	SINT1_72210.3, SINT1_72210.1, SINT1_72210.2	SHAE2_77560.1, SHAE2_77560.2, SHAE2_77560.3, SHAE2_77560.4
OG0003598	SINT1_36230.1	SHAE2_39140.4, SHAE2_39140.2, SHAE2_39140.1, SHAE2_39140.3
OG0003599	SINT1_13420.1	SHAE2_15100.1
OG0003600	SINT1_5180.1	SHAE2_5720.1
OG0003601	SINT1_27660.1	SHAE2_29840.1, SHAE2_29840.2
OG0003602	SINT1_64240.1, SINT1_64240.2	SHAE2_68940.1, SHAE2_68940.2, SHAE2_68940.3
OG0003603	SINT1_70310.1	SHAE2_75500.1
OG0003605	SINT1_16580.1	SHAE2_18540.1
OG0003606	SINT1_34320.1, SINT1_34320.2, SINT1_34320.3, SINT1_34320.4, SINT1_34320.5, SINT1_34320.6	SHAE2_37040.1
OG0003607	SINT1_15130.1, SINT1_15130.2	SHAE2_17090.1
OG0003608	SINT1_36160.1	SHAE2_39070.1
OG0003609	SINT1_24640.1, SINT1_24640.2	SHAE2_26820.1, SHAE2_26820.2, SHAE2_26820.3
OG0003610	SINT1_86930.1	SHAE2_93790.1
OG0003611	SINT1_53970.1	SHAE2_57350.1
OG0003612	SINT1_59060.1	SHAE2_63300.1, SHAE2_63300.2
OG0003613	SINT1_67630.1	SHAE2_72750.1
OG0003614	SINT1_58870.1	SHAE2_63120.4, SHAE2_63120.2, SHAE2_63120.3, SHAE2_63120.1
OG0003615	SINT1_38960.1	SHAE2_41860.2, SHAE2_41860.3, SHAE2_41860.1
OG0003616	SINT1_17770.1	SHAE2_19820.1, SHAE2_19820.2
OG0003617	SINT1_60290.1	SHAE2_64670.1
OG0003618	SINT1_24450.1	SHAE2_26680.1, SHAE2_26680.3, SHAE2_26680.2
OG0003619	SINT1_10510.1, SINT1_10510.2	SHAE2_12200.2, SHAE2_12200.1, SHAE2_12200.4, SHAE2_12200.5
OG0003620	SINT1_48880.1	SHAE2_52200.1
OG0003621	SINT1_54020.1, SINT1_54020.2, SINT1_54020.3, SINT1_54020.4	SHAE2_57360.1, SHAE2_57360.2
OG0003622	SINT1_69790.1	SHAE2_74930.1
OG0003623	SINT1_49860.1, SINT1_49860.2, SINT1_49860.3	SHAE2_53160.1
OG0003624	SINT1_12020.1	SHAE2_13740.1, SHAE2_13740.2
OG0003625	SINT1_84660.1	SHAE2_91390.1
OG0003626	SINT1_84130.1	SHAE2_90770.1
OG0003627	SINT1_83910.1	SHAE2_90580.1
OG0003628	SINT1_33700.1, SINT1_33700.2	SHAE2_36450.6, SHAE2_36450.2, SHAE2_36450.3, SHAE2_36450.1, SHAE2_36450.5, SHAE2_36450.4, SHAE2_36450.7
OG0003629	SINT1_7340.1	SHAE2_7860.1, SHAE2_7860.3, SHAE2_7860.2, SHAE2_7860.4
OG0003630	SINT1_35820.1	SHAE2_38650.4, SHAE2_38650.1, SHAE2_38650.5, SHAE2_38650.2, SHAE2_38650.3
OG0003631	SINT1_77490.1, SINT1_77490.2, SINT1_77490.3, SINT1_77490.4	SHAE2_83110.1
OG0003632	SINT1_63950.1, SINT1_63950.2	SHAE2_68650.1
OG0003633	SINT1_53200.1	SHAE2_56520.1, SHAE2_56520.2
OG0003634	SINT1_76790.1	SHAE2_82400.1
OG0003635	SINT1_75330.1	SHAE2_80970.1
OG0003636	SINT1_72880.1, SINT1_72880.2	SHAE2_78310.4, SHAE2_78310.3, SHAE2_78310.1, SHAE2_78310.2
OG0003637	SINT1_66930.1	SHAE2_71740.1
OG0003638	SINT1_53870.3	SHAE2_57200.1
OG0003639	SINT1_53880.1, SINT1_53880.2	SHAE2_57210.1, SHAE2_57210.2, SHAE2_57210.4, SHAE2_57210.3, SHAE2_57210.5
OG0003640	SINT1_4750.1, SINT1_4750.4, SINT1_4750.2, SINT1_4750.3	SHAE2_5320.1
OG0003641	SINT1_74560.1	SHAE2_80170.2, SHAE2_80170.1, SHAE2_80170.3
OG0003642	SINT1_56300.2	SHAE2_60020.2, SHAE2_60020.4, SHAE2_60020.1
OG0003643	SINT1_71480.1	SHAE2_76700.1, SHAE2_76700.2
OG0003644	SINT1_15110.1, SINT1_15110.2	SHAE2_16860.1
OG0003645	SINT1_47060.1	SHAE2_50350.1, SHAE2_50350.2, SHAE2_50350.3, SHAE2_50350.4, SHAE2_50350.5
OG0003646	SINT1_53410.2, SINT1_53410.5, SINT1_53410.1, SINT1_53410.3, SINT1_53410.4	SHAE2_56740.6, SHAE2_56740.5, SHAE2_56740.3, SHAE2_56740.4, SHAE2_56740.1, SHAE2_56740.2
OG0003647	SINT1_15450.1	SHAE2_17390.1
OG0003648	SINT1_10140.1	SHAE2_11840.1
OG0003649	SINT1_38570.1, SINT1_38570.2	SHAE2_41470.1, SHAE2_41470.2, SHAE2_41470.4, SHAE2_41470.3
OG0003650	SINT1_15510.1	SHAE2_17450.1
OG0003651	SINT1_50450.1, SINT1_50450.2	SHAE2_53800.1
OG0003652	SINT1_54000.1	SHAE2_57340.1
OG0003653	SINT1_39780.1	SHAE2_42710.1
OG0003654	SINT1_66040.1	SHAE2_70840.2, SHAE2_70840.1
OG0003655	SINT1_30190.1	SHAE2_32380.1
OG0003656	SINT1_69990.1, SINT1_69990.2, SINT1_69990.3, SINT1_69990.4	SHAE2_75160.1
OG0003657	SINT1_3470.1, SINT1_3470.2	SHAE2_4060.1
OG0003658	SINT1_71500.1	SHAE2_76720.1
OG0003659	SINT1_77360.1	SHAE2_82980.1
OG0003660	SINT1_71150.1	SHAE2_76390.1
OG0003661	SINT1_51930.2, SINT1_51930.1	SHAE2_55300.1
OG0003662	SINT1_43920.1	SHAE2_46730.1
OG0003663	SINT1_69290.1, SINT1_69290.2	SHAE2_74460.1
OG0003664	SINT1_55410.1	SHAE2_58580.1, SHAE2_58580.2
OG0003665	SINT1_71600.1	SHAE2_76900.1
OG0003666	SINT1_57560.4, SINT1_57560.5, SINT1_57570.1	SHAE2_61710.1
OG0003667	SINT1_16640.1	SHAE2_18590.1
OG0003667	SINT1_16640.1	SHAE2_18590.2
OG0003667	SINT1_16640.1	SHAE2_18590.3
OG0003668	SINT1_53770.3	SHAE2_57120.3, SHAE2_57120.4
OG0003668	SINT1_53770.2	SHAE2_57120.2
OG0003668	SINT1_53770.1	SHAE2_57120.1
OG0003669	SINT1_54900.1	SHAE2_58220.1
OG0003670	SINT1_62110.1	SHAE2_66570.1
