Orthogroup	schistosoma_intercalatum	schistosoma_mansoni
OG0002227	SINT1_43140.1	Smp_149740.1
OG0002228	SINT1_42590.1	Smp_144220.1
OG0002229	SINT1_14670.1	Smp_136570.1
OG0002230	SINT1_64920.4, SINT1_64920.5, SINT1_64920.1, SINT1_64920.2, SINT1_64920.3	Smp_123500.1
OG0002231	SINT1_62570.2, SINT1_62570.3, SINT1_62570.4, SINT1_62570.1	Smp_010100.1
OG0002232	SINT1_74920.1	Smp_059130.1
OG0002233	SINT1_60110.1, SINT1_60110.2	Smp_137970.1
OG0002234	SINT1_53470.1	Smp_311480.1
OG0002234	SINT1_53480.1	Smp_311490.1
OG0002235	SINT1_18620.1	Smp_162790.1
OG0002236	SINT1_67520.1	Smp_333700.1
OG0002237	SINT1_43540.1, SINT1_43530.1	Smp_125070.1
OG0002238	SINT1_21140.1	Smp_194840.1
OG0002239	SINT1_94010.5, SINT1_94010.1, SINT1_94010.2, SINT1_94010.4, SINT1_94010.3	Smp_345950.1
OG0002240	SINT1_41920.1	Smp_247380.1
OG0002241	SINT1_67350.1	Smp_336790.1
OG0002242	SINT1_42200.1	Smp_194380.1
OG0002243	SINT1_29610.1	Smp_034670.1
OG0002244	SINT1_24610.1	Smp_345080.1
OG0002245	SINT1_59920.1	Smp_243630.1
OG0002246	SINT1_21840.1, SINT1_21840.2	Smp_070330.1, Smp_070330.2
OG0002247	SINT1_26120.1	Smp_079380.1, Smp_079380.2
OG0002248	SINT1_52880.1	Smp_148480.1
OG0002249	SINT1_54620.1	Smp_140690.1
OG0002250	SINT1_40290.1, SINT1_40290.2	Smp_049740.1
OG0002251	SINT1_27280.1, SINT1_27280.2, SINT1_27280.3	Smp_076660.1
OG0002252	SINT1_5110.1, SINT1_5110.2	Smp_266720.1
OG0002253	SINT1_7470.2	Smp_095150.1
OG0002254	SINT1_51500.3, SINT1_51500.2, SINT1_51500.1, SINT1_51500.6, SINT1_51500.5, SINT1_51500.4	Smp_166960.1
OG0002255	SINT1_6090.1	Smp_153750.1
OG0002256	SINT1_48060.1, SINT1_48060.2	Smp_245560.1
OG0002257	SINT1_52420.1, SINT1_52420.2, SINT1_52420.3	Smp_130200.1
OG0002258	SINT1_52490.1, SINT1_52490.2	Smp_014850.1
OG0002259	SINT1_28310.1	Smp_141240.1
OG0002260	SINT1_930.1, SINT1_930.4, SINT1_930.2, SINT1_930.3	Smp_015860.1
OG0002261	SINT1_51240.1	Smp_063650.1
OG0002262	SINT1_17890.2, SINT1_17890.1	Smp_085380.1
OG0002263	SINT1_66430.1	Smp_016640.1
OG0002264	SINT1_42990.1, SINT1_42990.2, SINT1_42990.3	Smp_332650.1
OG0002265	SINT1_40510.1	Smp_158550.1
OG0002266	SINT1_92990.1	Smp_041370.2
OG0002266	SINT1_92990.2	Smp_041370.1
OG0002267	SINT1_13540.3, SINT1_13540.4, SINT1_13540.1, SINT1_13540.2	Smp_046030.1
OG0002268	SINT1_82490.1, SINT1_82490.2	Smp_064320.1
OG0002269	SINT1_61540.1	Smp_305920.1, Smp_145910.1, Smp_308350.1
OG0002270	SINT1_87190.2, SINT1_87190.3, SINT1_87190.1	Smp_087810.1
OG0002271	SINT1_79920.1	Smp_164250.1
OG0002272	SINT1_25100.1	Smp_332800.1
OG0002273	SINT1_76820.1, SINT1_76820.5, SINT1_76820.3, SINT1_76820.2, SINT1_76820.4	Smp_144990.1
OG0002274	SINT1_46520.1	Smp_047870.1, Smp_047870.2
OG0002275	SINT1_83040.1	Smp_061480.1
OG0002276	SINT1_52460.1, SINT1_52460.2, SINT1_52460.3	Smp_014800.1, Smp_014800.2
OG0002277	SINT1_51310.1	Smp_156500.1
OG0002278	SINT1_90600.4, SINT1_90600.5, SINT1_90600.6, SINT1_90600.3, SINT1_90600.2, SINT1_90600.1	Smp_077540.1
OG0002279	SINT1_80360.1	Smp_125600.1, Smp_125600.2
OG0002279	SINT1_85370.1	Smp_001980.1
OG0002280	SINT1_58140.1, SINT1_58140.2, SINT1_58140.3, SINT1_58140.4	Smp_267180.1
OG0002281	SINT1_41930.1	Smp_247390.1
OG0002282	SINT1_9510.1, SINT1_9520.1	Smp_103920.1
OG0002283	SINT1_51430.2, SINT1_51430.1, SINT1_51430.3	Smp_156520.1
OG0002284	SINT1_70050.1, SINT1_70050.2, SINT1_70050.3	Smp_008580.1
OG0002285	SINT1_8540.1	Smp_341580.2, Smp_341580.1
OG0002286	SINT1_66650.1, SINT1_66650.3, SINT1_66650.2	Smp_000580.1
OG0002288	SINT1_73210.2, SINT1_73210.1, SINT1_73210.3, SINT1_73210.4	Smp_067010.1
OG0002289	SINT1_33150.2, SINT1_33150.1, SINT1_33150.3	Smp_125980.1
OG0002290	SINT1_84030.1	Smp_133330.1
OG0002291	SINT1_65760.1, SINT1_65760.2	Smp_138280.1
OG0002292	SINT1_73670.1	Smp_135550.1
OG0002293	SINT1_59800.3, SINT1_59800.1, SINT1_59800.2	Smp_341170.1
OG0002295	SINT1_53280.1	Smp_245770.1
OG0002296	SINT1_14260.1	Smp_061920.1
OG0002297	SINT1_29190.1	Smp_347760.1
OG0002297	SINT1_29200.1	Smp_020090.1
OG0002298	SINT1_2660.1	Smp_093790.1, Smp_312650.1
OG0002298	SINT1_2580.2, SINT1_2580.1	Smp_105730.1
OG0002299	SINT1_27240.1	Smp_165400.1
OG0002300	SINT1_76850.4, SINT1_76850.1, SINT1_76850.3, SINT1_76850.2	Smp_144970.1
OG0002301	SINT1_88480.1, SINT1_88470.1	Smp_135770.1
OG0002302	SINT1_16110.3, SINT1_16110.4, SINT1_16110.1, SINT1_16110.2	Smp_244360.1
OG0002303	SINT1_73690.1, SINT1_73690.2	Smp_135570.2, Smp_135570.1
OG0002304	SINT1_67700.2, SINT1_67700.1	Smp_177060.2, Smp_177060.1
OG0002305	SINT1_34280.1	Smp_033660.1
OG0002306	SINT1_65170.1, SINT1_65170.2, SINT1_65170.3, SINT1_65170.4	Smp_123690.1
OG0002307	SINT1_73220.1, SINT1_73220.2, SINT1_73220.3	Smp_158400.1
OG0002308	SINT1_51020.1	Smp_078600.1
OG0002309	SINT1_42560.1	Smp_040460.1
OG0002310	SINT1_21990.1, SINT1_21990.2	Smp_081510.1
OG0002311	SINT1_4930.1	Smp_304460.1
OG0002312	SINT1_23240.1	Smp_067090.1
OG0002312	SINT1_23200.1	Smp_067090.2
OG0002314	SINT1_4100.1, SINT1_4100.2	Smp_031270.1
OG0002315	SINT1_8550.3, SINT1_8550.1, SINT1_8550.2, SINT1_8550.4	Smp_095010.1
OG0002316	SINT1_70250.1	Smp_248160.1
OG0002317	SINT1_47100.1	Smp_131080.1
OG0002319	SINT1_18410.1, SINT1_18410.2, SINT1_18410.3	Smp_162860.1
OG0002320	SINT1_72890.1	Smp_197880.1
OG0002321	SINT1_16920.1	Smp_306360.1
OG0002322	SINT1_20990.1	Smp_345430.1, Smp_345430.2
OG0002323	SINT1_62860.2, SINT1_62860.4, SINT1_62860.1, SINT1_62860.3	Smp_129130.1
OG0002324	SINT1_12500.1, SINT1_12500.2, SINT1_12500.5, SINT1_12500.3, SINT1_12500.4	Smp_157710.1
OG0002325	SINT1_13910.1	Smp_076540.1
OG0002326	SINT1_87860.1, SINT1_87860.2, SINT1_87860.3, SINT1_87860.4, SINT1_87860.5, SINT1_87860.6	Smp_063120.1
OG0002327	SINT1_76880.1	Smp_144960.1
OG0002328	SINT1_7560.2, SINT1_7560.1	Smp_304840.1
OG0002329	SINT1_1800.1	Smp_142880.1
OG0002330	SINT1_5920.1	Smp_036550.1
OG0002331	SINT1_5550.1	Smp_158770.1
OG0002332	SINT1_12780.3, SINT1_12780.4	Smp_135980.1
OG0002333	SINT1_53320.1, SINT1_53320.2, SINT1_53320.3	Smp_082790.1
OG0002334	SINT1_9010.1, SINT1_9010.2, SINT1_9010.3	Smp_011640.1
OG0002335	SINT1_17020.1, SINT1_17020.2, SINT1_17020.3	Smp_194620.1
OG0002336	SINT1_56430.1, SINT1_56430.2, SINT1_56430.3	Smp_032780.1
OG0002337	SINT1_94770.1	Smp_316000.1, Smp_316000.2
OG0002338	SINT1_9640.1	Smp_059360.1
OG0002339	SINT1_88540.1	Smp_154090.1, Smp_331600.1
OG0002340	SINT1_2620.1, SINT1_2620.2, SINT1_2620.3, SINT1_2620.4	Smp_310950.1, Smp_120320.1
OG0002341	SINT1_87290.1	Smp_176750.1
OG0002342	SINT1_3460.1	Smp_198670.1
OG0002343	SINT1_43840.6, SINT1_43840.1	Smp_038840.1
OG0002344	SINT1_60030.1	Smp_073830.1
OG0002345	SINT1_86030.1	Smp_158690.1
OG0002346	SINT1_25410.1	Smp_322050.1
OG0002347	SINT1_20540.1	Smp_306990.1, Smp_307000.1
OG0002348	SINT1_36100.1	Smp_132670.1
OG0002349	SINT1_87350.1	Smp_169750.1
OG0002350	SINT1_36520.1, SINT1_36520.2, SINT1_36520.3, SINT1_36520.4, SINT1_36520.5	Smp_009800.1
OG0002351	SINT1_50960.2, SINT1_50960.1	Smp_335340.1
OG0002352	SINT1_86840.1, SINT1_86840.2	Smp_030930.1
OG0002353	SINT1_74080.1	Smp_145360.1
OG0002354	SINT1_8310.1, SINT1_8310.2, SINT1_8310.4, SINT1_8310.6, SINT1_8310.3, SINT1_8310.5	Smp_145610.1
OG0002355	SINT1_72560.1, SINT1_72560.2	Smp_137160.1
OG0002356	SINT1_64990.1	Smp_123570.1
OG0002357	SINT1_27900.1	Smp_167280.1
OG0002357	SINT1_27890.1	Smp_083240.1
OG0002358	SINT1_17740.2, SINT1_17740.1	Smp_055880.1, Smp_055880.2
OG0002359	SINT1_14330.1	Smp_347200.1
OG0002360	SINT1_75130.1, SINT1_75130.2	Smp_310920.1
OG0002361	SINT1_83390.1, SINT1_83390.2	Smp_143960.1
OG0002362	SINT1_64740.3, SINT1_64740.4, SINT1_64740.5, SINT1_64740.6, SINT1_64740.1, SINT1_64740.2	Smp_134940.1
OG0002363	SINT1_68000.1, SINT1_68000.2	Smp_022170.1
OG0002364	SINT1_43090.1	Smp_149700.1, Smp_149700.2
OG0002365	SINT1_4570.1	Smp_134440.1
OG0002370	SINT1_47950.1, SINT1_47950.2	Smp_125510.1
OG0002370	SINT1_46430.1	Smp_344010.1
OG0002371	SINT1_1630.1, SINT1_1630.2	Smp_321930.1
OG0002372	SINT1_63200.1	Smp_084400.1
OG0002373	SINT1_75180.1, SINT1_75180.2	Smp_341800.1
OG0002374	SINT1_5580.1	Smp_067590.1
OG0002375	SINT1_93790.1, SINT1_93790.2	Smp_125290.1
OG0002376	SINT1_71490.1	Smp_146680.1
OG0002377	SINT1_96650.1, SINT1_96670.1, SINT1_29820.1, SINT1_29850.1	Smp_340690.1, Smp_343390.1
OG0002378	SINT1_39910.1	Smp_302300.1, Smp_302310.2, Smp_302310.1
OG0002379	SINT1_42790.2, SINT1_42790.1	Smp_144310.1
OG0002380	SINT1_21620.1	Smp_075640.1
OG0002381	SINT1_53530.1	Smp_175390.1
OG0002382	SINT1_10020.2, SINT1_10020.3, SINT1_10020.1, SINT1_10020.4, SINT1_10020.5	Smp_084740.1
OG0002383	SINT1_52220.1, SINT1_52220.2	Smp_130110.1
OG0002384	SINT1_80690.1, SINT1_80690.2, SINT1_80690.3, SINT1_80690.4	Smp_154520.1
OG0002385	SINT1_28890.1, SINT1_28890.2	Smp_020400.1
OG0002386	SINT1_33160.1	Smp_126000.1
OG0002387	SINT1_76120.1	Smp_155850.1
OG0002388	SINT1_10930.1	Smp_305210.1
OG0002389	SINT1_86990.2, SINT1_86990.3, SINT1_86990.1	Smp_030780.1
OG0002390	SINT1_16550.1	Smp_306270.1
OG0002391	SINT1_18890.1, SINT1_18890.5, SINT1_18890.2, SINT1_18890.3, SINT1_18890.6, SINT1_18890.4	Smp_342450.1
OG0002392	SINT1_89350.1	Smp_173340.1
OG0002393	SINT1_59140.1	Smp_167550.1
OG0002394	SINT1_31190.1	Smp_060070.1
OG0002395	SINT1_82070.1	Smp_345140.1
OG0002396	SINT1_32870.1, SINT1_32870.3, SINT1_32870.2	Smp_057060.1
OG0002397	SINT1_77650.1, SINT1_77650.2, SINT1_77650.3	Smp_152520.1
OG0002398	SINT1_5300.1	Smp_082250.1
OG0002399	SINT1_40890.1	Smp_091460.1
OG0002400	SINT1_3020.1, SINT1_3020.2, SINT1_3020.3	Smp_017710.2
OG0002401	SINT1_94470.1	Smp_126520.1
OG0002402	SINT1_21580.1	Smp_243850.1
OG0002403	SINT1_24260.1, SINT1_24260.2, SINT1_24260.3, SINT1_24260.4	Smp_152180.1
OG0002404	SINT1_61680.3, SINT1_61680.1, SINT1_61680.2	Smp_129340.1
OG0002405	SINT1_1750.1	Smp_137750.1
OG0002406	SINT1_8660.1	Smp_012000.1
OG0002407	SINT1_8180.1	Smp_165570.1
OG0002407	SINT1_8160.1	Smp_165560.1
OG0002408	SINT1_72780.1, SINT1_72780.2	Smp_346970.1
OG0002409	SINT1_83110.1, SINT1_83110.2	Smp_061540.1
OG0002410	SINT1_35520.3, SINT1_35520.1	Smp_028070.1
OG0002411	SINT1_87200.2, SINT1_87200.4, SINT1_87200.1, SINT1_87200.3	Smp_347160.1
OG0002412	SINT1_29730.1, SINT1_29730.2	Smp_178700.1
OG0002413	SINT1_85770.1, SINT1_85770.2, SINT1_85770.3	Smp_123330.1
OG0002414	SINT1_55430.1, SINT1_55430.3, SINT1_55430.2, SINT1_55430.4	Smp_213210.1
OG0002415	SINT1_20730.1, SINT1_20730.2, SINT1_20730.3	Smp_044680.1
OG0002416	SINT1_40840.1	Smp_172120.1, Smp_172120.2
OG0002417	SINT1_16360.1, SINT1_16360.2	Smp_142710.1
OG0002418	SINT1_33010.1	Smp_126720.1
OG0002419	SINT1_28760.4, SINT1_28760.1, SINT1_28760.2, SINT1_28760.3	Smp_141070.1
OG0002420	SINT1_33200.1	Smp_126030.1
OG0002421	SINT1_70920.5, SINT1_70920.1, SINT1_70920.2, SINT1_70920.3, SINT1_70920.4	Smp_344980.1
OG0002422	SINT1_34860.1	Smp_032000.1
OG0002423	SINT1_69840.2, SINT1_69840.1	Smp_347020.1
OG0002424	SINT1_55770.1, SINT1_55770.2, SINT1_55770.3, SINT1_55770.4	Smp_242230.1
OG0002425	SINT1_34620.1, SINT1_34620.2	Smp_092850.1
OG0002426	SINT1_36890.1	Smp_008290.1
OG0002427	SINT1_8650.1	Smp_011990.1
OG0002428	SINT1_12650.1	Smp_025560.1, Smp_025560.2
OG0002429	SINT1_39970.4, SINT1_39970.1, SINT1_39970.5, SINT1_39970.6, SINT1_39970.7, SINT1_39970.2, SINT1_39970.3, SINT1_39970.8	Smp_302360.1
OG0002430	SINT1_73450.1, SINT1_73450.3, SINT1_73450.2	Smp_159690.1
OG0002431	SINT1_36620.1	Smp_332450.1
OG0002432	SINT1_60440.2, SINT1_60440.3, SINT1_60440.1, SINT1_60440.4	Smp_018260.1
OG0002433	SINT1_19570.3, SINT1_19570.1, SINT1_19570.2	Smp_333320.1
OG0002434	SINT1_34930.1	Smp_212830.1
OG0002435	SINT1_28820.1	Smp_343400.1
OG0002436	SINT1_22320.1	Smp_136470.1
OG0002437	SINT1_52640.1, SINT1_52640.2, SINT1_52640.4, SINT1_52640.3	Smp_245830.1
OG0002438	SINT1_33480.1, SINT1_33480.2	Smp_158320.1
OG0002439	SINT1_52790.1	Smp_245800.1
OG0002440	SINT1_68300.1	Smp_001170.1
OG0002441	SINT1_49000.1	Smp_065160.1
OG0002442	SINT1_42570.1, SINT1_42570.2	Smp_144200.1
OG0002443	SINT1_45520.1, SINT1_45520.2, SINT1_45520.4, SINT1_45520.3, SINT1_45520.5	Smp_078700.1
OG0002444	SINT1_57180.2, SINT1_57180.1, SINT1_57180.3	Smp_347840.1
OG0002445	SINT1_68330.1, SINT1_68330.2	Smp_340050.1
OG0002446	SINT1_62200.1	Smp_106080.1, Smp_335280.1
OG0002447	SINT1_7500.1	Smp_174350.1
OG0002448	SINT1_32280.1, SINT1_32280.2	Smp_347360.1
OG0002449	SINT1_18430.1, SINT1_18430.2	Smp_075440.1, Smp_075440.2
OG0002450	SINT1_64720.1, SINT1_64720.2, SINT1_64720.3, SINT1_64720.4	Smp_023620.1
OG0002451	SINT1_75640.1, SINT1_70940.1, SINT1_70940.2, SINT1_70940.3	Smp_158840.1
OG0002452	SINT1_8020.1, SINT1_8020.2	Smp_121160.1
OG0002453	SINT1_47120.1, SINT1_47120.2, SINT1_47120.4, SINT1_47120.3	Smp_016380.1
OG0002454	SINT1_66550.1, SINT1_66550.2	Smp_000670.1
OG0002455	SINT1_65430.1	Smp_079770.1
OG0002456	SINT1_32850.4, SINT1_32850.1, SINT1_32850.2, SINT1_32850.3, SINT1_32850.5, SINT1_32850.6	Smp_152800.1
OG0002457	SINT1_70070.1, SINT1_70070.3, SINT1_70070.2	Smp_008545.1
OG0002458	SINT1_83130.1	Smp_330720.1, Smp_332120.1, Smp_344710.1, Smp_334620.1, Smp_330740.1
OG0002459	SINT1_38180.1, SINT1_38180.2	Smp_037900.1
OG0002460	SINT1_8350.2, SINT1_8350.3, SINT1_8350.1	Smp_343860.1
OG0002461	SINT1_9460.1	Smp_322890.1, Smp_322880.1, Smp_322870.1
OG0002462	SINT1_63750.1	Smp_027910.1
OG0002463	SINT1_82130.1, SINT1_82130.2, SINT1_82130.5, SINT1_82130.3, SINT1_82130.4	Smp_174490.1
OG0002464	SINT1_28180.1	Smp_141380.1
OG0002465	SINT1_81570.5, SINT1_81570.2, SINT1_81570.1, SINT1_81570.3, SINT1_81570.4	Smp_145670.1
OG0002466	SINT1_92360.1, SINT1_92360.3, SINT1_92360.2	Smp_140150.1
OG0002467	SINT1_50430.1, SINT1_50430.2, SINT1_50430.3, SINT1_50430.4	Smp_122920.1
OG0002468	SINT1_74750.1	Smp_334260.1
OG0002469	SINT1_4390.1, SINT1_4390.2, SINT1_4390.3	Smp_126310.1
OG0002470	SINT1_77990.1, SINT1_77990.2	Smp_027300.1
OG0002471	SINT1_73850.3, SINT1_73850.1, SINT1_73850.2	Smp_244220.1
OG0002472	SINT1_36770.2, SINT1_36770.3, SINT1_36770.1	Smp_319120.1, Smp_319120.2
OG0002473	SINT1_9850.1	Smp_172270.1
OG0002475	SINT1_18920.1, SINT1_18920.4, SINT1_18920.5, SINT1_18920.3, SINT1_18920.2	Smp_071770.1
OG0002476	SINT1_30990.1	Smp_128920.1
OG0002477	SINT1_75300.2, SINT1_75300.1	Smp_341620.1
OG0002478	SINT1_51190.1	Smp_063580.1
OG0002479	SINT1_63030.1	Smp_026250.1
OG0002480	SINT1_27980.2, SINT1_27980.1, SINT1_27980.3	Smp_173250.1
OG0002481	SINT1_6020.1	Smp_058790.1
OG0002482	SINT1_61400.2	Smp_096010.2
OG0002482	SINT1_61400.1	Smp_096010.1
OG0002483	SINT1_20410.1, SINT1_20410.2, SINT1_20410.3	Smp_139760.1
OG0002484	SINT1_23840.1	Smp_130960.1
OG0002485	SINT1_34330.4, SINT1_34330.6, SINT1_34330.5, SINT1_34330.1, SINT1_34330.2, SINT1_34330.3	Smp_167230.2, Smp_167230.3, Smp_167230.4, Smp_167230.5, Smp_167230.1
OG0002486	SINT1_23930.3, SINT1_23930.4, SINT1_23930.1, SINT1_23930.2	Smp_089640.1
OG0002487	SINT1_78780.1	Smp_150270.1
OG0002488	SINT1_54690.1, SINT1_54690.2	Smp_034300.1
OG0002489	SINT1_27380.1, SINT1_27380.2	Smp_076990.1, Smp_076990.2, Smp_076990.3, Smp_076990.4
OG0002490	SINT1_73230.1	Smp_158380.1
OG0002491	SINT1_91370.1	Smp_175610.1
OG0002492	SINT1_73840.1	Smp_042530.1
OG0002493	SINT1_63320.1	Smp_085740.1
OG0002494	SINT1_1560.1	Smp_064650.1
OG0002496	SINT1_42820.1, SINT1_42820.2, SINT1_42820.3, SINT1_42820.4, SINT1_42820.5	Smp_152000.1
OG0002497	SINT1_45820.1, SINT1_45820.2, SINT1_45820.3	Smp_001390.1
OG0002498	SINT1_840.3, SINT1_840.4, SINT1_840.1, SINT1_840.2	Smp_015780.1
OG0002499	SINT1_49500.1, SINT1_49500.4, SINT1_49500.5, SINT1_49500.6, SINT1_49500.7, SINT1_49500.8, SINT1_49500.9, SINT1_49500.2, SINT1_49500.3	Smp_046900.1
OG0002500	SINT1_220.1, SINT1_220.2	Smp_090690.1
OG0002501	SINT1_9800.1	Smp_164760.1
OG0002502	SINT1_55870.1	Smp_102810.1, Smp_102810.2
OG0002503	SINT1_82120.1, SINT1_82120.2	Smp_095410.1
OG0002505	SINT1_51510.3, SINT1_51510.1, SINT1_51510.2	Smp_082660.1
OG0002506	SINT1_34390.1	Smp_083080.1
OG0002507	SINT1_81400.1, SINT1_81400.2, SINT1_81400.3, SINT1_81400.4	Smp_085480.1
OG0002508	SINT1_63660.1	Smp_156340.1
OG0002509	SINT1_9340.1	Smp_021390.2, Smp_021390.1
OG0002510	SINT1_57410.3, SINT1_57410.1, SINT1_57410.2, SINT1_57410.4	Smp_307630.1, Smp_072800.1
OG0002511	SINT1_71440.1	Smp_038710.1
OG0002512	SINT1_62580.2, SINT1_62580.1	Smp_010090.1
OG0002513	SINT1_50480.1, SINT1_50480.2, SINT1_50480.4, SINT1_50480.3	Smp_122890.1
OG0002514	SINT1_16060.1	Smp_054450.1
OG0002515	SINT1_41850.3, SINT1_41850.4, SINT1_41850.5, SINT1_41850.1, SINT1_41850.2	Smp_157590.1
OG0002516	SINT1_75480.1	Smp_094920.1
OG0002517	SINT1_73430.1	Smp_069160.1
OG0002518	SINT1_42680.1	Smp_309240.1
OG0002519	SINT1_57460.1, SINT1_57450.1, SINT1_57450.2	Smp_307650.1
OG0002520	SINT1_73660.1, SINT1_73660.4, SINT1_73660.5, SINT1_73660.6, SINT1_73660.2, SINT1_73660.3	Smp_135540.1
OG0002521	SINT1_66990.1	Smp_000270.1
OG0002521	SINT1_66980.1	Smp_000280.1, Smp_326610.1
OG0002522	SINT1_25550.1, SINT1_25550.2, SINT1_25550.5, SINT1_25550.3, SINT1_25550.4, SINT1_25550.6	Smp_341970.1
OG0002524	SINT1_28090.1, SINT1_28090.2, SINT1_28090.3, SINT1_32810.1, SINT1_32810.2, SINT1_38200.1, SINT1_38200.2, SINT1_60070.1, SINT1_60070.2, SINT1_28090.4, SINT1_13980.1, SINT1_13980.2, SINT1_13980.3, SINT1_15910.1, SINT1_15910.2	Smp_103430.1
OG0002526	SINT1_13620.1, SINT1_13620.3, SINT1_13620.5, SINT1_13620.2, SINT1_13620.4	Smp_198730.1
OG0002527	SINT1_41580.1, SINT1_41580.2, SINT1_41580.3	Smp_346700.1
OG0002528	SINT1_92880.1, SINT1_92880.2	Smp_332310.1
OG0002529	SINT1_55180.1, SINT1_55180.2, SINT1_55180.3	Smp_062250.1
OG0002530	SINT1_73730.1, SINT1_73720.1	Smp_213190.1, Smp_213190.2
OG0002531	SINT1_27540.1	Smp_163560.1
OG0002532	SINT1_70770.1, SINT1_70770.2	Smp_172580.1
OG0002533	SINT1_64970.1	Smp_202120.1
OG0002534	SINT1_88200.1	Smp_341830.1
OG0002535	SINT1_35510.1, SINT1_35510.2, SINT1_35510.3, SINT1_35510.4	Smp_028080.1
OG0002536	SINT1_13670.5, SINT1_13670.6, SINT1_13670.4, SINT1_13670.1, SINT1_13670.3, SINT1_13670.2, SINT1_13670.7	Smp_153590.1
OG0002537	SINT1_81270.1	Smp_153430.1
OG0002538	SINT1_60510.1, SINT1_60510.2	Smp_132240.1, Smp_132240.2
OG0002539	SINT1_26490.2	Smp_097940.1
OG0002539	SINT1_26490.1	Smp_097940.2
OG0002540	SINT1_39060.1	Smp_170280.1
OG0002541	SINT1_55270.1, SINT1_55270.2, SINT1_55270.3	Smp_037590.1
OG0002542	SINT1_87890.1, SINT1_87890.2	Smp_063180.1
OG0002543	SINT1_29040.1	Smp_333770.1
OG0002544	SINT1_47650.1	Smp_011270.2
OG0002545	SINT1_23740.2, SINT1_23740.1	Smp_016180.1
OG0002546	SINT1_18340.1, SINT1_18340.2	Smp_138640.1
OG0002547	SINT1_94270.2, SINT1_94270.1, SINT1_94270.3	Smp_332400.1
OG0002548	SINT1_92010.1, SINT1_92010.2	Smp_127890.1
OG0002549	SINT1_27880.1, SINT1_55360.1	Smp_167290.1
OG0002550	SINT1_46820.1, SINT1_46820.2	Smp_021300.1
OG0002551	SINT1_31140.1	Smp_060010.1
OG0002552	SINT1_4200.1, SINT1_4200.2	Smp_332920.1
OG0002553	SINT1_63930.2, SINT1_63930.1	Smp_172030.1
OG0002554	SINT1_58540.4, SINT1_58540.2, SINT1_58540.1, SINT1_58540.3	Smp_331880.1
OG0002555	SINT1_35940.1	Smp_019350.1
OG0002556	SINT1_20470.1, SINT1_20470.2, SINT1_20470.3, SINT1_20470.4, SINT1_20470.5	Smp_032520.1
OG0002557	SINT1_42430.1, SINT1_42430.2, SINT1_42430.3, SINT1_42430.4	Smp_144140.1
OG0002558	SINT1_3890.1	Smp_139010.1, Smp_318640.1
OG0002559	SINT1_24620.1, SINT1_24620.2, SINT1_24620.3, SINT1_24620.4	Smp_159550.1
OG0002560	SINT1_87550.4, SINT1_87550.1, SINT1_87550.3, SINT1_87550.2	Smp_149450.1
OG0002561	SINT1_9560.1	Smp_103460.1
OG0002562	SINT1_9070.1	Smp_102840.1
OG0002563	SINT1_61210.1	Smp_074990.1, Smp_075000.1
OG0002564	SINT1_76380.1	Smp_169660.1
OG0002565	SINT1_2250.1	Smp_153200.1
OG0002565	SINT1_2240.1	Smp_153210.1
OG0002566	SINT1_64610.1	Smp_246290.1
OG0002567	SINT1_35400.1, SINT1_35400.2, SINT1_35400.3	Smp_124920.1
OG0002568	SINT1_63220.1	Smp_007500.1
OG0002569	SINT1_65250.1, SINT1_65250.2	Smp_165280.1
OG0002570	SINT1_31760.1	Smp_068170.1
OG0002571	SINT1_40280.1, SINT1_40280.2	Smp_049730.1
OG0002572	SINT1_58920.1, SINT1_58920.2	Smp_004360.1
OG0002573	SINT1_17250.1	Smp_162370.1
OG0002574	SINT1_74200.4, SINT1_74200.3, SINT1_74200.1, SINT1_74200.2, SINT1_74200.5	Smp_247830.1
OG0002575	SINT1_24280.1	Smp_152200.1
OG0002576	SINT1_77500.1, SINT1_77500.8, SINT1_77500.4, SINT1_77500.6, SINT1_77500.7, SINT1_77500.9, SINT1_77500.11, SINT1_77500.2, SINT1_77500.3, SINT1_77500.10, SINT1_77500.12, SINT1_77500.13, SINT1_77500.5	Smp_247470.1
OG0002577	SINT1_54480.1	Smp_328450.1, Smp_328470.1, Smp_335360.1
OG0002578	SINT1_49230.1	Smp_328000.1
OG0002579	SINT1_92200.1	Smp_315820.1
OG0002580	SINT1_59100.1	Smp_083540.1
OG0002581	SINT1_60280.1	Smp_029040.1
OG0002582	SINT1_35060.2, SINT1_35060.1, SINT1_35060.3	Smp_032250.1
OG0002583	SINT1_86260.1	Smp_315910.1
OG0002584	SINT1_39130.4, SINT1_39130.2, SINT1_39130.1, SINT1_39130.3	Smp_327480.1
OG0002585	SINT1_21070.2, SINT1_21070.1, SINT1_21070.3, SINT1_21070.4	Smp_243810.1
OG0002586	SINT1_19210.1, SINT1_19210.2	Smp_333310.1
OG0002587	SINT1_81480.1, SINT1_81490.1, SINT1_81490.2	Smp_145700.1
OG0002588	SINT1_60930.1	Smp_094140.1
OG0002589	SINT1_60700.1	Smp_018580.1
OG0002590	SINT1_75270.1	Smp_167890.1
OG0002591	SINT1_77310.1, SINT1_77310.2	Smp_334370.1
OG0002592	SINT1_27590.1, SINT1_27590.2	Smp_097810.1
OG0002593	SINT1_78750.1	Smp_334420.1, Smp_334420.2
OG0002594	SINT1_78740.1	Smp_090030.1
