Orthogroup	schistosoma_guineensis	schistosoma_mansoni
OG0003432	SGUI1_70930.1, SGUI1_70930.2	Smp_086450.1
OG0003433	SGUI1_4570.1	Smp_022700.1
OG0003434	SGUI1_60180.1, SGUI1_60170.1	Smp_247260.1
OG0003435	SGUI1_36840.1	Smp_008230.1
OG0003436	SGUI1_50540.1, SGUI1_50540.2	Smp_123020.1
OG0003437	SGUI1_73020.1	Smp_051930.1
OG0003438	SGUI1_30760.1	Smp_128890.1
OG0003439	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2	Smp_136490.1
OG0003440	SGUI1_19350.1	Smp_316620.1
OG0003441	SGUI1_26670.1	Smp_333250.1
OG0003442	SGUI1_72850.1, SGUI1_72850.2	Smp_312820.1
OG0003443	SGUI1_59240.1, SGUI1_59230.1	Smp_194090.1
OG0003445	SGUI1_44820.1	Smp_131810.1
OG0003446	SGUI1_34870.1	Smp_009650.1
OG0003447	SGUI1_5100.1, SGUI1_5100.2	Smp_245250.1
OG0003448	SGUI1_70310.1, SGUI1_70310.2	Smp_063000.1, Smp_063000.2
OG0003449	SGUI1_70320.1	Smp_062980.1
OG0003450	SGUI1_66310.1	Smp_079840.1
OG0003451	SGUI1_85730.1	Smp_143930.1
OG0003452	SGUI1_8000.1	Smp_128600.1
OG0003453	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2	Smp_161550.1
OG0003454	SGUI1_34000.1	Smp_315700.1, Smp_315700.2
OG0003455	SGUI1_62190.1	Smp_078800.1
OG0003456	SGUI1_7610.2	Smp_245000.1
OG0003457	SGUI1_37890.1	Smp_142550.1
OG0003458	SGUI1_39030.1	Smp_125870.1
OG0003459	SGUI1_74140.1, SGUI1_74140.2	Smp_101310.1
OG0003460	SGUI1_44430.1	Smp_135120.1
OG0003461	SGUI1_84730.1	Smp_013200.1
OG0003462	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4	Smp_340820.1
OG0003463	SGUI1_85380.1, SGUI1_85380.2	Smp_212490.1
OG0003464	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3	Smp_344500.1, Smp_344500.2
OG0003465	SGUI1_63330.1	Smp_212540.1
OG0003466	SGUI1_9220.1	Smp_165850.1
OG0003467	SGUI1_77580.1	Smp_347570.1
OG0003468	SGUI1_68820.1	Smp_309680.1, Smp_309690.1
OG0003469	SGUI1_50700.1	Smp_001530.1
OG0003470	SGUI1_52350.1	Smp_333890.1
OG0003471	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3	Smp_066260.1
OG0003472	SGUI1_8260.1	Smp_011710.1
OG0003473	SGUI1_78290.1, SGUI1_78290.2	Smp_247530.1, Smp_247530.2
OG0003474	SGUI1_56960.1	Smp_139900.1
OG0003475	SGUI1_24180.1, SGUI1_24180.2	Smp_163220.1
OG0003476	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1	Smp_196920.1
OG0003477	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1	Smp_050880.2, Smp_050880.1
OG0003478	SGUI1_5990.1	Smp_304660.1, Smp_306210.1
OG0003479	SGUI1_27710.1, SGUI1_27710.2	Smp_141320.1
OG0003480	SGUI1_68100.1, SGUI1_68100.2	Smp_000110.1
OG0003481	SGUI1_62030.1, SGUI1_62030.2, SGUI1_62030.3	Smp_162710.1
OG0003482	SGUI1_88020.1, SGUI1_88020.2	Smp_267090.1
OG0003483	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3	Smp_336350.1
OG0003484	SGUI1_4210.1	Smp_242630.1
OG0003485	SGUI1_83920.1	Smp_343680.1
OG0003486	SGUI1_41350.1	Smp_072560.1
OG0003487	SGUI1_51760.1	Smp_166980.1
OG0003488	SGUI1_10660.3, SGUI1_10660.1, SGUI1_10660.2	Smp_047240.1
OG0003489	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1	Smp_096780.1
OG0003490	SGUI1_8170.1	Smp_011560.1
OG0003491	SGUI1_33840.1, SGUI1_33840.2	Smp_340850.1
OG0003492	SGUI1_61420.1	Smp_018570.1
OG0003493	SGUI1_92100.1, SGUI1_92100.2	Smp_317670.1, Smp_342590.1
OG0003494	SGUI1_97210.1	Smp_175660.1, Smp_175660.2
OG0003495	SGUI1_4080.1	Smp_139070.1
OG0003496	SGUI1_30110.1	Smp_160850.1
OG0003497	SGUI1_55620.1	Smp_037460.1
OG0003498	SGUI1_70550.1	Smp_053160.1
OG0003499	SGUI1_62540.1	Smp_129450.1
OG0003500	SGUI1_63760.1, SGUI1_63760.2	Smp_026280.1, Smp_026280.2
OG0003501	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1	Smp_169610.1
OG0003502	SGUI1_88100.1	Smp_120080.1
OG0003503	SGUI1_5420.1	Smp_172730.1
OG0003504	SGUI1_38820.1	Smp_054620.1, Smp_054620.2, Smp_054620.3
OG0003505	SGUI1_51300.1, SGUI1_51300.2	Smp_172990.1
OG0003507	SGUI1_4090.1, SGUI1_4090.2	Smp_031220.1
OG0003508	SGUI1_65200.1	Smp_027080.1
OG0003509	SGUI1_43960.1	Smp_142250.1
OG0003510	SGUI1_1060.1	Smp_170230.1
OG0003511	SGUI1_65110.1	Smp_018870.1
OG0003512	SGUI1_83230.2, SGUI1_83230.1	Smp_085520.1
OG0003513	SGUI1_76170.1	Smp_313310.1
OG0003514	SGUI1_28600.1	Smp_246030.1
OG0003515	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3	Smp_033350.1
OG0003516	SGUI1_51050.1	Smp_023270.1
OG0003517	SGUI1_95810.1, SGUI1_95810.2	Smp_346540.1
OG0003518	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3	Smp_247790.1
OG0003519	SGUI1_37590.1	Smp_068110.1
OG0003520	SGUI1_58240.1	Smp_160000.1
OG0003521	SGUI1_10880.1	Smp_061970.1
OG0003522	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4	Smp_170690.1
OG0003523	SGUI1_54930.1	Smp_212140.1
OG0003524	SGUI1_62470.1	Smp_013360.2
OG0003525	SGUI1_3330.1	Smp_198680.1, Smp_198680.2
OG0003526	SGUI1_29820.1	Smp_200410.1
OG0003527	SGUI1_80120.1	Smp_055760.1
OG0003528	SGUI1_660.1, SGUI1_660.2	Smp_015530.1
OG0003529	SGUI1_42190.4, SGUI1_42190.1, SGUI1_42190.3, SGUI1_42190.2	Smp_121320.1
OG0003530	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3	Smp_138290.1
OG0003531	SGUI1_9840.4, SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3	Smp_214290.1
OG0003532	SGUI1_7660.1, SGUI1_7660.2	Smp_043500.1, Smp_043500.2
OG0003533	SGUI1_48340.1	Smp_345270.1
OG0003534	SGUI1_87780.1	Smp_172210.1, Smp_172210.2, Smp_172210.3
OG0003535	SGUI1_96560.1	Smp_097590.1
OG0003536	SGUI1_61470.1	Smp_132350.1
OG0003537	SGUI1_59710.1	Smp_167450.1
OG0003538	SGUI1_21830.3	Smp_026560.1
OG0003539	SGUI1_77490.5, SGUI1_77490.2, SGUI1_77490.3, SGUI1_77490.6, SGUI1_77490.1, SGUI1_77490.4	Smp_329600.1
OG0003540	SGUI1_13880.1	Smp_093100.1, Smp_348830.1
OG0003541	SGUI1_86510.1, SGUI1_86500.1	Smp_074140.1
OG0003542	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4	Smp_063390.1
OG0003543	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2	Smp_046880.1
OG0003544	SGUI1_48600.1, SGUI1_48600.2	Smp_171280.1
OG0003545	SGUI1_19130.1, SGUI1_19130.2	Smp_076040.1
OG0003547	SGUI1_7120.1	Smp_304870.1
OG0003548	SGUI1_22170.1	Smp_345530.1
OG0003549	SGUI1_88450.1, SGUI1_88450.2	Smp_080730.1
OG0003550	SGUI1_37390.1, SGUI1_37390.2	Smp_246990.1
OG0003551	SGUI1_64810.3, SGUI1_64810.1, SGUI1_64810.2	Smp_243210.1
OG0003552	SGUI1_58330.1, SGUI1_58330.2	Smp_307730.1, Smp_307730.2
OG0003553	SGUI1_9120.1, SGUI1_9130.1	Smp_346090.1
OG0003554	SGUI1_69550.2, SGUI1_69550.3, SGUI1_69550.4, SGUI1_69550.5, SGUI1_69550.6, SGUI1_69550.1	Smp_340030.1
OG0003555	SGUI1_76970.1	Smp_334280.1
OG0003556	SGUI1_61400.1	Smp_018550.1
OG0003557	SGUI1_46590.1, SGUI1_46590.2, SGUI1_46590.3, SGUI1_46590.4	Smp_021080.1
OG0003558	SGUI1_58680.2, SGUI1_58680.1	Smp_176490.1, Smp_176490.2
OG0003559	SGUI1_81390.1, SGUI1_81390.2, SGUI1_81390.3, SGUI1_81390.4	Smp_247640.1
OG0003562	SGUI1_64510.1	Smp_326300.1
OG0003562	SGUI1_64500.1	Smp_308760.1
OG0003562	SGUI1_64490.1	Smp_308750.1, Smp_308755.1
OG0003563	SGUI1_59000.1	Smp_325690.1, Smp_325690.2, Smp_325700.1
OG0003563	SGUI1_86190.1, SGUI1_86200.1, SGUI1_86330.1	Smp_331180.1, Smp_331150.1, Smp_333380.1
OG0003564	SGUI1_31320.1	Smp_314730.1, Smp_315110.1
OG0003565	SGUI1_26750.1, SGUI1_26750.2	Smp_324050.1
OG0003566	SGUI1_4900.1, SGUI1_4900.4, SGUI1_4900.2, SGUI1_4900.3	Smp_166530.1
OG0003567	SGUI1_11210.1	Smp_347620.1
OG0003568	SGUI1_2690.1	Smp_153220.1
OG0003569	SGUI1_6110.1	Smp_175090.1
OG0003571	SGUI1_3470.1	Smp_322230.1
OG0003571	SGUI1_3480.1	Smp_322230.2, Smp_342430.1
OG0003572	SGUI1_67820.4, SGUI1_67820.3, SGUI1_67820.1, SGUI1_67820.2	Smp_326580.1, Smp_326580.2
OG0003577	SGUI1_44480.1	Smp_135080.1
OG0003579	SGUI1_36510.1	Smp_121430.1
OG0003580	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1	Smp_054340.1
OG0003581	SGUI1_41230.1	Smp_169180.1
OG0003582	SGUI1_57660.1	Smp_349410.1
OG0003583	SGUI1_2830.1	Smp_242530.1, Smp_242530.2, Smp_242530.3
OG0003584	SGUI1_62060.1, SGUI1_62060.2	Smp_174780.1
OG0003585	SGUI1_84420.1	Smp_321250.1
OG0003586	SGUI1_45010.1, SGUI1_45010.2	Smp_075870.1
OG0003587	SGUI1_10120.1	Smp_165460.1
OG0003588	SGUI1_15800.1	Smp_038965.1, Smp_038980.1
OG0003589	SGUI1_71510.1	Smp_198190.1
OG0003590	SGUI1_5970.1	Smp_006195.1, Smp_342170.1
OG0003591	SGUI1_59610.1	Smp_124460.1
OG0003592	SGUI1_73850.3, SGUI1_73860.1	Smp_343130.1
OG0003593	SGUI1_33170.1	Smp_114160.1
OG0003594	SGUI1_15190.1	Smp_024360.1
OG0003595	SGUI1_85810.1	Smp_166200.1
OG0003596	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3	Smp_148400.1, Smp_148400.2
OG0003597	SGUI1_73410.3, SGUI1_73410.1, SGUI1_73410.2, SGUI1_73410.4	Smp_334160.1, Smp_334160.2
OG0003598	SGUI1_36150.1	Smp_000050.1
OG0003599	SGUI1_12420.1	Smp_157230.1
OG0003600	SGUI1_4890.1	Smp_246330.1
OG0003601	SGUI1_27290.1	Smp_097730.1
OG0003602	SGUI1_65130.1, SGUI1_65130.2, SGUI1_65130.4, SGUI1_65130.3	Smp_342670.1
OG0003603	SGUI1_71430.1	Smp_248170.1
OG0003604	SGUI1_990.1	Smp_347210.1
OG0003605	SGUI1_16090.1, SGUI1_16090.2	Smp_060170.1
OG0003606	SGUI1_34050.1	Smp_083150.1
OG0003607	SGUI1_14780.1	Smp_159450.1
OG0003608	SGUI1_36090.1, SGUI1_36090.2	Smp_132620.1
OG0003609	SGUI1_24260.2, SGUI1_24260.1	Smp_159570.1
OG0003610	SGUI1_88830.1	Smp_138890.3, Smp_138890.1, Smp_138890.2
OG0003611	SGUI1_54330.1	Smp_043780.1
OG0003612	SGUI1_59730.1	Smp_333520.1, Smp_167470.1
OG0003613	SGUI1_68620.1	Smp_100110.1
OG0003614	SGUI1_59540.1	Smp_004440.1
OG0003615	SGUI1_38780.1, SGUI1_38780.2	Smp_332550.1, Smp_332550.2
OG0003616	SGUI1_17240.3, SGUI1_17240.2, SGUI1_17240.1	Smp_323920.1
OG0003617	SGUI1_61000.1	Smp_246900.1
OG0003618	SGUI1_24090.1, SGUI1_24090.2, SGUI1_24090.3, SGUI1_24090.4, SGUI1_24090.5	Smp_176430.1
OG0003620	SGUI1_49000.1	Smp_065290.1
OG0003622	SGUI1_70890.1	Smp_316800.1
OG0003623	SGUI1_50010.1, SGUI1_50020.1	Smp_004170.1
OG0003624	SGUI1_10990.1	Smp_017890.1
OG0003625	SGUI1_86440.1	Smp_174690.1
OG0003626	SGUI1_85870.1	Smp_081820.1
OG0003627	SGUI1_85650.1, SGUI1_85650.2	Smp_334630.1
OG0003628	SGUI1_33420.2, SGUI1_33420.3, SGUI1_33420.1, SGUI1_33420.4, SGUI1_33420.7, SGUI1_33420.5, SGUI1_33420.6	Smp_025700.1
OG0003630	SGUI1_35690.1, SGUI1_35690.2	Smp_332470.1
OG0003631	SGUI1_79090.1	Smp_055130.1
OG0003632	SGUI1_64850.1, SGUI1_64850.2	Smp_144450.1, Smp_144450.2
OG0003633	SGUI1_53410.1	Smp_128750.1
OG0003634	SGUI1_78420.1	Smp_343750.1
OG0003635	SGUI1_76910.1	Smp_095650.1
OG0003636	SGUI1_74170.1, SGUI1_74170.2, SGUI1_74170.3	Smp_336730.1
OG0003637	SGUI1_67870.1	Smp_000320.1
OG0003638	SGUI1_54200.1	Smp_245900.1
OG0003639	SGUI1_54230.1, SGUI1_54220.1	Smp_044810.1
OG0003640	SGUI1_4540.1	Smp_245290.1
OG0003641	SGUI1_76120.1	Smp_053640.1, Smp_053640.2
OG0003642	SGUI1_56780.1	Smp_336050.1
OG0003643	SGUI1_72700.1	Smp_168520.1
OG0003644	SGUI1_14760.1	Smp_045730.1
OG0003645	SGUI1_47040.1	Smp_213020.1
OG0003646	SGUI1_53670.1	Smp_154830.1
OG0003647	SGUI1_15070.1	Smp_244380.1
OG0003648	SGUI1_9270.4, SGUI1_9270.2, SGUI1_9270.1, SGUI1_9270.5, SGUI1_9270.3	Smp_165840.1
OG0003649	SGUI1_38390.1	Smp_160780.1
OG0003650	SGUI1_15120.1, SGUI1_15120.2	Smp_306180.1
OG0003651	SGUI1_50680.1	Smp_001560.1
OG0003652	SGUI1_54360.1, SGUI1_54340.1	Smp_318800.1
OG0003653	SGUI1_39730.1	Smp_213920.1, Smp_213930.1
OG0003654	SGUI1_66960.1	Smp_138430.1
OG0003655	SGUI1_29860.2, SGUI1_29860.1	Smp_173180.1
OG0003656	SGUI1_71080.1	Smp_036020.1, Smp_036020.2
OG0003657	SGUI1_3560.1, SGUI1_3550.1, SGUI1_3550.2	Smp_304220.1, Smp_304210.1
OG0003658	SGUI1_72730.2, SGUI1_72730.1	Smp_211060.1
OG0003659	SGUI1_78960.1	Smp_165340.1
OG0003660	SGUI1_72350.1	Smp_213750.1
OG0003661	SGUI1_52160.1	Smp_146630.1
OG0003662	SGUI1_43920.1	Smp_085910.1
OG0003663	SGUI1_70380.1	Smp_241510.1
OG0003664	SGUI1_55640.1, SGUI1_55650.1	Smp_213230.1
OG0003665	SGUI1_72830.1, SGUI1_72830.2, SGUI1_72830.3, SGUI1_72830.4	Smp_146690.1
OG0003666	SGUI1_58200.1, SGUI1_58200.2	Smp_347290.1
OG0003667	SGUI1_16150.1	Smp_060290.1
OG0003669	SGUI1_55250.1, SGUI1_55250.2	Smp_137720.1
OG0003670	SGUI1_62840.1, SGUI1_62840.2	Smp_181490.1
OG0003671	SGUI1_76100.1, SGUI1_76100.2	Smp_247810.1
OG0003672	SGUI1_94380.2, SGUI1_94380.1, SGUI1_94380.3, SGUI1_94380.4	Smp_140110.1
OG0003673	SGUI1_88350.1, SGUI1_88350.2, SGUI1_88350.3, SGUI1_88350.4	Smp_165720.1, Smp_165720.2
OG0003674	SGUI1_33910.1	Smp_305430.1
OG0003675	SGUI1_64480.1	Smp_340980.1, Smp_063380.1
OG0003676	SGUI1_94450.1, SGUI1_94450.2	Smp_140040.1, Smp_140040.2
OG0003677	SGUI1_80060.1	Smp_344410.1
OG0003678	SGUI1_31030.1	Smp_346630.1
OG0003679	SGUI1_44880.2, SGUI1_44880.1	Smp_131770.1, Smp_131770.2
OG0003680	SGUI1_37260.1	Smp_083790.1
OG0003681	SGUI1_87560.3, SGUI1_87560.2, SGUI1_87560.1, SGUI1_87560.4	Smp_123280.1
OG0003682	SGUI1_75910.1, SGUI1_75910.2, SGUI1_75910.3	Smp_043210.1
OG0003683	SGUI1_8570.1	Smp_133800.1
OG0003684	SGUI1_29500.1	Smp_034430.1
OG0003685	SGUI1_38060.1, SGUI1_38060.2, SGUI1_38060.3, SGUI1_38060.4	Smp_084600.1
OG0003686	SGUI1_91410.1, SGUI1_91410.2	Smp_147020.1
OG0003687	SGUI1_87730.1	Smp_172240.1
OG0003688	SGUI1_82610.1, SGUI1_82610.2, SGUI1_82610.3, SGUI1_82610.4	Smp_101370.2, Smp_101370.1
OG0003689	SGUI1_62950.1, SGUI1_62950.2, SGUI1_62950.3	Smp_106060.1
OG0003690	SGUI1_55310.3, SGUI1_55310.1, SGUI1_55310.2	Smp_316380.1
OG0003691	SGUI1_96330.1, SGUI1_96330.2	Smp_031730.1
OG0003692	SGUI1_38150.1	Smp_141680.1
OG0003693	SGUI1_53340.1	Smp_012380.1
OG0003694	SGUI1_23590.1, SGUI1_23590.2, SGUI1_23590.3	Smp_171070.1
OG0003695	SGUI1_65190.1, SGUI1_65190.2	Smp_336330.1
OG0003696	SGUI1_70150.1	Smp_176100.1, Smp_176100.2
OG0003697	SGUI1_1490.1	Smp_342820.1
OG0003698	SGUI1_32640.1	Smp_344520.1
OG0003699	SGUI1_32170.1, SGUI1_32170.2	Smp_033680.1
OG0003700	SGUI1_46220.1	Smp_131700.1
OG0003701	SGUI1_82180.1	Smp_337370.1
OG0003702	SGUI1_19380.1	Smp_342600.1
OG0003703	SGUI1_11260.1, SGUI1_11260.2	Smp_305875.1, Smp_305875.2
OG0003704	SGUI1_33230.1, SGUI1_33230.2	Smp_093580.1
OG0003705	SGUI1_34230.1	Smp_118220.1
OG0003706	SGUI1_91640.1	Smp_098450.1
OG0003708	SGUI1_61820.1	Smp_162620.1
OG0003709	SGUI1_2210.1, SGUI1_2210.2	Smp_176200.1
OG0003710	SGUI1_33290.1	Smp_347110.1
OG0003711	SGUI1_67520.1	Smp_000660.1
OG0003712	SGUI1_17360.1	Smp_037400.1, Smp_037400.2
OG0003713	SGUI1_87670.1, SGUI1_87670.2	Smp_091740.1, Smp_091740.2
OG0003714	SGUI1_89370.1, SGUI1_89380.1	Smp_343490.1
OG0003715	SGUI1_25390.1	Smp_213720.1
OG0003716	SGUI1_93500.1	Smp_127620.1
OG0003717	SGUI1_73180.1	Smp_150080.3, Smp_150080.2, Smp_150080.1
OG0003718	SGUI1_78070.1	Smp_042390.1
OG0003719	SGUI1_50130.1	Smp_129640.1
OG0003720	SGUI1_60330.1, SGUI1_60330.2, SGUI1_60330.3	Smp_066330.1
OG0003721	SGUI1_92330.1, SGUI1_92330.2, SGUI1_92330.3	Smp_127080.1
OG0003722	SGUI1_92290.1, SGUI1_92300.1	Smp_317700.1, Smp_342300.1
OG0003723	SGUI1_93180.1	Smp_130270.2, Smp_130270.1, Smp_130270.3
OG0003724	SGUI1_19160.1, SGUI1_19160.2	Smp_076010.1
OG0003725	SGUI1_5270.1	Smp_067540.1
OG0003726	SGUI1_54610.1, SGUI1_54610.5, SGUI1_54610.2, SGUI1_54610.3, SGUI1_54610.4	Smp_047620.1
OG0003727	SGUI1_28670.1	Smp_178710.1
OG0003728	SGUI1_20580.1	Smp_032320.2
OG0003729	SGUI1_8460.1, SGUI1_8460.2, SGUI1_8460.3	Smp_011860.1
OG0003730	SGUI1_49850.2, SGUI1_49850.1	Smp_180430.1
OG0003731	SGUI1_83300.1	Smp_334510.1
OG0003732	SGUI1_81730.1, SGUI1_81730.2	Smp_125670.1
OG0003733	SGUI1_6830.1, SGUI1_6830.2	Smp_311890.1, Smp_315980.1
OG0003734	SGUI1_3700.1	Smp_322280.1, Smp_022500.1
OG0003736	SGUI1_69520.1	Smp_000910.1
OG0003738	SGUI1_43780.1, SGUI1_43780.2	Smp_332700.1
OG0003739	SGUI1_49800.2, SGUI1_49800.1	Smp_144870.1
OG0003740	SGUI1_26710.1, SGUI1_26710.2	Smp_159730.1
OG0003741	SGUI1_53610.1	Smp_154850.1
OG0003742	SGUI1_59810.1, SGUI1_59810.2, SGUI1_59820.1	Smp_167520.1
OG0003743	SGUI1_64370.1	Smp_156280.1
OG0003744	SGUI1_31150.1	Smp_161850.1
OG0003745	SGUI1_30620.1	Smp_128990.1
OG0003746	SGUI1_3580.1, SGUI1_3580.2, SGUI1_3580.6, SGUI1_3580.3, SGUI1_3580.4, SGUI1_3580.5	Smp_171670.1
OG0003747	SGUI1_24470.1	Smp_213680.1
OG0003748	SGUI1_3430.1	Smp_343160.1
OG0003749	SGUI1_21160.1, SGUI1_21160.2	Smp_162910.1
OG0003750	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1	Smp_247370.1
OG0003751	SGUI1_85910.1	Smp_133380.1
OG0003752	SGUI1_34220.1, SGUI1_34220.2	Smp_167170.1
OG0003753	SGUI1_21340.1	Smp_160320.1
OG0003754	SGUI1_82530.1	Smp_160530.1
OG0003755	SGUI1_2390.1, SGUI1_2390.2	Smp_153250.1
OG0003756	SGUI1_91300.1	Smp_341570.1
OG0003757	SGUI1_41440.1	Smp_072440.1
OG0003758	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2	Smp_057020.1
OG0003759	SGUI1_68690.1	Smp_212710.1
OG0003760	SGUI1_41670.1	Smp_157470.1
OG0003761	SGUI1_49910.1, SGUI1_49910.2, SGUI1_49910.3	Smp_004260.1
OG0003762	SGUI1_88790.1	Smp_138920.1
OG0003763	SGUI1_41340.1	Smp_211320.2, Smp_211320.1
OG0003764	SGUI1_38980.1	Smp_170340.1
OG0003765	SGUI1_11030.1	Smp_017860.1
OG0003766	SGUI1_46560.2, SGUI1_46560.1	Smp_133600.1
OG0003767	SGUI1_60560.1	Smp_074040.1
OG0003768	SGUI1_1810.1	Smp_169480.1, Smp_169480.2
OG0003769	SGUI1_24770.1	Smp_124130.1
OG0003770	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1	Smp_141000.1, Smp_141000.2
OG0003771	SGUI1_6360.1, SGUI1_6360.2	Smp_096160.1
OG0003772	SGUI1_48150.1	Smp_245550.2, Smp_245550.1
OG0003773	SGUI1_88670.1	Smp_036370.1
OG0003774	SGUI1_72580.1	Smp_312760.1
OG0003775	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3	Smp_050350.1
OG0003776	SGUI1_7220.1	Smp_342730.1
OG0003777	SGUI1_58580.1, SGUI1_58580.2, SGUI1_58580.3	Smp_105690.1
OG0003778	SGUI1_93170.1	Smp_130280.3, Smp_130280.2, Smp_130280.1
OG0003779	SGUI1_12950.1, SGUI1_13040.1	Smp_153520.1
OG0003780	SGUI1_66990.1	Smp_120960.1, Smp_326430.1
OG0003781	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4	Smp_168400.1
OG0003782	SGUI1_50430.1, SGUI1_50430.2	Smp_066630.1
OG0003783	SGUI1_46020.1	Smp_242220.1
OG0003784	SGUI1_46160.1	Smp_017360.1
OG0003785	SGUI1_44840.1	Smp_017520.1
OG0003786	SGUI1_64060.1	Smp_197540.1
OG0003787	SGUI1_19760.1	Smp_077180.1
OG0003788	SGUI1_71730.1	Smp_148790.1
OG0003789	SGUI1_7470.1	Smp_304910.1
OG0003790	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1	Smp_097280.1
OG0003791	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3	Smp_002950.1
OG0003792	SGUI1_55880.1	Smp_142490.1
OG0003793	SGUI1_46510.1	Smp_147750.1
OG0003794	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3	Smp_088310.1
OG0003795	SGUI1_310.1	Smp_337530.1
OG0003796	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4	Smp_123630.1
OG0003798	SGUI1_14800.1	Smp_068840.1, Smp_068840.2
OG0003799	SGUI1_81550.1, SGUI1_81550.2	Smp_348340.1
OG0003800	SGUI1_22920.1, SGUI1_22920.2	Smp_164200.1
OG0003801	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3	Smp_012410.1
OG0003802	SGUI1_78820.1, SGUI1_78820.2, SGUI1_78820.3	Smp_015980.1
OG0003803	SGUI1_9290.1, SGUI1_9290.2, SGUI1_9290.3	Smp_165780.1
OG0003805	SGUI1_1000.1	Smp_015880.1
OG0003806	SGUI1_7340.1	Smp_066410.1
OG0003807	SGUI1_36890.1	Smp_008140.1
OG0003808	SGUI1_79970.1	Smp_337490.1, Smp_337490.2
OG0003809	SGUI1_71130.1, SGUI1_71140.1, SGUI1_71140.3, SGUI1_71140.2	Smp_126750.1
OG0003810	SGUI1_29870.1, SGUI1_29870.2	Smp_131790.1
OG0003811	SGUI1_26660.1, SGUI1_26660.2, SGUI1_26660.3, SGUI1_26660.4	Smp_341730.1
OG0003812	SGUI1_24670.1, SGUI1_24670.4, SGUI1_24670.2, SGUI1_24670.3	Smp_213690.1
OG0003814	SGUI1_82740.1, SGUI1_82740.2	Smp_150580.1
OG0003815	SGUI1_89570.1	Smp_149410.1
OG0003816	SGUI1_60040.1	Smp_121930.1, Smp_121930.2
OG0003817	SGUI1_60620.1, SGUI1_60620.2, SGUI1_60620.3, SGUI1_60620.4	Smp_308260.1
OG0003818	SGUI1_30210.1	Smp_246240.1
OG0003819	SGUI1_27650.3, SGUI1_27650.4, SGUI1_27650.5, SGUI1_27650.6, SGUI1_27650.1, SGUI1_27650.7, SGUI1_27650.2	Smp_035540.1
OG0003820	SGUI1_41280.1, SGUI1_41290.1	Smp_341130.1, Smp_316860.1, Smp_319970.1
OG0003821	SGUI1_11100.1	Smp_131970.1
OG0003822	SGUI1_93800.1, SGUI1_93800.2	Smp_214090.1
OG0003827	SGUI1_29680.1	Smp_129830.1
OG0003828	SGUI1_37490.1	Smp_158480.1
OG0003829	SGUI1_6670.1	Smp_171940.1
OG0003830	SGUI1_10470.1, SGUI1_10470.2	Smp_061870.1
OG0003831	SGUI1_95950.1	Smp_170540.1
OG0003832	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4	Smp_125160.1
OG0003833	SGUI1_44940.1	Smp_303330.1
OG0003834	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3	Smp_336830.1
OG0003835	SGUI1_15470.1	Smp_054320.1
OG0003836	SGUI1_29650.1	Smp_129870.1
OG0003837	SGUI1_40160.1	Smp_148700.1
OG0003838	SGUI1_13530.1	Smp_345410.1
OG0003839	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3	Smp_132000.1
