Orthogroup	schistosoma_guineensis	opisthorchis_viverrini
OG0002603	SGUI1_63580.1	T265_01188
OG0002604	SGUI1_2430.2, SGUI1_2430.1	T265_10922
OG0002605	SGUI1_49480.1	T265_09297
OG0002606	SGUI1_85470.1	T265_15010
OG0002607	SGUI1_33200.1	T265_15621
OG0002608	SGUI1_48240.1, SGUI1_48240.2, SGUI1_48240.3, SGUI1_48240.4	T265_03557
OG0002609	SGUI1_3860.1	T265_06812
OG0002610	SGUI1_42550.1	T265_04076, T265_15961
OG0002611	SGUI1_16500.3, SGUI1_16500.1, SGUI1_16500.4, SGUI1_16500.5, SGUI1_16500.2, SGUI1_16500.6	T265_10160
OG0002613	SGUI1_45390.1, SGUI1_70300.1	T265_08303, T265_07594
OG0002614	SGUI1_270.1	T265_15097, T265_16170
OG0002615	SGUI1_83840.1	T265_03587
OG0002616	SGUI1_37150.1	T265_04004
OG0002617	SGUI1_40950.1, SGUI1_40950.3, SGUI1_40950.5, SGUI1_40950.2, SGUI1_40950.4	T265_04692
OG0002618	SGUI1_57770.1, SGUI1_57760.1	T265_06714, T265_16357
OG0002619	SGUI1_60510.1	T265_10984
OG0002620	SGUI1_30050.1	T265_08636
OG0002621	SGUI1_7810.1	T265_09809
OG0002622	SGUI1_56830.1	T265_11458
OG0002623	SGUI1_10430.1	T265_04416
OG0002624	SGUI1_16210.1	T265_07686
OG0002625	SGUI1_35950.4, SGUI1_35950.2, SGUI1_35950.3, SGUI1_35950.5, SGUI1_35950.1	T265_06474
OG0002626	SGUI1_58050.2, SGUI1_58050.1	T265_08212
OG0002627	SGUI1_12130.1, SGUI1_12130.11, SGUI1_12130.12, SGUI1_12130.13, SGUI1_12130.8	T265_03218
OG0002628	SGUI1_41710.1	T265_08624
OG0002629	SGUI1_91820.1, SGUI1_91820.2, SGUI1_91820.3, SGUI1_91820.4	T265_13471
OG0002630	SGUI1_8120.1	T265_01008
OG0002631	SGUI1_24830.1	T265_05687
OG0002632	SGUI1_85120.1	T265_06015
OG0002633	SGUI1_39860.5, SGUI1_39860.3, SGUI1_39860.1, SGUI1_39860.4, SGUI1_39860.2	T265_04018
OG0002634	SGUI1_24640.2, SGUI1_24640.1	T265_05042
OG0002635	SGUI1_22750.1	T265_06947
OG0002636	SGUI1_80660.2, SGUI1_80660.1, SGUI1_80660.3	T265_12437
OG0002637	SGUI1_94680.1	T265_14280, T265_14279
OG0002638	SGUI1_54390.4, SGUI1_54390.1, SGUI1_54390.2, SGUI1_54390.3, SGUI1_54390.5	T265_01339
OG0002639	SGUI1_67460.1	T265_06794
OG0002640	SGUI1_9790.1	T265_08171
OG0002641	SGUI1_53770.1, SGUI1_53770.2	T265_11303
OG0002642	SGUI1_1430.2, SGUI1_1430.1	T265_06912
OG0002643	SGUI1_4140.1	T265_10968
OG0002644	SGUI1_62350.1, SGUI1_62350.2, SGUI1_62350.3	T265_14640
OG0002645	SGUI1_9210.1	T265_00224
OG0002646	SGUI1_26810.1	T265_05691
OG0002647	SGUI1_88600.1, SGUI1_88600.2, SGUI1_88600.5, SGUI1_88600.3, SGUI1_88600.4	T265_03821
OG0002648	SGUI1_6260.1, SGUI1_6260.2	T265_04212
OG0002649	SGUI1_40300.1	T265_05362
OG0002650	SGUI1_7820.1	T265_14961
OG0002651	SGUI1_9830.1	T265_13532, T265_13531
OG0002652	SGUI1_45070.1, SGUI1_45070.2	T265_03490, T265_03489
OG0002653	SGUI1_89640.1, SGUI1_89640.2, SGUI1_89640.3	T265_05349
OG0002654	SGUI1_82160.1	T265_15265
OG0002655	SGUI1_57350.1	T265_07489
OG0002656	SGUI1_20060.1, SGUI1_20060.2	T265_13304
OG0002658	SGUI1_29270.1	T265_00747, T265_12627
OG0002661	SGUI1_64200.1	T265_13706
OG0002662	SGUI1_84050.1	T265_14428
OG0002663	SGUI1_84650.1	T265_10211
OG0002664	SGUI1_96440.1, SGUI1_96440.4, SGUI1_96440.2, SGUI1_96440.3	T265_11068, T265_16106
OG0002665	SGUI1_50400.1, SGUI1_50400.2, SGUI1_50400.3	T265_06844, T265_16075
OG0002666	SGUI1_32250.1	T265_10120
OG0002667	SGUI1_27320.1	T265_03243
OG0002668	SGUI1_69580.1, SGUI1_69580.5, SGUI1_69580.4, SGUI1_69580.2, SGUI1_69580.6, SGUI1_69580.3	T265_01423
OG0002669	SGUI1_89350.1, SGUI1_89360.1	T265_13389
OG0002670	SGUI1_28380.1	T265_02796
OG0002671	SGUI1_94020.1, SGUI1_94020.2, SGUI1_94020.3, SGUI1_94020.4	T265_04847
OG0002672	SGUI1_74230.3, SGUI1_74230.4, SGUI1_74230.1, SGUI1_74230.2	T265_00778
OG0002673	SGUI1_74330.1, SGUI1_74330.2, SGUI1_74330.4, SGUI1_74330.5, SGUI1_74330.3	T265_14755
OG0002674	SGUI1_27510.1, SGUI1_27510.2, SGUI1_27510.3, SGUI1_27510.4	T265_02974, T265_09573
OG0002675	SGUI1_9090.1, SGUI1_9090.2	T265_01135
OG0002676	SGUI1_68910.1	T265_08124
OG0002677	SGUI1_62920.2, SGUI1_62920.1, SGUI1_62920.3	T265_11806
OG0002678	SGUI1_7080.1, SGUI1_7090.1	T265_14495, T265_08174
OG0002679	SGUI1_81090.1, SGUI1_81090.2	T265_14188
OG0002680	SGUI1_67690.1	T265_01156
OG0002681	SGUI1_27100.1	T265_11893, T265_11894
OG0002682	SGUI1_19370.1, SGUI1_19370.2, SGUI1_19370.3	T265_10217
OG0002684	SGUI1_85930.1	T265_05163
OG0002685	SGUI1_15570.1	T265_09546
OG0002686	SGUI1_54080.1	T265_13273
OG0002687	SGUI1_28990.1, SGUI1_28990.2, SGUI1_28990.3, SGUI1_28990.5, SGUI1_28990.6, SGUI1_28990.4, SGUI1_28990.7	T265_04020, T265_04336
OG0002688	SGUI1_25570.1, SGUI1_25570.2	T265_11653
OG0002689	SGUI1_25600.1, SGUI1_25600.3, SGUI1_25600.2	T265_04523
OG0002690	SGUI1_40830.1	T265_09672
OG0002691	SGUI1_84000.1	T265_15871
OG0002692	SGUI1_12430.1	T265_11446
OG0002693	SGUI1_48230.1, SGUI1_48200.1	T265_02440
OG0002694	SGUI1_93780.1, SGUI1_93780.2	T265_04234, T265_07936
OG0002696	SGUI1_33760.5, SGUI1_33760.1, SGUI1_33760.2, SGUI1_33760.3, SGUI1_33760.4, SGUI1_33760.6	T265_08323
OG0002698	SGUI1_2500.1, SGUI1_2500.2	T265_12501
OG0002700	SGUI1_96740.5, SGUI1_96740.1, SGUI1_96740.2, SGUI1_96740.4, SGUI1_96740.3	T265_02734
OG0002701	SGUI1_55220.1, SGUI1_55220.2, SGUI1_55270.1	T265_00287
OG0002709	SGUI1_7550.1	T265_09385
OG0002710	SGUI1_1200.1, SGUI1_1200.2, SGUI1_1200.3, SGUI1_1200.4	T265_02910, T265_02911
OG0002711	SGUI1_90980.1	T265_11288
OG0002713	SGUI1_47750.1, SGUI1_47750.4, SGUI1_47750.6, SGUI1_47750.5, SGUI1_47750.2, SGUI1_47750.3	T265_05798
OG0002714	SGUI1_77910.1, SGUI1_77910.2	T265_09095
OG0002715	SGUI1_61010.1, SGUI1_61010.2, SGUI1_61010.3	T265_02021
OG0002716	SGUI1_67980.1	T265_07182, T265_14219
OG0002717	SGUI1_89780.1, SGUI1_89780.2, SGUI1_89780.3	T265_01862, T265_16344
OG0002718	SGUI1_66980.1	T265_08451, T265_10568
OG0002719	SGUI1_5360.1	T265_06423
OG0002720	SGUI1_4870.1	T265_09225, T265_09226
OG0002721	SGUI1_95400.1, SGUI1_95400.2, SGUI1_95400.4, SGUI1_95400.3	T265_11661
OG0002722	SGUI1_21840.1	T265_08585
OG0002724	SGUI1_81370.1	T265_12997
OG0002726	SGUI1_30710.3, SGUI1_30710.2, SGUI1_30710.1	T265_08999
OG0002727	SGUI1_74070.1, SGUI1_74070.2	T265_00821
OG0002728	SGUI1_7950.2, SGUI1_7950.1, SGUI1_7950.3	T265_06495
OG0002729	SGUI1_15810.1, SGUI1_15810.4, SGUI1_15810.3, SGUI1_15810.2	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	SGUI1_82360.1	T265_02419, T265_16240
OG0002731	SGUI1_46250.2, SGUI1_46250.3, SGUI1_46250.4, SGUI1_46250.1	T265_01959, T265_13402
OG0002732	SGUI1_67620.1	T265_14352
OG0002733	SGUI1_24120.1, SGUI1_24120.3, SGUI1_24120.5, SGUI1_24120.2, SGUI1_24120.4, SGUI1_24120.6	T265_13194, T265_16356
OG0002734	SGUI1_42310.1	T265_13416
OG0002735	SGUI1_30800.1	T265_10699
OG0002736	SGUI1_24080.1	T265_03760
OG0002737	SGUI1_36530.1, SGUI1_36530.2	T265_05897
OG0002738	SGUI1_38130.1	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402, T265_05828
OG0002739	SGUI1_11880.1	T265_09407
OG0002740	SGUI1_39540.3, SGUI1_39540.2, SGUI1_39540.1, SGUI1_39540.4, SGUI1_39540.5, SGUI1_39540.6	T265_02573
OG0002741	SGUI1_17090.1, SGUI1_17090.2, SGUI1_17090.3	T265_10545, T265_11017
OG0002742	SGUI1_71760.1	T265_12515
OG0002743	SGUI1_41890.1	T265_15636
OG0002744	SGUI1_58170.1	T265_06158
OG0002745	SGUI1_92640.1	T265_05355
OG0002748	SGUI1_35090.1	T265_13947, T265_06098
OG0002749	SGUI1_47680.1	T265_06761
OG0002750	SGUI1_47020.1	T265_13284, T265_16195
OG0002751	SGUI1_39820.1, SGUI1_39820.2	T265_00573
OG0002752	SGUI1_70580.1	T265_00423, T265_16111
OG0002756	SGUI1_58450.1	T265_00650
OG0002757	SGUI1_31620.4, SGUI1_31620.1, SGUI1_31620.2, SGUI1_31620.3	T265_00762
OG0002758	SGUI1_5050.1, SGUI1_5050.2	T265_00955
OG0002759	SGUI1_27930.1	T265_03239
OG0002760	SGUI1_3570.1	T265_11036, T265_11034, T265_11035
OG0002762	SGUI1_96040.1	T265_13549
OG0002763	SGUI1_79020.1	T265_13464
OG0002764	SGUI1_31400.1	T265_08194, T265_02184, T265_02185
OG0002765	SGUI1_69280.1	T265_05839
OG0002766	SGUI1_73290.2, SGUI1_73290.4, SGUI1_73290.3, SGUI1_73290.1	T265_00330
OG0002767	SGUI1_49490.1	T265_06760
OG0002768	SGUI1_2260.1, SGUI1_2260.2, SGUI1_2260.3	T265_10258, T265_16169
OG0002769	SGUI1_25940.1	T265_01046
OG0002771	SGUI1_33530.1	T265_08021, T265_08022
OG0002774	SGUI1_2700.2, SGUI1_2700.1	T265_05258
OG0002776	SGUI1_75020.1	T265_11356
OG0002777	SGUI1_76560.1	T265_05823
OG0002778	SGUI1_95880.1	T265_09444
OG0002779	SGUI1_33110.1, SGUI1_33110.2	T265_14542
OG0002781	SGUI1_26370.1	T265_07481
OG0002782	SGUI1_79370.1, SGUI1_79370.2	T265_12327, T265_10961, T265_01932
OG0002783	SGUI1_54430.3, SGUI1_54430.1, SGUI1_54430.2	T265_00286
OG0002784	SGUI1_25950.1	T265_01050
OG0002785	SGUI1_71600.1	T265_13376
OG0002786	SGUI1_12370.1	T265_13497
OG0002787	SGUI1_6660.1	T265_03074
OG0002788	SGUI1_9940.1	T265_01005
OG0002789	SGUI1_18450.3, SGUI1_18450.1, SGUI1_18450.2	T265_08482
OG0002790	SGUI1_76860.1	T265_02675
OG0002791	SGUI1_13870.1, SGUI1_2630.1	T265_06735
OG0002792	SGUI1_56020.1, SGUI1_56020.2, SGUI1_56020.3	T265_06771
OG0002793	SGUI1_10560.1, SGUI1_10560.3, SGUI1_10560.2, SGUI1_10560.4	T265_04394
OG0002794	SGUI1_94100.1	T265_15249, T265_15899
OG0002795	SGUI1_26260.1	T265_07477
OG0002796	SGUI1_11620.1	T265_13167
OG0002797	SGUI1_36310.1	T265_04341
OG0002798	SGUI1_74580.1, SGUI1_74580.3, SGUI1_74580.2	T265_13131
OG0002799	SGUI1_84580.1	T265_07700, T265_14359, T265_14358
OG0002800	SGUI1_80080.1	T265_14735
OG0002802	SGUI1_91230.1, SGUI1_91230.2	T265_07569
OG0002803	SGUI1_26540.1	T265_03781
OG0002804	SGUI1_39100.1	T265_13660
OG0002805	SGUI1_56370.1, SGUI1_56370.2, SGUI1_56370.3, SGUI1_56370.4	T265_12771
OG0002806	SGUI1_71200.1, SGUI1_71200.2	T265_15954, T265_07440, T265_16235
OG0002807	SGUI1_20210.3, SGUI1_20210.5, SGUI1_20210.2, SGUI1_20210.1, SGUI1_20210.4, SGUI1_20210.6	T265_06189
OG0002808	SGUI1_62490.1, SGUI1_62490.3, SGUI1_62490.4, SGUI1_62490.5, SGUI1_62490.2	T265_04515
OG0002809	SGUI1_81560.1	T265_12974
OG0002810	SGUI1_34600.1	T265_06252
OG0002811	SGUI1_21450.1	T265_10010
OG0002812	SGUI1_86160.1	T265_04204, T265_13449
OG0002814	SGUI1_23340.1	T265_05382
OG0002815	SGUI1_63850.1	T265_10978
OG0002816	SGUI1_19140.1	T265_08032
OG0002817	SGUI1_37160.1	T265_04006
OG0002818	SGUI1_75810.1, SGUI1_75810.2	T265_08927, T265_01280
OG0002819	SGUI1_68940.1	T265_09770
OG0002820	SGUI1_75110.1, SGUI1_75100.2, SGUI1_75100.1	T265_02159
OG0002821	SGUI1_4190.1, SGUI1_4190.2, SGUI1_4190.3, SGUI1_4190.4	T265_03347
OG0002822	SGUI1_9040.1	T265_07965
OG0002823	SGUI1_14770.3, SGUI1_14770.1, SGUI1_14770.2	T265_05525
OG0002824	SGUI1_1950.1	T265_10376
OG0002825	SGUI1_48770.1	T265_07639
OG0002826	SGUI1_40740.1, SGUI1_40740.2, SGUI1_40740.3, SGUI1_40740.4	T265_11221, T265_15380
OG0002827	SGUI1_26980.1	T265_03736
OG0002828	SGUI1_27810.1	T265_09896
OG0002829	SGUI1_61110.1, SGUI1_61110.3, SGUI1_61110.2, SGUI1_61110.4	T265_06804
OG0002830	SGUI1_23050.1	T265_15416
OG0002831	SGUI1_15300.1	T265_06375
OG0002832	SGUI1_81950.1	T265_03399
OG0002834	SGUI1_3590.2, SGUI1_3590.1	T265_11271
OG0002835	SGUI1_91940.1	T265_04910
OG0002836	SGUI1_25300.3, SGUI1_25300.2, SGUI1_25300.5, SGUI1_25300.1, SGUI1_25300.4	T265_03775
OG0002837	SGUI1_15310.1	T265_03657
OG0002838	SGUI1_13240.1, SGUI1_13280.1	T265_11730
OG0002839	SGUI1_71770.1, SGUI1_71770.2	T265_00320
OG0002840	SGUI1_91710.1	T265_13355
OG0002841	SGUI1_50870.1, SGUI1_50870.9, SGUI1_50870.2, SGUI1_50870.3, SGUI1_50870.6, SGUI1_50870.7, SGUI1_50870.8, SGUI1_50870.4, SGUI1_50870.5	T265_10889
OG0002842	SGUI1_72040.3, SGUI1_72040.6, SGUI1_72040.2, SGUI1_72040.1, SGUI1_72040.7, SGUI1_72040.4, SGUI1_72040.5	T265_12366, T265_08849, T265_15989
OG0002844	SGUI1_67960.1, SGUI1_67960.2, SGUI1_67960.3	T265_14223, T265_05563
OG0002846	SGUI1_20990.1	T265_16173
OG0002847	SGUI1_58180.1, SGUI1_58180.2, SGUI1_58180.3	T265_00612
OG0002848	SGUI1_61630.1	T265_14189, T265_08788
OG0002849	SGUI1_12940.1, SGUI1_13030.1	T265_06370
OG0002851	SGUI1_90090.1	T265_08012, T265_12159, T265_14456, T265_08013
OG0002852	SGUI1_13110.1	T265_10322
OG0002853	SGUI1_73450.1, SGUI1_73450.3, SGUI1_73450.2, SGUI1_73450.4	T265_09115
OG0002854	SGUI1_34390.1	T265_02955, T265_13136
OG0002855	SGUI1_16730.1	T265_08034
OG0002856	SGUI1_53570.1	T265_06755
OG0002857	SGUI1_63500.1	T265_01821, T265_01444
OG0002859	SGUI1_63160.1, SGUI1_63160.2, SGUI1_63160.3	T265_02034
OG0002860	SGUI1_77850.1	T265_14764
OG0002861	SGUI1_88420.1	T265_08733, T265_14653
OG0002863	SGUI1_17000.1	T265_16256, T265_04944
OG0002864	SGUI1_54040.1, SGUI1_54040.2	T265_13279
OG0002865	SGUI1_9910.1	T265_01001
OG0002866	SGUI1_35650.1	T265_05742, T265_08029, T265_14459, T265_14460
OG0002867	SGUI1_3780.1	T265_14794
OG0002868	SGUI1_87530.1, SGUI1_87530.2	T265_04776, T265_04777
OG0002869	SGUI1_2080.2, SGUI1_2080.1, SGUI1_2080.3	T265_02470
OG0002870	SGUI1_47470.2, SGUI1_47470.3, SGUI1_47470.4, SGUI1_47470.1	T265_02369
OG0002871	SGUI1_45020.1, SGUI1_45020.2	T265_05892
OG0002872	SGUI1_49640.1	T265_06839
OG0002873	SGUI1_92230.2, SGUI1_92230.1, SGUI1_92230.3	T265_05961
OG0002874	SGUI1_39570.4, SGUI1_39570.5, SGUI1_39570.1, SGUI1_39570.2, SGUI1_39570.3	T265_13044
OG0002875	SGUI1_51220.1, SGUI1_51220.2	T265_08601
OG0002876	SGUI1_71250.1, SGUI1_71250.2	T265_09158
OG0002877	SGUI1_61060.1, SGUI1_61060.2	T265_15585
OG0002878	SGUI1_64280.1, SGUI1_64280.3, SGUI1_64280.2	T265_09786
OG0002879	SGUI1_17520.4, SGUI1_17520.2, SGUI1_17520.1, SGUI1_17520.3	T265_00994
OG0002880	SGUI1_21390.2, SGUI1_21390.1, SGUI1_21390.3	T265_15974, T265_16333, T265_16372
OG0002881	SGUI1_59580.1	T265_03918
OG0002882	SGUI1_17940.1, SGUI1_17950.1	T265_08367, T265_08365, T265_08366
OG0002883	SGUI1_51340.1, SGUI1_51340.2	T265_00123
OG0002884	SGUI1_65450.1, SGUI1_65450.2	T265_01404
OG0002885	SGUI1_46680.1, SGUI1_46680.2	T265_03301, T265_03258
OG0002886	SGUI1_74750.1, SGUI1_74750.2, SGUI1_74750.3	T265_00431
OG0002889	SGUI1_81150.1, SGUI1_81160.2, SGUI1_81160.1	T265_09957
OG0002890	SGUI1_27410.1, SGUI1_27410.2	T265_15384
OG0002892	SGUI1_76810.1, SGUI1_96870.1	T265_12956
OG0002893	SGUI1_7840.1	T265_13538
OG0002902	SGUI1_39150.1, SGUI1_39150.2, SGUI1_39150.3	T265_10089
OG0002903	SGUI1_72100.1	T265_01720, T265_16142, T265_15992
OG0002904	SGUI1_21910.1	T265_00938, T265_12671, T265_16281
OG0002905	SGUI1_66720.1	T265_13028, T265_02524
OG0002906	SGUI1_28740.1, SGUI1_28740.2, SGUI1_28740.3	T265_10987
OG0002907	SGUI1_5070.1, SGUI1_5070.2	T265_00957
OG0002908	SGUI1_68900.1	T265_13687, T265_15239
OG0002910	SGUI1_18190.1	T265_13256
OG0002911	SGUI1_14700.1, SGUI1_14700.2	T265_13253
OG0002912	SGUI1_65210.1	T265_12025, T265_15674
OG0002913	SGUI1_9370.1	T265_08468, T265_12220
OG0002914	SGUI1_16030.1, SGUI1_16030.2, SGUI1_16030.3	T265_10038
OG0002915	SGUI1_77880.1	T265_13119
OG0002916	SGUI1_16940.6, SGUI1_16940.7	T265_02505
OG0002917	SGUI1_22620.2, SGUI1_22620.1	T265_10733
OG0002918	SGUI1_81980.1, SGUI1_81980.2	T265_06975
OG0002919	SGUI1_86400.1	T265_07324
OG0002921	SGUI1_95380.1, SGUI1_95380.2	T265_07949
OG0002922	SGUI1_76870.1	T265_02668
OG0002923	SGUI1_61230.5, SGUI1_61230.1, SGUI1_61230.3, SGUI1_61230.2, SGUI1_61230.4	T265_12590
OG0002924	SGUI1_10920.3, SGUI1_10920.1, SGUI1_10920.2, SGUI1_10920.4, SGUI1_10920.5, SGUI1_10920.6	T265_09413
OG0002925	SGUI1_11650.1, SGUI1_11650.2	T265_03081
OG0002926	SGUI1_32220.1, SGUI1_32220.2	T265_01295
OG0002928	SGUI1_75370.1	T265_13841
OG0002929	SGUI1_22220.1	T265_00854
OG0002930	SGUI1_40490.1, SGUI1_40490.2, SGUI1_40490.3, SGUI1_40490.4	T265_09338
OG0002931	SGUI1_1960.1	T265_10381
OG0002932	SGUI1_44910.1, SGUI1_44900.1	T265_12802
OG0002933	SGUI1_40200.1	T265_13654, T265_16004, T265_13655
OG0002934	SGUI1_93580.1	T265_07078
OG0002935	SGUI1_66220.1, SGUI1_66220.2, SGUI1_66220.3	T265_01577
OG0002936	SGUI1_46620.1, SGUI1_46620.2	T265_02894
OG0002938	SGUI1_79560.1	T265_04269, T265_04417, T265_04418
OG0002939	SGUI1_12130.17, SGUI1_12130.18, SGUI1_12130.19, SGUI1_12130.20, SGUI1_12130.21, SGUI1_12240.1	T265_03203
OG0002940	SGUI1_48010.1	T265_12767, T265_01318
OG0002941	SGUI1_55280.1, SGUI1_55290.1	T265_10241
OG0002942	SGUI1_78860.1, SGUI1_78840.1	T265_02787
OG0002943	SGUI1_78880.1	T265_13089
OG0002944	SGUI1_17080.1, SGUI1_17080.2	T265_10544
OG0002945	SGUI1_78200.1, SGUI1_78200.2	T265_11225
OG0002946	SGUI1_18360.1, SGUI1_18360.2, SGUI1_18360.3	T265_11123, T265_15274, T265_09246, T265_02088
OG0002947	SGUI1_89910.1, SGUI1_89910.2	T265_09749
OG0002948	SGUI1_60980.1	T265_10715
OG0002949	SGUI1_33920.1	T265_02799
OG0002950	SGUI1_70450.1, SGUI1_70450.2, SGUI1_70450.3, SGUI1_70450.4	T265_04871
OG0002951	SGUI1_37720.1	T265_07586
OG0002952	SGUI1_50590.1	T265_12773
OG0002953	SGUI1_3280.1	T265_04423, T265_15987
OG0002954	SGUI1_60480.1	T265_06597, T265_15941
OG0002955	SGUI1_73850.24, SGUI1_73850.25, SGUI1_74040.1	T265_14732
OG0002956	SGUI1_95130.1, SGUI1_95130.2	T265_15076
OG0002957	SGUI1_70560.1	T265_00422
OG0002958	SGUI1_67220.1, SGUI1_67220.2	T265_16166, T265_10751, T265_10762
OG0002959	SGUI1_87500.1, SGUI1_87500.2, SGUI1_87500.3, SGUI1_87500.4, SGUI1_87500.5	T265_13472
OG0002960	SGUI1_48730.1, SGUI1_48730.2	T265_05712
OG0002961	SGUI1_18770.1	T265_11252
OG0002962	SGUI1_66760.1, SGUI1_66760.2, SGUI1_66760.3, SGUI1_66760.4	T265_14105
OG0002964	SGUI1_24880.1, SGUI1_24880.2, SGUI1_24880.3, SGUI1_24880.4	T265_08700
OG0002965	SGUI1_92820.1	T265_02144
OG0002966	SGUI1_43910.1	T265_04442
OG0002967	SGUI1_61530.1, SGUI1_61530.2, SGUI1_61530.3	T265_09516, T265_09515, T265_14873
OG0002968	SGUI1_18980.2, SGUI1_18980.1, SGUI1_18980.3	T265_14182, T265_14181
OG0002969	SGUI1_52890.1	T265_07415
OG0002970	SGUI1_9180.1	T265_12882
OG0002971	SGUI1_63400.1	T265_09283
OG0002973	SGUI1_48550.1, SGUI1_48550.2, SGUI1_48550.3	T265_07435
OG0002974	SGUI1_32280.1, SGUI1_32280.2, SGUI1_32280.3	T265_15126
OG0002975	SGUI1_38110.1	T265_01518
OG0002976	SGUI1_63880.1	T265_03160
OG0002977	SGUI1_7460.1	T265_01592
OG0002979	SGUI1_21130.1	T265_11670
OG0002980	SGUI1_29060.1, SGUI1_29060.2	T265_00740
OG0002981	SGUI1_75580.4, SGUI1_75580.5, SGUI1_75580.6, SGUI1_75580.2, SGUI1_75580.3, SGUI1_75580.1	T265_14186
OG0002982	SGUI1_53930.1	T265_13871
OG0002983	SGUI1_24390.1, SGUI1_24390.2	T265_02113, T265_15879
OG0002984	SGUI1_11890.1	T265_14382
OG0002985	SGUI1_2170.1, SGUI1_2170.2	T265_15506
OG0002988	SGUI1_93370.1	T265_08760
OG0002989	SGUI1_49460.1	T265_09294
OG0002990	SGUI1_82310.1	T265_11604
OG0002991	SGUI1_31790.2	T265_00107
OG0002992	SGUI1_76380.1	T265_12542
OG0002993	SGUI1_84450.1	T265_15836, T265_09955, T265_10213, T265_07127
OG0002994	SGUI1_33260.1, SGUI1_18960.1	T265_14978
OG0002995	SGUI1_89440.1	T265_10496
OG0002996	SGUI1_14630.1	T265_09556
OG0002997	SGUI1_34190.1	T265_11005
OG0002998	SGUI1_44570.1	T265_01464
OG0002999	SGUI1_60860.2, SGUI1_60860.1, SGUI1_60860.3	T265_10797
OG0003000	SGUI1_26780.1	T265_13667
OG0003001	SGUI1_26730.1	T265_06939
OG0003002	SGUI1_19190.2, SGUI1_19190.3, SGUI1_19190.4, SGUI1_19190.5, SGUI1_19190.6, SGUI1_19190.1	T265_06956
OG0003003	SGUI1_94110.3, SGUI1_94110.2, SGUI1_94110.1	T265_10787
OG0003004	SGUI1_75480.1, SGUI1_75480.2	T265_02782
OG0003006	SGUI1_85340.1	T265_10485
OG0003007	SGUI1_61560.1	T265_14668
OG0003008	SGUI1_31840.1, SGUI1_31840.2	T265_10063
OG0003009	SGUI1_6180.2, SGUI1_6180.5, SGUI1_6180.1, SGUI1_6180.3, SGUI1_6180.7, SGUI1_6180.8, SGUI1_6180.9, SGUI1_6180.4, SGUI1_6180.6	T265_04390
OG0003010	SGUI1_71110.1	T265_13842
OG0003011	SGUI1_30140.1	T265_07456
OG0003012	SGUI1_61990.1	T265_02531
OG0003013	SGUI1_78730.1	T265_03958
OG0003014	SGUI1_84670.1	T265_14360
OG0003015	SGUI1_43390.1	T265_04992
OG0003016	SGUI1_76040.3, SGUI1_76040.4, SGUI1_76040.5, SGUI1_76040.2, SGUI1_76040.1	T265_08197
OG0003017	SGUI1_50440.1, SGUI1_50440.2	T265_02207
OG0003018	SGUI1_94950.1, SGUI1_94950.2	T265_05229, T265_13729, T265_16104
OG0003019	SGUI1_74960.1, SGUI1_74960.2	T265_00834
OG0003020	SGUI1_28460.1, SGUI1_28460.3, SGUI1_28460.2	T265_13359
OG0003021	SGUI1_84700.1	T265_11800
OG0003023	SGUI1_84620.1	T265_04962, T265_12395
OG0003024	SGUI1_78240.1, SGUI1_78240.3, SGUI1_78240.4, SGUI1_78240.2	T265_08219
OG0003025	SGUI1_36880.2, SGUI1_36880.1, SGUI1_36880.3	T265_08285
OG0003026	SGUI1_32980.1, SGUI1_32980.2, SGUI1_32980.3	T265_02585
OG0003027	SGUI1_16310.1, SGUI1_16310.2	T265_11623
OG0003028	SGUI1_9300.1, SGUI1_9300.2, SGUI1_9300.3, SGUI1_9300.4	T265_14740
OG0003029	SGUI1_81340.1, SGUI1_81340.2, SGUI1_81340.3	T265_07912
OG0003030	SGUI1_19150.1, SGUI1_19150.4, SGUI1_19150.2, SGUI1_19150.3	T265_14667
OG0003031	SGUI1_64970.1, SGUI1_64970.2, SGUI1_64970.3	T265_03339
OG0003032	SGUI1_59310.6, SGUI1_59310.7, SGUI1_59310.1, SGUI1_59310.3, SGUI1_59310.4, SGUI1_59310.2, SGUI1_59310.5	T265_09883
OG0003033	SGUI1_46790.1	T265_00067
OG0003034	SGUI1_82910.1	T265_13931
OG0003036	SGUI1_84770.1, SGUI1_86020.1, SGUI1_86010.1	T265_13241
OG0003037	SGUI1_79980.1	T265_08191
OG0003038	SGUI1_52300.1	T265_01298
OG0003039	SGUI1_46030.1	T265_12554
OG0003040	SGUI1_29790.1	T265_08335
OG0003041	SGUI1_32700.4, SGUI1_32700.2, SGUI1_32700.1, SGUI1_32700.6, SGUI1_32700.3, SGUI1_32700.5	T265_00719
OG0003043	SGUI1_47850.1	T265_02896
OG0003044	SGUI1_7270.1	T265_01567
OG0003045	SGUI1_51770.1	T265_05095
OG0003046	SGUI1_51780.1, SGUI1_51780.3, SGUI1_51780.2	T265_05093
OG0003048	SGUI1_45670.2, SGUI1_45670.1, SGUI1_96890.1	T265_01218, T265_09411
OG0003049	SGUI1_45660.1, SGUI1_45660.2	T265_01217
OG0003050	SGUI1_79000.1	T265_04271, T265_04273
OG0003051	SGUI1_24130.1	T265_09098
