Orthogroup	schistosoma_guineensis	schistosoma_spindale
OG0002378	SGUI1_39830.1	SSPN1_31100.3, SSPN1_31100.4, SSPN1_31100.1, SSPN1_31100.2
OG0002379	SGUI1_42810.1	SSPN1_41490.1, SSPN1_93020.1
OG0002380	SGUI1_21110.1	SSPN1_9810.1
OG0002381	SGUI1_53840.1	SSPN1_51850.1, SSPN1_51860.2, SSPN1_51860.1
OG0002382	SGUI1_9170.1	SSPN1_20540.1
OG0002383	SGUI1_52420.2, SGUI1_52420.5, SGUI1_52420.1, SGUI1_52420.4, SGUI1_52420.3	SSPN1_50540.1
OG0002384	SGUI1_81290.1	SSPN1_78990.1
OG0002385	SGUI1_28490.1	SSPN1_27720.1
OG0002386	SGUI1_32910.1, SGUI1_32910.2, SGUI1_32910.3	SSPN1_37800.2, SSPN1_37800.1, SSPN1_37790.1
OG0002387	SGUI1_77690.3, SGUI1_77690.1, SGUI1_77690.2	SSPN1_74400.1, SSPN1_74400.2
OG0002388	SGUI1_97270.1	SSPN1_19730.1, SSPN1_19730.2
OG0002389	SGUI1_88900.1, SGUI1_88910.1	SSPN1_85340.1, SSPN1_85340.2, SSPN1_85340.3
OG0002390	SGUI1_16050.1, SGUI1_16050.3, SGUI1_16050.2	SSPN1_14280.1, SSPN1_14280.2
OG0002391	SGUI1_18390.1	SSPN1_11570.4, SSPN1_11570.1, SSPN1_11570.2, SSPN1_11570.3
OG0002392	SGUI1_91260.1, SGUI1_91260.2, SGUI1_91260.3, SGUI1_91260.4	SSPN1_87540.1
OG0002393	SGUI1_59850.1	SSPN1_64810.1
OG0002394	SGUI1_30940.1	SSPN1_30020.1, SSPN1_30020.2
OG0002395	SGUI1_83900.1, SGUI1_83900.2	SSPN1_80300.1
OG0002396	SGUI1_32620.1, SGUI1_32620.2, SGUI1_32620.3	SSPN1_38080.1
OG0002397	SGUI1_79260.1	SSPN1_75840.1, SSPN1_75840.2
OG0002398	SGUI1_4990.1, SGUI1_4990.2	SSPN1_5220.5, SSPN1_5220.2, SSPN1_5220.3, SSPN1_5220.6, SSPN1_5220.7, SSPN1_5220.8, SSPN1_5220.4, SSPN1_5220.1
OG0002399	SGUI1_40840.1	SSPN1_39610.1
OG0002400	SGUI1_3010.2, SGUI1_3010.1	SSPN1_2970.1
OG0002401	SGUI1_96420.1	SSPN1_92560.1
OG0002402	SGUI1_19270.1	SSPN1_9510.1
OG0002403	SGUI1_23870.1, SGUI1_23870.2, SGUI1_23870.3, SGUI1_23870.4	SSPN1_23210.1, SSPN1_23210.2, SSPN1_23210.3
OG0002404	SGUI1_62410.1, SGUI1_62410.2, SGUI1_62410.3	SSPN1_62190.1, SSPN1_62230.1
OG0002405	SGUI1_1860.1	SSPN1_1790.1
OG0002406	SGUI1_7980.1	SSPN1_8450.1
OG0002407	SGUI1_7580.1	SSPN1_8040.2, SSPN1_8040.1, SSPN1_8040.3, SSPN1_8040.4
OG0002408	SGUI1_74060.1, SGUI1_74060.2, SGUI1_74060.3	SSPN1_70890.1, SSPN1_70890.3, SSPN1_70890.2
OG0002409	SGUI1_84950.1	SSPN1_81380.1
OG0002410	SGUI1_35340.2	SSPN1_35400.1
OG0002411	SGUI1_89090.1	SSPN1_85540.1
OG0002412	SGUI1_29410.1, SGUI1_29410.2	SSPN1_28590.1, SSPN1_28590.2
OG0002413	SGUI1_87640.1	SSPN1_84110.1
OG0002414	SGUI1_55630.1	SSPN1_53510.1
OG0002415	SGUI1_20120.1	SSPN1_10330.1, SSPN1_10330.2
OG0002416	SGUI1_40770.1	SSPN1_39560.1
OG0002417	SGUI1_15870.1	SSPN1_14460.1
OG0002418	SGUI1_32760.1, SGUI1_32760.2, SGUI1_32760.3	SSPN1_37940.3, SSPN1_37940.4, SSPN1_37940.2, SSPN1_37940.1
OG0002419	SGUI1_28350.1	SSPN1_27570.1, SSPN1_27570.2, SSPN1_27570.3, SSPN1_27570.4, SSPN1_27570.5
OG0002420	SGUI1_32950.1, SGUI1_32950.2, SGUI1_32950.3	SSPN1_37760.1
OG0002421	SGUI1_72060.1	SSPN1_68960.1
OG0002422	SGUI1_34620.1, SGUI1_34620.2	SSPN1_36100.1
OG0002423	SGUI1_70920.1	SSPN1_67860.1
OG0002424	SGUI1_56260.1	SSPN1_54050.1
OG0002425	SGUI1_34380.1, SGUI1_34380.2	SSPN1_36360.1, SSPN1_36360.2
OG0002426	SGUI1_36800.3, SGUI1_36800.1, SGUI1_36800.2, SGUI1_36800.4	SSPN1_34060.1
OG0002427	SGUI1_7970.1	SSPN1_8440.1
OG0002428	SGUI1_11670.1	SSPN1_17160.1
OG0002429	SGUI1_39900.1, SGUI1_39900.2, SGUI1_39900.3, SGUI1_39900.4	SSPN1_31040.1
OG0002430	SGUI1_74830.1	SSPN1_71660.1
OG0002431	SGUI1_36540.1	SSPN1_34320.1, SSPN1_34320.2
OG0002432	SGUI1_61150.4, SGUI1_61150.5, SGUI1_61150.2, SGUI1_61150.1, SGUI1_61150.3	SSPN1_63480.1, SSPN1_63480.2
OG0002433	SGUI1_19020.1	SSPN1_12260.5, SSPN1_12260.6, SSPN1_12260.1, SSPN1_12260.4, SSPN1_12260.7, SSPN1_12260.8, SSPN1_12260.2, SSPN1_12260.3
OG0002434	SGUI1_34690.1	SSPN1_36030.1
OG0002435	SGUI1_28410.1	SSPN1_27640.1
OG0002436	SGUI1_21770.1	SSPN1_21250.1, SSPN1_21250.2, SSPN1_21250.3
OG0002437	SGUI1_52830.2, SGUI1_52830.1, SGUI1_52830.4, SGUI1_52830.3	SSPN1_50940.1
OG0002438	SGUI1_33210.1	SSPN1_37500.1
OG0002439	SGUI1_52980.1, SGUI1_52980.4, SGUI1_52980.3, SGUI1_52980.2	SSPN1_51090.1, SSPN1_51090.2
OG0002440	SGUI1_69270.1	SSPN1_66420.1
OG0002441	SGUI1_49140.2, SGUI1_49140.3, SGUI1_49140.4, SGUI1_49140.1, SGUI1_49140.5	SSPN1_47480.1
OG0002442	SGUI1_42610.1	SSPN1_41290.1, SSPN1_41290.2
OG0002443	SGUI1_45460.1, SGUI1_45460.2, SGUI1_45460.3, SGUI1_45460.4	SSPN1_44000.1, SSPN1_44000.2, SSPN1_44000.3, SSPN1_44000.4
OG0002444	SGUI1_57780.1	SSPN1_55410.1
OG0002445	SGUI1_69290.1	SSPN1_66450.1, SSPN1_66450.2, SSPN1_66450.3, SSPN1_66450.4
OG0002446	SGUI1_62930.5, SGUI1_62930.1, SGUI1_62930.2, SGUI1_62930.3, SGUI1_62930.4	SSPN1_61660.1, SSPN1_61660.2
OG0002447	SGUI1_6990.1, SGUI1_6990.3, SGUI1_6990.2, SGUI1_6990.4	SSPN1_7410.1
OG0002448	SGUI1_32020.1, SGUI1_32020.2	SSPN1_38600.1, SSPN1_38600.2
OG0002449	SGUI1_17910.1, SGUI1_17910.3, SGUI1_17910.2	SSPN1_11100.1, SSPN1_11100.3, SSPN1_11100.2, SSPN1_11100.4
OG0002450	SGUI1_65570.1, SGUI1_65570.2, SGUI1_65570.3	SSPN1_59450.1
OG0002451	SGUI1_77260.1, SGUI1_72090.1	SSPN1_68980.1
OG0002452	SGUI1_7440.1	SSPN1_7910.1
OG0002453	SGUI1_47100.1	SSPN1_45600.1, SSPN1_45600.2, SSPN1_45600.3
OG0002454	SGUI1_67510.1	SSPN1_57770.1, SSPN1_57770.2, SSPN1_57770.3, SSPN1_57770.4, SSPN1_57770.6, SSPN1_57770.5
OG0002455	SGUI1_66370.1	SSPN1_58770.1, SSPN1_58770.2, SSPN1_58770.3
OG0002456	SGUI1_32600.1, SGUI1_32600.3, SGUI1_32600.5, SGUI1_32600.2, SGUI1_32600.4	SSPN1_38100.1
OG0002457	SGUI1_71180.2, SGUI1_71180.1, SGUI1_71180.4, SGUI1_71180.5, SGUI1_71180.3	SSPN1_68090.3, SSPN1_68090.2, SSPN1_68090.4
OG0002458	SGUI1_84980.1	SSPN1_81410.1
OG0002459	SGUI1_38020.1	SSPN1_32820.1
OG0002460	SGUI1_7710.1	SSPN1_8210.1
OG0002461	SGUI1_8670.1, SGUI1_8700.1	SSPN1_21470.1
OG0002462	SGUI1_64650.1, SGUI1_64650.2, SGUI1_64650.3	SSPN1_65150.5, SSPN1_65150.1, SSPN1_65150.2, SSPN1_65150.3, SSPN1_65150.4
OG0002463	SGUI1_83970.1	SSPN1_80340.1, SSPN1_80340.2
OG0002464	SGUI1_27800.1, SGUI1_27800.2	SSPN1_26980.1
OG0002465	SGUI1_83430.2, SGUI1_83430.3, SGUI1_83430.1	SSPN1_79850.3, SSPN1_79850.1, SSPN1_79850.2
OG0002466	SGUI1_94320.1, SGUI1_94320.2	SSPN1_90430.1, SSPN1_90430.2, SSPN1_90430.3
OG0002467	SGUI1_50660.1	SSPN1_48840.1
OG0002468	SGUI1_76330.1	SSPN1_72990.1
OG0002469	SGUI1_97250.1, SGUI1_97250.2	SSPN1_4330.1
OG0002471	SGUI1_75290.1	SSPN1_72090.4, SSPN1_72090.1, SSPN1_72090.2, SSPN1_72090.3
OG0002472	SGUI1_36700.1	SSPN1_34160.1, SSPN1_34160.2
OG0002473	SGUI1_9000.1	SSPN1_20680.1
OG0002474	SGUI1_88400.1, SGUI1_88400.2, SGUI1_88400.3	SSPN1_84840.2, SSPN1_84840.1, SSPN1_84840.4, SSPN1_84840.3
OG0002475	SGUI1_18420.8, SGUI1_18420.6, SGUI1_18420.7, SGUI1_18420.2, SGUI1_18420.3, SGUI1_18420.1, SGUI1_18420.5, SGUI1_18420.4	SSPN1_11600.1, SSPN1_11600.2
OG0002476	SGUI1_30730.4, SGUI1_30730.1, SGUI1_30730.2, SGUI1_30730.3	SSPN1_29840.1
OG0002477	SGUI1_76890.1	SSPN1_73630.1
OG0002479	SGUI1_63800.7, SGUI1_63800.3, SGUI1_63800.5, SGUI1_63800.1, SGUI1_63800.6, SGUI1_63800.10, SGUI1_63800.9, SGUI1_63800.4, SGUI1_63800.2, SGUI1_63800.8	SSPN1_60760.1
OG0002480	SGUI1_27610.2, SGUI1_27610.1, SGUI1_27610.3	SSPN1_26780.1
OG0002481	SGUI1_5720.1	SSPN1_5940.1
OG0002482	SGUI1_62130.3, SGUI1_62130.1	SSPN1_62480.2
OG0002482	SGUI1_62130.2	SSPN1_62480.1
OG0002483	SGUI1_20440.1	SSPN1_12960.1
OG0002484	SGUI1_23280.1, SGUI1_23280.2, SGUI1_23280.3, SGUI1_23280.4, SGUI1_23280.5, SGUI1_23280.6, SGUI1_23280.7	SSPN1_22770.1
OG0002485	SGUI1_34060.1	SSPN1_36680.1
OG0002487	SGUI1_80420.1	SSPN1_76990.1, SSPN1_76990.2
OG0002488	SGUI1_55040.1	SSPN1_53010.1, SSPN1_53010.2
OG0002490	SGUI1_74540.1	SSPN1_71440.1
OG0002491	SGUI1_93320.1	SSPN1_89430.1
OG0002492	SGUI1_75280.1, SGUI1_75280.2	SSPN1_72080.5, SSPN1_72080.6, SSPN1_72080.2, SSPN1_72080.3, SSPN1_72080.1, SSPN1_72080.4
OG0002493	SGUI1_64120.1	SSPN1_65890.1, SSPN1_65890.3, SSPN1_65890.2
OG0002494	SGUI1_1600.3, SGUI1_1600.1, SGUI1_1600.2	SSPN1_1580.1, SSPN1_1580.2
OG0002495	SGUI1_14220.1, SGUI1_14220.2	SSPN1_16090.1, SSPN1_16090.2, SSPN1_16090.3
OG0002496	SGUI1_42840.1	SSPN1_41520.1
OG0002497	SGUI1_45730.1, SGUI1_45730.2	SSPN1_44270.1, SSPN1_44270.2
OG0002498	SGUI1_890.1	SSPN1_1180.1, SSPN1_1180.2
OG0002499	SGUI1_49630.1	SSPN1_47970.1
OG0002500	SGUI1_240.1	SSPN1_560.1, SSPN1_570.1
OG0002501	SGUI1_8960.1	SSPN1_20740.1, SSPN1_20740.2, SSPN1_20740.3
OG0002502	SGUI1_56380.5, SGUI1_56380.3, SGUI1_56380.4, SGUI1_56380.1, SGUI1_56380.2	SSPN1_54160.1
OG0002503	SGUI1_83950.1, SGUI1_83950.2	SSPN1_80330.1, SSPN1_80330.2
OG0002504	SGUI1_23210.1	SSPN1_22920.1
OG0002505	SGUI1_51730.2, SGUI1_51730.3, SGUI1_51730.4, SGUI1_51730.5, SGUI1_51730.1	SSPN1_49870.1
OG0002506	SGUI1_34130.1	SSPN1_36600.1
OG0002507	SGUI1_83270.1, SGUI1_83270.2, SGUI1_83270.3, SGUI1_83270.4	SSPN1_79690.1, SSPN1_79690.2, SSPN1_79690.3, SSPN1_79690.4, SSPN1_79690.5
OG0002508	SGUI1_64540.1, SGUI1_64540.2	SSPN1_65210.1, SSPN1_65210.2, SSPN1_65210.3, SSPN1_65210.4
OG0002509	SGUI1_8540.1	SSPN1_9120.3, SSPN1_9120.1, SSPN1_9120.2
OG0002510	SGUI1_58030.1	SSPN1_55630.1
OG0002511	SGUI1_72650.3, SGUI1_72650.2, SGUI1_72650.1	SSPN1_69510.1
OG0002512	SGUI1_63280.1	SSPN1_61240.1
OG0002513	SGUI1_50710.2, SGUI1_50710.1	SSPN1_48900.1, SSPN1_48900.3
OG0002514	SGUI1_15590.1	SSPN1_14740.2, SSPN1_14740.1, SSPN1_14740.3
OG0002515	SGUI1_41840.1	SSPN1_40570.1
OG0002516	SGUI1_77080.1	SSPN1_73820.1
OG0002517	SGUI1_74800.1	SSPN1_71640.1
OG0002518	SGUI1_42720.1	SSPN1_41390.2
OG0002519	SGUI1_58090.1, SGUI1_58070.1, SGUI1_58080.1	SSPN1_55590.1
OG0002520	SGUI1_75060.1, SGUI1_75060.3, SGUI1_75060.2	SSPN1_71880.1
OG0002521	SGUI1_67940.1	SSPN1_57400.1
OG0002522	SGUI1_25200.2, SGUI1_25200.4, SGUI1_25200.1, SGUI1_25200.3	SSPN1_24440.1
OG0002526	SGUI1_12780.1	SSPN1_18020.1, SSPN1_18020.2, SSPN1_18020.3
OG0002527	SGUI1_41560.1	SSPN1_40290.1
OG0002528	SGUI1_94850.1	SSPN1_90960.2, SSPN1_90960.1, SSPN1_90960.4, SSPN1_90960.3
OG0002529	SGUI1_55550.1	SSPN1_53450.1
OG0002529	SGUI1_55550.1	SSPN1_53450.2
OG0002529	SGUI1_55550.1	SSPN1_53450.4
OG0002530	SGUI1_75140.1, SGUI1_75140.2, SGUI1_75130.1	SSPN1_71940.1
OG0002531	SGUI1_27170.1	SSPN1_26340.1, SSPN1_26340.2
OG0002532	SGUI1_71880.1	SSPN1_68780.1, SSPN1_68780.2, SSPN1_68780.3
OG0002533	SGUI1_65840.1	SSPN1_59190.1
OG0002534	SGUI1_90150.1	SSPN1_86320.1
OG0002535	SGUI1_35330.1	SSPN1_35410.1, SSPN1_35410.2, SSPN1_35410.4, SSPN1_35410.6, SSPN1_35410.7, SSPN1_35410.5, SSPN1_35410.3
OG0002536	SGUI1_12840.1	SSPN1_18070.6, SSPN1_18070.1, SSPN1_18070.3, SSPN1_18070.4, SSPN1_18070.2, SSPN1_18070.5
OG0002537	SGUI1_83140.1	SSPN1_79570.1
OG0002538	SGUI1_61220.3, SGUI1_61220.2, SGUI1_61220.1, SGUI1_61220.4	SSPN1_63410.1, SSPN1_63410.4, SSPN1_63410.3, SSPN1_63410.5, SSPN1_63410.2
OG0002539	SGUI1_26170.2	SSPN1_25330.2
OG0002539	SGUI1_26170.1	SSPN1_25330.1
OG0002540	SGUI1_38890.1, SGUI1_38890.3, SGUI1_38890.2, SGUI1_38890.4	SSPN1_31940.1, SSPN1_31940.2
OG0002541	SGUI1_55800.1	SSPN1_53640.1
OG0002542	SGUI1_89820.1, SGUI1_89820.2	SSPN1_86610.1
OG0002543	SGUI1_28630.2, SGUI1_28630.3	SSPN1_27860.1, SSPN1_27860.2, SSPN1_27860.3
OG0002544	SGUI1_47650.1, SGUI1_47650.2, SGUI1_47650.6, SGUI1_47650.3, SGUI1_47650.4	SSPN1_46120.2
OG0002544	SGUI1_47650.5	SSPN1_46120.1
OG0002545	SGUI1_23380.1	SSPN1_22870.1
OG0002546	SGUI1_17800.4, SGUI1_17800.5, SGUI1_17800.1, SGUI1_17800.2, SGUI1_17800.3	SSPN1_10990.1
OG0002547	SGUI1_96240.1	SSPN1_92340.1, SSPN1_92340.2
OG0002548	SGUI1_94000.3, SGUI1_94000.2, SGUI1_94000.1, SGUI1_94000.4	SSPN1_90090.1
OG0002549	SGUI1_27530.1, SGUI1_27530.2, SGUI1_27530.3	SSPN1_26700.1
OG0002550	SGUI1_46830.1, SGUI1_46830.2	SSPN1_45340.1, SSPN1_45340.2
OG0002551	SGUI1_30890.1	SSPN1_29980.1, SSPN1_29980.2, SSPN1_29980.3
OG0002552	SGUI1_4180.1	SSPN1_4170.1
OG0002553	SGUI1_64820.2, SGUI1_64820.3, SGUI1_64820.4	SSPN1_60170.1, SSPN1_60170.3, SSPN1_60170.4
OG0002554	SGUI1_59190.1, SGUI1_59190.2, SGUI1_59190.3, SGUI1_59190.4	SSPN1_56880.1, SSPN1_56880.2, SSPN1_56880.3, SSPN1_56880.4
OG0002555	SGUI1_35840.1	SSPN1_34970.1
OG0002556	SGUI1_20380.1	SSPN1_13020.1
OG0002557	SGUI1_42460.2, SGUI1_42460.5, SGUI1_42460.6, SGUI1_42460.3, SGUI1_42460.1, SGUI1_42460.7, SGUI1_42460.4	SSPN1_41150.1
OG0002558	SGUI1_3960.1, SGUI1_3960.2, SGUI1_3960.3, SGUI1_3960.4, SGUI1_3960.5	SSPN1_3910.1
OG0002559	SGUI1_24230.1, SGUI1_24230.2	SSPN1_23570.1, SSPN1_23570.2
OG0002560	SGUI1_89460.1	SSPN1_87000.1
OG0002561	SGUI1_8750.1	SSPN1_21530.1, SSPN1_21530.4, SSPN1_21530.6, SSPN1_21530.3, SSPN1_21530.5, SSPN1_21530.2
OG0002562	SGUI1_8290.1	SSPN1_8930.1, SSPN1_8930.2
OG0002563	SGUI1_61900.2, SGUI1_61900.3, SGUI1_18580.1, SGUI1_61900.1	SSPN1_62720.1, SSPN1_62720.2
OG0002564	SGUI1_77950.1	SSPN1_74630.1
OG0002565	SGUI1_2420.1	SSPN1_2340.1
OG0002565	SGUI1_2410.1, SGUI1_13820.1	SSPN1_2330.1
OG0002566	SGUI1_65470.1	SSPN1_59540.1
OG0002567	SGUI1_35240.1	SSPN1_35500.1
OG0002568	SGUI1_64020.1	SSPN1_60560.1
OG0002569	SGUI1_66180.1	SSPN1_58940.1
OG0002570	SGUI1_31470.2, SGUI1_31470.1	SSPN1_39160.1
OG0002571	SGUI1_40210.1	SSPN1_30690.1, SSPN1_30690.2
OG0002572	SGUI1_59590.1	SSPN1_57200.1, SSPN1_57200.2, SSPN1_57200.4, SSPN1_57200.3, SSPN1_57200.5
OG0002574	SGUI1_75720.1, SGUI1_75720.2	SSPN1_72460.1
OG0002575	SGUI1_23890.1	SSPN1_23230.1
OG0002576	SGUI1_79100.1	SSPN1_75710.1
OG0002577	SGUI1_54830.1	SSPN1_52810.1
OG0002578	SGUI1_49360.1	SSPN1_47700.1
OG0002579	SGUI1_94190.1, SGUI1_94190.2	SSPN1_90310.1
OG0002580	SGUI1_59760.2, SGUI1_59760.3, SGUI1_59780.1, SGUI1_59780.2, SGUI1_59760.1, SGUI1_59780.3	SSPN1_57330.1
OG0002581	SGUI1_60990.1	SSPN1_63620.1, SSPN1_63620.2
OG0002582	SGUI1_34840.4, SGUI1_34840.2, SGUI1_34840.1, SGUI1_34840.3	SSPN1_35910.1
OG0002583	SGUI1_88180.1	SSPN1_84650.1
OG0002584	SGUI1_38930.1	SSPN1_31890.1
OG0002585	SGUI1_19800.1, SGUI1_19790.2, SGUI1_19790.1	SSPN1_10010.1
OG0002586	SGUI1_18680.1	SSPN1_11870.1
OG0002587	SGUI1_83350.1, SGUI1_83350.2	SSPN1_79770.1, SSPN1_79770.3, SSPN1_79770.2, SSPN1_79770.4, SSPN1_79770.5
OG0002588	SGUI1_61610.1	SSPN1_63020.1
OG0002589	SGUI1_61430.1	SSPN1_63210.1
OG0002590	SGUI1_76850.2, SGUI1_76850.3, SGUI1_76850.1	SSPN1_73600.1, SSPN1_73600.2
OG0002591	SGUI1_78910.1	SSPN1_75530.1
OG0002592	SGUI1_27220.1	SSPN1_26410.1
OG0002593	SGUI1_80370.3, SGUI1_80370.1, SGUI1_80370.4, SGUI1_80370.5, SGUI1_80370.2	SSPN1_76960.1
OG0002594	SGUI1_80360.1, SGUI1_80360.2	SSPN1_76940.1
OG0002595	SGUI1_48410.1, SGUI1_48410.3, SGUI1_48410.2, SGUI1_48410.4, SGUI1_48410.5	SSPN1_46850.1, SSPN1_46850.2
OG0002596	SGUI1_76550.1	SSPN1_73250.1, SSPN1_73250.3, SSPN1_73250.2
OG0002597	SGUI1_12060.1	SSPN1_17570.5, SSPN1_17570.4, SSPN1_17570.2, SSPN1_17570.1, SSPN1_17570.3
OG0002598	SGUI1_34100.1	SSPN1_36670.2, SSPN1_36670.7, SSPN1_36670.1, SSPN1_36670.3, SSPN1_36670.4, SSPN1_36670.6, SSPN1_36670.5
OG0002599	SGUI1_66880.1	SSPN1_58280.3, SSPN1_58280.2, SSPN1_58280.1
OG0002600	SGUI1_47450.4, SGUI1_47450.1, SGUI1_47450.3, SGUI1_47450.2	SSPN1_45940.1, SSPN1_45940.2
OG0002601	SGUI1_11040.1, SGUI1_11050.1	SSPN1_16560.1
OG0002602	SGUI1_21380.1, SGUI1_21380.3, SGUI1_21380.2	SSPN1_9550.1
OG0002603	SGUI1_63580.1	SSPN1_60960.1, SSPN1_60960.2, SSPN1_60960.3, SSPN1_60960.4, SSPN1_60960.5, SSPN1_60960.6
OG0002604	SGUI1_2430.2, SGUI1_2430.1	SSPN1_2350.1
OG0002605	SGUI1_49480.1	SSPN1_47830.2, SSPN1_47830.1, SSPN1_47830.3
OG0002606	SGUI1_85470.1	SSPN1_82250.1
OG0002607	SGUI1_33200.1	SSPN1_37510.3, SSPN1_37510.4, SSPN1_37510.2, SSPN1_37510.1
OG0002608	SGUI1_48240.1, SGUI1_48240.2, SGUI1_48240.3, SGUI1_48240.4	SSPN1_46690.1, SSPN1_46690.3, SSPN1_46690.2
OG0002609	SGUI1_3860.1	SSPN1_3780.1, SSPN1_3780.2, SSPN1_3780.3
OG0002610	SGUI1_42550.1	SSPN1_41220.1, SSPN1_41220.2
OG0002611	SGUI1_16500.3, SGUI1_16500.1, SGUI1_16500.4, SGUI1_16500.5, SGUI1_16500.2, SGUI1_16500.6	SSPN1_13850.1, SSPN1_13850.2
OG0002612	SGUI1_56910.1	SSPN1_54710.1
OG0002613	SGUI1_45390.1	SSPN1_43940.1
OG0002613	SGUI1_70300.1	SSPN1_67280.1
OG0002614	SGUI1_270.1	SSPN1_600.1
OG0002616	SGUI1_37150.1	SSPN1_33700.6, SSPN1_33700.3, SSPN1_33700.5, SSPN1_33700.1, SSPN1_33700.2, SSPN1_33700.4
OG0002617	SGUI1_40950.1, SGUI1_40950.3, SGUI1_40950.5, SGUI1_40950.2, SGUI1_40950.4	SSPN1_39710.2, SSPN1_39710.3, SSPN1_39710.1
OG0002618	SGUI1_57770.1, SGUI1_57760.1	SSPN1_55420.5, SSPN1_55420.3, SSPN1_55420.1, SSPN1_55420.2, SSPN1_55420.4
OG0002619	SGUI1_60510.1	SSPN1_64190.1, SSPN1_64190.2, SSPN1_64190.3, SSPN1_61460.1
OG0002620	SGUI1_30050.1	SSPN1_29210.1
OG0002621	SGUI1_7810.1	SSPN1_8280.1
OG0002622	SGUI1_56830.1	SSPN1_54650.4, SSPN1_54650.2, SSPN1_54650.3, SSPN1_54650.1
OG0002623	SGUI1_10430.1	SSPN1_19250.1, SSPN1_19250.2
OG0002624	SGUI1_16210.1	SSPN1_14150.1
OG0002625	SGUI1_35950.4, SGUI1_35950.2, SGUI1_35950.3, SGUI1_35950.5, SGUI1_35950.1	SSPN1_34870.1, SSPN1_34870.2, SSPN1_34870.3
OG0002626	SGUI1_58050.2, SGUI1_58050.1	SSPN1_55610.1
OG0002627	SGUI1_12130.1, SGUI1_12130.11, SGUI1_12130.12, SGUI1_12130.13, SGUI1_12130.8	SSPN1_17640.1, SSPN1_17640.2, SSPN1_17640.3, SSPN1_17640.4, SSPN1_17640.5
OG0002628	SGUI1_41710.1	SSPN1_40460.1
OG0002629	SGUI1_91820.1, SGUI1_91820.2, SGUI1_91820.3, SGUI1_91820.4	SSPN1_88010.1
OG0002630	SGUI1_8120.1	SSPN1_8690.1
OG0002631	SGUI1_24830.1	SSPN1_24110.2, SSPN1_24110.1, SSPN1_24110.3
OG0002632	SGUI1_85120.1	SSPN1_81610.1, SSPN1_81610.2
OG0002633	SGUI1_39860.5, SGUI1_39860.3, SGUI1_39860.1, SGUI1_39860.4, SGUI1_39860.2	SSPN1_31070.1, SSPN1_31070.2
OG0002634	SGUI1_24640.1	SSPN1_23940.1, SSPN1_23940.2
OG0002635	SGUI1_22750.1	SSPN1_22420.1
OG0002636	SGUI1_80660.2, SGUI1_80660.1, SGUI1_80660.3	SSPN1_77190.3, SSPN1_77190.1, SSPN1_77190.2, SSPN1_77190.4
OG0002637	SGUI1_94680.1	SSPN1_90780.1
OG0002638	SGUI1_54390.4, SGUI1_54390.1, SGUI1_54390.2, SGUI1_54390.3, SGUI1_54390.5	SSPN1_52370.1, SSPN1_52370.2
OG0002639	SGUI1_67460.1	SSPN1_57820.1, SSPN1_57820.2
OG0002640	SGUI1_9790.1	SSPN1_19930.1, SSPN1_19930.2, SSPN1_19930.5, SSPN1_19930.3, SSPN1_19930.4
OG0002641	SGUI1_53770.1, SGUI1_53770.2	SSPN1_51800.1, SSPN1_51800.2
OG0002642	SGUI1_1430.2, SGUI1_1430.1	SSPN1_1400.1
OG0002643	SGUI1_4140.1	SSPN1_4130.1, SSPN1_4130.2, SSPN1_4130.3
OG0002644	SGUI1_62350.1, SGUI1_62350.2, SGUI1_62350.3	SSPN1_62250.1
OG0002645	SGUI1_9210.1	SSPN1_20510.1
OG0002646	SGUI1_26810.1	SSPN1_25970.2, SSPN1_25970.3, SSPN1_25970.1
OG0002647	SGUI1_88600.1, SGUI1_88600.2, SGUI1_88600.5, SGUI1_88600.3, SGUI1_88600.4	SSPN1_85040.1
OG0002648	SGUI1_6260.1, SGUI1_6260.2	SSPN1_6520.1
OG0002649	SGUI1_40300.1	SSPN1_30620.1, SSPN1_30620.2
OG0002650	SGUI1_7820.1	SSPN1_8290.1
OG0002651	SGUI1_9830.1	SSPN1_19890.1, SSPN1_19890.4, SSPN1_19890.2, SSPN1_19890.3
OG0002652	SGUI1_45070.1, SGUI1_45070.2	SSPN1_43600.2, SSPN1_43600.1, SSPN1_43600.3, SSPN1_43600.4, SSPN1_43610.1, SSPN1_43610.2
OG0002653	SGUI1_89640.1, SGUI1_89640.2, SGUI1_89640.3	SSPN1_86800.1, SSPN1_86800.2
OG0002654	SGUI1_82160.1	SSPN1_77950.3, SSPN1_77950.4, SSPN1_77950.1, SSPN1_77950.2
OG0002655	SGUI1_57350.1	SSPN1_54940.1, SSPN1_54940.2
OG0002656	SGUI1_20060.1, SGUI1_20060.2	SSPN1_10270.1, SSPN1_10270.2, SSPN1_10270.3, SSPN1_10270.4
OG0002658	SGUI1_29270.1	SSPN1_28440.1, SSPN1_28440.2
OG0002659	SGUI1_60470.1, SGUI1_60470.2, SGUI1_60470.4, SGUI1_60470.3	SSPN1_64230.1
OG0002661	SGUI1_64200.1	SSPN1_65570.1
OG0002662	SGUI1_84050.1	SSPN1_80490.1
OG0002663	SGUI1_84650.1	SSPN1_81100.1
OG0002664	SGUI1_96440.1, SGUI1_96440.4, SGUI1_96440.2, SGUI1_96440.3	SSPN1_92590.2, SSPN1_92590.3
