Orthogroup	schistosoma_guineensis	schistosoma_bovis
OG0001714	SGUI1_58720.1	SBOV2_57840.1
OG0001715	SGUI1_23390.1	SBOV2_23140.1
OG0001716	SGUI1_70000.1	SBOV2_69040.1
OG0001717	SGUI1_28510.3, SGUI1_28510.5, SGUI1_28510.1, SGUI1_28510.2	SBOV2_38780.2, SBOV2_38780.1, SBOV2_38780.4, SBOV2_38780.5, SBOV2_38780.3, SBOV2_38780.6
OG0001718	SGUI1_14830.2, SGUI1_14830.1, SGUI1_14830.3	SBOV2_14770.1
OG0001719	SGUI1_43610.1	SBOV2_42830.1
OG0001720	SGUI1_10810.1	SBOV2_11550.1
OG0001721	SGUI1_56930.1	SBOV2_56000.1
OG0001721	SGUI1_56950.1	SBOV2_56020.1
OG0001722	SGUI1_10250.1, SGUI1_10250.2, SGUI1_10250.3	SBOV2_10900.4, SBOV2_10900.5, SBOV2_10900.1, SBOV2_10900.3, SBOV2_10900.2
OG0001723	SGUI1_10100.1	SBOV2_10720.1, SBOV2_10720.2, SBOV2_10720.3, SBOV2_10720.6, SBOV2_10720.5, SBOV2_10720.4, SBOV2_10720.7, SBOV2_10720.8
OG0001724	SGUI1_72880.1	SBOV2_71830.1, SBOV2_71830.2, SBOV2_71830.3
OG0001725	SGUI1_71280.1	SBOV2_70290.1, SBOV2_70290.3, SBOV2_70290.6, SBOV2_70290.2, SBOV2_70290.4, SBOV2_70290.5
OG0001726	SGUI1_35670.1	SBOV2_31880.1
OG0001726	SGUI1_81780.1	SBOV2_80710.1
OG0001727	SGUI1_89240.1	SBOV2_89310.1
OG0001728	SGUI1_64780.1	SBOV2_63850.3, SBOV2_63850.2, SBOV2_63850.1
OG0001729	SGUI1_9930.1	SBOV2_10530.4, SBOV2_10530.2
OG0001729	SGUI1_9930.2	SBOV2_10530.1
OG0001730	SGUI1_17700.1	SBOV2_17570.1
OG0001731	SGUI1_30630.1, SGUI1_30630.2	SBOV2_36780.4
OG0001732	SGUI1_48350.1	SBOV2_47760.1, SBOV2_47760.2, SBOV2_47760.3, SBOV2_47760.6, SBOV2_47760.5, SBOV2_47760.4
OG0001733	SGUI1_60270.1, SGUI1_60280.1	SBOV2_59390.1
OG0001734	SGUI1_97230.1	SBOV2_91370.1
OG0001735	SGUI1_26090.1, SGUI1_26090.2, SGUI1_26090.3, SGUI1_26090.4	SBOV2_41210.1, SBOV2_41210.2
OG0001736	SGUI1_16640.1	SBOV2_16550.3
OG0001737	SGUI1_92170.4	SBOV2_90820.1
OG0001737	SGUI1_92170.2, SGUI1_92170.1, SGUI1_92170.3	SBOV2_90600.1
OG0001738	SGUI1_41620.1	SBOV2_26230.5, SBOV2_26230.1, SBOV2_26230.2, SBOV2_26230.3, SBOV2_26230.4
OG0001739	SGUI1_41140.2, SGUI1_41140.3, SGUI1_41140.1	SBOV2_26690.1, SBOV2_26690.2
OG0001740	SGUI1_55080.1	SBOV2_50710.1, SBOV2_50710.2, SBOV2_50710.3
OG0001741	SGUI1_13910.1	SBOV2_96100.1, SBOV2_96100.2
OG0001741	SGUI1_4390.1	SBOV2_4590.1
OG0001742	SGUI1_54530.3, SGUI1_54530.4, SGUI1_54530.5, SGUI1_54530.6, SGUI1_54530.7	SBOV2_51310.10
OG0001743	SGUI1_90970.1	SBOV2_87600.1, SBOV2_87600.2
OG0001744	SGUI1_68810.1, SGUI1_68810.3, SGUI1_68810.2	SBOV2_67890.3, SBOV2_67890.2, SBOV2_67890.5, SBOV2_67890.1, SBOV2_67890.6, SBOV2_67890.4
OG0001745	SGUI1_28440.1, SGUI1_28440.2, SGUI1_28440.3	SBOV2_38840.2
OG0001747	SGUI1_5630.1	SBOV2_5970.1, SBOV2_5970.3, SBOV2_5970.2
OG0001748	SGUI1_58990.1	SBOV2_58160.3
OG0001749	SGUI1_26200.1, SGUI1_26200.2, SGUI1_26200.3, SGUI1_26200.4	SBOV2_41120.1
OG0001750	SGUI1_4110.1, SGUI1_4110.2	SBOV2_4200.1, SBOV2_4200.2
OG0001751	SGUI1_26340.1, SGUI1_26340.2, SGUI1_26340.3	SBOV2_41020.1, SBOV2_41020.3, SBOV2_41020.4, SBOV2_41020.5, SBOV2_41020.6
OG0001752	SGUI1_9500.3	SBOV2_10040.1
OG0001752	SGUI1_9500.3	SBOV2_10040.2
OG0001752	SGUI1_9500.4	SBOV2_10040.3
OG0001753	SGUI1_10510.2, SGUI1_10510.7, SGUI1_10510.1	SBOV2_11140.1, SBOV2_11140.2, SBOV2_11140.4, SBOV2_11140.3
OG0001754	SGUI1_60060.1	SBOV2_59160.7, SBOV2_59160.3, SBOV2_59160.5, SBOV2_59160.6, SBOV2_59160.8, SBOV2_59160.4, SBOV2_59160.1, SBOV2_59160.2
OG0001755	SGUI1_4020.1	SBOV2_4100.1
OG0001755	SGUI1_4020.2	SBOV2_4100.1
OG0001755	SGUI1_4020.3	SBOV2_4100.1
OG0001755	SGUI1_4020.1	SBOV2_4100.2
OG0001755	SGUI1_4020.2	SBOV2_4100.2
OG0001755	SGUI1_4020.3	SBOV2_4100.2
OG0001755	SGUI1_4020.1	SBOV2_4100.3
OG0001755	SGUI1_4020.2	SBOV2_4100.3
OG0001755	SGUI1_4020.3	SBOV2_4100.3
OG0001755	SGUI1_4020.1	SBOV2_4100.4
OG0001755	SGUI1_4020.2	SBOV2_4100.4
OG0001755	SGUI1_4020.3	SBOV2_4100.4
OG0001755	SGUI1_4020.1	SBOV2_4100.5
OG0001755	SGUI1_4020.2	SBOV2_4100.5
OG0001755	SGUI1_4020.3	SBOV2_4100.5
OG0001756	SGUI1_50280.1, SGUI1_50280.2, SGUI1_50280.3	SBOV2_49510.1
OG0001757	SGUI1_48820.4, SGUI1_48820.3, SGUI1_48820.1, SGUI1_48820.2	SBOV2_48160.1
OG0001758	SGUI1_85720.1	SBOV2_84570.1
OG0001759	SGUI1_68250.1	SBOV2_67410.1, SBOV2_67410.2
OG0001761	SGUI1_71840.1	SBOV2_70850.1
OG0001762	SGUI1_96610.1, SGUI1_96610.2, SGUI1_96610.3	SBOV2_95670.1
OG0001763	SGUI1_30860.1	SBOV2_36550.1, SBOV2_36550.2, SBOV2_36550.5, SBOV2_36550.3, SBOV2_36550.4
OG0001764	SGUI1_15680.1	SBOV2_15660.1
OG0001765	SGUI1_68340.1	SBOV2_67530.1, SBOV2_67530.2, SBOV2_67530.3, SBOV2_67530.4
OG0001766	SGUI1_34280.1	SBOV2_33210.1
OG0001766	SGUI1_34280.2	SBOV2_33210.1
OG0001766	SGUI1_34280.1	SBOV2_33210.2
OG0001766	SGUI1_34280.2	SBOV2_33210.2
OG0001767	SGUI1_3970.1	SBOV2_4040.1
OG0001768	SGUI1_86380.1, SGUI1_86380.2, SGUI1_86380.3, SGUI1_86380.4, SGUI1_86380.5	SBOV2_85200.1
OG0001770	SGUI1_33380.1, SGUI1_33380.2	SBOV2_34030.1
OG0001771	SGUI1_52920.2	SBOV2_52820.2
OG0001771	SGUI1_52920.1	SBOV2_52820.1
OG0001772	SGUI1_90590.2, SGUI1_90590.3	SBOV2_87950.2, SBOV2_87950.1, SBOV2_87950.4
OG0001772	SGUI1_90590.4, SGUI1_90590.1	SBOV2_87950.3
OG0001773	SGUI1_63960.1	SBOV2_63110.2, SBOV2_63110.3, SBOV2_63110.4, SBOV2_63110.1
OG0001774	SGUI1_6570.1	SBOV2_6830.1, SBOV2_6830.2, SBOV2_6830.3
OG0001775	SGUI1_17680.1	SBOV2_17550.1
OG0001776	SGUI1_95410.1, SGUI1_95410.2	SBOV2_94090.1, SBOV2_94090.2, SBOV2_94090.3
OG0001778	SGUI1_90130.1	SBOV2_88450.1
OG0001779	SGUI1_23360.3, SGUI1_23360.4, SGUI1_23360.1, SGUI1_23360.2, SGUI1_23360.5, SGUI1_23360.6, SGUI1_23360.7	SBOV2_23170.1
OG0001780	SGUI1_28010.1	SBOV2_39280.1
OG0001781	SGUI1_95650.5, SGUI1_95650.4, SGUI1_95650.1, SGUI1_95650.2, SGUI1_95650.3	SBOV2_94330.1
OG0001782	SGUI1_66890.1	SBOV2_66130.1
OG0001783	SGUI1_30490.1, SGUI1_30490.2, SGUI1_30490.3, SGUI1_30490.4, SGUI1_30490.5	SBOV2_36900.1
OG0001784	SGUI1_42330.1	SBOV2_41500.1
OG0001785	SGUI1_22470.1	SBOV2_22320.1
OG0001786	SGUI1_64360.1	SBOV2_63440.3
OG0001787	SGUI1_22500.1	SBOV2_22330.1
OG0001788	SGUI1_77500.1, SGUI1_77500.2	SBOV2_76100.4, SBOV2_76100.1, SBOV2_76100.6, SBOV2_76100.7, SBOV2_76100.8, SBOV2_76100.2, SBOV2_76100.3, SBOV2_76100.5
OG0001789	SGUI1_22000.3, SGUI1_22000.1, SGUI1_22050.1	SBOV2_21810.1
OG0001790	SGUI1_40260.1	SBOV2_27500.1, SBOV2_27500.10, SBOV2_27500.6, SBOV2_27500.7, SBOV2_27500.8, SBOV2_27500.9, SBOV2_27500.4, SBOV2_27500.3, SBOV2_27500.5
OG0001791	SGUI1_92480.1	SBOV2_91160.1
OG0001792	SGUI1_78890.1	SBOV2_77520.2, SBOV2_77520.1
OG0001793	SGUI1_89520.1	SBOV2_89070.1
OG0001794	SGUI1_68330.2, SGUI1_68330.1, SGUI1_68330.3, SGUI1_68330.4, SGUI1_68330.5, SGUI1_68330.6	SBOV2_67520.1
OG0001795	SGUI1_50350.5, SGUI1_50350.4, SGUI1_50350.1, SGUI1_50350.2, SGUI1_50350.7, SGUI1_50350.6, SGUI1_50350.3	SBOV2_49570.1
OG0001800	SGUI1_56280.1	SBOV2_55310.1, SBOV2_55310.2, SBOV2_55310.3, SBOV2_55310.4, SBOV2_55310.5, SBOV2_55310.6
OG0001801	SGUI1_14040.1	SBOV2_14040.1
OG0001802	SGUI1_36500.1, SGUI1_36500.2, SGUI1_36500.3	SBOV2_31080.1, SBOV2_31080.2, SBOV2_31080.3, SBOV2_31080.4, SBOV2_31080.5
OG0001803	SGUI1_40500.1	SBOV2_27280.1
OG0001804	SGUI1_32710.1, SGUI1_32710.2, SGUI1_32710.3, SGUI1_32710.4, SGUI1_32710.5	SBOV2_34730.1
OG0001805	SGUI1_43880.1, SGUI1_43880.2	SBOV2_43300.1, SBOV2_43290.1
OG0001806	SGUI1_96430.1	SBOV2_95390.1
OG0001806	SGUI1_96430.2, SGUI1_96430.3	SBOV2_95400.1
OG0001807	SGUI1_14060.1	SBOV2_14050.1
OG0001808	SGUI1_18750.1, SGUI1_18750.2, SGUI1_18750.3	SBOV2_18570.1, SBOV2_18570.2
OG0001809	SGUI1_32940.4	SBOV2_34480.1
OG0001810	SGUI1_94470.1	SBOV2_93080.2, SBOV2_93080.3
OG0001811	SGUI1_69240.1	SBOV2_68430.1, SBOV2_68430.2
OG0001811	SGUI1_8090.1	SBOV2_8610.1
OG0001812	SGUI1_75300.1, SGUI1_75300.2, SGUI1_75300.3	SBOV2_74010.2, SBOV2_74010.1
OG0001813	SGUI1_10680.1	SBOV2_11390.1
OG0001814	SGUI1_74980.1	SBOV2_73730.2, SBOV2_73730.3, SBOV2_73730.4, SBOV2_73730.5, SBOV2_73730.1
OG0001815	SGUI1_47410.1, SGUI1_47410.2	SBOV2_46770.2, SBOV2_46770.1, SBOV2_46770.3
OG0001816	SGUI1_47150.7, SGUI1_47150.1, SGUI1_47150.2, SGUI1_47150.6, SGUI1_47150.4, SGUI1_47150.5, SGUI1_47150.3	SBOV2_46550.1
OG0001817	SGUI1_38840.1, SGUI1_38840.2	SBOV2_28780.1
OG0001818	SGUI1_49550.1	SBOV2_48850.3, SBOV2_48850.5, SBOV2_48850.4, SBOV2_48850.6, SBOV2_48850.7, SBOV2_48850.8, SBOV2_48850.1, SBOV2_48850.2
OG0001819	SGUI1_20970.2	SBOV2_19250.1
OG0001820	SGUI1_61240.1, SGUI1_61240.2	SBOV2_60400.1
OG0001821	SGUI1_82600.1	SBOV2_79800.1
OG0001821	SGUI1_57740.1	SBOV2_56820.1
OG0001822	SGUI1_94060.3, SGUI1_94060.2, SGUI1_94060.1	SBOV2_92650.1
OG0001823	SGUI1_19660.3	SBOV2_20540.2, SBOV2_20540.4, SBOV2_20540.1, SBOV2_20540.3
OG0001824	SGUI1_15030.1	SBOV2_14960.5, SBOV2_14960.8, SBOV2_14960.9, SBOV2_14960.4, SBOV2_14960.2, SBOV2_14960.7, SBOV2_14960.6, SBOV2_14960.3, SBOV2_14960.1
OG0001825	SGUI1_51420.1, SGUI1_51420.2	SBOV2_54250.1
OG0001826	SGUI1_4920.6, SGUI1_4920.1, SGUI1_4920.4, SGUI1_4920.5, SGUI1_4920.2, SGUI1_4920.3	SBOV2_5210.1
OG0001827	SGUI1_78250.1	SBOV2_76870.2, SBOV2_76870.3, SBOV2_76870.1
OG0001829	SGUI1_27580.1	SBOV2_39730.1, SBOV2_39730.2, SBOV2_39730.3
OG0001829	SGUI1_26610.1	SBOV2_40730.1, SBOV2_40730.2
OG0001830	SGUI1_58110.1	SBOV2_57260.1, SBOV2_57260.2, SBOV2_57260.3
OG0001831	SGUI1_66300.1	SBOV2_65470.2, SBOV2_65470.1, SBOV2_65470.3, SBOV2_65470.6, SBOV2_65470.7, SBOV2_65470.4
OG0001832	SGUI1_58550.1	SBOV2_57640.1
OG0001832	SGUI1_58390.1	SBOV2_57730.1
OG0001833	SGUI1_58400.1	SBOV2_57500.1
OG0001834	SGUI1_74690.4	SBOV2_73500.2
OG0001834	SGUI1_74690.1, SGUI1_74690.2	SBOV2_73500.3
OG0001834	SGUI1_74690.3	SBOV2_73500.1
OG0001835	SGUI1_16350.3, SGUI1_16350.1	SBOV2_16250.1
OG0001837	SGUI1_81400.1	SBOV2_81060.3, SBOV2_81060.6, SBOV2_81060.1, SBOV2_81060.10, SBOV2_81060.2, SBOV2_81060.5, SBOV2_81060.7, SBOV2_81060.8, SBOV2_81060.9, SBOV2_81060.4
OG0001838	SGUI1_26360.1	SBOV2_41000.1, SBOV2_41000.2
OG0001839	SGUI1_53730.1	SBOV2_52050.4, SBOV2_52050.6, SBOV2_52050.2, SBOV2_52050.3, SBOV2_52050.5
OG0001841	SGUI1_15910.1	SBOV2_15880.1
OG0001841	SGUI1_15910.1	SBOV2_15880.2
OG0001842	SGUI1_94970.2, SGUI1_94970.1, SGUI1_94970.4, SGUI1_94970.5, SGUI1_94970.3	SBOV2_93620.1, SBOV2_93620.5, SBOV2_93620.2, SBOV2_93620.3, SBOV2_93620.4
OG0001843	SGUI1_41630.1, SGUI1_41630.2, SGUI1_41630.3	SBOV2_26220.5
OG0001844	SGUI1_8680.1, SGUI1_8680.5, SGUI1_8680.2, SGUI1_8680.3, SGUI1_8680.4	SBOV2_9180.1, SBOV2_9180.2
OG0001845	SGUI1_95310.1, SGUI1_95310.2, SGUI1_95310.3	SBOV2_93980.1, SBOV2_93980.2
OG0001846	SGUI1_26680.1, SGUI1_26680.2, SGUI1_26680.3	SBOV2_40640.1, SBOV2_40640.2, SBOV2_40640.3
OG0001848	SGUI1_5250.1	SBOV2_5610.4, SBOV2_5610.2, SBOV2_5610.1, SBOV2_5610.3
OG0001849	SGUI1_65090.4	SBOV2_64210.3
OG0001849	SGUI1_65090.1, SGUI1_65090.2, SGUI1_65090.5	SBOV2_64210.2
OG0001849	SGUI1_65090.3	SBOV2_64210.1
OG0001850	SGUI1_73640.6	SBOV2_72540.1
OG0001851	SGUI1_53050.2	SBOV2_52710.3
OG0001851	SGUI1_53050.1	SBOV2_52710.2
OG0001852	SGUI1_29120.1, SGUI1_29120.2, SGUI1_29120.3, SGUI1_29120.4	SBOV2_38210.1, SBOV2_38210.2, SBOV2_38210.3
OG0001853	SGUI1_3650.1	SBOV2_3710.2, SBOV2_3710.3, SBOV2_3710.1, SBOV2_3710.4
OG0001853	SGUI1_3490.1	SBOV2_3520.1
OG0001854	SGUI1_96680.1	SBOV2_95710.1, SBOV2_95710.2, SBOV2_95710.3
OG0001855	SGUI1_71800.4	SBOV2_70820.4
OG0001856	SGUI1_76090.1	SBOV2_74710.1, SBOV2_74710.2
OG0001857	SGUI1_76960.2	SBOV2_75600.3
OG0001857	SGUI1_76960.3, SGUI1_76960.1	SBOV2_75600.1
OG0001858	SGUI1_44860.1	SBOV2_44120.1
OG0001860	SGUI1_96780.1, SGUI1_26860.2, SGUI1_26860.3, SGUI1_26860.1	SBOV2_40450.1, SBOV2_40450.2
OG0001861	SGUI1_75460.1, SGUI1_75460.2	SBOV2_74160.2, SBOV2_74160.1
OG0001862	SGUI1_4240.1	SBOV2_4440.1
OG0001863	SGUI1_27500.1	SBOV2_39820.1, SBOV2_39810.1, SBOV2_39810.2
OG0001863	SGUI1_26820.1	SBOV2_40480.1
OG0001864	SGUI1_75710.1, SGUI1_75710.2, SGUI1_75710.3	SBOV2_74370.1
OG0001865	SGUI1_6790.1	SBOV2_7060.1
OG0001866	SGUI1_89920.5, SGUI1_89920.6	SBOV2_88640.6, SBOV2_88640.2, SBOV2_88640.5, SBOV2_88640.1
OG0001866	SGUI1_89920.2, SGUI1_89920.4, SGUI1_89920.3, SGUI1_89920.1	SBOV2_88640.3, SBOV2_88640.4
OG0001867	SGUI1_49590.1	SBOV2_48890.1
OG0001868	SGUI1_2650.2	SBOV2_2670.1, SBOV2_2670.3, SBOV2_2670.4
OG0001869	SGUI1_20240.3	SBOV2_19920.2, SBOV2_19920.1
OG0001870	SGUI1_51260.5, SGUI1_51260.1, SGUI1_51260.2, SGUI1_51260.3, SGUI1_51260.4	SBOV2_54370.1, SBOV2_54370.2, SBOV2_54370.4, SBOV2_54370.3, SBOV2_54370.5, SBOV2_54370.6
OG0001871	SGUI1_42980.1, SGUI1_42990.1	SBOV2_42160.1, SBOV2_42160.2, SBOV2_42160.3, SBOV2_42160.4
OG0001872	SGUI1_82720.1	SBOV2_81410.1
OG0001873	SGUI1_33350.1	SBOV2_34070.1
OG0001874	SGUI1_22710.1	SBOV2_22630.1, SBOV2_22630.2, SBOV2_22630.3
OG0001875	SGUI1_88480.1, SGUI1_88480.2, SGUI1_88480.3	SBOV2_87220.1
OG0001876	SGUI1_21560.1	SBOV2_21360.1
OG0001877	SGUI1_17060.1, SGUI1_17060.3, SGUI1_17060.2	SBOV2_16950.1
OG0001878	SGUI1_56860.1	SBOV2_55940.1
OG0001879	SGUI1_26190.1, SGUI1_26190.2, SGUI1_26190.3, SGUI1_26190.5, SGUI1_26190.4, SGUI1_26190.6	SBOV2_41130.1
OG0001880	SGUI1_19120.1	SBOV2_18970.1, SBOV2_18970.2, SBOV2_18970.3
OG0001881	SGUI1_59320.1	SBOV2_58550.1
OG0001882	SGUI1_74600.1	SBOV2_73420.1, SBOV2_73420.2, SBOV2_73420.3
OG0001884	SGUI1_88470.4, SGUI1_88470.2, SGUI1_88470.1, SGUI1_88470.3, SGUI1_88470.5	SBOV2_87210.1, SBOV2_87210.2, SBOV2_87210.3
OG0001885	SGUI1_12270.2, SGUI1_12270.1, SGUI1_12270.3, SGUI1_12270.4, SGUI1_12270.5	SBOV2_12880.1, SBOV2_12880.2
OG0001886	SGUI1_72960.1	SBOV2_71920.1
OG0001887	SGUI1_63090.1, SGUI1_63090.2	SBOV2_62200.3, SBOV2_62200.1, SBOV2_62200.2
OG0001888	SGUI1_67070.1	SBOV2_66310.1, SBOV2_66310.3, SBOV2_66310.2
OG0001889	SGUI1_84890.1, SGUI1_84900.1	SBOV2_83720.3, SBOV2_83720.4, SBOV2_83720.2, SBOV2_83720.5, SBOV2_83720.1
OG0001890	SGUI1_47620.3, SGUI1_47620.4, SGUI1_47620.1, SGUI1_47620.2	SBOV2_46980.1, SBOV2_46980.2
OG0001891	SGUI1_91980.1	SBOV2_90640.1
OG0001891	SGUI1_92650.1	SBOV2_91280.1
OG0001892	SGUI1_79130.1	SBOV2_77760.1, SBOV2_77760.2, SBOV2_77760.3, SBOV2_77760.4, SBOV2_77760.5, SBOV2_77760.6
OG0001893	SGUI1_33510.2, SGUI1_33510.1, SGUI1_33510.3, SGUI1_33510.4, SGUI1_33510.5, SGUI1_33510.6	SBOV2_33900.1, SBOV2_33900.2, SBOV2_33900.3
OG0001894	SGUI1_81270.1	SBOV2_81200.1
OG0001895	SGUI1_44370.1	SBOV2_43640.1, SBOV2_43640.2
OG0001896	SGUI1_30670.1	SBOV2_36730.1
OG0001897	SGUI1_78630.1	SBOV2_77210.1, SBOV2_77210.2, SBOV2_77210.3, SBOV2_77210.4
OG0001898	SGUI1_58300.1	SBOV2_57430.1, SBOV2_57430.2
OG0001899	SGUI1_38830.1	SBOV2_28790.2, SBOV2_28790.1, SBOV2_28790.3
OG0001901	SGUI1_93380.1, SGUI1_29970.1, SGUI1_29970.2	SBOV2_37410.3, SBOV2_37410.1, SBOV2_37410.5, SBOV2_37410.4, SBOV2_37410.2
OG0001902	SGUI1_38810.1	SBOV2_28810.1
OG0001903	SGUI1_85080.1, SGUI1_85080.2, SGUI1_85080.3, SGUI1_85080.4, SGUI1_85080.5	SBOV2_83940.1, SBOV2_83900.1
OG0001904	SGUI1_13130.1	SBOV2_13450.1
OG0001905	SGUI1_58940.1, SGUI1_58940.2, SGUI1_58940.3	SBOV2_58060.1
OG0001906	SGUI1_29080.4, SGUI1_29080.3, SGUI1_29080.5, SGUI1_29080.6, SGUI1_29080.7, SGUI1_29080.2, SGUI1_29080.1	SBOV2_38240.1, SBOV2_38240.4, SBOV2_38240.2, SBOV2_38240.3
OG0001907	SGUI1_6500.1	SBOV2_6760.6, SBOV2_6760.5, SBOV2_6760.4, SBOV2_6760.1, SBOV2_6760.2, SBOV2_6760.3
OG0001908	SGUI1_65400.1	SBOV2_64550.1
OG0001908	SGUI1_65390.1	SBOV2_64520.1, SBOV2_64540.1
OG0001909	SGUI1_95640.1, SGUI1_95640.2, SGUI1_95640.3, SGUI1_95640.4	SBOV2_94320.1, SBOV2_94320.2, SBOV2_94320.4, SBOV2_94320.3
OG0001910	SGUI1_38370.1	SBOV2_29230.4, SBOV2_29230.3, SBOV2_29230.2, SBOV2_29230.5, SBOV2_29230.1
OG0001911	SGUI1_53590.1	SBOV2_52080.4, SBOV2_52190.1
OG0001912	SGUI1_80480.1	SBOV2_79060.1, SBOV2_79060.2, SBOV2_79060.3
OG0001913	SGUI1_73630.1	SBOV2_72530.1
OG0001914	SGUI1_61170.2, SGUI1_61170.1, SGUI1_61170.3, SGUI1_61170.4	SBOV2_60320.3, SBOV2_60320.1, SBOV2_60320.2
OG0001915	SGUI1_83590.1	SBOV2_82260.1
OG0001916	SGUI1_21180.1, SGUI1_21180.2	SBOV2_21100.1, SBOV2_21100.2
OG0001917	SGUI1_7650.1	SBOV2_7210.1
OG0001918	SGUI1_46040.1, SGUI1_46040.2, SGUI1_46040.3, SGUI1_46040.4	SBOV2_45380.5, SBOV2_45380.4, SBOV2_45380.7, SBOV2_45380.3, SBOV2_45380.2, SBOV2_45380.1, SBOV2_45380.6
OG0001919	SGUI1_68080.5, SGUI1_68080.1, SGUI1_68080.2, SGUI1_68080.6, SGUI1_68080.3, SGUI1_68080.4	SBOV2_67240.1
OG0001920	SGUI1_7770.1, SGUI1_7770.3, SGUI1_7770.4, SGUI1_7770.2	SBOV2_8240.1, SBOV2_8240.2
OG0001921	SGUI1_39600.1	SBOV2_28140.1
OG0001922	SGUI1_58770.1	SBOV2_57890.1
OG0001923	SGUI1_6640.1	SBOV2_6900.1
OG0001924	SGUI1_54940.1, SGUI1_54940.2	SBOV2_50900.1
OG0001925	SGUI1_21690.1, SGUI1_21690.2	SBOV2_21500.1
OG0001926	SGUI1_32650.1, SGUI1_32650.3, SGUI1_32650.4, SGUI1_32650.5, SGUI1_32650.2	SBOV2_34780.2
OG0001926	SGUI1_32650.6	SBOV2_34780.4, SBOV2_34780.5, SBOV2_34780.1, SBOV2_34780.3
OG0001927	SGUI1_510.1	SBOV2_470.1, SBOV2_470.2
OG0001928	SGUI1_50880.6, SGUI1_50880.3, SGUI1_50880.1, SGUI1_50880.2, SGUI1_50880.4, SGUI1_50880.5	SBOV2_54770.1, SBOV2_54770.6
OG0001929	SGUI1_72820.1, SGUI1_72820.2	SBOV2_71760.1
OG0001930	SGUI1_29900.1, SGUI1_29900.4, SGUI1_29900.3, SGUI1_29900.2	SBOV2_37470.7, SBOV2_37470.3, SBOV2_37470.5, SBOV2_37470.1, SBOV2_37470.4, SBOV2_37470.2, SBOV2_37470.6
OG0001931	SGUI1_29070.2, SGUI1_29070.1	SBOV2_38250.2, SBOV2_38250.5, SBOV2_38250.1, SBOV2_38250.3, SBOV2_38250.4
OG0001932	SGUI1_65290.3, SGUI1_65290.1, SGUI1_65290.2, SGUI1_65290.4	SBOV2_64430.1, SBOV2_64430.2
OG0001933	SGUI1_25420.1	SBOV2_25210.1
OG0001934	SGUI1_42570.3, SGUI1_42570.2, SGUI1_42570.4, SGUI1_42570.1, SGUI1_42570.5, SGUI1_42570.6	SBOV2_41720.1, SBOV2_41720.4, SBOV2_41720.5, SBOV2_41720.6, SBOV2_41720.2, SBOV2_41720.3, SBOV2_41720.7
OG0001935	SGUI1_11180.1	SBOV2_11920.1
OG0001936	SGUI1_10770.1	SBOV2_11520.1, SBOV2_11520.7, SBOV2_11520.4, SBOV2_11520.2, SBOV2_11520.3, SBOV2_11520.5, SBOV2_11520.6
OG0001937	SGUI1_17380.1	SBOV2_17270.1, SBOV2_17270.2, SBOV2_17270.3
OG0001938	SGUI1_6130.2	SBOV2_6390.1
OG0001938	SGUI1_6130.1, SGUI1_6130.3	SBOV2_6400.1
OG0001941	SGUI1_88720.1, SGUI1_88720.2, SGUI1_88720.3, SGUI1_88720.4, SGUI1_88720.5	SBOV2_87480.1, SBOV2_87480.3, SBOV2_87480.4, SBOV2_87480.2
OG0001942	SGUI1_27720.2, SGUI1_27720.1, SGUI1_27720.5, SGUI1_27720.3, SGUI1_27720.4	SBOV2_39600.1
OG0001943	SGUI1_18630.1	SBOV2_18430.1
OG0001945	SGUI1_96290.1	SBOV2_94950.1, SBOV2_94960.1
OG0001946	SGUI1_30020.1	SBOV2_37360.1, SBOV2_37370.1
OG0001947	SGUI1_42180.1	SBOV2_25710.1
OG0001948	SGUI1_88620.4	SBOV2_87390.5, SBOV2_87390.3, SBOV2_87390.4
OG0001949	SGUI1_94490.1, SGUI1_94490.2	SBOV2_93110.1, SBOV2_93110.2
OG0001950	SGUI1_84520.1, SGUI1_84520.2	SBOV2_83300.1
OG0001951	SGUI1_5980.1	SBOV2_6220.1, SBOV2_6220.2, SBOV2_6220.3, SBOV2_6220.4, SBOV2_6220.5
OG0001952	SGUI1_45770.1, SGUI1_45770.2, SGUI1_45770.3, SGUI1_45770.4	SBOV2_45120.1, SBOV2_45120.2, SBOV2_45120.3, SBOV2_45120.4
OG0001953	SGUI1_32070.1, SGUI1_32070.2, SGUI1_32070.3	SBOV2_35340.2, SBOV2_35340.3, SBOV2_35340.4, SBOV2_35340.1
OG0001954	SGUI1_15000.2, SGUI1_15000.3	SBOV2_14930.1
OG0001955	SGUI1_4970.3, SGUI1_4970.1, SGUI1_4970.2	SBOV2_5270.1, SBOV2_5270.2, SBOV2_5270.3, SBOV2_5270.4, SBOV2_5270.5
OG0001956	SGUI1_76420.3, SGUI1_76420.1, SGUI1_76420.2	SBOV2_75040.1
OG0001957	SGUI1_14840.1	SBOV2_14780.1
OG0001958	SGUI1_63260.1	SBOV2_62490.1
OG0001959	SGUI1_30340.1	SBOV2_37060.1
OG0001960	SGUI1_28870.1	SBOV2_38440.1
OG0001961	SGUI1_68760.1	SBOV2_67930.1, SBOV2_67930.2
OG0001962	SGUI1_20040.1	SBOV2_20140.1, SBOV2_20140.2
