Orthogroup	schistosoma_spindale	schmidtea_mediterranea
OG0003074	SSPN1_56840.1, SSPN1_56840.3, SSPN1_56840.2, SSPN1_56840.4	h1SMcT0004065.1
OG0003076	SSPN1_55490.1	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5
OG0003080	SSPN1_19550.1, SSPN1_19550.2	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4
OG0003081	SSPN1_15880.1, SSPN1_15880.2, SSPN1_15880.3	h1SMcT0017491.1
OG0003082	SSPN1_48440.1, SSPN1_48440.2	h1SMcT0016152.1
OG0003083	SSPN1_76320.1	h1SMcT0003189.1, h1SMcT0003189.2
OG0003086	SSPN1_58790.1	h1SMcT0007745.1, h1SMcT0007745.2
OG0003087	SSPN1_92360.3, SSPN1_92360.1, SSPN1_92360.2	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1
OG0003089	SSPN1_11460.1, SSPN1_11460.2, SSPN1_11460.3	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1
OG0003099	SSPN1_41720.1	h1SMcT0010063.1
OG0003107	SSPN1_54260.1	h1SMcT0015377.1
OG0003108	SSPN1_25280.1	h1SMcT0015502.1
OG0003109	SSPN1_15380.1	h1SMcT0008651.1
OG0003110	SSPN1_18690.1, SSPN1_18690.2, SSPN1_18690.4, SSPN1_18690.3	h1SMcT0012449.1, h1SMcT0012449.2
OG0003111	SSPN1_68920.3, SSPN1_68920.1, SSPN1_68920.2	h1SMcT0011575.1
OG0003112	SSPN1_65020.2, SSPN1_65020.1, SSPN1_65020.3	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3
OG0003114	SSPN1_83980.1	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6
OG0003115	SSPN1_70930.2, SSPN1_70930.1, SSPN1_70920.1, SSPN1_70920.2	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4
OG0003116	SSPN1_85090.1	h1SMcT0014809.1
OG0003118	SSPN1_39430.1	h1SMcT0010890.1, h1SMcT0010890.2
OG0003121	SSPN1_1540.1	h1SMcT0012547.1, h1SMcT0012547.2
OG0003124	SSPN1_87340.1	h1SMcT0007756.1, h1SMcT0007756.2
OG0003125	SSPN1_71590.1	h1SMcT0016907.1, h1SMcT0016907.2
OG0003127	SSPN1_82810.3, SSPN1_82810.2, SSPN1_82810.1	h1SMcT0015110.1, h1SMcT0019913.1
OG0003128	SSPN1_79240.1, SSPN1_79240.2, SSPN1_79240.3	h1SMcT0018724.1
OG0003129	SSPN1_2820.1	h1SMcT0002450.1, h1SMcT0002450.2
OG0003131	SSPN1_69530.1, SSPN1_69540.1	h1SMcT0000664.1
OG0003133	SSPN1_57250.4, SSPN1_57250.2, SSPN1_57250.1, SSPN1_57250.3	h1SMcT0020070.1, h1SMcT0020070.2
OG0003135	SSPN1_34630.1	h1SMcT0016694.1, h1SMcT0016694.2, h1SMcT0016694.3
OG0003136	SSPN1_20300.1	h1SMcT0004061.1, h1SMcT0004061.2
OG0003137	SSPN1_78530.1, SSPN1_78540.1	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4
OG0003138	SSPN1_87190.1	h1SMcT0011089.1
OG0003140	SSPN1_29900.2, SSPN1_29900.1	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1
OG0003141	SSPN1_62610.1	h1SMcT0007365.1, h1SMcT0007366.1
OG0003142	SSPN1_73720.1, SSPN1_73720.4, SSPN1_73720.2, SSPN1_73720.3	h1SMcT0018040.1
OG0003145	SSPN1_12690.1	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3
OG0003146	SSPN1_59750.1	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2
OG0003147	SSPN1_47620.2, SSPN1_47620.1, SSPN1_47620.3	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3
OG0003148	SSPN1_89280.1	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1
OG0003149	SSPN1_54210.1, SSPN1_54220.1	h1SMcT0022070.1
OG0003150	SSPN1_75850.1	h1SMcT0005154.1
OG0003151	SSPN1_48310.1, SSPN1_48320.1	h1SMcT0009477.1, h1SMcT0009477.2
OG0003152	SSPN1_33770.1	h1SMcT0002448.1
OG0003153	SSPN1_71020.1	h1SMcT0009249.1
OG0003155	SSPN1_68310.1	h1SMcT0018245.1, h1SMcT0018245.2
OG0003157	SSPN1_50700.1, SSPN1_50700.2, SSPN1_50700.3	h1SMcT0015519.1
OG0003158	SSPN1_86820.1, SSPN1_86820.2	h1SMcT0022543.1
OG0003159	SSPN1_53900.1, SSPN1_53900.2	h1SMcT0000896.1
OG0003160	SSPN1_10280.1	h1SMcT0017909.1, h1SMcT0017909.2
OG0003162	SSPN1_21630.1	h1SMcT0021131.1, h1SMcT0021131.2
OG0003163	SSPN1_1530.1	h1SMcT0021672.1, h1SMcT0021672.2
OG0003164	SSPN1_37580.1	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5
OG0003165	SSPN1_74730.1	h1SMcT0018697.1
OG0003167	SSPN1_90150.1, SSPN1_90150.2	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3
OG0003168	SSPN1_60550.1, SSPN1_60550.4, SSPN1_60550.5, SSPN1_60550.2, SSPN1_60550.3, SSPN1_60550.6, SSPN1_60550.7	h1SMcT0014216.1
OG0003169	SSPN1_14820.1	h1SMcT0013822.1, h1SMcT0013822.2
OG0003170	SSPN1_10910.1	h1SMcT0020859.1
OG0003171	SSPN1_70300.1, SSPN1_70300.2, SSPN1_70300.3	h1SMcT0003722.1, h1SMcT0003722.2
OG0003172	SSPN1_21260.1, SSPN1_21260.2, SSPN1_21260.3, SSPN1_21260.4	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2
OG0003174	SSPN1_72380.3, SSPN1_72380.2, SSPN1_72380.1, SSPN1_72380.4, SSPN1_72380.5	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3
OG0003175	SSPN1_90340.1, SSPN1_90340.2, SSPN1_90340.3, SSPN1_90340.4	h1SMcT0015496.1, h1SMcT0015496.2
OG0003176	SSPN1_67370.1	h1SMcT0021985.1
OG0003178	SSPN1_37520.1	h1SMcT0022104.1
OG0003179	SSPN1_72500.3, SSPN1_72500.9, SSPN1_72500.1, SSPN1_72500.7, SSPN1_72500.10, SSPN1_72500.4, SSPN1_72500.11, SSPN1_72500.8, SSPN1_72500.12, SSPN1_72500.6, SSPN1_72500.2, SSPN1_72500.5	h1SMcT0004843.1, h1SMcT0004843.2
OG0003180	SSPN1_4190.2, SSPN1_4190.1	h1SMcT0007124.6, h1SMcT0007124.7
OG0003181	SSPN1_34280.1	h1SMcT0011279.1
OG0003182	SSPN1_30140.2, SSPN1_30140.1, SSPN1_30140.3	h1SMcT0000868.1
OG0003184	SSPN1_27320.3, SSPN1_27320.1, SSPN1_27320.2	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1
OG0003185	SSPN1_69020.1, SSPN1_69020.4, SSPN1_69020.2, SSPN1_69020.3	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2
OG0003187	SSPN1_71030.1, SSPN1_71030.2, SSPN1_71030.3	h1SMcT0008113.1
OG0003188	SSPN1_78980.1	h1SMcT0017318.1
OG0003189	SSPN1_54860.1	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4
OG0003191	SSPN1_45820.1	h1SMcT0019331.1, h1SMcT0019331.2
OG0003192	SSPN1_58430.1	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5
OG0003193	SSPN1_33730.1, SSPN1_33730.2, SSPN1_33730.3	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2
OG0003194	SSPN1_67050.1, SSPN1_67050.3, SSPN1_67050.4, SSPN1_67050.2	h1SMcT0005218.1
OG0003195	SSPN1_10940.1	h1SMcT0008802.1, h1SMcT0008802.2
OG0003196	SSPN1_62030.1	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3
OG0003197	SSPN1_91480.4, SSPN1_91480.1, SSPN1_91480.5, SSPN1_91480.7, SSPN1_91480.2, SSPN1_91480.6, SSPN1_91480.8, SSPN1_91480.3	h1SMcT0008434.1, h1SMcT0008434.2
OG0003199	SSPN1_89990.1, SSPN1_89990.2, SSPN1_89990.3	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3
OG0003201	SSPN1_16100.1	h1SMcT0013974.1
OG0003202	SSPN1_11370.1	h1SMcT0016880.1
OG0003203	SSPN1_88260.1, SSPN1_88250.1	h1SMcT0000481.1
OG0003205	SSPN1_34340.1, SSPN1_34340.3, SSPN1_34340.2, SSPN1_34340.4	h1SMcT0007886.1
OG0003206	SSPN1_13270.1, SSPN1_13280.1, SSPN1_13280.2	h1SMcT0003099.1
OG0003207	SSPN1_8240.3, SSPN1_8240.1, SSPN1_8240.2, SSPN1_8240.4	h1SMcT0003114.1, h1SMcT0003114.2
OG0003208	SSPN1_60380.1	h1SMcT0007447.1, h1SMcT0022769.1
OG0003209	SSPN1_75950.1, SSPN1_75950.2, SSPN1_75950.3, SSPN1_75950.4	h1SMcT0015578.1, h1SMcT0015578.2
OG0003210	SSPN1_17460.1	h1SMcT0010700.1, h1SMcT0010700.2
OG0003211	SSPN1_72260.1	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2
OG0003212	SSPN1_5780.1, SSPN1_5780.2, SSPN1_5780.3, SSPN1_5780.4	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3
OG0003213	SSPN1_37670.3, SSPN1_37670.2, SSPN1_37670.1	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3
OG0003214	SSPN1_18760.1	h1SMcT0016576.1, h1SMcT0016576.2
OG0003215	SSPN1_8830.3, SSPN1_8830.1, SSPN1_8830.2	h1SMcT0017814.1, h1SMcT0017814.2
OG0003217	SSPN1_63350.1	h1SMcT0009783.1
OG0003218	SSPN1_56040.3, SSPN1_56040.5, SSPN1_56040.4, SSPN1_56040.1, SSPN1_56040.2, SSPN1_56040.6	h1SMcT0018270.1
OG0003221	SSPN1_31330.1, SSPN1_31330.2	h1SMcT0019212.1, h1SMcT0019212.2
OG0003222	SSPN1_12450.1	h1SMcT0013691.1
OG0003223	SSPN1_85570.1, SSPN1_85570.2	h1SMcT0015106.1, h1SMcT0001134.1
OG0003224	SSPN1_32710.1	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2
OG0003225	SSPN1_85170.1, SSPN1_85170.2, SSPN1_85170.3, SSPN1_85170.4	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4
OG0003226	SSPN1_18660.1	h1SMcT0021847.1, h1SMcT0022103.1
OG0003227	SSPN1_62600.1	h1SMcT0001291.1, h1SMcT0001291.2
OG0003229	SSPN1_73330.1	h1SMcT0002408.1
OG0003230	SSPN1_45440.2, SSPN1_45440.1, SSPN1_45440.3, SSPN1_45440.5, SSPN1_45440.4, SSPN1_45440.6	h1SMcT0003929.1, h1SMcT0003929.2
OG0003231	SSPN1_10600.1	h1SMcT0002079.1
OG0003232	SSPN1_19610.1, SSPN1_19610.2	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4
OG0003233	SSPN1_21400.5, SSPN1_21400.2, SSPN1_21400.4, SSPN1_21400.1, SSPN1_21400.3	h1SMcT0020211.1, h1SMcT0020211.2
OG0003234	SSPN1_63730.1	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3
OG0003235	SSPN1_81210.1, SSPN1_81210.2, SSPN1_81210.5, SSPN1_81210.6, SSPN1_81210.3, SSPN1_81210.4	h1SMcT0008953.1
OG0003236	SSPN1_55470.1, SSPN1_55470.2	h1SMcT0019053.1
OG0003238	SSPN1_59110.1	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1
OG0003239	SSPN1_78280.1	h1SMcT0019186.1
OG0003240	SSPN1_8020.7, SSPN1_8020.1, SSPN1_8020.2, SSPN1_8020.5, SSPN1_8020.3, SSPN1_8020.6, SSPN1_8020.4	h1SMcT0005478.1, h1SMcT0005478.2
OG0003241	SSPN1_33450.1	h1SMcT0015281.1, h1SMcT0015339.1
OG0003242	SSPN1_51280.1, SSPN1_51280.2	h1SMcT0017993.1
OG0003243	SSPN1_8570.1	h1SMcT0010200.5, h1SMcT0010200.7
OG0003244	SSPN1_51670.1	h1SMcT0000145.1, h1SMcT0000145.2
OG0003245	SSPN1_52170.1, SSPN1_52170.5, SSPN1_52170.2, SSPN1_52170.3, SSPN1_52170.4	h1SMcT0001501.1
OG0003246	SSPN1_8630.1, SSPN1_8630.2	h1SMcT0000782.1, h1SMcT0000782.2
OG0003247	SSPN1_13170.3, SSPN1_13170.1, SSPN1_13170.2	h1SMcT0013015.2
OG0003248	SSPN1_80130.1, SSPN1_80130.2, SSPN1_80130.3, SSPN1_80130.4, SSPN1_80130.5	h1SMcT0006664.1
OG0003249	SSPN1_65380.1, SSPN1_65380.2, SSPN1_65380.3	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3
OG0003250	SSPN1_67690.1	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6
OG0003251	SSPN1_83360.2, SSPN1_83360.1, SSPN1_83360.5, SSPN1_83360.3, SSPN1_83360.4	h1SMcT0015003.1
OG0003252	SSPN1_41010.1, SSPN1_41010.2	h1SMcT0010253.1, h1SMcT0010253.2
OG0003253	SSPN1_83950.1	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2
OG0003254	SSPN1_60270.1, SSPN1_60270.2	h1SMcT0013451.1
OG0003256	SSPN1_80710.1	h1SMcT0016315.1
OG0003257	SSPN1_17320.1, SSPN1_17320.2, SSPN1_17320.3, SSPN1_17320.4	h1SMcT0022346.1
OG0003258	SSPN1_41990.1	h1SMcT0012177.1
OG0003259	SSPN1_22740.1, SSPN1_22740.2	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1
OG0003260	SSPN1_80990.1, SSPN1_80990.2	h1SMcT0003254.1
OG0003261	SSPN1_36290.1	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2
OG0003262	SSPN1_56000.1	h1SMcT0013581.1
OG0003262	SSPN1_56030.1	h1SMcT0005125.2
OG0003263	SSPN1_4860.1, SSPN1_4870.1	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1
OG0003265	SSPN1_40690.1, SSPN1_40690.2	h1SMcT0005806.1
OG0003266	SSPN1_68490.2, SSPN1_68490.1, SSPN1_68490.3	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3
OG0003267	SSPN1_12910.1	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2
OG0003268	SSPN1_42060.1	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2
OG0003269	SSPN1_73590.1	h1SMcT0012108.1
OG0003270	SSPN1_61560.1	h1SMcT0009342.1, h1SMcT0009342.2
OG0003271	SSPN1_19080.1	h1SMcT0006883.1
OG0003272	SSPN1_34470.1, SSPN1_34460.1	h1SMcT0014492.1, h1SMcT0019169.1
OG0003273	SSPN1_37140.1	h1SMcT0013812.1, h1SMcT0013812.2
OG0003274	SSPN1_11720.1	h1SMcT0016378.2, h1SMcT0016378.3
OG0003277	SSPN1_37420.1	h1SMcT0011790.1, h1SMcT0011790.2
OG0003278	SSPN1_53730.1	h1SMcT0019765.1, h1SMcT0019765.2
OG0003279	SSPN1_1740.1, SSPN1_1740.2	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4
OG0003280	SSPN1_75070.1	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2
OG0003281	SSPN1_90890.1	h1SMcT0010782.1, h1SMcT0010782.2
OG0003282	SSPN1_51110.1, SSPN1_51110.2	h1SMcT0017047.1, h1SMcT0017047.2
OG0003283	SSPN1_91130.2, SSPN1_91130.3, SSPN1_91130.1	h1SMcT0010085.1
OG0003284	SSPN1_63800.1, SSPN1_63800.2, SSPN1_63800.3	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2
OG0003287	SSPN1_21510.1	h1SMcT0011258.1, h1SMcT0011258.2
OG0003288	SSPN1_93450.1, SSPN1_93450.2, SSPN1_65660.4, SSPN1_65660.1, SSPN1_65660.2, SSPN1_65660.3	h1SMcT0022057.1, h1SMcT0022080.1
OG0003290	SSPN1_20130.1	h1SMcT0010992.3
OG0003291	SSPN1_13500.1, SSPN1_13500.4, SSPN1_13500.2, SSPN1_13500.3	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2
OG0003292	SSPN1_82170.1	h1SMcT0001663.1, h1SMcT0001663.2
OG0003293	SSPN1_26120.1	h1SMcT0022017.1
OG0003294	SSPN1_37400.2, SSPN1_37400.1, SSPN1_37400.3	h1SMcT0011866.1, h1SMcT0011866.2
OG0003297	SSPN1_10490.1	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1
OG0003298	SSPN1_44720.1	h1SMcT0004920.1
OG0003299	SSPN1_74270.1	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3
OG0003300	SSPN1_18040.1, SSPN1_18040.2	h1SMcT0015751.1, h1SMcT0015751.2
OG0003301	SSPN1_42660.4, SSPN1_42660.1, SSPN1_42660.2, SSPN1_42660.3	h1SMcT0017505.1, h1SMcT0017505.2
OG0003302	SSPN1_8140.1	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2
OG0003303	SSPN1_52570.1	h1SMcT0013979.1, h1SMcT0013979.2
OG0003304	SSPN1_7080.1	h1SMcT0005434.1, h1SMcT0005434.2
OG0003306	SSPN1_54340.1	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3
OG0003309	SSPN1_1200.1, SSPN1_1200.2, SSPN1_1200.6, SSPN1_1200.3, SSPN1_1200.4, SSPN1_1200.5	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3
OG0003310	SSPN1_46740.1	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2
OG0003313	SSPN1_52860.1	h1SMcT0007064.1, h1SMcT0007064.2
OG0003314	SSPN1_26290.1, SSPN1_26290.2, SSPN1_26290.3, SSPN1_26290.4, SSPN1_26290.5, SSPN1_26290.6	h1SMcT0017378.1
OG0003315	SSPN1_38650.1, SSPN1_38660.1	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5
OG0003326	SSPN1_58030.1	h1SMcT0012067.1
OG0003327	SSPN1_74080.1	h1SMcT0011738.1, h1SMcT0011738.2
OG0003328	SSPN1_71580.1	h1SMcT0006635.1
OG0003329	SSPN1_90990.3, SSPN1_90990.1, SSPN1_90990.2, SSPN1_90990.4	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2
OG0003330	SSPN1_49950.1, SSPN1_49950.4, SSPN1_49950.2, SSPN1_49950.3	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2
OG0003331	SSPN1_20690.1, SSPN1_20690.2	h1SMcT0018970.4
OG0003332	SSPN1_38810.1, SSPN1_38810.2	h1SMcT0001884.6
OG0003333	SSPN1_6470.1	h1SMcT0012669.2, h1SMcT0012669.1, h1SMcT0012669.3, h1SMcT0012669.4
OG0003335	SSPN1_65240.2, SSPN1_65240.1, SSPN1_65240.3	h1SMcT0013444.1
OG0003336	SSPN1_62380.1	h1SMcT0020109.1
OG0003338	SSPN1_13980.1	h1SMcT0014309.1
OG0003339	SSPN1_1020.1	h1SMcT0021109.1, h1SMcT0021109.2
OG0003342	SSPN1_18230.1	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1
OG0003343	SSPN1_49750.1	h1SMcT0014310.1
OG0003344	SSPN1_22490.1	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3
OG0003345	SSPN1_84580.2, SSPN1_84580.3, SSPN1_84580.5, SSPN1_84580.4, SSPN1_84580.1	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1
OG0003346	SSPN1_90580.4, SSPN1_90580.1, SSPN1_90580.2, SSPN1_90580.3	h1SMcT0002136.1
OG0003347	SSPN1_42970.1	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3
OG0003350	SSPN1_66800.1, SSPN1_66800.2, SSPN1_66800.3	h1SMcT0007138.1, h1SMcT0007138.2
OG0003351	SSPN1_70520.1, SSPN1_70530.1	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2
OG0003352	SSPN1_78290.1, SSPN1_78290.2	h1SMcT0000566.1
OG0003353	SSPN1_26370.1	h1SMcT0009683.1, h1SMcT0009683.2
OG0003354	SSPN1_26450.1	h1SMcT0005376.1, h1SMcT0005376.2
OG0003355	SSPN1_66490.2, SSPN1_66490.1, SSPN1_66490.3, SSPN1_66490.4	h1SMcT0013037.1, h1SMcT0013037.2
OG0003356	SSPN1_17680.1	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5
OG0003357	SSPN1_41760.1	h1SMcT0020833.1, h1SMcT0020833.2
OG0003358	SSPN1_86110.1	h1SMcT0010075.1
OG0003359	SSPN1_55920.1	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1
OG0003362	SSPN1_72600.1	h1SMcT0006359.1, h1SMcT0006359.2
OG0003363	SSPN1_28850.1	h1SMcT0005229.1
OG0003364	SSPN1_82200.1	h1SMcT0003203.1
OG0003365	SSPN1_11770.1, SSPN1_11760.1	h1SMcT0012756.1
OG0003366	SSPN1_62580.1	h1SMcT0007117.1, h1SMcT0007117.2
OG0003367	SSPN1_46110.1	h1SMcT0014821.1
OG0003369	SSPN1_59520.1	h1SMcT0005360.1, h1SMcT0005360.3
OG0003370	SSPN1_24810.1, SSPN1_24810.2	h1SMcT0006611.1
OG0003371	SSPN1_46030.1	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2
OG0003373	SSPN1_15170.1, SSPN1_15170.2	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2
OG0003374	SSPN1_91410.1	h1SMcT0020942.1, h1SMcT0020942.2
OG0003375	SSPN1_67000.1, SSPN1_93290.1	h1SMcT0000378.1
OG0003376	SSPN1_46380.1, SSPN1_46380.2	h1SMcT0005276.1
OG0003377	SSPN1_78630.1	h1SMcT0021045.1, h1SMcT0018146.4, h1SMcT0018146.3, h1SMcT0018146.2, h1SMcT0018146.1, h1SMcT0018146.5
OG0003379	SSPN1_59030.1, SSPN1_59030.2	h1SMcT0021989.1, h1SMcT0021989.2
OG0003380	SSPN1_49570.1, SSPN1_49570.2	h1SMcT0004933.1
OG0003381	SSPN1_53130.1	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3
OG0003383	SSPN1_6090.1, SSPN1_6090.2, SSPN1_6090.3	h1SMcT0000027.1, h1SMcT0000027.2
OG0003384	SSPN1_42020.1	h1SMcT0009197.1
OG0003385	SSPN1_87950.1	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2
OG0003386	SSPN1_9600.1	h1SMcT0020407.1
OG0003387	SSPN1_15340.1	h1SMcT0017496.1
OG0003388	SSPN1_90360.1, SSPN1_90360.2	h1SMcT0015051.1, h1SMcT0015051.2
OG0003389	SSPN1_44940.1	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4
OG0003391	SSPN1_76240.1, SSPN1_76240.3, SSPN1_76240.2	h1SMcT0014447.1
OG0003392	SSPN1_53720.1, SSPN1_53710.1	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1
OG0003393	SSPN1_38340.1, SSPN1_38340.2	h1SMcT0017391.1
OG0003394	SSPN1_41100.1	h1SMcT0015532.1, h1SMcT0015535.1
OG0003395	SSPN1_53800.1	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4
OG0003396	SSPN1_42430.1, SSPN1_42430.2	h1SMcT0008177.1
OG0003397	SSPN1_21110.1	h1SMcT0010339.1, h1SMcT0010339.2
OG0003398	SSPN1_20820.1, SSPN1_20820.2	h1SMcT0014560.2, h1SMcT0014560.3
OG0003399	SSPN1_35520.1, SSPN1_35520.2	h1SMcT0014926.1
OG0003400	SSPN1_70190.1, SSPN1_70190.2	h1SMcT0005370.1, h1SMcT0022990.1
OG0003401	SSPN1_38020.1	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2
OG0003402	SSPN1_10260.1	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2
