Orthogroup	schistosoma_spindale	s.mekongi
OG0002949	SSPN1_36830.1, SSPN1_36830.2, SSPN1_36830.3	KAK4472261.1
OG0002950	SSPN1_67430.1	KAK4470279.1
OG0002951	SSPN1_33170.1, SSPN1_33170.2	KAK4473899.1
OG0002952	SSPN1_48770.1	KAK4469421.1
OG0002953	SSPN1_3190.1, SSPN1_3190.4, SSPN1_3190.2, SSPN1_3190.3	KAK4475620.1
OG0002954	SSPN1_64220.1	KAK4471841.1
OG0002955	SSPN1_70870.1	KAK4470610.1
OG0002956	SSPN1_91260.1	KAK4467628.1
OG0002957	SSPN1_67510.1	KAK4470162.1
OG0002958	SSPN1_57980.1, SSPN1_57980.2, SSPN1_57980.3	KAK4471636.1
OG0002959	SSPN1_83990.1, SSPN1_83990.2, SSPN1_83990.3	KAK4468801.1
OG0002960	SSPN1_47110.1	KAK4469309.1
OG0002961	SSPN1_11980.1	KAK4475113.1
OG0002962	SSPN1_58390.1, SSPN1_58390.2, SSPN1_58390.3, SSPN1_58390.4	KAK4471361.1
OG0002963	SSPN1_18420.1, SSPN1_18420.2	KAK4474519.1
OG0002964	SSPN1_24170.1, SSPN1_24160.1	KAK4473222.1
OG0002965	SSPN1_89000.6, SSPN1_89000.2, SSPN1_89000.5, SSPN1_89000.4, SSPN1_89000.3, SSPN1_89000.7, SSPN1_89000.1	KAK4469026.1
OG0002966	SSPN1_42490.1	KAK4472717.1
OG0002967	SSPN1_63110.1	KAK4471940.1
OG0002968	SSPN1_12190.1	KAK4475089.1
OG0002969	SSPN1_51010.1	KAK4469469.1
OG0002970	SSPN1_20530.1	KAK4474378.1
OG0002971	SSPN1_61160.3, SSPN1_61160.1, SSPN1_61160.2	KAK4467406.1, KAK4471661.1
OG0002972	SSPN1_62460.1	KAK4471075.1
OG0002973	SSPN1_46930.1	KAK4469328.1
OG0002974	SSPN1_38360.1	KAK4472528.1
OG0002975	SSPN1_32700.1	KAK4473942.1
OG0002976	SSPN1_60670.1	KAK4471431.1
OG0002977	SSPN1_7930.1	KAK4476147.1
OG0002979	SSPN1_9790.4, SSPN1_9790.5, SSPN1_9790.6, SSPN1_9790.3, SSPN1_9790.1, SSPN1_9790.2	KAK4475427.1
OG0002980	SSPN1_28230.1	KAK4472763.1
OG0002981	SSPN1_72360.1	KAK4470340.1
OG0002982	SSPN1_51920.1, SSPN1_51920.2	KAK4469369.1
OG0002983	SSPN1_23710.1	KAK4473171.1
OG0002984	SSPN1_17360.1	KAK4474670.1
OG0002985	SSPN1_2110.2, SSPN1_2110.1	KAK4475301.1
OG0002988	SSPN1_89490.1	KAK4467909.1
OG0002989	SSPN1_47810.1	KAK4469246.1
OG0002990	SSPN1_77780.1, SSPN1_77780.2	KAK4468206.1
OG0002992	SSPN1_73060.1	KAK4470499.1
OG0002993	SSPN1_80890.1	KAK4468016.1
OG0002994	SSPN1_12170.1, SSPN1_12170.2	KAK4475102.1
OG0002995	SSPN1_87010.1	KAK4468948.1
OG0002996	SSPN1_15720.8, SSPN1_15720.7, SSPN1_15720.2, SSPN1_15720.3, SSPN1_15720.6, SSPN1_15720.9, SSPN1_15720.1, SSPN1_15720.4, SSPN1_15720.5	KAK4475272.1
OG0002997	SSPN1_36550.1	KAK4472554.1
OG0002998	SSPN1_43110.1	KAK4474004.1
OG0002999	SSPN1_63830.1	KAK4471879.1
OG0003000	SSPN1_25950.1	KAK4472928.1
OG0003001	SSPN1_25900.1	KAK4472932.1
OG0003002	SSPN1_12440.1	KAK4475065.1, KAK4475066.1
OG0003003	SSPN1_90220.2, SSPN1_90220.3, SSPN1_90220.4, SSPN1_90220.1	KAK4467897.1
OG0003004	SSPN1_72270.1	KAK4470349.1
OG0003005	SSPN1_52210.1	KAK4469934.1
OG0003006	SSPN1_82420.1	KAK4468098.1
OG0003007	SSPN1_63080.1	KAK4471944.1
OG0003008	SSPN1_38800.3, SSPN1_38800.1, SSPN1_38800.4, SSPN1_38800.2	KAK4472583.1
OG0003009	SSPN1_6460.1	KAK4476104.1
OG0003010	SSPN1_68030.1, SSPN1_68030.2	KAK4470536.1
OG0003011	SSPN1_29270.1	KAK4472496.1
OG0003012	SSPN1_62630.1, SSPN1_62630.2	KAK4471987.1
OG0003013	SSPN1_75340.1	KAK4470828.1
OG0003014	SSPN1_81120.1, SSPN1_81120.2	KAK4468178.1
OG0003015	SSPN1_42000.1, SSPN1_42000.2	KAK4473564.1
OG0003016	SSPN1_72730.1, SSPN1_72730.2, SSPN1_72730.3	KAK4470535.1
OG0003017	SSPN1_48670.1, SSPN1_48670.2, SSPN1_48670.3, SSPN1_48670.4	KAK4469411.1
OG0003018	SSPN1_91050.1	KAK4467766.1
OG0003019	SSPN1_71770.1	KAK4470459.1
OG0003020	SSPN1_27700.1, SSPN1_27700.2, SSPN1_27700.3	KAK4472808.1
OG0003021	SSPN1_81140.1	KAK4468180.1
OG0003022	SSPN1_23930.1, SSPN1_23930.3, SSPN1_23930.2	KAK4473196.1
OG0003023	SSPN1_81060.1	KAK4468173.1
OG0003024	SSPN1_74910.1, SSPN1_74910.2	KAK4470783.1
OG0003025	SSPN1_33960.2, SSPN1_33960.1	KAK4473824.1
OG0003026	SSPN1_37730.1, SSPN1_37730.2	KAK4472359.1
OG0003027	SSPN1_14030.1	KAK4474846.1
OG0003028	SSPN1_93280.1, SSPN1_20830.2, SSPN1_93270.1, SSPN1_20830.3, SSPN1_20830.1	KAK4476314.1
OG0003029	SSPN1_78950.1, SSPN1_78950.2	KAK4468366.1
OG0003030	SSPN1_12400.1, SSPN1_12400.2	KAK4475071.1
OG0003031	SSPN1_60040.1, SSPN1_60040.2, SSPN1_60040.3, SSPN1_60040.4	KAK4471040.1
OG0003032	SSPN1_56970.1, SSPN1_56970.2, SSPN1_56970.3, SSPN1_56970.4	KAK4472074.1
OG0003033	SSPN1_45320.1	KAK4469064.1
OG0003034	SSPN1_79350.1, SSPN1_79350.2, SSPN1_79350.3	KAK4468280.1
OG0003036	SSPN1_81220.1	KAK4468187.1
OG0003037	SSPN1_76550.1	KAK4470951.1
OG0003038	SSPN1_50430.1, SSPN1_50430.2	KAK4469706.1
OG0003039	SSPN1_44490.3, SSPN1_44490.2, SSPN1_44490.1	KAK4469437.1
OG0003040	SSPN1_28970.1, SSPN1_28970.3, SSPN1_28970.4, SSPN1_28970.2, SSPN1_28970.5	KAK4472467.1
OG0003041	SSPN1_38010.1	KAK4472389.1
OG0003042	SSPN1_39580.1	KAK4473609.1
OG0003043	SSPN1_46330.3, SSPN1_46330.1, SSPN1_46330.2	KAK4469610.1
OG0003044	SSPN1_7750.1, SSPN1_7750.2	KAK4476083.1
OG0003045	SSPN1_49910.1	KAK4469160.1
OG0003046	SSPN1_49920.1, SSPN1_49920.2	KAK4469161.1
OG0003047	SSPN1_17510.1, SSPN1_17510.2, SSPN1_17510.4, SSPN1_17510.3	KAK4474707.1
OG0003048	SSPN1_44090.1	KAK4469764.1
OG0003049	SSPN1_44100.1	KAK4469754.1
OG0003050	SSPN1_75620.1	KAK4470858.1
OG0003051	SSPN1_23470.2, SSPN1_23470.4, SSPN1_23470.3, SSPN1_23470.1	KAK4473151.1
OG0003052	SSPN1_59710.1	KAK4471195.1
OG0003053	SSPN1_25480.1	KAK4472972.1
OG0003054	SSPN1_8720.1	KAK4476250.1
OG0003055	SSPN1_54460.1	KAK4469728.1
OG0003056	SSPN1_8590.2, SSPN1_8590.1, SSPN1_8590.3	KAK4476225.1
OG0003057	SSPN1_60810.1	KAK4471418.1
OG0003058	SSPN1_88540.1, SSPN1_88540.2	KAK4468917.1
OG0003059	SSPN1_34950.1	KAK4474057.1
OG0003060	SSPN1_50240.1, SSPN1_50230.1	KAK4469722.1, KAK4469721.1
OG0003062	SSPN1_86270.1	KAK4468558.1
OG0003063	SSPN1_10530.1	KAK4474944.1
OG0003064	SSPN1_7730.1, SSPN1_7740.1	KAK4476085.1, KAK4476084.1
OG0003065	SSPN1_20950.1	KAK4475481.1
OG0003066	SSPN1_90540.1	KAK4467653.1
OG0003067	SSPN1_23890.2, SSPN1_23890.1	KAK4473191.1
OG0003068	SSPN1_73940.1	KAK4470448.1
OG0003069	SSPN1_67700.4, SSPN1_67700.3, SSPN1_67700.1, SSPN1_67700.2	KAK4470904.1
OG0003070	SSPN1_35670.3, SSPN1_35670.4, SSPN1_35670.6, SSPN1_35670.5, SSPN1_35670.7, SSPN1_35670.8, SSPN1_35670.9, SSPN1_35650.1, SSPN1_35670.1, SSPN1_35670.2	KAK4474128.1
OG0003071	SSPN1_63470.1, SSPN1_63470.2	KAK4471899.1
OG0003072	SSPN1_76530.3, SSPN1_76530.1, SSPN1_76530.2	KAK4470953.1
OG0003073	SSPN1_65330.1	KAK4471453.1
OG0003074	SSPN1_56840.1, SSPN1_56840.3, SSPN1_56840.2, SSPN1_56840.4	KAK4472092.1
OG0003075	SSPN1_55710.1	KAK4471132.1
OG0003076	SSPN1_55490.1	KAK4467226.1
OG0003077	SSPN1_71800.1	KAK4470456.1
OG0003079	SSPN1_54440.1, SSPN1_54440.2, SSPN1_54440.3	KAK4469953.1
OG0003080	SSPN1_19550.1, SSPN1_19550.2	KAK4474393.1
OG0003081	SSPN1_15880.1, SSPN1_15880.2, SSPN1_15880.3	KAK4474607.1
OG0003082	SSPN1_48440.1, SSPN1_48440.2	KAK4469388.1
OG0003083	SSPN1_76320.1	KAK4470931.1
OG0003084	SSPN1_69940.1	KAK4470292.1
OG0003085	SSPN1_32300.1	KAK4473802.1
OG0003086	SSPN1_58790.1	KAK4471330.1
OG0003087	SSPN1_92360.3, SSPN1_92360.1, SSPN1_92360.2	KAK4467853.1
OG0003088	SSPN1_10350.1, SSPN1_10350.2	KAK4474979.1
OG0003089	SSPN1_11460.1, SSPN1_11460.2, SSPN1_11460.3	KAK4475161.1
OG0003090	SSPN1_38960.2, SSPN1_38960.6, SSPN1_38960.1, SSPN1_38960.3, SSPN1_38960.5, SSPN1_38960.7, SSPN1_38960.8, SSPN1_38960.4	KAK4472596.1
OG0003091	SSPN1_89460.2, SSPN1_89460.1, SSPN1_89460.3	KAK4467911.1
OG0003093	SSPN1_87790.1, SSPN1_87790.2	KAK4468425.1
OG0003095	SSPN1_46580.3, SSPN1_46580.5, SSPN1_46580.6, SSPN1_46580.1, SSPN1_46580.2, SSPN1_46580.4	KAK4469586.1
OG0003096	SSPN1_72800.1	KAK4470528.1
OG0003097	SSPN1_58650.1	KAK4471337.1
OG0003098	SSPN1_14910.1	KAK4474756.1, KAK4474758.1, KAK4474759.1
OG0003107	SSPN1_54260.1	KAK4469963.1
OG0003108	SSPN1_25280.1	KAK4472992.1
OG0003109	SSPN1_15380.1	KAK4475305.1
OG0003110	SSPN1_18690.1, SSPN1_18690.2, SSPN1_18690.4, SSPN1_18690.3	KAK4474497.1
OG0003111	SSPN1_68920.3, SSPN1_68920.1, SSPN1_68920.2	KAK4470170.1
OG0003112	SSPN1_65020.2	KAK4471551.1
OG0003114	SSPN1_83980.1	KAK4468802.1
OG0003115	SSPN1_70930.2, SSPN1_70930.1, SSPN1_70920.1, SSPN1_70920.2	KAK4470616.1
OG0003117	SSPN1_11350.1, SSPN1_11350.2	KAK4475175.1
OG0003118	SSPN1_39430.1	KAK4473622.1
OG0003119	SSPN1_37880.1	KAK4472376.1
OG0003120	SSPN1_67950.1, SSPN1_67950.2, SSPN1_67950.3	KAK4470643.1
OG0003121	SSPN1_1540.1	KAK4474788.1
OG0003122	SSPN1_840.1	KAK4475923.1
OG0003123	SSPN1_80350.1	KAK4467459.1, KAK4467462.1
OG0003124	SSPN1_87340.1	KAK4468630.1
OG0003125	SSPN1_71590.1	KAK4470479.1
OG0003126	SSPN1_12010.1	KAK4475109.1
OG0003127	SSPN1_82810.3, SSPN1_82810.2, SSPN1_82810.1	KAK4468864.1
OG0003128	SSPN1_79240.1, SSPN1_79240.2, SSPN1_79240.3	KAK4468288.1
OG0003129	SSPN1_2820.1	KAK4475567.1
OG0003130	SSPN1_26850.1	KAK4473122.1
OG0003131	SSPN1_69530.1, SSPN1_69540.1	KAK4470255.1
OG0003132	SSPN1_23050.1, SSPN1_23050.2, SSPN1_23050.3	KAK4473009.1
OG0003133	SSPN1_57250.4, SSPN1_57250.2, SSPN1_57250.1, SSPN1_57250.3	KAK4472047.1
OG0003134	SSPN1_80510.1, SSPN1_80510.2	KAK4468043.1
OG0003135	SSPN1_34630.1	KAK4474024.1
OG0003136	SSPN1_20300.1	KAK4476290.1
OG0003137	SSPN1_78530.1, SSPN1_78540.1	KAK4468351.1
OG0003138	SSPN1_87190.1	KAK4468617.1
OG0003139	SSPN1_47800.1, SSPN1_47800.2	KAK4469247.1
OG0003140	SSPN1_29900.2, SSPN1_29900.1	KAK4472688.1
OG0003141	SSPN1_62610.1	KAK4471989.1
OG0003142	SSPN1_73720.1, SSPN1_73720.4, SSPN1_73720.2, SSPN1_73720.3	KAK4470724.1
OG0003143	SSPN1_72880.1	KAK4470519.1
OG0003144	SSPN1_31690.1, SSPN1_31690.2	KAK4473747.1
OG0003145	SSPN1_12690.1	KAK4475042.1
OG0003146	SSPN1_59750.1	KAK4471191.1
OG0003147	SSPN1_47620.2, SSPN1_47620.1, SSPN1_47620.3	KAK4469262.1
OG0003148	SSPN1_89280.1	KAK4467885.1
OG0003149	SSPN1_54210.1, SSPN1_54220.1	KAK4469944.1
OG0003150	SSPN1_75850.1	KAK4470886.1
OG0003151	SSPN1_48310.1, SSPN1_48320.1	KAK4469373.1
OG0003152	SSPN1_33770.1	KAK4473841.1
OG0003153	SSPN1_71020.1	KAK4470627.1
OG0003154	SSPN1_35220.1	KAK4474086.1
OG0003155	SSPN1_68310.1	KAK4470113.1
OG0003156	SSPN1_32790.1, SSPN1_32790.2, SSPN1_32790.3	KAK4473931.1
OG0003157	SSPN1_50700.1, SSPN1_50700.2, SSPN1_50700.3	KAK4469678.1
OG0003158	SSPN1_86820.1, SSPN1_86820.2	KAK4468929.1
OG0003159	SSPN1_53900.1, SSPN1_53900.2	KAK4469036.1
OG0003160	SSPN1_10280.1	KAK4475329.1, KAK4475328.1
OG0003161	SSPN1_45560.1, SSPN1_45560.2	KAK4469088.1
OG0003162	SSPN1_21630.1	KAK4476171.1
OG0003163	SSPN1_1530.1	KAK4474766.1
OG0003164	SSPN1_37580.1	KAK4472344.1, KAK4472345.1
OG0003165	SSPN1_74730.1	KAK4470763.1
OG0003167	SSPN1_90150.1, SSPN1_90150.2	KAK4467889.1
OG0003168	SSPN1_60550.1, SSPN1_60550.4, SSPN1_60550.5, SSPN1_60550.2, SSPN1_60550.3, SSPN1_60550.6, SSPN1_60550.7	KAK4471309.1
OG0003169	SSPN1_14820.1	KAK4474765.1
OG0003170	SSPN1_10910.1	KAK4475221.1
OG0003171	SSPN1_70300.1, SSPN1_70300.2, SSPN1_70300.3	KAK4470558.1
OG0003172	SSPN1_21260.1, SSPN1_21260.2, SSPN1_21260.3, SSPN1_21260.4	KAK4475445.1
OG0003173	SSPN1_39150.1	KAK4472619.1, KAK4472618.1
OG0003174	SSPN1_72380.3, SSPN1_72380.2, SSPN1_72380.1, SSPN1_72380.4, SSPN1_72380.5	KAK4470337.1
OG0003175	SSPN1_90340.1, SSPN1_90340.2, SSPN1_90340.3, SSPN1_90340.4	KAK4467721.1
OG0003176	SSPN1_67370.1	KAK4470311.1
OG0003177	SSPN1_24760.3, SSPN1_24760.2, SSPN1_24760.1	KAK4473005.1
OG0003178	SSPN1_37520.1	KAK4472335.1
OG0003179	SSPN1_72500.3, SSPN1_72500.9, SSPN1_72500.1, SSPN1_72500.7, SSPN1_72500.10, SSPN1_72500.4, SSPN1_72500.11, SSPN1_72500.8, SSPN1_72500.12, SSPN1_72500.6, SSPN1_72500.2, SSPN1_72500.5	KAK4470325.1
OG0003180	SSPN1_4190.2	KAK4475713.1
OG0003181	SSPN1_34280.1	KAK4473984.1
OG0003182	SSPN1_30140.2, SSPN1_30140.1, SSPN1_30140.3	KAK4472665.1
OG0003183	SSPN1_17790.1	KAK4474722.1
OG0003184	SSPN1_27320.3, SSPN1_27320.1, SSPN1_27320.2	KAK4472873.1
OG0003185	SSPN1_69020.1, SSPN1_69020.4, SSPN1_69020.2, SSPN1_69020.3	KAK4470180.1
OG0003186	SSPN1_89030.1, SSPN1_28710.3, SSPN1_28710.4, SSPN1_28710.1, SSPN1_28710.2	KAK4469043.1, KAK4472714.1
OG0003187	SSPN1_71030.1, SSPN1_71030.2, SSPN1_71030.3	KAK4470628.1
OG0003188	SSPN1_78980.1	KAK4467982.1
OG0003189	SSPN1_54860.1	KAK4469783.1
OG0003190	SSPN1_63770.1	KAK4471885.1
OG0003191	SSPN1_45820.1	KAK4469115.1
OG0003192	SSPN1_58430.1	KAK4471358.1
OG0003193	SSPN1_33730.1, SSPN1_33730.2, SSPN1_33730.3	KAK4473845.1
OG0003194	SSPN1_67050.1, SSPN1_67050.3, SSPN1_67050.4, SSPN1_67050.2	KAK4470088.1
OG0003195	SSPN1_10940.1	KAK4475218.1
OG0003196	SSPN1_62030.1	KAK4471775.1
OG0003197	SSPN1_91480.4, SSPN1_91480.1, SSPN1_91480.5, SSPN1_91480.7, SSPN1_91480.2, SSPN1_91480.6, SSPN1_91480.8, SSPN1_91480.3	KAK4467650.1
OG0003198	SSPN1_49030.1	KAK4469447.1
OG0003199	SSPN1_89990.1, SSPN1_89990.2, SSPN1_89990.3	KAK4467790.1
OG0003200	SSPN1_20030.1	KAK4476266.1
OG0003201	SSPN1_16100.1	KAK4474576.1
OG0003202	SSPN1_11370.1	KAK4475172.1
OG0003203	SSPN1_88260.1	KAK4468472.1
OG0003203	SSPN1_88250.1	KAK4468471.1
OG0003204	SSPN1_12950.1	KAK4475014.1
OG0003205	SSPN1_34340.1, SSPN1_34340.3, SSPN1_34340.2, SSPN1_34340.4	KAK4473990.1
OG0003206	SSPN1_13270.1, SSPN1_13280.1, SSPN1_13280.2	KAK4474923.1
OG0003207	SSPN1_8240.3, SSPN1_8240.1, SSPN1_8240.2, SSPN1_8240.4	KAK4476153.1
OG0003208	SSPN1_60380.1	KAK4471535.1
OG0003209	SSPN1_75950.1, SSPN1_75950.2, SSPN1_75950.3, SSPN1_75950.4	KAK4470896.1
OG0003210	SSPN1_17460.1	KAK4474687.1
OG0003211	SSPN1_72260.1	KAK4470350.1
OG0003212	SSPN1_5780.1, SSPN1_5780.2, SSPN1_5780.3, SSPN1_5780.4	KAK4475898.1
OG0003213	SSPN1_37670.3, SSPN1_37670.2, SSPN1_37670.1	KAK4472354.1
OG0003214	SSPN1_18760.1	KAK4474495.1
OG0003215	SSPN1_8830.3, SSPN1_8830.1, SSPN1_8830.2	KAK4476241.1
OG0003216	SSPN1_65070.1	KAK4471483.1
OG0003217	SSPN1_63350.1	KAK4471913.1
OG0003218	SSPN1_56040.3, SSPN1_56040.5, SSPN1_56040.4, SSPN1_56040.1, SSPN1_56040.2, SSPN1_56040.6	KAK4471153.1
OG0003221	SSPN1_31330.1, SSPN1_31330.2	KAK4473713.1
OG0003222	SSPN1_12450.1	KAK4475064.1
OG0003223	SSPN1_85570.1, SSPN1_85570.2	KAK4468584.1, KAK4468585.1
OG0003224	SSPN1_32710.1	KAK4473941.1
OG0003225	SSPN1_85170.1, SSPN1_85170.2, SSPN1_85170.3, SSPN1_85170.4	KAK4468688.1
OG0003226	SSPN1_18660.1	KAK4474499.1
OG0003227	SSPN1_62600.1	KAK4471990.1
OG0003228	SSPN1_84490.1, SSPN1_84490.2	KAK4468741.1
OG0003229	SSPN1_73330.1	KAK4470686.1
OG0003230	SSPN1_45440.2, SSPN1_45440.1, SSPN1_45440.3, SSPN1_45440.5, SSPN1_45440.4, SSPN1_45440.6	KAK4469076.1
OG0003231	SSPN1_10600.1	KAK4474953.1
OG0003232	SSPN1_19610.1, SSPN1_19610.2	KAK4474274.1
OG0003233	SSPN1_21400.5, SSPN1_21400.2, SSPN1_21400.4, SSPN1_21400.1, SSPN1_21400.3	KAK4475433.1
OG0003234	SSPN1_63730.1	KAK4471760.1
OG0003235	SSPN1_81210.1, SSPN1_81210.2, SSPN1_81210.5, SSPN1_81210.6, SSPN1_81210.3, SSPN1_81210.4	KAK4468186.1
OG0003236	SSPN1_55470.1, SSPN1_55470.2	KAK4471122.1
OG0003237	SSPN1_24270.1	KAK4473234.1
OG0003238	SSPN1_59110.1	KAK4471261.1
OG0003239	SSPN1_78280.1	KAK4467990.1
OG0003240	SSPN1_8020.7, SSPN1_8020.1, SSPN1_8020.2, SSPN1_8020.5, SSPN1_8020.3, SSPN1_8020.6, SSPN1_8020.4	KAK4476138.1
OG0003241	SSPN1_33450.1	KAK4473883.1
OG0003242	SSPN1_51280.1, SSPN1_51280.2	KAK4469521.1
OG0003243	SSPN1_8570.1	KAK4476227.1
OG0003244	SSPN1_51670.1	KAK4469346.1
OG0003245	SSPN1_52170.1, SSPN1_52170.5, SSPN1_52170.2, SSPN1_52170.3, SSPN1_52170.4	KAK4469172.1
OG0003246	SSPN1_8630.1, SSPN1_8630.2	KAK4476223.1
OG0003247	SSPN1_13170.3, SSPN1_13170.1, SSPN1_13170.2	KAK4474985.1
OG0003248	SSPN1_80130.1, SSPN1_80130.2, SSPN1_80130.3, SSPN1_80130.4, SSPN1_80130.5	KAK4468201.1
OG0003249	SSPN1_65380.1, SSPN1_65380.2, SSPN1_65380.3	KAK4471287.1
OG0003250	SSPN1_67690.1	KAK4470916.1
OG0003251	SSPN1_83360.2, SSPN1_83360.1, SSPN1_83360.5, SSPN1_83360.3, SSPN1_83360.4	KAK4468853.1
OG0003252	SSPN1_41010.1, SSPN1_41010.2	KAK4473464.1
OG0003253	SSPN1_83950.1	KAK4468807.1
OG0003254	SSPN1_60270.1, SSPN1_60270.2	KAK4471484.1
OG0003255	SSPN1_90010.1	KAK4467801.1
OG0003255	SSPN1_89230.1	KAK4467929.1
OG0003256	SSPN1_80710.1	KAK4468025.1
OG0003257	SSPN1_17320.1, SSPN1_17320.2, SSPN1_17320.3, SSPN1_17320.4	KAK4474666.1
OG0003258	SSPN1_41990.1	KAK4473563.1
OG0003259	SSPN1_22740.1, SSPN1_22740.2	KAK4473296.1
OG0003260	SSPN1_80990.1, SSPN1_80990.2	KAK4468167.1
OG0003261	SSPN1_36290.1	KAK4474180.1
OG0003262	SSPN1_56030.1	KAK4471184.1, KAK4471188.1
OG0003263	SSPN1_4860.1, SSPN1_4870.1	KAK4475776.1, KAK4475784.1
OG0003264	SSPN1_15180.1, SSPN1_15180.2	KAK4475229.1
OG0003265	SSPN1_40690.1, SSPN1_40690.2	KAK4473435.1
OG0003266	SSPN1_68490.2, SSPN1_68490.1, SSPN1_68490.3	KAK4470094.1
OG0003267	SSPN1_12910.1	KAK4475018.1
OG0003268	SSPN1_42060.1	KAK4473571.1
OG0003269	SSPN1_73590.1	KAK4470709.1
OG0003270	SSPN1_61560.1	KAK4471698.1
OG0003271	SSPN1_19080.1	KAK4474279.1
OG0003272	SSPN1_34470.1, SSPN1_34460.1	KAK4474002.1
OG0003273	SSPN1_37140.1	KAK4472295.1
OG0003274	SSPN1_11720.1	KAK4475136.1
OG0003275	SSPN1_23660.3, SSPN1_23660.1	KAK4473165.1
OG0003276	SSPN1_62520.1	KAK4471817.1
OG0003277	SSPN1_37420.1	KAK4472323.1
OG0003278	SSPN1_53730.1	KAK4469763.1
OG0003279	SSPN1_1740.1, SSPN1_1740.2	KAK4475009.1
OG0003280	SSPN1_75070.1	KAK4470799.1
OG0003281	SSPN1_90890.1	KAK4467686.1
OG0003282	SSPN1_51110.1, SSPN1_51110.2	KAK4469505.1
OG0003283	SSPN1_91130.2, SSPN1_91130.3, SSPN1_91130.1	KAK4467757.1
OG0003284	SSPN1_63800.1, SSPN1_63800.2, SSPN1_63800.3	KAK4471882.1
OG0003285	SSPN1_22270.1	KAK4473363.1
OG0003286	SSPN1_57900.1, SSPN1_57900.2	KAK4471627.1
OG0003287	SSPN1_21510.1	KAK4476157.1
OG0003288	SSPN1_93450.1, SSPN1_93450.2, SSPN1_65660.4, SSPN1_65660.1, SSPN1_65660.2, SSPN1_65660.3	KAK4471508.1
OG0003289	SSPN1_17770.1	KAK4474715.1
OG0003290	SSPN1_20130.1	KAK4476282.1
OG0003291	SSPN1_13500.1, SSPN1_13500.4, SSPN1_13500.2, SSPN1_13500.3	KAK4474901.1
OG0003292	SSPN1_82170.1	KAK4468075.1
OG0003293	SSPN1_26120.1	KAK4473039.1
OG0003294	SSPN1_37400.2, SSPN1_37400.1, SSPN1_37400.3	KAK4472321.1
OG0003296	SSPN1_52470.1, SSPN1_52470.2	KAK4469906.1
OG0003297	SSPN1_10490.1	KAK4474930.1
OG0003298	SSPN1_44720.1	KAK4469322.1
OG0003299	SSPN1_74270.1	KAK4470415.1
OG0003300	SSPN1_18040.1, SSPN1_18040.2	KAK4474742.1
OG0003301	SSPN1_42660.4, SSPN1_42660.1, SSPN1_42660.2, SSPN1_42660.3	KAK4472558.1
OG0003302	SSPN1_8140.1	KAK4476124.1
OG0003303	SSPN1_52570.1	KAK4469920.1
OG0003304	SSPN1_7080.1	KAK4476026.1
OG0003305	SSPN1_71090.1, SSPN1_71090.2	KAK4470635.1
OG0003306	SSPN1_54340.1	KAK4469971.1
OG0003307	SSPN1_25100.2, SSPN1_25100.4, SSPN1_25100.5, SSPN1_25100.1, SSPN1_25100.3	KAK4472899.1
OG0003309	SSPN1_1200.1, SSPN1_1200.2, SSPN1_1200.6, SSPN1_1200.3, SSPN1_1200.4, SSPN1_1200.5	KAK4474415.1
OG0003310	SSPN1_46740.1	KAK4469566.1
OG0003311	SSPN1_86260.1	KAK4468557.1
OG0003314	SSPN1_26290.1, SSPN1_26290.2, SSPN1_26290.3, SSPN1_26290.4, SSPN1_26290.5, SSPN1_26290.6	KAK4473083.1
OG0003315	SSPN1_38650.1, SSPN1_38660.1	KAK4472565.1
OG0003319	SSPN1_30590.1	KAK4473648.1
OG0003320	SSPN1_54470.3, SSPN1_54470.6, SSPN1_54470.7, SSPN1_54470.1, SSPN1_54470.4, SSPN1_54470.5, SSPN1_54470.2	KAK4469731.1, KAK4469730.1
OG0003321	SSPN1_28860.1, SSPN1_28860.2	KAK4472455.1
OG0003322	SSPN1_13910.1	KAK4474853.1, KAK4474854.1
OG0003326	SSPN1_58030.1	KAK4471641.1
OG0003327	SSPN1_74080.1	KAK4470434.1
OG0003328	SSPN1_71580.1	KAK4470480.1
OG0003329	SSPN1_90990.3, SSPN1_90990.1, SSPN1_90990.2, SSPN1_90990.4	KAK4467772.1
OG0003330	SSPN1_49950.1, SSPN1_49950.4, SSPN1_49950.2, SSPN1_49950.3	KAK4469167.1, KAK4469165.1
OG0003331	SSPN1_20690.1, SSPN1_20690.2	KAK4474359.1
OG0003332	SSPN1_38810.1, SSPN1_38810.2	KAK4472584.1, KAK4472187.1
OG0003333	SSPN1_6470.1	KAK4475965.1
OG0003334	SSPN1_27310.1	KAK4472912.1
OG0003335	SSPN1_65240.2, SSPN1_65240.1, SSPN1_65240.3	KAK4471465.1
OG0003336	SSPN1_62380.1	KAK4471802.1
OG0003337	SSPN1_73500.1	KAK4470702.1
OG0003338	SSPN1_13980.1	KAK4474851.1
OG0003339	SSPN1_1020.1	KAK4475801.1
OG0003340	SSPN1_31270.1	KAK4473706.1
OG0003341	SSPN1_57370.1	KAK4471574.1
OG0003342	SSPN1_18230.1	KAK4475262.1
OG0003344	SSPN1_22490.1	KAK4473338.1
OG0003345	SSPN1_84580.2, SSPN1_84580.3, SSPN1_84580.5, SSPN1_84580.4, SSPN1_84580.1	KAK4468751.1
OG0003346	SSPN1_90580.4, SSPN1_90580.1, SSPN1_90580.2, SSPN1_90580.3	KAK4467748.1
