Orthogroup	schistosoma_spindale	schistosoma_curassoni
OG0001900	SSPN1_71830.1, SSPN1_71830.2	SCUR1_73940.1, SCUR1_73940.2
OG0001901	SSPN1_29140.1	SCUR1_30180.1
OG0001902	SSPN1_32020.1, SSPN1_32020.2	SCUR1_39100.1
OG0001903	SSPN1_81580.1, SSPN1_81580.2, SSPN1_81580.3	SCUR1_83690.1
OG0001904	SSPN1_18250.1, SSPN1_18250.2	SCUR1_13800.1
OG0001905	SSPN1_56660.1, SSPN1_56660.2, SSPN1_56660.3, SSPN1_56660.4	SCUR1_58570.1, SCUR1_58570.3, SCUR1_58570.2
OG0001906	SSPN1_28270.1	SCUR1_29400.1, SCUR1_29400.2
OG0001907	SSPN1_6830.1, SSPN1_6820.1, SSPN1_6810.1	SCUR1_6790.1
OG0001908	SSPN1_59610.1, SSPN1_59620.1	SCUR1_97560.1, SCUR1_64770.1
OG0001909	SSPN1_91790.1, SSPN1_91790.2	SCUR1_93970.1, SCUR1_93970.2
OG0001910	SSPN1_32520.1	SCUR1_38690.1
OG0001912	SSPN1_77040.1, SSPN1_77040.2, SSPN1_77040.3	SCUR1_79380.1, SCUR1_95100.1, SCUR1_95100.2
OG0001913	SSPN1_70460.1, SSPN1_70460.2	SCUR1_72520.1, SCUR1_72520.2
OG0001914	SSPN1_63460.1	SCUR1_60620.1, SCUR1_60620.3, SCUR1_60620.2
OG0001915	SSPN1_80000.1, SSPN1_80000.2	SCUR1_82240.1, SCUR1_82240.2, SCUR1_82230.1, SCUR1_82230.2
OG0001916	SSPN1_9710.1	SCUR1_21560.1
OG0001917	SSPN1_8150.1, SSPN1_8150.2	SCUR1_8140.1
OG0001918	SSPN1_44580.1, SSPN1_44580.2	SCUR1_46180.1
OG0001919	SSPN1_64910.2, SSPN1_64910.1, SSPN1_64910.3	SCUR1_67210.1
OG0001920	SSPN1_8250.1	SCUR1_8260.1, SCUR1_8260.2, SCUR1_8260.3
OG0001921	SSPN1_31350.1	SCUR1_39850.1, SCUR1_39850.2, SCUR1_39850.3, SCUR1_39850.4, SCUR1_39850.5
OG0001922	SSPN1_56410.1, SSPN1_56410.2	SCUR1_96110.1, SCUR1_96110.3, SCUR1_96110.2, SCUR1_96110.4, SCUR1_96110.5, SCUR1_96110.6, SCUR1_58370.1
OG0001923	SSPN1_6980.1, SSPN1_6980.3, SSPN1_6980.2, SSPN1_6980.4	SCUR1_7130.1, SCUR1_6930.1
OG0001924	SSPN1_52920.1, SSPN1_52920.2	SCUR1_54760.1, SCUR1_54760.2
OG0001925	SSPN1_21330.1	SCUR1_22050.1
OG0001926	SSPN1_38050.1	SCUR1_32940.1
OG0001927	SSPN1_830.2, SSPN1_830.1, SSPN1_830.3, SSPN1_830.4	SCUR1_490.2, SCUR1_490.1, SCUR1_490.5, SCUR1_490.3, SCUR1_490.4
OG0001928	SSPN1_49100.1, SSPN1_49100.2, SSPN1_49100.3, SSPN1_49100.4	SCUR1_50730.1, SCUR1_50730.5, SCUR1_50730.6, SCUR1_50730.2, SCUR1_50730.3, SCUR1_50730.4
OG0001929	SSPN1_69640.1, SSPN1_69640.2	SCUR1_71770.1, SCUR1_71770.2
OG0001930	SSPN1_29060.4, SSPN1_29060.1, SSPN1_29060.2, SSPN1_29060.3	SCUR1_30120.1
OG0001931	SSPN1_28250.1	SCUR1_29390.1
OG0001932	SSPN1_59700.1, SSPN1_59700.2, SSPN1_59700.3, SSPN1_59700.4	SCUR1_64690.1, SCUR1_64690.4, SCUR1_64690.3, SCUR1_64690.2
OG0001933	SSPN1_24650.1	SCUR1_25620.2, SCUR1_25620.1, SCUR1_25620.3
OG0001934	SSPN1_41240.1	SCUR1_42700.1
OG0001935	SSPN1_16670.7, SSPN1_16670.4, SSPN1_16670.3, SSPN1_16670.5, SSPN1_16670.6, SSPN1_16670.2, SSPN1_16670.1, SSPN1_16670.8	SCUR1_12200.1, SCUR1_12200.2, SCUR1_12200.3
OG0001936	SSPN1_18850.5, SSPN1_18850.1, SSPN1_18850.3, SSPN1_18850.4, SSPN1_18850.6, SSPN1_18850.2, SSPN1_18850.7	SCUR1_11720.1
OG0001937	SSPN1_10570.1	SCUR1_17740.1, SCUR1_17740.2, SCUR1_17740.4, SCUR1_17740.6, SCUR1_17740.3, SCUR1_17740.5, SCUR1_17740.7, SCUR1_17740.8
OG0001938	SSPN1_6410.1	SCUR1_6410.3, SCUR1_6410.4
OG0001941	SSPN1_85160.1, SSPN1_85160.2	SCUR1_87070.1
OG0001942	SSPN1_26900.1	SCUR1_28060.1, SCUR1_28060.4, SCUR1_28060.2, SCUR1_28060.3
OG0001943	SSPN1_11810.1	SCUR1_18980.1
OG0001944	SSPN1_65790.1, SSPN1_65790.2	SCUR1_67720.3, SCUR1_67720.1, SCUR1_67720.2
OG0001945	SSPN1_92380.1, SSPN1_92370.1, SSPN1_92370.2	SCUR1_94560.1
OG0001946	SSPN1_29170.1	SCUR1_30210.1
OG0001947	SSPN1_40870.1, SSPN1_40880.1, SSPN1_40880.2	SCUR1_42340.5, SCUR1_42340.7, SCUR1_42340.8, SCUR1_42340.3, SCUR1_42340.4, SCUR1_42340.6, SCUR1_42340.9, SCUR1_42340.1, SCUR1_42340.2
OG0001948	SSPN1_85070.1	SCUR1_86970.1, SCUR1_86970.5, SCUR1_86970.2, SCUR1_86970.3, SCUR1_86970.4, SCUR1_86970.6
OG0001949	SSPN1_90590.1, SSPN1_90590.2	SCUR1_92810.1
OG0001950	SSPN1_80980.1	SCUR1_83140.1
OG0001951	SSPN1_6140.1, SSPN1_6140.2	SCUR1_6250.1
OG0001952	SSPN1_44310.1, SSPN1_44310.2	SCUR1_45920.3, SCUR1_45920.4, SCUR1_45920.1, SCUR1_45920.2
OG0001953	SSPN1_38550.1	SCUR1_32380.1
OG0001954	SSPN1_15330.1, SSPN1_15350.1	SCUR1_15380.1
OG0001955	SSPN1_5180.1	SCUR1_5310.4, SCUR1_5310.1, SCUR1_5310.2, SCUR1_5310.3, SCUR1_5310.6, SCUR1_5310.5
OG0001956	SSPN1_73100.1, SSPN1_73100.2	SCUR1_75380.1
OG0001957	SSPN1_15490.1	SCUR1_15170.1
OG0001958	SSPN1_61260.1	SCUR1_62750.1
OG0001959	SSPN1_29470.1	SCUR1_30500.1
OG0001960	SSPN1_28070.1	SCUR1_29210.2, SCUR1_29210.4, SCUR1_29210.1, SCUR1_29210.3
OG0001961	SSPN1_65600.1	SCUR1_67870.1
OG0001962	SSPN1_10250.1	SCUR1_20510.1, SCUR1_20510.2
OG0001963	SSPN1_24990.1, SSPN1_24990.2	SCUR1_25950.1, SCUR1_25950.2
OG0001964	SSPN1_85010.1	SCUR1_86920.1
OG0001964	SSPN1_85000.1	SCUR1_86900.1
OG0001965	SSPN1_81010.1	SCUR1_83180.1, SCUR1_83180.2, SCUR1_83180.3
OG0001967	SSPN1_92060.1	SCUR1_94220.1, SCUR1_94220.2, SCUR1_94220.3, SCUR1_94220.4
OG0001968	SSPN1_30370.5, SSPN1_30370.1, SSPN1_30370.2, SSPN1_30370.3, SSPN1_30370.4	SCUR1_31480.1
OG0001969	SSPN1_28640.3, SSPN1_28640.2, SSPN1_28640.1	SCUR1_29710.1
OG0001970	SSPN1_33550.1	SCUR1_37600.1, SCUR1_37600.2, SCUR1_37600.3, SCUR1_37600.4, SCUR1_37600.5, SCUR1_37600.6, SCUR1_37600.7, SCUR1_37600.8
OG0001971	SSPN1_63790.3, SSPN1_63790.4, SSPN1_63790.7, SSPN1_63790.1, SSPN1_63790.6, SSPN1_63790.8, SSPN1_63790.5, SSPN1_63790.2	SCUR1_60320.1
OG0001972	SSPN1_58400.1, SSPN1_58400.4, SSPN1_58400.6, SSPN1_58400.3, SSPN1_58400.2, SSPN1_58400.5	SCUR1_66080.1
OG0001974	SSPN1_45690.1	SCUR1_47310.1, SCUR1_47310.3, SCUR1_47310.2
OG0001975	SSPN1_48280.1, SSPN1_48280.4, SSPN1_48280.3, SSPN1_48280.2	SCUR1_49900.1, SCUR1_49900.2
OG0001976	SSPN1_3940.1	SCUR1_4000.2
OG0001977	SSPN1_87780.1, SSPN1_87780.2, SSPN1_87780.3	SCUR1_89880.1
OG0001979	SSPN1_49440.3, SSPN1_49440.4, SSPN1_49440.1, SSPN1_49440.5, SSPN1_49440.2	SCUR1_51200.1
OG0001980	SSPN1_62070.1, SSPN1_62070.2, SSPN1_62070.3, SSPN1_62070.4	SCUR1_61970.2, SCUR1_61970.1
OG0001981	SSPN1_40860.1, SSPN1_40860.2, SSPN1_40860.3	SCUR1_42330.9, SCUR1_42330.2, SCUR1_42330.1, SCUR1_42330.3, SCUR1_42330.4, SCUR1_42330.6, SCUR1_42330.7, SCUR1_42330.5, SCUR1_42330.8
OG0001982	SSPN1_36200.2, SSPN1_36200.3, SSPN1_36200.1	SCUR1_34880.1, SCUR1_34880.2
OG0001983	SSPN1_81020.1	SCUR1_83190.1, SCUR1_83190.2, SCUR1_83190.3
OG0001984	SSPN1_85440.1, SSPN1_85440.2	SCUR1_87330.2, SCUR1_87330.6, SCUR1_87330.1, SCUR1_87330.4, SCUR1_87330.5, SCUR1_87330.3
OG0001985	SSPN1_32180.1	SCUR1_38970.1
OG0001986	SSPN1_51240.1	SCUR1_52970.4, SCUR1_52970.1, SCUR1_52970.3, SCUR1_52970.2
OG0001987	SSPN1_32230.1	SCUR1_38930.1
OG0001988	SSPN1_57320.1	SCUR1_59240.1, SCUR1_59240.2, SCUR1_59240.3, SCUR1_59240.4
OG0001989	SSPN1_19980.5, SSPN1_19980.6, SSPN1_19980.1, SSPN1_19980.3, SSPN1_19980.2, SSPN1_19980.4	SCUR1_10520.4, SCUR1_10520.5, SCUR1_10520.1, SCUR1_10520.3, SCUR1_10520.2, SCUR1_10520.6
OG0001990	SSPN1_48040.1, SSPN1_48040.2	SCUR1_97230.1
OG0001991	SSPN1_15520.1, SSPN1_15520.2, SSPN1_15520.3	SCUR1_15140.2, SCUR1_15140.3, SCUR1_15140.1
OG0001992	SSPN1_46250.1	SCUR1_47870.1
OG0001993	SSPN1_72310.1	SCUR1_74460.1
OG0001994	SSPN1_10040.1	SCUR1_20260.1, SCUR1_20260.2
OG0001995	SSPN1_90560.1	SCUR1_92780.1, SCUR1_92780.2, SCUR1_92780.3, SCUR1_92780.4
OG0001996	SSPN1_80180.1	SCUR1_82400.1
OG0001996	SSPN1_80190.1	SCUR1_82410.1
OG0001997	SSPN1_8670.1, SSPN1_8670.2, SSPN1_8670.3	SCUR1_8680.1
OG0001998	SSPN1_87970.1, SSPN1_87970.2	SCUR1_97900.1
OG0001999	SSPN1_48150.1	SCUR1_49760.1, SCUR1_49760.2
OG0002000	SSPN1_8850.1, SSPN1_8850.4, SSPN1_8850.3, SSPN1_8850.2	SCUR1_9020.1
OG0002001	SSPN1_18360.1	SCUR1_13890.1, SCUR1_13890.2
OG0002002	SSPN1_35000.1, SSPN1_35000.3, SSPN1_35000.2	SCUR1_36030.4, SCUR1_36030.3, SCUR1_36030.2, SCUR1_36030.1
OG0002003	SSPN1_48120.1, SSPN1_48120.2, SSPN1_48120.3, SSPN1_48120.4	SCUR1_49720.1
OG0002004	SSPN1_4420.1	SCUR1_4540.1, SCUR1_4540.2
OG0002005	SSPN1_53830.1	SCUR1_55880.1
OG0002006	SSPN1_72170.1	SCUR1_74280.4, SCUR1_74280.1, SCUR1_74280.2, SCUR1_74280.3
OG0002007	SSPN1_66510.1	SCUR1_68450.1, SCUR1_68440.1
OG0002008	SSPN1_62170.3, SSPN1_62170.1, SSPN1_62170.2, SSPN1_62170.4	SCUR1_61890.3, SCUR1_61890.1, SCUR1_61890.2
OG0002009	SSPN1_37100.4, SSPN1_37100.1, SSPN1_37100.2, SSPN1_37100.3, SSPN1_37100.5	SCUR1_33920.2, SCUR1_33920.1, SCUR1_33920.3, SCUR1_33920.4
OG0002010	SSPN1_50150.7, SSPN1_50150.1, SSPN1_50150.2, SSPN1_50150.3, SSPN1_50150.4, SSPN1_50150.5, SSPN1_50150.6	SCUR1_51840.1, SCUR1_51840.4, SCUR1_51840.2, SCUR1_51840.3
OG0002011	SSPN1_72830.1	SCUR1_75070.1, SCUR1_75070.2, SCUR1_75070.3
OG0002012	SSPN1_9190.1	SCUR1_9220.1, SCUR1_9230.1
OG0002012	SSPN1_9130.1	SCUR1_9170.1
OG0002013	SSPN1_49450.2, SSPN1_49450.4	SCUR1_51180.6
OG0002014	SSPN1_65220.3, SSPN1_65220.1, SSPN1_65220.2	SCUR1_63940.1
OG0002015	SSPN1_84090.1	SCUR1_85920.5, SCUR1_85920.2, SCUR1_85920.1, SCUR1_85920.3, SCUR1_85920.4
OG0002016	SSPN1_61550.1	SCUR1_62510.1, SCUR1_62510.2
OG0002017	SSPN1_59310.1	SCUR1_65080.1, SCUR1_65080.2, SCUR1_65080.3
OG0002018	SSPN1_68470.1, SSPN1_68460.1	SCUR1_70470.1
OG0002020	SSPN1_58920.1	SCUR1_65540.1
OG0002021	SSPN1_69120.1	SCUR1_71190.1, SCUR1_71190.4, SCUR1_71190.7, SCUR1_71190.8, SCUR1_71190.2, SCUR1_71190.5, SCUR1_71190.6, SCUR1_71190.3
OG0002023	SSPN1_57350.1, SSPN1_57350.2, SSPN1_57350.3, SSPN1_57350.4	SCUR1_67170.1, SCUR1_67170.2, SCUR1_67170.3, SCUR1_67170.4
OG0002024	SSPN1_23270.3, SSPN1_23270.4, SSPN1_23270.1, SSPN1_23270.2	SCUR1_24170.1, SCUR1_24170.2
OG0002025	SSPN1_61570.1	SCUR1_62480.1
OG0002026	SSPN1_4720.1	SCUR1_4840.1, SCUR1_4840.2
OG0002027	SSPN1_78350.1	SCUR1_84580.1
OG0002028	SSPN1_50950.3, SSPN1_50950.1, SSPN1_50950.2, SSPN1_50950.4	SCUR1_52680.3, SCUR1_52680.4, SCUR1_52680.5, SCUR1_52680.1, SCUR1_52680.2
OG0002029	SSPN1_38230.1	SCUR1_32750.1
OG0002030	SSPN1_61990.1	SCUR1_62050.1, SCUR1_62050.2, SCUR1_81450.1, SCUR1_81450.2
OG0002031	SSPN1_1730.3, SSPN1_1730.4, SSPN1_1730.2, SSPN1_1730.1, SSPN1_1730.5	SCUR1_1660.1, SCUR1_1660.4, SCUR1_1660.2, SCUR1_1660.3
OG0002032	SSPN1_90020.3, SSPN1_90020.1, SSPN1_90020.2	SCUR1_92240.1, SCUR1_92240.2, SCUR1_92240.4, SCUR1_92240.5, SCUR1_92240.3
OG0002033	SSPN1_64040.1, SSPN1_64040.2	SCUR1_60070.1
OG0002034	SSPN1_60420.1, SSPN1_60420.2	SCUR1_67560.1, SCUR1_67560.4, SCUR1_67560.2, SCUR1_67560.3
OG0002035	SSPN1_18450.1	SCUR1_14020.1
OG0002036	SSPN1_84230.1	SCUR1_86430.1
OG0002037	SSPN1_52660.1	SCUR1_54490.1, SCUR1_54490.2, SCUR1_54490.3
OG0002038	SSPN1_42400.1, SSPN1_42400.2, SSPN1_42400.3	SCUR1_43950.1
OG0002039	SSPN1_48220.1	SCUR1_49840.2, SCUR1_49840.1, SCUR1_49840.3
OG0002040	SSPN1_2620.1	SCUR1_2580.3, SCUR1_2580.2, SCUR1_2580.1
OG0002041	SSPN1_71760.1, SSPN1_71760.2	SCUR1_73860.1
OG0002042	SSPN1_18340.1	SCUR1_13870.1, SCUR1_13870.2
OG0002043	SSPN1_60880.1, SSPN1_60880.2, SSPN1_60880.3	SCUR1_63150.1
OG0002044	SSPN1_7430.1	SCUR1_7380.3
OG0002045	SSPN1_81920.1, SSPN1_81920.2, SSPN1_81920.3	SCUR1_84420.1
OG0002046	SSPN1_72070.1, SSPN1_72070.3, SSPN1_72070.4, SSPN1_72070.5, SSPN1_72070.2	SCUR1_74180.4, SCUR1_74180.3, SCUR1_74180.1, SCUR1_74180.2
OG0002047	SSPN1_82150.1	SCUR1_84180.1
OG0002048	SSPN1_14400.1, SSPN1_14400.2, SSPN1_14400.3	SCUR1_16340.1
OG0002049	SSPN1_87360.2, SSPN1_87360.1, SSPN1_87360.3, SSPN1_87360.4	SCUR1_89380.1
OG0002050	SSPN1_52140.1, SSPN1_52140.3, SSPN1_52140.2, SSPN1_52140.4	SCUR1_53960.3, SCUR1_53960.2, SCUR1_53960.4, SCUR1_53960.5, SCUR1_53960.1
OG0002051	SSPN1_29340.1, SSPN1_29340.2, SSPN1_29340.3	SCUR1_30360.3, SCUR1_30360.1, SCUR1_30360.2
OG0002052	SSPN1_41890.1, SSPN1_41890.2	SCUR1_43430.1
OG0002053	SSPN1_74360.5, SSPN1_74360.1, SSPN1_74360.3, SSPN1_74360.2, SSPN1_74360.4	SCUR1_76620.1
OG0002054	SSPN1_68010.1, SSPN1_68010.2, SSPN1_68010.3	SCUR1_70010.1, SCUR1_70010.2, SCUR1_70010.3
OG0002055	SSPN1_56100.1	SCUR1_58130.1, SCUR1_58130.2, SCUR1_58130.3, SCUR1_58130.4
OG0002056	SSPN1_86360.1, SSPN1_86370.1	SCUR1_88500.1
OG0002057	SSPN1_48340.1, SSPN1_48340.2	SCUR1_49990.3, SCUR1_49990.2, SCUR1_49990.1
OG0002059	SSPN1_42980.2, SSPN1_42980.1, SSPN1_42980.5, SSPN1_42980.6, SSPN1_42980.3, SSPN1_42980.4	SCUR1_44570.1, SCUR1_44570.2, SCUR1_44570.3, SCUR1_44570.4, SCUR1_44570.5, SCUR1_44570.6
OG0002060	SSPN1_7330.1, SSPN1_7330.2	SCUR1_7270.1, SCUR1_7270.2, SCUR1_7270.3, SCUR1_7270.4, SCUR1_7270.5, SCUR1_7270.6
OG0002061	SSPN1_4550.1	SCUR1_4660.1, SCUR1_4660.2
OG0002062	SSPN1_57590.4, SSPN1_57590.1, SSPN1_57590.5, SSPN1_57590.13, SSPN1_57590.7, SSPN1_57590.14, SSPN1_57590.8, SSPN1_57590.11, SSPN1_57590.12, SSPN1_57590.2, SSPN1_57590.3, SSPN1_57590.15, SSPN1_57590.16, SSPN1_57590.18, SSPN1_57590.17, SSPN1_57590.10, SSPN1_57590.6, SSPN1_57590.9	SCUR1_97580.4, SCUR1_97580.3, SCUR1_97580.1, SCUR1_97580.2
OG0002063	SSPN1_43060.1	SCUR1_44660.1, SCUR1_44660.2, SCUR1_96780.1, SCUR1_44660.4, SCUR1_96790.1, SCUR1_44660.3, SCUR1_44660.5, SCUR1_24400.1
OG0002064	SSPN1_20420.4, SSPN1_20420.5, SSPN1_20420.1, SSPN1_20420.2, SSPN1_20420.3, SSPN1_20420.6, SSPN1_20420.7	SCUR1_9950.1
OG0002066	SSPN1_72670.1	SCUR1_74860.1
OG0002066	SSPN1_72700.1	SCUR1_74910.1, SCUR1_74930.1
OG0002067	SSPN1_57110.1, SSPN1_57110.2, SSPN1_57110.5, SSPN1_57110.3, SSPN1_57110.4	SCUR1_59020.5, SCUR1_59020.1, SCUR1_59020.2, SCUR1_59020.4, SCUR1_59020.6, SCUR1_59020.3
OG0002068	SSPN1_16680.1, SSPN1_16690.1	SCUR1_12210.1
OG0002070	SSPN1_57150.4, SSPN1_57150.1, SSPN1_57150.2, SSPN1_57150.3	SCUR1_59060.4, SCUR1_59060.5, SCUR1_59060.1, SCUR1_59060.2, SCUR1_59060.3, SCUR1_59060.6
OG0002073	SSPN1_91330.1, SSPN1_91330.2	SCUR1_93520.1
OG0002074	SSPN1_11840.1	SCUR1_19010.1
OG0002075	SSPN1_19910.1, SSPN1_19910.2	SCUR1_10590.1, SCUR1_10590.2
OG0002076	SSPN1_40510.1	SCUR1_41950.1, SCUR1_41950.2, SCUR1_41950.3, SCUR1_41950.4
OG0002077	SSPN1_18210.1	SCUR1_13760.1, SCUR1_13770.1
OG0002078	SSPN1_33360.1	SCUR1_37830.1
OG0002078	SSPN1_33360.1	SCUR1_37830.2
OG0002079	SSPN1_33160.4, SSPN1_33160.1, SSPN1_33160.5, SSPN1_33160.2, SSPN1_33160.3	SCUR1_38020.2, SCUR1_38020.1
OG0002080	SSPN1_49470.1, SSPN1_49470.2	SCUR1_51140.1, SCUR1_51140.2, SCUR1_51140.3, SCUR1_51140.4, SCUR1_51140.6, SCUR1_51140.7, SCUR1_51140.5
OG0002081	SSPN1_79550.3, SSPN1_79550.1, SSPN1_79550.2, SSPN1_79550.4	SCUR1_81770.1, SCUR1_81770.2
OG0002082	SSPN1_64740.1	SCUR1_59360.1
OG0002082	SSPN1_64730.1	SCUR1_59370.1
OG0002083	SSPN1_43160.1	SCUR1_44780.1, SCUR1_44780.2
OG0002084	SSPN1_10690.1	SCUR1_17860.1
OG0002085	SSPN1_63120.1	SCUR1_97130.1
OG0002086	SSPN1_40090.1, SSPN1_40090.2	SCUR1_41530.1
OG0002087	SSPN1_37410.1, SSPN1_37410.2, SSPN1_37410.3	SCUR1_33620.4, SCUR1_33620.1, SCUR1_33620.2, SCUR1_33620.3
OG0002088	SSPN1_26610.1, SSPN1_26610.2, SSPN1_26610.3	SCUR1_27720.1, SCUR1_27720.4, SCUR1_27720.2, SCUR1_27720.3
OG0002089	SSPN1_44570.1	SCUR1_46080.1, SCUR1_46080.2, SCUR1_46080.3, SCUR1_46080.4
OG0002090	SSPN1_52650.1	SCUR1_54480.1
OG0002091	SSPN1_51080.1	SCUR1_52810.4, SCUR1_52810.3, SCUR1_52810.1, SCUR1_52810.2
OG0002092	SSPN1_31930.3, SSPN1_31930.2, SSPN1_31930.1	SCUR1_39200.3, SCUR1_39200.4, SCUR1_39200.1, SCUR1_39200.2
OG0002093	SSPN1_24510.1, SSPN1_24510.2	SCUR1_25480.1, SCUR1_25480.3
OG0002094	SSPN1_4890.1	SCUR1_5020.1
OG0002095	SSPN1_14430.3, SSPN1_14430.5, SSPN1_14430.2, SSPN1_14430.1, SSPN1_14430.4	SCUR1_16310.1
OG0002096	SSPN1_27670.1, SSPN1_27670.2	SCUR1_28840.1, SCUR1_28840.3, SCUR1_28840.2, SCUR1_28840.4
OG0002097	SSPN1_5300.1, SSPN1_5300.2, SSPN1_5300.3, SSPN1_5300.5, SSPN1_5300.4, SSPN1_5300.6	SCUR1_5430.1, SCUR1_5430.2
OG0002098	SSPN1_59960.1, SSPN1_59960.2, SSPN1_59960.3	SCUR1_64430.1, SCUR1_64430.2, SCUR1_64430.3
OG0002099	SSPN1_32050.1	SCUR1_39080.1
OG0002100	SSPN1_27180.1	SCUR1_28380.1
OG0002101	SSPN1_86840.1, SSPN1_86840.2, SSPN1_86860.1	SCUR1_87920.1
OG0002102	SSPN1_23450.1	SCUR1_24380.1
OG0002102	SSPN1_24190.1	SCUR1_25170.1
OG0002103	SSPN1_41700.1, SSPN1_41700.2	SCUR1_43230.1, SCUR1_43230.2, SCUR1_43230.3, SCUR1_43230.4
OG0002104	SSPN1_29830.3, SSPN1_29830.1, SSPN1_29830.2	SCUR1_30880.1
OG0002105	SSPN1_24820.1, SSPN1_24820.2, SSPN1_24820.3	SCUR1_25770.1, SCUR1_25770.2
OG0002106	SSPN1_84740.1	SCUR1_96880.1
OG0002107	SSPN1_64300.1	SCUR1_59820.1
OG0002108	SSPN1_87370.1	SCUR1_89400.1
OG0002108	SSPN1_77770.1	SCUR1_81070.1
OG0002109	SSPN1_43950.1, SSPN1_43950.2, SSPN1_43950.4, SSPN1_43950.3	SCUR1_45540.1
OG0002110	SSPN1_68260.1, SSPN1_68260.2, SSPN1_68260.3	SCUR1_70270.1, SCUR1_70270.2
OG0002111	SSPN1_41140.1	SCUR1_42580.1, SCUR1_42580.2
OG0002112	SSPN1_56710.1, SSPN1_56710.2, SSPN1_56710.3	SCUR1_58610.1, SCUR1_97790.1
OG0002113	SSPN1_87170.1, SSPN1_87170.2, SSPN1_87170.3, SSPN1_87170.4, SSPN1_87170.5	SCUR1_89110.1, SCUR1_89110.2, SCUR1_89110.3
OG0002114	SSPN1_23200.1	SCUR1_24100.2, SCUR1_24100.3, SCUR1_24100.1, SCUR1_24100.4
OG0002115	SSPN1_53120.2	SCUR1_21520.1
OG0002116	SSPN1_38350.1	SCUR1_32610.2, SCUR1_32610.1, SCUR1_32610.5, SCUR1_32610.6, SCUR1_32610.3, SCUR1_32610.4
OG0002117	SSPN1_4470.1, SSPN1_4470.2, SSPN1_4470.3, SSPN1_4470.4, SSPN1_4470.5, SSPN1_4470.6, SSPN1_4470.7, SSPN1_4470.8, SSPN1_4470.9	SCUR1_4580.1, SCUR1_4580.2
OG0002118	SSPN1_44420.1	SCUR1_46000.1
OG0002118	SSPN1_44410.1	SCUR1_45990.1, SCUR1_45990.2
OG0002119	SSPN1_81150.1, SSPN1_81150.2, SSPN1_81150.3	SCUR1_83330.1
OG0002120	SSPN1_6270.1, SSPN1_6270.2, SSPN1_6270.3, SSPN1_6270.4	SCUR1_6300.1, SCUR1_6300.4, SCUR1_6300.6, SCUR1_6300.3, SCUR1_6300.5, SCUR1_6300.2, SCUR1_6300.7, SCUR1_6300.8
OG0002121	SSPN1_6280.1, SSPN1_6280.2, SSPN1_6280.3, SSPN1_6280.4	SCUR1_6310.1, SCUR1_6310.2
OG0002122	SSPN1_30290.2, SSPN1_30290.1, SSPN1_30290.3	SCUR1_31370.1
OG0002123	SSPN1_28220.1	SCUR1_29370.1, SCUR1_29370.4, SCUR1_29370.5, SCUR1_29370.3, SCUR1_29370.2
OG0002124	SSPN1_10020.1, SSPN1_10030.1	SCUR1_20240.3, SCUR1_20240.1, SCUR1_20240.2
OG0002125	SSPN1_92510.1	SCUR1_94640.1, SCUR1_95400.2, SCUR1_95400.1
OG0002126	SSPN1_3020.2, SSPN1_3020.1	SCUR1_3050.1
OG0002126	SSPN1_3020.3	SCUR1_3060.1
OG0002127	SSPN1_64500.1	SCUR1_99590.2, SCUR1_99590.3, SCUR1_99590.1, SCUR1_99590.4
OG0002128	SSPN1_6440.1	SCUR1_6490.1
OG0002129	SSPN1_50220.1	SCUR1_51910.1
OG0002130	SSPN1_23620.1, SSPN1_23620.3, SSPN1_23620.2	SCUR1_24570.1
OG0002131	SSPN1_39310.3, SSPN1_39310.4, SSPN1_39310.1, SSPN1_39310.2	SCUR1_40700.1, SCUR1_40700.2
OG0002132	SSPN1_53310.3, SSPN1_53310.4, SSPN1_53310.2, SSPN1_53310.1	SCUR1_55170.1, SCUR1_55170.2
OG0002133	SSPN1_45830.1	SCUR1_47470.1, SCUR1_47470.2, SCUR1_47470.3, SCUR1_47470.4
OG0002134	SSPN1_34020.1	SCUR1_37120.1
OG0002135	SSPN1_25040.3, SSPN1_25040.7, SSPN1_25040.1, SSPN1_25040.4, SSPN1_25040.5, SSPN1_25040.6, SSPN1_25040.2	SCUR1_26020.1
OG0002136	SSPN1_89440.1, SSPN1_89440.2, SSPN1_89440.3	SCUR1_91710.1
OG0002137	SSPN1_75660.1, SSPN1_75660.2	SCUR1_78050.1, SCUR1_78050.3, SCUR1_78050.5, SCUR1_78050.4
OG0002137	SSPN1_75660.3, SSPN1_75660.4	SCUR1_78050.2
OG0002138	SSPN1_29960.1	SCUR1_31060.1, SCUR1_31060.2
OG0002139	SSPN1_61170.5	SCUR1_62860.1
OG0002140	SSPN1_7280.1, SSPN1_7280.2	SCUR1_7230.1, SCUR1_7230.2, SCUR1_7230.3
OG0002141	SSPN1_56820.1	SCUR1_58730.4, SCUR1_58730.2, SCUR1_58730.3, SCUR1_58730.1
OG0002142	SSPN1_82710.1, SSPN1_82710.2	SCUR1_100320.2, SCUR1_100320.1, SCUR1_84790.1
OG0002143	SSPN1_44360.1	SCUR1_99990.1, SCUR1_98690.1, SCUR1_98690.2, SCUR1_45950.1
OG0002144	SSPN1_25300.1	SCUR1_26330.1, SCUR1_26330.2
OG0002145	SSPN1_29450.1, SSPN1_29450.2	SCUR1_30480.2, SCUR1_30480.4, SCUR1_30480.1, SCUR1_30480.3
