Orthogroup	schistosoma_spindale	fasciola_hepatica
OG0003468	SSPN1_65990.1	FhHiC23_g8277.t1
OG0003469	SSPN1_48890.1, SSPN1_48890.2	FhHiC23_g201.t1
OG0003470	SSPN1_50470.1	FhHiC23_g785.t1
OG0003471	SSPN1_44460.1, SSPN1_44460.2	FhHiC23_g1184.t1, FhHiC23_g1184.t2
OG0003472	SSPN1_8840.1	FhHiC23_g13198.t1
OG0003473	SSPN1_74950.1	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2
OG0003474	SSPN1_54750.1	FhHiC23_g361.t1
OG0003475	SSPN1_23520.1, SSPN1_23520.2	FhHiC23_g5061.t1, FhHiC23_g5067.t1
OG0003477	SSPN1_86760.1	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1
OG0003478	SSPN1_6160.1, SSPN1_6180.2, SSPN1_6150.1, SSPN1_6180.1	FhHiC23_g12628.t1
OG0003479	SSPN1_26890.1	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1
OG0003480	SSPN1_64920.2, SSPN1_64920.1, SSPN1_64920.3, SSPN1_64920.4	FhHiC23_g8174.t1
OG0003481	SSPN1_62590.1, SSPN1_62590.3, SSPN1_62590.2	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1
OG0003483	SSPN1_29300.1, SSPN1_29300.2, SSPN1_29300.3	FhHiC23_g6508.t1
OG0003484	SSPN1_4200.1	FhHiC23_g13210.t1
OG0003485	SSPN1_80320.1	FhHiC23_g4071.t1
OG0003486	SSPN1_40070.1	FhHiC23_g4072.t1
OG0003487	SSPN1_49900.1, SSPN1_49900.2, SSPN1_49900.3, SSPN1_49900.4	FhHiC23_g2355.t1
OG0003488	SSPN1_18940.1	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2
OG0003489	SSPN1_73930.1	FhHiC23_g3429.t1, FhHiC23_g3428.t1
OG0003490	SSPN1_8740.1, SSPN1_8740.2, SSPN1_8740.4, SSPN1_8740.3	FhHiC23_g13645.t1
OG0003491	SSPN1_36920.1	FhHiC23_g6569.t1
OG0003492	SSPN1_63220.1, SSPN1_63220.2	FhHiC23_g7320.t1
OG0003493	SSPN1_88310.1	FhHiC23_g16269.t2, FhHiC23_g16269.t1
OG0003494	SSPN1_89520.1	FhHiC23_g9930.t1, FhHiC23_g9930.t2
OG0003495	SSPN1_4030.1	FhHiC23_g13596.t1
OG0003496	SSPN1_29280.1	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1
OG0003497	SSPN1_53500.1, SSPN1_53500.2	FhHiC23_g2425.t1, FhHiC23_g2425.t2
OG0003498	SSPN1_67500.3, SSPN1_67500.4, SSPN1_67500.5, SSPN1_67500.1, SSPN1_67500.2	FhHiC23_g1737.t1
OG0003499	SSPN1_62040.1	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1
OG0003500	SSPN1_60800.1	FhHiC23_g7396.t1
OG0003501	SSPN1_74550.1, SSPN1_74550.2	FhHiC23_g3275.t2, FhHiC23_g3275.t1
OG0003502	SSPN1_84560.1, SSPN1_93330.1	FhHiC23_g16267.t1
OG0003503	SSPN1_5640.1	FhHiC23_g12713.t1, FhHiC23_g12713.t2
OG0003504	SSPN1_32010.1, SSPN1_32010.3, SSPN1_32010.2	FhHiC23_g5661.t1
OG0003505	SSPN1_49500.1, SSPN1_49500.2, SSPN1_49500.3	FhHiC23_g90.t1
OG0003506	SSPN1_490.1, SSPN1_490.2, SSPN1_490.3	FhHiC23_g12930.t1
OG0003507	SSPN1_4040.1, SSPN1_4040.2	FhHiC23_g12669.t1
OG0003508	SSPN1_59800.1	FhHiC23_g6868.t1
OG0003509	SSPN1_42560.1	FhHiC23_g14145.t1
OG0003511	SSPN1_59880.1, SSPN1_59880.2	FhHiC23_g8142.t2, FhHiC23_g8142.t1
OG0003512	SSPN1_79650.1	FhHiC23_g3834.t1
OG0003513	SSPN1_72840.1	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3
OG0003514	SSPN1_27830.1	FhHiC23_g5697.t1, FhHiC23_g5697.t2
OG0003515	SSPN1_90390.1, SSPN1_90390.2	FhHiC23_g15675.t1, FhHiC23_g15684.t1
OG0003516	SSPN1_49270.1, SSPN1_49270.2, SSPN1_49270.3, SSPN1_49270.4, SSPN1_49270.5	FhHiC23_g37.t1
OG0003517	SSPN1_91950.3, SSPN1_91950.1, SSPN1_91950.2, SSPN1_91950.4	FhHiC23_g9198.t1, FhHiC23_g9198.t2
OG0003518	SSPN1_83470.3, SSPN1_83470.4, SSPN1_83470.2, SSPN1_83470.1	FhHiC23_g16345.t1
OG0003519	SSPN1_33290.1	FhHiC23_g6817.t1
OG0003520	SSPN1_55880.1, SSPN1_55880.2, SSPN1_55880.3	FhHiC23_g8159.t1
OG0003521	SSPN1_18750.1, SSPN1_18750.2	FhHiC23_g12090.t1
OG0003522	SSPN1_77180.1, SSPN1_77180.4, SSPN1_77180.2, SSPN1_77180.3	FhHiC23_g1674.t1
OG0003523	SSPN1_52900.1, SSPN1_52900.2	FhHiC23_g1745.t1
OG0003524	SSPN1_62140.3, SSPN1_62140.1, SSPN1_62140.2	FhHiC23_g7552.t2, FhHiC23_g7552.t1
OG0003525	SSPN1_3260.1	FhHiC23_g12944.t1
OG0003526	SSPN1_28990.3, SSPN1_28990.4, SSPN1_28990.5, SSPN1_28990.2, SSPN1_28990.1	FhHiC23_g6354.t2, FhHiC23_g6354.t1
OG0003527	SSPN1_76690.1	FhHiC23_g2525.t1, FhHiC23_g2525.t2
OG0003528	SSPN1_960.1	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1
OG0003529	SSPN1_40900.1, SSPN1_40900.2	FhHiC23_g13907.t2, FhHiC23_g13907.t1
OG0003530	SSPN1_58450.1	FhHiC23_g7804.t1
OG0003531	SSPN1_19880.1	FhHiC23_g12389.t1
OG0003532	SSPN1_8160.1	FhHiC23_g13658.t2, FhHiC23_g13658.t1
OG0003533	SSPN1_46790.1	FhHiC23_g542.t1, FhHiC23_g542.t2
OG0003534	SSPN1_84250.1, SSPN1_84250.2	FhHiC23_g4392.t1, FhHiC23_g4392.t2
OG0003535	SSPN1_92730.3, SSPN1_92730.1, SSPN1_92730.2	FhHiC23_g9402.t1
OG0003536	SSPN1_63170.1	FhHiC23_g6908.t2, FhHiC23_g6908.t1
OG0003537	SSPN1_57270.1	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2
OG0003538	SSPN1_21200.1	FhHiC23_g15629.t1, FhHiC23_g291.t1, FhHiC23_g292.t1, FhHiC23_g15629.t2
OG0003539	SSPN1_74210.1	FhHiC23_g3144.t1, FhHiC23_g3145.t1
OG0003540	SSPN1_4220.1	FhHiC23_g13504.t1, FhHiC23_g13504.t2
OG0003541	SSPN1_82990.1, SSPN1_82990.2, SSPN1_82990.3	FhHiC23_g16826.t1, FhHiC23_g16826.t2
OG0003542	SSPN1_65200.1, SSPN1_65200.2, SSPN1_65200.3	FhHiC23_g8438.t1
OG0003543	SSPN1_47990.1	FhHiC23_g1923.t1, FhHiC23_g1924.t1
OG0003544	SSPN1_46980.1	FhHiC23_g486.t1
OG0003545	SSPN1_12380.1	FhHiC23_g11795.t1
OG0003547	SSPN1_7540.1	FhHiC23_g13042.t1
OG0003548	SSPN1_21750.1	FhHiC23_g15345.t1
OG0003549	SSPN1_84890.1	FhHiC23_g16347.t1
OG0003550	SSPN1_33500.1, SSPN1_33500.2	FhHiC23_g4966.t1, FhHiC23_g4967.t1
OG0003551	SSPN1_60200.1	FhHiC23_g7103.t1
OG0003552	SSPN1_55960.1, SSPN1_55960.2	FhHiC23_g7208.t1
OG0003553	SSPN1_20570.1	FhHiC23_g7376.t1
OG0003554	SSPN1_66690.1	FhHiC23_g7526.t1
OG0003577	SSPN1_43040.1	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3
OG0003578	SSPN1_91090.3, SSPN1_91090.1, SSPN1_91090.2	FhHiC23_g9390.t1
OG0003579	SSPN1_34360.1	FhHiC23_g14411.t1, FhHiC23_g14410.t1
OG0003580	SSPN1_14810.1	FhHiC23_g11768.t1
OG0003581	SSPN1_39950.1	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3
OG0003582	SSPN1_55270.1	FhHiC23_g8386.t1, FhHiC23_g8388.t1
OG0003583	SSPN1_2830.2, SSPN1_2830.1, SSPN1_2830.3	FhHiC23_g13274.t1
OG0003584	SSPN1_62560.1	FhHiC23_g7561.t1
OG0003585	SSPN1_80870.1, SSPN1_80870.2	FhHiC23_g4051.t1
OG0003586	SSPN1_43550.1	FhHiC23_g14051.t1
OG0003587	SSPN1_19580.1	FhHiC23_g11480.t2, FhHiC23_g11480.t1
OG0003588	SSPN1_14540.1	FhHiC23_g11722.t1
OG0003589	SSPN1_68420.1, SSPN1_68420.2	FhHiC23_g3204.t1, FhHiC23_g3205.t1
OG0003590	SSPN1_6130.2, SSPN1_6130.1, SSPN1_6130.3	FhHiC23_g12301.t1, FhHiC23_g12301.t2
OG0003591	SSPN1_57190.1, SSPN1_57190.2	FhHiC23_g6986.t1
OG0003592	SSPN1_70680.1	FhHiC23_g2464.t1, FhHiC23_g2464.t2
OG0003594	SSPN1_15130.1	FhHiC23_g15075.t1
OG0003595	SSPN1_81940.1	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1
OG0003596	SSPN1_51070.1, SSPN1_51070.2	FhHiC23_g523.t1, FhHiC23_g523.t2
OG0003597	SSPN1_70280.1	FhHiC23_g2322.t1
OG0003598	SSPN1_34680.1, SSPN1_34680.2	FhHiC23_g5777.t1, FhHiC23_g5777.t2
OG0003599	SSPN1_17830.3, SSPN1_17830.1, SSPN1_17830.2	FhHiC23_g10643.t1, FhHiC23_g10643.t2
OG0003600	SSPN1_5080.1, SSPN1_5080.2	FhHiC23_g12565.t1
OG0003601	SSPN1_26480.1, SSPN1_26480.2	FhHiC23_g9713.t1
OG0003602	SSPN1_59860.1	FhHiC23_g7579.t1
OG0003603	SSPN1_68330.1, SSPN1_68330.2	FhHiC23_g2283.t1
OG0003604	SSPN1_400.5, SSPN1_400.3, SSPN1_400.4, SSPN1_400.1, SSPN1_400.2	FhHiC23_g12486.t1
OG0003605	SSPN1_14250.1, SSPN1_14250.2	FhHiC23_g11683.t1, FhHiC23_g11683.t2
OG0003606	SSPN1_36690.1	FhHiC23_g5553.t1
OG0003607	SSPN1_15550.4, SSPN1_15550.1, SSPN1_15550.2, SSPN1_15550.5, SSPN1_15550.3	FhHiC23_g15477.t1, FhHiC23_g15479.t1
OG0003608	SSPN1_34740.1, SSPN1_34740.2, SSPN1_34740.3, SSPN1_34740.4	FhHiC23_g6344.t1
OG0003609	SSPN1_23590.1, SSPN1_23590.2	FhHiC23_g5772.t1
OG0003610	SSPN1_85280.1	FhHiC23_g15972.t1
OG0003611	SSPN1_52300.1, SSPN1_52300.2, SSPN1_52300.3, SSPN1_52300.4, SSPN1_52300.5	FhHiC23_g1399.t1
OG0003612	SSPN1_57290.1	FhHiC23_g7366.t1
OG0003613	SSPN1_65770.1, SSPN1_65770.2, SSPN1_65770.3, SSPN1_65770.4, SSPN1_65770.5, SSPN1_65770.6	FhHiC23_g7875.t1
OG0003614	SSPN1_57120.1, SSPN1_57120.2, SSPN1_57120.3	FhHiC23_g8173.t1
OG0003615	SSPN1_32070.1	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2
OG0003616	SSPN1_10430.1	FhHiC23_g10961.t1, FhHiC23_g10961.t2
OG0003617	SSPN1_63610.1	FhHiC23_g8528.t1
OG0003618	SSPN1_23430.3, SSPN1_23430.4, SSPN1_23430.1, SSPN1_23430.2	FhHiC23_g9752.t1
OG0003619	SSPN1_20110.1, SSPN1_20110.3	FhHiC23_g13105.t1
OG0003620	SSPN1_47350.1	FhHiC23_g3316.t1
OG0003621	SSPN1_52340.1, SSPN1_52340.2	FhHiC23_g2223.t1, FhHiC23_g2223.t2
OG0003622	SSPN1_93430.1, SSPN1_67830.1	FhHiC23_g4004.t1, FhHiC23_g2095.t1
OG0003624	SSPN1_16510.1	FhHiC23_g12955.t1
OG0003625	SSPN1_83030.1	FhHiC23_g16381.t1
OG0003626	SSPN1_81870.2, SSPN1_81870.1	FhHiC23_g3677.t1
OG0003627	SSPN1_82080.1	FhHiC23_g3675.t1
OG0003628	SSPN1_37300.1	FhHiC23_g6142.t1
OG0003629	SSPN1_7290.1	FhHiC23_g12079.t1
OG0003630	SSPN1_35090.1, SSPN1_35090.2, SSPN1_35090.3	FhHiC23_g6475.t1
OG0003631	SSPN1_75700.1	FhHiC23_g2763.t1
OG0003632	SSPN1_60150.1	FhHiC23_g8058.t1
OG0003633	SSPN1_51510.4, SSPN1_51510.3, SSPN1_51510.2, SSPN1_51510.1	FhHiC23_g1329.t1
OG0003634	SSPN1_75060.1	FhHiC23_g2686.t1, FhHiC23_g2686.t2
OG0003635	SSPN1_73660.1	FhHiC23_g1014.t1
OG0003636	SSPN1_71000.1	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4
OG0003637	SSPN1_57460.1	FhHiC23_g7042.t1
OG0003638	SSPN1_52190.1	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5
OG0003639	SSPN1_52200.1, SSPN1_52200.2	FhHiC23_g1855.t1, FhHiC23_g1855.t2
OG0003640	SSPN1_4640.1	FhHiC23_g13721.t1, FhHiC23_g13721.t2
OG0003641	SSPN1_72790.1, SSPN1_72790.2	FhHiC23_g2336.t1
OG0003642	SSPN1_54560.1, SSPN1_54560.2	FhHiC23_g1892.t1, FhHiC23_g1892.t2, FhHiC23_g1893.t1
OG0003643	SSPN1_69550.1	FhHiC23_g813.t1
OG0003644	SSPN1_15580.1, SSPN1_15580.2, SSPN1_15580.3	FhHiC23_g15197.t1, FhHiC23_g15197.t2
OG0003645	SSPN1_45540.1, SSPN1_45540.2	FhHiC23_g1805.t1, FhHiC23_g1805.t2
OG0003646	SSPN1_51710.1	FhHiC23_g2863.t1
OG0003647	SSPN1_15250.3, SSPN1_15250.4, SSPN1_15260.1, SSPN1_15250.2, SSPN1_15250.1	FhHiC23_g11109.t1
OG0003648	SSPN1_20470.1	FhHiC23_g11942.t1
OG0003649	SSPN1_32490.1, SSPN1_32490.2	FhHiC23_g5642.t1, FhHiC23_g5642.t2
OG0003650	SSPN1_15200.1, SSPN1_15200.2	FhHiC23_g15527.t1
OG0003651	SSPN1_48860.1, SSPN1_48860.2	FhHiC23_g2200.t1, FhHiC23_g2200.t2
OG0003652	SSPN1_52310.1, SSPN1_52330.1	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1
OG0003653	SSPN1_31210.1	FhHiC23_g5806.t1
OG0003654	SSPN1_58210.1, SSPN1_58200.2, SSPN1_58200.1, SSPN1_58200.3, SSPN1_58210.2	FhHiC23_g7901.t1
OG0003655	SSPN1_29030.1	FhHiC23_g4622.t1, FhHiC23_g4622.t2
OG0003656	SSPN1_68000.1	FhHiC23_g2531.t1
OG0003657	SSPN1_3450.1	FhHiC23_g13346.t2, FhHiC23_g13346.t1
OG0003658	SSPN1_69570.1	FhHiC23_g762.t1
OG0003659	SSPN1_75580.1	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2
OG0003660	SSPN1_69200.1, SSPN1_69200.2	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3
OG0003661	SSPN1_50290.1, SSPN1_50290.2	FhHiC23_g1834.t1
OG0003662	SSPN1_42500.1	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1
OG0003663	SSPN1_67360.1	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3
OG0003664	SSPN1_53520.1, SSPN1_53520.2, SSPN1_53530.1	FhHiC23_g1431.t1, FhHiC23_g1431.t2
OG0003665	SSPN1_69650.1	FhHiC23_g2840.t1
OG0003666	SSPN1_55850.3, SSPN1_55850.1, SSPN1_55850.2	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2
OG0003667	SSPN1_14210.1, SSPN1_14210.2, SSPN1_14210.3	FhHiC23_g10839.t1
OG0003668	SSPN1_52100.1, SSPN1_52100.2	FhHiC23_g1580.t1
OG0003669	SSPN1_53180.1	FhHiC23_g989.t1, FhHiC23_g995.t1
OG0003670	SSPN1_61760.1	FhHiC23_g4525.t1, FhHiC23_g4525.t2
OG0003671	SSPN1_72770.1, SSPN1_72770.2	FhHiC23_g3132.t1
OG0003672	SSPN1_90490.1	FhHiC23_g9327.t1
OG0003673	SSPN1_84790.1	FhHiC23_g16680.t1, FhHiC23_g16680.t2
OG0003674	SSPN1_36840.1	FhHiC23_g5968.t1
OG0003675	SSPN1_65310.1	FhHiC23_g4528.t1, FhHiC23_g4528.t2
OG0003676	SSPN1_90550.1	FhHiC23_g9036.t1
OG0003677	SSPN1_76630.1	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1
OG0003678	SSPN1_30150.1	FhHiC23_g5499.t1
OG0003679	SSPN1_93370.2, SSPN1_93370.1, SSPN1_43420.1, SSPN1_43420.2	FhHiC23_g14318.t1
OG0003680	SSPN1_33630.1, SSPN1_33630.2	FhHiC23_g4875.t1
OG0003681	SSPN1_84050.1	FhHiC23_g16438.t2, FhHiC23_g16438.t1
OG0003682	SSPN1_72630.1, SSPN1_72640.8, SSPN1_72640.4, SSPN1_72640.6, SSPN1_72640.2, SSPN1_72640.3, SSPN1_72640.5, SSPN1_72640.7, SSPN1_72640.1, SSPN1_72640.9	FhHiC23_g328.t1
OG0003683	SSPN1_9180.1, SSPN1_9180.2, SSPN1_9180.3	FhHiC23_g13387.t1
OG0003684	SSPN1_28680.1	FhHiC23_g5679.t1
OG0003685	SSPN1_32760.1	FhHiC23_g14159.t1
OG0003686	SSPN1_87670.1, SSPN1_87670.2	FhHiC23_g16597.t1, FhHiC23_g16597.t2
OG0003687	SSPN1_84200.1	FhHiC23_g16129.t1
OG0003688	SSPN1_79130.1	FhHiC23_g4126.t2, FhHiC23_g4126.t1
OG0003689	SSPN1_61640.1	FhHiC23_g7428.t1
OG0003690	SSPN1_53240.1	FhHiC23_g1766.t1, FhHiC23_g1768.t1
OG0003691	SSPN1_92450.1	FhHiC23_g9828.t1, FhHiC23_g9829.t1
OG0003692	SSPN1_32670.1	FhHiC23_g14022.t1
OG0003693	SSPN1_51450.1	FhHiC23_g1564.t1
OG0003694	SSPN1_23020.1	FhHiC23_g10214.t1
OG0003695	SSPN1_59810.1	FhHiC23_g7157.t1
OG0003696	SSPN1_67140.1	FhHiC23_g2315.t1, FhHiC23_g2315.t2
OG0003697	SSPN1_1460.4, SSPN1_1460.3, SSPN1_1460.2, SSPN1_1460.1, SSPN1_1470.1	FhHiC23_g12513.t1, FhHiC23_g12511.t1
OG0003698	SSPN1_38060.1	FhHiC23_g5224.t1
OG0003699	SSPN1_38460.1, SSPN1_38460.2, SSPN1_38460.3, SSPN1_38460.4	FhHiC23_g6416.t1
OG0003700	SSPN1_44740.1	FhHiC23_g182.t1, FhHiC23_g182.t2
OG0003701	SSPN1_77930.2, SSPN1_77930.1, SSPN1_77930.3	FhHiC23_g3667.t1, FhHiC23_g3667.t2
OG0003703	SSPN1_16770.1, SSPN1_16770.2	FhHiC23_g11314.t1
OG0003704	SSPN1_37470.1	FhHiC23_g6117.t1
OG0003705	SSPN1_36520.1, SSPN1_36520.2	FhHiC23_g5286.t1
OG0003706	SSPN1_87830.4, SSPN1_87830.1, SSPN1_87830.3, SSPN1_87830.2	FhHiC23_g16620.t1
OG0003707	SSPN1_4710.1, SSPN1_4700.1	FhHiC23_g13441.t1
OG0003708	SSPN1_62790.1	FhHiC23_g7630.t1, FhHiC23_g7630.t2
OG0003709	SSPN1_2130.1	FhHiC23_g13326.t1
OG0003710	SSPN1_37430.1	FhHiC23_g6588.t1
OG0003711	SSPN1_57760.1	FhHiC23_g8246.t1
OG0003712	SSPN1_10550.1	FhHiC23_g10763.t2, FhHiC23_g10763.t1
OG0003713	SSPN1_84140.1, SSPN1_84140.2, SSPN1_84140.3	FhHiC23_g15885.t1
OG0003714	SSPN1_87090.1, SSPN1_87100.1	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1
OG0003715	SSPN1_24610.1	FhHiC23_g9589.t1
OG0003716	SSPN1_89580.1	FhHiC23_g9408.t2, FhHiC23_g9408.t1
OG0003717	SSPN1_70030.1, SSPN1_70030.2	FhHiC23_g3234.t2, FhHiC23_g3234.t1
OG0003718	SSPN1_74750.1	FhHiC23_g1101.t1
OG0003719	SSPN1_48370.3, SSPN1_48370.2, SSPN1_48370.1	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2
OG0003720	SSPN1_64370.1, SSPN1_64370.2	FhHiC23_g7948.t1
OG0003721	SSPN1_88510.1, SSPN1_88510.2	FhHiC23_g16260.t1, FhHiC23_g16260.t2
OG0003723	SSPN1_89060.1, SSPN1_89060.2	FhHiC23_g9176.t1
OG0003724	SSPN1_12410.1	FhHiC23_g10624.t1
OG0003725	SSPN1_5530.1, SSPN1_5530.2, SSPN1_5530.3	FhHiC23_g13250.t1
OG0003726	SSPN1_52600.1	FhHiC23_g243.t1, FhHiC23_g78.t1
OG0003727	SSPN1_27900.1, SSPN1_27900.2	FhHiC23_g4636.t1
OG0003729	SSPN1_8860.1	FhHiC23_g12343.t1
OG0003730	SSPN1_48160.1	FhHiC23_g1132.t1
OG0003731	SSPN1_79710.2, SSPN1_79710.3, SSPN1_79710.4, SSPN1_79710.1, SSPN1_79710.5, SSPN1_79720.1	FhHiC23_g3764.t1, FhHiC23_g3764.t2
OG0003732	SSPN1_78580.1, SSPN1_78580.2, SSPN1_78580.3	FhHiC23_g3585.t1
OG0003733	SSPN1_7220.1	FhHiC23_g12062.t1
OG0003734	SSPN1_3620.1	FhHiC23_g12617.t2, FhHiC23_g12617.t1
OG0003735	SSPN1_4950.1, SSPN1_4950.2	FhHiC23_g12790.t1
OG0003736	SSPN1_66660.1	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3
OG0003737	SSPN1_1260.1	FhHiC23_g12803.t1
OG0003738	SSPN1_93190.1, SSPN1_42380.1, SSPN1_42380.2, SSPN1_42380.3	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1
OG0003739	SSPN1_48130.1, SSPN1_48130.2	FhHiC23_g1275.t1
OG0003740	SSPN1_25870.1, SSPN1_25870.2	FhHiC23_g9478.t1
OG0003741	SSPN1_51680.1	FhHiC23_g1056.t1
OG0003742	SSPN1_64840.1	FhHiC23_g8591.t2, FhHiC23_g8591.t1
OG0003743	SSPN1_65400.1	FhHiC23_g7165.t1
OG0003744	SSPN1_30260.1	FhHiC23_g5453.t1, FhHiC23_g5453.t2
OG0003745	SSPN1_29720.1	FhHiC23_g5466.t1, FhHiC23_g5466.t2
OG0003746	SSPN1_3490.1	FhHiC23_g12328.t1
OG0003747	SSPN1_23800.1	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3
OG0003748	SSPN1_3320.1, SSPN1_3320.2, SSPN1_3320.3, SSPN1_3320.4	FhHiC23_g13118.t1, FhHiC23_g13118.t2
OG0003749	SSPN1_9730.1	FhHiC23_g14989.t2, FhHiC23_g14989.t1
OG0003750	SSPN1_76600.1	FhHiC23_g2623.t1
OG0003751	SSPN1_81830.1	FhHiC23_g4282.t1
OG0003752	SSPN1_36530.1	FhHiC23_g5161.t1, FhHiC23_g5161.t2
OG0003753	SSPN1_9580.1	FhHiC23_g15036.t3, FhHiC23_g15036.t2, FhHiC23_g15036.t1
OG0003754	SSPN1_78270.1, SSPN1_78270.2	FhHiC23_g3665.t1
OG0003755	SSPN1_2300.1, SSPN1_2300.2, SSPN1_2300.3	FhHiC23_g13379.t1, FhHiC23_g13379.t2
OG0003756	SSPN1_87570.1	FhHiC23_g8645.t1
OG0003757	SSPN1_40170.1	FhHiC23_g14612.t1
OG0003758	SSPN1_38070.1	FhHiC23_g6498.t1
OG0003759	SSPN1_65680.1, SSPN1_65680.2	FhHiC23_g6830.t1
OG0003760	SSPN1_40420.1, SSPN1_40420.2	FhHiC23_g14436.t1
OG0003761	SSPN1_48210.1	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3
OG0003762	SSPN1_85240.1	FhHiC23_g16494.t1
OG0003763	SSPN1_40060.1	FhHiC23_g4925.t1
OG0003764	SSPN1_31860.1	FhHiC23_g6226.t1
OG0003765	SSPN1_16550.1, SSPN1_16550.2	FhHiC23_g10903.t1
OG0003766	SSPN1_45120.1	FhHiC23_g1029.t1
OG0003767	SSPN1_64140.1, SSPN1_64140.2	FhHiC23_g8534.t1, FhHiC23_g6973.t2
OG0003768	SSPN1_1750.1, SSPN1_1750.2	FhHiC23_g12359.t1
OG0003770	SSPN1_67810.1	FhHiC23_g3337.t1
OG0003771	SSPN1_6640.1, SSPN1_6640.2	FhHiC23_g11602.t1
OG0003772	SSPN1_46610.1	FhHiC23_g1845.t1, FhHiC23_g1845.t2
OG0003773	SSPN1_85120.1, SSPN1_85120.2	FhHiC23_g16182.t1
OG0003774	SSPN1_69450.1, SSPN1_69450.2	FhHiC23_g8891.t1
OG0003775	SSPN1_68140.1, SSPN1_68140.4, SSPN1_68140.3, SSPN1_68140.2	FhHiC23_g192.t1
OG0003776	SSPN1_7650.1	FhHiC23_g12554.t1
OG0003777	SSPN1_56190.1	FhHiC23_g6964.t1
OG0003778	SSPN1_89070.1	FhHiC23_g9314.t1
OG0003779	SSPN1_18160.1	FhHiC23_g15193.t1
OG0003780	SSPN1_58170.1	FhHiC23_g8223.t1
OG0003781	SSPN1_25240.1, SSPN1_25240.2	FhHiC23_g10291.t1
OG0003782	SSPN1_48650.1, SSPN1_48650.2	FhHiC23_g2028.t3
OG0003783	SSPN1_44500.1	FhHiC23_g212.t1, FhHiC23_g212.t2
OG0003784	SSPN1_44710.1	FhHiC23_g1125.t1
OG0003785	SSPN1_43390.1, SSPN1_43390.2, SSPN1_43390.3	FhHiC23_g14617.t1
OG0003786	SSPN1_60530.1	FhHiC23_g7714.t1, FhHiC23_g6999.t1
OG0003787	SSPN1_9970.1, SSPN1_9970.2	FhHiC23_g15288.t1, FhHiC23_g15288.t2
OG0003788	SSPN1_68640.1	FhHiC23_g833.t1, FhHiC23_g833.t2
OG0003789	SSPN1_7940.1	FhHiC23_g12543.t1
OG0003790	SSPN1_28730.1	FhHiC23_g5330.t1
OG0003791	SSPN1_44850.1	FhHiC23_g227.t1
OG0003792	SSPN1_53690.1	FhHiC23_g3509.t1, FhHiC23_g3509.t2
OG0003793	SSPN1_45060.1	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1
OG0003794	SSPN1_78380.1	FhHiC23_g4010.t1
OG0003795	SSPN1_640.1	FhHiC23_g12979.t1, FhHiC23_g12980.t1
OG0003796	SSPN1_59130.1	FhHiC23_g8618.t1
