Orthogroup	schistosoma_spindale	trichobilharzia_regenti
OG0002808	SSPN1_62120.1, SSPN1_62110.1	TREG1_91770.1
OG0002809	SSPN1_78720.1	TREG1_113630.3, TREG1_113630.1, TREG1_113630.2
OG0002810	SSPN1_36120.1	TREG1_57340.6, TREG1_57340.1, TREG1_57340.3, TREG1_57340.5, TREG1_57340.4, TREG1_57340.2
OG0002811	SSPN1_20970.1	TREG1_27450.1
OG0002812	SSPN1_82610.1, SSPN1_82610.2, SSPN1_82630.1, SSPN1_82630.3, SSPN1_82630.2	TREG1_143810.1, TREG1_1910.1
OG0002813	SSPN1_74900.1	TREG1_108670.1, TREG1_108680.1
OG0002814	SSPN1_22830.1	TREG1_60000.1, TREG1_89420.1
OG0002816	SSPN1_12390.1	TREG1_15090.1, TREG1_15090.2
OG0002817	SSPN1_33690.1, SSPN1_33690.2	TREG1_47420.1, TREG1_47420.2, TREG1_47420.4, TREG1_47420.3
OG0002818	SSPN1_72540.1	TREG1_103000.1
OG0002819	SSPN1_66090.2, SSPN1_66090.1	TREG1_98950.1, TREG1_92600.1, TREG1_92600.2, TREG1_92600.3, TREG1_92600.4, TREG1_92600.5
OG0002820	SSPN1_71920.1	TREG1_107340.3, TREG1_107340.1, TREG1_107340.2
OG0002821	SSPN1_4180.1, SSPN1_4180.2, SSPN1_4180.3	TREG1_180.1
OG0002822	SSPN1_20650.1, SSPN1_20650.2, SSPN1_20650.3, SSPN1_20650.4	TREG1_139510.1, TREG1_139520.1
OG0002823	SSPN1_15560.1, SSPN1_15560.2	TREG1_20990.1, TREG1_20960.3, TREG1_20960.5, TREG1_20960.2, TREG1_20960.1, TREG1_20960.4
OG0002824	SSPN1_1880.1	TREG1_9930.1
OG0002825	SSPN1_47140.1	TREG1_70970.1, TREG1_70970.2, TREG1_70970.3
OG0002826	SSPN1_39520.1	TREG1_57180.1
OG0002827	SSPN1_26190.1, SSPN1_26190.2, SSPN1_26190.3	TREG1_58800.1
OG0002828	SSPN1_26990.1	TREG1_37300.1, TREG1_37290.1, TREG1_37280.1, TREG1_37280.2
OG0002829	SSPN1_63510.2, SSPN1_63510.1, SSPN1_63510.3	TREG1_84020.1
OG0002830	SSPN1_22680.1	TREG1_60040.1
OG0002831	SSPN1_15040.1	TREG1_17650.1, TREG1_17650.2, TREG1_17650.3, TREG1_17650.4, TREG1_17650.5, TREG1_17650.6, TREG1_17650.7, TREG1_17650.8
OG0002832	SSPN1_78390.1	TREG1_111280.1, TREG1_111280.2, TREG1_111280.3
OG0002833	SSPN1_54830.1, SSPN1_54830.2, SSPN1_54830.3	TREG1_76760.1
OG0002834	SSPN1_3500.1, SSPN1_3500.2, SSPN1_3500.3	TREG1_4350.1
OG0002835	SSPN1_88130.3, SSPN1_88130.1, SSPN1_88130.2	TREG1_124750.1, TREG1_124750.6, TREG1_124750.3, TREG1_124750.2, TREG1_124750.4, TREG1_124750.5, TREG1_124750.7, TREG1_124750.8, TREG1_124750.9
OG0002836	SSPN1_24540.1	TREG1_35230.1
OG0002837	SSPN1_15030.1, SSPN1_15030.2	TREG1_17660.1
OG0002838	SSPN1_18350.1	TREG1_6580.1, TREG1_6580.2, TREG1_6580.3
OG0002839	SSPN1_68680.1	TREG1_103630.1, TREG1_103630.2
OG0002840	SSPN1_87890.1	TREG1_124880.1
OG0002841	SSPN1_49090.1, SSPN1_30540.1	TREG1_76610.1
OG0002842	SSPN1_68940.1	TREG1_103290.1
OG0002843	SSPN1_25090.1, SSPN1_25090.2, SSPN1_25090.3	TREG1_51570.1, TREG1_51570.2, TREG1_51570.3
OG0002844	SSPN1_57380.1, SSPN1_57380.2	TREG1_92300.1
OG0002845	SSPN1_19620.2, SSPN1_19620.1, SSPN1_19620.3	TREG1_6760.1, TREG1_6760.2
OG0002846	SSPN1_12570.1, SSPN1_12570.2	TREG1_30160.1
OG0002847	SSPN1_55820.1, SSPN1_55830.1	TREG1_79270.1, TREG1_79270.2
OG0002848	SSPN1_63000.1	TREG1_86560.1
OG0002849	SSPN1_18150.1	TREG1_17970.1, TREG1_17970.2, TREG1_17970.3, TREG1_17970.4
OG0002850	SSPN1_59770.1	TREG1_89070.1, TREG1_89070.2, TREG1_89070.4, TREG1_89070.5, TREG1_89070.7, TREG1_89070.8, TREG1_89070.3, TREG1_89070.6
OG0002851	SSPN1_86340.1	TREG1_125830.1, TREG1_125820.1
OG0002852	SSPN1_18240.1	TREG1_17850.1
OG0002853	SSPN1_70320.1, SSPN1_70320.2, SSPN1_70320.4, SSPN1_70320.3, SSPN1_70320.5	TREG1_100900.1
OG0002854	SSPN1_36350.1	TREG1_55530.6, TREG1_55530.1, TREG1_55530.2, TREG1_55530.3, TREG1_55530.4, TREG1_55530.5
OG0002855	SSPN1_13640.1	TREG1_23240.1, TREG1_23240.4, TREG1_23240.2, TREG1_23240.3
OG0002856	SSPN1_51630.1, SSPN1_51630.2	TREG1_70890.1, TREG1_73450.1
OG0002857	SSPN1_61040.1	TREG1_83540.1
OG0002858	SSPN1_20490.1	TREG1_2790.3, TREG1_2790.4
OG0002859	SSPN1_61400.1	TREG1_87060.1, TREG1_87060.2
OG0002860	SSPN1_74530.1	TREG1_100850.1
OG0002861	SSPN1_84860.1, SSPN1_84860.2	TREG1_121420.6, TREG1_121420.3, TREG1_121420.1, TREG1_121420.2, TREG1_121420.5, TREG1_121420.4
OG0002862	SSPN1_59410.3, SSPN1_59410.1, SSPN1_59410.2	TREG1_87280.1, TREG1_87280.2, TREG1_87280.3
OG0002863	SSPN1_13450.1	TREG1_10560.1
OG0002864	SSPN1_52030.1, SSPN1_52030.2	TREG1_71510.1
OG0002866	SSPN1_35130.1, SSPN1_35140.1	TREG1_43970.1, TREG1_43980.1
OG0002867	SSPN1_3720.1	TREG1_800.1, TREG1_840.1
OG0002868	SSPN1_84010.1	TREG1_120610.1
OG0002869	SSPN1_2000.1	TREG1_10150.2, TREG1_10150.3, TREG1_10150.4, TREG1_10150.5, TREG1_10150.1, TREG1_10150.6, TREG1_10150.7, TREG1_10150.8
OG0002870	SSPN1_45960.1, SSPN1_45960.2, SSPN1_45960.3	TREG1_67380.1
OG0002871	SSPN1_43560.1, SSPN1_43560.2, SSPN1_43560.3, SSPN1_43560.4	TREG1_36030.1
OG0002872	SSPN1_47980.1	TREG1_66160.1, TREG1_66160.2, TREG1_66160.6, TREG1_66160.7, TREG1_66160.4, TREG1_66160.5, TREG1_66160.3
OG0002873	SSPN1_88460.3, SSPN1_88460.1, SSPN1_88460.2	TREG1_128400.1
OG0002874	SSPN1_31360.1	TREG1_41480.1
OG0002875	SSPN1_49550.1	TREG1_71400.1
OG0002876	SSPN1_68180.5, SSPN1_68180.1, SSPN1_68180.2, SSPN1_68180.3, SSPN1_68180.4, SSPN1_68180.6	TREG1_95470.1, TREG1_95480.1
OG0002877	SSPN1_63560.1	TREG1_86940.1, TREG1_86940.2, TREG1_86940.3, TREG1_86940.4, TREG1_86940.5, TREG1_86940.6
OG0002878	SSPN1_65500.1, SSPN1_65500.2	TREG1_79750.1
OG0002879	SSPN1_10710.1	TREG1_15810.21, TREG1_15810.22, TREG1_15810.24, TREG1_15810.25, TREG1_15870.1, TREG1_15810.23, TREG1_15810.26
OG0002880	SSPN1_20900.1	TREG1_85180.1, TREG1_24810.1, TREG1_24810.2
OG0002881	SSPN1_57170.1	TREG1_81690.2, TREG1_81690.3, TREG1_81690.4, TREG1_81690.5, TREG1_81690.6, TREG1_81690.7, TREG1_81690.1
OG0002882	SSPN1_11130.1	TREG1_22770.1
OG0002882	SSPN1_11140.1	TREG1_22790.1
OG0002883	SSPN1_49460.1, SSPN1_49460.2	TREG1_19630.1, TREG1_19630.2, TREG1_19630.3, TREG1_19630.4, TREG1_70630.1, TREG1_83000.1
OG0002884	SSPN1_59560.1, SSPN1_59560.2, SSPN1_59560.4, SSPN1_59560.3	TREG1_88830.1
OG0002885	SSPN1_45250.1	TREG1_63900.1
OG0002886	SSPN1_71600.1	TREG1_102880.1
OG0002889	SSPN1_79070.1	TREG1_114190.1
OG0002890	SSPN1_26600.1, SSPN1_26600.2, SSPN1_26600.3	TREG1_38000.1, TREG1_38000.2
OG0002892	SSPN1_73540.1, SSPN1_73550.1, SSPN1_73560.1	TREG1_105580.1
OG0002893	SSPN1_8310.1	TREG1_72420.1, TREG1_144340.1, TREG1_145370.4, TREG1_145370.2, TREG1_145370.1, TREG1_145370.3, TREG1_145370.5
OG0002894	SSPN1_79060.3, SSPN1_79060.4, SSPN1_79060.1, SSPN1_79060.2	TREG1_114200.3, TREG1_114200.2, TREG1_114200.1
OG0002896	SSPN1_23680.1	TREG1_58650.1, TREG1_58650.2
OG0002897	SSPN1_24220.1	TREG1_35840.2, TREG1_35840.4, TREG1_35840.6, TREG1_35840.8, TREG1_35840.9, TREG1_35840.1, TREG1_35840.7, TREG1_35840.3, TREG1_35840.5, TREG1_35840.10
OG0002902	SSPN1_31670.1	TREG1_43820.1
OG0002903	SSPN1_68990.1	TREG1_96970.1, TREG1_96970.2, TREG1_96970.3
OG0002904	SSPN1_21130.1	TREG1_26410.3, TREG1_26410.1, TREG1_26410.2, TREG1_26410.5, TREG1_26410.6, TREG1_26410.7, TREG1_26410.8, TREG1_26410.9, TREG1_26410.4
OG0002905	SSPN1_58420.1, SSPN1_58420.2	TREG1_89410.1
OG0002906	SSPN1_27950.1	TREG1_47090.1, TREG1_47090.2
OG0002907	SSPN1_5330.1	TREG1_19040.1, TREG1_19040.2, TREG1_19040.3, TREG1_19040.4, TREG1_19040.5
OG0002908	SSPN1_66070.3, SSPN1_66070.1, SSPN1_66070.2, SSPN1_66070.4	TREG1_82890.3, TREG1_82890.1, TREG1_82890.2
OG0002909	SSPN1_78130.1, SSPN1_78130.4, SSPN1_78130.5, SSPN1_78130.6, SSPN1_78130.2, SSPN1_78130.3	TREG1_111310.1
OG0002910	SSPN1_11380.1	TREG1_27380.1
OG0002911	SSPN1_15650.1, SSPN1_15650.2	TREG1_20900.1
OG0002912	SSPN1_59790.1	TREG1_89090.1
OG0002913	SSPN1_20350.4, SSPN1_20350.5, SSPN1_20350.2, SSPN1_20350.3, SSPN1_20350.1	TREG1_12470.1
OG0002914	SSPN1_14310.1	TREG1_9380.1
OG0002915	SSPN1_74560.1, SSPN1_74560.3, SSPN1_74560.2, SSPN1_74560.4	TREG1_104630.1, TREG1_104630.2
OG0002916	SSPN1_13400.1, SSPN1_13400.2	TREG1_10510.1, TREG1_10510.2, TREG1_10510.4, TREG1_10510.3
OG0002917	SSPN1_22300.1, SSPN1_22300.2	TREG1_32230.1
OG0002918	SSPN1_78140.2, SSPN1_78140.1, SSPN1_78140.3	TREG1_111300.1, TREG1_111300.2
OG0002919	SSPN1_83070.1	TREG1_122150.1, TREG1_122160.1
OG0002920	SSPN1_41590.1, SSPN1_41600.1	TREG1_42530.1, TREG1_42530.2, TREG1_42530.3
OG0002921	SSPN1_91510.1	TREG1_132840.3, TREG1_132840.4, TREG1_132840.1, TREG1_132840.2
OG0002922	SSPN1_73620.1, SSPN1_73620.2	TREG1_106970.1
OG0002923	SSPN1_63400.1	TREG1_83890.1
OG0002924	SSPN1_16440.1, SSPN1_16440.2, SSPN1_16440.3, SSPN1_16440.4	TREG1_15350.1, TREG1_15360.1
OG0002925	SSPN1_17150.1	TREG1_25680.1
OG0002926	SSPN1_38420.1	TREG1_47530.2, TREG1_47530.4, TREG1_47530.5, TREG1_47530.6, TREG1_47530.1, TREG1_47530.3, TREG1_47530.7
OG0002927	SSPN1_20810.1	TREG1_2100.1
OG0002928	SSPN1_72160.1	TREG1_107960.2, TREG1_107960.4, TREG1_107960.3, TREG1_107960.5, TREG1_107970.1
OG0002929	SSPN1_21830.1	TREG1_29370.3, TREG1_29370.2, TREG1_29360.1, TREG1_29370.1
OG0002930	SSPN1_39290.1	TREG1_45880.1
OG0002931	SSPN1_1890.1	TREG1_9920.6, TREG1_9920.3, TREG1_9920.4, TREG1_9920.7, TREG1_9920.5, TREG1_9920.2, TREG1_9920.1
OG0002932	SSPN1_43450.1	TREG1_31900.1
OG0002933	SSPN1_30710.1	TREG1_34790.1, TREG1_34800.1, TREG1_34790.2
OG0002934	SSPN1_89660.1	TREG1_130510.1, TREG1_130510.2, TREG1_130510.3
OG0002935	SSPN1_58900.1	TREG1_82860.1, TREG1_82850.1
OG0002936	SSPN1_45170.1	TREG1_63540.1
OG0002937	SSPN1_32120.1	TREG1_41750.4, TREG1_41750.1, TREG1_41750.3, TREG1_41750.2
OG0002939	SSPN1_17690.1, SSPN1_17690.2, SSPN1_17690.3, SSPN1_17690.4	TREG1_29540.1
OG0002940	SSPN1_46500.1, SSPN1_46500.2, SSPN1_46500.3	TREG1_64810.1
OG0002941	SSPN1_53210.1, SSPN1_53220.1	TREG1_77240.1, TREG1_77250.1
OG0002942	SSPN1_75480.1	TREG1_104240.1
OG0002942	SSPN1_75470.1	TREG1_104220.1, TREG1_104230.1
OG0002943	SSPN1_75500.1	TREG1_104260.1
OG0002944	SSPN1_13320.4, SSPN1_13320.1, SSPN1_13320.2, SSPN1_13320.3	TREG1_13630.4, TREG1_13630.1, TREG1_13630.2, TREG1_13630.3
OG0002945	SSPN1_74850.1	TREG1_105990.1, TREG1_105990.4, TREG1_105990.3, TREG1_105990.2
OG0002947	SSPN1_86530.2, SSPN1_86530.1, SSPN1_86530.3	TREG1_127350.1
OG0002948	SSPN1_63680.2, SSPN1_63680.3, SSPN1_63680.1, SSPN1_63680.4, SSPN1_63680.5	TREG1_81390.1
OG0002949	SSPN1_36830.1, SSPN1_36830.2, SSPN1_36830.3	TREG1_32930.1, TREG1_53760.1
OG0002950	SSPN1_67430.1	TREG1_97980.1, TREG1_97980.2, TREG1_97980.3
OG0002951	SSPN1_33170.1, SSPN1_33170.2	TREG1_33030.1
OG0002952	SSPN1_48770.1	TREG1_75010.1, TREG1_75010.2, TREG1_75010.3, TREG1_75010.4
OG0002953	SSPN1_3190.1, SSPN1_3190.4, SSPN1_3190.2, SSPN1_3190.3	TREG1_3010.1
OG0002954	SSPN1_64220.1	TREG1_79650.4, TREG1_79650.1, TREG1_79650.2, TREG1_79650.3, TREG1_79650.5, TREG1_79650.6, TREG1_79650.7, TREG1_79650.8, TREG1_79650.9
OG0002955	SSPN1_70870.1	TREG1_106670.1
OG0002956	SSPN1_91260.1	TREG1_134370.1, TREG1_134370.2, TREG1_134370.3
OG0002957	SSPN1_67510.1	TREG1_96720.1
OG0002958	SSPN1_57980.1, SSPN1_57980.2, SSPN1_57980.3	TREG1_90850.1, TREG1_90850.2, TREG1_90850.3
OG0002959	SSPN1_83990.1, SSPN1_83990.2, SSPN1_83990.3	TREG1_119830.1, TREG1_119830.2
OG0002960	SSPN1_47110.1	TREG1_70930.1, TREG1_70930.2
OG0002961	SSPN1_11980.1	TREG1_21530.1, TREG1_21530.2, TREG1_21530.3, TREG1_21530.4
OG0002962	SSPN1_58390.1, SSPN1_58390.2, SSPN1_58390.3, SSPN1_58390.4	TREG1_89380.2, TREG1_89380.4, TREG1_89380.1, TREG1_89380.3
OG0002963	SSPN1_18420.1, SSPN1_18420.2	TREG1_15620.1
OG0002964	SSPN1_24170.1, SSPN1_24160.1	TREG1_31510.1, TREG1_31510.4, TREG1_31510.2, TREG1_31510.3
OG0002965	SSPN1_89000.6, SSPN1_89000.2, SSPN1_89000.5, SSPN1_89000.4, SSPN1_89000.3, SSPN1_89000.7, SSPN1_89000.1	TREG1_74260.1
OG0002966	SSPN1_42490.1	TREG1_34630.2, TREG1_34630.3, TREG1_34630.1, TREG1_34630.4
OG0002967	SSPN1_63110.1	TREG1_86580.1
OG0002968	SSPN1_12190.1	TREG1_21240.1, TREG1_21240.3, TREG1_21240.4, TREG1_21240.2, TREG1_21240.5
OG0002969	SSPN1_51010.1	TREG1_70240.1, TREG1_70230.1
OG0002970	SSPN1_20530.1	TREG1_18710.1, TREG1_18710.2
OG0002971	SSPN1_61160.3, SSPN1_61160.1, SSPN1_61160.2	TREG1_89130.1
OG0002972	SSPN1_62460.1	TREG1_84410.1
OG0002973	SSPN1_46930.1	TREG1_66240.1
OG0002974	SSPN1_38360.1	TREG1_47570.1, TREG1_47570.2
OG0002975	SSPN1_32700.1	TREG1_55510.1, TREG1_55510.2
OG0002976	SSPN1_60670.1	TREG1_87550.3, TREG1_87550.1, TREG1_87550.2, TREG1_87550.4, TREG1_87550.5
OG0002977	SSPN1_7930.1	TREG1_7100.1
OG0002979	SSPN1_9790.4, SSPN1_9790.5, SSPN1_9790.6, SSPN1_9790.3, SSPN1_9790.1, SSPN1_9790.2	TREG1_24230.1, TREG1_24220.1
OG0002980	SSPN1_28230.1	TREG1_46340.1, TREG1_46350.1
OG0002981	SSPN1_72360.1	TREG1_105250.1
OG0002982	SSPN1_51920.1, SSPN1_51920.2	TREG1_61920.1
OG0002983	SSPN1_23710.1	TREG1_58620.1, TREG1_58620.3, TREG1_58620.5, TREG1_58620.2, TREG1_58620.4
OG0002984	SSPN1_17360.1	TREG1_6620.1
OG0002985	SSPN1_2110.2, SSPN1_2110.1	TREG1_1430.1
OG0002986	SSPN1_20430.1	TREG1_29920.4, TREG1_29920.2, TREG1_29920.1, TREG1_29920.3
OG0002988	SSPN1_89490.1	TREG1_130770.1, TREG1_130770.2, TREG1_130770.3, TREG1_130770.4, TREG1_130770.5
OG0002989	SSPN1_47810.1	TREG1_71650.1, TREG1_71660.3, TREG1_71660.1, TREG1_71660.2, TREG1_71640.1
OG0002990	SSPN1_77780.1, SSPN1_77780.2	TREG1_139220.1, TREG1_7010.1, TREG1_111050.1, TREG1_139210.1
OG0002991	SSPN1_38870.1	TREG1_41800.1
OG0002992	SSPN1_73060.1	TREG1_98490.1, TREG1_98490.2
OG0002993	SSPN1_80890.1	TREG1_112320.1, TREG1_112330.1
OG0002994	SSPN1_12170.1, SSPN1_12170.2	TREG1_22680.1, TREG1_22690.1
OG0002995	SSPN1_87010.1	TREG1_129150.1, TREG1_129150.2, TREG1_129150.3
OG0002996	SSPN1_15720.8, SSPN1_15720.7, SSPN1_15720.2, SSPN1_15720.3, SSPN1_15720.6, SSPN1_15720.9, SSPN1_15720.1, SSPN1_15720.4, SSPN1_15720.5	TREG1_24460.1, TREG1_24460.2
OG0002997	SSPN1_36550.1	TREG1_50700.2, TREG1_50700.3, TREG1_50700.1, TREG1_50700.4
OG0002998	SSPN1_43110.1	TREG1_30690.1
OG0002999	SSPN1_63830.1	TREG1_31850.1, TREG1_85310.1
OG0003000	SSPN1_25950.1	TREG1_33470.1, TREG1_33470.2
OG0003001	SSPN1_25900.1	TREG1_33540.3, TREG1_33540.1, TREG1_33540.2, TREG1_33430.1, TREG1_33540.4
OG0003002	SSPN1_12440.1	TREG1_15010.1
OG0003003	SSPN1_90220.2, SSPN1_90220.3, SSPN1_90220.4, SSPN1_90220.1	TREG1_132550.1
OG0003004	SSPN1_72270.1	TREG1_103810.1
OG0003005	SSPN1_52210.1	TREG1_68940.2, TREG1_68940.4, TREG1_68940.1, TREG1_68940.3
OG0003006	SSPN1_82420.1	TREG1_114320.1
OG0003007	SSPN1_63080.1	TREG1_91730.1
OG0003008	SSPN1_38800.3, SSPN1_38800.1, SSPN1_38800.4, SSPN1_38800.2	TREG1_57830.2, TREG1_57830.1, TREG1_57830.3, TREG1_57830.4, TREG1_57830.5
OG0003009	SSPN1_6460.1	TREG1_6050.1, TREG1_6050.2
OG0003010	SSPN1_68030.1, SSPN1_68030.2	TREG1_95200.1
OG0003011	SSPN1_29270.1	TREG1_49010.1
OG0003012	SSPN1_62630.1, SSPN1_62630.2	TREG1_87760.5, TREG1_87760.6, TREG1_87760.3, TREG1_87760.4, TREG1_87760.1, TREG1_87760.2
OG0003013	SSPN1_75340.1	TREG1_101500.1, TREG1_101500.2, TREG1_101500.3
OG0003014	SSPN1_81120.1, SSPN1_81120.2	TREG1_63780.1, TREG1_63790.1
OG0003015	SSPN1_42000.1, SSPN1_42000.2	TREG1_57710.1
OG0003016	SSPN1_72730.1, SSPN1_72730.2, SSPN1_72730.3	TREG1_98760.1
OG0003017	SSPN1_48670.1, SSPN1_48670.2, SSPN1_48670.3, SSPN1_48670.4	TREG1_76370.1
OG0003018	SSPN1_91050.1	TREG1_132930.1, TREG1_132930.2
OG0003019	SSPN1_71770.1	TREG1_99090.1, TREG1_99090.3, TREG1_99090.4, TREG1_99090.5, TREG1_99090.2
OG0003020	SSPN1_27700.1, SSPN1_27700.2, SSPN1_27700.3	TREG1_45430.1, TREG1_45430.2
OG0003021	SSPN1_81140.1	TREG1_110640.1, TREG1_110620.1, TREG1_110650.1
OG0003022	SSPN1_23930.1, SSPN1_23930.3, SSPN1_23930.2	TREG1_54680.1
OG0003023	SSPN1_81060.1	TREG1_110770.1, TREG1_110770.2, TREG1_110780.1
OG0003024	SSPN1_74910.1, SSPN1_74910.2	TREG1_108660.1
OG0003025	SSPN1_33960.2, SSPN1_33960.1	TREG1_52890.1, TREG1_52890.2
OG0003026	SSPN1_37730.1, SSPN1_37730.2	TREG1_53110.1, TREG1_53110.2, TREG1_53110.3
OG0003027	SSPN1_14030.1	TREG1_55360.5, TREG1_55360.1, TREG1_55360.3, TREG1_55360.4, TREG1_55360.2
OG0003028	SSPN1_93280.1, SSPN1_20830.2, SSPN1_93270.1, SSPN1_20830.3, SSPN1_20830.1	TREG1_1720.1
OG0003029	SSPN1_78950.1, SSPN1_78950.2	TREG1_112920.1, TREG1_112920.2
OG0003030	SSPN1_12400.1, SSPN1_12400.2	TREG1_15070.1, TREG1_15080.1
OG0003031	SSPN1_60040.1, SSPN1_60040.2, SSPN1_60040.3, SSPN1_60040.4	TREG1_81820.2, TREG1_81820.1, TREG1_81820.3, TREG1_81820.4
OG0003032	SSPN1_56970.1, SSPN1_56970.2, SSPN1_56970.3, SSPN1_56970.4	TREG1_81500.1
OG0003033	SSPN1_45320.1	TREG1_71850.1, TREG1_71840.1
OG0003034	SSPN1_79350.1, SSPN1_79350.2, SSPN1_79350.3	TREG1_117800.1
OG0003036	SSPN1_81220.1	TREG1_110270.1
OG0003037	SSPN1_76550.1	TREG1_101240.1
OG0003038	SSPN1_50430.1, SSPN1_50430.2	TREG1_70110.1, TREG1_70220.1, TREG1_70220.2
OG0003039	SSPN1_44490.3, SSPN1_44490.2, SSPN1_44490.1	TREG1_62870.1
OG0003040	SSPN1_28970.1, SSPN1_28970.3, SSPN1_28970.4, SSPN1_28970.2, SSPN1_28970.5	TREG1_47660.1, TREG1_47660.2, TREG1_47660.3, TREG1_47650.1
OG0003041	SSPN1_38010.1	TREG1_51360.1
OG0003042	SSPN1_39580.1	TREG1_56800.1
OG0003043	SSPN1_46330.3, SSPN1_46330.1, SSPN1_46330.2	TREG1_64010.1, TREG1_63990.1
OG0003044	SSPN1_7750.1, SSPN1_7750.2	TREG1_34530.1, TREG1_7400.1
OG0003045	SSPN1_49910.1	TREG1_69760.1, TREG1_69760.2, TREG1_69760.11, TREG1_69760.13, TREG1_69760.6, TREG1_69760.10, TREG1_69760.12, TREG1_69760.14, TREG1_69760.4, TREG1_69760.5, TREG1_69760.7, TREG1_69760.8, TREG1_69760.9, TREG1_69760.3
OG0003046	SSPN1_49920.1, SSPN1_49920.2	TREG1_69750.1, TREG1_69750.2
OG0003047	SSPN1_17510.1, SSPN1_17510.2, SSPN1_17510.4, SSPN1_17510.3	TREG1_20260.3, TREG1_20260.1, TREG1_20260.2
OG0003048	SSPN1_44090.1	TREG1_61360.1, TREG1_61360.2
OG0003049	SSPN1_44100.1	TREG1_61370.1, TREG1_61370.2
OG0003050	SSPN1_75620.1	TREG1_104400.1, TREG1_104400.2
OG0003051	SSPN1_23470.2, SSPN1_23470.4, SSPN1_23470.3, SSPN1_23470.1	TREG1_60340.1
OG0003052	SSPN1_59710.1	TREG1_89000.1
OG0003053	SSPN1_25480.1	TREG1_38440.1
OG0003054	SSPN1_8720.1	TREG1_11220.3, TREG1_11220.1, TREG1_11220.2
OG0003055	SSPN1_54460.1	TREG1_75810.1
OG0003056	SSPN1_8590.2, SSPN1_8590.1, SSPN1_8590.3	TREG1_11030.1
OG0003057	SSPN1_60810.1	TREG1_87700.1, TREG1_87700.2
OG0003058	SSPN1_88540.1, SSPN1_88540.2	TREG1_128100.1, TREG1_128100.2, TREG1_128100.3, TREG1_128100.4, TREG1_128100.5
OG0003059	SSPN1_34950.1	TREG1_44240.1
OG0003060	SSPN1_50240.1, SSPN1_50230.1	TREG1_66600.1
OG0003061	SSPN1_78970.1, SSPN1_78970.2	TREG1_114010.1
OG0003062	SSPN1_86270.1	TREG1_127720.1, TREG1_127780.1
OG0003063	SSPN1_10530.1	TREG1_16730.1
OG0003064	SSPN1_7730.1, SSPN1_7740.1	TREG1_3970.1, TREG1_3970.3, TREG1_3970.2, TREG1_3970.4
OG0003065	SSPN1_20950.1	TREG1_142140.1, TREG1_27410.2, TREG1_27410.1, TREG1_27410.3
OG0003066	SSPN1_90540.1	TREG1_131470.1, TREG1_131470.2, TREG1_131470.4, TREG1_131470.6, TREG1_131470.3, TREG1_131470.5
OG0003067	SSPN1_23890.2, SSPN1_23890.1	TREG1_54630.1, TREG1_54630.5, TREG1_54630.7, TREG1_54630.3, TREG1_54630.4, TREG1_54630.2, TREG1_54630.6
OG0003068	SSPN1_73940.1	TREG1_105230.1, TREG1_105230.2
OG0003069	SSPN1_67700.4, SSPN1_67700.3, SSPN1_67700.1, SSPN1_67700.2	TREG1_95960.1
OG0003070	SSPN1_35670.3, SSPN1_35670.4, SSPN1_35670.6, SSPN1_35670.5, SSPN1_35670.7, SSPN1_35670.8, SSPN1_35670.9, SSPN1_35650.1, SSPN1_35670.1, SSPN1_35670.2	TREG1_36640.1, TREG1_36640.2
OG0003071	SSPN1_63470.1, SSPN1_63470.2	TREG1_83980.1
OG0003072	SSPN1_76530.3, SSPN1_76530.1, SSPN1_76530.2	TREG1_101260.1
OG0003073	SSPN1_65330.1	TREG1_88680.1
OG0003074	SSPN1_56840.1, SSPN1_56840.3, SSPN1_56840.2, SSPN1_56840.4	TREG1_78350.1, TREG1_78350.2, TREG1_78350.3, TREG1_78350.4, TREG1_78350.5
OG0003075	SSPN1_55710.1	TREG1_77770.1
OG0003076	SSPN1_55490.1	TREG1_77840.1
OG0003077	SSPN1_71800.1	TREG1_99050.1, TREG1_99050.2
OG0003078	SSPN1_63030.1	TREG1_86530.1
OG0003079	SSPN1_54440.1, SSPN1_54440.2, SSPN1_54440.3	TREG1_73860.1, TREG1_73860.2, TREG1_73860.3
OG0003080	SSPN1_19550.1, SSPN1_19550.2	TREG1_25540.1
OG0003081	SSPN1_15880.1, SSPN1_15880.2, SSPN1_15880.3	TREG1_25770.1, TREG1_33630.1, TREG1_33620.1
OG0003082	SSPN1_48440.1, SSPN1_48440.2	TREG1_76720.1
OG0003083	SSPN1_76320.1	TREG1_109630.1
OG0003084	SSPN1_69940.1	TREG1_105720.1, TREG1_105720.2, TREG1_105720.3, TREG1_105720.4
OG0003085	SSPN1_32300.1	TREG1_37160.1
OG0003086	SSPN1_58790.1	TREG1_82070.1, TREG1_82070.2, TREG1_82070.3
OG0003087	SSPN1_92360.3, SSPN1_92360.1, SSPN1_92360.2	TREG1_134640.1
OG0003088	SSPN1_10350.1, SSPN1_10350.2	TREG1_21680.1, TREG1_21680.2, TREG1_21680.3
OG0003089	SSPN1_11460.1, SSPN1_11460.2, SSPN1_11460.3	TREG1_16190.1, TREG1_16190.3, TREG1_16190.2
OG0003090	SSPN1_38960.2, SSPN1_38960.6, SSPN1_38960.1, SSPN1_38960.3, SSPN1_38960.5, SSPN1_38960.7, SSPN1_38960.8, SSPN1_38960.4	TREG1_41880.1, TREG1_41880.2
