Orthogroup	schistosoma_spindale	schistosoma_japonicum
OG0002510	SSPN1_55630.1	EWB00_005943
OG0002511	SSPN1_69510.1	EWB00_002704.1, EWB00_002704.2
OG0002512	SSPN1_61240.1	EWB00_000405.1, EWB00_000405.2, EWB00_000405.3, EWB00_000405.4, EWB00_000405.5, EWB00_000405.6
OG0002513	SSPN1_48900.2, SSPN1_48900.5, SSPN1_48900.4, SSPN1_48900.1, SSPN1_48900.3	EWB00_005217.2, EWB00_005217.1, EWB00_005217.3
OG0002514	SSPN1_14740.2, SSPN1_14740.1, SSPN1_14740.3	EWB00_010294.4, EWB00_010294.5, EWB00_010294.1, EWB00_010294.2, EWB00_010294.3
OG0002515	SSPN1_40570.1	EWB00_002962.1, EWB00_002962.2, EWB00_002962.3, EWB00_002962.4
OG0002516	SSPN1_73820.1	EWB00_011018.1, EWB00_011018.2, EWB00_011018.5, EWB00_011018.4, EWB00_011018.3
OG0002517	SSPN1_71640.1	EWB00_008228
OG0002518	SSPN1_41390.1, SSPN1_41390.2	EWB00_006408
OG0002519	SSPN1_55590.1	EWB00_005944
OG0002520	SSPN1_71880.1	EWB00_008235, EWB00_008237
OG0002522	SSPN1_24440.1	EWB00_000265.1, EWB00_000265.2, EWB00_000265.3
OG0002526	SSPN1_18020.1, SSPN1_18020.2, SSPN1_18020.3	EWB00_002665, EWB00_002667
OG0002527	SSPN1_40290.1	EWB00_004723
OG0002528	SSPN1_90960.2, SSPN1_90960.1, SSPN1_90960.4, SSPN1_90960.3	EWB00_000555.1, EWB00_000555.2
OG0002529	SSPN1_53450.3, SSPN1_53450.1, SSPN1_53450.2, SSPN1_53450.4	EWB00_002200.1, EWB00_002200.2, EWB00_002200.3
OG0002530	SSPN1_71940.1	EWB00_001400
OG0002531	SSPN1_26340.1, SSPN1_26340.2	EWB00_010884.3, EWB00_010884.1, EWB00_010884.2
OG0002532	SSPN1_68780.1, SSPN1_68780.2, SSPN1_68780.3	EWB00_007371
OG0002533	SSPN1_59190.1	EWB00_010494.1, EWB00_010494.2
OG0002534	SSPN1_86320.1	EWB00_001927
OG0002535	SSPN1_35410.1, SSPN1_35410.2, SSPN1_35410.4, SSPN1_35410.6, SSPN1_35410.7, SSPN1_35410.5, SSPN1_35410.3	EWB00_006843.3, EWB00_006843.1, EWB00_006843.2
OG0002537	SSPN1_79570.1	EWB00_008294
OG0002538	SSPN1_63410.1, SSPN1_63410.4, SSPN1_63410.3, SSPN1_63410.5, SSPN1_63410.2	EWB00_011325
OG0002539	SSPN1_25330.2, SSPN1_25330.1	EWB00_008035
OG0002540	SSPN1_31940.1, SSPN1_31940.2	EWB00_006209.1, EWB00_006209.2
OG0002541	SSPN1_53640.1	EWB00_003802
OG0002542	SSPN1_86610.1	EWB00_004941.1, EWB00_004941.2
OG0002543	SSPN1_27860.1, SSPN1_27860.2, SSPN1_27860.3	EWB00_000637
OG0002544	SSPN1_46120.2, SSPN1_46120.1	EWB00_010812.4, EWB00_010812.1, EWB00_010812.2, EWB00_010812.3, EWB00_010812.5, EWB00_010812.6
OG0002545	SSPN1_22870.1	EWB00_007069
OG0002546	SSPN1_10990.1	EWB00_005429.1, EWB00_005429.2, EWB00_005429.3
OG0002547	SSPN1_92340.1, SSPN1_92340.2	EWB00_009977.3, EWB00_009977.1, EWB00_009977.2
OG0002548	SSPN1_90090.1	EWB00_000788
OG0002549	SSPN1_26700.1	EWB00_003364.1, EWB00_003364.2
OG0002550	SSPN1_45340.1, SSPN1_45340.2	EWB00_003432
OG0002551	SSPN1_29980.1, SSPN1_29980.2, SSPN1_29980.3	EWB00_007456.1, EWB00_007456.2
OG0002552	SSPN1_4170.1	EWB00_004843
OG0002553	SSPN1_60170.2, SSPN1_60170.1, SSPN1_60170.3, SSPN1_60170.4	EWB00_005581.2, EWB00_005581.1
OG0002554	SSPN1_56880.1, SSPN1_56880.2, SSPN1_56880.3, SSPN1_56880.4	EWB00_005265, EWB00_005267
OG0002555	SSPN1_34970.1	EWB00_004264.1, EWB00_004264.2
OG0002556	SSPN1_13020.1	EWB00_002517.3, EWB00_002517.1, EWB00_002517.2
OG0002557	SSPN1_41150.1	EWB00_002809
OG0002558	SSPN1_3910.1	EWB00_009032
OG0002559	SSPN1_23570.1, SSPN1_23570.2	EWB00_001095
OG0002560	SSPN1_87000.1	EWB00_011401
OG0002561	SSPN1_21530.1, SSPN1_21530.4, SSPN1_21530.6, SSPN1_21530.3, SSPN1_21530.5, SSPN1_21530.2	EWB00_000210.1, EWB00_000210.4, EWB00_000210.2, EWB00_000210.3
OG0002562	SSPN1_8930.1, SSPN1_8930.2	EWB00_003061.1, EWB00_003061.2, EWB00_003061.3
OG0002563	SSPN1_62720.1, SSPN1_62720.2	EWB00_011143
OG0002564	SSPN1_74630.1	EWB00_008249.1, EWB00_008249.2
OG0002565	SSPN1_2340.1	EWB00_007210.1, EWB00_007210.2
OG0002565	SSPN1_2330.1	EWB00_007208
OG0002566	SSPN1_59540.1	EWB00_000913
OG0002567	SSPN1_35500.1	EWB00_006833
OG0002568	SSPN1_60560.1	EWB00_010405.1, EWB00_010405.2, EWB00_010405.3
OG0002569	SSPN1_58940.1	EWB00_010451.2, EWB00_010451.1, EWB00_010451.3
OG0002570	SSPN1_39160.1	EWB00_010896
OG0002571	SSPN1_30690.1, SSPN1_30690.2	EWB00_003919
OG0002572	SSPN1_57200.1, SSPN1_57200.2, SSPN1_57200.4, SSPN1_57200.3, SSPN1_57200.5	EWB00_000488, EWB00_000489.1, EWB00_000489.3, EWB00_000489.4, EWB00_000489.2
OG0002574	SSPN1_72460.1	EWB00_001181
OG0002575	SSPN1_23230.1	EWB00_001137
OG0002576	SSPN1_75710.1	EWB00_001249
OG0002577	SSPN1_52810.1	EWB00_002166.1, EWB00_002166.2
OG0002578	SSPN1_47700.1	EWB00_002993
OG0002579	SSPN1_90310.1, SSPN1_90320.2, SSPN1_90320.1	EWB00_005516.1, EWB00_005516.2
OG0002580	SSPN1_57330.1	EWB00_000511
OG0002581	SSPN1_63620.1, SSPN1_63620.2	EWB00_000227.1, EWB00_000227.2
OG0002582	SSPN1_35910.1	EWB00_008364.2, EWB00_008364.5, EWB00_008364.1, EWB00_008364.3, EWB00_008364.4
OG0002583	SSPN1_84650.1	EWB00_000727.1, EWB00_000727.2, EWB00_000727.4, EWB00_000727.5, EWB00_000727.3
OG0002584	SSPN1_31890.1	EWB00_006203.1, EWB00_006203.2
OG0002585	SSPN1_10010.1	EWB00_006422.1, EWB00_006422.3, EWB00_006422.4, EWB00_006422.2, EWB00_006421
OG0002586	SSPN1_11870.1	EWB00_001039, EWB00_001038
OG0002587	SSPN1_79770.1, SSPN1_79770.3, SSPN1_79770.2, SSPN1_79770.4, SSPN1_79770.5	EWB00_007018.1, EWB00_007018.2
OG0002588	SSPN1_63020.1	EWB00_011107.1, EWB00_011107.2
OG0002589	SSPN1_63210.1	EWB00_011349
OG0002590	SSPN1_73600.1, SSPN1_73600.2	EWB00_010994.2, EWB00_010994.3, EWB00_010994.1
OG0002591	SSPN1_75530.1	EWB00_001228
OG0002592	SSPN1_26410.1	EWB00_010875.2, EWB00_010875.1
OG0002593	SSPN1_76960.1	EWB00_010593.1, EWB00_010593.2
OG0002594	SSPN1_76940.1	EWB00_010592
OG0002595	SSPN1_46850.1, SSPN1_46850.2	EWB00_010703
OG0002596	SSPN1_73250.1, SSPN1_73250.3, SSPN1_73250.2	EWB00_010956
OG0002597	SSPN1_17570.5, SSPN1_17570.4, SSPN1_17570.2, SSPN1_17570.1, SSPN1_17570.3	EWB00_010007.1, EWB00_010007.2, EWB00_010007.3
OG0002598	SSPN1_36670.2, SSPN1_36670.7, SSPN1_36670.1, SSPN1_36670.3, SSPN1_36670.4, SSPN1_36670.6, SSPN1_36670.5	EWB00_005934.1, EWB00_005934.3, EWB00_005934.2, EWB00_005934.4
OG0002599	SSPN1_58280.3, SSPN1_58280.2, SSPN1_58280.1	EWB00_009819.1, EWB00_009819.2
OG0002600	SSPN1_45940.1, SSPN1_45940.2	EWB00_006873
OG0002601	SSPN1_16560.1	EWB00_003453.1, EWB00_003453.2, EWB00_003453.5, EWB00_003453.4, EWB00_003453.3
OG0002602	SSPN1_9550.1	EWB00_003513.1, EWB00_003513.2
OG0002603	SSPN1_60960.1, SSPN1_60960.2, SSPN1_60960.3, SSPN1_60960.4, SSPN1_60960.5, SSPN1_60960.6	EWB00_007130
OG0002604	SSPN1_2350.1	EWB00_007905
OG0002605	SSPN1_47830.2, SSPN1_47830.1, SSPN1_47830.3	EWB00_002979.1, EWB00_002979.2
OG0002606	SSPN1_82250.1	EWB00_001343.1, EWB00_001343.2
OG0002607	SSPN1_37510.3, SSPN1_37510.4, SSPN1_37510.2, SSPN1_37510.1	EWB00_002917.2, EWB00_002917.1, EWB00_002917.3
OG0002608	SSPN1_46690.1, SSPN1_46690.3, SSPN1_46690.2	EWB00_010722
OG0002609	SSPN1_3780.1, SSPN1_3780.2, SSPN1_3780.3	EWB00_009049
OG0002610	SSPN1_41220.1, SSPN1_41220.2	EWB00_002815
OG0002611	SSPN1_13850.1, SSPN1_13850.2	EWB00_007649
OG0002613	SSPN1_43940.1	EWB00_004745.1, EWB00_004745.2, EWB00_004745.3
OG0002613	SSPN1_67280.1	EWB00_001620
OG0002614	SSPN1_600.1	EWB00_010208
OG0002616	SSPN1_33700.6, SSPN1_33700.3, SSPN1_33700.5, SSPN1_33700.1, SSPN1_33700.2, SSPN1_33700.4	EWB00_001284.3, EWB00_001284.1, EWB00_001284.2
OG0002617	SSPN1_39710.2, SSPN1_39710.3, SSPN1_39710.1	EWB00_007992
OG0002618	SSPN1_55420.5, SSPN1_55420.3, SSPN1_55420.1, SSPN1_55420.2, SSPN1_55420.4	EWB00_003204, EWB00_003217
OG0002619	SSPN1_64190.1, SSPN1_64190.2, SSPN1_64190.3, SSPN1_61460.1	EWB00_007958.1, EWB00_007958.2
OG0002620	SSPN1_29210.1	EWB00_005986.1, EWB00_005986.2, EWB00_005986.3
OG0002621	SSPN1_8280.1	EWB00_010847.2, EWB00_010847.4, EWB00_010847.1, EWB00_010847.3
OG0002622	SSPN1_54650.4, SSPN1_54650.2, SSPN1_54650.3, SSPN1_54650.1, SSPN1_54660.1, SSPN1_54660.2	EWB00_009101, EWB00_009102
OG0002623	SSPN1_19250.1, SSPN1_19250.2	EWB00_009381
OG0002624	SSPN1_14150.1	EWB00_002445.1, EWB00_002445.3, EWB00_002445.2
OG0002625	SSPN1_34870.1, SSPN1_34870.2, SSPN1_34870.3	EWB00_004278.1, EWB00_004278.2, EWB00_004278.3
OG0002626	SSPN1_55610.1	EWB00_011221.1, EWB00_011221.2
OG0002627	SSPN1_17640.1, SSPN1_17640.2, SSPN1_17640.3, SSPN1_17640.4, SSPN1_17640.5	EWB00_004587
OG0002628	SSPN1_40460.1	EWB00_009617
OG0002629	SSPN1_88010.1	EWB00_006703
OG0002630	SSPN1_8690.1	EWB00_003076
OG0002631	SSPN1_24110.2, SSPN1_24110.1, SSPN1_24110.3	EWB00_004218.1, EWB00_004218.2
OG0002632	SSPN1_81610.1, SSPN1_81610.2	EWB00_004498.1, EWB00_004498.2
OG0002633	SSPN1_31070.1, SSPN1_31070.2	EWB00_003955.1, EWB00_003955.2
OG0002634	SSPN1_23940.1, SSPN1_23940.2	EWB00_005244.1, EWB00_005244.3, EWB00_005244.2
OG0002635	SSPN1_22420.1	EWB00_001533
OG0002636	SSPN1_77190.3, SSPN1_77190.1, SSPN1_77190.2, SSPN1_77190.4	EWB00_007482, EWB00_007481
OG0002637	SSPN1_90780.1	EWB00_003023.3, EWB00_003023.4, EWB00_003023.1, EWB00_003023.2
OG0002638	SSPN1_52370.1, SSPN1_52370.2	EWB00_008118.1, EWB00_008118.2
OG0002639	SSPN1_57820.1, SSPN1_57820.2	EWB00_009856.1, EWB00_009856.2, EWB00_009856.4, EWB00_009856.3
OG0002640	SSPN1_19930.1, SSPN1_19930.2, SSPN1_19930.5, SSPN1_19930.3, SSPN1_19930.4	EWB00_009489.1, EWB00_009489.2
OG0002641	SSPN1_51800.1, SSPN1_51800.2	EWB00_005378.1, EWB00_005378.2, EWB00_005378.3
OG0002642	SSPN1_1400.1	EWB00_005643.2, EWB00_005643.3, EWB00_005643.1
OG0002643	SSPN1_4130.1, SSPN1_4130.2, SSPN1_4130.3	EWB00_004839.1, EWB00_004839.2, EWB00_004839.3
OG0002644	SSPN1_62250.1	EWB00_004022
OG0002645	SSPN1_20510.1	EWB00_000810.1, EWB00_000810.2
OG0002646	SSPN1_25970.2, SSPN1_25970.3, SSPN1_25970.1	EWB00_004992.1, EWB00_004992.2
OG0002647	SSPN1_85040.1	EWB00_004879.1, EWB00_004879.2
OG0002648	SSPN1_6520.1	EWB00_003690, EWB00_003823, EWB00_003824.3, EWB00_003824.4, EWB00_003824.1, EWB00_003824.2
OG0002649	SSPN1_30620.1, SSPN1_30620.2	EWB00_003910.1, EWB00_003910.2
OG0002650	SSPN1_8290.1	EWB00_001513.3, EWB00_001513.1, EWB00_001513.2
OG0002651	SSPN1_19890.1, SSPN1_19890.4, SSPN1_19890.2, SSPN1_19890.3	EWB00_009492.1, EWB00_009492.2
OG0002652	SSPN1_43600.2, SSPN1_43600.1, SSPN1_43600.3, SSPN1_43600.4, SSPN1_43610.1, SSPN1_43610.2	EWB00_009708
OG0002653	SSPN1_86800.1, SSPN1_86800.2	EWB00_011381.1, EWB00_011381.2, EWB00_011381.3, EWB00_011381.4
OG0002654	SSPN1_77950.3, SSPN1_77950.4, SSPN1_77950.1, SSPN1_77950.2	EWB00_009668.1, EWB00_009668.2
OG0002655	SSPN1_54940.1, SSPN1_54940.2	EWB00_005164.2, EWB00_005164.3, EWB00_005164.4, EWB00_005164.5, EWB00_005164.8, EWB00_005164.1, EWB00_005164.6, EWB00_005164.7
OG0002656	SSPN1_10270.1, SSPN1_10270.2, SSPN1_10270.3, SSPN1_10270.4	EWB00_006449.1, EWB00_006449.2
OG0002657	SSPN1_14650.2, SSPN1_14650.1	EWB00_003106.1, EWB00_003106.5, EWB00_003106.2, EWB00_003106.7, EWB00_003106.4, EWB00_003106.3, EWB00_003106.6
OG0002658	SSPN1_28440.1, SSPN1_28440.2	EWB00_006064, EWB00_006065
OG0002659	SSPN1_64230.1	EWB00_007954.1, EWB00_007954.2, EWB00_007954.3, EWB00_007954.4
OG0002660	SSPN1_2530.1	EWB00_004243.1, EWB00_004243.2
OG0002661	SSPN1_65570.1	EWB00_010421
OG0002662	SSPN1_80490.1	EWB00_002592.1, EWB00_002592.2
OG0002663	SSPN1_81100.1	EWB00_010170.1, EWB00_010170.2
OG0002664	SSPN1_92590.1, SSPN1_92590.2, SSPN1_92590.3	EWB00_000455.1, EWB00_000455.2
OG0002665	SSPN1_48640.1	EWB00_004435.1, EWB00_004435.2
OG0002666	SSPN1_38390.2, SSPN1_38390.5, SSPN1_38390.4, SSPN1_38390.6, SSPN1_38390.1, SSPN1_38390.3	EWB00_005919.2, EWB00_005919.1, EWB00_005919.3
OG0002667	SSPN1_26520.1	EWB00_007003.2, EWB00_007003.1, EWB00_007003.3
OG0002668	SSPN1_66710.1	EWB00_010080, EWB00_010079
OG0002669	SSPN1_87110.1, SSPN1_87110.2	EWB00_001970.1, EWB00_001970.2, EWB00_001970.3, EWB00_001968
OG0002670	SSPN1_27600.1, SSPN1_27600.2	EWB00_003288.1, EWB00_003288.2
OG0002671	SSPN1_90110.2, SSPN1_90110.1	EWB00_000790.1, EWB00_000790.2
OG0002672	SSPN1_71060.1, SSPN1_71050.1, SSPN1_71050.3, SSPN1_71050.4, SSPN1_71050.2	EWB00_010932.1, EWB00_010932.2
OG0002673	SSPN1_71170.1	EWB00_011063
OG0002674	SSPN1_26680.1	EWB00_003367
OG0002676	SSPN1_66060.1	EWB00_005593
OG0002677	SSPN1_61680.3, SSPN1_61680.1, SSPN1_61680.2	EWB00_001155
OG0002678	SSPN1_7500.1	EWB00_008596
OG0002679	SSPN1_77610.2, SSPN1_77610.1	EWB00_003500
OG0002680	SSPN1_57610.1, SSPN1_57610.2, SSPN1_57610.5, SSPN1_57610.3, SSPN1_57610.4	EWB00_005789
OG0002681	SSPN1_26270.1	EWB00_010891.3, EWB00_010891.4, EWB00_010891.2, EWB00_010891.1
OG0002683	SSPN1_90910.1, SSPN1_90900.1	EWB00_011204.1, EWB00_011204.2, EWB00_011204.3
OG0002684	SSPN1_81820.1	EWB00_008640
OG0002685	SSPN1_14760.1, SSPN1_14770.1	EWB00_010292.1, EWB00_010292.2, EWB00_010292.3, EWB00_010290.1, EWB00_010290.2
OG0002686	SSPN1_52080.1, SSPN1_52080.2	EWB00_006490
OG0002687	SSPN1_28160.1	EWB00_009122.2, EWB00_009122.4, EWB00_009122.5, EWB00_009122.1, EWB00_009122.3
OG0002689	SSPN1_24890.1	EWB00_005112
OG0002690	SSPN1_39600.1	EWB00_007980
OG0002691	SSPN1_80430.5, SSPN1_80430.1, SSPN1_80430.3, SSPN1_80430.2, SSPN1_80430.4	EWB00_010387.1, EWB00_010387.2
OG0002692	SSPN1_17840.1	EWB00_002687.1, EWB00_002687.2, EWB00_002687.3
OG0002693	SSPN1_46660.1, SSPN1_46670.1	EWB00_010725
OG0002694	SSPN1_89870.1, SSPN1_89870.2, SSPN1_89870.3, SSPN1_89870.4	EWB00_005889.1, EWB00_005889.2, EWB00_005889.3
OG0002695	SSPN1_2900.1, SSPN1_2900.2	EWB00_007571
OG0002696	SSPN1_36970.1, SSPN1_36970.2	EWB00_001756
OG0002697	SSPN1_19680.4, SSPN1_19680.3, SSPN1_19680.1, SSPN1_19680.2	EWB00_004679.1, EWB00_004679.2
OG0002698	SSPN1_2400.2, SSPN1_2400.1	EWB00_007900.1, EWB00_007900.2
OG0002699	SSPN1_5250.1, SSPN1_5250.2	EWB00_006295.1, EWB00_006295.2, EWB00_006295.3, EWB00_006295.4, EWB00_006295.5
OG0002700	SSPN1_92950.1	EWB00_001819
OG0002701	SSPN1_53150.1, SSPN1_53200.1	EWB00_011181
OG0002702	SSPN1_17290.1	EWB00_009735.1, EWB00_009735.2
OG0002703	SSPN1_53090.1, SSPN1_53090.2	EWB00_000768.1, EWB00_000768.3, EWB00_000768.2
OG0002704	SSPN1_88840.1, SSPN1_88840.2, SSPN1_54510.1, SSPN1_54510.2	EWB00_003567
OG0002705	SSPN1_54890.1	EWB00_005145
OG0002708	SSPN1_30190.1	EWB00_004625.1, EWB00_004625.2
OG0002709	SSPN1_8010.1	EWB00_008702
OG0002710	SSPN1_260.1, SSPN1_260.2, SSPN1_260.3	EWB00_008003.1, EWB00_008003.3, EWB00_008003.2
OG0002711	SSPN1_87280.1, SSPN1_87280.2, SSPN1_87280.3, SSPN1_87280.4	EWB00_000342
OG0002712	SSPN1_14730.1	EWB00_010288
OG0002713	SSPN1_46240.1, SSPN1_46240.2	EWB00_010773
OG0002714	SSPN1_74590.1	EWB00_008245.1, EWB00_008245.2, EWB00_008245.3
OG0002715	SSPN1_63600.1	EWB00_008694.3, EWB00_008694.1, EWB00_008694.2
OG0002716	SSPN1_57360.1	EWB00_006223.1, EWB00_006223.2, EWB00_006223.3
OG0002717	SSPN1_86660.1, SSPN1_86660.2	EWB00_004945
OG0002718	SSPN1_58180.1, SSPN1_58180.2, SSPN1_58180.3	EWB00_009800.1, EWB00_009800.2
OG0002719	SSPN1_5600.1, SSPN1_5600.2	EWB00_002038
OG0002720	SSPN1_5060.1, SSPN1_5060.2	EWB00_008274
OG0002721	SSPN1_91530.1, SSPN1_91530.2	EWB00_001449
OG0002722	SSPN1_21190.1	EWB00_002395.3, EWB00_002395.1, EWB00_002395.5, EWB00_002395.2, EWB00_002395.4
OG0002723	SSPN1_77890.1, SSPN1_77890.2, SSPN1_77890.3, SSPN1_77890.4	EWB00_009663
OG0002724	SSPN1_78920.1, SSPN1_78920.2	EWB00_000166.1, EWB00_000166.2, EWB00_000166.3, EWB00_000166.5, EWB00_000166.4
OG0002725	SSPN1_4260.1	EWB00_004854
OG0002726	SSPN1_29820.1	EWB00_004134
OG0002727	SSPN1_70900.1, SSPN1_70900.2	EWB00_010913
OG0002728	SSPN1_8410.1	EWB00_009095
OG0002729	SSPN1_14530.1	EWB00_003121.1, EWB00_003121.2, EWB00_007997
OG0002730	SSPN1_77700.1, SSPN1_77720.1, SSPN1_77730.1	EWB00_006764.1, EWB00_006764.2
OG0002731	SSPN1_44780.3, SSPN1_44780.1, SSPN1_44780.2	EWB00_004036
OG0002732	SSPN1_57670.1	EWB00_005796.1, EWB00_005796.2, EWB00_005796.3
OG0002733	SSPN1_23460.1, SSPN1_23460.2	EWB00_007002.1, EWB00_007002.2
OG0002734	SSPN1_41000.1, SSPN1_41000.2	EWB00_002791.1, EWB00_002791.2, EWB00_002791.3
OG0002736	SSPN1_23420.1	EWB00_006998
OG0002737	SSPN1_34330.1, SSPN1_34330.4, SSPN1_34330.3, SSPN1_34330.2	EWB00_004335.1, EWB00_004335.2
OG0002739	SSPN1_17350.1	EWB00_009729
OG0002740	SSPN1_31390.3, SSPN1_31390.1, SSPN1_31390.2, SSPN1_31390.4	EWB00_006149
OG0002741	SSPN1_13310.1, SSPN1_13310.2, SSPN1_13310.3	EWB00_006519
OG0002742	SSPN1_68670.1, SSPN1_68670.2	EWB00_001594
OG0002743	SSPN1_40610.2, SSPN1_40610.1	EWB00_008303.1, EWB00_008303.2
OG0002744	SSPN1_55810.1	EWB00_005558.1, EWB00_005558.2
OG0002745	SSPN1_88770.11, SSPN1_88770.12, SSPN1_88770.13, SSPN1_88770.14, SSPN1_88770.15, SSPN1_88810.1	EWB00_000372
OG0002746	SSPN1_52460.1, SSPN1_52460.2	EWB00_008127.1, EWB00_008127.2
OG0002747	SSPN1_24710.1, SSPN1_24720.1, SSPN1_24730.1, SSPN1_24740.1, SSPN1_24750.1	EWB00_002870.3, EWB00_002870.1, EWB00_002870.2, EWB00_002872.1, EWB00_002872.2, EWB00_002872.3, EWB00_002872.4, EWB00_002872.5, EWB00_002872.6, EWB00_002872.7, EWB00_006981.1, EWB00_006981.3, EWB00_006981.4, EWB00_006981.5, EWB00_006981.2
OG0002748	SSPN1_35640.1, SSPN1_35640.6, SSPN1_35640.4, SSPN1_35640.3, SSPN1_35640.5, SSPN1_35640.2	EWB00_001471.1, EWB00_001471.2, EWB00_001471.3
OG0002749	SSPN1_46160.1, SSPN1_46170.1, SSPN1_46180.1	EWB00_010813.1, EWB00_010813.2
OG0002750	SSPN1_45520.1, SSPN1_45530.1	EWB00_000216
OG0002751	SSPN1_31110.1	EWB00_009260.1, EWB00_009260.2
OG0002752	SSPN1_67530.1, SSPN1_67530.2	EWB00_009942
OG0002753	SSPN1_81970.1	EWB00_009007
OG0002754	SSPN1_14960.1	EWB00_004118.1, EWB00_004118.2
OG0002755	SSPN1_3790.1, SSPN1_3790.2, SSPN1_3790.3	EWB00_009047.2, EWB00_009047.3, EWB00_009047.4
OG0002756	SSPN1_56080.4, SSPN1_56080.3, SSPN1_56080.1, SSPN1_56080.2	EWB00_003462
OG0002757	SSPN1_39020.1, SSPN1_39020.2	EWB00_008155.4, EWB00_008155.3, EWB00_008155.1, EWB00_008155.2
OG0002758	SSPN1_5310.1, SSPN1_5310.2, SSPN1_5310.3, SSPN1_5310.4	EWB00_006302
OG0002759	SSPN1_27080.1, SSPN1_27080.2	EWB00_006974.1, EWB00_006974.2, EWB00_006974.4, EWB00_006974.3
OG0002760	SSPN1_3460.1, SSPN1_3460.2	EWB00_000873
OG0002761	SSPN1_6240.5, SSPN1_6220.1, SSPN1_6240.3, SSPN1_6240.1, SSPN1_6240.2, SSPN1_6240.4	EWB00_009560
OG0002762	SSPN1_92130.1	EWB00_006682
OG0002763	SSPN1_75640.1, SSPN1_75640.2	EWB00_001241.3, EWB00_001241.1, EWB00_001241.2
OG0002764	SSPN1_30510.3, SSPN1_30510.1, SSPN1_30510.2	EWB00_002577, EWB00_002576
OG0002766	SSPN1_70150.1	EWB00_006627
OG0002767	SSPN1_47840.1, SSPN1_47840.2, SSPN1_47840.3	EWB00_002978
OG0002768	SSPN1_2170.1, SSPN1_2170.2, SSPN1_2170.3	EWB00_007195.1, EWB00_007195.2
OG0002769	SSPN1_25150.7, SSPN1_25150.6, SSPN1_25150.8, SSPN1_25150.1, SSPN1_25150.2, SSPN1_25150.3, SSPN1_25150.4, SSPN1_25150.5	EWB00_003719
OG0002770	SSPN1_10800.1, SSPN1_10800.2	EWB00_006453
OG0002771	SSPN1_37190.1, SSPN1_37180.1	EWB00_001722.4, EWB00_001722.5, EWB00_001722.1, EWB00_001722.3, EWB00_001722.2
OG0002772	SSPN1_78250.1	EWB00_006748
OG0002773	SSPN1_14630.1	EWB00_003108.2, EWB00_003108.3, EWB00_003108.1
OG0002774	SSPN1_2670.1, SSPN1_2690.1	EWB00_007883
OG0002775	SSPN1_36850.1	EWB00_001769
OG0002776	SSPN1_71840.1, SSPN1_71840.2, SSPN1_71840.3, SSPN1_71840.4, SSPN1_71840.5	EWB00_007262.1, EWB00_007262.2, EWB00_007262.3
OG0002777	SSPN1_73260.3, SSPN1_73260.2, SSPN1_73260.1	EWB00_010957
OG0002778	SSPN1_92010.1, SSPN1_92010.3, SSPN1_92010.4, SSPN1_92010.5, SSPN1_92010.2	EWB00_004788
OG0002779	SSPN1_37590.1	EWB00_002929, EWB00_002928
OG0002780	SSPN1_45640.2, SSPN1_45640.1	EWB00_008963.1, EWB00_008963.2
OG0002781	SSPN1_25540.1	EWB00_005044
OG0002782	SSPN1_75960.1, SSPN1_75960.2, SSPN1_75970.1	EWB00_002654
OG0002783	SSPN1_52420.1	EWB00_008114
OG0002784	SSPN1_25160.1	EWB00_003721.1, EWB00_003721.2, EWB00_003721.3
OG0002785	SSPN1_68520.3, SSPN1_68520.5, SSPN1_68520.1, SSPN1_68520.2, SSPN1_68520.4	EWB00_002728
OG0002786	SSPN1_17810.1, SSPN1_17810.2	EWB00_002690
OG0002787	SSPN1_7180.1	EWB00_008673
OG0002788	SSPN1_19760.3, SSPN1_19760.4, SSPN1_19760.1, SSPN1_19760.2	EWB00_004671
OG0002789	SSPN1_11640.1, SSPN1_11640.2, SSPN1_11640.3	EWB00_001061.1, EWB00_001061.2, EWB00_001061.3
OG0002790	SSPN1_73610.1	EWB00_010995
OG0002791	SSPN1_2580.1	EWB00_007872
OG0002792	SSPN1_53810.1	EWB00_008383.1, EWB00_008383.2, EWB00_008383.3
OG0002793	SSPN1_19110.1	EWB00_004201.1, EWB00_004201.2, EWB00_004201.3, EWB00_004201.4
OG0002794	SSPN1_90210.2, SSPN1_90210.1, SSPN1_90210.3, SSPN1_90210.4	EWB00_005503.1, EWB00_005503.2
OG0002795	SSPN1_25430.1	EWB00_005051.2, EWB00_005051.4, EWB00_005051.3, EWB00_005051.1
OG0002796	SSPN1_17110.1	EWB00_007684.1, EWB00_007684.2
OG0002797	SSPN1_34550.2, SSPN1_34550.1, SSPN1_34550.3	EWB00_004313
OG0002798	SSPN1_71470.1	EWB00_010942.1, EWB00_010942.2
OG0002799	SSPN1_81050.1	EWB00_010175, EWB00_010174
OG0002800	SSPN1_76650.3, SSPN1_76650.1, SSPN1_76650.2	EWB00_002260.1, EWB00_002260.2
OG0002801	SSPN1_4790.1, SSPN1_4790.2, SSPN1_4790.3, SSPN1_4790.4	EWB00_006348
OG0002802	SSPN1_87510.1	EWB00_000333.2, EWB00_000333.3, EWB00_000333.1
OG0002803	SSPN1_25700.3, SSPN1_25700.1, SSPN1_25700.2	EWB00_005016.2, EWB00_005016.1, EWB00_005016.3
OG0002804	SSPN1_31710.1	EWB00_006188
OG0002805	SSPN1_54150.1	EWB00_007833, EWB00_007834
