Orthogroup	schistosoma_spindale	opisthorchis_viverrini
OG0003418	SSPN1_45620.1, SSPN1_45620.2	T265_03567
OG0003419	SSPN1_71040.1	T265_12633
OG0003420	SSPN1_34040.1	T265_08302
OG0003421	SSPN1_33210.1, SSPN1_33210.2, SSPN1_33210.3	T265_09192
OG0003422	SSPN1_45410.1	T265_03968
OG0003423	SSPN1_17650.1	T265_03199, T265_13186
OG0003424	SSPN1_83460.3, SSPN1_83460.1, SSPN1_83460.4, SSPN1_83460.2	T265_11767
OG0003425	SSPN1_82280.1, SSPN1_82280.2	T265_10927
OG0003426	SSPN1_65360.1	T265_05174
OG0003427	SSPN1_43130.1	T265_09674
OG0003428	SSPN1_79750.1, SSPN1_79750.2	T265_04653
OG0003429	SSPN1_74990.1	T265_05909
OG0003430	SSPN1_74190.1	T265_07448
OG0003431	SSPN1_12970.1, SSPN1_12970.2, SSPN1_12970.3	T265_14276
OG0003432	SSPN1_67870.1	T265_02200
OG0003433	SSPN1_4660.1	T265_14247
OG0003434	SSPN1_64490.1, SSPN1_64490.2	T265_13606
OG0003435	SSPN1_34010.1	T265_13575
OG0003436	SSPN1_48720.1, SSPN1_48720.2	T265_14841
OG0003437	SSPN1_69870.1, SSPN1_69870.2	T265_11777
OG0003438	SSPN1_29870.4, SSPN1_29870.1, SSPN1_29870.3, SSPN1_29870.2	T265_13978
OG0003439	SSPN1_21230.1	T265_03706
OG0003440	SSPN1_9450.1	T265_12653
OG0003441	SSPN1_25850.1	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660
OG0003442	SSPN1_69660.1	T265_10526, T265_07654
OG0003443	SSPN1_56480.1, SSPN1_56920.1, SSPN1_56930.1	T265_13942
OG0003444	SSPN1_19740.2, SSPN1_19740.1, SSPN1_19740.3	T265_14726
OG0003445	SSPN1_43370.1	T265_07143
OG0003446	SSPN1_35880.1	T265_04504
OG0003447	SSPN1_5370.2, SSPN1_5370.4, SSPN1_5370.1, SSPN1_5370.3, SSPN1_5360.1	T265_14249
OG0003448	SSPN1_67290.1	T265_10023
OG0003449	SSPN1_67300.1	T265_09851
OG0003451	SSPN1_82030.1	T265_04969
OG0003452	SSPN1_8500.1	T265_08005
OG0003453	SSPN1_42010.1	T265_04993
OG0003454	SSPN1_36740.1	T265_14193
OG0003456	SSPN1_8110.4, SSPN1_8110.3, SSPN1_8110.2, SSPN1_8110.1	T265_05545
OG0003457	SSPN1_32970.1, SSPN1_32970.2, SSPN1_32970.3	T265_09480, T265_16051
OG0003458	SSPN1_31800.1	T265_00691
OG0003459	SSPN1_70970.1, SSPN1_70970.2	T265_07450
OG0003460	SSPN1_42990.1, SSPN1_42990.2	T265_04726
OG0003461	SSPN1_81180.1, SSPN1_81180.2	T265_12975
OG0003462	SSPN1_31380.1, SSPN1_31380.3, SSPN1_31380.5, SSPN1_31380.2, SSPN1_31380.4	T265_02574
OG0003463	SSPN1_82360.1	T265_10283, T265_10285
OG0003464	SSPN1_78430.1	T265_07922
OG0003465	SSPN1_61210.1	T265_02038
OG0003467	SSPN1_74290.1, SSPN1_74300.1, SSPN1_74300.2	T265_14975, T265_09848
OG0003468	SSPN1_65990.1	T265_12594
OG0003469	SSPN1_48890.1, SSPN1_48890.2	T265_08823
OG0003470	SSPN1_50470.1	T265_11547, T265_11549
OG0003471	SSPN1_44460.1, SSPN1_44460.2	T265_11489
OG0003472	SSPN1_8840.1	T265_15369
OG0003473	SSPN1_74950.1	T265_12937
OG0003474	SSPN1_54750.1	T265_02823
OG0003475	SSPN1_23520.1, SSPN1_23520.2	T265_09374
OG0003477	SSPN1_86760.1	T265_01902
OG0003478	SSPN1_6160.1, SSPN1_6180.2, SSPN1_6150.1, SSPN1_6180.1	T265_08469
OG0003479	SSPN1_26890.1	T265_13318
OG0003480	SSPN1_64920.2, SSPN1_64920.1, SSPN1_64920.3, SSPN1_64920.4	T265_09876, T265_14913
OG0003483	SSPN1_29300.1, SSPN1_29300.2, SSPN1_29300.3	T265_13053
OG0003484	SSPN1_4200.1	T265_06650
OG0003485	SSPN1_80320.1	T265_13645, T265_13644
OG0003486	SSPN1_40070.1	T265_13646
OG0003487	SSPN1_49900.1, SSPN1_49900.2, SSPN1_49900.3, SSPN1_49900.4	T265_08087, T265_10196
OG0003488	SSPN1_18940.1	T265_09073
OG0003489	SSPN1_73930.1	T265_00323
OG0003490	SSPN1_8740.1, SSPN1_8740.2, SSPN1_8740.4, SSPN1_8740.3	T265_03113
OG0003491	SSPN1_36920.1	T265_04324
OG0003492	SSPN1_63220.1, SSPN1_63220.2	T265_02536
OG0003493	SSPN1_88310.1	T265_11233
OG0003494	SSPN1_89520.1	T265_08759
OG0003495	SSPN1_4030.1	T265_04558
OG0003496	SSPN1_29280.1	T265_02588
OG0003497	SSPN1_53500.1, SSPN1_53500.2	T265_00036
OG0003498	SSPN1_67500.3, SSPN1_67500.4, SSPN1_67500.5, SSPN1_67500.1, SSPN1_67500.2	T265_02133
OG0003499	SSPN1_62040.1	T265_13442
OG0003500	SSPN1_60800.1	T265_07015
OG0003501	SSPN1_74550.1, SSPN1_74550.2	T265_10024
OG0003502	SSPN1_84560.1, SSPN1_93330.1	T265_13592
OG0003503	SSPN1_5640.1	T265_13487
OG0003505	SSPN1_49500.1, SSPN1_49500.2, SSPN1_49500.3	T265_12248, T265_00127, T265_16214
OG0003507	SSPN1_4040.1, SSPN1_4040.2	T265_04937
OG0003508	SSPN1_59800.1	T265_02519
OG0003509	SSPN1_42560.1	T265_15081
OG0003511	SSPN1_59880.1, SSPN1_59880.2	T265_13027
OG0003512	SSPN1_79650.1	T265_11328
OG0003513	SSPN1_72840.1	T265_09089
OG0003515	SSPN1_90390.1, SSPN1_90390.2	T265_06621
OG0003516	SSPN1_49270.1, SSPN1_49270.2, SSPN1_49270.3, SSPN1_49270.4, SSPN1_49270.5	T265_10171
OG0003517	SSPN1_91950.3, SSPN1_91950.1, SSPN1_91950.2, SSPN1_91950.4	T265_06615
OG0003518	SSPN1_83470.3, SSPN1_83470.4, SSPN1_83470.2, SSPN1_83470.1	T265_08612
OG0003519	SSPN1_33290.1	T265_05628
OG0003520	SSPN1_55880.1, SSPN1_55880.2, SSPN1_55880.3	T265_01815
OG0003521	SSPN1_18750.1, SSPN1_18750.2	T265_04411
OG0003522	SSPN1_77180.1, SSPN1_77180.4, SSPN1_77180.2, SSPN1_77180.3	T265_13909
OG0003523	SSPN1_52900.1, SSPN1_52900.2	T265_01345
OG0003524	SSPN1_62140.3, SSPN1_62140.1, SSPN1_62140.2	T265_00504
OG0003525	SSPN1_3260.1	T265_01893, T265_08418
OG0003526	SSPN1_28990.3, SSPN1_28990.4, SSPN1_28990.5, SSPN1_28990.2, SSPN1_28990.1	T265_08334
OG0003527	SSPN1_76690.1	T265_11499, T265_16069
OG0003528	SSPN1_960.1	T265_11428
OG0003529	SSPN1_40900.1, SSPN1_40900.2	T265_15692, T265_15691
OG0003530	SSPN1_58450.1	T265_01532
OG0003531	SSPN1_19880.1	T265_04537
OG0003532	SSPN1_8160.1	T265_15073, T265_10184
OG0003533	SSPN1_46790.1	T265_08083
OG0003534	SSPN1_84250.1, SSPN1_84250.2	T265_14367
OG0003535	SSPN1_92730.3, SSPN1_92730.1, SSPN1_92730.2	T265_13748, T265_13749
OG0003536	SSPN1_63170.1	T265_03943
OG0003537	SSPN1_57270.1	T265_08781, T265_14670
OG0003538	SSPN1_21200.1	T265_14277
OG0003540	SSPN1_4220.1	T265_06653
OG0003541	SSPN1_82990.1, SSPN1_82990.2, SSPN1_82990.3	T265_08893
OG0003542	SSPN1_65200.1, SSPN1_65200.2, SSPN1_65200.3	T265_00656, T265_13990
OG0003543	SSPN1_47990.1	T265_08692
OG0003544	SSPN1_46980.1	T265_11978
OG0003545	SSPN1_12380.1	T265_05565
OG0003547	SSPN1_7540.1	T265_13128
OG0003548	SSPN1_21750.1	T265_15344
OG0003549	SSPN1_84890.1	T265_08011
OG0003553	SSPN1_20570.1	T265_10953
OG0003554	SSPN1_66690.1	T265_05158
OG0003555	SSPN1_73710.1, SSPN1_73710.2	T265_00079
OG0003556	SSPN1_63240.2, SSPN1_63240.1, SSPN1_63240.3, SSPN1_63240.4	T265_02539
OG0003557	SSPN1_45150.1, SSPN1_45150.5, SSPN1_45150.2, SSPN1_45150.6, SSPN1_45150.3, SSPN1_45150.4, SSPN1_45150.8, SSPN1_45150.7	T265_02901
OG0003558	SSPN1_56270.1	T265_03991
OG0003559	SSPN1_78900.2, SSPN1_78900.3, SSPN1_78900.4, SSPN1_78900.1	T265_13234
OG0003560	SSPN1_61370.1	T265_14817
OG0003577	SSPN1_43040.1	T265_04132
OG0003580	SSPN1_14810.1	T265_10604
OG0003581	SSPN1_39950.1	T265_10913, T265_14331
OG0003582	SSPN1_55270.1	T265_06314, T265_12092, T265_15431
OG0003583	SSPN1_2830.2, SSPN1_2830.1, SSPN1_2830.3	T265_14147
OG0003584	SSPN1_62560.1	T265_10564
OG0003585	SSPN1_80870.1, SSPN1_80870.2	T265_07130
OG0003586	SSPN1_43550.1	T265_05888
OG0003587	SSPN1_19580.1	T265_00983, T265_06561
OG0003588	SSPN1_14540.1	T265_14600
OG0003590	SSPN1_6130.2, SSPN1_6130.1, SSPN1_6130.3	T265_02486
OG0003591	SSPN1_57190.1, SSPN1_57190.2	T265_01108
OG0003594	SSPN1_15130.1	T265_15427
OG0003595	SSPN1_81940.1	T265_07915
OG0003596	SSPN1_51070.1, SSPN1_51070.2	T265_00838
OG0003597	SSPN1_70280.1	T265_14097
OG0003598	SSPN1_34680.1, SSPN1_34680.2	T265_14336
OG0003599	SSPN1_17830.3, SSPN1_17830.1, SSPN1_17830.2	T265_14959
OG0003600	SSPN1_5080.1, SSPN1_5080.2	T265_05129
OG0003601	SSPN1_26480.1, SSPN1_26480.2	T265_07052
OG0003602	SSPN1_59860.1	T265_02041
OG0003603	SSPN1_68330.1, SSPN1_68330.2	T265_05734
OG0003605	SSPN1_14250.1, SSPN1_14250.2	T265_11576
OG0003606	SSPN1_36690.1	T265_10609
OG0003607	SSPN1_15550.4, SSPN1_15550.1, SSPN1_15550.2, SSPN1_15550.5, SSPN1_15550.3	T265_13798
OG0003608	SSPN1_34740.1, SSPN1_34740.2, SSPN1_34740.3, SSPN1_34740.4	T265_00734
OG0003609	SSPN1_23590.1, SSPN1_23590.2	T265_07040
OG0003610	SSPN1_85280.1	T265_05958
OG0003611	SSPN1_52300.1, SSPN1_52300.2, SSPN1_52300.3, SSPN1_52300.4, SSPN1_52300.5	T265_08091
OG0003612	SSPN1_57290.1	T265_13022, T265_02498
OG0003613	SSPN1_65770.1, SSPN1_65770.2, SSPN1_65770.3, SSPN1_65770.4, SSPN1_65770.5, SSPN1_65770.6	T265_04789
OG0003615	SSPN1_32070.1	T265_04147
OG0003616	SSPN1_10430.1	T265_03030
OG0003617	SSPN1_63610.1	T265_03178
OG0003618	SSPN1_23430.3, SSPN1_23430.4, SSPN1_23430.1, SSPN1_23430.2	T265_03758
OG0003619	SSPN1_20110.1, SSPN1_20110.3	T265_01591, T265_07717
OG0003620	SSPN1_47350.1	T265_13102
OG0003621	SSPN1_52340.1, SSPN1_52340.2	T265_01334
OG0003622	SSPN1_93430.1, SSPN1_67830.1	T265_02194
OG0003624	SSPN1_16510.1	T265_09870
OG0003625	SSPN1_83030.1	T265_09174
OG0003626	SSPN1_81870.2, SSPN1_81870.1	T265_14517
OG0003627	SSPN1_82080.1	T265_08254
OG0003629	SSPN1_7290.1	T265_01597
OG0003630	SSPN1_35090.1, SSPN1_35090.2, SSPN1_35090.3	T265_00552
OG0003631	SSPN1_75700.1	T265_05474
OG0003632	SSPN1_60150.1	T265_01555
OG0003633	SSPN1_51510.4, SSPN1_51510.3, SSPN1_51510.2, SSPN1_51510.1	T265_00479
OG0003634	SSPN1_75060.1	T265_13087
OG0003635	SSPN1_73660.1	T265_15443, T265_02172, T265_03007, T265_06156
OG0003636	SSPN1_71000.1	T265_14928
OG0003637	SSPN1_57460.1	T265_15655
OG0003638	SSPN1_52190.1	T265_05106
OG0003639	SSPN1_52200.1, SSPN1_52200.2	T265_05104, T265_16000
OG0003640	SSPN1_4640.1	T265_01012
OG0003641	SSPN1_72790.1, SSPN1_72790.2	T265_02862
OG0003642	SSPN1_54560.1, SSPN1_54560.2	T265_12743, T265_01199
OG0003643	SSPN1_69550.1	T265_00281
OG0003645	SSPN1_45540.1, SSPN1_45540.2	T265_00160, T265_00162
OG0003646	SSPN1_51710.1	T265_03853
OG0003647	SSPN1_15250.3, SSPN1_15250.4, SSPN1_15260.1, SSPN1_15250.2, SSPN1_15250.1	T265_11848, T265_15568
OG0003648	SSPN1_20470.1	T265_10268
OG0003649	SSPN1_32490.1, SSPN1_32490.2	T265_00575
OG0003650	SSPN1_15200.1, SSPN1_15200.2	T265_15117
OG0003651	SSPN1_48860.1, SSPN1_48860.2	T265_13683
OG0003652	SSPN1_52310.1, SSPN1_52330.1	T265_00794, T265_12637
OG0003653	SSPN1_31210.1	T265_02615
OG0003654	SSPN1_58210.1, SSPN1_58200.2, SSPN1_58200.1, SSPN1_58200.3, SSPN1_58210.2	T265_08494
OG0003655	SSPN1_29030.1	T265_05208
OG0003656	SSPN1_68000.1	T265_03290
OG0003657	SSPN1_3450.1	T265_11037
OG0003658	SSPN1_69570.1	T265_07445
OG0003659	SSPN1_75580.1	T265_02794
OG0003660	SSPN1_69200.1, SSPN1_69200.2	T265_00788, T265_02325
OG0003661	SSPN1_50290.1, SSPN1_50290.2	T265_00438
OG0003662	SSPN1_42500.1	T265_11677
OG0003663	SSPN1_67360.1	T265_15278
OG0003665	SSPN1_69650.1	T265_12643, T265_12644
OG0003666	SSPN1_55850.3, SSPN1_55850.1, SSPN1_55850.2	T265_08460, T265_13632
OG0003668	SSPN1_52100.1, SSPN1_52100.2	T265_03603
OG0003669	SSPN1_53180.1	T265_00288
OG0003670	SSPN1_61760.1	T265_08934
OG0003671	SSPN1_72770.1, SSPN1_72770.2	T265_01972
OG0003672	SSPN1_90490.1	T265_14717
OG0003674	SSPN1_36840.1	T265_13658, T265_04998
OG0003676	SSPN1_90550.1	T265_16358, T265_11520, T265_16124
OG0003677	SSPN1_76630.1	T265_09034
OG0003678	SSPN1_30150.1	T265_10342
OG0003679	SSPN1_93370.2, SSPN1_93370.1, SSPN1_43420.1, SSPN1_43420.2	T265_11802
OG0003680	SSPN1_33630.1, SSPN1_33630.2	T265_02876
OG0003681	SSPN1_84050.1	T265_09754
OG0003683	SSPN1_9180.1, SSPN1_9180.2, SSPN1_9180.3	T265_06872
OG0003684	SSPN1_28680.1	T265_15486
OG0003685	SSPN1_32760.1	T265_04088
OG0003686	SSPN1_87670.1, SSPN1_87670.2	T265_04768
OG0003687	SSPN1_84200.1	T265_08327
OG0003688	SSPN1_79130.1	T265_01680
OG0003689	SSPN1_61640.1	T265_15525, T265_11754
OG0003690	SSPN1_53240.1	T265_11143, T265_15936
OG0003691	SSPN1_92450.1	T265_05651
OG0003692	SSPN1_32670.1	T265_08242
OG0003693	SSPN1_51450.1	T265_08095
OG0003694	SSPN1_23020.1	T265_07501
OG0003695	SSPN1_59810.1	T265_09288
OG0003696	SSPN1_67140.1	T265_00034
OG0003697	SSPN1_1460.4, SSPN1_1460.3, SSPN1_1460.2, SSPN1_1460.1, SSPN1_1470.1	T265_06827, T265_14149
OG0003698	SSPN1_38060.1	T265_15116
OG0003699	SSPN1_38460.1, SSPN1_38460.2, SSPN1_38460.3, SSPN1_38460.4	T265_07037
OG0003700	SSPN1_44740.1	T265_10146
OG0003701	SSPN1_77930.2, SSPN1_77930.1, SSPN1_77930.3	T265_01634
OG0003703	SSPN1_16770.1, SSPN1_16770.2	T265_07221, T265_16143
OG0003704	SSPN1_37470.1	T265_06510
OG0003705	SSPN1_36520.1, SSPN1_36520.2	T265_07049
OG0003706	SSPN1_87830.4, SSPN1_87830.1, SSPN1_87830.3, SSPN1_87830.2	T265_04171
OG0003707	SSPN1_4710.1, SSPN1_4700.1	T265_15364
OG0003708	SSPN1_62790.1	T265_07688
OG0003709	SSPN1_2130.1	T265_04308, T265_04657, T265_14395
OG0003710	SSPN1_37430.1	T265_13051
OG0003711	SSPN1_57760.1	T265_05157
OG0003712	SSPN1_10550.1	T265_13695
OG0003713	SSPN1_84140.1, SSPN1_84140.2, SSPN1_84140.3	T265_07311
OG0003715	SSPN1_24610.1	T265_13324
OG0003717	SSPN1_70030.1, SSPN1_70030.2	T265_14734
OG0003718	SSPN1_74750.1	T265_13675
OG0003719	SSPN1_48370.3, SSPN1_48370.2, SSPN1_48370.1	T265_09180
OG0003720	SSPN1_64370.1, SSPN1_64370.2	T265_06792
OG0003721	SSPN1_88510.1, SSPN1_88510.2	T265_02624
OG0003723	SSPN1_89060.1, SSPN1_89060.2	T265_07088
OG0003724	SSPN1_12410.1	T265_09063
OG0003725	SSPN1_5530.1, SSPN1_5530.2, SSPN1_5530.3	T265_09685
OG0003726	SSPN1_52600.1	T265_03314
OG0003727	SSPN1_27900.1, SSPN1_27900.2	T265_10556
OG0003728	SSPN1_12870.1	T265_02271
OG0003729	SSPN1_8860.1	T265_10965
OG0003730	SSPN1_48160.1	T265_14130
OG0003731	SSPN1_79710.2, SSPN1_79710.3, SSPN1_79710.4, SSPN1_79710.1, SSPN1_79710.5, SSPN1_79720.1	T265_13642
OG0003732	SSPN1_78580.1, SSPN1_78580.2, SSPN1_78580.3	T265_13560
OG0003733	SSPN1_7220.1	T265_01595
OG0003734	SSPN1_3620.1	T265_09564
OG0003735	SSPN1_4950.1, SSPN1_4950.2	T265_06408
OG0003736	SSPN1_66660.1	T265_12784
OG0003737	SSPN1_1260.1	T265_14236, T265_15927
OG0003738	SSPN1_93190.1, SSPN1_42380.1, SSPN1_42380.2, SSPN1_42380.3	T265_05054
OG0003739	SSPN1_48130.1, SSPN1_48130.2	T265_15441
OG0003740	SSPN1_25870.1, SSPN1_25870.2	T265_12173, T265_02122, T265_16241
OG0003742	SSPN1_64840.1	T265_00182
OG0003743	SSPN1_65400.1	T265_01139
OG0003744	SSPN1_30260.1	T265_08995
OG0003745	SSPN1_29720.1	T265_08231
OG0003746	SSPN1_3490.1	T265_15392
OG0003747	SSPN1_23800.1	T265_02110
OG0003748	SSPN1_3320.1, SSPN1_3320.2, SSPN1_3320.3, SSPN1_3320.4	T265_06307
OG0003749	SSPN1_9730.1	T265_02264
OG0003750	SSPN1_76600.1	T265_03282
OG0003751	SSPN1_81830.1	T265_03402
OG0003752	SSPN1_36530.1	T265_08865
OG0003754	SSPN1_78270.1, SSPN1_78270.2	T265_07808
OG0003755	SSPN1_2300.1, SSPN1_2300.2, SSPN1_2300.3	T265_06436
OG0003756	SSPN1_87570.1	T265_08406
OG0003757	SSPN1_40170.1	T265_03497
OG0003759	SSPN1_65680.1, SSPN1_65680.2	T265_05181
OG0003760	SSPN1_40420.1, SSPN1_40420.2	T265_10848, T265_05509, T265_09336
OG0003761	SSPN1_48210.1	T265_08834
OG0003762	SSPN1_85240.1	T265_11768
OG0003763	SSPN1_40060.1	T265_02568
OG0003764	SSPN1_31860.1	T265_02610
OG0003766	SSPN1_45120.1	T265_09173
OG0003767	SSPN1_64140.1, SSPN1_64140.2	T265_00597
OG0003768	SSPN1_1750.1, SSPN1_1750.2	T265_15091
OG0003769	SSPN1_24050.1	T265_05416
OG0003770	SSPN1_67810.1	T265_03594
OG0003771	SSPN1_6640.1, SSPN1_6640.2	T265_15770, T265_15771
OG0003772	SSPN1_46610.1	T265_00071
OG0003773	SSPN1_85120.1, SSPN1_85120.2	T265_07529, T265_07530
OG0003774	SSPN1_69450.1, SSPN1_69450.2	T265_01329
OG0003775	SSPN1_68140.1, SSPN1_68140.4, SSPN1_68140.3, SSPN1_68140.2	T265_09155, T265_08355
OG0003776	SSPN1_7650.1	T265_14561
OG0003777	SSPN1_56190.1	T265_01583
OG0003778	SSPN1_89070.1	T265_07089
OG0003779	SSPN1_18160.1	T265_05531
OG0003780	SSPN1_58170.1	T265_13360
OG0003781	SSPN1_25240.1, SSPN1_25240.2	T265_04246
OG0003782	SSPN1_48650.1, SSPN1_48650.2	T265_06846
OG0003783	SSPN1_44500.1	T265_12559
OG0003784	SSPN1_44710.1	T265_00146, T265_12352, T265_15752
OG0003785	SSPN1_43390.1, SSPN1_43390.2, SSPN1_43390.3	T265_04718
OG0003786	SSPN1_60530.1	T265_01448
OG0003787	SSPN1_9970.1, SSPN1_9970.2	T265_10458, T265_11182
OG0003788	SSPN1_68640.1	T265_11551
OG0003789	SSPN1_7940.1	T265_11782
OG0003790	SSPN1_28730.1	T265_07338
OG0003791	SSPN1_44850.1	T265_13215
OG0003792	SSPN1_53690.1	T265_07300
OG0003794	SSPN1_78380.1	T265_07116
OG0003795	SSPN1_640.1	T265_08168
OG0003796	SSPN1_59130.1	T265_11530, T265_11441, T265_11529
OG0003798	SSPN1_15530.1, SSPN1_15530.2	T265_09175
OG0003799	SSPN1_78730.1	T265_02377
OG0003800	SSPN1_22580.1	T265_05983
OG0003801	SSPN1_51420.1	T265_08096
OG0003802	SSPN1_75450.1, SSPN1_75450.2	T265_03294
OG0003803	SSPN1_20410.1	T265_09049
OG0003805	SSPN1_410.1	T265_00258
OG0003806	SSPN1_7790.2, SSPN1_7790.1, SSPN1_7790.3	T265_00275
OG0003807	SSPN1_33950.1, SSPN1_33950.2	T265_15782
OG0003809	SSPN1_68060.1	T265_02345
OG0003813	SSPN1_55060.1	T265_04194, T265_15376
OG0003814	SSPN1_79170.1, SSPN1_79170.6, SSPN1_79170.4, SSPN1_79170.3, SSPN1_79170.7, SSPN1_79170.2, SSPN1_79170.5, SSPN1_79170.8, SSPN1_79170.9	T265_06383
OG0003827	SSPN1_28890.1, SSPN1_28890.2	T265_13331
OG0003828	SSPN1_33390.1	T265_02993, T265_03636, T265_02995, T265_03637
OG0003829	SSPN1_7170.1	T265_10436
OG0003830	SSPN1_19210.1	T265_09055
OG0003831	SSPN1_92050.1	T265_11014, T265_11015
OG0003832	SSPN1_92020.1	T265_10860
OG0003834	SSPN1_2940.1, SSPN1_2940.2	T265_05544
OG0003835	SSPN1_14840.1, SSPN1_14860.1	T265_11735
OG0003836	SSPN1_28870.1, SSPN1_28870.2, SSPN1_28870.3, SSPN1_28870.4	T265_08888
OG0003837	SSPN1_30750.1	T265_06035, T265_09723
OG0003838	SSPN1_18560.1	T265_07776
OG0003839	SSPN1_16490.1	T265_05240
OG0003840	SSPN1_40010.1, SSPN1_40020.1	T265_14592
OG0003842	SSPN1_29190.1, SSPN1_29190.2	T265_15056, T265_08637, T265_08638
OG0003844	SSPN1_37960.1	T265_00713
OG0003845	SSPN1_88520.1	T265_02625
OG0003846	SSPN1_4500.1, SSPN1_4500.2	T265_06818
OG0003847	SSPN1_62570.1, SSPN1_62570.2	T265_10563
OG0003848	SSPN1_81850.1, SSPN1_81850.2	T265_07131
OG0003849	SSPN1_12580.1	T265_15329
OG0003850	SSPN1_28370.1, SSPN1_28390.1, SSPN1_28380.1	T265_00751
OG0003851	SSPN1_61430.1, SSPN1_61290.1	T265_05837, T265_13888
OG0003852	SSPN1_89920.1, SSPN1_89920.2	T265_14491
OG0003853	SSPN1_92750.1, SSPN1_92740.1	T265_08362
OG0003854	SSPN1_58230.1	T265_03170, T265_03168, T265_03171, T265_03169
OG0003855	SSPN1_39550.1	T265_12068
OG0003856	SSPN1_82120.1	T265_10681
OG0003857	SSPN1_32380.1	T265_05336
OG0003858	SSPN1_38430.1, SSPN1_38430.2, SSPN1_38430.3, SSPN1_38430.4	T265_07459
OG0003859	SSPN1_60890.1	T265_03929
OG0003860	SSPN1_31880.1	T265_02613
OG0003861	SSPN1_33300.1	T265_01889
OG0003863	SSPN1_22040.1	T265_05699
OG0003864	SSPN1_73090.1	T265_00327
OG0003865	SSPN1_90040.1	T265_16087
OG0003866	SSPN1_30580.1, SSPN1_30580.2, SSPN1_30580.3	T265_03366
OG0003867	SSPN1_45770.1	T265_00021
OG0003868	SSPN1_63160.1	T265_03172
OG0003869	SSPN1_40410.1	T265_12812
OG0003872	SSPN1_54580.1	T265_01200
OG0003873	SSPN1_78320.1	T265_14902
OG0003874	SSPN1_42110.1, SSPN1_42110.3, SSPN1_42110.2	T265_09712
OG0003875	SSPN1_93420.1, SSPN1_22620.1	T265_05982
OG0003876	SSPN1_31420.1, SSPN1_31420.2, SSPN1_31420.3, SSPN1_31420.5, SSPN1_31420.4	T265_06523
OG0003877	SSPN1_61910.1	T265_01126
OG0003878	SSPN1_61900.1, SSPN1_61900.2	T265_12724
OG0003879	SSPN1_77440.6, SSPN1_77540.1, SSPN1_77440.5, SSPN1_77440.4	T265_09833
OG0003881	SSPN1_63360.1, SSPN1_63360.3, SSPN1_63360.2	T265_02017
OG0003882	SSPN1_90030.1, SSPN1_90030.2, SSPN1_90030.3	T265_03801
OG0003883	SSPN1_63440.1, SSPN1_63440.4, SSPN1_63440.2, SSPN1_63440.3	T265_04185
OG0003884	SSPN1_23320.1	T265_05578
OG0003885	SSPN1_83880.1	T265_07522
OG0003886	SSPN1_32680.1	T265_14515, T265_16100, T265_16102
OG0003887	SSPN1_85180.1, SSPN1_85180.2	T265_02629, T265_13056
OG0003888	SSPN1_87240.1, SSPN1_87240.2	T265_02628
OG0003889	SSPN1_72750.1	T265_02775
OG0003890	SSPN1_10140.1	T265_13252
OG0003891	SSPN1_18590.4, SSPN1_18590.2, SSPN1_18590.3, SSPN1_18590.1, SSPN1_18590.5	T265_09065
OG0003892	SSPN1_85100.1	T265_05178
OG0003894	SSPN1_18800.1	T265_12868
OG0003895	SSPN1_50660.1	T265_03559
OG0003896	SSPN1_51140.1, SSPN1_51140.2	T265_01211
OG0003897	SSPN1_28190.1, SSPN1_28210.1	T265_10035, T265_04263
OG0003899	SSPN1_50680.1, SSPN1_50690.1, SSPN1_50690.2	T265_07211
OG0003900	SSPN1_66190.1	T265_10723
OG0003902	SSPN1_84770.1	T265_13594, T265_16150
OG0003903	SSPN1_66050.1, SSPN1_66050.2, SSPN1_66050.3	T265_09767
OG0003904	SSPN1_60290.1, SSPN1_60290.2, SSPN1_60290.6, SSPN1_60290.3, SSPN1_60290.5, SSPN1_60290.4	T265_12792
OG0003905	SSPN1_90950.1	T265_02716
OG0003906	SSPN1_8070.1	T265_15259
OG0003907	SSPN1_730.1	T265_08382
OG0003908	SSPN1_20870.1	T265_13254
OG0003909	SSPN1_34830.1	T265_14652
OG0003910	SSPN1_54240.3, SSPN1_54240.2, SSPN1_54240.4, SSPN1_54240.1	T265_14467
OG0003911	SSPN1_39700.1	T265_07148
OG0003912	SSPN1_76460.1	T265_01757
OG0003913	SSPN1_29690.1, SSPN1_29690.2	T265_15870, T265_13380, T265_13379
OG0003914	SSPN1_66940.1	T265_02342
OG0003915	SSPN1_66930.1	T265_02343
OG0003916	SSPN1_80580.1	T265_04956
OG0003917	SSPN1_16170.1	T265_00965
OG0003918	SSPN1_48190.1	T265_11784
OG0003919	SSPN1_36810.1	T265_08326
OG0003920	SSPN1_14000.1	T265_06647
OG0003921	SSPN1_67330.1	T265_10885
OG0003922	SSPN1_65010.1	T265_01385
OG0003923	SSPN1_23730.1	T265_05966
OG0003924	SSPN1_54180.1	T265_01221
OG0003925	SSPN1_50900.1	T265_13740, T265_13742
OG0003926	SSPN1_24380.1	T265_03768
OG0003927	SSPN1_66260.1, SSPN1_66260.2	T265_02043
OG0003928	SSPN1_39670.1, SSPN1_39670.2	T265_09914
OG0003929	SSPN1_44230.1	T265_05791
OG0003930	SSPN1_77330.1, SSPN1_77330.2	T265_10020
OG0003931	SSPN1_51000.1	T265_00356
OG0003932	SSPN1_15910.1	T265_06772, T265_09511
