Orthogroup	schistosoma_spindale	schistosoma_bovis
OG0003180	SSPN1_4190.1	SBOV2_4330.1
OG0003181	SSPN1_34280.1	SBOV2_31000.1
OG0003182	SSPN1_30140.2, SSPN1_30140.1, SSPN1_30140.3	SBOV2_36390.1, SBOV2_36390.2
OG0003183	SSPN1_17790.1	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5
OG0003184	SSPN1_27320.2	SBOV2_39180.1
OG0003185	SSPN1_69020.2, SSPN1_69020.3	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2
OG0003186	SSPN1_89030.1, SSPN1_28710.3, SSPN1_28710.4, SSPN1_28710.1, SSPN1_28710.2	SBOV2_37830.1, SBOV2_37870.1
OG0003187	SSPN1_71030.1, SSPN1_71030.2, SSPN1_71030.3	SBOV2_73050.1
OG0003188	SSPN1_78980.1	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3
OG0003189	SSPN1_54860.1	SBOV2_56420.1
OG0003190	SSPN1_63770.1	SBOV2_60060.1, SBOV2_60060.2
OG0003191	SSPN1_45820.1	SBOV2_46720.2, SBOV2_46720.1
OG0003192	SSPN1_58430.1	SBOV2_65970.1, SBOV2_65970.2
OG0003193	SSPN1_33730.1, SSPN1_33730.2, SSPN1_33730.3	SBOV2_30420.2, SBOV2_30420.1
OG0003194	SSPN1_67050.1, SSPN1_67050.3, SSPN1_67050.4, SSPN1_67050.2	SBOV2_69110.1
OG0003196	SSPN1_62030.1	SBOV2_61670.2, SBOV2_61670.1
OG0003197	SSPN1_91480.4, SSPN1_91480.1, SSPN1_91480.5, SSPN1_91480.7, SSPN1_91480.2, SSPN1_91480.6, SSPN1_91480.8, SSPN1_91480.3	SBOV2_94020.1
OG0003198	SSPN1_49030.1	SBOV2_54840.1
OG0003200	SSPN1_20030.1	SBOV2_10270.1
OG0003201	SSPN1_16100.1	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3
OG0003202	SSPN1_11370.1	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4
OG0003203	SSPN1_88250.1	SBOV2_90700.1
OG0003204	SSPN1_12950.1	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1
OG0003205	SSPN1_34340.1, SSPN1_34340.3, SSPN1_34340.2, SSPN1_34340.4	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4
OG0003206	SSPN1_13270.1	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1
OG0003206	SSPN1_13280.1, SSPN1_13280.2	SBOV2_17000.1
OG0003207	SSPN1_8240.3, SSPN1_8240.1, SSPN1_8240.2, SSPN1_8240.4	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5
OG0003208	SSPN1_60380.1	SBOV2_67550.1
OG0003209	SSPN1_75950.3, SSPN1_75950.4	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3
OG0003210	SSPN1_17460.1	SBOV2_12640.1, SBOV2_12640.2
OG0003211	SSPN1_72260.1	SBOV2_74170.1
OG0003212	SSPN1_5780.1, SSPN1_5780.2, SSPN1_5780.3, SSPN1_5780.4	SBOV2_5870.2, SBOV2_5870.1
OG0003213	SSPN1_37670.3, SSPN1_37670.2, SSPN1_37670.1	SBOV2_34390.1
OG0003214	SSPN1_18760.1	SBOV2_11600.1
OG0003215	SSPN1_8830.3, SSPN1_8830.1, SSPN1_8830.2	SBOV2_8790.1, SBOV2_8780.1
OG0003216	SSPN1_65070.1	SBOV2_63780.1, SBOV2_63780.2
OG0003217	SSPN1_63350.1	SBOV2_60440.1, SBOV2_60440.2
OG0003218	SSPN1_56040.3, SSPN1_56040.5, SSPN1_56040.4	SBOV2_57510.3
OG0003218	SSPN1_56040.1, SSPN1_56040.2, SSPN1_56040.6	SBOV2_57510.2, SBOV2_57510.1
OG0003221	SSPN1_31330.1, SSPN1_31330.2	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4
OG0003222	SSPN1_12450.1	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1
OG0003223	SSPN1_85570.2	SBOV2_89380.1
OG0003224	SSPN1_32710.1	SBOV2_29450.2, SBOV2_29450.1
OG0003225	SSPN1_85170.1, SSPN1_85170.2, SSPN1_85170.3, SSPN1_85170.4	SBOV2_87490.1
OG0003226	SSPN1_18660.1	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1
OG0003227	SSPN1_62600.1	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5
OG0003228	SSPN1_84490.1, SSPN1_84490.2	SBOV2_86770.1
OG0003229	SSPN1_73330.1	SBOV2_75250.1
OG0003230	SSPN1_45440.2, SSPN1_45440.1, SSPN1_45440.3, SSPN1_45440.5, SSPN1_45440.4, SSPN1_45440.6	SBOV2_46320.1, SBOV2_46320.2
OG0003231	SSPN1_10600.1	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3
OG0003232	SSPN1_19610.1, SSPN1_19610.2	SBOV2_10670.2, SBOV2_10670.1
OG0003233	SSPN1_21400.5, SSPN1_21400.2, SSPN1_21400.4, SSPN1_21400.1, SSPN1_21400.3	SBOV2_21450.1
OG0003234	SSPN1_63730.1	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2
OG0003235	SSPN1_81210.1, SSPN1_81210.2, SSPN1_81210.5, SSPN1_81210.6, SSPN1_81210.3, SSPN1_81210.4	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1
OG0003236	SSPN1_55470.1, SSPN1_55470.2	SBOV2_56800.1
OG0003237	SSPN1_24270.1	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2
OG0003238	SSPN1_59110.1	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3
OG0003239	SSPN1_78280.1	SBOV2_79860.1, SBOV2_79860.2
OG0003240	SSPN1_8020.1	SBOV2_7330.1
OG0003240	SSPN1_8020.2	SBOV2_7330.1
OG0003240	SSPN1_8020.5	SBOV2_7330.1
OG0003241	SSPN1_33450.1	SBOV2_30160.1, SBOV2_30160.2
OG0003242	SSPN1_51280.1, SSPN1_51280.2	SBOV2_52600.1, SBOV2_52600.2
OG0003243	SSPN1_8570.1	SBOV2_8540.1, SBOV2_8540.2
OG0003244	SSPN1_51670.1	SBOV2_52180.1
OG0003245	SSPN1_52170.1, SSPN1_52170.5, SSPN1_52170.2, SSPN1_52170.3, SSPN1_52170.4	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3
OG0003246	SSPN1_8630.1, SSPN1_8630.2	SBOV2_8590.1, SBOV2_8590.2
OG0003247	SSPN1_13170.1, SSPN1_13170.2	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4
OG0003248	SSPN1_80130.1, SSPN1_80130.2, SSPN1_80130.3, SSPN1_80130.4, SSPN1_80130.5	SBOV2_82380.1
OG0003249	SSPN1_65380.1, SSPN1_65380.2, SSPN1_65380.3	SBOV2_63470.2, SBOV2_63470.1
OG0003250	SSPN1_67690.1	SBOV2_69800.1, SBOV2_69800.2
OG0003251	SSPN1_83360.2, SSPN1_83360.1, SSPN1_83360.5, SSPN1_83360.3, SSPN1_83360.4	SBOV2_85640.1, SBOV2_85640.2
OG0003252	SSPN1_41010.1, SSPN1_41010.2	SBOV2_41490.1
OG0003253	SSPN1_83950.1	SBOV2_86220.1
OG0003254	SSPN1_60270.1, SSPN1_60270.2	SBOV2_63790.1
OG0003255	SSPN1_90010.1	SBOV2_92500.1
OG0003255	SSPN1_89230.1	SBOV2_91950.1
OG0003256	SSPN1_80710.1	SBOV2_83030.1
OG0003257	SSPN1_17320.1, SSPN1_17320.2, SSPN1_17320.3, SSPN1_17320.4	SBOV2_12510.1
OG0003258	SSPN1_41990.1	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2
OG0003259	SSPN1_22740.1, SSPN1_22740.2	SBOV2_23270.1, SBOV2_23270.2
OG0003260	SSPN1_80990.1, SSPN1_80990.2	SBOV2_83310.1, SBOV2_83310.2
OG0003261	SSPN1_36290.1	SBOV2_33040.1, SBOV2_33050.1
OG0003262	SSPN1_56030.1	SBOV2_57490.1, SBOV2_96820.1
OG0003263	SSPN1_4860.1, SSPN1_4870.1	SBOV2_4990.1
OG0003264	SSPN1_15180.1, SSPN1_15180.2	SBOV2_15090.1, SBOV2_15090.2
OG0003265	SSPN1_40690.1, SSPN1_40690.2	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1
OG0003266	SSPN1_68490.2, SSPN1_68490.1, SSPN1_68490.3	SBOV2_70590.1
OG0003267	SSPN1_12910.1	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3
OG0003268	SSPN1_42060.1	SBOV2_42710.1
OG0003269	SSPN1_73590.1	SBOV2_75490.1, SBOV2_75490.2
OG0003270	SSPN1_61560.1	SBOV2_62170.1
OG0003271	SSPN1_19080.1	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4
OG0003272	SSPN1_34470.1	SBOV2_31180.1
OG0003272	SSPN1_34460.1	SBOV2_31170.1
OG0003273	SSPN1_37140.1	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4
OG0003274	SSPN1_11720.1	SBOV2_18330.1
OG0003275	SSPN1_23660.3, SSPN1_23660.1	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2
OG0003276	SSPN1_62520.1	SBOV2_61250.1, SBOV2_61250.2
OG0003277	SSPN1_37420.1	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2
OG0003278	SSPN1_53730.1	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2
OG0003279	SSPN1_1740.1, SSPN1_1740.2	SBOV2_1840.1
OG0003280	SSPN1_75070.1	SBOV2_77020.1
OG0003281	SSPN1_90890.1	SBOV2_93420.1
OG0003282	SSPN1_51110.1, SSPN1_51110.2	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4
OG0003283	SSPN1_91130.2, SSPN1_91130.3, SSPN1_91130.1	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3
OG0003284	SSPN1_63800.1, SSPN1_63800.2, SSPN1_63800.3	SBOV2_60030.1
OG0003285	SSPN1_22270.1	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3
OG0003286	SSPN1_57900.1, SSPN1_57900.2	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2
OG0003287	SSPN1_21510.1	SBOV2_9240.1
OG0003288	SSPN1_93450.1, SSPN1_93450.2, SSPN1_65660.4, SSPN1_65660.1, SSPN1_65660.2, SSPN1_65660.3	SBOV2_67990.1
OG0003289	SSPN1_17770.1	SBOV2_12930.1
OG0003290	SSPN1_20130.1	SBOV2_10130.2, SBOV2_10130.1, SBOV2_10130.4, SBOV2_10130.3
OG0003291	SSPN1_13500.1, SSPN1_13500.4, SSPN1_13500.2, SSPN1_13500.3	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3
OG0003292	SSPN1_82170.1	SBOV2_84410.1
OG0003293	SSPN1_26120.1	SBOV2_40370.1, SBOV2_40370.2
OG0003294	SSPN1_37400.2, SSPN1_37400.1, SSPN1_37400.3	SBOV2_34080.1
OG0003296	SSPN1_52470.1, SSPN1_52470.2	SBOV2_51360.1, SBOV2_51360.2
OG0003297	SSPN1_10490.1	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3
OG0003298	SSPN1_44720.1	SBOV2_45500.1, SBOV2_45520.1
OG0003299	SSPN1_74270.1	SBOV2_76180.1, SBOV2_76180.2
OG0003300	SSPN1_18040.1, SSPN1_18040.2	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2
OG0003301	SSPN1_42660.4, SSPN1_42660.1, SSPN1_42660.2, SSPN1_42660.3	SBOV2_43110.1
OG0003302	SSPN1_8140.1	SBOV2_7230.1
OG0003303	SSPN1_52570.1	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3
OG0003304	SSPN1_7080.1	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1
OG0003305	SSPN1_71090.1, SSPN1_71090.2	SBOV2_73100.1
OG0003306	SSPN1_54340.1	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2
OG0003307	SSPN1_25100.2, SSPN1_25100.4, SSPN1_25100.5, SSPN1_25100.1, SSPN1_25100.3	SBOV2_41400.1
OG0003309	SSPN1_1200.1, SSPN1_1200.2, SSPN1_1200.6, SSPN1_1200.3, SSPN1_1200.4, SSPN1_1200.5	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5
OG0003311	SSPN1_86260.1	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2
OG0003313	SSPN1_52860.1	SBOV2_50950.1
OG0003314	SSPN1_26290.1, SSPN1_26290.2, SSPN1_26290.3, SSPN1_26290.4, SSPN1_26290.5, SSPN1_26290.6	SBOV2_40190.1, SBOV2_40190.2
OG0003315	SSPN1_38650.1	SBOV2_35440.1
OG0003315	SSPN1_38660.1	SBOV2_35440.1
OG0003315	SSPN1_38650.1	SBOV2_35440.2
OG0003315	SSPN1_38660.1	SBOV2_35440.2
OG0003319	SSPN1_30590.1	SBOV2_27430.1
OG0003319	SSPN1_30600.1	SBOV2_27420.2, SBOV2_27420.1
OG0003320	SSPN1_54470.3, SSPN1_54470.6, SSPN1_54470.7, SSPN1_54470.1, SSPN1_54470.4, SSPN1_54470.5, SSPN1_54470.2	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5
OG0003321	SSPN1_28860.1, SSPN1_28860.2	SBOV2_37690.1
OG0003322	SSPN1_13910.1	SBOV2_16300.1, SBOV2_16290.1
OG0003323	SSPN1_22440.1, SSPN1_22440.2	SBOV2_22700.3, SBOV2_22700.4, SBOV2_22700.1, SBOV2_22700.2
OG0003326	SSPN1_58030.1	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4
OG0003327	SSPN1_74080.1	SBOV2_75960.1
OG0003328	SSPN1_71580.1	SBOV2_73520.1, SBOV2_73520.2
OG0003329	SSPN1_90990.3, SSPN1_90990.1, SSPN1_90990.2, SSPN1_90990.4	SBOV2_93520.1
OG0003330	SSPN1_49950.1, SSPN1_49950.4, SSPN1_49950.2, SSPN1_49950.3	SBOV2_53870.1
OG0003331	SSPN1_20690.1, SSPN1_20690.2	SBOV2_9560.1, SBOV2_9560.2
OG0003332	SSPN1_38810.1, SSPN1_38810.2	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3
OG0003333	SSPN1_6470.1	SBOV2_6440.1, SBOV2_6450.1
OG0003334	SSPN1_27310.1	SBOV2_39190.1
OG0003335	SSPN1_65240.2	SBOV2_63610.2, SBOV2_63610.3
OG0003335	SSPN1_65240.1, SSPN1_65240.3	SBOV2_63610.1, SBOV2_63610.4
OG0003336	SSPN1_62380.1	SBOV2_61370.1
OG0003337	SSPN1_73500.1	SBOV2_75410.1, SBOV2_75410.2, SBOV2_75410.3, SBOV2_75410.4
OG0003338	SSPN1_13980.1	SBOV2_16270.2, SBOV2_16270.1
OG0003339	SSPN1_1020.1	SBOV2_780.2, SBOV2_780.1
OG0003340	SSPN1_31270.1	SBOV2_28080.1
OG0003341	SSPN1_57370.1	SBOV2_67120.1
OG0003342	SSPN1_18230.1	SBOV2_13430.1
OG0003343	SSPN1_49750.1	SBOV2_54070.1, SBOV2_54070.2
OG0003344	SSPN1_22490.1	SBOV2_22750.1, SBOV2_22750.2
OG0003345	SSPN1_84580.2, SSPN1_84580.3, SSPN1_84580.5, SSPN1_84580.4, SSPN1_84580.1	SBOV2_96350.4
OG0003346	SSPN1_90580.4, SSPN1_90580.1, SSPN1_90580.2, SSPN1_90580.3	SBOV2_93240.1, SBOV2_93090.2, SBOV2_93090.1
OG0003347	SSPN1_42970.1	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3
OG0003348	SSPN1_51750.1, SSPN1_51750.2	SBOV2_52060.1, SBOV2_52060.2
OG0003349	SSPN1_30760.1, SSPN1_30760.2	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5
OG0003350	SSPN1_66800.1, SSPN1_66800.2, SSPN1_66800.3	SBOV2_68840.1
OG0003351	SSPN1_70520.1, SSPN1_70530.1	SBOV2_72600.1
OG0003352	SSPN1_78290.1, SSPN1_78290.2	SBOV2_79850.1
OG0003353	SSPN1_26370.1	SBOV2_40120.1
OG0003354	SSPN1_26450.1	SBOV2_40040.1
OG0003355	SSPN1_66490.2, SSPN1_66490.1, SSPN1_66490.3, SSPN1_66490.4	SBOV2_68510.1, SBOV2_68510.2
OG0003356	SSPN1_17680.1	SBOV2_12840.1, SBOV2_12840.2, SBOV2_12840.3
OG0003357	SSPN1_41760.1	SBOV2_42350.1, SBOV2_42350.2
OG0003358	SSPN1_86110.1	SBOV2_88190.1
OG0003359	SSPN1_55920.1	SBOV2_57420.1
OG0003360	SSPN1_37860.1, SSPN1_37860.2	SBOV2_34560.1, SBOV2_34560.2, SBOV2_34560.3
OG0003361	SSPN1_12350.1	SBOV2_18950.1, SBOV2_18950.2
OG0003362	SSPN1_72600.1	SBOV2_74540.1
OG0003363	SSPN1_28850.1	SBOV2_37700.1, SBOV2_37700.2
OG0003364	SSPN1_82200.1	SBOV2_84370.1, SBOV2_84370.2
OG0003365	SSPN1_11760.1	SBOV2_18390.1
OG0003366	SSPN1_62580.1	SBOV2_61210.2, SBOV2_61210.1
OG0003367	SSPN1_46110.1	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3
OG0003368	SSPN1_33140.1	SBOV2_29830.1
OG0003369	SSPN1_59520.1	SBOV2_64640.1, SBOV2_64640.2
OG0003370	SSPN1_24810.1, SSPN1_24810.2	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3
OG0003371	SSPN1_46030.1	SBOV2_46930.1
OG0003372	SSPN1_90660.1, SSPN1_90660.2	SBOV2_93160.1
OG0003373	SSPN1_15170.1, SSPN1_15170.2	SBOV2_15100.1
OG0003374	SSPN1_91410.1	SBOV2_93920.1
OG0003375	SSPN1_67000.1, SSPN1_93290.1	SBOV2_69070.1
OG0003376	SSPN1_46380.1, SSPN1_46380.2	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3
OG0003377	SSPN1_78630.1	SBOV2_80780.1
OG0003378	SSPN1_80080.1	SBOV2_82330.2, SBOV2_82330.1
OG0003380	SSPN1_49570.1, SSPN1_49570.2	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5
OG0003381	SSPN1_53130.1	SBOV2_50610.1
OG0003382	SSPN1_67420.1	SBOV2_69530.1
OG0003383	SSPN1_6090.1, SSPN1_6090.2, SSPN1_6090.3	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4
OG0003384	SSPN1_42020.1	SBOV2_42670.2, SBOV2_42670.1
OG0003385	SSPN1_87950.1	SBOV2_90380.1
OG0003386	SSPN1_9600.1	SBOV2_21010.1
OG0003387	SSPN1_15340.1	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3
OG0003388	SSPN1_90360.1, SSPN1_90360.2	SBOV2_92840.1, SBOV2_92840.2
OG0003389	SSPN1_44940.1	SBOV2_45740.1
OG0003390	SSPN1_36250.1, SSPN1_36250.2	SBOV2_32990.1
OG0003392	SSPN1_53720.1, SSPN1_53710.1	SBOV2_49960.1, SBOV2_49960.2
OG0003393	SSPN1_38340.1, SSPN1_38340.2	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3
OG0003394	SSPN1_41100.1	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3
OG0003395	SSPN1_53800.1	SBOV2_55060.1
OG0003396	SSPN1_42430.1, SSPN1_42430.2	SBOV2_43350.1
OG0003397	SSPN1_21110.1	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3
OG0003398	SSPN1_20820.1, SSPN1_20820.2	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3
OG0003400	SSPN1_70190.1, SSPN1_70190.2	SBOV2_72270.1, SBOV2_72270.2
OG0003401	SSPN1_38020.1	SBOV2_34750.1
OG0003402	SSPN1_10260.1	SBOV2_20130.1
OG0003403	SSPN1_48700.1, SSPN1_48700.2	SBOV2_49710.1, SBOV2_49710.2, SBOV2_49710.3
OG0003404	SSPN1_72230.1	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3
OG0003405	SSPN1_46070.1, SSPN1_46070.2	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1
OG0003406	SSPN1_6990.1	SBOV2_7080.1, SBOV2_7080.2
OG0003407	SSPN1_82440.1	SBOV2_84140.1
OG0003408	SSPN1_24590.1	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3
OG0003409	SSPN1_13300.1	SBOV2_16980.1
OG0003410	SSPN1_66820.1	SBOV2_68860.1
OG0003411	SSPN1_31620.1, SSPN1_31620.2	SBOV2_28420.1
OG0003412	SSPN1_5020.2	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4
OG0003413	SSPN1_2320.1, SSPN1_2320.2, SSPN1_2320.4, SSPN1_2320.3	SBOV2_2390.1
OG0003414	SSPN1_31440.1, SSPN1_31440.2	SBOV2_28250.1, SBOV2_28250.2, SBOV2_28250.3
OG0003415	SSPN1_76680.1	SBOV2_78720.1
OG0003416	SSPN1_66620.1	SBOV2_68680.1
OG0003417	SSPN1_54290.1	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3
OG0003418	SSPN1_45620.1, SSPN1_45620.2	SBOV2_46520.1
OG0003419	SSPN1_71040.1	SBOV2_73060.1
OG0003420	SSPN1_34040.1	SBOV2_30750.1
OG0003421	SSPN1_33210.1, SSPN1_33210.2, SSPN1_33210.3	SBOV2_29900.1, SBOV2_29900.2, SBOV2_29900.3
OG0003422	SSPN1_45410.1	SBOV2_46290.1
OG0003423	SSPN1_17650.1	SBOV2_12810.1
OG0003424	SSPN1_83460.3, SSPN1_83460.1, SSPN1_83460.4, SSPN1_83460.2	SBOV2_85730.1
OG0003425	SSPN1_82280.1, SSPN1_82280.2	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3
OG0003426	SSPN1_65360.1	SBOV2_63490.1
OG0003427	SSPN1_43130.1	SBOV2_43840.1
OG0003428	SSPN1_79750.1, SSPN1_79750.2	SBOV2_81960.1
OG0003429	SSPN1_74990.1	SBOV2_76950.1
OG0003430	SSPN1_74190.1	SBOV2_76070.1, SBOV2_76070.2
OG0003431	SSPN1_12970.1, SSPN1_12970.2, SSPN1_12970.3	SBOV2_19720.1
OG0003432	SSPN1_67870.1	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3
OG0003433	SSPN1_4660.1	SBOV2_4810.1
OG0003434	SSPN1_64490.1, SSPN1_64490.2	SBOV2_59280.1, SBOV2_59290.1
OG0003435	SSPN1_34010.1	SBOV2_30720.1
OG0003436	SSPN1_48720.1, SSPN1_48720.2	SBOV2_49730.1, SBOV2_49730.2
OG0003437	SSPN1_69870.1, SSPN1_69870.2	SBOV2_71970.1
OG0003438	SSPN1_29870.4, SSPN1_29870.1, SSPN1_29870.3, SSPN1_29870.2	SBOV2_36640.1
OG0003439	SSPN1_21230.1	SBOV2_21610.1
OG0003440	SSPN1_9450.1	SBOV2_20860.1, SBOV2_20860.2
OG0003441	SSPN1_25850.1	SBOV2_40650.1
OG0003442	SSPN1_69660.1	SBOV2_71780.1, SBOV2_71780.2
OG0003443	SSPN1_56480.1	SBOV2_58430.1
OG0003443	SSPN1_56930.1	SBOV2_58420.1
OG0003444	SSPN1_19740.2, SSPN1_19740.1, SSPN1_19740.3	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1
OG0003445	SSPN1_43370.1	SBOV2_44080.1, SBOV2_44080.2
OG0003446	SSPN1_35880.1	SBOV2_32640.1, SBOV2_32640.2
OG0003447	SSPN1_5360.1	SBOV2_5420.1, SBOV2_5420.2
OG0003448	SSPN1_67290.1	SBOV2_69410.1
OG0003449	SSPN1_67300.1	SBOV2_69420.1
OG0003451	SSPN1_82030.1	SBOV2_84580.1
OG0003452	SSPN1_8500.1	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7
OG0003453	SSPN1_42010.1	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2
OG0003454	SSPN1_36740.1	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3
OG0003455	SSPN1_62410.1	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5
OG0003456	SSPN1_8110.2, SSPN1_8110.1	SBOV2_7250.1
OG0003457	SSPN1_32970.1, SSPN1_32970.2, SSPN1_32970.3	SBOV2_29680.1
OG0003458	SSPN1_31800.1	SBOV2_28580.1, SBOV2_28580.2
OG0003459	SSPN1_70970.1, SSPN1_70970.2	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5
OG0003460	SSPN1_42990.1, SSPN1_42990.2	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3
OG0003461	SSPN1_81180.1, SSPN1_81180.2	SBOV2_83500.1
OG0003462	SSPN1_31380.1, SSPN1_31380.3, SSPN1_31380.5, SSPN1_31380.2, SSPN1_31380.4	SBOV2_28190.1
OG0003463	SSPN1_82360.1	SBOV2_84210.1
OG0003464	SSPN1_78430.1	SBOV2_80590.1, SBOV2_80590.2
OG0003465	SSPN1_61210.1	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4, SBOV2_62550.2
OG0003466	SSPN1_20500.1	SBOV2_9740.1
OG0003467	SSPN1_74290.1	SBOV2_76190.1
OG0003468	SSPN1_65990.1	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6
OG0003469	SSPN1_48890.1, SSPN1_48890.2	SBOV2_54960.1
OG0003470	SSPN1_50470.1	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3
OG0003471	SSPN1_44460.1, SSPN1_44460.2	SBOV2_45250.1, SBOV2_45250.2
OG0003472	SSPN1_8840.1	SBOV2_8800.1
OG0003473	SSPN1_74950.1	SBOV2_76900.1, SBOV2_76910.1
OG0003474	SSPN1_54750.1	SBOV2_56030.1
OG0003475	SSPN1_23520.1, SSPN1_23520.2	SBOV2_23950.1, SBOV2_23950.2, SBOV2_23950.3
