Orthogroup	trichobilharzia_regenti	schistosoma_turkestanicum
OG0003703	TREG1_18030.1	STRK1_7650.1
OG0003704	TREG1_54000.1, TREG1_98930.1	STRK1_34710.1, STRK1_34710.2
OG0003705	TREG1_50720.1	STRK1_35370.1, STRK1_35370.2
OG0003706	TREG1_129570.1, TREG1_129570.2	STRK1_87070.1
OG0003707	TREG1_7590.1	STRK1_6560.1, STRK1_6550.1, STRK1_6550.5, STRK1_6550.2, STRK1_6550.3, STRK1_6550.4, STRK1_6550.6
OG0003708	TREG1_88210.6, TREG1_88210.1, TREG1_88210.2, TREG1_88210.4, TREG1_88210.8, TREG1_88210.3, TREG1_88210.7, TREG1_88210.5	STRK1_60640.1
OG0003709	TREG1_11490.1	STRK1_1470.1
OG0003710	TREG1_44580.1	STRK1_34760.1
OG0003711	TREG1_88430.1	STRK1_64940.1
OG0003712	TREG1_16750.1	STRK1_13400.1, STRK1_13400.2
OG0003713	TREG1_120300.1	STRK1_85100.1, STRK1_85100.2, STRK1_85100.3, STRK1_85100.4
OG0003714	TREG1_119350.1	STRK1_85400.1, STRK1_103110.1
OG0003715	TREG1_31580.1, TREG1_31580.2	STRK1_22520.1
OG0003716	TREG1_133570.1	STRK1_94870.1
OG0003717	TREG1_105640.1	STRK1_70720.1
OG0003718	TREG1_106180.1	STRK1_74760.1
OG0003719	TREG1_69790.1	STRK1_49190.1
OG0003720	TREG1_88280.1, TREG1_88280.2, TREG1_88280.3, TREG1_88280.4	STRK1_57880.1, STRK1_57880.2
OG0003721	TREG1_128280.1	STRK1_109420.1, STRK1_105140.1, STRK1_89280.1
OG0003722	TREG1_128290.1	STRK1_89250.1, STRK1_89260.1, STRK1_89270.1
OG0003723	TREG1_132220.1, TREG1_132220.3, TREG1_132220.2	STRK1_93640.1
OG0003724	TREG1_15060.1, TREG1_15060.2, TREG1_15060.4, TREG1_15060.5, TREG1_15060.6, TREG1_15060.7, TREG1_15060.8, TREG1_15060.3	STRK1_17660.1
OG0003725	TREG1_18500.5, TREG1_18500.1, TREG1_18500.2, TREG1_18500.3, TREG1_18500.4	STRK1_3280.1
OG0003726	TREG1_71220.1, TREG1_71220.2	STRK1_48050.1
OG0003727	TREG1_47260.1, TREG1_47260.2	STRK1_36890.1
OG0003728	TREG1_22170.1	STRK1_18380.4, STRK1_18380.3, STRK1_18410.1
OG0003729	TREG1_11630.10, TREG1_11630.9, TREG1_11630.11, TREG1_11630.2, TREG1_11630.3, TREG1_11630.4, TREG1_11630.5, TREG1_11630.7, TREG1_11630.6, TREG1_11630.1, TREG1_11630.8	STRK1_11940.1, STRK1_8550.1, STRK1_8550.2
OG0003730	TREG1_66070.1, TREG1_66070.2	STRK1_49450.1
OG0003731	TREG1_115010.1	STRK1_80580.1
OG0003732	TREG1_111990.1, TREG1_111990.2	STRK1_79830.1
OG0003733	TREG1_26280.1	STRK1_7030.1
OG0003734	TREG1_4870.1, TREG1_4870.2, TREG1_4870.3, TREG1_4870.4, TREG1_4870.5, TREG1_4870.6	STRK1_16520.1
OG0003735	TREG1_18680.1	STRK1_6780.1, STRK1_6780.2, STRK1_6790.1
OG0003736	TREG1_94340.1	STRK1_67420.1
OG0003737	TREG1_99790.1	STRK1_800.1
OG0003738	TREG1_34480.1	STRK1_40130.1
OG0003739	TREG1_66030.1	STRK1_49490.1, STRK1_49490.2, STRK1_49490.3, STRK1_49490.4
OG0003740	TREG1_33550.1	STRK1_25800.1, STRK1_10200.1, STRK1_10200.2, STRK1_103620.1, STRK1_103620.2
OG0003741	TREG1_73780.10, TREG1_73780.1, TREG1_73780.2, TREG1_73780.7, TREG1_73780.8, TREG1_73780.9, TREG1_73780.6, TREG1_73780.3, TREG1_73780.4, TREG1_73780.5	STRK1_47800.1
OG0003742	TREG1_83430.3, TREG1_83430.2, TREG1_83430.4, TREG1_83430.1, TREG1_83440.1	STRK1_96270.1, STRK1_56940.1
OG0003743	TREG1_86330.1, TREG1_86330.2	STRK1_63540.1
OG0003744	TREG1_51170.1	STRK1_32300.1
OG0003745	TREG1_45270.1	STRK1_29210.1
OG0003747	TREG1_54490.1	STRK1_23410.1
OG0003748	TREG1_6450.1, TREG1_6460.1, TREG1_6460.3, TREG1_6460.5, TREG1_6460.2, TREG1_6460.4, TREG1_6460.6	STRK1_16690.1
OG0003749	TREG1_24260.3, TREG1_24260.1, TREG1_24260.2, TREG1_24260.4	STRK1_20090.1
OG0003750	TREG1_108800.1	STRK1_77040.1, STRK1_77040.2, STRK1_77040.3
OG0003751	TREG1_116930.1, TREG1_116930.3, TREG1_116930.2	STRK1_96500.1, STRK1_97900.1, STRK1_82670.1
OG0003752	TREG1_50730.1, TREG1_50730.4, TREG1_50730.5, TREG1_50730.2, TREG1_50730.3	STRK1_35380.1, STRK1_35380.2
OG0003753	TREG1_26600.1, TREG1_26600.2, TREG1_26600.3, TREG1_26600.4, TREG1_26600.5	STRK1_19960.1
OG0003754	TREG1_112520.1	STRK1_79050.1
OG0003756	TREG1_17910.1	STRK1_88300.1, STRK1_88300.2
OG0003757	TREG1_33830.1	STRK1_39570.1, STRK1_39580.1
OG0003758	TREG1_55450.1	STRK1_34110.1
OG0003759	TREG1_90500.1, TREG1_90510.1	STRK1_66310.1
OG0003760	TREG1_36970.1	STRK1_104700.1, STRK1_105680.1, STRK1_41690.1
OG0003761	TREG1_65810.1, TREG1_65810.2, TREG1_65810.3, TREG1_65810.5, TREG1_65810.4	STRK1_49410.1
OG0003762	TREG1_122420.1	STRK1_87640.1
OG0003763	TREG1_57530.1	STRK1_104480.1
OG0003764	TREG1_58310.4, TREG1_58310.1, TREG1_58310.3, TREG1_58320.1, TREG1_58310.2, TREG1_58310.5	STRK1_107520.1, STRK1_41260.1
OG0003765	TREG1_15970.1	STRK1_5660.1
OG0003766	TREG1_61310.1, TREG1_61300.1	STRK1_44660.1
OG0003767	TREG1_79540.1, TREG1_79540.2	STRK1_58180.1
OG0003768	TREG1_143260.1, TREG1_1540.1, TREG1_1550.1	STRK1_1230.1
OG0003769	TREG1_35040.1, TREG1_35040.2	STRK1_102330.1, STRK1_104420.1
OG0003770	TREG1_99690.3, TREG1_99690.2, TREG1_99690.4, TREG1_99690.1, TREG1_99690.5, TREG1_23650.1	STRK1_68360.1, STRK1_68360.2
OG0003771	TREG1_4090.2, TREG1_4090.4, TREG1_4090.1, TREG1_4090.3	STRK1_5960.1
OG0003772	TREG1_66430.1	STRK1_51120.1
OG0003773	TREG1_124150.1	STRK1_87830.1, STRK1_87830.2, STRK1_87830.3
OG0003774	TREG1_101650.1, TREG1_101650.2	STRK1_70060.1
OG0003775	TREG1_95420.1	STRK1_68780.1
OG0003776	TREG1_19440.1	STRK1_7460.1
OG0003777	TREG1_78860.1	STRK1_52820.1, STRK1_52830.1, STRK1_55750.1, STRK1_55750.2
OG0003778	TREG1_132240.1, TREG1_132230.1, TREG1_139430.1	STRK1_93630.1
OG0003779	TREG1_17900.1, TREG1_17900.2, TREG1_17900.4, TREG1_17900.3	STRK1_11580.1
OG0003780	TREG1_89620.1	STRK1_63120.1, STRK1_63120.2, STRK1_63120.3
OG0003781	TREG1_39140.2, TREG1_39140.1, TREG1_39140.3	STRK1_106370.1, STRK1_106380.1
OG0003782	TREG1_67990.4, TREG1_67990.1, TREG1_67990.2, TREG1_67990.3	STRK1_48580.1
OG0003783	TREG1_62420.1	STRK1_43780.3, STRK1_43780.2, STRK1_43780.1, STRK1_43780.4
OG0003784	TREG1_63090.1	STRK1_44340.1
OG0003785	TREG1_31110.1	STRK1_109090.1, STRK1_109100.1, STRK1_42370.1
OG0003786	TREG1_85620.1, TREG1_85620.2	STRK1_63820.1
OG0003787	TREG1_25280.1, TREG1_25280.2, TREG1_25280.3, TREG1_25280.4	STRK1_19480.1
OG0003788	TREG1_101760.1	STRK1_69310.1
OG0003789	TREG1_14110.1, TREG1_14110.2, TREG1_103480.2, TREG1_103480.1, TREG1_103480.3, TREG1_103480.4	STRK1_12940.1, STRK1_12940.2
OG0003790	TREG1_46770.1	STRK1_30190.1, STRK1_30190.3, STRK1_30190.4, STRK1_30190.2
OG0003791	TREG1_62230.1	STRK1_105820.1, STRK1_95820.1, STRK1_95820.2
OG0003792	TREG1_119040.1, TREG1_119050.1, TREG1_73620.1, TREG1_73620.2, TREG1_73360.1	STRK1_110880.1, STRK1_54980.1
OG0003793	TREG1_61990.9, TREG1_61990.11, TREG1_61990.10, TREG1_62020.2, TREG1_62020.1, TREG1_62040.1, TREG1_62040.2	STRK1_44570.1
OG0003794	TREG1_118310.1, TREG1_118310.2, TREG1_118310.3, TREG1_118310.4	STRK1_107970.1
OG0003795	TREG1_12250.1	STRK1_91300.1, STRK1_91300.2
OG0003796	TREG1_88020.1	STRK1_63260.1, STRK1_63260.2, STRK1_63260.3
OG0003797	TREG1_107750.3, TREG1_107750.1, TREG1_107750.2	STRK1_73560.1, STRK1_73560.3, STRK1_73560.2
OG0003799	TREG1_113650.1	STRK1_79650.1, STRK1_79650.2
OG0003800	TREG1_32680.1	STRK1_22010.1, STRK1_22010.2
OG0003801	TREG1_75490.1, TREG1_75490.2, TREG1_75490.3, TREG1_75500.1	STRK1_47480.1
OG0003802	TREG1_104200.1, TREG1_104200.2, TREG1_104200.3, TREG1_104200.4	STRK1_73280.1
OG0003803	TREG1_2330.1	STRK1_9450.1, STRK1_9450.2
OG0003804	TREG1_15130.1, TREG1_15130.2, TREG1_15130.3	STRK1_4340.1, STRK1_4340.2, STRK1_4340.3
OG0003805	TREG1_14240.1, TREG1_14240.2, TREG1_14240.3, TREG1_14240.4, TREG1_14240.5	STRK1_500.1, STRK1_500.2
OG0003806	TREG1_3360.13, TREG1_3360.15, TREG1_3360.16, TREG1_3360.12, TREG1_3460.1, TREG1_3360.14	STRK1_13050.1, STRK1_13080.1
OG0003807	TREG1_52900.3, TREG1_52900.1, TREG1_52900.2	STRK1_104450.1, STRK1_104450.2, STRK1_104450.3, STRK1_104450.4, STRK1_28070.1, STRK1_28070.2
OG0003808	TREG1_101250.1	STRK1_76680.1, STRK1_96970.1, STRK1_76690.1, STRK1_100790.1
OG0003809	TREG1_95160.3, TREG1_95160.4, TREG1_95160.1, TREG1_95160.2	STRK1_68720.1
OG0003810	TREG1_49290.1, TREG1_49290.2, TREG1_49290.3	STRK1_29880.1, STRK1_29880.2
OG0003811	TREG1_33640.1	STRK1_25880.1
OG0003812	TREG1_54730.1	STRK1_23300.1
OG0003814	TREG1_111010.1, TREG1_111010.2	STRK1_80030.1
OG0003815	TREG1_124390.1, TREG1_124390.2, TREG1_124390.3	STRK1_85570.1
OG0003817	TREG1_18870.1, TREG1_18890.1, TREG1_18880.1, TREG1_81120.1	STRK1_58270.1, STRK1_58270.2, STRK1_58270.3, STRK1_58270.4
OG0003822	TREG1_130240.1, TREG1_130250.1, TREG1_62930.1	STRK1_94310.4, STRK1_94310.3, STRK1_94310.1, STRK1_94310.2
OG0003827	TREG1_48230.1, TREG1_48230.3, TREG1_48230.2	STRK1_30050.1
OG0003828	TREG1_39930.1, TREG1_39930.2	STRK1_33340.1
OG0003829	TREG1_26210.1	STRK1_6970.1, STRK1_6970.2
OG0003830	TREG1_20570.1	STRK1_10650.1
OG0003831	TREG1_135520.1	STRK1_92750.1
OG0003832	TREG1_135650.1	STRK1_37320.1, STRK1_92710.1
OG0003833	TREG1_35900.1	STRK1_105320.1
OG0003834	TREG1_19320.1	STRK1_17090.1
OG0003835	TREG1_29020.1	STRK1_3090.1, STRK1_3090.2
OG0003836	TREG1_48200.1, TREG1_48200.2, TREG1_48210.2, TREG1_48210.1	STRK1_30070.1
OG0003837	TREG1_40730.1, TREG1_40730.2, TREG1_40730.3, TREG1_40730.4	STRK1_35190.1
OG0003838	TREG1_14580.1	STRK1_11210.1
OG0003839	TREG1_15190.1, TREG1_15190.2	STRK1_5600.1
OG0003840	TREG1_57500.1, TREG1_57500.2, TREG1_57500.3, TREG1_57500.4	STRK1_39400.1, STRK1_39410.1
OG0003841	TREG1_55520.1	STRK1_32780.1
OG0003842	TREG1_49120.1, TREG1_49130.1	STRK1_29750.1
OG0003843	TREG1_4290.1	STRK1_12690.1
OG0003844	TREG1_53410.1, TREG1_53410.2	STRK1_34220.1
OG0003845	TREG1_127970.2, TREG1_127970.1, TREG1_127970.3	STRK1_89290.1
OG0003846	TREG1_12410.1	STRK1_15640.1
OG0003847	TREG1_85930.1	STRK1_60830.1
OG0003848	TREG1_116900.1, TREG1_116900.2	STRK1_82720.1
OG0003849	TREG1_30150.1	STRK1_17990.1, STRK1_95150.1
OG0003850	TREG1_46510.1, TREG1_46510.2	STRK1_105930.1, STRK1_105930.2
OG0003851	TREG1_86590.1	STRK1_59220.1
OG0003852	TREG1_130500.1	STRK1_91820.1
OG0003853	TREG1_133250.1	STRK1_90510.1, STRK1_100990.1
OG0003854	TREG1_89700.1	STRK1_63070.1
OG0003855	TREG1_56830.1	STRK1_38950.1, STRK1_38950.2
OG0003856	TREG1_116520.1	STRK1_82550.1
OG0003857	TREG1_43010.1	STRK1_28790.1
OG0003858	TREG1_47510.1	STRK1_27780.1
OG0003859	TREG1_87390.1, TREG1_87400.1	STRK1_64220.1
OG0003860	TREG1_58260.1	STRK1_41370.1, STRK1_41370.2
OG0003861	TREG1_40060.1, TREG1_40060.2, TREG1_40060.3, TREG1_40060.4, TREG1_40060.6, TREG1_40060.7, TREG1_40060.5	STRK1_33420.1
OG0003862	TREG1_45460.1, TREG1_45460.2, TREG1_45460.3, TREG1_45460.4, TREG1_45460.5	STRK1_27460.1
OG0003863	TREG1_61110.1	STRK1_21510.2, STRK1_21510.1
OG0003864	TREG1_98450.1	STRK1_75900.1
OG0003865	TREG1_133790.1, TREG1_133790.2, TREG1_133790.3, TREG1_133790.4	STRK1_91970.1, STRK1_91970.2
OG0003866	TREG1_41780.1, TREG1_41790.1	STRK1_38560.1
OG0003867	TREG1_67100.1	STRK1_45380.1
OG0003868	TREG1_85090.3, TREG1_85090.1, TREG1_85090.2, TREG1_85090.4	STRK1_60320.1
OG0003869	TREG1_36990.1, TREG1_36990.2, TREG1_36990.3	STRK1_111410.1, STRK1_111410.2
OG0003870	TREG1_130290.1, TREG1_130290.3, TREG1_130290.4, TREG1_130290.2, TREG1_130290.5	STRK1_94360.1
OG0003871	TREG1_52540.1	STRK1_29450.1
OG0003872	TREG1_75960.1	STRK1_97010.1, STRK1_99260.1
OG0003873	TREG1_109990.1, TREG1_109990.2	STRK1_92760.1, STRK1_92760.2, STRK1_75720.1, STRK1_109060.1, STRK1_79900.2, STRK1_79900.1, STRK1_79900.3
OG0003874	TREG1_39580.1, TREG1_39580.2	STRK1_40430.1, STRK1_40430.2
OG0003875	TREG1_32690.1	STRK1_22020.1
OG0003876	TREG1_43160.1	STRK1_37920.1
OG0003877	TREG1_81470.1, TREG1_81470.2	STRK1_59710.1, STRK1_59710.2, STRK1_59710.3
OG0003878	TREG1_83490.1	STRK1_59700.1
OG0003879	TREG1_109350.1	STRK1_77700.1, STRK1_103320.1
OG0003881	TREG1_83870.1	STRK1_60110.1
OG0003882	TREG1_134530.1	STRK1_91960.1
OG0003883	TREG1_83920.3, TREG1_83920.2, TREG1_83920.1	STRK1_60030.1
OG0003884	TREG1_59050.1, TREG1_59050.2	STRK1_24950.3, STRK1_24950.1, STRK1_24950.2
OG0003885	TREG1_122730.1	STRK1_84220.1
OG0003886	TREG1_52270.1	STRK1_32770.1, STRK1_32760.1
OG0003887	TREG1_123620.1, TREG1_123610.1	STRK1_95280.1, STRK1_95300.1, STRK1_87770.1, STRK1_95290.1, STRK1_101660.1
OG0003888	TREG1_123640.1	STRK1_85910.1
OG0003889	TREG1_98740.1, TREG1_98740.2	STRK1_73380.1
OG0003890	TREG1_17830.1, TREG1_17830.3, TREG1_17830.2	STRK1_19010.1
OG0003891	TREG1_13800.1	STRK1_11180.1, STRK1_11180.2
OG0003892	TREG1_124130.1	STRK1_87860.1
OG0003894	TREG1_20860.1	STRK1_11020.1
OG0003895	TREG1_72930.1, TREG1_72930.2	STRK1_46760.1
OG0003896	TREG1_63420.1	STRK1_102320.1, STRK1_102320.2
OG0003898	TREG1_11580.1	STRK1_8600.1
OG0003899	TREG1_73060.1	STRK1_46780.1
OG0003900	TREG1_92440.1	STRK1_96470.1, STRK1_111240.1, STRK1_66690.1, STRK1_66670.1, STRK1_111250.1, STRK1_66610.1
OG0003901	TREG1_92460.1, TREG1_92460.2	STRK1_66650.1, STRK1_66650.2
OG0003902	TREG1_124550.1	STRK1_88270.1
OG0003903	TREG1_82870.1	STRK1_66500.1
OG0003904	TREG1_93450.1	STRK1_66000.2, STRK1_66000.4, STRK1_66000.1, STRK1_66000.3
OG0003905	TREG1_131610.1, TREG1_131610.2	STRK1_91140.1
OG0003906	TREG1_10280.1, TREG1_10280.2, TREG1_10280.3	STRK1_12800.1, STRK1_12800.2, STRK1_12800.4, STRK1_12800.3
OG0003907	TREG1_14190.1, TREG1_14200.1, TREG1_14200.2, TREG1_14200.3, TREG1_14200.4	STRK1_91210.1
OG0003908	TREG1_21610.2, TREG1_21610.4, TREG1_21610.3, TREG1_21610.1	STRK1_20820.1, STRK1_20830.1
OG0003909	TREG1_44390.1	STRK1_30910.1
OG0003910	TREG1_76380.1, TREG1_76380.2, TREG1_76380.3	STRK1_54030.1
OG0003911	TREG1_56680.1	STRK1_39120.1, STRK1_39120.2, STRK1_39120.3
OG0003912	TREG1_109450.1, TREG1_109450.2	STRK1_61030.1
OG0003913	TREG1_45330.1	STRK1_29240.1
OG0003914	TREG1_99860.1, TREG1_99860.2	STRK1_67520.1
OG0003915	TREG1_99850.1	STRK1_67530.1
OG0003916	TREG1_117650.1	STRK1_94110.1
OG0003917	TREG1_24730.1, TREG1_24730.3, TREG1_24730.2	STRK1_5230.1
OG0003918	TREG1_67190.1, TREG1_67180.4, TREG1_67180.1, TREG1_67180.3, TREG1_67180.2, TREG1_65850.1	STRK1_49420.1
OG0003919	TREG1_53790.1, TREG1_53780.1	STRK1_27530.1, STRK1_27530.2
OG0003920	TREG1_17690.1	STRK1_14440.1
OG0003921	TREG1_99340.1, TREG1_99350.1, TREG1_99360.1, TREG1_99320.1, TREG1_99370.1	STRK1_67870.1, STRK1_67910.1
OG0003922	TREG1_91830.1, TREG1_91840.1, TREG1_91860.1, TREG1_91850.1	STRK1_66010.1, STRK1_66010.2
OG0003923	TREG1_54410.1	STRK1_23530.1, STRK1_23530.2
OG0003924	TREG1_76450.1, TREG1_76450.2, TREG1_76460.1	STRK1_53970.1, STRK1_53980.1
OG0003925	TREG1_73740.1	STRK1_46990.1
OG0003927	TREG1_92360.1	STRK1_66790.1
OG0003928	TREG1_140030.1, TREG1_140030.2, TREG1_140030.3, TREG1_56720.1, TREG1_56710.1	STRK1_39080.1
OG0003929	TREG1_61570.1	STRK1_43630.1
OG0003931	TREG1_70270.1, TREG1_70280.1	STRK1_47070.1
OG0003932	TREG1_24670.1	STRK1_4990.1, STRK1_4990.2
OG0003933	TREG1_35920.3, TREG1_35920.1, TREG1_35920.2	STRK1_42480.1
OG0003934	TREG1_14290.1, TREG1_14290.2, TREG1_14290.3, TREG1_14290.4, TREG1_112300.1	STRK1_93440.1, STRK1_93440.2
OG0003935	TREG1_17590.1	STRK1_5290.1, STRK1_5290.2
OG0003936	TREG1_9560.1	STRK1_6040.1
OG0003937	TREG1_63670.1	STRK1_100380.1, STRK1_45690.1
OG0003938	TREG1_105510.1, TREG1_105510.2	STRK1_71840.1
OG0003939	TREG1_110150.1	STRK1_81810.1, STRK1_81820.1, STRK1_81820.2
OG0003940	TREG1_29940.1	STRK1_8240.1
OG0003941	TREG1_1320.1, TREG1_1370.1	STRK1_16010.1
OG0003943	TREG1_63370.1	STRK1_44200.1
OG0003944	TREG1_63360.1	STRK1_44210.1, STRK1_44210.2
OG0003945	TREG1_120990.1	STRK1_84430.1, STRK1_84440.1
OG0003946	TREG1_54510.1	STRK1_23420.1
OG0003947	TREG1_56950.1	STRK1_38760.1
OG0003948	TREG1_76750.1, TREG1_76750.2	STRK1_53080.1
OG0003949	TREG1_70880.1	STRK1_51400.1
OG0003950	TREG1_20210.1	STRK1_6150.1
OG0003951	TREG1_69310.1, TREG1_45360.1, TREG1_45390.1	STRK1_50620.1, STRK1_50630.1
OG0003952	TREG1_122890.1	STRK1_86270.1
OG0003953	TREG1_112620.1	STRK1_79100.1
OG0003954	TREG1_91740.1, TREG1_91740.2	STRK1_60410.1
OG0003955	TREG1_65960.1, TREG1_65960.2	STRK1_49520.1
OG0003956	TREG1_86470.1, TREG1_86470.2, TREG1_86470.3	STRK1_59250.1
OG0003957	TREG1_57390.1, TREG1_57390.2	STRK1_35790.1
OG0003958	TREG1_51740.1	STRK1_26780.1
OG0003959	TREG1_15340.1	STRK1_21180.1, STRK1_21190.1, STRK1_97710.1
OG0003960	TREG1_64640.1, TREG1_64640.2	STRK1_52000.1
OG0003961	TREG1_110130.1	STRK1_101970.1, STRK1_79210.1
OG0003962	TREG1_49000.1	STRK1_29680.1
OG0003963	TREG1_21790.2, TREG1_21790.3, TREG1_21790.1, TREG1_21790.4	STRK1_2030.1
OG0003964	TREG1_13670.1	STRK1_13570.1
OG0003965	TREG1_60240.1	STRK1_25290.1
OG0003966	TREG1_1170.1	STRK1_12750.1, STRK1_12750.3, STRK1_12750.2
OG0003967	TREG1_41930.1, TREG1_41920.1	STRK1_101370.1
OG0003968	TREG1_3030.1	STRK1_16880.1, STRK1_16880.2
OG0003969	TREG1_115680.1	STRK1_81130.1
OG0003970	TREG1_127900.1, TREG1_127900.4, TREG1_127900.2, TREG1_127900.3	STRK1_89750.1
OG0003971	TREG1_88560.1	STRK1_59210.1, STRK1_59210.2
OG0003972	TREG1_49990.1	STRK1_32470.1
OG0003974	TREG1_61900.1	STRK1_51600.1, STRK1_51600.2, STRK1_51600.3, STRK1_51600.4, STRK1_51600.5, STRK1_51600.6
OG0003975	TREG1_57880.1	STRK1_101100.1, STRK1_37130.1
OG0003976	TREG1_35800.1	STRK1_23160.1, STRK1_98200.1
OG0003977	TREG1_67660.1	STRK1_47850.1
OG0003978	TREG1_68300.1, TREG1_68300.2, TREG1_68300.3, TREG1_68300.4, TREG1_68300.5, TREG1_68300.6	STRK1_50870.1
OG0003979	TREG1_8340.1, TREG1_8340.2, TREG1_8340.3	STRK1_11150.1, STRK1_11150.2
OG0003980	TREG1_132670.2, TREG1_132670.1, TREG1_132670.3	STRK1_108680.1, STRK1_91660.1
OG0003981	TREG1_32760.1, TREG1_32760.2, TREG1_32760.3	STRK1_22070.3, STRK1_22070.1, STRK1_22070.2
OG0003982	TREG1_61660.1, TREG1_61660.2, TREG1_61660.3	STRK1_63510.1, STRK1_63510.2
OG0003983	TREG1_83810.1, TREG1_83810.2	STRK1_60130.1
OG0003984	TREG1_11880.1, TREG1_11880.2, TREG1_11880.3	STRK1_8990.1
OG0003985	TREG1_87990.1, TREG1_87990.2	STRK1_62680.1
OG0003986	TREG1_81160.1	STRK1_59050.1
OG0003987	TREG1_4170.1, TREG1_4170.2, TREG1_4170.3, TREG1_4170.4, TREG1_4170.5, TREG1_4170.6, TREG1_4170.7	STRK1_13060.1
OG0003988	TREG1_40170.1, TREG1_40170.2	STRK1_33190.1, STRK1_33190.2
OG0003989	TREG1_78630.1, TREG1_78630.2, TREG1_78630.3	STRK1_56220.1, STRK1_56230.1
OG0003990	TREG1_69590.1	STRK1_50120.1, STRK1_50120.2, STRK1_50120.3
OG0003991	TREG1_14640.1	STRK1_4820.1
OG0003992	TREG1_51120.1	STRK1_32350.1
OG0003993	TREG1_106340.1	STRK1_76140.1
OG0003994	TREG1_56490.1, TREG1_56490.2, TREG1_56490.4, TREG1_56490.3	STRK1_39190.1
OG0003995	TREG1_124590.1	STRK1_97760.1, STRK1_104020.1
OG0003996	TREG1_70840.1	STRK1_51430.2, STRK1_51430.1, STRK1_51430.3
OG0003997	TREG1_15780.1, TREG1_15780.3, TREG1_15780.4, TREG1_15780.2	STRK1_4130.1, STRK1_4130.2
OG0003999	TREG1_21590.1, TREG1_21590.2	STRK1_20870.1, STRK1_20870.2
OG0004000	TREG1_85680.1	STRK1_61810.1
OG0004001	TREG1_63910.1, TREG1_74110.1	STRK1_44810.1, STRK1_44810.2
OG0004003	TREG1_53170.1	STRK1_34250.1
OG0004004	TREG1_97930.1, TREG1_97930.2	STRK1_68000.1
OG0004005	TREG1_45940.1	STRK1_32910.1
OG0004006	TREG1_47630.1, TREG1_47630.2, TREG1_47630.4, TREG1_47630.3	STRK1_34070.1
OG0004007	TREG1_103650.1, TREG1_103650.2	STRK1_69290.1
OG0004009	TREG1_135960.3, TREG1_135960.5, TREG1_135960.6, TREG1_135960.1, TREG1_135960.4, TREG1_135960.7, TREG1_135960.2	STRK1_93060.1, STRK1_93090.1, STRK1_93070.1
OG0004010	TREG1_32110.1, TREG1_32110.2, TREG1_32110.3	STRK1_21350.1
OG0004011	TREG1_96320.1, TREG1_96320.2	STRK1_73810.1
OG0004012	TREG1_67730.1	STRK1_51510.1
OG0004012	TREG1_67740.1, TREG1_67750.1	STRK1_51520.1
OG0004013	TREG1_91140.1, TREG1_91140.2, TREG1_91140.3, TREG1_91140.4, TREG1_91140.5	STRK1_63390.1
OG0004014	TREG1_114280.1, TREG1_114280.2	STRK1_82220.1
OG0004015	TREG1_136300.1, TREG1_136280.1, TREG1_136290.1	STRK1_108000.1, STRK1_90100.1, STRK1_90150.1
OG0004016	TREG1_12610.1, TREG1_12610.2, TREG1_12610.3	STRK1_810.1
OG0004018	TREG1_121490.3, TREG1_121490.2, TREG1_121490.1, TREG1_121490.4	STRK1_84230.1
OG0004019	TREG1_120260.1, TREG1_120270.1	STRK1_106780.1
OG0004021	TREG1_124400.1, TREG1_124400.2	STRK1_87540.3, STRK1_87540.1, STRK1_87540.2
OG0004022	TREG1_125920.1	STRK1_85520.1
OG0004023	TREG1_84270.1	STRK1_58280.1
OG0004024	TREG1_9850.1	STRK1_650.1
OG0004025	TREG1_26590.1, TREG1_26590.3, TREG1_26590.2	STRK1_19950.1, STRK1_19950.2, STRK1_19950.3, STRK1_19950.4, STRK1_98670.1
OG0004028	TREG1_56510.1, TREG1_56510.2, TREG1_56510.4, TREG1_56510.3	STRK1_39170.1
OG0004029	TREG1_99450.1, TREG1_99450.2	STRK1_67790.1
OG0004030	TREG1_28680.1, TREG1_27310.1, TREG1_27320.1	STRK1_2180.1
OG0004031	TREG1_47550.1, TREG1_47550.2	STRK1_27820.1, STRK1_98780.1
OG0004032	TREG1_28490.1, TREG1_28490.2, TREG1_28490.4, TREG1_28490.5, TREG1_28490.3, TREG1_142320.1, TREG1_142310.1	STRK1_5370.1, STRK1_5350.1, STRK1_5360.1
OG0004033	TREG1_54870.1	STRK1_38540.2, STRK1_38540.1, STRK1_38540.3
OG0004034	TREG1_128450.1	STRK1_96000.1, STRK1_96000.2, STRK1_96000.3, STRK1_96000.4, STRK1_89120.1, STRK1_95710.1
OG0004035	TREG1_119390.1, TREG1_119390.2	STRK1_85270.1
OG0004036	TREG1_45890.1, TREG1_45890.2	STRK1_32870.1
OG0004037	TREG1_14380.4, TREG1_14380.1, TREG1_14380.2, TREG1_14380.6, TREG1_14380.7, TREG1_14380.5, TREG1_14380.3	STRK1_270.1
OG0004038	TREG1_69930.1	STRK1_51010.1
OG0004039	TREG1_96830.1	STRK1_68050.1
OG0004040	TREG1_73610.1, TREG1_73610.2	STRK1_47650.1, STRK1_47650.2
OG0004041	TREG1_33870.1, TREG1_33880.1	STRK1_39620.1, STRK1_105620.1, STRK1_73320.1, STRK1_67500.1
OG0004042	TREG1_89730.1, TREG1_89730.2, TREG1_89730.3	STRK1_63040.1
OG0004043	TREG1_6740.1	STRK1_12530.1
