Orthogroup	trichobilharzia_regenti	opisthorchis_viverrini
OG0002402	TREG1_28840.1, TREG1_28850.1	T265_10841
OG0002404	TREG1_85220.1	T265_09776
OG0002405	TREG1_1610.1	T265_10856, T265_04546
OG0002406	TREG1_6710.1	T265_13009
OG0002407	TREG1_10310.1	T265_00260
OG0002407	TREG1_10320.1, TREG1_10320.2	T265_00264
OG0002408	TREG1_106690.1	T265_11905
OG0002409	TREG1_115540.1	T265_01637
OG0002410	TREG1_50880.1	T265_08723, T265_16313
OG0002411	TREG1_127430.1, TREG1_127430.2	T265_04303
OG0002412	TREG1_46760.1, TREG1_46750.1, TREG1_46750.3, TREG1_46750.2	T265_14970
OG0002413	TREG1_120410.2	T265_01806
OG0002414	TREG1_72960.1, TREG1_72960.2	T265_02906
OG0002415	TREG1_21710.1, TREG1_21710.2	T265_03421
OG0002416	TREG1_56820.1	T265_15016
OG0002417	TREG1_104080.1, TREG1_17040.1, TREG1_17030.1, TREG1_104090.1, TREG1_17010.1, TREG1_17020.1	T265_06209
OG0002418	TREG1_53380.1, TREG1_53380.2	T265_00711
OG0002419	TREG1_49540.1, TREG1_49540.2, TREG1_139270.1, TREG1_139300.1	T265_10336
OG0002420	TREG1_53160.1	T265_00694
OG0002421	TREG1_96950.1	T265_02187
OG0002422	TREG1_57360.1, TREG1_57360.10, TREG1_57360.11, TREG1_57360.12, TREG1_57360.13, TREG1_57360.2, TREG1_57360.3, TREG1_57360.4, TREG1_57360.5, TREG1_57360.6, TREG1_57360.7, TREG1_57360.8, TREG1_57360.9	T265_00765
OG0002423	TREG1_99630.3, TREG1_99630.4, TREG1_99630.2, TREG1_99630.1	T265_02196
OG0002424	TREG1_74880.1	T265_00303
OG0002425	TREG1_52260.1	T265_10775
OG0002426	TREG1_52760.1	T265_05883, T265_16210
OG0002427	TREG1_140430.1, TREG1_62380.1	T265_03972
OG0002428	TREG1_25660.1, TREG1_25660.2, TREG1_25660.3, TREG1_25660.4, TREG1_25660.5	T265_13166
OG0002429	TREG1_41080.1	T265_06453, T265_10284
OG0002430	TREG1_98620.2, TREG1_98620.5, TREG1_98620.1, TREG1_98620.6, TREG1_98620.7, TREG1_98620.8, TREG1_98620.3, TREG1_98620.4	T265_02210, T265_05440, T265_02212
OG0002431	TREG1_56900.1, TREG1_56910.1	T265_01491, T265_03774
OG0002432	TREG1_84090.1, TREG1_84090.3, TREG1_84090.2, TREG1_143800.1, TREG1_84120.1	T265_08924
OG0002434	TREG1_40180.3, TREG1_40180.1, TREG1_40180.2	T265_02981
OG0002435	TREG1_49470.1	T265_14326
OG0002436	TREG1_23960.2, TREG1_23960.3, TREG1_23960.4, TREG1_23960.1, TREG1_23960.5	T265_11614, T265_15156
OG0002437	TREG1_73700.4, TREG1_73700.2, TREG1_73700.1, TREG1_73700.3	T265_00359
OG0002438	TREG1_53970.1, TREG1_53970.2, TREG1_53970.3, TREG1_53970.4	T265_06508
OG0002439	TREG1_66890.1, TREG1_66890.4, TREG1_66890.2, TREG1_66890.3	T265_00836
OG0002440	TREG1_93720.1	T265_12915
OG0002441	TREG1_72020.1, TREG1_72060.1	T265_05931
OG0002442	TREG1_42150.1, TREG1_42150.3	T265_13576
OG0002443	TREG1_31470.1, TREG1_31470.2	T265_07141
OG0002444	TREG1_77540.1, TREG1_77540.2	T265_06713, T265_14104
OG0002445	TREG1_93910.1	T265_05838
OG0002446	TREG1_85520.1	T265_00532
OG0002447	TREG1_11000.1, TREG1_11000.2, TREG1_11000.3, TREG1_11000.5, TREG1_11000.6, TREG1_11000.4	T265_08477
OG0002448	TREG1_52050.1, TREG1_52050.2, TREG1_52050.3	T265_06603
OG0002449	TREG1_22970.1, TREG1_22970.3, TREG1_22970.4, TREG1_22970.2	T265_08371
OG0002450	TREG1_87250.1	T265_03931, T265_03930
OG0002451	TREG1_96000.1	T265_09840
OG0002452	TREG1_4270.1, TREG1_4280.1	T265_10465
OG0002453	TREG1_72180.1	T265_00345
OG0002454	TREG1_88420.1	T265_05155
OG0002455	TREG1_81170.1	T265_12601
OG0002456	TREG1_48160.1, TREG1_48160.2	T265_11319
OG0002457	TREG1_95400.1	T265_01249, T265_07438
OG0002458	TREG1_115610.1	T265_12831
OG0002459	TREG1_45950.1, TREG1_45950.2, TREG1_45950.3	T265_01502
OG0002460	TREG1_7040.1	T265_09316
OG0002461	TREG1_111860.1, TREG1_111860.10, TREG1_111860.11, TREG1_111860.12, TREG1_111860.13, TREG1_111860.2, TREG1_111860.3, TREG1_111860.4, TREG1_111860.5, TREG1_111860.6, TREG1_111860.7, TREG1_111860.8, TREG1_111860.9	T265_11504
OG0002462	TREG1_91120.1, TREG1_91110.1	T265_03327
OG0002463	TREG1_116580.4, TREG1_116580.5, TREG1_116580.6, TREG1_116580.7, TREG1_116580.8, TREG1_116580.9, TREG1_116610.1	T265_04955
OG0002465	TREG1_113720.1	T265_11610
OG0002466	TREG1_134740.1	T265_09526
OG0002468	TREG1_99240.1	T265_01747
OG0002469	TREG1_18790.1, TREG1_18790.2	T265_10043
OG0002470	TREG1_109790.1	T265_13777
OG0002471	TREG1_144670.1, TREG1_139610.1, TREG1_139610.2, TREG1_144680.1, TREG1_144720.1, TREG1_144650.1	T265_13340
OG0002472	TREG1_50940.1, TREG1_50940.2	T265_02966
OG0002473	TREG1_5820.6, TREG1_5820.5, TREG1_5820.2, TREG1_5820.3, TREG1_5820.4, TREG1_5820.1, TREG1_5820.7	T265_06276
OG0002474	TREG1_120620.1, TREG1_120620.2, TREG1_120620.3	T265_10153
OG0002475	TREG1_21920.1, TREG1_21920.2, TREG1_21920.3, TREG1_21920.5, TREG1_21920.4	T265_06954
OG0002476	TREG1_45140.1, TREG1_45140.2, TREG1_45160.1	T265_11632, T265_14722
OG0002477	TREG1_106950.1	T265_15221, T265_15220
OG0002478	TREG1_70670.1	T265_00370
OG0002479	TREG1_87650.4, TREG1_87650.2, TREG1_87650.3, TREG1_87650.1	T265_10145
OG0002480	TREG1_37690.1	T265_05583
OG0002481	TREG1_18600.1, TREG1_18600.2, TREG1_18600.3, TREG1_18600.4, TREG1_18600.6, TREG1_18600.5	T265_06651
OG0002482	TREG1_87410.1	T265_08130
OG0002483	TREG1_16050.1, TREG1_16050.2	T265_11161
OG0002484	TREG1_59960.1, TREG1_59960.2	T265_04258
OG0002486	TREG1_60830.2, TREG1_60830.1, TREG1_60830.3	T265_01077
OG0002487	TREG1_97700.1, TREG1_97700.2	T265_01323
OG0002488	TREG1_76980.1, TREG1_76990.1	T265_02854
OG0002489	TREG1_36470.1, TREG1_36470.2	T265_10400
OG0002490	TREG1_97250.1	T265_04784
OG0002492	TREG1_108040.3, TREG1_108040.2, TREG1_108040.1, TREG1_108040.4	T265_06763
OG0002493	TREG1_90020.1	T265_01136
OG0002494	TREG1_4820.1, TREG1_4820.2, TREG1_94060.10, TREG1_94060.11, TREG1_94060.9, TREG1_94240.1, TREG1_94060.7, TREG1_94060.8	T265_13169
OG0002495	TREG1_76050.1, TREG1_29640.1, TREG1_29650.1	T265_13492
OG0002497	TREG1_63280.1, TREG1_63280.2	T265_06996
OG0002498	TREG1_13370.1, TREG1_13370.2	T265_08380
OG0002499	TREG1_65180.1, TREG1_65190.1	T265_06840
OG0002500	TREG1_12180.1, TREG1_12180.2, TREG1_12180.3	T265_13736
OG0002501	TREG1_137850.1, TREG1_5580.1, TREG1_5740.1, TREG1_137980.1, TREG1_5390.1	T265_07964
OG0002502	TREG1_75210.7, TREG1_75210.1, TREG1_75210.2, TREG1_75210.3, TREG1_75210.4, TREG1_75210.6, TREG1_75210.5	T265_07288
OG0002504	TREG1_60780.1	T265_05690
OG0002505	TREG1_64660.1	T265_04916
OG0002506	TREG1_49770.1	T265_05367
OG0002507	TREG1_114960.1	T265_06548
OG0002508	TREG1_89920.3, TREG1_89920.1, TREG1_89920.5, TREG1_89920.6, TREG1_89920.2, TREG1_89920.4	T265_00657
OG0002509	TREG1_11910.5, TREG1_11920.1, TREG1_11910.7, TREG1_11910.3, TREG1_11910.8, TREG1_11910.9, TREG1_11910.4, TREG1_11910.6, TREG1_11910.10, TREG1_11910.2, TREG1_11910.1	T265_11507
OG0002511	TREG1_98190.1, TREG1_98190.2	T265_09184
OG0002512	TREG1_88510.1	T265_01109, T265_01107
OG0002514	TREG1_16880.1, TREG1_16880.3, TREG1_16880.4, TREG1_16880.5, TREG1_16880.6, TREG1_16880.2	T265_13584
OG0002517	TREG1_98600.6, TREG1_98600.4, TREG1_98600.5, TREG1_98600.3, TREG1_98600.1, TREG1_98600.2	T265_02578
OG0002518	TREG1_42190.12, TREG1_42190.13, TREG1_42280.1	T265_09714, T265_09890
OG0002526	TREG1_15120.1, TREG1_15120.2	T265_06218
OG0002527	TREG1_33920.1, TREG1_33920.2, TREG1_33920.3, TREG1_33920.4	T265_06354
OG0002528	TREG1_131620.1	T265_13832
OG0002529	TREG1_70520.1	T265_00314
OG0002530	TREG1_107290.1, TREG1_107290.2	T265_05441
OG0002531	TREG1_4320.1, TREG1_60250.1	T265_09261, T265_16107
OG0002532	TREG1_103510.1, TREG1_103510.2	T265_06112
OG0002533	TREG1_87930.1, TREG1_87930.2, TREG1_87930.3, TREG1_87930.4	T265_10106
OG0002534	TREG1_123590.1	T265_14864
OG0002534	TREG1_127800.1	T265_11289
OG0002535	TREG1_50870.1	T265_04895
OG0002536	TREG1_32940.1	T265_07878, T265_16109
OG0002537	TREG1_117380.1	T265_11659
OG0002538	TREG1_83900.1	T265_12591, T265_13956
OG0002539	TREG1_38770.1	T265_06929
OG0002540	TREG1_57910.1, TREG1_57910.2	T265_02959
OG0002541	TREG1_73330.1, TREG1_73330.2, TREG1_73330.3, TREG1_73330.4, TREG1_73330.5, TREG1_73330.7, TREG1_73330.8, TREG1_73330.9, TREG1_73330.6	T265_00045
OG0002542	TREG1_123770.1	T265_05751
OG0002543	TREG1_50260.1, TREG1_50260.2, TREG1_50260.3	T265_02977
OG0002544	TREG1_63810.1	T265_03611
OG0002545	TREG1_59940.1	T265_13460
OG0002546	TREG1_23070.1, TREG1_23070.2, TREG1_23070.3, TREG1_23070.5, TREG1_23070.6, TREG1_23070.7, TREG1_23070.4	T265_08445
OG0002547	TREG1_134620.1, TREG1_134620.2, TREG1_134620.3	T265_02728
OG0002548	TREG1_132450.1	T265_10907, T265_04844
OG0002549	TREG1_37870.1, TREG1_37860.1, TREG1_37820.1, TREG1_37880.1	T265_09253
OG0002551	TREG1_49870.1, TREG1_49870.2	T265_10827
OG0002552	TREG1_1380.1	T265_06270
OG0002553	TREG1_89260.1	T265_12816
OG0002554	TREG1_80470.1	T265_11518
OG0002555	TREG1_44190.1	T265_12804
OG0002556	TREG1_16130.3, TREG1_16130.1, TREG1_16130.2	T265_00868
OG0002557	TREG1_42000.1, TREG1_42000.2	T265_01526
OG0002558	TREG1_2310.1	T265_11716
OG0002559	TREG1_33350.1, TREG1_33350.3, TREG1_33350.2, TREG1_33350.4	T265_09716
OG0002560	TREG1_129160.1	T265_10495
OG0002561	TREG1_5880.1, TREG1_5880.3, TREG1_5880.2	T265_08002
OG0002562	TREG1_11670.1, TREG1_11670.2	T265_06419
OG0002563	TREG1_88140.5, TREG1_88140.3, TREG1_88140.1, TREG1_88140.2, TREG1_88140.4	T265_12573
OG0002564	TREG1_104490.1, TREG1_104530.1, TREG1_104530.2, TREG1_104530.3	T265_14413
OG0002565	TREG1_7790.1, TREG1_7800.1, TREG1_7780.1	T265_10924
OG0002566	TREG1_88790.5, TREG1_88790.2, TREG1_88780.1, TREG1_88790.1, TREG1_88790.4, TREG1_88790.3, TREG1_88800.1	T265_01406
OG0002567	TREG1_50600.1, TREG1_50600.2	T265_09820
OG0002568	TREG1_82000.1	T265_06148
OG0002569	TREG1_82810.1	T265_09350
OG0002570	TREG1_46010.1, TREG1_46010.2, TREG1_46010.4, TREG1_46010.5, TREG1_46010.3, TREG1_46010.6, TREG1_46010.7, TREG1_46010.8, TREG1_46010.9	T265_15976, T265_15295
OG0002571	TREG1_34810.1, TREG1_34810.2	T265_09123
OG0002572	TREG1_81680.1	T265_00523
OG0002573	TREG1_34940.1	T265_05406
OG0002574	TREG1_106370.3, TREG1_106370.1, TREG1_106370.2	T265_05451
OG0002575	TREG1_59250.1, TREG1_59250.2	T265_14312
OG0002576	TREG1_108300.1	T265_05790
OG0002577	TREG1_61790.1, TREG1_62400.1	T265_05294, T265_05295
OG0002578	TREG1_72470.1, TREG1_72470.2	T265_03584
OG0002579	TREG1_131840.1, TREG1_131840.2, TREG1_131840.3	T265_12918
OG0002580	TREG1_83990.1	T265_00177
OG0002581	TREG1_81310.2, TREG1_81310.1, TREG1_81310.4, TREG1_81310.3	T265_00663
OG0002582	TREG1_36880.1	T265_04496
OG0002583	TREG1_121210.1, TREG1_121210.2	T265_08898
OG0002584	TREG1_58440.1	T265_13055
OG0002586	TREG1_17770.1	T265_09506, T265_03414
OG0002587	TREG1_113860.2, TREG1_113860.1, TREG1_113860.3	T265_06030
OG0002588	TREG1_86540.1, TREG1_86540.2	T265_08785
OG0002589	TREG1_86670.1	T265_04177
OG0002590	TREG1_106990.1	T265_13106
OG0002591	TREG1_104270.1	T265_11493
OG0002592	TREG1_139150.1, TREG1_60160.1	T265_14197
OG0002593	TREG1_97680.1	T265_02360
OG0002594	TREG1_97670.1	T265_02363
OG0002595	TREG1_68330.1	T265_02820
OG0002596	TREG1_105110.1, TREG1_105110.2	T265_05825
OG0002597	TREG1_10820.1	T265_12817, T265_12684
OG0002598	TREG1_43600.1	T265_11007
OG0002599	TREG1_89780.1	T265_03901
OG0002600	TREG1_67420.1, TREG1_67400.1, TREG1_67410.1	T265_10026
OG0002601	TREG1_15960.3, TREG1_15960.1, TREG1_15930.1, TREG1_15960.2	T265_03324
OG0002602	TREG1_28910.1	T265_11163
OG0002603	TREG1_80720.1, TREG1_80720.2	T265_01188
OG0002604	TREG1_7820.1	T265_10922
OG0002605	TREG1_71610.1	T265_09297
OG0002606	TREG1_116440.1	T265_15010
OG0002607	TREG1_44590.1, TREG1_44590.2	T265_15621
OG0002608	TREG1_69900.1, TREG1_69910.1	T265_03557
OG0002609	TREG1_1000.1, TREG1_1000.2, TREG1_1000.3, TREG1_1000.4, TREG1_1000.5	T265_06812
OG0002610	TREG1_42060.1, TREG1_42060.2	T265_04076, T265_15961
OG0002611	TREG1_9140.1	T265_10160
OG0002613	TREG1_31390.1, TREG1_99470.1	T265_08303, T265_07594
OG0002614	TREG1_14470.1	T265_13503
OG0002614	TREG1_12220.1	T265_15097, T265_16170
OG0002615	TREG1_118130.1	T265_03587
OG0002616	TREG1_47400.1	T265_04004
OG0002617	TREG1_56650.1, TREG1_56650.2, TREG1_56650.3, TREG1_56650.4, TREG1_56650.5, TREG1_56650.6	T265_04692
OG0002618	TREG1_77580.1, TREG1_77550.1	T265_06714, T265_16357
OG0002619	TREG1_79610.1	T265_10984
OG0002620	TREG1_49050.1	T265_08636
OG0002621	TREG1_6860.1	T265_09809
OG0002622	TREG1_77410.1, TREG1_77400.1, TREG1_77400.2	T265_11458
OG0002623	TREG1_20700.1, TREG1_20700.2, TREG1_20700.3, TREG1_20700.4	T265_04416
OG0002624	TREG1_17450.1, TREG1_17450.2, TREG1_17450.3, TREG1_17450.4, TREG1_17450.5	T265_07686
OG0002625	TREG1_44320.1	T265_06474
OG0002626	TREG1_77980.2, TREG1_77980.6, TREG1_77980.1, TREG1_77980.3, TREG1_77980.4, TREG1_77980.5, TREG1_77980.7	T265_08212
OG0002627	TREG1_28010.1	T265_03218
OG0002628	TREG1_40260.1, TREG1_40260.2, TREG1_40260.4, TREG1_40260.3	T265_08624
OG0002629	TREG1_124280.1	T265_13471
OG0002630	TREG1_11240.1, TREG1_11240.2	T265_01008
OG0002631	TREG1_35130.1	T265_05687
OG0002632	TREG1_114540.2, TREG1_114540.1, TREG1_114540.3, TREG1_114540.4	T265_06015
OG0002633	TREG1_41130.1, TREG1_41130.2	T265_04018
OG0002634	TREG1_54690.7, TREG1_54690.3, TREG1_54690.4, TREG1_54690.5, TREG1_54690.6, TREG1_54700.1, TREG1_54690.1, TREG1_54690.2, TREG1_54690.8	T265_05042
OG0002635	TREG1_32450.1	T265_06947
OG0002636	TREG1_96060.4, TREG1_96190.1	T265_12437
OG0002637	TREG1_136240.1	T265_14280, T265_14279
OG0002638	TREG1_70870.1	T265_01339
OG0002639	TREG1_82120.4, TREG1_82120.5, TREG1_63240.1, TREG1_82120.1, TREG1_82120.6, TREG1_82120.3, TREG1_82120.2	T265_06794
OG0002641	TREG1_67720.1	T265_11303
OG0002642	TREG1_12620.1, TREG1_12620.2, TREG1_12620.4, TREG1_12620.3	T265_06912
OG0002643	TREG1_1410.1	T265_10968
OG0002644	TREG1_88360.1, TREG1_88360.2, TREG1_88360.3, TREG1_88360.4	T265_14640
OG0002645	TREG1_18750.5, TREG1_18750.2, TREG1_18750.1, TREG1_18750.4, TREG1_18750.3	T265_00224
OG0002646	TREG1_58760.1, TREG1_58760.2	T265_05691
OG0002647	TREG1_10230.1, TREG1_124040.1	T265_03821
OG0002648	TREG1_9510.1	T265_04212
OG0002649	TREG1_54900.1	T265_05362
OG0002650	TREG1_6830.1	T265_14961
OG0002651	TREG1_8860.1, TREG1_8860.2, TREG1_8860.3, TREG1_8860.4, TREG1_8860.5, TREG1_8860.6, TREG1_8860.7	T265_13532, T265_13531
OG0002652	TREG1_36040.1	T265_03490, T265_03489
OG0002653	TREG1_126120.1, TREG1_126280.1, TREG1_126290.2, TREG1_126110.1, TREG1_126290.3, TREG1_126290.1	T265_05349
OG0002654	TREG1_111190.1	T265_15265
OG0002655	TREG1_72700.1	T265_07489
OG0002656	TREG1_23460.1	T265_13304
OG0002657	TREG1_30430.1, TREG1_30430.4, TREG1_30430.2, TREG1_30430.3	T265_13545
OG0002658	TREG1_46550.1	T265_00747, T265_12627
OG0002660	TREG1_8170.1	T265_00945
OG0002661	TREG1_140780.1, TREG1_140780.2, TREG1_89990.1	T265_13706
OG0002662	TREG1_113880.4, TREG1_113880.7, TREG1_113880.8, TREG1_113880.5, TREG1_113880.1, TREG1_113880.2, TREG1_113880.6, TREG1_113880.9, TREG1_113880.10, TREG1_113880.3	T265_14428
OG0002663	TREG1_110530.2, TREG1_110530.1, TREG1_110530.3, TREG1_110540.1	T265_10211
OG0002664	TREG1_135030.1, TREG1_135030.2, TREG1_135080.1	T265_11068, T265_16106
OG0002665	TREG1_67960.9, TREG1_67960.10, TREG1_67960.8, TREG1_67960.7, TREG1_67960.1, TREG1_67960.2, TREG1_67960.6, TREG1_67960.5, TREG1_67960.11, TREG1_67960.4, TREG1_67960.3, TREG1_67960.12	T265_06844, T265_16075
OG0002667	TREG1_59000.3, TREG1_59000.1, TREG1_59000.2	T265_03243
OG0002668	TREG1_55620.1, TREG1_94610.1	T265_01423
OG0002669	TREG1_119360.1, TREG1_119360.2, TREG1_119370.1	T265_13389
OG0002670	TREG1_50440.1	T265_02796
OG0002671	TREG1_132480.1	T265_04847
OG0002672	TREG1_106830.1, TREG1_106830.2, TREG1_106830.3	T265_00778
OG0002673	TREG1_97170.1	T265_14755
OG0002674	TREG1_37900.1, TREG1_37890.1	T265_02974, T265_09573
OG0002675	TREG1_2360.1	T265_01135
OG0002676	TREG1_92560.3, TREG1_92560.2, TREG1_92560.1	T265_08124
OG0002677	TREG1_85490.1, TREG1_85500.1	T265_11806
OG0002678	TREG1_19640.1, TREG1_19640.2, TREG1_19640.3	T265_14495, T265_08174
OG0002679	TREG1_109260.3, TREG1_109260.4, TREG1_109260.5, TREG1_109260.1, TREG1_109260.2	T265_14188
OG0002680	TREG1_91550.1	T265_01156
OG0002681	TREG1_36370.1, TREG1_36370.2	T265_11893, T265_11894
OG0002682	TREG1_27750.1	T265_10217
OG0002683	TREG1_136380.1	T265_13830
OG0002684	TREG1_116940.1	T265_05163
OG0002685	TREG1_16910.1, TREG1_16910.2, TREG1_16910.3, TREG1_16910.4, TREG1_16910.5	T265_09546
OG0002686	TREG1_70690.1, TREG1_70690.2, TREG1_70690.3, TREG1_70690.4	T265_13273
OG0002687	TREG1_46470.1	T265_04020, T265_04336
OG0002688	TREG1_48510.1	T265_11653
OG0002689	TREG1_48820.1	T265_04523
OG0002690	TREG1_56770.1	T265_09672
OG0002691	TREG1_113600.3, TREG1_113600.1, TREG1_113600.2, TREG1_113600.5, TREG1_113600.4, TREG1_113600.6	T265_15871
OG0002692	TREG1_16590.1, TREG1_16590.3, TREG1_16590.2, TREG1_16590.5, TREG1_16590.8, TREG1_16590.4, TREG1_16590.6, TREG1_16590.7	T265_11446
OG0002693	TREG1_139810.1, TREG1_139810.2, TREG1_139810.3, TREG1_69860.1, TREG1_69860.2	T265_02440
OG0002694	TREG1_130320.1	T265_04234, T265_07936
OG0002696	TREG1_53500.1	T265_08323
OG0002697	TREG1_8650.4, TREG1_8650.5, TREG1_8650.2, TREG1_8650.8, TREG1_8650.7, TREG1_8650.1, TREG1_8650.3, TREG1_8650.6, TREG1_8650.10, TREG1_8650.9	T265_08181
OG0002698	TREG1_7860.1, TREG1_7860.2	T265_12501
OG0002699	TREG1_18990.1, TREG1_18990.2, TREG1_18990.3, TREG1_18990.4	T265_03019
OG0002700	TREG1_136600.3, TREG1_136600.1, TREG1_136600.2	T265_02734
OG0002701	TREG1_77170.1	T265_00287
OG0002709	TREG1_10350.1, TREG1_10350.3, TREG1_10350.4, TREG1_10350.2	T265_09385
OG0002710	TREG1_7460.1	T265_02910, T265_02911
OG0002711	TREG1_127180.1	T265_11288
OG0002713	TREG1_69120.1, TREG1_69120.2	T265_05798
OG0002714	TREG1_104600.1, TREG1_104600.2	T265_09095
OG0002715	TREG1_86900.1, TREG1_86900.2	T265_02021
OG0002716	TREG1_92290.1	T265_07182, T265_14219
OG0002717	TREG1_121380.1, TREG1_121380.2	T265_01862, T265_16344
OG0002718	TREG1_89630.1	T265_08451, T265_10568
OG0002719	TREG1_119700.1, TREG1_119700.2	T265_08405
OG0002719	TREG1_11400.1	T265_06423
OG0002720	TREG1_4030.1	T265_09225, T265_09226
OG0002721	TREG1_136210.1, TREG1_136210.2, TREG1_136210.3	T265_11661
OG0002722	TREG1_23780.5, TREG1_23780.1, TREG1_23780.2, TREG1_23780.3, TREG1_23780.4	T265_08585
OG0002724	TREG1_113090.1	T265_12997
OG0002725	TREG1_12730.1, TREG1_12730.4, TREG1_12730.2, TREG1_12730.3	T265_08421
OG0002726	TREG1_45190.1	T265_08999
OG0002727	TREG1_106700.1, TREG1_106700.2	T265_00821
OG0002728	TREG1_6790.1	T265_06495
OG0002729	TREG1_22950.2, TREG1_22950.1, TREG1_22950.3	T265_13191, T265_07546, T265_07956, T265_14318
OG0002730	TREG1_113470.1	T265_02419, T265_16240
OG0002731	TREG1_137000.1, TREG1_137000.2	T265_01959, T265_13402
OG0002732	TREG1_91630.1, TREG1_91630.2	T265_14352
OG0002734	TREG1_55970.1, TREG1_55970.4, TREG1_55970.2, TREG1_55970.3	T265_13416
OG0002735	TREG1_43660.1, TREG1_43660.2, TREG1_43660.3, TREG1_43660.4	T265_10699
OG0002736	TREG1_58960.1, TREG1_58960.2, TREG1_58960.3	T265_03760
OG0002737	TREG1_56890.1	T265_05897
OG0002738	TREG1_39180.1	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402, T265_05828
OG0002739	TREG1_6640.1	T265_09407
OG0002740	TREG1_43200.1, TREG1_43200.2	T265_02573
OG0002741	TREG1_13620.1, TREG1_13620.2, TREG1_13620.3	T265_10545, T265_11017
OG0002742	TREG1_103640.1, TREG1_103640.2	T265_12515
OG0002743	TREG1_38100.1	T265_15636
OG0002744	TREG1_78170.1, TREG1_78160.1, TREG1_78160.2	T265_06158
OG0002745	TREG1_127990.2, TREG1_127990.1, TREG1_127990.3	T265_05355
OG0002747	TREG1_38280.1	T265_11759
OG0002748	TREG1_36650.1	T265_13947, T265_06098
OG0002749	TREG1_63720.1, TREG1_63760.1	T265_06761
OG0002750	TREG1_72270.1	T265_13284, T265_16195
OG0002751	TREG1_41170.3, TREG1_41170.1, TREG1_41170.2	T265_00573
OG0002752	TREG1_96760.3, TREG1_96760.4, TREG1_96770.1, TREG1_96760.1, TREG1_96760.2	T265_00423, T265_16111
OG0002755	TREG1_990.1	T265_09929
OG0002756	TREG1_78930.1	T265_00650
OG0002757	TREG1_54310.1	T265_00762
OG0002758	TREG1_19020.1	T265_00955
OG0002759	TREG1_37440.1	T265_03239
OG0002760	TREG1_250.1, TREG1_138820.1	T265_11036, T265_11034, T265_11035
OG0002761	TREG1_25880.1	T265_03044
OG0002762	TREG1_135360.1, TREG1_135350.1	T265_13549
OG0002763	TREG1_104430.1, TREG1_104430.2	T265_13464
OG0002764	TREG1_46880.1	T265_08194, T265_02184, T265_02185
OG0002765	TREG1_93870.1, TREG1_93860.1, TREG1_93800.1, TREG1_93790.1, TREG1_93890.1	T265_05839
OG0002766	TREG1_96310.1	T265_00330
OG0002767	TREG1_71590.1, TREG1_71590.2	T265_06760
OG0002768	TREG1_3650.1, TREG1_94780.1, TREG1_94780.2, TREG1_94780.3, TREG1_94780.4, TREG1_94780.6, TREG1_94780.7, TREG1_94780.5	T265_10258, T265_16169
OG0002769	TREG1_43430.1	T265_01046
OG0002771	TREG1_58080.1, TREG1_58070.1, TREG1_58070.2, TREG1_58060.1, TREG1_58060.2	T265_08021, T265_08022
OG0002773	TREG1_118110.1	T265_07914
OG0002774	TREG1_460.1	T265_05258
OG0002776	TREG1_99000.1	T265_11356
OG0002777	TREG1_105140.1, TREG1_105140.4, TREG1_105140.2, TREG1_105140.3	T265_05823
OG0002778	TREG1_135670.1	T265_09444
OG0002779	TREG1_34450.10, TREG1_34450.8, TREG1_34450.9, TREG1_34450.11, TREG1_34450.7, TREG1_34450.1, TREG1_34450.2, TREG1_34450.5, TREG1_34450.6, TREG1_34450.3, TREG1_34450.4	T265_14542
OG0002781	TREG1_59390.1, TREG1_59390.2	T265_07481
OG0002782	TREG1_109080.2, TREG1_109080.1, TREG1_109080.3, TREG1_109100.1, TREG1_109100.2	T265_12327, T265_10961, T265_01932
OG0002783	TREG1_73390.3, TREG1_73390.1, TREG1_73390.2	T265_00286
OG0002784	TREG1_43410.1, TREG1_43420.1	T265_01050
OG0002785	TREG1_99910.2, TREG1_99910.3, TREG1_99910.1, TREG1_99910.4	T265_13376
OG0002786	TREG1_16560.1, TREG1_16560.4, TREG1_16560.5, TREG1_16560.2, TREG1_16560.3	T265_13497
OG0002787	TREG1_26330.1	T265_03074
OG0002788	TREG1_9700.1, TREG1_9700.2	T265_01005
OG0002789	TREG1_21390.1, TREG1_21390.2, TREG1_21390.3	T265_08482
OG0002790	TREG1_106980.5, TREG1_106980.1, TREG1_106980.2, TREG1_106980.3, TREG1_106980.4	T265_02675
OG0002791	TREG1_12910.1	T265_06735
OG0002792	TREG1_74270.3, TREG1_74270.4, TREG1_74270.1, TREG1_74270.2	T265_06771
OG0002793	TREG1_20690.1	T265_04394
OG0002794	TREG1_132540.1	T265_15249, T265_15899
OG0002795	TREG1_38550.1, TREG1_38550.2	T265_07477
OG0002796	TREG1_24690.1, TREG1_24690.2, TREG1_24690.3, TREG1_24690.4, TREG1_24690.5	T265_13167
OG0002797	TREG1_58420.1	T265_04341
OG0002798	TREG1_101400.1	T265_13131
OG0002799	TREG1_110790.1, TREG1_110800.1	T265_07700, T265_14359, T265_14358
OG0002800	TREG1_107630.5, TREG1_107620.1, TREG1_107630.1, TREG1_107630.2	T265_14735
OG0002802	TREG1_119060.1	T265_07569
OG0002803	TREG1_60510.1	T265_03781
OG0002804	TREG1_45100.1	T265_13660
OG0002805	TREG1_138890.1, TREG1_75250.1	T265_12771
